time/episodes,train/critic_loss,train/ent_coef_loss,time/fps,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,train/n_updates,train/ent_coef,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
,0.026001818478107452,-19.961170196533203,,0.0003,,7000,,-12.359627723693848,6899,0.1310073435306549,,100.0,-47.2582266
72,0.027784917503595352,-20.008926391601562,53,0.0003,100.0,7200,133,-11.402366638183594,7099,0.12383577227592468,-125.27167116666666,,
,0.021032482385635376,-20.222259521484375,,0.0003,,7500,,-10.431867599487305,7399,0.11385838687419891,,100.0,-44.4763866
76,0.02250046283006668,-20.17014503479004,53,0.0003,100.0,7600,141,-10.158313751220703,7499,0.11072865128517151,-122.84228463157895,,
,0.0211782306432724,-20.47054100036621,,0.0003,,8000,,-8.802713394165039,7899,0.09911631047725677,,100.0,-42.50678653999999
80,,,53,,100.0,8000,150,,,,-120.32428247499999,,
84,0.019570518285036087,-20.33350372314453,54,0.0003,100.0,8400,153,-7.238511085510254,8299,0.08882265537977219,-118.19999929761906,,
,0.01781199499964714,-20.53460693359375,,0.0003,,8500,,-6.9549102783203125,8399,0.08643036335706711,,100.0,-42.41470182
88,0.01970120705664158,-21.031387329101562,54,0.0003,100.0,8800,162,-5.957955837249756,8699,0.0796702429652214,-116.06297297727271,,
,0.01944134198129177,-20.9571533203125,,0.0003,,9000,,-5.405971527099609,8899,0.07547605782747269,,100.0,-41.50131356
92,0.018266567960381508,-20.992610931396484,53,0.0003,100.0,9200,170,-4.6881608963012695,9099,0.07152527570724487,-113.8249927826087,,
,0.017619797959923744,-19.657512664794922,,0.0003,,9500,,-3.801455497741699,9399,0.0659947469830513,,100.0,-44.3755915
96,0.015961814671754837,-19.985960006713867,53,0.0003,100.0,9600,179,-3.3452887535095215,9499,0.06425382196903229,-111.74257726041667,,
,0.01695738360285759,-19.479747772216797,,0.0003,,10000,,-2.211139678955078,9899,0.057770948857069016,,100.0,-42.870686860000006
100,,,53,,100.0,10000,187,,,,-109.65620809999999,,
104,0.016602180898189545,-19.46373748779297,54,0.0003,100.0,10400,191,-1.0398391485214233,10299,0.05197777599096298,-106.27944752999998,,
,0.015016346238553524,-19.58432388305664,,0.0003,,10500,,-0.6328427791595459,10399,0.05063021928071976,,100.0,-43.22895858
108,0.018352122977375984,-19.876768112182617,54,0.0003,100.0,10800,199,0.30345916748046875,10699,0.046792104840278625,-102.73488421,,
,0.01455899327993393,-19.696455001831055,,0.0003,,11000,,0.866655170917511,10899,0.04440004751086235,,100.0,-42.21235849999999
112,0.016507653519511223,-18.53582000732422,53,0.0003,100.0,11200,208,1.214157223701477,11099,0.04213562235236168,-98.84477406,,
,0.01906777173280716,-19.428218841552734,,0.0003,,11500,,2.3834633827209473,11399,0.03898414224386215,,100.0,-40.08849802
116,0.018298259004950523,-18.232118606567383,53,0.0003,100.0,11600,216,2.566380023956299,11499,0.037992049008607864,-94.97912522,,
,0.018916279077529907,-17.515291213989258,,0.0003,,12000,,3.6061367988586426,11899,0.034295644611120224,,100.0,-39.177539700000004
120,,,53,,100.0,12000,224,,,,-91.06173248,,
124,0.015681304037570953,-16.9986572265625,54,0.0003,100.0,12400,228,4.600342750549316,12299,0.030997784808278084,-87.58496016000001,,
,0.017842570319771767,-17.295902252197266,,0.0003,,12500,,4.911770820617676,12399,0.030230944976210594,,100.0,-40.696183139999995
128,0.014804172329604626,-15.549869537353516,54,0.0003,100.0,12800,236,5.471363067626953,12699,0.028049569576978683,-83.66030763,,
,0.017507236450910568,-15.991433143615723,,0.0003,,13000,,5.950222015380859,12899,0.02669377438724041,,100.0,-39.87039976
132,0.015915894880890846,-15.31235122680664,53,0.0003,100.0,13200,245,6.495598793029785,13099,0.02541855163872242,-80.27867060999999,,
,0.013824637979269028,-14.90967845916748,,0.0003,,13500,,7.014124870300293,13399,0.02363293245434761,,100.0,-38.89533994
136,0.017324723303318024,-14.31987190246582,53,0.0003,100.0,13600,253,7.4334917068481445,13499,0.0230669304728508,-77.11840704000001,,
,0.01742052659392357,-13.266365051269531,,0.0003,,14000,,8.204237937927246,13899,0.020972875878214836,,100.0,-40.50927372
140,,,53,,100.0,14000,262,,,,-73.92093503000001,,
144,0.017138799652457237,-13.069849014282227,54,0.0003,100.0,14400,265,9.140658378601074,14299,0.019113387912511826,-71.06346359000001,,
,0.01787356659770012,-12.418543815612793,,0.0003,,14500,,9.18069076538086,14399,0.018682530149817467,,100.0,-39.08877918
148,0.015504034236073494,-11.404989242553711,53,0.0003,100.0,14800,274,9.853751182556152,14699,0.017460286617279053,-68.28487819,,
,0.01645766571164131,-11.638862609863281,,0.0003,,15000,,10.2695894241333,14899,0.01671091839671135,,100.0,-40.71689906
152,0.014916183426976204,-9.803234100341797,53,0.0003,100.0,15200,282,10.463945388793945,15099,0.01600596494972706,-65.68981679000001,,
,0.013725615106523037,-8.953055381774902,,0.0003,,15500,,10.989388465881348,15399,0.015020047314465046,,100.0,-39.5818083
156,0.015536239370703697,-8.981550216674805,53,0.0003,100.0,15600,291,11.026729583740234,15499,0.01470884308218956,-63.267177929999995,,
,0.012643883004784584,-8.238868713378906,,0.0003,,16000,,12.078743934631348,15899,0.013568227179348469,,100.0,-39.88451004
160,,,53,,100.0,16000,299,,,,-60.84590024,,
164,0.018502458930015564,-6.536256790161133,54,0.0003,100.0,16400,302,12.667008399963379,16299,0.012557454407215118,-58.54631517000001,,
,0.01473226584494114,-7.22371768951416,,0.0003,,16500,,12.582036972045898,16399,0.012325814925134182,,100.0,-44.06229118
168,0.015351666137576103,-6.314426898956299,53,0.0003,100.0,16800,311,13.329429626464844,16699,0.011673224158585072,-56.656075820000005,,
,0.01521517988294363,-5.493772506713867,,0.0003,,17000,,13.559276580810547,16899,0.011287322267889977,,100.0,-41.767218619999994
172,0.0137102659791708,-4.9809064865112305,53,0.0003,100.0,17200,319,13.734540939331055,17099,0.010935677215456963,-54.79610672999999,,
,0.01538363192230463,-3.5821897983551025,,0.0003,,17500,,14.244558334350586,17399,0.010457845404744148,,100.0,-40.303366000000004
176,0.016839800402522087,-2.8376293182373047,53,0.0003,100.0,17600,328,14.363237380981445,17499,0.010311029851436615,-53.522694019999996,,
,0.015067007392644882,-2.0278148651123047,,0.0003,,18000,,14.958992004394531,17899,0.009790448471903801,,100.0,-43.8430863
180,,,53,,100.0,18000,336,,,,-52.69979990000001,,
184,0.015315474011003971,-2.797431468963623,54,0.0003,100.0,18400,340,15.443864822387695,18299,0.009376653470098972,-51.56454605000001,,
,0.014691846445202827,-2.4660511016845703,,0.0003,,18500,,15.639068603515625,18399,0.009285942651331425,,100.0,-43.07361314
188,0.01573926955461502,-1.7001278400421143,53,0.0003,100.0,18800,348,16.033451080322266,18699,0.009026965126395226,-50.77912371999999,,
,0.017608316615223885,-1.1365715265274048,,0.0003,,19000,,16.530473709106445,18899,0.008889180608093739,,100.0,-41.59554894
192,0.015083281323313713,-0.8365004062652588,53,0.0003,100.0,19200,357,16.72943115234375,19099,0.008771411143243313,-50.00102527,,
,0.013849252834916115,-0.29157131910324097,,0.0003,,19500,,17.03488540649414,19399,0.00861139316111803,,100.0,-41.82597524
196,0.01656169444322586,0.6496920585632324,53,0.0003,100.0,19600,365,17.171737670898438,19499,0.00858257059007883,-49.330542189999996,,
,0.013769134879112244,-0.09309709072113037,,0.0003,,20000,,17.757064819335938,19899,0.00848807580769062,,100.0,-40.44593994
200,,,53,,100.0,20000,374,,,,-48.523094960000016,,
204,0.014348025433719158,-1.0771424770355225,53,0.0003,100.0,20400,377,18.380170822143555,20299,0.00845705159008503,-47.84263197,,
,0.014101856388151646,1.3698399066925049,,0.0003,,20500,,18.23846435546875,20399,0.00843852199614048,,100.0,-40.5486164
208,0.01704704388976097,0.796043336391449,53,0.0003,100.0,20800,386,18.901784896850586,20699,0.008418475277721882,-47.14283244999999,,
,0.015639744699001312,-0.11895932257175446,,0.0003,,21000,,18.76167106628418,20899,0.008425157517194748,,100.0,-43.97286113999999
212,0.014202013611793518,1.7259914875030518,53,0.0003,100.0,21200,394,19.15826416015625,21099,0.008407327346503735,-46.828186699999996,,
,0.02007056027650833,0.6149285435676575,,0.0003,,21500,,19.688949584960938,21399,0.008384826593101025,,100.0,-43.13850222
216,0.01732742413878441,0.2726125717163086,53,0.0003,100.0,21600,403,19.749279022216797,21499,0.008425221778452396,-46.47861863,,
,0.020069044083356857,0.5290188193321228,,0.0003,,22000,,20.291702270507812,21899,0.008428862318396568,,100.0,-42.95146224
220,,,53,,100.0,22000,411,,,,-46.14405478,,
224,0.01557503454387188,2.078291893005371,53,0.0003,100.0,22400,415,20.577022552490234,22299,0.008440264500677586,-46.030424919999994,,
,0.015114330686628819,0.6533556580543518,,0.0003,,22500,,20.507427215576172,22399,0.008487039245665073,,100.0,-41.28515446
228,0.01848427951335907,1.9882129430770874,53,0.0003,100.0,22800,423,21.028038024902344,22699,0.008485748432576656,-46.15865089,,
,0.024295158684253693,1.7425073385238647,,0.0003,,23000,,21.031997680664062,22899,0.008471044711768627,,100.0,-48.5895967
232,0.01875787228345871,0.6227396726608276,53,0.0003,100.0,23200,432,21.464651107788086,23099,0.00844302587211132,-45.96102984,,
,0.016995899379253387,-0.424265056848526,,0.0003,,23500,,21.66915512084961,23399,0.008548715151846409,,100.0,-45.888410320000006
236,0.02241927571594715,-1.586658239364624,53,0.0003,100.0,23600,440,21.661277770996094,23499,0.00855350960046053,-45.96038623999999,,
,0.023147566244006157,0.8723384141921997,,0.0003,,24000,,21.910184860229492,23899,0.008554068394005299,,100.0,-50.557038240000004
240,,,53,,100.0,24000,449,,,,-46.54666509,,
244,0.021136973053216934,0.22872552275657654,53,0.0003,100.0,24400,452,22.734241485595703,24299,0.00854054931551218,-46.81378154,,
,0.02044399455189705,0.2787209749221802,,0.0003,,24500,,22.864498138427734,24399,0.008557838387787342,,100.0,-51.07388069999999
248,0.023708028718829155,-0.1562880277633667,53,0.0003,100.0,24800,461,22.677595138549805,24699,0.008627496659755707,-47.19187164,,
,0.029359325766563416,-0.23609712719917297,,0.0003,,25000,,23.124263763427734,24899,0.008579067885875702,,100.0,-56.95586874000001
252,0.016623351722955704,0.9028639197349548,53,0.0003,100.0,25200,469,23.245941162109375,25099,0.008624904789030552,-47.15699136,,
,0.019442088901996613,-0.07829177379608154,,0.0003,,25500,,23.626977920532227,25399,0.008561675436794758,,100.0,-50.062793760000005
256,0.018553176894783974,1.6005570888519287,53,0.0003,100.0,25600,478,23.514055252075195,25499,0.00856039673089981,-47.61270652,,
,0.021096471697092056,1.5147310495376587,,0.0003,,26000,,23.84372329711914,25899,0.008626841939985752,,100.0,-48.827197080000005
260,,,53,,100.0,26000,486,,,,-47.82926314,,
264,0.021509483456611633,-0.12735500931739807,53,0.0003,100.0,26400,490,24.4027156829834,26299,0.008561140857636929,-48.28700389999999,,
,0.021730484440922737,0.558671236038208,,0.0003,,26500,,24.387218475341797,26399,0.008588035590946674,,100.0,-47.84885066
268,0.0216493159532547,0.408378005027771,53,0.0003,100.0,26800,498,24.51131820678711,26699,0.00858402717858553,-48.20707657,,
,0.021919533610343933,0.8940653204917908,,0.0003,,27000,,24.934402465820312,26899,0.008586684241890907,,100.0,-48.017661159999996
272,0.02320534735918045,2.4786787033081055,53,0.0003,100.0,27200,507,25.14142608642578,27099,0.008569435216486454,-48.511991640000005,,
,0.020091738551855087,0.4565693438053131,,0.0003,,27500,,25.368976593017578,27399,0.008591938763856888,,100.0,-48.0644501
276,0.021380851045250893,2.2401771545410156,53,0.0003,100.0,27600,515,25.375261306762695,27499,0.008605743758380413,-48.654095479999995,,
,0.022273696959018707,-0.8120784163475037,,0.0003,,28000,,25.85812759399414,27899,0.00869189202785492,,100.0,-41.35736856
280,,,53,,100.0,28000,524,,,,-48.43475518999999,,
284,0.027050063014030457,1.2124816179275513,53,0.0003,100.0,28400,527,26.107744216918945,28299,0.008700446225702763,-48.238100799999984,,
,0.022663738578557968,2.025477647781372,,0.0003,,28500,,25.96533966064453,28399,0.008691100403666496,,100.0,-43.24887968
288,0.020693209022283554,-0.8276585340499878,53,0.0003,100.0,28800,536,26.23142433166504,28699,0.008660449646413326,-48.22215811,,
,0.025356851518154144,-1.8755580186843872,,0.0003,,29000,,26.41968536376953,28899,0.008699442259967327,,100.0,-44.74667088
292,0.022609533742070198,-1.0095746517181396,53,0.0003,100.0,29200,544,26.718233108520508,29099,0.008693470619618893,-48.048592359999994,,
,0.016440000385046005,0.9868571758270264,,0.0003,,29500,,27.238874435424805,29399,0.008695793338119984,,100.0,-44.344982060000014
296,0.022015057504177094,0.7888609170913696,53,0.0003,100.0,29600,553,27.337127685546875,29499,0.008662312291562557,-48.23799292,,
,0.0179973766207695,-0.4104427099227905,,0.0003,,30000,,27.37459945678711,29899,0.008713865652680397,,100.0,-49.73580367999999
300,,,53,,100.0,30000,561,,,,-48.552119080000004,,
304,0.01979012042284012,-0.6262834072113037,53,0.0003,100.0,30400,565,27.578767776489258,30299,0.008670469745993614,-48.81503338999999,,
,0.027204230427742004,1.1284098625183105,,0.0003,,30500,,27.903493881225586,30399,0.008627072907984257,,100.0,-46.00695420000001
308,0.023039840161800385,-0.00038664042949676514,53,0.0003,100.0,30800,573,28.271867752075195,30699,0.008576400578022003,-49.40011421,,
,0.01933182030916214,-0.2939990758895874,,0.0003,,31000,,28.32842254638672,30899,0.008551743812859058,,100.0,-68.48904606
312,0.02448967657983303,-0.9813779592514038,53,0.0003,100.0,31200,582,28.170391082763672,31099,0.00858935434371233,-50.39803629,,
,0.020577598363161087,-1.051049828529358,,0.0003,,31500,,28.67962646484375,31399,0.008639908395707607,,100.0,-63.9421389
316,0.022910505533218384,0.764130711555481,53,0.0003,100.0,31600,590,28.474271774291992,31499,0.008635999634861946,-51.30468575,,
,0.022510763257741928,-0.7982165217399597,,0.0003,,32000,,29.011526107788086,31899,0.008680451661348343,,100.0,-59.69586381999999
320,,,53,,100.0,32000,599,,,,-52.159414229999996,,
324,0.023078713566064835,0.9202320575714111,53,0.0003,100.0,32400,603,29.225507736206055,32299,0.008666208013892174,-52.28863089999999,,
,0.020318765193223953,0.08256835490465164,,0.0003,,32500,,29.454200744628906,32399,0.008714014664292336,,100.0,-54.493506499999995
328,0.023204535245895386,0.04678112268447876,53,0.0003,100.0,32800,611,29.624174118041992,32699,0.008746752515435219,-52.33996296,,
,0.0212626401335001,-1.375292420387268,,0.0003,,33000,,29.522998809814453,32899,0.008784872479736805,,100.0,-55.725047999999994
332,0.025981374084949493,0.043326497077941895,53,0.0003,100.0,33200,619,29.769441604614258,33099,0.008770215325057507,-52.5438806,,
,0.018998771905899048,-1.4490200281143188,,0.0003,,33500,,29.917144775390625,33399,0.008786460384726524,,100.0,-55.2443644
336,0.02009567618370056,-0.08823660016059875,53,0.0003,100.0,33600,628,29.987110137939453,33499,0.008770737797021866,-52.7374703,,
,0.01747770607471466,-0.2603316903114319,,0.0003,,34000,,30.366046905517578,33899,0.008774620480835438,,100.0,-48.74893422
340,,,53,,100.0,34000,636,,,,-52.54663040999999,,
344,0.022872447967529297,-1.4133442640304565,53,0.0003,100.0,34400,640,30.834613800048828,34299,0.008799335919320583,-52.31429204999999,,
,0.022911671549081802,-1.0879731178283691,,0.0003,,34500,,31.076993942260742,34399,0.0087965726852417,,100.0,-49.37345752
348,0.022642895579338074,0.8855534195899963,53,0.0003,100.0,34800,648,30.90337371826172,34699,0.008792294189333916,-52.41922993,,
,0.021163027733564377,-1.7137115001678467,,0.0003,,35000,,31.48944854736328,34899,0.008806833997368813,,100.0,-47.020282980000005
352,0.02088605985045433,-0.7246481776237488,53,0.0003,100.0,35200,657,31.422645568847656,35099,0.008782514370977879,-52.67273007,,
,0.020032469183206558,-2.2186598777770996,,0.0003,,35500,,31.88847541809082,35399,0.008664415217936039,,100.0,-47.65351588000001
356,0.02494654804468155,-0.47250431776046753,53,0.0003,100.0,35600,666,31.855236053466797,35499,0.008652313612401485,-52.62012651999999,,
,0.018365569412708282,-0.414106547832489,,0.0003,,36000,,31.961868286132812,35899,0.008591771125793457,,100.0,-45.16996264
360,,,53,,100.0,36000,674,,,,-52.25815445999999,,
364,0.02149815298616886,0.41106265783309937,53,0.0003,100.0,36400,678,32.662784576416016,36299,0.008631800301373005,-52.00226151999999,,
,0.019353535026311874,-0.3043888807296753,,0.0003,,36500,,32.39142608642578,36399,0.008655552752315998,,100.0,-43.538016719999995
368,0.02125624194741249,1.1499148607254028,53,0.0003,100.0,36800,686,32.690792083740234,36699,0.008623362518846989,-51.979754729999996,,
,0.0292358361184597,-0.04122462868690491,,0.0003,,37000,,33.0125732421875,36899,0.008683792315423489,,100.0,-39.606592119999995
372,0.018524736166000366,-1.5115296840667725,53,0.0003,100.0,37200,695,33.05366516113281,37099,0.00876152515411377,-51.90475001000001,,
,0.02489885315299034,-0.17348167300224304,,0.0003,,37500,,32.901695251464844,37399,0.00870767142623663,,100.0,-40.70054
376,0.03013819456100464,-1.6327924728393555,53,0.0003,100.0,37600,703,33.29906463623047,37499,0.008701728656888008,-51.5247826,,
,0.020034335553646088,-0.4204663038253784,,0.0003,,38000,,33.847373962402344,37899,0.008716478943824768,,100.0,-39.320644480000006
380,,,53,,100.0,38000,711,,,,-51.385896890000005,,
384,0.026884160935878754,-0.4144963026046753,53,0.0003,100.0,38400,715,33.96220779418945,38299,0.00872403010725975,-51.384024509999996,,
,0.02317235991358757,-1.7328581809997559,,0.0003,,38500,,34.30260467529297,38399,0.008747782558202744,,100.0,-40.12697302
388,0.03229819983243942,-0.4979305863380432,53,0.0003,100.0,38800,724,33.95862579345703,38699,0.008755565620958805,-50.87017722,,
,0.018527477979660034,-0.5626069903373718,,0.0003,,39000,,34.22190856933594,38899,0.008800368756055832,,100.0,-38.5905142
392,0.027111146599054337,1.0557973384857178,53,0.0003,100.0,39200,732,34.339866638183594,39099,0.00875244289636612,-50.95318056999998,,
,0.023318573832511902,-0.2680363357067108,,0.0003,,39500,,34.13172149658203,39399,0.008706077933311462,,100.0,-38.792065859999994
396,0.021405288949608803,0.528907060623169,53,0.0003,100.0,39600,741,34.39484786987305,39499,0.00872421357780695,-50.65486792999998,,
,0.0189378559589386,0.13307662308216095,,0.0003,,40000,,34.945186614990234,39899,0.008751245215535164,,100.0,-38.63349318
400,,,53,,100.0,40000,749,,,,-50.30362483999999,,
404,0.028353633359074593,0.5318422317504883,53,0.0003,100.0,40400,753,34.806209564208984,40299,0.008736885152757168,-49.82083359999999,,
,0.021277282387018204,-1.3615261316299438,,0.0003,,40500,,35.16990661621094,40399,0.008781475946307182,,100.0,-39.56871829999999
408,0.022254088893532753,-0.3131010830402374,53,0.0003,100.0,40800,761,35.015708923339844,40699,0.008783557452261448,-49.108113679999995,,
,0.020329413935542107,1.6226394176483154,,0.0003,,41000,,34.962982177734375,40899,0.008811756037175655,,100.0,-37.2168971
412,0.019803745672106743,-0.2858184278011322,53,0.0003,100.0,41200,770,35.50104522705078,41099,0.008800612762570381,-47.87825934000001,,
,0.026747658848762512,-0.9777978658676147,,0.0003,,41500,,35.345951080322266,41399,0.0088055320084095,,100.0,-37.710304900000004
416,0.02685469761490822,-0.9500709176063538,53,0.0003,100.0,41600,778,35.496177673339844,41499,0.00886243674904108,-46.642521450000004,,
,0.02071818709373474,-0.12197005748748779,,0.0003,,42000,,35.50761413574219,41899,0.00890282727777958,,100.0,-37.900288679999996
420,,,53,,100.0,42000,786,,,,-45.60015297999999,,
424,0.022615373134613037,0.23196791112422943,53,0.0003,100.0,42400,790,36.386985778808594,42299,0.008841614238917828,-45.11892355,,
,0.029718047007918358,0.2366182804107666,,0.0003,,42500,,36.02895736694336,42399,0.008838772773742676,,100.0,-38.283290359999995
428,0.01980758085846901,0.5656472444534302,53,0.0003,100.0,42800,798,35.77213668823242,42699,0.008856589905917645,-44.42973317,,
,0.02273600548505783,0.13337299227714539,,0.0003,,43000,,35.73820877075195,42899,0.008861321024596691,,100.0,-38.47428804
432,0.02125639095902443,1.2732840776443481,53,0.0003,100.0,43200,807,36.135231018066406,43099,0.008860611356794834,-44.003729190000016,,
,0.03172370791435242,1.7741470336914062,,0.0003,,43500,,36.489715576171875,43399,0.00884359609335661,,100.0,-38.4681705
436,0.029540160670876503,0.49538981914520264,53,0.0003,100.0,43600,815,36.12132263183594,43499,0.008883803151547909,-43.4686213,,
,0.025830479338765144,2.2979190349578857,,0.0003,,44000,,36.539039611816406,43899,0.008930370211601257,,100.0,-38.91245028
440,,,53,,100.0,44000,824,,,,-42.78027696000001,,
444,0.03219824656844139,-1.0666818618774414,53,0.0003,100.0,44400,828,37.08890914916992,44299,0.008915465325117111,-42.591186320000006,,
,0.021725855767726898,1.1167103052139282,,0.0003,,44500,,36.77369689941406,44399,0.00891641341149807,,100.0,-41.939983780000006
448,0.02503221482038498,-0.6194208860397339,53,0.0003,100.0,44800,836,36.338619232177734,44699,0.008877328597009182,-41.857365890000004,,
,0.029553789645433426,-0.35798388719558716,,0.0003,,45000,,36.79029846191406,44899,0.00889596901834011,,100.0,-39.23169182
452,0.028622940182685852,1.1104987859725952,53,0.0003,100.0,45200,845,36.34578323364258,45099,0.008916612714529037,-41.59502804999999,,
,0.029831210151314735,1.0358459949493408,,0.0003,,45500,,37.281795501708984,45399,0.008838714100420475,,100.0,-38.960900179999996
456,0.020693358033895493,-0.6567360758781433,53,0.0003,100.0,45600,853,37.416778564453125,45499,0.00887797586619854,-41.31285389,,
,0.037844784557819366,-0.8982032537460327,,0.0003,,46000,,36.85537338256836,45899,0.008818876929581165,,100.0,-43.897423939999996
460,,,53,,100.0,46000,862,,,,-41.23543286,,
464,0.031497396528720856,-0.47191548347473145,53,0.0003,100.0,46400,865,37.146995544433594,46299,0.008785832673311234,-40.93267288,,
,0.02917681261897087,0.44266384840011597,,0.0003,,46500,,37.38435363769531,46399,0.008827717043459415,,100.0,-41.28703407999999
468,0.03008587472140789,-1.3783462047576904,53,0.0003,100.0,46800,874,37.27054214477539,46699,0.00891450047492981,-40.39037184,,
,0.03255573660135269,-0.9911825656890869,,0.0003,,47000,,37.19091796875,46899,0.00890581589192152,,100.0,-41.1930499
472,0.022675365209579468,-1.05138099193573,53,0.0003,100.0,47200,882,37.79961395263672,47099,0.00892296340316534,-40.326055450000005,,
,0.026006251573562622,-0.7580882906913757,,0.0003,,47500,,37.901519775390625,47399,0.008901217952370644,,100.0,-39.85145206
476,0.020232688635587692,0.11973881721496582,53,0.0003,100.0,47600,891,37.74620819091797,47499,0.008936631493270397,-40.612438700000006,,
,0.025106407701969147,-0.448808491230011,,0.0003,,48000,,37.17021560668945,47899,0.008991673588752747,,100.0,-39.687881080000004
480,,,53,,100.0,48000,899,,,,-40.554625959999996,,
484,0.030134469270706177,-0.9990557432174683,53,0.0003,100.0,48400,903,37.95158004760742,48299,0.009061245247721672,-40.30952984,,
,0.030268214643001556,1.0647733211517334,,0.0003,,48500,,38.23919677734375,48399,0.008978365920484066,,100.0,-38.799306800000004
488,0.02889665961265564,1.2924091815948486,53,0.0003,100.0,48800,911,38.00844955444336,48699,0.009007487446069717,-40.45725183,,
,0.0326525904238224,0.1366097629070282,,0.0003,,49000,,38.043190002441406,48899,0.009077255614101887,,100.0,-39.52321974
492,0.028895791620016098,0.6170333623886108,53,0.0003,100.0,49200,920,38.37798309326172,49099,0.009089209139347076,-40.203370729999996,,
,0.02400953695178032,-2.0679707527160645,,0.0003,,49500,,37.78232192993164,49399,0.009131629951298237,,100.0,-38.562535319999995
496,0.038755469024181366,0.09777942299842834,53,0.0003,100.0,49600,929,37.98834991455078,49499,0.00913047231733799,-39.83832048,,
,0.027081210166215897,-1.211081862449646,,0.0003,,50000,,38.848411560058594,49899,0.009092360734939575,,100.0,-39.0310202
500,,,53,,100.0,50000,937,,,,-39.88998201,,
