rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/critic_loss,train/ent_coef_loss,train/learning_rate,train/actor_loss,train/n_updates,time/fps,time/time_elapsed,time/episodes,train/ent_coef,eval/mean_ep_length,eval/mean_reward
-29.474520460000004,176000,100.0,,,,,,36,4839,1760,,,
-29.410662119999994,176400,100.0,0.04223894700407982,0.9896821975708008,0.0003,29.879653930664062,176299,36,4845,1764,0.009100055322051048,,
,176500,,0.0427834615111351,0.068365678191185,0.0003,29.91718292236328,176399,,,,0.009059305302798748,100.0,-31.385060479999996
-29.175762759999998,176800,100.0,0.04558728262782097,0.1646696925163269,0.0003,30.24912452697754,176699,36,4857,1768,0.009106040932238102,,
,177000,,0.040130339562892914,0.03384438157081604,0.0003,30.44792938232422,176899,,,,0.009098250418901443,100.0,-30.144575480000004
-28.929591199999994,177200,100.0,0.04031788557767868,0.17869016528129578,0.0003,29.588314056396484,177099,36,4870,1772,0.009010416455566883,,
,177500,,0.03369969129562378,-0.9511297941207886,0.0003,29.68958282470703,177399,,,,0.009022687561810017,100.0,-29.83950492
-29.128691780000004,177600,100.0,0.042510226368904114,0.7760739326477051,0.0003,29.698089599609375,177499,36,4882,1776,0.009061305783689022,,
,178000,,0.04051775857806206,0.17067284882068634,0.0003,29.716087341308594,177899,,,,0.009195446968078613,100.0,-29.097163819999995
-28.447806519999993,178000,100.0,,,,,,36,4895,1780,,,
-28.750542030000002,178400,100.0,0.06543928384780884,-0.6399126052856445,0.0003,30.380218505859375,178299,36,4900,1784,0.009280002675950527,,
,178500,,0.04081009328365326,0.05013611912727356,0.0003,29.6134090423584,178399,,,,0.009265848435461521,100.0,-29.093664940000004
-28.86274395,178800,100.0,0.04794876277446747,0.5375658869743347,0.0003,30.440147399902344,178699,36,4912,1788,0.009359420277178288,,
,179000,,0.04398711025714874,1.0970025062561035,0.0003,29.972745895385742,178899,,,,0.009185871109366417,100.0,-29.28074996
-28.822697299999994,179200,100.0,0.048825815320014954,-0.6696508526802063,0.0003,29.9195499420166,179099,36,4925,1792,0.009126867167651653,,
,179500,,0.026874957606196404,-0.1106545478105545,0.0003,30.062284469604492,179399,,,,0.009156867861747742,100.0,-27.612362899999997
-28.80431434,179600,100.0,0.04060353338718414,-0.5341517329216003,0.0003,29.947328567504883,179499,36,4937,1796,0.00915491208434105,,
,180000,,0.07796026766300201,-0.6977019906044006,0.0003,30.348407745361328,179899,,,,0.009177276864647865,100.0,-27.712482640000005
-28.87925647,180000,100.0,,,,,,36,4950,1800,,,
-29.127629,180400,100.0,0.0390753448009491,0.36049407720565796,0.0003,30.249725341796875,180299,36,4955,1804,0.009084797464311123,,
,180500,,0.04059377312660217,-1.0319044589996338,0.0003,29.694303512573242,180399,,,,0.009207705035805702,100.0,-28.575984240000004
-29.286208289999994,180800,100.0,0.04028822481632233,0.5772309899330139,0.0003,29.373374938964844,180699,36,4967,1808,0.00913456454873085,,
,181000,,0.061710141599178314,-0.8885148763656616,0.0003,30.053329467773438,180899,,,,0.009095248766243458,100.0,-28.7445881
-29.341397620000002,181200,100.0,0.04191181808710098,0.5233672857284546,0.0003,30.176939010620117,181099,36,4980,1812,0.00919913500547409,,
,181500,,0.0414053313434124,-0.11525210738182068,0.0003,29.409988403320312,181399,,,,0.009156408719718456,100.0,-28.413619840000003
-29.491060360000002,181600,100.0,0.03654107078909874,-0.17133066058158875,0.0003,30.332183837890625,181499,36,4992,1816,0.009052884764969349,,
,182000,,0.023308223113417625,0.7984068393707275,0.0003,29.932159423828125,181899,,,,0.009110557846724987,100.0,-27.585967419999996
-29.146611139999994,182000,100.0,,,,,,36,5005,1820,,,
-28.920127360000002,182400,100.0,0.026170946657657623,-0.3811129927635193,0.0003,29.747352600097656,182299,36,5010,1824,0.009128713048994541,,
,182500,,0.031393516808748245,-0.4086781442165375,0.0003,28.90191650390625,182399,,,,0.009136077016592026,100.0,-27.41222058
-28.91761321,182800,100.0,0.05585025995969772,-0.696021556854248,0.0003,29.494258880615234,182699,36,5022,1828,0.009094693697988987,,
,183000,,0.0453772135078907,-0.26773542165756226,0.0003,29.684612274169922,182899,,,,0.00905879121273756,100.0,-27.08844294
-28.86667716,183200,100.0,0.037467800080776215,1.2307302951812744,0.0003,28.978395462036133,183099,36,5035,1832,0.009139849804341793,,
,183500,,0.032178182154893875,-0.3725680708885193,0.0003,29.28437042236328,183399,,,,0.009080285206437111,100.0,-27.370788179999998
-28.695994389999996,183600,100.0,0.03961706906557083,-0.006978020071983337,0.0003,29.43575668334961,183499,36,5047,1836,0.009121076203882694,,
,184000,,0.056221164762973785,0.992995023727417,0.0003,29.361339569091797,183899,,,,0.009106510318815708,100.0,-25.744084200000003
-28.52714249999999,184000,100.0,,,,,,36,5060,1840,,,
-28.516216859999997,184400,100.0,0.03418710082769394,-0.6652513742446899,0.0003,29.201396942138672,184299,36,5065,1844,0.009147083386778831,,
,184500,,0.039483629167079926,0.6174456477165222,0.0003,29.498191833496094,184399,,,,0.00913389865309,100.0,-28.34273822
-28.453358010000002,184800,100.0,0.04254958778619766,0.6273661851882935,0.0003,29.81000518798828,184699,36,5077,1848,0.008996197953820229,,
,185000,,0.02552631124854088,0.2560310363769531,0.0003,29.50334930419922,184899,,,,0.00893450528383255,100.0,-26.20209156
-28.536902940000004,185200,100.0,0.03862246870994568,0.574995756149292,0.0003,29.532360076904297,185099,36,5090,1852,0.008942514657974243,,
,185500,,0.029110616073012352,0.13913291692733765,0.0003,29.41858673095703,185399,,,,0.008922776207327843,100.0,-26.18743328
-28.54625913,185600,100.0,0.036841366440057755,0.788882851600647,0.0003,29.711933135986328,185499,36,5102,1856,0.008938242681324482,,
,186000,,0.02409060299396515,-1.1696736812591553,0.0003,29.340312957763672,185899,,,,0.00889525655657053,100.0,-26.280028419999997
-28.663992799999995,186000,100.0,,,,,,36,5114,1860,,,
-28.68333921,186400,100.0,0.03598489239811897,0.7970525026321411,0.0003,29.961246490478516,186299,36,5120,1864,0.008963074535131454,,
,186500,,0.06249019503593445,-0.7017584443092346,0.0003,29.279733657836914,186399,,,,0.008976055309176445,100.0,-27.82077674
-28.830095640000003,186800,100.0,0.030923832207918167,0.7121186256408691,0.0003,29.37790298461914,186699,36,5132,1868,0.008959834463894367,,
,187000,,0.032255176454782486,0.3757516145706177,0.0003,29.006633758544922,186899,,,,0.008939645253121853,100.0,-26.129111579999993
-28.886135460000002,187200,100.0,0.03574821352958679,1.1395020484924316,0.0003,29.345279693603516,187099,36,5144,1872,0.008950239978730679,,
,187500,,0.02665264904499054,0.09504282474517822,0.0003,29.301368713378906,187399,,,,0.00895349308848381,100.0,-26.50637516
-29.041940920000002,187600,100.0,0.04859495162963867,-0.4581402540206909,0.0003,29.46375846862793,187499,36,5157,1876,0.008954240009188652,,
,188000,,0.02849346399307251,-0.8665509819984436,0.0003,29.372806549072266,187899,,,,0.008933858014643192,100.0,-28.514999779999997
-29.01339879,188000,100.0,,,,,,36,5169,1880,,,
-28.553760209999997,188400,100.0,0.036171749234199524,0.5151577591896057,0.0003,29.06124496459961,188299,36,5175,1884,0.008980292826890945,,
,188500,,0.030142182484269142,1.0349739789962769,0.0003,29.195491790771484,188399,,,,0.009007001295685768,100.0,-27.155452479999997
-28.339072270000006,188800,100.0,0.030968885868787766,-0.14158543944358826,0.0003,29.735698699951172,188699,36,5187,1888,0.00901167094707489,,
,189000,,0.032601337879896164,0.6280797719955444,0.0003,29.105571746826172,188899,,,,0.009002720937132835,100.0,-27.0185159
-28.520181030000003,189200,100.0,0.03118583746254444,1.1485681533813477,0.0003,28.862369537353516,189099,36,5200,1892,0.008993067778646946,,
,189500,,0.04018068313598633,0.22226816415786743,0.0003,29.035717010498047,189399,,,,0.00892296340316534,100.0,-28.126479760000002
-28.502132919999998,189600,100.0,0.023220133036375046,-0.702163815498352,0.0003,29.246004104614258,189499,36,5212,1896,0.008970599621534348,,
,190000,,0.03096316009759903,-0.3406854271888733,0.0003,28.63178062438965,189899,,,,0.009034070186316967,100.0,-26.486762179999996
-28.092690830000002,190000,100.0,,,,,,36,5225,1900,,,
-28.14832221,190400,100.0,0.03644932061433792,-0.10687857866287231,0.0003,29.438079833984375,190299,36,5230,1904,0.009060338139533997,,
,190500,,0.050058234483003616,1.9283770322799683,0.0003,29.112255096435547,190399,,,,0.009040146134793758,100.0,-27.13967112
-27.90949745,190800,100.0,0.030810467898845673,-1.2004032135009766,0.0003,29.02560806274414,190699,36,5243,1908,0.009086119011044502,,
,191000,,0.031415097415447235,0.40833842754364014,0.0003,28.891971588134766,190899,,,,0.009164559654891491,100.0,-26.455268479999994
-27.877671779999996,191200,100.0,0.04206065833568573,1.0163829326629639,0.0003,29.39028549194336,191099,36,5255,1912,0.009044907055795193,,
,191500,,0.04564022272825241,0.0025791525840759277,0.0003,29.0146484375,191399,,,,0.009168725460767746,100.0,-29.107022999999995
-27.875726519999997,191600,100.0,0.04294527322053909,0.09558796882629395,0.0003,29.22096061706543,191499,36,5268,1916,0.009110075421631336,,
,192000,,0.02636539563536644,-1.7636878490447998,0.0003,29.017383575439453,191899,,,,0.009122059680521488,100.0,-27.636002020000006
-27.927951659999994,192000,100.0,,,,,,36,5280,1920,,,
-27.90948215,192400,100.0,0.03185056895017624,0.7521297931671143,0.0003,29.209335327148438,192299,36,5285,1924,0.00916983187198639,,
,192500,,0.028811156749725342,0.11727344989776611,0.0003,30.273406982421875,192399,,,,0.009309040382504463,100.0,-27.654751760000003
-27.917881380000004,192800,100.0,0.04293765872716904,0.46361932158470154,0.0003,29.56774139404297,192699,36,5298,1928,0.009219914674758911,,
,193000,,0.0271623432636261,0.6905465126037598,0.0003,29.10704803466797,192899,,,,0.009155867621302605,100.0,-28.065979100000003
-27.84222430999999,193200,100.0,0.028573360294103622,-1.163968801498413,0.0003,29.090700149536133,193099,36,5311,1932,0.009206520393490791,,
,193500,,0.04339560866355896,0.7767229080200195,0.0003,28.960357666015625,193399,,,,0.009257382713258266,100.0,-27.356770899999997
-27.83863917,193600,100.0,0.04857909306883812,-1.7332839965820312,0.0003,29.124042510986328,193499,36,5323,1936,0.00927192997187376,,
,194000,,0.023357713595032692,0.7743741273880005,0.0003,29.27887725830078,193899,,,,0.009310017339885235,100.0,-27.864323979999998
-27.81676459,194000,100.0,,,,,,36,5335,1940,,,
-27.77927514000001,194400,100.0,0.03188158571720123,-0.7606678605079651,0.0003,29.161239624023438,194299,36,5340,1944,0.009283733554184437,,
,194500,,0.03498658910393715,-0.018662691116333008,0.0003,29.041242599487305,194399,,,,0.009183685295283794,100.0,-26.70204146
-27.97000767,194800,100.0,0.030983246862888336,-1.084641456604004,0.0003,29.156240463256836,194699,36,5353,1948,0.0092499740421772,,
,195000,,0.03195121884346008,0.47578778862953186,0.0003,28.95711898803711,194899,,,,0.009189892560243607,100.0,-27.640808860000003
-28.03197262,195200,100.0,0.03559105470776558,0.11333766579627991,0.0003,29.491722106933594,195099,36,5365,1952,0.009100592695176601,,
,195500,,0.03834705054759979,-0.468216210603714,0.0003,28.7003231048584,195399,,,,0.009224123321473598,100.0,-27.605838939999998
-28.23655695,195600,100.0,0.0314435139298439,-0.14323599636554718,0.0003,29.564661026000977,195499,36,5378,1956,0.009266670793294907,,
,196000,,0.04985906183719635,-0.5581560134887695,0.0003,29.490554809570312,195899,,,,0.009243263863027096,100.0,-29.151300899999995
-28.191164559999997,196000,100.0,,,,,,36,5390,1960,,,
-28.28824034,196400,100.0,0.027229828760027885,0.01220269501209259,0.0003,28.564617156982422,196299,36,5395,1964,0.009255929850041866,,
,196500,,0.028549522161483765,-1.2076478004455566,0.0003,29.591115951538086,196399,,,,0.009206973016262054,100.0,-28.808874779999996
-28.353182349999994,196800,100.0,0.02813289314508438,1.653343915939331,0.0003,28.694250106811523,196699,36,5408,1968,0.00930010061711073,,
,197000,,0.030802585184574127,-0.04875795543193817,0.0003,29.417438507080078,196899,,,,0.009246697649359703,100.0,-27.13848328
-28.271848719999998,197200,100.0,0.026974447071552277,0.4795214831829071,0.0003,29.004039764404297,197099,36,5420,1972,0.009314155206084251,,
,197500,,0.033471640199422836,0.18562743067741394,0.0003,28.76732635498047,197399,,,,0.009404887445271015,100.0,-27.230978619999995
-28.091934350000002,197600,100.0,0.02316337823867798,1.171449899673462,0.0003,28.83449363708496,197499,36,5432,1976,0.009430150501430035,,
,198000,,0.03594318777322769,-0.1930844783782959,0.0003,28.863372802734375,197899,,,,0.009329927153885365,100.0,-29.061388280000003
-28.00780824,198000,100.0,,,,,,36,5444,1980,,,
-28.354853019999997,198400,100.0,0.027601223438978195,-0.2598010003566742,0.0003,29.06879997253418,198299,36,5450,1984,0.009147876873612404,,
,198500,,0.05631757527589798,-0.08268718421459198,0.0003,28.569522857666016,198399,,,,0.00916233565658331,100.0,-26.671670280000004
-28.502399250000003,198800,100.0,0.0456269308924675,0.4224426746368408,0.0003,29.891098022460938,198699,36,5462,1988,0.009133976884186268,,
,199000,,0.032553769648075104,-0.8216625452041626,0.0003,29.15029525756836,198899,,,,0.009168856777250767,100.0,-27.213912660000002
-28.514178410000003,199200,100.0,0.023357145488262177,0.539696455001831,0.0003,28.98166847229004,199099,36,5474,1992,0.009283826686441898,,
,199500,,0.025232652202248573,-0.0548391193151474,0.0003,29.00103187561035,199399,,,,0.009264270775020123,100.0,-26.672955979999998
-28.412112590000003,199600,100.0,0.053267188370227814,-0.058361977338790894,0.0003,29.31583595275879,199499,36,5486,1996,0.009233501739799976,,
,200000,,0.02868497744202614,-1.0366219282150269,0.0003,28.9151611328125,199899,,,,0.009115628898143768,100.0,-26.9005787
-28.366728249999998,200000,100.0,,,,,,36,5499,2000,,,
-28.061173780000004,200400,100.0,0.03479720652103424,-1.0239286422729492,0.0003,28.982372283935547,200299,36,5504,2004,0.009193534962832928,,
,200500,,0.04154076427221298,0.30520009994506836,0.0003,29.046119689941406,200399,,,,0.009248413145542145,100.0,-25.993983540000002
-28.146719830000002,200800,100.0,0.041464708745479584,-0.45683789253234863,0.0003,28.990449905395508,200699,36,5516,2008,0.00925690121948719,,
,201000,,0.040190234780311584,-0.36947035789489746,0.0003,28.8912296295166,200899,,,,0.00918413233011961,100.0,-25.793857519999996
-28.248645500000002,201200,100.0,0.027313681319355965,0.26113492250442505,0.0003,28.991554260253906,201099,36,5528,2012,0.009139493107795715,,
,201500,,0.03937562555074692,-0.20459407567977905,0.0003,29.149627685546875,201399,,,,0.00928182527422905,100.0,-26.87431628
-28.155855669999998,201600,100.0,0.029847659170627594,0.38387632369995117,0.0003,28.826126098632812,201499,36,5541,2016,0.009334358386695385,,
,202000,,0.04114307835698128,-1.262425184249878,0.0003,28.81351661682129,201899,,,,0.009290849789977074,100.0,-26.86210542
-28.087477130000003,202000,100.0,,,,,,36,5553,2020,,,
-27.94088638,202400,100.0,0.028066180646419525,-0.8744165897369385,0.0003,28.604768753051758,202299,36,5559,2024,0.009355342015624046,,
,202500,,0.06221882626414299,0.8738813400268555,0.0003,28.85409164428711,202399,,,,0.009255832992494106,100.0,-25.79309922
-27.89484165,202800,100.0,0.030699927359819412,-0.14810043573379517,0.0003,28.65392303466797,202699,36,5571,2028,0.009380526840686798,,
,203000,,0.0336911603808403,-0.27899014949798584,0.0003,28.158729553222656,202899,,,,0.009305702522397041,100.0,-26.617139660000007
-27.96095186,203200,100.0,0.040006209164857864,-0.8511790037155151,0.0003,28.38392448425293,203099,36,5584,2032,0.009268946945667267,,
,203500,,0.030782977119088173,-0.5611084699630737,0.0003,28.76154899597168,203399,,,,0.009179066866636276,100.0,-25.710219379999998
-27.955172829999995,203600,100.0,0.03207907825708389,0.46187758445739746,0.0003,28.667869567871094,203499,36,5596,2036,0.009160077199339867,,
,204000,,0.05741153657436371,0.1834109127521515,0.0003,29.172351837158203,203899,,,,0.009226903319358826,100.0,-25.985554240000003
-27.796980810000004,204000,100.0,,,,,,36,5609,2040,,,
-28.046504829999993,204400,100.0,0.02436118945479393,0.003670990467071533,0.0003,28.17523956298828,204299,36,5614,2044,0.00932733342051506,,
,204500,,0.02560555189847946,0.6094804406166077,0.0003,28.520822525024414,204399,,,,0.009236359037458897,100.0,-26.02248707999999
-27.92709619,204800,100.0,0.03328549489378929,0.8652414679527283,0.0003,28.423500061035156,204699,36,5626,2048,0.009368403814733028,,
,205000,,0.034376733005046844,0.26950913667678833,0.0003,28.98654556274414,204899,,,,0.009419159032404423,100.0,-26.52058136
-27.885340120000006,205200,100.0,0.02990015037357807,-0.46296095848083496,0.0003,29.27705192565918,205099,36,5638,2052,0.009453882463276386,,
,205500,,0.026483111083507538,0.7735543847084045,0.0003,28.391572952270508,205399,,,,0.009385202080011368,100.0,-26.476257580000002
-27.66206873,205600,100.0,0.027294375002384186,0.16109438240528107,0.0003,28.86843490600586,205499,36,5651,2056,0.009283994324505329,,
,206000,,0.025577614083886147,-0.5943784713745117,0.0003,28.92308235168457,205899,,,,0.00921591091901064,100.0,-26.247076699999997
-27.777479600000003,206000,100.0,,,,,,36,5663,2060,,,
-27.63276467,206400,100.0,0.03337010741233826,-0.18229371309280396,0.0003,28.563552856445312,206299,36,5668,2064,0.009306839667260647,,
,206500,,0.03924623131752014,-1.557634711265564,0.0003,28.841018676757812,206399,,,,0.009368140250444412,100.0,-26.160750619999998
-27.51972612,206800,100.0,0.03844987973570824,0.6588387489318848,0.0003,28.821836471557617,206699,36,5680,2068,0.00930851697921753,,
,207000,,0.03722677379846573,-0.0034098029136657715,0.0003,28.597354888916016,206899,,,,0.009271408431231976,100.0,-25.865958099999997
-27.58888347,207200,100.0,0.035247378051280975,-0.5147885084152222,0.0003,28.619590759277344,207099,36,5693,2072,0.009232907555997372,,
,207500,,0.030241237953305244,-0.38704657554626465,0.0003,28.65237045288086,207399,,,,0.009146355092525482,100.0,-25.464727880000005
-27.446186799999996,207600,100.0,0.02822268381714821,-0.3640124797821045,0.0003,28.44324493408203,207499,36,5705,2076,0.009166015312075615,,
,208000,,0.030631519854068756,0.15507668256759644,0.0003,28.32430648803711,207899,,,,0.009246507659554482,100.0,-27.286312499999998
-27.58601635,208000,100.0,,,,,,36,5718,2080,,,
-27.23833416,208400,100.0,0.08557868003845215,0.3453812003135681,0.0003,28.470951080322266,208299,36,5723,2084,0.009240076877176762,,
,208500,,0.038385193794965744,1.126511573791504,0.0003,28.493694305419922,208399,,,,0.009224893525242805,100.0,-26.06966542
-27.219984470000004,208800,100.0,0.041318319737911224,-0.44150108098983765,0.0003,28.250835418701172,208699,36,5735,2088,0.009255299344658852,,
,209000,,0.03412551432847977,-1.146703839302063,0.0003,28.367780685424805,208899,,,,0.009227730333805084,100.0,-26.827822099999995
-26.985044589999998,209200,100.0,0.0472932830452919,1.6506308317184448,0.0003,28.076629638671875,209099,36,5748,2092,0.009221155196428299,,
,209500,,0.030005445703864098,0.3069222867488861,0.0003,28.295455932617188,209399,,,,0.009339665994048119,100.0,-25.741972419999996
-27.053273779999994,209600,100.0,0.030789032578468323,0.126512348651886,0.0003,28.81560707092285,209499,36,5760,2096,0.009312356822192669,,
,210000,,0.029278434813022614,-0.7511554956436157,0.0003,28.310379028320312,209899,,,,0.00915614701807499,100.0,-25.45612972
-27.174284119999996,210000,100.0,,,,,,36,5772,2100,,,
-27.232454739999998,210400,100.0,0.03264569491147995,0.70060795545578,0.0003,28.19570541381836,210299,36,5778,2104,0.009232545271515846,,
,210500,,0.02526632696390152,0.33595186471939087,0.0003,28.15972328186035,210399,,,,0.009231317788362503,100.0,-26.046645140000006
-27.29459663,210800,100.0,0.023967910557985306,-0.3924696445465088,0.0003,28.56974983215332,210699,36,5790,2108,0.009032024070620537,,
,211000,,0.029810864478349686,0.24781867861747742,0.0003,28.36716079711914,210899,,,,0.009071179665625095,100.0,-27.636258279999996
-27.18259875,211200,100.0,0.050913646817207336,-0.12051481753587723,0.0003,28.432418823242188,211099,36,5803,2112,0.009151293896138668,,
,211500,,0.03790733963251114,1.0534133911132812,0.0003,27.974666595458984,211399,,,,0.009219185449182987,100.0,-25.873949619999998
-27.01819519,211600,100.0,0.023609332740306854,0.3926039934158325,0.0003,27.72116470336914,211499,36,5815,2116,0.009222672320902348,,
,212000,,0.0322796031832695,0.6597422361373901,0.0003,27.892223358154297,211899,,,,0.0090865483507514,100.0,-26.19099206
-27.140942289999998,212000,100.0,,,,,,36,5827,2120,,,
-27.26075784,212400,100.0,0.02807915396988392,0.6415033340454102,0.0003,28.386550903320312,212299,36,5833,2124,0.009241302497684956,,
,212500,,0.026596976444125175,-0.27067142724990845,0.0003,28.437801361083984,212399,,,,0.009266568347811699,100.0,-25.37057902
-27.478815100000002,212800,100.0,0.02450716495513916,0.5457984805107117,0.0003,28.839506149291992,212699,36,5845,2128,0.009245225228369236,,
,213000,,0.022089293226599693,-0.4403993785381317,0.0003,28.251583099365234,212899,,,,0.009208847768604755,100.0,-25.879790479999997
-27.544458369999997,213200,100.0,0.025470495223999023,-0.46628767251968384,0.0003,28.14173126220703,213099,36,5857,2132,0.009119389578700066,,
,213500,,0.02987239882349968,0.0451422855257988,0.0003,27.656084060668945,213399,,,,0.009186286479234695,100.0,-25.991943100000004
-27.491205109999996,213600,100.0,0.026920821517705917,1.4317811727523804,0.0003,28.115707397460938,213499,36,5869,2136,0.0091763436794281,,
,214000,,0.033569395542144775,0.05559995770454407,0.0003,28.375741958618164,213899,,,,0.009368309751152992,100.0,-25.509631380000002
-27.584723839999995,214000,100.0,,,,,,36,5881,2140,,,
-27.275372830000006,214400,100.0,0.04742958024144173,0.4695860743522644,0.0003,28.349693298339844,214299,36,5887,2144,0.009241843596100807,,
,214500,,0.02644616737961769,-0.36061370372772217,0.0003,27.860118865966797,214399,,,,0.009223459288477898,100.0,-26.179022259999996
-27.391772160000006,214800,100.0,0.03286609798669815,0.7647805213928223,0.0003,28.66357421875,214699,36,5899,2148,0.009287873283028603,,
,215000,,0.02877308800816536,-0.03556917607784271,0.0003,27.93524932861328,214899,,,,0.00935425329953432,100.0,-25.91954796
-27.443632510000008,215200,100.0,0.023037180304527283,-0.12518027424812317,0.0003,27.521310806274414,215099,36,5911,2152,0.009288418106734753,,
,215500,,0.030973974615335464,0.11798965185880661,0.0003,28.10938835144043,215399,,,,0.009314239956438541,100.0,-25.204051
-27.7478996,215600,100.0,0.03513595089316368,-0.19993077218532562,0.0003,27.922718048095703,215499,36,5924,2156,0.009294032119214535,,
,216000,,0.02668846771121025,-0.9518139958381653,0.0003,28.48639678955078,215899,,,,0.009308414533734322,100.0,-24.811018519999998
-27.506290480000008,216000,100.0,,,,,,36,5936,2160,,,
-27.48259716,216400,100.0,0.05543535202741623,-0.07726754248142242,0.0003,28.605865478515625,216299,36,5942,2164,0.009331034496426582,,
,216500,,0.033787086606025696,-0.1959669589996338,0.0003,28.555253982543945,216399,,,,0.009258759208023548,100.0,-25.40111924
-27.40481623000001,216800,100.0,0.03496531397104263,0.31533363461494446,0.0003,28.267711639404297,216699,36,5954,2168,0.00922725535929203,,
,217000,,0.03256206959486008,1.2738783359527588,0.0003,28.256059646606445,216899,,,,0.009196187369525433,100.0,-25.844080979999998
-27.540797190000006,217200,100.0,0.023770123720169067,-0.31276100873947144,0.0003,27.572954177856445,217099,36,5966,2172,0.00918947160243988,,
,217500,,0.020736627280712128,-1.1386526823043823,0.0003,27.477394104003906,217399,,,,0.009386428631842136,100.0,-25.348299279999996
-27.64141473,217600,100.0,0.03339307755231857,-0.6023257374763489,0.0003,28.71914291381836,217499,36,5979,2176,0.009372425265610218,,
,218000,,0.04997438192367554,0.12421655654907227,0.0003,28.27710723876953,217899,,,,0.009218002669513226,100.0,-26.373938980000002
-27.556125809999998,218000,100.0,,,,,,36,5991,2180,,,
-27.660686239999997,218400,100.0,0.027859646826982498,-0.1971258670091629,0.0003,28.444419860839844,218299,36,5996,2184,0.009265804663300514,,
,218500,,0.027592405676841736,-0.0642811506986618,0.0003,28.147891998291016,218399,,,,0.009353548288345337,100.0,-25.527764259999998
-27.51529424,218800,100.0,0.028675252571702003,0.16485455632209778,0.0003,27.346223831176758,218699,36,6008,2188,0.009458680637180805,,
,219000,,0.02525286376476288,-0.21192845702171326,0.0003,27.407785415649414,218899,,,,0.009402909316122532,100.0,-25.92457884
-27.587707759999997,219200,100.0,0.028770066797733307,-0.3879508376121521,0.0003,28.052961349487305,219099,36,6021,2192,0.009440453723073006,,
,219500,,0.029200520366430283,-1.035825252532959,0.0003,27.783477783203125,219399,,,,0.00935340579599142,100.0,-25.45905914
-27.446773169999997,219600,100.0,0.039425693452358246,0.6416481137275696,0.0003,27.696697235107422,219499,36,6033,2196,0.00929341558367014,,
,220000,,0.03109845332801342,0.8693954348564148,0.0003,27.802940368652344,219899,,,,0.009295263327658176,100.0,-27.772502300000006
-27.38824395,220000,100.0,,,,,,36,6045,2200,,,
-27.26306595,220400,100.0,0.029116705060005188,0.2065926492214203,0.0003,27.716205596923828,220299,36,6051,2204,0.009437127970159054,,
,220500,,0.03000379353761673,-0.37078791856765747,0.0003,27.96379280090332,220399,,,,0.009387328289449215,100.0,-25.42324188
-27.14837947,220800,100.0,0.029360517859458923,-0.6249476671218872,0.0003,27.89867401123047,220699,36,6063,2208,0.009255114011466503,,
,221000,,0.024561472237110138,0.6296586990356445,0.0003,27.512310028076172,220899,,,,0.009277112782001495,100.0,-25.986384479999998
-27.157119010000006,221200,100.0,0.02656182274222374,0.051286861300468445,0.0003,27.974720001220703,221099,36,6075,2212,0.009270970709621906,,
,221500,,0.027575766667723656,-0.3148309290409088,0.0003,27.6702880859375,221399,,,,0.009185940958559513,100.0,-24.882577039999997
-27.082467379999997,221600,100.0,0.05514451116323471,-0.9387122392654419,0.0003,27.919580459594727,221499,36,6088,2216,0.00914659071713686,,
,222000,,0.02868323214352131,-0.6652036905288696,0.0003,27.674856185913086,221899,,,,0.009246662259101868,100.0,-25.45159822
-27.05825874,222000,100.0,,,,,,36,6100,2220,,,
-27.005322200000005,222400,100.0,0.029273511841893196,0.23578482866287231,0.0003,27.66007423400879,222299,36,6105,2224,0.009124286472797394,,
,222500,,0.026842765510082245,0.1502574384212494,0.0003,27.628122329711914,222399,,,,0.009169691242277622,100.0,-25.4023704
-26.677669180000002,222800,100.0,0.025834765285253525,-0.2563978433609009,0.0003,27.84129524230957,222699,36,6118,2228,0.009210889227688313,,
,223000,,0.030314752832055092,-0.23071853816509247,0.0003,27.54633331298828,222899,,,,0.009176654741168022,100.0,-25.370440079999998
-26.63573031,223200,100.0,0.025533199310302734,0.48377031087875366,0.0003,28.652576446533203,223099,36,6130,2232,0.009208302944898605,,
,223500,,0.02641521953046322,-1.187100887298584,0.0003,28.08201789855957,223399,,,,0.009067974984645844,100.0,-24.65218774
-26.681298909999995,223600,100.0,0.02868357114493847,-0.8008601069450378,0.0003,27.845767974853516,223499,36,6142,2236,0.009160679765045643,,
,224000,,0.03379051014780998,-0.13770756125450134,0.0003,27.37464141845703,223899,,,,0.009085707366466522,100.0,-25.084478679999993
-26.761342529999993,224000,100.0,,,,,,36,6155,2240,,,
-26.767622890000002,224400,100.0,0.024229709059000015,-0.13297021389007568,0.0003,27.23748779296875,224299,36,6160,2244,0.009098558686673641,,
,224500,,0.03388485312461853,1.002511978149414,0.0003,27.624998092651367,224399,,,,0.00910104438662529,100.0,-25.88096396
-26.703523439999998,224800,100.0,0.03879993036389351,-0.6273779273033142,0.0003,27.71860122680664,224699,36,6172,2248,0.009246401488780975,,
,225000,,0.02746916562318802,-0.10973584651947021,0.0003,28.317758560180664,224899,,,,0.009117615409195423,100.0,-25.306194319999996
-26.593197090000004,225200,100.0,0.02865789085626602,0.40829765796661377,0.0003,27.69205093383789,225099,36,6185,2252,0.009126502089202404,,
