train/learning_rate,time/time_elapsed,train/actor_loss,train/critic_loss,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/ent_coef,train/n_updates,train/ent_coef_loss,time/fps,eval/mean_ep_length,eval/mean_reward
0.0003,,31.443660736083984,0.009473392739892006,,404000,,,0.007868719287216663,403899,-0.4054657816886902,,100.0,-32.2423594
,11077,,,100.0,404000,4040,-34.14006632,,,,36,,
0.0003,11082,31.318557739257812,0.013581370934844017,100.0,404400,4044,-34.25348096,0.008035699836909771,404299,0.604432225227356,36,,
0.0003,,31.547306060791016,0.006493330933153629,,404500,,,0.00804345216602087,404399,-0.014141499996185303,,100.0,-32.1518285
0.0003,11095,32.09601593017578,0.01243728119879961,100.0,404800,4048,-34.34568734,0.007853571325540543,404699,-0.14867496490478516,36,,
0.0003,,30.603836059570312,0.008018206804990768,,405000,,,0.007944467477500439,404899,0.12209470570087433,,100.0,-31.861909219999998
0.0003,11107,31.280960083007812,0.00851200520992279,100.0,405200,4052,-34.3433924,0.007867761887609959,405099,0.06356371939182281,36,,
0.0003,,31.808536529541016,0.009208529256284237,,405500,,,0.007744583301246166,405399,0.9471936225891113,,100.0,-32.240660319999996
0.0003,11119,31.583858489990234,0.007472703233361244,100.0,405600,4056,-34.24647159,0.00784289836883545,405499,1.2782946825027466,36,,
0.0003,,30.909954071044922,0.007321440614759922,,406000,,,0.00787586160004139,405899,-0.5085451602935791,,100.0,-31.8515868
,11132,,,100.0,406000,4060,-34.256392389999995,,,,36,,
0.0003,11137,30.46841049194336,0.007232235744595528,100.0,406400,4064,-34.21277671,0.007847469300031662,406299,0.4687809646129608,36,,
0.0003,,30.406448364257812,0.00613469397649169,,406500,,,0.00781971588730812,406399,0.04942215979099274,,100.0,-32.382432879999996
0.0003,11149,31.445659637451172,0.008455510251224041,100.0,406800,4068,-34.47567753,0.007713815663009882,406699,-1.2751598358154297,36,,
0.0003,,31.126991271972656,0.011728859506547451,,407000,,,0.007709944155067205,406899,0.37888914346694946,,100.0,-32.14207072
0.0003,11162,31.580059051513672,0.009570308029651642,100.0,407200,4072,-34.56644174,0.00773661071434617,407099,1.6977077722549438,36,,
0.0003,,31.196849822998047,0.008593741804361343,,407500,,,0.00779572781175375,407399,1.3690391778945923,,100.0,-31.536291300000002
0.0003,11174,30.723434448242188,0.006354291923344135,100.0,407600,4076,-34.555415520000004,0.007922915741801262,407499,-0.47656339406967163,36,,
0.0003,,31.12006378173828,0.006022764835506678,,408000,,,0.00787983275949955,407899,0.31097304821014404,,100.0,-31.843395739999995
,11187,,,100.0,408000,4080,-34.56413591,,,,36,,
0.0003,11192,31.14131736755371,0.007308514788746834,100.0,408400,4084,-34.68742564,0.007915759459137917,408299,1.3604979515075684,36,,
0.0003,,32.01272201538086,0.010977153666317463,,408500,,,0.007881595753133297,408399,0.9101661443710327,,100.0,-31.87229976
0.0003,11204,31.969482421875,0.012376806698739529,100.0,408800,4088,-34.53713098,0.007850014604628086,408699,0.2100936770439148,36,,
0.0003,,31.29757308959961,0.013681257143616676,,409000,,,0.007864097133278847,408899,-2.4480466842651367,,100.0,-32.226178180000005
0.0003,11217,31.21489906311035,0.007418153341859579,100.0,409200,4092,-34.480426609999995,0.007715320214629173,409099,-0.3787509799003601,36,,
0.0003,,31.301246643066406,0.010050657205283642,,409500,,,0.007687774021178484,409399,-0.2565951943397522,,100.0,-32.4951674
0.0003,11229,31.555702209472656,0.013690262101590633,100.0,409600,4096,-34.59405609,0.0077372523956000805,409499,0.17417746782302856,36,,
0.0003,,29.86797332763672,0.004885146394371986,,410000,,,0.00774452043697238,409899,-0.056438297033309937,,100.0,-31.83011848
,11242,,,100.0,410000,4100,-34.403933869999996,,,,36,,
0.0003,11247,31.70083236694336,0.00834718532860279,100.0,410400,4104,-34.237549030000004,0.0075784227810800076,410299,-0.07288987934589386,36,,
0.0003,,31.04594612121582,0.00849073939025402,,410500,,,0.007597537711262703,410399,0.4851263761520386,,100.0,-32.27433919999999
0.0003,11259,31.37601089477539,0.00740637443959713,100.0,410800,4108,-34.09803724,0.00758584588766098,410699,-0.6274670362472534,36,,
0.0003,,31.55819320678711,0.009212707169353962,,411000,,,0.007807736750692129,410899,0.020747512578964233,,100.0,-31.8776853
0.0003,11271,31.646268844604492,0.008320704102516174,100.0,411200,4112,-33.953677709999994,0.007815689779818058,411099,-1.3523473739624023,36,,
0.0003,,30.97791862487793,0.008942665532231331,,411500,,,0.007929476909339428,411399,-0.8373616337776184,,100.0,-31.7814092
0.0003,11284,31.790489196777344,0.009065821766853333,100.0,411600,4116,-33.89049308,0.007833285257220268,411499,1.2361129522323608,36,,
0.0003,,31.253890991210938,0.007726308424025774,,412000,,,0.00771798100322485,411899,-0.0774262547492981,,100.0,-31.839397599999998
,11296,,,100.0,412000,4120,-33.75444384,,,,36,,
0.0003,11301,31.028837203979492,0.009019164368510246,100.0,412400,4124,-33.93641493999999,0.00783450249582529,412299,1.106130838394165,36,,
0.0003,,30.843830108642578,0.00604891125112772,,412500,,,0.007854398339986801,412399,-0.24279117584228516,,100.0,-32.02338537999999
0.0003,11314,31.24017333984375,0.00977423507720232,100.0,412800,4128,-33.715983609999995,0.007833684794604778,412699,1.5655858516693115,36,,
0.0003,,31.46930694580078,0.006433520931750536,,413000,,,0.008032803423702717,412899,-1.6655827760696411,,100.0,-31.79171192
0.0003,11326,31.317031860351562,0.01026897132396698,100.0,413200,4132,-33.696781800000004,0.007877007126808167,413099,0.7935792207717896,36,,
0.0003,,31.15228271484375,0.007180673535913229,,413500,,,0.007850429974496365,413399,-0.4991208016872406,,100.0,-31.713524799999995
0.0003,11339,30.546279907226562,0.010072428733110428,100.0,413600,4136,-33.36019948,0.007972542196512222,413499,0.3791145086288452,36,,
0.0003,,31.086883544921875,0.009911864995956421,,414000,,,0.007939018309116364,413899,0.9314968585968018,,100.0,-31.626441479999997
,11351,,,100.0,414000,4140,-33.47998922000001,,,,36,,
0.0003,11356,31.587900161743164,0.008869217708706856,100.0,414400,4144,-33.27971431,0.007950660772621632,414299,-0.6291950941085815,36,,
0.0003,,31.206424713134766,0.008907293900847435,,414500,,,0.007914019748568535,414399,-0.1271156668663025,,100.0,-32.38426989999999
0.0003,11369,30.85881805419922,0.009381682612001896,100.0,414800,4148,-33.30383924000001,0.007819630205631256,414699,2.0445895195007324,36,,
0.0003,,31.055484771728516,0.011314090341329575,,415000,,,0.007845587097108364,414899,0.17783495783805847,,100.0,-31.62387878
0.0003,11381,30.746421813964844,0.007956895977258682,100.0,415200,4152,-33.22574124,0.007956781424582005,415099,0.5272225737571716,36,,
0.0003,,31.15576934814453,0.01034490019083023,,415500,,,0.007921287789940834,415399,-0.1987815499305725,,100.0,-31.889678919999998
0.0003,11394,31.90291976928711,0.009029865264892578,100.0,415600,4156,-33.289414230000006,0.0078572453930974,415499,0.09257376194000244,36,,
0.0003,,31.008407592773438,0.00793110765516758,,416000,,,0.007918564602732658,415899,0.03293454647064209,,100.0,-31.77840416
,11406,,,100.0,416000,4160,-33.19713999,,,,36,,
0.0003,11411,31.079174041748047,0.009507700800895691,100.0,416400,4164,-33.27092003,0.00763882277533412,416299,-0.67054682970047,36,,
0.0003,,30.699607849121094,0.007893498986959457,,416500,,,0.007671251427382231,416399,0.7921158075332642,,100.0,-31.656535420000004
0.0003,11424,31.366744995117188,0.010254912078380585,100.0,416800,4168,-33.166723659999995,0.007769369054585695,416699,1.3145159482955933,36,,
0.0003,,31.769023895263672,0.010433284565806389,,417000,,,0.007716593332588673,416899,0.6725687384605408,,100.0,-31.809106080000003
0.0003,11436,30.88772964477539,0.0056492844596505165,100.0,417200,4172,-33.070546979999996,0.0076855383813381195,417099,-1.4430240392684937,36,,
0.0003,,31.004886627197266,0.006659424863755703,,417500,,,0.007707701064646244,417399,0.4573012590408325,,100.0,-31.460258340000006
0.0003,11448,31.926908493041992,0.010035478509962559,100.0,417600,4176,-32.96240221000001,0.007666293065994978,417499,-1.0259414911270142,36,,
0.0003,,30.805374145507812,0.008894314989447594,,418000,,,0.007774149067699909,417899,0.20865878462791443,,100.0,-31.90357858
,11461,,,100.0,418000,4180,-32.98520207,,,,36,,
0.0003,11466,30.90510368347168,0.009280204772949219,100.0,418400,4184,-33.21789329,0.007921027019619942,418299,0.42650651931762695,36,,
0.0003,,31.10100555419922,0.009235456585884094,,418500,,,0.007836803793907166,418399,0.09691546857357025,,100.0,-31.983860480000004
0.0003,11479,31.072498321533203,0.010532030835747719,100.0,418800,4188,-33.388514969999996,0.007848071865737438,418699,-0.955402135848999,36,,
0.0003,,31.573780059814453,0.008333327248692513,,419000,,,0.007833904586732388,418899,-0.6414844989776611,,100.0,-31.755495360000005
0.0003,11491,30.485078811645508,0.0063533601351082325,100.0,419200,4192,-33.46850109,0.0077395252883434296,419099,1.6535556316375732,36,,
0.0003,,31.21963882446289,0.0054087028838694096,,419500,,,0.007909281179308891,419399,-0.39110249280929565,,100.0,-31.62907014
0.0003,11504,31.542402267456055,0.006884530186653137,100.0,419600,4196,-33.42897996,0.007836983539164066,419499,-0.2639954686164856,36,,
0.0003,,31.283191680908203,0.008289221674203873,,420000,,,0.007837462238967419,419899,-0.2075737714767456,,100.0,-31.941708300000005
,11516,,,100.0,420000,4200,-33.153516059999994,,,,36,,
0.0003,11522,30.892053604125977,0.009277268312871456,100.0,420400,4204,-33.45310935,0.007854622788727283,420299,-0.6874600648880005,36,,
0.0003,,31.727767944335938,0.009406790137290955,,420500,,,0.007873605005443096,420399,-0.047454118728637695,,100.0,-31.697748120000007
0.0003,11534,31.257343292236328,0.014465663582086563,100.0,420800,4208,-33.549535090000006,0.00771550415083766,420699,0.4004451036453247,36,,
0.0003,,31.367687225341797,0.0069287926889956,,421000,,,0.00771994236856699,420899,-1.4962104558944702,,100.0,-31.919483879999998
0.0003,11546,30.85701560974121,0.006477927789092064,100.0,421200,4212,-33.75326494,0.007735293824225664,421099,-0.3179185688495636,36,,
0.0003,,31.18682289123535,0.010342855006456375,,421500,,,0.007674178574234247,421399,0.5348379015922546,,100.0,-32.0682119
0.0003,11559,31.27044677734375,0.00917838141322136,100.0,421600,4216,-33.749045730000006,0.007723543327301741,421499,0.13231141865253448,36,,
0.0003,,31.417098999023438,0.007771671749651432,,422000,,,0.007612217683345079,421899,0.4678412675857544,,100.0,-32.26563756
,11571,,,100.0,422000,4220,-33.85225106,,,,36,,
0.0003,11576,31.78079605102539,0.00813464168459177,100.0,422400,4224,-33.63216611,0.007693252060562372,422299,-0.07816538214683533,36,,
0.0003,,30.927955627441406,0.007628967985510826,,422500,,,0.007727813441306353,422399,0.5001896023750305,,100.0,-32.129025999999996
0.0003,11589,31.005104064941406,0.011917817406356335,100.0,422800,4228,-33.61636335,0.007637886796146631,422699,1.17829430103302,36,,
0.0003,,31.295089721679688,0.008049046620726585,,423000,,,0.007724018767476082,422899,1.0231106281280518,,100.0,-32.43525874
0.0003,11601,31.374710083007812,0.009651453234255314,100.0,423200,4232,-33.60953226,0.007878810167312622,423099,-0.2721388339996338,36,,
0.0003,,31.32726287841797,0.009682008996605873,,423500,,,0.007779667153954506,423399,-0.026669621467590332,,100.0,-32.49171695999999
0.0003,11613,30.74028778076172,0.009413870051503181,100.0,423600,4236,-34.01657379000001,0.007799639366567135,423499,-0.7070788145065308,36,,
0.0003,,31.48907470703125,0.009856930002570152,,424000,,,0.007923470810055733,423899,0.517023503780365,,100.0,-32.299440499999996
,11626,,,100.0,424000,4240,-33.77338351,,,,36,,
0.0003,11631,31.57278060913086,0.006653641816228628,100.0,424400,4244,-33.80601588,0.007969311438500881,424299,0.6417403221130371,36,,
0.0003,,31.230010986328125,0.007204695604741573,,424500,,,0.007948420010507107,424399,-0.3664647936820984,,100.0,-32.71223504
0.0003,11644,31.270706176757812,0.008043545298278332,100.0,424800,4248,-33.839690010000005,0.007820871658623219,424699,-1.700148582458496,36,,
0.0003,,31.271068572998047,0.00826195813715458,,425000,,,0.007768735289573669,424899,-0.30090954899787903,,100.0,-32.89929258
0.0003,11656,30.697662353515625,0.007774358615279198,100.0,425200,4252,-33.6445548,0.0077308062463998795,425099,-0.09065902233123779,36,,
0.0003,,31.52798843383789,0.007999381981790066,,425500,,,0.007790703326463699,425399,0.033767759799957275,,100.0,-31.92795038
0.0003,11669,30.45866584777832,0.00916191004216671,100.0,425600,4256,-33.61349167,0.007851975969970226,425499,-0.4139831066131592,36,,
0.0003,,31.08441162109375,0.008717343211174011,,426000,,,0.007740108296275139,425899,0.04000161588191986,,100.0,-32.68555984
,11681,,,100.0,426000,4260,-33.51094557,,,,36,,
0.0003,11686,30.8336238861084,0.005397279746830463,100.0,426400,4264,-33.51954613,0.00770558463409543,426299,-1.399061918258667,36,,
0.0003,,31.11859893798828,0.007149320561438799,,426500,,,0.0076174428686499596,426399,-0.13556072115898132,,100.0,-32.42749676
0.0003,11699,30.720844268798828,0.009568823501467705,100.0,426800,4268,-33.641560930000004,0.007655224297195673,426699,0.8316768407821655,36,,
0.0003,,31.19649887084961,0.007816588506102562,,427000,,,0.00774542847648263,426899,0.9397411942481995,,100.0,-32.05952826
0.0003,11711,30.727506637573242,0.00865862425416708,100.0,427200,4272,-33.60846471,0.007841761223971844,427099,1.350164532661438,36,,
0.0003,,31.323802947998047,0.008274965919554234,,427500,,,0.007705926429480314,427399,-0.5770569443702698,,100.0,-32.078227340000005
0.0003,11723,30.931724548339844,0.008610475808382034,100.0,427600,4276,-33.71815547,0.007768616545945406,427499,-0.15195903182029724,36,,
0.0003,,31.091773986816406,0.007977724075317383,,428000,,,0.007702135480940342,427899,0.3180093467235565,,100.0,-32.06022308
,11736,,,100.0,428000,4280,-33.684473059999995,,,,36,,
0.0003,11741,30.83986473083496,0.008176958188414574,100.0,428400,4284,-33.53579848,0.007764298003166914,428299,-1.8082263469696045,36,,
0.0003,,30.783275604248047,0.007271578069776297,,428500,,,0.007776195649057627,428399,1.3294811248779297,,100.0,-32.33254516
0.0003,11753,30.566143035888672,0.008399205282330513,100.0,428800,4288,-33.426773000000004,0.007652651518583298,428699,-0.6444936990737915,36,,
0.0003,,30.839183807373047,0.0065363552421331406,,429000,,,0.007794270757585764,428899,-0.4553406536579132,,100.0,-32.83642152
0.0003,11766,30.988208770751953,0.006450580433011055,100.0,429200,4292,-33.46552228,0.007742652203887701,429099,1.191669225692749,36,,
0.0003,,31.053722381591797,0.011785062029957771,,429500,,,0.007632349617779255,429399,-0.06943106651306152,,100.0,-31.86486986
0.0003,11778,31.20348358154297,0.007542211562395096,100.0,429600,4296,-33.36247056,0.0076108453795313835,429499,-0.06599666178226471,36,,
0.0003,,31.317501068115234,0.01080496795475483,,430000,,,0.007625434547662735,429899,-0.24702835083007812,,100.0,-32.01013574
,11790,,,100.0,430000,4300,-33.58722805,,,,36,,
0.0003,11795,30.813034057617188,0.008187098428606987,100.0,430400,4304,-33.535155370000005,0.007656973320990801,430299,1.0847206115722656,36,,
0.0003,,31.56725311279297,0.012761184945702553,,430500,,,0.007754641585052013,430399,-1.1547532081604004,,100.0,-32.16151904
0.0003,11808,31.225830078125,0.006793721579015255,100.0,430800,4308,-33.85503524999999,0.007622751407325268,430699,-0.21274206042289734,36,,
0.0003,,31.348283767700195,0.007653823588043451,,431000,,,0.007615906186401844,430899,0.8771737813949585,,100.0,-32.150155000000005
0.0003,11820,30.738304138183594,0.005046980455517769,100.0,431200,4312,-33.6096244,0.007505090441554785,431099,-0.6526397466659546,36,,
0.0003,,31.265838623046875,0.009126396849751472,,431500,,,0.007627488579601049,431399,0.4766550660133362,,100.0,-31.86772512
0.0003,11833,31.145362854003906,0.008003301918506622,100.0,431600,4316,-33.63246208,0.007658554241061211,431499,-0.02670508623123169,36,,
0.0003,,31.349502563476562,0.00688572321087122,,432000,,,0.007727194111794233,431899,-0.9146977663040161,,100.0,-32.147649
,11845,,,100.0,432000,4320,-33.69068797,,,,36,,
0.0003,11850,31.16256332397461,0.007841525599360466,100.0,432400,4324,-33.871920530000004,0.0076005347073078156,432299,0.33923476934432983,36,,
0.0003,,30.83174705505371,0.009161734022200108,,432500,,,0.007695783860981464,432399,-0.13405612111091614,,100.0,-31.990888919999996
0.0003,11863,30.57040786743164,0.009228126145899296,100.0,432800,4328,-34.02627198,0.0076552568934857845,432699,0.567877471446991,36,,
0.0003,,31.124553680419922,0.00742698647081852,,433000,,,0.007782535627484322,432899,0.2782723903656006,,100.0,-33.25810018
0.0003,11875,30.941707611083984,0.0076913959346711636,100.0,433200,4332,-34.045773770000004,0.007838530465960503,433099,-0.5071894526481628,36,,
0.0003,,31.124347686767578,0.007086778059601784,,433500,,,0.007760038133710623,433399,-0.12583395838737488,,100.0,-32.17018176
0.0003,11887,31.14432144165039,0.007614967878907919,100.0,433600,4336,-33.807143550000006,0.0077818045392632484,433499,-1.1064729690551758,36,,
0.0003,,31.500701904296875,0.011824410408735275,,434000,,,0.007689658086746931,433899,-0.6404743194580078,,100.0,-32.23815809999999
,11899,,,100.0,434000,4340,-34.050756840000005,,,,36,,
0.0003,11905,31.355384826660156,0.006882768124341965,100.0,434400,4344,-34.01992422000001,0.007545567117631435,434299,-0.7469436526298523,36,,
0.0003,,31.386085510253906,0.008312379941344261,,434500,,,0.0075544812716543674,434399,-0.1056469976902008,,100.0,-31.66390340000001
0.0003,11917,30.612985610961914,0.005548905581235886,100.0,434800,4348,-33.88950032,0.0075113847851753235,434699,1.0354543924331665,36,,
0.0003,,30.55282974243164,0.006126604974269867,,435000,,,0.007489610463380814,434899,0.8976535797119141,,100.0,-31.778562159999996
0.0003,11929,31.095766067504883,0.007308831438422203,100.0,435200,4352,-33.87182782,0.007709517143666744,435099,0.37935301661491394,36,,
0.0003,,30.710739135742188,0.007900946773588657,,435500,,,0.007701389491558075,435399,0.3150627017021179,,100.0,-32.0060381
0.0003,11942,30.408180236816406,0.00791663397103548,100.0,435600,4356,-34.04444554,0.007594340015202761,435499,-0.6674691438674927,36,,
0.0003,,30.949214935302734,0.008288602344691753,,436000,,,0.0074901641346514225,435899,1.7828348875045776,,100.0,-31.63123856
,11954,,,100.0,436000,4360,-34.279845380000005,,,,36,,
0.0003,11960,31.10271453857422,0.012546134181320667,100.0,436400,4364,-34.259686200000004,0.007535858545452356,436299,0.504567563533783,36,,
0.0003,,31.751340866088867,0.00794993620365858,,436500,,,0.007475078571587801,436399,-1.3294271230697632,,100.0,-31.924937540000002
0.0003,11972,31.181129455566406,0.008847730234265327,100.0,436800,4368,-34.20768798,0.007570942863821983,436699,0.44746020436286926,36,,
0.0003,,31.007930755615234,0.008673162199556828,,437000,,,0.007533390074968338,436899,-1.0304553508758545,,100.0,-31.888152220000002
0.0003,11985,30.628421783447266,0.007749474141746759,100.0,437200,4372,-34.20613703000001,0.007391768507659435,437099,-0.07870975136756897,36,,
0.0003,,31.07093048095703,0.0077008409425616264,,437500,,,0.0073713259771466255,437399,1.0912387371063232,,100.0,-32.2849363
0.0003,11997,31.030879974365234,0.005218546837568283,100.0,437600,4376,-34.13091052,0.0074067250825464725,437499,0.8645952939987183,36,,
0.0003,,31.211593627929688,0.009071001783013344,,438000,,,0.007459336891770363,437899,-0.4297145903110504,,100.0,-31.97454906
,12009,,,100.0,438000,4380,-34.25844582,,,,36,,
0.0003,12014,30.565914154052734,0.007014250382781029,100.0,438400,4384,-34.17185507000001,0.007650918327271938,438299,-0.3508192300796509,36,,
0.0003,,31.05531883239746,0.009468961507081985,,438500,,,0.007676000706851482,438399,0.6076830625534058,,100.0,-31.896981520000004
0.0003,12027,30.340316772460938,0.01424720510840416,100.0,438800,4388,-34.12861126,0.007726114243268967,438699,0.02103814110159874,36,,
0.0003,,31.64129638671875,0.008759384974837303,,439000,,,0.007581343408674002,438899,0.3038734793663025,,100.0,-32.0446889
0.0003,12039,31.313722610473633,0.008439179509878159,100.0,439200,4392,-34.003117249999995,0.007618499454110861,439099,-0.06768569350242615,36,,
0.0003,,30.669612884521484,0.006362338084727526,,439500,,,0.007533641532063484,439399,-0.559617280960083,,100.0,-31.800785939999997
0.0003,12051,30.528385162353516,0.005745856091380119,100.0,439600,4396,-34.16049306,0.00753948837518692,439499,0.879987359046936,36,,
0.0003,,30.998340606689453,0.007927196100354195,,440000,,,0.007523586042225361,439899,-0.513128399848938,,100.0,-31.84074306
,12064,,,100.0,440000,4400,-34.04069426,,,,36,,
0.0003,12069,31.032581329345703,0.009077878668904305,100.0,440400,4404,-33.899654299999995,0.0073990607634186745,440299,-0.9381710290908813,36,,
0.0003,,30.725208282470703,0.009061183780431747,,440500,,,0.007471476215869188,440399,0.31963902711868286,,100.0,-32.17552274
0.0003,12082,30.629426956176758,0.005868664942681789,100.0,440800,4408,-33.516873860000004,0.007534737698733807,440699,0.44591212272644043,36,,
0.0003,,30.745220184326172,0.01302486564964056,,441000,,,0.007448712829500437,440899,-1.0227227210998535,,100.0,-31.72332308
0.0003,12094,30.8647403717041,0.006298518739640713,100.0,441200,4412,-33.512424720000006,0.007524802815169096,441099,0.34201183915138245,36,,
0.0003,,30.651206970214844,0.009868921712040901,,441500,,,0.007495030295103788,441399,-1.0106267929077148,,100.0,-31.973376420000005
0.0003,12106,31.285802841186523,0.009485123679041862,100.0,441600,4416,-33.66913572000001,0.007546664215624332,441499,0.1719188392162323,36,,
0.0003,,30.470081329345703,0.008073831908404827,,442000,,,0.0076371002942323685,441899,-1.1810905933380127,,100.0,-32.12068064
,12119,,,100.0,442000,4420,-33.53981317999999,,,,36,,
0.0003,12124,30.708736419677734,0.005080873612314463,100.0,442400,4424,-33.443847250000005,0.007469071540981531,442299,-0.225336492061615,36,,
0.0003,,31.167522430419922,0.01073073036968708,,442500,,,0.007495602127164602,442399,0.4516310691833496,,100.0,-31.906207459999997
0.0003,12136,30.079498291015625,0.008656423538923264,100.0,442800,4428,-33.49019405,0.007528334390372038,442699,1.0173678398132324,36,,
0.0003,,30.751949310302734,0.0062482524663209915,,443000,,,0.0077070617116987705,442899,0.13173389434814453,,100.0,-32.080409419999995
0.0003,12148,30.57632827758789,0.0063752043060958385,100.0,443200,4432,-33.33616610000001,0.007685677148401737,443099,-0.15567874908447266,36,,
0.0003,,30.55164337158203,0.007742731831967831,,443500,,,0.0075499145314097404,443399,-0.23267671465873718,,100.0,-31.73864682
0.0003,12161,30.709537506103516,0.006035559345036745,100.0,443600,4436,-33.40588407,0.007576783187687397,443499,1.5836024284362793,36,,
0.0003,,30.9658260345459,0.007646721787750721,,444000,,,0.007588522508740425,443899,-0.4380433261394501,,100.0,-32.18140112
,12173,,,100.0,444000,4440,-33.39717381999999,,,,36,,
0.0003,12178,30.86022186279297,0.008903163485229015,100.0,444400,4444,-33.37297821999999,0.007712977007031441,444299,0.8311371803283691,36,,
0.0003,,30.79422378540039,0.013756465166807175,,444500,,,0.0075949267484247684,444399,0.7878888845443726,,100.0,-32.19207237999999
0.0003,12191,30.737680435180664,0.005046254955232143,100.0,444800,4448,-33.53092882,0.007407318335026503,444699,0.9362571835517883,36,,
0.0003,,30.89590072631836,0.008249756880104542,,445000,,,0.0075169955380260944,444899,0.713062047958374,,100.0,-32.03744714
0.0003,12203,30.42654037475586,0.006949529051780701,100.0,445200,4452,-33.805357719999996,0.0074858651496469975,445099,0.1642785370349884,36,,
0.0003,,30.56178855895996,0.007685590535402298,,445500,,,0.00763515941798687,445399,0.4652308523654938,,100.0,-32.21492416
0.0003,12216,30.690536499023438,0.009012616239488125,100.0,445600,4456,-33.633459189999996,0.007633506786078215,445499,0.696142315864563,36,,
0.0003,,30.25281524658203,0.006440681405365467,,446000,,,0.007667839527130127,445899,-0.09352648258209229,,100.0,-32.47076952
,12228,,,100.0,446000,4460,-33.478118310000006,,,,36,,
0.0003,12233,30.69066047668457,0.006391568575054407,100.0,446400,4464,-33.54275316,0.007725466508418322,446299,-0.4109126925468445,36,,
0.0003,,30.828022003173828,0.008400275371968746,,446500,,,0.007569326087832451,446399,0.3721047639846802,,100.0,-32.317950180000004
0.0003,12246,30.341625213623047,0.005376752465963364,100.0,446800,4468,-33.29971088,0.007574806921184063,446699,0.728848934173584,36,,
0.0003,,30.95995330810547,0.0076730819419026375,,447000,,,0.007620686665177345,446899,-0.4652855396270752,,100.0,-32.39270986
0.0003,12258,30.794971466064453,0.009660564363002777,100.0,447200,4472,-33.34766155,0.007606270257383585,447099,-1.4204423427581787,36,,
0.0003,,29.994216918945312,0.0058980947360396385,,447500,,,0.007397579960525036,447399,-0.4306040406227112,,100.0,-32.3032659
0.0003,12271,30.30579376220703,0.008122222498059273,100.0,447600,4476,-33.6227016,0.007474939804524183,447499,-0.348501056432724,36,,
0.0003,,30.47604751586914,0.00497777946293354,,448000,,,0.007410554215312004,447899,1.593217134475708,,100.0,-31.82339942
,12283,,,100.0,448000,4480,-33.77653773,,,,36,,
0.0003,12289,31.18973159790039,0.0066999089904129505,100.0,448400,4484,-33.74848317000001,0.007466564886271954,448299,1.232001543045044,36,,
0.0003,,30.8345890045166,0.006321784108877182,,448500,,,0.0074078687466681,448399,0.026245534420013428,,100.0,-31.72567092
0.0003,12301,30.619773864746094,0.007340027019381523,100.0,448800,4488,-33.86788605,0.007579590193927288,448699,0.7383650541305542,36,,
0.0003,,30.911100387573242,0.008699392899870872,,449000,,,0.007589449640363455,448899,0.48527035117149353,,100.0,-32.05440776
0.0003,12314,30.365123748779297,0.005918517243117094,100.0,449200,4492,-34.09630433,0.007618971634656191,449099,0.6319920420646667,36,,
0.0003,,30.763591766357422,0.0083661749958992,,449500,,,0.007637147791683674,449399,-0.8886878490447998,,100.0,-31.795457020000004
0.0003,12326,31.034210205078125,0.0064775217324495316,100.0,449600,4496,-34.00940167,0.007614831440150738,449499,0.8046709299087524,36,,
0.0003,,30.524154663085938,0.0063328612595796585,,450000,,,0.007551095448434353,449899,-0.7960629463195801,,100.0,-31.613947160000002
,12339,,,100.0,450000,4500,-34.00676747,,,,36,,
0.0003,12344,31.24704360961914,0.006878998596221209,100.0,450400,4504,-34.047733150000006,0.007673237938433886,450299,-2.012218952178955,36,,
0.0003,,30.515806198120117,0.007527804002165794,,450500,,,0.007628005463629961,450399,-1.2517284154891968,,100.0,-31.82885198
0.0003,12356,30.417036056518555,0.006525144912302494,100.0,450800,4508,-34.14148967999999,0.007588392123579979,450699,1.2748150825500488,36,,
0.0003,,31.472270965576172,0.010838307440280914,,451000,,,0.007637224160134792,450899,0.4756011962890625,,100.0,-31.72181998
0.0003,12369,31.127704620361328,0.006251076702028513,100.0,451200,4512,-34.101187599999996,0.007618862669914961,451099,-0.44102054834365845,36,,
0.0003,,31.549501419067383,0.007408467121422291,,451500,,,0.0077036116272211075,451399,0.5074949860572815,,100.0,-31.695697260000003
0.0003,12381,31.13986587524414,0.006193647161126137,100.0,451600,4516,-34.01867471,0.0077459681779146194,451499,0.3530278205871582,36,,
0.0003,,31.20258331298828,0.008043988607823849,,452000,,,0.007547570858150721,451899,-0.7290958166122437,,100.0,-31.9354525
,12394,,,100.0,452000,4520,-34.04216578,,,,36,,
0.0003,12399,30.529888153076172,0.007280535064637661,100.0,452400,4524,-34.3015527,0.0076744272373616695,452299,-0.28445279598236084,36,,
0.0003,,30.546411514282227,0.00761657627299428,,452500,,,0.007702509872615337,452399,-0.013289600610733032,,100.0,-31.71905208
0.0003,12411,30.716232299804688,0.00993406493216753,100.0,452800,4528,-34.41652503,0.0076121119782328606,452699,-0.5386630892753601,36,,
0.0003,,31.125991821289062,0.0074687255546450615,,453000,,,0.007597490679472685,452899,-0.9925096035003662,,100.0,-31.81222796
0.0003,12424,30.959888458251953,0.0067778099328279495,100.0,453200,4532,-34.47673169,0.007639838848263025,453099,-1.0999557971954346,36,,
