time/time_elapsed,time/episodes,train/learning_rate,train/n_updates,train/critic_loss,train/ent_coef_loss,rollout/ep_rew_mean,train/ent_coef,time/total_timesteps,rollout/ep_len_mean,time/fps,train/actor_loss,eval/mean_ep_length,eval/mean_reward
96,36,0.0003,3499,0.07112740725278854,-11.993112564086914,-144.52168019444446,0.3510933220386505,3600,100.0,37,-20.874404907226562,,
,,0.0003,3899,0.0632118284702301,-13.220457077026367,,0.3118757903575897,4000,,,-20.62728500366211,100.0,-46.5306484
108,40,,,,,-142.34979794999998,,4000,100.0,36,,,
113,44,0.0003,4299,0.04441206157207489,-14.533639907836914,-139.82734065909088,0.2772194445133209,4400,100.0,38,-19.782447814941406,,
,,0.0003,4399,0.054670535027980804,-14.595575332641602,,0.26920101046562195,4500,,,-19.48141860961914,100.0,-51.36763268000001
126,48,0.0003,4699,0.05188189074397087,-15.503978729248047,-137.38236854166666,0.2465750128030777,4800,100.0,38,-19.10260009765625,,
,,0.0003,4899,0.05450499430298805,-15.939774513244629,,0.23260296881198883,5000,,,-18.36591148376465,100.0,-49.41836961999999
138,52,0.0003,5099,0.04114287719130516,-16.359159469604492,-135.26862651923076,0.2194722294807434,5200,100.0,37,-17.95339584350586,,
,,0.0003,5399,0.042895808815956116,-17.16980743408203,,0.2012200802564621,5500,,,-17.082544326782227,100.0,-57.40934946
151,56,0.0003,5499,0.0366850346326828,-17.493343353271484,-132.87379207142857,0.1954953968524933,5600,100.0,37,-16.730327606201172,,
,,0.0003,5899,0.03588409349322319,-18.255268096923828,,0.17427459359169006,6000,,,-15.695842742919922,100.0,-49.61781014
163,60,,,,,-130.62990870000002,,6000,100.0,36,,,
168,64,0.0003,6299,0.029088789597153664,-19.0242919921875,-127.648715484375,0.1554819494485855,6400,100.0,38,-14.464957237243652,,
,,0.0003,6399,0.02915904112160206,-18.73642921447754,,0.15113462507724762,6500,,,-13.993324279785156,100.0,-46.236810799999986
180,68,0.0003,6699,0.029715191572904587,-19.404129028320312,-125.11721580882353,0.1388639360666275,6800,100.0,37,-13.026753425598145,,
,,0.0003,6899,0.025695189833641052,-19.718294143676758,,0.1312810182571411,7000,,,-12.58492374420166,100.0,-46.943696419999995
193,72,0.0003,7099,0.024044379591941833,-20.29278564453125,-122.81444948611109,0.12414321303367615,7200,100.0,37,-11.644255638122559,,
,,0.0003,7399,0.029980864375829697,-19.720582962036133,,0.11419335007667542,7500,,,-10.855536460876465,100.0,-44.97894636
205,76,0.0003,7499,0.022995105013251305,-20.179195404052734,-120.61587721052628,0.1110689640045166,7600,100.0,36,-10.380293846130371,,
,,0.0003,7899,0.02136896178126335,-20.002531051635742,,0.09945574402809143,8000,,,-9.29178237915039,100.0,-44.15219214
218,80,,,,,-117.969888425,,8000,100.0,36,,,
222,84,0.0003,8299,0.022893700748682022,-20.11294937133789,-115.6728782142857,0.08913516998291016,8400,100.0,37,-8.140806198120117,,
,,0.0003,8399,0.020243074744939804,-20.64724349975586,,0.08673685044050217,8500,,,-7.6978678703308105,100.0,-41.7885223
235,88,0.0003,8699,0.01974288746714592,-20.548683166503906,-113.25312719318181,0.07994230091571808,8800,100.0,37,-6.519208908081055,,
,,0.0003,8899,0.01915283128619194,-20.128826141357422,,0.0757339671254158,9000,,,-6.019646167755127,100.0,-41.302394299999996
248,92,0.0003,9099,0.02041608653962612,-20.14755630493164,-111.12218720652173,0.07175593823194504,9200,100.0,37,-5.2501912117004395,,
,,0.0003,9399,0.01835152506828308,-19.820110321044922,,0.06619139015674591,9500,,,-4.636355876922607,100.0,-40.36024842
260,96,0.0003,9499,0.02165887877345085,-19.809431076049805,-108.96820909374999,0.06444212794303894,9600,100.0,36,-3.8902382850646973,,
,,0.0003,9899,0.019675012677907944,-19.915924072265625,,0.05791817232966423,10000,,,-3.113067150115967,100.0,-42.742020239999995
273,100,,,,,-106.78455654999999,,10000,100.0,36,,,
277,104,0.0003,10299,0.017558369785547256,-19.616376876831055,-102.91309135000002,0.05208316072821617,10400,100.0,37,-1.9078116416931152,,
,,0.0003,10399,0.01957629807293415,-19.503759384155273,,0.05072410777211189,10500,,,-1.5074175596237183,100.0,-40.73417016
290,108,0.0003,10699,0.019943036139011383,-19.795665740966797,-98.90185541,0.0468711331486702,10800,100.0,37,-0.9029817581176758,,
,,0.0003,10899,0.020316192880272865,-19.33071517944336,,0.04448171332478523,11000,,,-0.14139683544635773,100.0,-39.53479342
303,112,0.0003,11099,0.0145944282412529,-19.237060546875,-94.92980005999998,0.042223092168569565,11200,100.0,36,0.14081215858459473,,
,,0.0003,11399,0.014341974630951881,-18.799762725830078,,0.03906184807419777,11500,,,0.8807417154312134,100.0,-39.519729579999996
315,116,0.0003,11499,0.01706404611468315,-17.79673957824707,-90.96815524,0.03806586191058159,11600,100.0,36,1.3402833938598633,,
,,0.0003,11899,0.016033250838518143,-17.522705078125,,0.034351248294115067,12000,,,2.225778579711914,100.0,-40.960497180000004
328,120,,,,,-87.18974492,,12000,100.0,36,,,
332,124,0.0003,12299,0.018151506781578064,-17.099363327026367,-83.19751161000002,0.031031442806124687,12400,100.0,37,3.3602254390716553,,
,,0.0003,12399,0.014805165119469166,-17.20911407470703,,0.030258888378739357,12500,,,3.342581272125244,100.0,-40.25232736
345,128,0.0003,12699,0.015933364629745483,-16.48914909362793,-79.56171342,0.02807336114346981,12800,100.0,37,4.225264549255371,,
,,0.0003,12899,0.01569554954767227,-16.452489852905273,,0.026715971529483795,13000,,,4.572663307189941,100.0,-40.0960882
357,132,0.0003,13099,0.01583554595708847,-15.422747611999512,-76.28208594,0.02543431892991066,13200,100.0,36,5.582282066345215,,
,,0.0003,13399,0.015899676829576492,-15.988479614257812,,0.023642558604478836,13500,,,5.627207279205322,100.0,-38.579223039999995
370,136,0.0003,13499,0.013884938322007656,-14.778390884399414,-72.90303239,0.02307785488665104,13600,100.0,36,5.9378342628479,,
,,0.0003,13899,0.017231866717338562,-12.742952346801758,,0.02097228728234768,14000,,,7.02017068862915,100.0,-39.75353596
382,140,,,,,-70.0380143,,14000,100.0,36,,,
387,144,0.0003,14299,0.014194203540682793,-12.81552505493164,-67.14678395,0.019100947305560112,14400,100.0,37,7.460688591003418,,
,,0.0003,14399,0.01500089094042778,-12.07796859741211,,0.01866687461733818,14500,,,7.812292575836182,100.0,-39.53457392
399,148,0.0003,14699,0.013255497440695763,-11.479480743408203,-64.42625979999998,0.017445696517825127,14800,100.0,37,8.364992141723633,,
,,0.0003,14899,0.014006756246089935,-10.781631469726562,,0.016676435247063637,15000,,,8.69509220123291,100.0,-39.06065196
412,152,0.0003,15099,0.013869555667042732,-10.030016899108887,-61.868539150000004,0.015950052067637444,15200,100.0,36,9.15407943725586,,
,,0.0003,15399,0.01188255287706852,-10.764630317687988,,0.01494180504232645,15500,,,9.647649765014648,100.0,-39.961739259999995
425,156,0.0003,15499,0.012179901823401451,-9.361719131469727,-59.638699079999995,0.014621577225625515,15600,100.0,36,10.168993949890137,,
,,0.0003,15899,0.013450199738144875,-8.484063148498535,,0.013439400121569633,16000,,,10.654532432556152,100.0,-39.688075860000005
437,160,,,,,-57.3438163,,16000,100.0,36,,,
442,164,0.0003,16299,0.012879440560936928,-7.392325401306152,-55.85921676,0.012385792098939419,16400,100.0,37,11.392987251281738,,
,,0.0003,16399,0.013648252002894878,-6.759190559387207,,0.012143061496317387,16500,,,11.441938400268555,100.0,-39.36630916
454,168,0.0003,16699,0.014699190855026245,-6.370969295501709,-54.29325693999999,0.011455449275672436,16800,100.0,36,11.961999893188477,,
,,0.0003,16899,0.014018159359693527,-5.717063903808594,,0.011035767383873463,17000,,,12.140300750732422,100.0,-40.505844460000006
467,172,0.0003,17099,0.012011829763650894,-6.048748016357422,-52.540554820000004,0.010638732463121414,17200,100.0,36,12.317277908325195,,
,,0.0003,17399,0.010134425945580006,-3.9931907653808594,,0.010107036679983139,17500,,,12.881989479064941,100.0,-40.182590600000005
479,176,0.0003,17499,0.010890396311879158,-4.34993839263916,-51.09665887999999,0.009939315728843212,17600,100.0,36,13.07928466796875,,
,,0.0003,17899,0.012891324236989021,-4.354877471923828,,0.009335694834589958,18000,,,13.891145706176758,100.0,-40.82886922
492,180,,,,,-50.34421161,,18000,100.0,36,,,
496,184,0.0003,18299,0.013598931953310966,-2.6991941928863525,-49.28133711,0.008833455853164196,18400,100.0,37,14.330184936523438,,
,,0.0003,18399,0.01230909489095211,-0.8025161623954773,,0.008716769516468048,18500,,,14.808206558227539,100.0,-39.51934265999999
508,188,0.0003,18699,0.01354386005550623,-0.8385332822799683,-48.559619950000005,0.008408448658883572,18800,100.0,36,15.007017135620117,,
,,0.0003,18899,0.011494929902255535,-0.7951110601425171,,0.008220112882554531,19000,,,15.533340454101562,100.0,-38.31370624000001
521,192,0.0003,19099,0.012414548546075821,-2.9219510555267334,-47.65801524999999,0.008070648647844791,19200,100.0,36,15.504816055297852,,
,,0.0003,19399,0.015413133427500725,-1.2663500308990479,,0.00786479189991951,19500,,,15.894864082336426,100.0,-39.24128388
533,196,0.0003,19499,0.01105567067861557,-2.4125704765319824,-47.021072030000006,0.007800159975886345,19600,100.0,36,16.24266242980957,,
,,0.0003,19899,0.011750553734600544,0.5074179172515869,,0.007614225149154663,20000,,,16.784746170043945,100.0,-43.76605012
546,200,,,,,-46.67191268,,20000,100.0,36,,,
550,204,0.0003,20299,0.014884287491440773,1.4361416101455688,-46.212865239999985,0.007473631761968136,20400,100.0,37,17.287036895751953,,
,,0.0003,20399,0.011114168912172318,0.09679451584815979,,0.007459532935172319,20500,,,17.099456787109375,100.0,-43.615007020000014
563,208,0.0003,20699,0.012114475481212139,2.0275213718414307,-45.77732928999999,0.007439253386110067,20800,100.0,36,17.722766876220703,,
,,0.0003,20899,0.0108041288331151,1.2592172622680664,,0.007457125000655651,21000,,,18.003707885742188,100.0,-40.71151626
576,212,0.0003,21099,0.013702561147511005,0.49294978380203247,-45.42959207999999,0.007454053498804569,21200,100.0,36,18.148988723754883,,
,,0.0003,21399,0.013743995688855648,2.0688109397888184,,0.00749334366992116,21500,,,18.69466209411621,100.0,-40.032763720000005
588,216,0.0003,21499,0.01169908232986927,0.2770244777202606,-44.91064228000001,0.007513720076531172,21600,100.0,36,18.830337524414062,,
,,0.0003,21899,0.01369466632604599,0.9491419792175293,,0.007533042225986719,22000,,,19.031951904296875,100.0,-39.163408759999996
601,220,,,,,-44.47116399000001,,22000,100.0,36,,,
605,224,0.0003,22299,0.012643593363463879,0.28548312187194824,-44.29107078999999,0.0075462330132722855,22400,100.0,36,19.62778091430664,,
,,0.0003,22399,0.013707488775253296,0.7874593734741211,,0.007556094788014889,22500,,,19.665130615234375,100.0,-39.30204164
618,228,0.0003,22699,0.01730681210756302,1.0441088676452637,-43.92469743000001,0.007577700074762106,22800,100.0,36,20.044517517089844,,
,,0.0003,22899,0.01552660297602415,0.14297783374786377,,0.007583046332001686,23000,,,20.469831466674805,100.0,-37.89447718
631,232,0.0003,23099,0.013600749894976616,0.2835518717765808,-43.87134204,0.00760985491797328,23200,100.0,36,20.719402313232422,,
,,0.0003,23399,0.014540573582053185,0.3027951419353485,,0.00758514367043972,23500,,,21.046707153320312,100.0,-43.0846493
643,236,0.0003,23499,0.01319233886897564,1.7439565658569336,-43.58177072,0.007537906989455223,23600,100.0,36,21.05907440185547,,
,,0.0003,23899,0.011533008888363838,-0.08697199821472168,,0.007532492745667696,24000,,,21.490596771240234,100.0,-40.033039959999996
656,240,,,,,-43.14866438,,24000,100.0,36,,,
660,244,0.0003,24299,0.013670291751623154,-0.9325932264328003,-42.95587184,0.007542984094470739,24400,100.0,36,21.690086364746094,,
,,0.0003,24399,0.016517888754606247,-0.5954748392105103,,0.007516906131058931,24500,,,22.257814407348633,100.0,-38.31801187999999
673,248,0.0003,24699,0.014215701259672642,-0.36666348576545715,-42.96405372000001,0.007516060024499893,24800,100.0,36,22.271116256713867,,
,,0.0003,24899,0.01705443300306797,-1.711663842201233,,0.007502421271055937,25000,,,22.426151275634766,100.0,-37.382297820000005
686,252,0.0003,25099,0.014355232939124107,1.114179253578186,-42.71255002,0.007460834924131632,25200,100.0,36,23.010845184326172,,
,,0.0003,25399,0.015072540380060673,-1.151047706604004,,0.007513182703405619,25500,,,23.081350326538086,100.0,-39.86518616
698,256,0.0003,25499,0.013583291321992874,-0.47877418994903564,-42.68834175,0.007484134286642075,25600,100.0,36,22.99475860595703,,
,,0.0003,25899,0.014018146321177483,0.7183533310890198,,0.007471522316336632,26000,,,23.47871208190918,100.0,-54.44086212
711,260,,,,,-42.649654,,26000,100.0,36,,,
715,264,0.0003,26299,0.017961636185646057,1.1830133199691772,-42.660110560000014,0.007425909396260977,26400,100.0,36,24.248497009277344,,
,,0.0003,26399,0.01569429785013199,0.733210563659668,,0.007422911003232002,26500,,,24.232135772705078,100.0,-50.456613260000005
727,268,0.0003,26699,0.017801808193325996,-1.0607818365097046,-42.633205350000004,0.007413905113935471,26800,100.0,36,24.661365509033203,,
,,0.0003,26899,0.017814483493566513,0.7771543860435486,,0.007343648932874203,27000,,,24.668182373046875,100.0,-50.41585402
740,272,0.0003,27099,0.01651747152209282,-0.06177839636802673,-42.87242668999999,0.00735859852284193,27200,100.0,36,24.62228775024414,,
,,0.0003,27399,0.018229249864816666,0.08537447452545166,,0.007287726737558842,27500,,,24.777843475341797,100.0,-45.45087882
753,276,0.0003,27499,0.020403051748871803,-1.913792610168457,-43.049880439999995,0.007278856355696917,27600,100.0,36,25.044126510620117,,
,,0.0003,27899,0.012298074550926685,-0.5538692474365234,,0.007248944602906704,28000,,,24.909271240234375,100.0,-48.2282143
766,280,,,,,-43.03863808000001,,28000,100.0,36,,,
770,284,0.0003,28299,0.021580467000603676,-0.8948919773101807,-43.11660375,0.007257895078510046,28400,100.0,36,25.625537872314453,,
,,0.0003,28399,0.01945350505411625,1.7009280920028687,,0.007227255497127771,28500,,,26.043621063232422,100.0,-48.514449879999994
783,288,0.0003,28699,0.018102379515767097,-0.9169784784317017,-43.29264102,0.007276829797774553,28800,100.0,36,25.87485122680664,,
,,0.0003,28899,0.017830070108175278,-1.3480556011199951,,0.007273756433278322,29000,,,26.118412017822266,100.0,-49.312431180000004
795,292,0.0003,29099,0.018155045807361603,-0.6573639512062073,-43.62231688000001,0.007353383116424084,29200,100.0,36,25.996400833129883,,
,,0.0003,29399,0.018414415419101715,0.41941067576408386,,0.007378014270216227,29500,,,26.547760009765625,100.0,-47.99208362
808,296,0.0003,29499,0.015001288615167141,2.154362440109253,-43.87437136000001,0.007384170312434435,29600,100.0,36,25.740753173828125,,
,,0.0003,29899,0.019372953101992607,-1.2842626571655273,,0.0074556139297783375,30000,,,26.644805908203125,100.0,-53.17522198
820,300,,,,,-44.05990153999999,,30000,100.0,36,,,
825,304,0.0003,30299,0.01580670289695263,-0.5030797719955444,-44.32546406,0.0076293908059597015,30400,100.0,36,26.697471618652344,,
,,0.0003,30399,0.02125498466193676,-0.04602557420730591,,0.007701301947236061,30500,,,26.89204978942871,100.0,-45.66409408
837,308,0.0003,30699,0.018613209947943687,-0.26967325806617737,-44.54089443000001,0.0076855081133544445,30800,100.0,36,26.81695556640625,,
,,0.0003,30899,0.020375512540340424,-0.25943827629089355,,0.0077458093874156475,31000,,,27.090282440185547,100.0,-51.52571524000001
850,312,0.0003,31099,0.02158629149198532,-1.8074458837509155,-44.46965107000001,0.007800729479640722,31200,100.0,36,27.200275421142578,,
,,0.0003,31399,0.01952376961708069,0.6047322750091553,,0.007903007790446281,31500,,,27.457490921020508,100.0,-58.74511598
862,316,0.0003,31499,0.02522527240216732,-1.78371000289917,-44.78046706999999,0.00792785082012415,31600,100.0,36,27.27804946899414,,
,,0.0003,31899,0.025846732780337334,-0.17370806634426117,,0.007975397631525993,32000,,,27.886783599853516,100.0,-51.30390662
875,320,,,,,-44.93987327999999,,32000,100.0,36,,,
879,324,0.0003,32299,0.024007052183151245,0.608582615852356,-45.29307408999999,0.007993577979505062,32400,100.0,36,28.31106185913086,,
,,0.0003,32399,0.025884123519062996,-0.11095374822616577,,0.007993025705218315,32500,,,28.075641632080078,100.0,-49.50375196
892,328,0.0003,32699,0.024370886385440826,-0.08641904592514038,-45.511534950000005,0.008047234266996384,32800,100.0,36,28.371971130371094,,
,,0.0003,32899,0.02203451283276081,-0.6402714848518372,,0.00811157189309597,33000,,,28.209125518798828,100.0,-49.4493079
905,332,0.0003,33099,0.023106418550014496,-0.05531620979309082,-45.61021175,0.00816755834966898,33200,100.0,36,28.457670211791992,,
,,0.0003,33399,0.02243787609040737,-1.6853585243225098,,0.008082853630185127,33500,,,28.526260375976562,100.0,-52.006378379999994
917,336,0.0003,33499,0.0263957642018795,-0.9909014701843262,-46.138530970000005,0.008070175535976887,33600,100.0,36,28.600025177001953,,
,,0.0003,33899,0.018477661535143852,0.33557844161987305,,0.008128798566758633,34000,,,29.005733489990234,100.0,-52.42142384000001
930,340,,,,,-46.595624410000006,,34000,100.0,36,,,
935,344,0.0003,34299,0.022170159965753555,0.02709779143333435,-47.00989960000002,0.00823652558028698,34400,100.0,36,29.222135543823242,,
,,0.0003,34399,0.026977505534887314,0.8323818445205688,,0.008279802277684212,34500,,,28.994718551635742,100.0,-49.848954719999995
947,348,0.0003,34699,0.025407157838344574,1.9482494592666626,-47.17502098999999,0.008348857052624226,34800,100.0,36,29.203031539916992,,
,,0.0003,34899,0.023146457970142365,-0.537132740020752,,0.008335117250680923,35000,,,29.682958602905273,100.0,-51.702523920000004
959,352,0.0003,35099,0.022817352786660194,0.06070572882890701,-47.657931700000006,0.008386238478124142,35200,100.0,36,29.297542572021484,,
,,0.0003,35399,0.023103203624486923,0.041780948638916016,,0.008465908467769623,35500,,,29.677249908447266,100.0,-51.9083947
972,356,0.0003,35499,0.026493413373827934,0.947559118270874,-47.74357553,0.0084887919947505,35600,100.0,36,29.6294002532959,,
,,0.0003,35899,0.03189326822757721,-0.04568609595298767,,0.00855236779898405,36000,,,29.5697021484375,100.0,-48.467605379999995
984,360,,,,,-48.11632172999999,,36000,100.0,36,,,
989,364,0.0003,36299,0.021933384239673615,-2.1725666522979736,-48.37504273999999,0.008683424443006516,36400,100.0,36,29.65572738647461,,
,,0.0003,36399,0.02888983115553856,-0.5549926161766052,,0.008670874871313572,36500,,,29.983394622802734,100.0,-48.53359320000001
1001,368,0.0003,36699,0.020464345812797546,1.0756875276565552,-48.49087778999999,0.008651728741824627,36800,100.0,36,29.970914840698242,,
,,0.0003,36899,0.021699082106351852,0.25294142961502075,,0.008667303249239922,37000,,,29.82111358642578,100.0,-44.15702662
1014,372,0.0003,37099,0.025974484160542488,-1.8961703777313232,-48.41949428,0.00869638193398714,37200,100.0,36,30.547447204589844,,
,,0.0003,37399,0.025878354907035828,1.1416897773742676,,0.00874242838472128,37500,,,30.3847713470459,100.0,-46.374168919999995
1027,376,0.0003,37499,0.03401538357138634,-0.2849557399749756,-48.17405747,0.00874489638954401,37600,100.0,36,30.12925910949707,,
,,0.0003,37899,0.02155059576034546,0.42371755838394165,,0.008737306110560894,38000,,,30.214725494384766,100.0,-46.46663245999999
1039,380,,,,,-47.82337951,,38000,100.0,36,,,
1044,384,0.0003,38299,0.0305789802223444,0.07504120469093323,-47.68977583,0.008765937760472298,38400,100.0,36,30.068744659423828,,
,,0.0003,38399,0.024076566100120544,-0.5969703793525696,,0.008783411234617233,38500,,,30.3323974609375,100.0,-44.925367120000004
1056,388,0.0003,38699,0.03150621056556702,-1.4722970724105835,-47.716515770000015,0.008786313235759735,38800,100.0,36,31.054996490478516,,
,,0.0003,38899,0.02742733247578144,1.1536693572998047,,0.008728686720132828,39000,,,30.486526489257812,100.0,-45.484032559999996
1069,392,0.0003,39099,0.02294958010315895,-0.4941849410533905,-47.759517779999996,0.00872029084712267,39200,100.0,36,30.795087814331055,,
,,0.0003,39399,0.026539523154497147,0.3069024980068207,,0.008720499463379383,39500,,,30.69213104248047,100.0,-41.755737679999996
1081,396,0.0003,39499,0.025755412876605988,-0.6418089866638184,-47.50174159000001,0.008726567961275578,39600,100.0,36,31.329383850097656,,
,,0.0003,39899,0.027262438088655472,-0.702619731426239,,0.008673054166138172,40000,,,31.052860260009766,100.0,-44.69988592
1094,400,,,,,-47.15088882000002,,40000,100.0,36,,,
1099,404,0.0003,40299,0.03515872359275818,-0.7804198265075684,-46.86298054000001,0.008638783358037472,40400,100.0,36,31.53691864013672,,
,,0.0003,40399,0.0240761898458004,2.633335828781128,,0.008619654923677444,40500,,,31.414718627929688,100.0,-44.8620087
1111,408,0.0003,40699,0.030377008020877838,0.8088457584381104,-46.73368364000002,0.008563504554331303,40800,100.0,36,31.248884201049805,,
,,0.0003,40899,0.028949417173862457,-0.07015153765678406,,0.0085315415635705,41000,,,31.330875396728516,100.0,-39.241153819999994
1124,412,0.0003,41099,0.022133760154247284,0.3137056231498718,-46.56741166,0.008523966185748577,41200,100.0,36,31.36212921142578,,
,,0.0003,41399,0.029513217508792877,0.27624383568763733,,0.00851344969123602,41500,,,31.831207275390625,100.0,-42.863826280000005
1136,416,0.0003,41499,0.023912113159894943,1.4452881813049316,-46.13195652999999,0.008460544981062412,41600,100.0,36,31.856502532958984,,
,,0.0003,41899,0.02198907360434532,1.5455906391143799,,0.00857414398342371,42000,,,32.03850555419922,100.0,-42.22709374
1149,420,,,,,-46.29486534999999,,42000,100.0,36,,,
1154,424,0.0003,42299,0.025483492761850357,0.08543112128973007,-45.914203,0.008639620617032051,42400,100.0,36,32.03868865966797,,
,,0.0003,42399,0.025200728327035904,1.3933980464935303,,0.008659797720611095,42500,,,31.79222869873047,100.0,-43.44501254
1166,428,0.0003,42699,0.028478804975748062,-2.2642664909362793,-45.932589809999996,0.008694648742675781,42800,100.0,36,32.47650146484375,,
,,0.0003,42899,0.024603649973869324,0.6776752471923828,,0.008657979778945446,43000,,,32.2808723449707,100.0,-43.741510780000006
1179,432,0.0003,43099,0.03485790640115738,2.0502846240997314,-45.77973858999999,0.008651596494019032,43200,100.0,36,32.318458557128906,,
,,0.0003,43399,0.03479820489883423,-0.32329505681991577,,0.00868544913828373,43500,,,32.237918853759766,100.0,-40.70846942
1191,436,0.0003,43499,0.025885194540023804,1.3205657005310059,-45.59027727999999,0.008681626990437508,43600,100.0,36,32.926055908203125,,
,,0.0003,43899,0.031190648674964905,0.18616199493408203,,0.008717946708202362,44000,,,32.87481689453125,100.0,-38.681135620000006
1204,440,,,,,-45.368518699999996,,44000,100.0,36,,,
1209,444,0.0003,44299,0.030993208289146423,-0.6045379042625427,-45.19339509999999,0.008731122128665447,44400,100.0,36,33.2077751159668,,
,,0.0003,44399,0.030073359608650208,1.1718741655349731,,0.008754964917898178,44500,,,32.729522705078125,100.0,-38.77671744
1221,448,0.0003,44699,0.04747297242283821,0.2353929877281189,-45.07941464,0.008760242722928524,44800,100.0,36,32.95133972167969,,
,,0.0003,44899,0.027404773980379105,1.3321096897125244,,0.008748074062168598,45000,,,33.30885314941406,100.0,-38.97718178
1234,452,0.0003,45099,0.03232944384217262,-0.8680459260940552,-44.68560241,0.008737289346754551,45200,100.0,36,33.28152847290039,,
,,0.0003,45399,0.03147431090474129,1.3032519817352295,,0.008842136710882187,45500,,,33.71929931640625,100.0,-37.665380400000004
1246,456,0.0003,45499,0.0241786427795887,2.339393138885498,-44.38631358000001,0.00883529707789421,45600,100.0,36,33.81427001953125,,
,,0.0003,45899,0.038517966866493225,-0.48780202865600586,,0.008815450593829155,46000,,,34.08409118652344,100.0,-40.220167
1259,460,,,,,-44.006618059999994,,46000,100.0,36,,,
1264,464,0.0003,46299,0.029553521424531937,-0.07344795018434525,-43.40015916999999,0.00895372312515974,46400,100.0,36,33.95943069458008,,
,,0.0003,46399,0.03349537402391434,1.03244948387146,,0.008992733433842659,46500,,,34.228431701660156,100.0,-35.28347984
1276,468,0.0003,46699,0.03035302460193634,-0.4624311029911041,-42.8785375,0.008969700895249844,46800,100.0,36,33.79057312011719,,
,,0.0003,46899,0.026705019176006317,-2.1152477264404297,,0.009045371785759926,47000,,,33.96992874145508,100.0,-40.66380632
1288,472,0.0003,47099,0.03077089972794056,0.37444061040878296,-42.75872966,0.008998510427772999,47200,100.0,36,33.91605758666992,,
,,0.0003,47399,0.040021754801273346,-0.4002980589866638,,0.00903372559696436,47500,,,34.32667541503906,100.0,-40.94938984
1301,476,0.0003,47499,0.033652402460575104,-0.16204480826854706,-42.64296273,0.009012904949486256,47600,100.0,36,34.52845764160156,,
,,0.0003,47899,0.04071320593357086,-2.2609024047851562,,0.00900912843644619,48000,,,34.2059440612793,100.0,-41.03333052
1313,480,,,,,-42.53927154,,48000,100.0,36,,,
1318,484,0.0003,48299,0.03804348409175873,1.5991023778915405,-42.49851592000001,0.00899175088852644,48400,100.0,36,34.503395080566406,,
,,0.0003,48399,0.03766217082738876,2.1021690368652344,,0.009074641391634941,48500,,,34.4991340637207,100.0,-39.398374399999994
1330,488,0.0003,48699,0.026920316740870476,1.02834951877594,-42.059459960000005,0.00907060969620943,48800,100.0,36,34.46818542480469,,
,,0.0003,48899,0.04268250614404678,-0.6260207891464233,,0.00910486001521349,49000,,,35.36443328857422,100.0,-38.63279358
1343,492,0.0003,49099,0.03713902086019516,0.12856802344322205,-41.57120795,0.009116198867559433,49200,100.0,36,34.87351989746094,,
,,0.0003,49399,0.034793920814991,-0.35659173130989075,,0.0091329887509346,49500,,,34.85490798950195,100.0,-36.9166318
1355,496,0.0003,49499,0.03871910274028778,-0.6968784332275391,-41.61699360000001,0.009171943180263042,49600,100.0,36,34.714744567871094,,
