time/fps,train/critic_loss,rollout/ep_len_mean,train/learning_rate,train/actor_loss,train/ent_coef_loss,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/episodes,time/total_timesteps,train/ent_coef,eval/mean_reward,eval/mean_ep_length
36,0.001920713810250163,100.0,0.0003,22.57432746887207,-1.1880319118499756,31328,1139499,-28.534694309999995,11396,1139600,0.007106682751327753,,
,0.0021301282104104757,,0.0003,22.734485626220703,-0.2926226258277893,,1139899,,,1140000,0.007006052415817976,-26.721484119999996,100.0
36,,100.0,,,,31340,,-28.597732139999998,11400,1140000,,,
36,0.0019233119674026966,100.0,0.0003,22.58553695678711,-0.0954444408416748,31346,1140299,-28.520303459999994,11404,1140400,0.0068821534514427185,,
,0.003817926626652479,,0.0003,22.547405242919922,-0.49206486344337463,,1140399,,,1140500,0.006984903942793608,-26.85237916,100.0
36,0.0016215979121625423,100.0,0.0003,22.521068572998047,-1.7783857583999634,31358,1140699,-28.56421768,11408,1140800,0.0069962977431714535,,
,0.0018241412471979856,,0.0003,22.2220458984375,-0.4902251064777374,,1140899,,,1141000,0.007018313277512789,-26.946667360000003,100.0
36,0.0022918065078556538,100.0,0.0003,22.61666488647461,1.1547298431396484,31371,1141099,-28.650021200000005,11412,1141200,0.00702765304595232,,
,0.0019078340847045183,,0.0003,22.201807022094727,1.0680232048034668,,1141399,,,1141500,0.007195441517978907,-26.925008420000005,100.0
36,0.0021644877269864082,100.0,0.0003,22.14368438720703,-0.9535027742385864,31383,1141499,-28.657717139999995,11416,1141600,0.007161526475101709,,
,0.0017424402758479118,,0.0003,22.730249404907227,0.10644984245300293,,1141899,,,1142000,0.00721370754763484,-26.699091459999998,100.0
36,,100.0,,,,31395,,-28.74779028,11420,1142000,,,
36,0.0025820292066782713,100.0,0.0003,22.591346740722656,0.5822042226791382,31401,1142299,-28.84815286,11424,1142400,0.00693465955555439,,
,0.002520487178117037,,0.0003,22.712848663330078,0.6239354014396667,,1142399,,,1142500,0.007015974726527929,-26.757278020000005,100.0
36,0.002464838558807969,100.0,0.0003,22.685684204101562,0.48051583766937256,31413,1142699,-28.87649218,11428,1142800,0.007040062919259071,,
,0.0031332436483353376,,0.0003,23.209796905517578,-0.7919018268585205,,1142899,,,1143000,0.007138993591070175,-27.5980381,100.0
36,0.003615205641835928,100.0,0.0003,22.322893142700195,-0.29385751485824585,31426,1143099,-28.9571936,11432,1143200,0.007272785063832998,,
,0.001761096529662609,,0.0003,22.488853454589844,0.3374537229537964,,1143399,,,1143500,0.007103393319994211,-26.894312880000008,100.0
36,0.001585682388395071,100.0,0.0003,22.555755615234375,-0.4128868579864502,31438,1143499,-28.88321337,11436,1143600,0.007126313634216785,,
,0.0026050338055938482,,0.0003,22.31528663635254,0.9143733978271484,,1143899,,,1144000,0.007075818255543709,-27.14130504,100.0
36,,100.0,,,,31451,,-28.78049908,11440,1144000,,,
36,0.0020220750011503696,100.0,0.0003,22.501487731933594,-0.58842933177948,31456,1144299,-28.751535590000003,11444,1144400,0.007022926118224859,,
,0.0017367806285619736,,0.0003,22.69423484802246,1.6835241317749023,,1144399,,,1144500,0.007061860058456659,-26.94135248,100.0
36,0.0021175986621528864,100.0,0.0003,22.602645874023438,-0.9440597891807556,31469,1144699,-28.782301580000002,11448,1144800,0.007029606960713863,,
,0.0022403807379305363,,0.0003,22.85943031311035,-0.12417110800743103,,1144899,,,1145000,0.007025615777820349,-27.05397896,100.0
36,0.0023711249232292175,100.0,0.0003,22.545791625976562,0.43238434195518494,31481,1145099,-28.781785660000004,11452,1145200,0.007131991442292929,,
,0.0028445376083254814,,0.0003,22.544208526611328,-0.5142440795898438,,1145399,,,1145500,0.00701194116845727,-27.081968939999996,100.0
36,0.0023205475881695747,100.0,0.0003,22.88973045349121,0.09783068299293518,31494,1145499,-28.8004423,11456,1145600,0.007015550043433905,,
,0.002329564653337002,,0.0003,22.34369659423828,0.5474259853363037,,1145899,,,1146000,0.007066347170621157,-26.804568800000002,100.0
36,,100.0,,,,31506,,-28.909604820000006,11460,1146000,,,
36,0.0030178269371390343,100.0,0.0003,22.69594955444336,-0.10320168733596802,31512,1146299,-28.952984500000003,11464,1146400,0.006970859598368406,,
,0.0019370680674910545,,0.0003,22.044076919555664,1.2433803081512451,,1146399,,,1146500,0.007097918540239334,-27.07570844,100.0
36,0.0020754863508045673,100.0,0.0003,22.457427978515625,-0.25037896633148193,31524,1146699,-28.828522619999994,11468,1146800,0.00717213423922658,,
,0.0019974694587290287,,0.0003,22.394180297851562,0.004635229706764221,,1146899,,,1147000,0.007212967611849308,-26.9174689,100.0
36,0.002551104873418808,100.0,0.0003,22.743181228637695,0.1844601184129715,31537,1147099,-28.737241100000002,11472,1147200,0.007061755750328302,,
,0.0026702862232923508,,0.0003,22.884510040283203,0.34602755308151245,,1147399,,,1147500,0.007057369686663151,-26.786782519999996,100.0
36,0.0015303657855838537,100.0,0.0003,22.596473693847656,1.070159912109375,31549,1147499,-28.761213930000007,11476,1147600,0.007046589162200689,,
,0.0018894007662311196,,0.0003,22.663299560546875,0.5935263633728027,,1147899,,,1148000,0.007089306600391865,-27.003267840000003,100.0
36,,100.0,,,,31561,,-28.776742810000002,11480,1148000,,,
36,0.002435429021716118,100.0,0.0003,22.45977020263672,-0.21220362186431885,31567,1148299,-28.737726729999995,11484,1148400,0.006937437690794468,,
,0.0022437148727476597,,0.0003,22.46692657470703,-0.7788280844688416,,1148399,,,1148500,0.007009102962911129,-27.036230460000002,100.0
36,0.0015651383437216282,100.0,0.0003,22.373191833496094,-1.4378440380096436,31580,1148699,-28.729155459999998,11488,1148800,0.007022142875939608,,
,0.002309659728780389,,0.0003,22.68913459777832,-0.1447649747133255,,1148899,,,1149000,0.007101771421730518,-27.08644382,100.0
36,0.0021832878701388836,100.0,0.0003,22.555219650268555,0.0010831654071807861,31592,1149099,-28.764931330000003,11492,1149200,0.0070507158525288105,,
,0.0021991778630763292,,0.0003,22.56249237060547,-0.4858613610267639,,1149399,,,1149500,0.007085548248142004,-27.000814200000004,100.0
36,0.002273060381412506,100.0,0.0003,22.53768539428711,0.913682758808136,31604,1149499,-28.773718009999996,11496,1149600,0.007031363435089588,,
,0.002760490635409951,,0.0003,22.599149703979492,0.7506090998649597,,1149899,,,1150000,0.007060957606881857,-26.843151900000002,100.0
36,,100.0,,,,31617,,-28.782275380000005,11500,1150000,,,
36,0.0023369044065475464,100.0,0.0003,22.647253036499023,-0.5329132676124573,31622,1150299,-28.76228619,11504,1150400,0.006944328546524048,,
,0.0016963115194812417,,0.0003,22.653339385986328,-0.8357133269309998,,1150399,,,1150500,0.006984044797718525,-27.053963519999996,100.0
36,0.0021031235810369253,100.0,0.0003,22.820711135864258,-0.5151883363723755,31635,1150699,-28.69204692,11508,1150800,0.007180418353527784,,
,0.0045999824069440365,,0.0003,22.52349853515625,-0.8627434968948364,,1150899,,,1151000,0.0069628432393074036,-26.85987646,100.0
36,0.0021192352287471294,100.0,0.0003,22.16633415222168,-0.6298564672470093,31647,1151099,-28.76006711,11512,1151200,0.007048164959996939,,
,0.0019668960012495518,,0.0003,22.68341636657715,-0.4105191230773926,,1151399,,,1151500,0.0071866256184875965,-26.97874632,100.0
36,0.0017231134697794914,100.0,0.0003,22.408098220825195,-0.2886360287666321,31660,1151499,-28.648267840000003,11516,1151600,0.0071721686981618404,,
,0.00205772602930665,,0.0003,22.02895736694336,-0.1780317723751068,,1151899,,,1152000,0.006952820345759392,-26.951183879999995,100.0
36,,100.0,,,,31672,,-28.66110931,11520,1152000,,,
36,0.0037363641895353794,100.0,0.0003,22.410663604736328,-0.12959784269332886,31678,1152299,-28.708024969999997,11524,1152400,0.007184425834566355,,
,0.002863251604139805,,0.0003,22.78836441040039,0.12298241257667542,,1152399,,,1152500,0.007166582625359297,-27.209563800000005,100.0
36,0.0025672349147498608,100.0,0.0003,23.028644561767578,-0.31564435362815857,31690,1152699,-28.621116309999998,11528,1152800,0.0072587537579238415,,
,0.0024319011718034744,,0.0003,22.82164192199707,0.08735212683677673,,1152899,,,1153000,0.0071577574126422405,-26.941941879999995,100.0
36,0.0021237782202661037,100.0,0.0003,22.96866226196289,0.2157895714044571,31703,1153099,-28.547557369999996,11532,1153200,0.007252225186675787,,
,0.002076629549264908,,0.0003,22.639646530151367,1.1777418851852417,,1153399,,,1153500,0.0071602254174649715,-27.170624779999997,100.0
36,0.002628845162689686,100.0,0.0003,22.3703670501709,-0.49062904715538025,31715,1153499,-28.4667635,11536,1153600,0.0071609667502343655,,
,0.0030705835670232773,,0.0003,22.310585021972656,-0.4030313789844513,,1153899,,,1154000,0.00723453052341938,-27.165045759999998,100.0
36,,100.0,,,,31728,,-28.608641439999992,11540,1154000,,,
36,0.0023451941087841988,100.0,0.0003,22.503768920898438,-0.4347359836101532,31733,1154299,-28.7083851,11544,1154400,0.007086568977683783,,
,0.0017995182424783707,,0.0003,22.472105026245117,-0.010815147310495377,,1154399,,,1154500,0.00705995736643672,-27.241327720000005,100.0
36,0.002234380692243576,100.0,0.0003,22.497608184814453,-0.6168406009674072,31746,1154699,-28.700436359999994,11548,1154800,0.0073721203953027725,,
,0.0019354185787960887,,0.0003,22.509307861328125,-0.7806002497673035,,1154899,,,1155000,0.007232527248561382,-26.939650599999997,100.0
36,0.0020705582574009895,100.0,0.0003,22.56229591369629,1.7340611219406128,31758,1155099,-28.88990336000001,11552,1155200,0.007247198838740587,,
,0.003363463096320629,,0.0003,22.68381690979004,-0.7126833200454712,,1155399,,,1155500,0.007170150987803936,-26.87551652,100.0
36,0.004945530090481043,100.0,0.0003,22.78105354309082,0.34231626987457275,31771,1155499,-28.867924890000005,11556,1155600,0.0071515110321342945,,
,0.003544611856341362,,0.0003,22.464588165283203,-0.0462057888507843,,1155899,,,1156000,0.007175558712333441,-26.82228578,100.0
36,,100.0,,,,31783,,-28.827188060000008,11560,1156000,,,
36,0.0027547692880034447,100.0,0.0003,22.71728515625,1.5777219533920288,31788,1156299,-28.829348449999998,11564,1156400,0.007082103285938501,,
,0.004021225497126579,,0.0003,22.75605010986328,0.12401676177978516,,1156399,,,1156500,0.007076017092913389,-26.8968286,100.0
36,0.0021985440980643034,100.0,0.0003,22.717390060424805,0.04144224524497986,31801,1156699,-28.71419612,11568,1156800,0.007043810561299324,,
,0.0019304698798805475,,0.0003,22.839061737060547,0.4906403720378876,,1156899,,,1157000,0.00710225198417902,-26.6987438,100.0
36,0.0017458447255194187,100.0,0.0003,22.305503845214844,0.1349802315235138,31813,1157099,-28.82708838,11572,1157200,0.0070692384615540504,,
,0.0030881138518452644,,0.0003,22.716712951660156,0.07314065098762512,,1157399,,,1157500,0.007107964251190424,-26.941152459999998,100.0
36,0.001987267518416047,100.0,0.0003,22.547008514404297,0.9800772070884705,31826,1157499,-28.674956699999992,11576,1157600,0.007134933024644852,,
,0.003016399685293436,,0.0003,22.715553283691406,-0.7969266176223755,,1157899,,,1158000,0.007118085399270058,-27.148123419999997,100.0
36,,100.0,,,,31838,,-28.79901167999999,11580,1158000,,,
36,0.0019550095312297344,100.0,0.0003,22.230998992919922,0.1319785714149475,31844,1158299,-28.78440671,11584,1158400,0.00710090110078454,,
,0.0026422152295708656,,0.0003,22.623613357543945,-0.26365596055984497,,1158399,,,1158500,0.007140297442674637,-26.954222100000006,100.0
36,0.0029230404179543257,100.0,0.0003,22.74224090576172,-0.12432932108640671,31856,1158699,-28.682648869999994,11588,1158800,0.00707575399428606,,
,0.002046700334176421,,0.0003,22.469547271728516,-1.0942658185958862,,1158899,,,1159000,0.007158341351896524,-26.84773584,100.0
36,0.0024543150793761015,100.0,0.0003,22.454809188842773,-1.2864042520523071,31869,1159099,-28.72376197,11592,1159200,0.007149458862841129,,
,0.0033126475755125284,,0.0003,22.88054847717285,0.6391215324401855,,1159399,,,1159500,0.007056168280541897,-26.793603159999996,100.0
36,0.003323539160192013,100.0,0.0003,22.301097869873047,0.69505774974823,31881,1159499,-28.833519759999998,11596,1159600,0.007127408403903246,,
,0.001792997820302844,,0.0003,22.360679626464844,0.00965002179145813,,1159899,,,1160000,0.007104897405952215,-26.901516840000003,100.0
36,,100.0,,,,31894,,-28.920456639999994,11600,1160000,,,
36,0.0026740902103483677,100.0,0.0003,22.533124923706055,-0.33536607027053833,31899,1160299,-28.945178269999996,11604,1160400,0.0070346808061003685,,
,0.0024103187024593353,,0.0003,22.75130844116211,1.5613423585891724,,1160399,,,1160500,0.007055585738271475,-26.756757139999994,100.0
36,0.0038476302288472652,100.0,0.0003,22.627702713012695,0.11424654722213745,31911,1160699,-28.85369872,11608,1160800,0.006998850032687187,,
,0.0044034868478775024,,0.0003,22.431167602539062,0.6747814416885376,,1160899,,,1161000,0.007204446941614151,-26.835422999999995,100.0
36,0.0024351109750568867,100.0,0.0003,22.667497634887695,1.0616228580474854,31924,1161099,-28.773134170000002,11612,1161200,0.007070215884596109,,
,0.0024465962778776884,,0.0003,22.225818634033203,0.2334229052066803,,1161399,,,1161500,0.007070215884596109,-27.18543242,100.0
36,0.0026829345151782036,100.0,0.0003,22.338773727416992,-1.6125798225402832,31937,1161499,-28.87897,11616,1161600,0.0071478188037872314,,
,0.0033027271274477243,,0.0003,22.59117889404297,-0.5375422835350037,,1161899,,,1162000,0.007251813542097807,-26.9134249,100.0
36,,100.0,,,,31949,,-28.774892880000003,11620,1162000,,,
36,0.0051867105066776276,100.0,0.0003,22.426013946533203,-0.5411302447319031,31954,1162299,-28.71577337,11624,1162400,0.00714655127376318,,
,0.002525754738599062,,0.0003,22.624736785888672,0.3766931891441345,,1162399,,,1162500,0.0071762907318770885,-26.75851846,100.0
36,0.0020045589189976454,100.0,0.0003,22.39148712158203,0.13493019342422485,31967,1162699,-28.992541669999994,11628,1162800,0.00708349421620369,,
,0.0022725265007466078,,0.0003,22.221107482910156,-1.1093021631240845,,1162899,,,1163000,0.006967572495341301,-26.567307539999998,100.0
36,0.0021675345487892628,100.0,0.0003,22.400455474853516,-0.12119811773300171,31979,1163099,-28.909451629999992,11632,1163200,0.0071249413304030895,,
,0.0028304425068199635,,0.0003,23.062990188598633,0.06849107146263123,,1163399,,,1163500,0.006938185077160597,-26.78719102,100.0
36,0.002088826149702072,100.0,0.0003,22.49529266357422,-0.4682803153991699,31991,1163499,-29.02229916,11636,1163600,0.007119005545973778,,
,0.0037285983562469482,,0.0003,22.357009887695312,0.3661489486694336,,1163899,,,1164000,0.006972003262490034,-26.705917839999998,100.0
36,,100.0,,,,32004,,-29.077451309999997,11640,1164000,,,
36,0.002673968207091093,100.0,0.0003,22.760290145874023,-0.6567707657814026,32009,1164299,-28.91748917,11644,1164400,0.007095783017575741,,
,0.0031126998364925385,,0.0003,22.566486358642578,0.17381501197814941,,1164399,,,1164500,0.007059627678245306,-26.697941420000006,100.0
36,0.0021413536742329597,100.0,0.0003,22.53236198425293,-0.20164890587329865,32022,1164699,-28.94253661,11648,1164800,0.007139871828258038,,
,0.0028272320050746202,,0.0003,22.732009887695312,0.6576324105262756,,1164899,,,1165000,0.007042164448648691,-26.682310460000004,100.0
36,0.002300031017512083,100.0,0.0003,22.3316650390625,-0.9995486736297607,32034,1165099,-28.762806949999998,11652,1165200,0.007222742307931185,,
,0.001961719710379839,,0.0003,22.56961441040039,-0.4311269223690033,,1165399,,,1165500,0.007044230122119188,-26.63373216,100.0
36,0.0023082662373781204,100.0,0.0003,22.475582122802734,0.7028158903121948,32046,1165499,-28.573668020000003,11656,1165600,0.007055404596030712,,
,0.0020349586848169565,,0.0003,22.381824493408203,-0.8410536050796509,,1165899,,,1166000,0.007230154238641262,-26.58669614,100.0
36,,100.0,,,,32059,,-28.579684080000007,11660,1166000,,,
36,0.0023182439617812634,100.0,0.0003,22.67618179321289,-0.7138981819152832,32064,1166299,-28.493238760000004,11664,1166400,0.007290155626833439,,
,0.002486688317731023,,0.0003,22.65950584411621,-0.22424066066741943,,1166399,,,1166500,0.007229192648082972,-26.967292900000004,100.0
36,0.0028945649974048138,100.0,0.0003,22.198394775390625,-0.007523953914642334,32077,1166699,-28.63998041,11668,1166800,0.007029986474663019,,
,0.0020922257099300623,,0.0003,22.34972381591797,1.8236379623413086,,1166899,,,1167000,0.007204027846455574,-26.82746188,100.0
36,0.004778426140546799,100.0,0.0003,22.255496978759766,-0.40288466215133667,32089,1167099,-28.46326963,11672,1167200,0.0071984268724918365,,
,0.002081441693007946,,0.0003,22.208141326904297,1.47306227684021,,1167399,,,1167500,0.00703785102814436,-26.691864579999997,100.0
36,0.0024415273219347,100.0,0.0003,22.268024444580078,0.25113004446029663,32102,1167499,-28.364220299999996,11676,1167600,0.007110072765499353,,
,0.003684832016006112,,0.0003,22.411434173583984,-0.2656269669532776,,1167899,,,1168000,0.007215922698378563,-26.687611119999996,100.0
36,,100.0,,,,32114,,-28.210880959999994,11680,1168000,,,
36,0.005801445804536343,100.0,0.0003,22.338403701782227,1.355198860168457,32119,1168299,-28.2425439,11684,1168400,0.007108743768185377,,
,0.002589731477200985,,0.0003,22.248855590820312,-0.3391661047935486,,1168399,,,1168500,0.0070591093972325325,-26.9918347,100.0
36,0.0021365415304899216,100.0,0.0003,22.296852111816406,-0.299106627702713,32132,1168699,-28.25618243,11688,1168800,0.0072752307169139385,,
,0.002324629807844758,,0.0003,22.73287582397461,0.39325034618377686,,1168899,,,1169000,0.007281238213181496,-26.604901880000003,100.0
36,0.002542804926633835,100.0,0.0003,22.931047439575195,-0.155064195394516,32144,1169099,-28.13621904,11692,1169200,0.007281477563083172,,
,0.0015723113901913166,,0.0003,22.05168914794922,-2.1593008041381836,,1169399,,,1169500,0.007202364969998598,-26.739805859999997,100.0
36,0.002751822117716074,100.0,0.0003,22.71957778930664,0.8242631554603577,32157,1169499,-27.952681229999992,11696,1169600,0.007178850471973419,,
,0.0022605073172599077,,0.0003,22.781539916992188,0.5042481422424316,,1169899,,,1170000,0.006997311487793922,-26.51997572,100.0
36,,100.0,,,,32169,,-27.95611275,11700,1170000,,,
36,0.002388862194493413,100.0,0.0003,22.633502960205078,0.7387278079986572,32174,1170299,-27.879071019999998,11704,1170400,0.007145590148866177,,
,0.002402630401775241,,0.0003,22.65398406982422,1.438643455505371,,1170399,,,1170500,0.007144472561776638,-26.59598364,100.0
36,0.0029059937223792076,100.0,0.0003,22.62985610961914,0.22314199805259705,32187,1170699,-27.958208899999995,11708,1170800,0.007136440835893154,,
,0.001877927570603788,,0.0003,22.56586456298828,0.9063029885292053,,1170899,,,1171000,0.007168673910200596,-26.46625916,100.0
36,0.0026802271604537964,100.0,0.0003,22.485671997070312,-0.649027943611145,32199,1171099,-28.017016010000003,11712,1171200,0.007232734002172947,,
,0.0027311528101563454,,0.0003,22.441844940185547,0.4034990072250366,,1171399,,,1171500,0.00708868820220232,-26.60150892,100.0
36,0.0024869926273822784,100.0,0.0003,22.668869018554688,1.205823302268982,32212,1171499,-27.98567322,11716,1171600,0.007077396847307682,,
,0.0026080571115016937,,0.0003,22.316890716552734,-0.7595018744468689,,1171899,,,1172000,0.0072230142541229725,-26.610178239999996,100.0
36,,100.0,,,,32224,,-27.98939525,11720,1172000,,,
36,0.00234940811060369,100.0,0.0003,22.230323791503906,0.37583404779434204,32229,1172299,-28.01269235,11724,1172400,0.007091734558343887,,
,0.003024044679477811,,0.0003,22.907012939453125,-0.5804882049560547,,1172399,,,1172500,0.007200757972896099,-26.67797842,100.0
36,0.0017919838428497314,100.0,0.0003,22.47039794921875,0.1439163088798523,32242,1172699,-27.757476999999998,11728,1172800,0.007183953188359737,,
,0.0022430000826716423,,0.0003,22.563243865966797,0.06078418344259262,,1172899,,,1173000,0.007112537976354361,-26.70944294,100.0
36,0.002249849494546652,100.0,0.0003,22.82111930847168,0.8154757618904114,32254,1173099,-27.85915135,11732,1173200,0.0070817116647958755,,
,0.003057707566767931,,0.0003,22.586605072021484,-0.9330849647521973,,1173399,,,1173500,0.007106666453182697,-26.529689939999997,100.0
36,0.001955779967829585,100.0,0.0003,22.412446975708008,0.38374602794647217,32267,1173499,-27.785660840000002,11736,1173600,0.007114410400390625,,
,0.001501669641584158,,0.0003,22.19310760498047,-0.08388617634773254,,1173899,,,1174000,0.007036888040602207,-26.78655258,100.0
36,,100.0,,,,32279,,-27.6284941,11740,1174000,,,
36,0.0021816783118993044,100.0,0.0003,22.37346076965332,-1.0753862857818604,32284,1174299,-27.809139099999996,11744,1174400,0.007303005084395409,,
,0.0019925078377127647,,0.0003,21.962078094482422,0.3573061227798462,,1174399,,,1174500,0.007173598278313875,-26.60881522,100.0
36,0.004224571865051985,100.0,0.0003,21.999635696411133,-0.9065057039260864,32297,1174699,-27.920887219999994,11748,1174800,0.007122098468244076,,
,0.0025030162651091814,,0.0003,22.476123809814453,0.43765226006507874,,1174899,,,1175000,0.007170072756707668,-26.32777884,100.0
36,0.0036288395058363676,100.0,0.0003,22.474899291992188,0.5801913738250732,32309,1175099,-27.982145390000007,11752,1175200,0.007165421266108751,,
,0.003422143403440714,,0.0003,22.522546768188477,0.5506446361541748,,1175399,,,1175500,0.00720314821228385,-26.68647716,100.0
36,0.00170020735822618,100.0,0.0003,22.07501220703125,0.858073890209198,32321,1175499,-28.21871933,11756,1175600,0.0071417889557778835,,
,0.001805471139959991,,0.0003,22.212369918823242,0.1217486560344696,,1175899,,,1176000,0.0071858749724924564,-26.41428766,100.0
36,,100.0,,,,32334,,-28.169444740000003,11760,1176000,,,
36,0.002285021124407649,100.0,0.0003,23.01498031616211,1.2554101943969727,32339,1176299,-28.189055980000003,11764,1176400,0.007098538335412741,,
,0.002346392720937729,,0.0003,22.434871673583984,0.5565943717956543,,1176399,,,1176500,0.00702298991382122,-26.46953652,100.0
36,0.0015874013770371675,100.0,0.0003,22.654186248779297,0.07716679573059082,32351,1176699,-28.12069896,11768,1176800,0.006997939199209213,,
,0.002527379896491766,,0.0003,22.15524673461914,-0.6365644931793213,,1176899,,,1177000,0.00708271749317646,-26.556700799999998,100.0
36,0.002640794962644577,100.0,0.0003,22.380712509155273,-0.2455541342496872,32364,1177099,-28.320624719999998,11772,1177200,0.007173108868300915,,
,0.002333308570086956,,0.0003,22.347087860107422,-0.7984040379524231,,1177399,,,1177500,0.0071157608181238174,-26.50343838,100.0
36,0.003013549605384469,100.0,0.0003,22.302711486816406,-0.24028855562210083,32376,1177499,-28.42077045,11776,1177600,0.007121673319488764,,
,0.003970231860876083,,0.0003,22.861907958984375,1.105488657951355,,1177899,,,1178000,0.007205999456346035,-26.699613799999998,100.0
36,,100.0,,,,32388,,-28.490458930000003,11780,1178000,,,
36,0.002298539038747549,100.0,0.0003,22.71316146850586,-0.16083799302577972,32394,1178299,-28.51234359,11784,1178400,0.007085014600306749,,
,0.0028947792015969753,,0.0003,22.123823165893555,-0.5770858526229858,,1178399,,,1178500,0.007090706378221512,-26.55239414,100.0
36,0.0028397436253726482,100.0,0.0003,21.970476150512695,-0.2757408022880554,32406,1178699,-28.524066469999998,11788,1178800,0.007127687335014343,,
,0.0030665367376059294,,0.0003,22.306840896606445,-0.38599181175231934,,1178899,,,1179000,0.0072060441598296165,-26.5960778,100.0
36,0.002784872194752097,100.0,0.0003,22.756916046142578,-0.3687187433242798,32419,1179099,-28.420406220000004,11792,1179200,0.00719694746658206,,
,0.0019185184501111507,,0.0003,22.349853515625,0.14106768369674683,,1179399,,,1179500,0.007139868102967739,-26.626593200000002,100.0
36,0.0017206830671057105,100.0,0.0003,22.288211822509766,0.6604253053665161,32431,1179499,-28.371713480000004,11796,1179600,0.00710675772279501,,
,0.002804491901770234,,0.0003,22.616615295410156,0.5988343954086304,,1179899,,,1180000,0.007248587906360626,-26.566410900000005,100.0
36,,100.0,,,,32443,,-28.13864633,11800,1180000,,,
36,0.0022253990173339844,100.0,0.0003,22.489620208740234,-0.44685816764831543,32449,1180299,-28.228965860000002,11804,1180400,0.007068281061947346,,
,0.001839224947616458,,0.0003,22.50310516357422,-0.7206922769546509,,1180399,,,1180500,0.007096054032444954,-26.48980682,100.0
36,0.0018142666667699814,100.0,0.0003,22.112478256225586,-0.4588123857975006,32461,1180699,-28.15294795,11808,1180800,0.007095874287188053,,
,0.0015230982098728418,,0.0003,22.340675354003906,0.28754502534866333,,1180899,,,1181000,0.007320611737668514,-26.49081168,100.0
36,0.0032396363094449043,100.0,0.0003,22.756669998168945,-0.7344829440116882,32473,1181099,-28.16852768,11812,1181200,0.007218741811811924,,
,0.004154474474489689,,0.0003,22.69108009338379,-0.6301440000534058,,1181399,,,1181500,0.007230713032186031,-26.340352980000002,100.0
36,0.002091584727168083,100.0,0.0003,22.554969787597656,0.30130070447921753,32486,1181499,-28.282067450000003,11816,1181600,0.007214725483208895,,
,0.0018566782819107175,,0.0003,22.464733123779297,0.4886755347251892,,1181899,,,1182000,0.007206426002085209,-26.75966092,100.0
36,,100.0,,,,32498,,-28.486629719999996,11820,1182000,,,
36,0.001888395519927144,100.0,0.0003,22.380889892578125,0.46941643953323364,32504,1182299,-28.399636169999997,11824,1182400,0.007165643386542797,,
,0.0015406159218400717,,0.0003,22.388607025146484,-0.012555718421936035,,1182399,,,1182500,0.007183260750025511,-26.519029760000002,100.0
36,0.0020758251193910837,100.0,0.0003,22.10225486755371,-0.7063987851142883,32516,1182699,-28.51359238,11828,1182800,0.007130209356546402,,
,0.0016873711720108986,,0.0003,22.387191772460938,-0.3940308690071106,,1182899,,,1183000,0.0071883187629282475,-26.592020199999993,100.0
36,0.0018736864440143108,100.0,0.0003,22.514331817626953,0.8473088145256042,32528,1183099,-28.557154440000005,11832,1183200,0.007086737547069788,,
,0.0033496003597974777,,0.0003,22.771778106689453,-1.6624335050582886,,1183399,,,1183500,0.0071949646808207035,-26.35370136,100.0
36,0.0018244646489620209,100.0,0.0003,22.98857879638672,0.07347802817821503,32540,1183499,-28.525554839999998,11836,1183600,0.007115743588656187,,
,0.0023238654248416424,,0.0003,22.61825942993164,-0.635657787322998,,1183899,,,1184000,0.007257234305143356,-26.648799580000006,100.0
36,,100.0,,,,32553,,-28.57929435,11840,1184000,,,
36,0.0023167645558714867,100.0,0.0003,22.107118606567383,-0.021636992692947388,32558,1184299,-28.52979297,11844,1184400,0.007216573227196932,,
,0.0028546852990984917,,0.0003,22.521224975585938,0.7197826504707336,,1184399,,,1184500,0.007253435906022787,-26.559151919999998,100.0
36,0.001632212195545435,100.0,0.0003,22.5399112701416,-0.7286409139633179,32571,1184699,-28.461873979999996,11848,1184800,0.007200851105153561,,
,0.0026141684502363205,,0.0003,22.754806518554688,-0.27467215061187744,,1184899,,,1185000,0.007171204313635826,-26.658922099999998,100.0
36,0.001868880819529295,100.0,0.0003,22.375736236572266,0.30685439705848694,32583,1185099,-28.43407436,11852,1185200,0.007250721100717783,,
,0.002644927240908146,,0.0003,22.550594329833984,0.5507276058197021,,1185399,,,1185500,0.007106937002390623,-26.60467894,100.0
36,0.0016616343054920435,100.0,0.0003,22.32516860961914,0.7664373517036438,32595,1185499,-28.260024930000004,11856,1185600,0.007156992796808481,,
,0.0019782825838774443,,0.0003,22.45119857788086,-0.6867464780807495,,1185899,,,1186000,0.007074178196489811,-26.371195120000003,100.0
36,,100.0,,,,32607,,-28.267507980000005,11860,1186000,,,
36,0.0020647295750677586,100.0,0.0003,22.571571350097656,-0.21701405942440033,32613,1186299,-28.305051159999998,11864,1186400,0.006989715155214071,,
,0.0015313602052628994,,0.0003,22.291996002197266,-0.401706725358963,,1186399,,,1186500,0.007076833862811327,-26.504491,100.0
36,0.0023039160296320915,100.0,0.0003,22.0213623046875,-0.8211171627044678,32625,1186699,-28.29599557,11868,1186800,0.007102285977452993,,
,0.0020804372616112232,,0.0003,22.152650833129883,-0.337961882352829,,1186899,,,1187000,0.007006997708231211,-26.772319980000002,100.0
