time/fps,train/critic_loss,rollout/ep_len_mean,train/learning_rate,train/actor_loss,train/ent_coef_loss,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/episodes,time/total_timesteps,train/ent_coef,eval/mean_reward,eval/mean_ep_length
36,0.015075407922267914,100.0,0.0003,30.524974822998047,-0.5092592835426331,6475,235499,-32.5690809,2356,235600,0.00819793064147234,,
,0.021654561161994934,,0.0003,30.912982940673828,-0.39037007093429565,,235899,,,236000,0.008213162422180176,-30.47257236,100.0
36,,100.0,,,,6487,,-32.626601519999994,2360,236000,,,
36,0.014241615310311317,100.0,0.0003,30.72504997253418,-1.4981486797332764,6493,236299,-32.5198278,2364,236400,0.008239400573074818,,
,0.020596060901880264,,0.0003,29.982746124267578,0.5009381771087646,,236399,,,236500,0.00813966989517212,-30.28454142,100.0
36,0.013031546957790852,100.0,0.0003,30.756851196289062,-0.6769384145736694,6505,236699,-32.54691291,2368,236800,0.008198614232242107,,
,0.0171433687210083,,0.0003,31.332412719726562,0.6811844706535339,,236899,,,237000,0.00818484928458929,-32.26438382,100.0
36,0.013466455042362213,100.0,0.0003,30.63442611694336,-0.012276232242584229,6517,237099,-32.6187695,2372,237200,0.008189592510461807,,
,0.021319391205906868,,0.0003,31.255064010620117,0.24464040994644165,,237399,,,237500,0.008194432593882084,-31.117952080000006,100.0
36,0.013557814061641693,100.0,0.0003,30.28491973876953,-1.0181877613067627,6530,237499,-32.68735499,2376,237600,0.00816462654620409,,
,0.017712898552417755,,0.0003,30.709789276123047,-0.3791956603527069,,237899,,,238000,0.008076188154518604,-31.130947180000003,100.0
36,,100.0,,,,6542,,-32.44448463999999,2380,238000,,,
36,0.01759905368089676,100.0,0.0003,30.8727970123291,1.2543102502822876,6547,238299,-32.033660940000004,2384,238400,0.008213327266275883,,
,0.019142383709549904,,0.0003,30.649459838867188,0.09008067846298218,,238399,,,238500,0.00824323296546936,-32.16909818,100.0
36,0.013998594135046005,100.0,0.0003,30.363887786865234,-0.19543220102787018,6560,238699,-32.02252784000001,2388,238800,0.008222375065088272,,
,0.014832702465355396,,0.0003,30.61785125732422,-0.3386593461036682,,238899,,,239000,0.008190416730940342,-31.11404748,100.0
36,0.017405396327376366,100.0,0.0003,31.24502182006836,0.05237188935279846,6572,239099,-32.21007834,2392,239200,0.008241986855864525,,
,0.0168006531894207,,0.0003,30.92284393310547,1.3911383152008057,,239399,,,239500,0.00810781680047512,-31.392321239999998,100.0
36,0.016277974471449852,100.0,0.0003,31.024803161621094,-0.20240575075149536,6584,239499,-32.3493121,2396,239600,0.00814132858067751,,
,0.01655850000679493,,0.0003,30.501811981201172,0.5615338683128357,,239899,,,240000,0.00820862501859665,-32.24530688,100.0
36,,100.0,,,,6597,,-32.39858567,2400,240000,,,
36,0.020684784278273582,100.0,0.0003,30.723514556884766,-0.3659984767436981,6602,240299,-32.300273309999994,2404,240400,0.008150634355843067,,
,0.01381709799170494,,0.0003,31.448814392089844,-0.3012884855270386,,240399,,,240500,0.008150829002261162,-30.90206798,100.0
36,0.021267782896757126,100.0,0.0003,30.949626922607422,-0.04056751728057861,6614,240699,-32.48740928,2408,240800,0.008208519779145718,,
,0.01896289363503456,,0.0003,30.839263916015625,-0.9189783334732056,,240899,,,241000,0.008192677982151508,-31.27054608,100.0
36,0.018279699608683586,100.0,0.0003,30.493091583251953,-0.4051124155521393,6626,241099,-32.4786667,2412,241200,0.008226681500673294,,
,0.01571495085954666,,0.0003,31.009754180908203,1.2050467729568481,,241399,,,241500,0.008199830539524555,-34.10069908,100.0
36,0.013931117951869965,100.0,0.0003,30.450389862060547,0.21316885948181152,6639,241499,-32.371522860000006,2416,241600,0.008206683211028576,,
,0.023782245814800262,,0.0003,30.635974884033203,-0.986739456653595,,241899,,,242000,0.008285426534712315,-31.28474548,100.0
36,,100.0,,,,6651,,-32.32999365,2420,242000,,,
36,0.01944364607334137,100.0,0.0003,30.42945098876953,1.024648666381836,6657,242299,-32.798385200000006,2424,242400,0.008211427368223667,,
,0.02039363421499729,,0.0003,30.94541358947754,-0.2372410148382187,,242399,,,242500,0.008217303082346916,-32.07417944,100.0
36,0.014954050071537495,100.0,0.0003,30.083351135253906,1.0694352388381958,6669,242699,-32.93592526,2428,242800,0.008262724615633488,,
,0.023415662348270416,,0.0003,30.553665161132812,-1.6466301679611206,,242899,,,243000,0.008270240388810635,-30.967879760000002,100.0
36,0.019351962953805923,100.0,0.0003,30.893299102783203,-0.49927857518196106,6681,243099,-32.835688850000004,2432,243200,0.00826274324208498,,
,0.020557526499032974,,0.0003,30.410400390625,0.06721284985542297,,243399,,,243500,0.008226289413869381,-30.928073579999996,100.0
36,0.014684539288282394,100.0,0.0003,30.75409698486328,-0.41497543454170227,6694,243499,-32.87388817,2436,243600,0.00820385105907917,,
,0.016466155648231506,,0.0003,30.975080490112305,0.4941498637199402,,243899,,,244000,0.008268044330179691,-30.90409232,100.0
36,,100.0,,,,6706,,-32.88347729,2440,244000,,,
36,0.021784890443086624,100.0,0.0003,30.464950561523438,0.14626502990722656,6711,244299,-33.01580895000001,2444,244400,0.00829942338168621,,
,0.015842363238334656,,0.0003,30.1156063079834,-0.413402259349823,,244399,,,244500,0.008320357650518417,-30.301584679999998,100.0
36,0.016712475568056107,100.0,0.0003,30.480606079101562,-0.002956002950668335,6724,244699,-33.14327208,2448,244800,0.008193042129278183,,
,0.015918288379907608,,0.0003,30.12049102783203,0.024315647780895233,,244899,,,245000,0.008272867649793625,-30.625106940000002,100.0
36,0.014053793624043465,100.0,0.0003,29.962703704833984,0.27650848031044006,6736,245099,-33.15063412999999,2452,245200,0.008302107453346252,,
,0.011862801387906075,,0.0003,29.656478881835938,0.5395119190216064,,245399,,,245500,0.008318481035530567,-31.12964234,100.0
36,0.01797819323837757,100.0,0.0003,30.204086303710938,-0.599119246006012,6748,245499,-33.36338363000001,2456,245600,0.008316398598253727,,
,0.014848928898572922,,0.0003,31.015987396240234,-0.8331720232963562,,245899,,,246000,0.008305960334837437,-30.528360239999998,100.0
36,,100.0,,,,6761,,-33.2419138,2460,246000,,,
36,0.01532188430428505,100.0,0.0003,30.48263168334961,-0.9878235459327698,6766,246299,-33.294891,2464,246400,0.00846586748957634,,
,0.018034176900982857,,0.0003,31.098186492919922,0.12809664011001587,,246399,,,246500,0.008396229706704617,-31.508839420000005,100.0
36,0.019146153703331947,100.0,0.0003,30.398292541503906,-1.105170726776123,6778,246699,-33.21916411,2468,246800,0.008253560401499271,,
,0.015954142436385155,,0.0003,30.751968383789062,0.5674152970314026,,246899,,,247000,0.008234514854848385,-30.769105959999997,100.0
36,0.016888121142983437,100.0,0.0003,30.16598892211914,0.6695666313171387,6791,247099,-33.105090010000005,2472,247200,0.008330476470291615,,
,0.019101954996585846,,0.0003,30.279638290405273,0.05037134140729904,,247399,,,247500,0.008138502016663551,-30.355668899999998,100.0
36,0.017726805061101913,100.0,0.0003,29.89907455444336,0.26390063762664795,6803,247499,-33.24048033,2476,247600,0.008136345073580742,,
,0.011394563131034374,,0.0003,29.66579246520996,0.3516146242618561,,247899,,,248000,0.008283502422273159,-30.411082,100.0
36,,100.0,,,,6815,,-33.36759809,2480,248000,,,
36,0.017296141013503075,100.0,0.0003,30.2115478515625,1.1516613960266113,6820,248299,-33.45205283,2484,248400,0.008179434575140476,,
,0.017494259402155876,,0.0003,30.531261444091797,0.017282426357269287,,248399,,,248500,0.00823523011058569,-31.366919339999995,100.0
36,0.013068494386970997,100.0,0.0003,30.033435821533203,-0.05894190073013306,6833,248699,-33.42293284,2488,248800,0.008284857496619225,,
,0.018564773723483086,,0.0003,30.121383666992188,0.9809608459472656,,248899,,,249000,0.008272883482277393,-30.341932200000006,100.0
36,0.018631717190146446,100.0,0.0003,30.033706665039062,-0.08701767772436142,6845,249099,-33.34807798,2492,249200,0.008219501934945583,,
,0.013586372137069702,,0.0003,30.05612564086914,0.9203872680664062,,249399,,,249500,0.008341092616319656,-32.148848879999996,100.0
36,0.018367107957601547,100.0,0.0003,30.35123634338379,0.8248300552368164,6857,249499,-33.27831063,2496,249600,0.008372733369469643,,
,0.01529654674232006,,0.0003,30.43796157836914,0.02237299084663391,,249899,,,250000,0.008360393345355988,-30.90294916,100.0
36,,100.0,,,,6869,,-33.267132069999995,2500,250000,,,
36,0.014043791219592094,100.0,0.0003,29.981136322021484,-0.29376929998397827,6875,250299,-33.13991953,2504,250400,0.008432588540017605,,
,0.01929728128015995,,0.0003,30.085180282592773,-1.0160280466079712,,250399,,,250500,0.008465144783258438,-30.696978979999997,100.0
36,0.023382671177387238,100.0,0.0003,30.74690055847168,0.357038676738739,6887,250699,-32.74331743,2508,250800,0.0084138885140419,,
,0.021272335201501846,,0.0003,31.14594078063965,-1.018202781677246,,250899,,,251000,0.00843305978924036,-32.06327324,100.0
36,0.016732992604374886,100.0,0.0003,30.418487548828125,0.8353723883628845,6899,251099,-32.86931072,2512,251200,0.008383743464946747,,
,0.01629585027694702,,0.0003,29.812294006347656,-0.3881092071533203,,251399,,,251500,0.008368773385882378,-30.68436884,100.0
36,0.014717929065227509,100.0,0.0003,30.104022979736328,0.6089550256729126,6911,251499,-32.95045808999999,2516,251600,0.008324258029460907,,
,0.01579538732767105,,0.0003,30.3050537109375,-0.09167325496673584,,251899,,,252000,0.008404437452554703,-31.288774919999994,100.0
36,,100.0,,,,6924,,-33.007939179999994,2520,252000,,,
36,0.015264486894011497,100.0,0.0003,29.157386779785156,0.7020258903503418,6929,252299,-32.67877678,2524,252400,0.008421755395829678,,
,0.014488248154520988,,0.0003,29.823471069335938,0.18256936967372894,,252399,,,252500,0.008471000008285046,-31.2503081,100.0
36,0.012900479137897491,100.0,0.0003,29.433250427246094,-0.5099376440048218,6941,252699,-32.48481082,2528,252800,0.00852868240326643,,
,0.024162018671631813,,0.0003,29.724651336669922,0.14469465613365173,,252899,,,253000,0.008474491536617279,-30.390851299999998,100.0
36,0.013916673138737679,100.0,0.0003,30.07096290588379,0.7353392839431763,6954,253099,-32.46839556,2532,253200,0.008549717254936695,,
,0.015473037958145142,,0.0003,29.755769729614258,-0.06287264823913574,,253399,,,253500,0.008632385171949863,-30.71796344,100.0
36,0.019083354622125626,100.0,0.0003,30.229997634887695,-0.5535038113594055,6966,253499,-32.347817209999995,2536,253600,0.008628244511783123,,
,0.014120390638709068,,0.0003,29.716617584228516,-0.3354801833629608,,253899,,,254000,0.008518322370946407,-30.455271659999998,100.0
36,,100.0,,,,6978,,-32.44247767,2540,254000,,,
36,0.015698976814746857,100.0,0.0003,29.496135711669922,0.6588764190673828,6984,254299,-32.259552129999996,2544,254400,0.00852426327764988,,
,0.017778823152184486,,0.0003,30.305809020996094,-1.1718623638153076,,254399,,,254500,0.008568724617362022,-30.32018542,100.0
36,0.019182275980710983,100.0,0.0003,29.67290496826172,0.49214017391204834,6996,254699,-32.21118338,2548,254800,0.008501932956278324,,
,0.02655930630862713,,0.0003,30.554168701171875,0.060797303915023804,,254899,,,255000,0.008454645052552223,-30.83781844,100.0
36,0.020436998456716537,100.0,0.0003,30.098186492919922,0.9101505279541016,7008,255099,-32.22109029999999,2552,255200,0.008535001426935196,,
,0.016366079449653625,,0.0003,30.1953067779541,1.727476954460144,,255399,,,255500,0.00848459079861641,-30.41760862,100.0
36,0.0159269068390131,100.0,0.0003,29.643321990966797,0.3323966860771179,7020,255499,-31.94937246,2556,255600,0.008542325347661972,,
,0.02104908600449562,,0.0003,30.15066909790039,-0.6353420615196228,,255899,,,256000,0.008576437830924988,-31.99423456,100.0
36,,100.0,,,,7033,,-31.962674000000003,2560,256000,,,
36,0.020632438361644745,100.0,0.0003,30.759870529174805,-0.9976233243942261,7038,256299,-31.854112050000005,2564,256400,0.008430562913417816,,
,0.014290476217865944,,0.0003,30.10086441040039,-1.3928320407867432,,256399,,,256500,0.008415456861257553,-31.51207998,100.0
36,0.018586494028568268,100.0,0.0003,29.51844596862793,0.45298677682876587,7050,256699,-31.838373760000003,2568,256800,0.008360540494322777,,
,0.014128993265330791,,0.0003,29.31072998046875,0.04437717795372009,,256899,,,257000,0.008384667336940765,-30.219673119999996,100.0
36,0.015017613768577576,100.0,0.0003,29.664127349853516,-0.8818233609199524,7062,257099,-31.966492669999997,2572,257200,0.008521479554474354,,
,0.018139967694878578,,0.0003,29.7052001953125,-0.3858456015586853,,257399,,,257500,0.008595602586865425,-30.407399180000002,100.0
36,0.015720516443252563,100.0,0.0003,29.25934410095215,0.11012457311153412,7075,257499,-31.70556408,2576,257600,0.008574659004807472,,
,0.015562506392598152,,0.0003,29.759855270385742,0.12846790254116058,,257899,,,258000,0.008552062325179577,-30.22653538,100.0
36,,100.0,,,,7087,,-31.48125132,2580,258000,,,
36,0.017405366525053978,100.0,0.0003,29.79701805114746,1.539400339126587,7092,258299,-31.47824993,2584,258400,0.00840363185852766,,
,0.017204303294420242,,0.0003,29.236642837524414,0.018317081034183502,,258399,,,258500,0.008419466204941273,-30.619517020000004,100.0
36,0.021940387785434723,100.0,0.0003,29.939247131347656,0.14814811944961548,7105,258699,-31.622919770000003,2588,258800,0.008429991081357002,,
,0.01787659339606762,,0.0003,29.920814514160156,-1.356817364692688,,258899,,,259000,0.008506465703248978,-31.011275060000003,100.0
36,0.02001814730465412,100.0,0.0003,30.272096633911133,1.1682933568954468,7117,259099,-31.86529283,2592,259200,0.0086017195135355,,
,0.017733369022607803,,0.0003,28.920269012451172,-0.9054280519485474,,259399,,,259500,0.008416094817221165,-31.747227860000002,100.0
36,0.012652862817049026,100.0,0.0003,29.26784896850586,-0.5360668897628784,7129,259499,-31.732099339999994,2596,259600,0.008407291024923325,,
,0.016782322898507118,,0.0003,29.695858001708984,0.42647600173950195,,259899,,,260000,0.00846602488309145,-30.69884846,100.0
36,,100.0,,,,7142,,-31.797027289999996,2600,260000,,,
36,0.027641311287879944,100.0,0.0003,29.24410629272461,1.1461896896362305,7147,260299,-31.84663128,2604,260400,0.008374965749680996,,
,0.018270820379257202,,0.0003,30.077987670898438,0.17823457717895508,,260399,,,260500,0.008463075384497643,-30.700210740000003,100.0
36,0.02654082700610161,100.0,0.0003,29.579652786254883,0.5338205695152283,7159,260699,-31.980576,2608,260800,0.008381980471313,,
,0.020977381616830826,,0.0003,29.457435607910156,-1.0431758165359497,,260899,,,261000,0.00834160577505827,-30.6981755,100.0
36,0.0188584141433239,100.0,0.0003,29.694316864013672,1.2072057723999023,7171,261099,-31.911428589999996,2612,261200,0.008452540263533592,,
,0.015794750303030014,,0.0003,29.3020076751709,0.15503132343292236,,261399,,,261500,0.00840561930090189,-30.30654416,100.0
36,0.01373910903930664,100.0,0.0003,29.628082275390625,-0.8127783536911011,7183,261499,-31.96130799,2616,261600,0.008450771681964397,,
,0.027553092688322067,,0.0003,29.971078872680664,-0.13957542181015015,,261899,,,262000,0.00846923515200615,-30.5581373,100.0
36,,100.0,,,,7196,,-31.8288071,2620,262000,,,
36,0.015512202866375446,100.0,0.0003,29.79491424560547,1.1894755363464355,7201,262299,-31.682415130000003,2624,262400,0.00845261663198471,,
,0.014533475041389465,,0.0003,29.132307052612305,-0.8122516870498657,,262399,,,262500,0.008463704027235508,-30.37750136,100.0
36,0.02092069387435913,100.0,0.0003,29.35450553894043,0.6509798765182495,7213,262699,-31.669948050000002,2628,262800,0.008356602862477303,,
,0.028568897396326065,,0.0003,29.621408462524414,-0.23372983932495117,,262899,,,263000,0.008358324877917767,-30.8665987,100.0
36,0.017736496403813362,100.0,0.0003,29.5751953125,0.3609377145767212,7225,263099,-31.874828810000004,2632,263200,0.008458015508949757,,
,0.015011314302682877,,0.0003,28.934043884277344,-0.7260469794273376,,263399,,,263500,0.008456350304186344,-30.202504819999998,100.0
36,0.02358669601380825,100.0,0.0003,29.887432098388672,-0.6582995653152466,7238,263499,-32.196357850000005,2636,263600,0.008442148566246033,,
,0.019431985914707184,,0.0003,29.493366241455078,0.619505763053894,,263899,,,264000,0.00841519609093666,-30.63195566,100.0
36,,100.0,,,,7250,,-32.245782219999995,2640,264000,,,
36,0.019040144979953766,100.0,0.0003,28.928184509277344,0.9605642557144165,7255,264299,-32.36137658999999,2644,264400,0.008374976925551891,,
,0.019764913246035576,,0.0003,30.12603187561035,-0.8234683275222778,,264399,,,264500,0.008440296165645123,-32.33551744,100.0
36,0.02226434089243412,100.0,0.0003,29.65863037109375,0.08902353048324585,7268,264699,-32.41882386999999,2648,264800,0.008382100611925125,,
,0.01341791171580553,,0.0003,29.29278564453125,-1.5243483781814575,,264899,,,265000,0.008221461437642574,-30.92565188,100.0
36,0.016976237297058105,100.0,0.0003,29.254953384399414,-0.39578258991241455,7280,265099,-32.474291029999996,2652,265200,0.008245371282100677,,
,0.016228802502155304,,0.0003,29.42640495300293,-0.7815427780151367,,265399,,,265500,0.00814125407487154,-31.040440500000003,100.0
36,0.018083231523633003,100.0,0.0003,29.066299438476562,-0.3010326623916626,7292,265499,-32.69569737,2656,265600,0.008183671161532402,,
,0.018639881163835526,,0.0003,29.037607192993164,0.05970385670661926,,265899,,,266000,0.00822252407670021,-31.259173099999998,100.0
36,,100.0,,,,7305,,-32.67933282,2660,266000,,,
36,0.0168183371424675,100.0,0.0003,29.569053649902344,0.1124471127986908,7310,266299,-32.743476879999996,2664,266400,0.008251947350800037,,
,0.021310899406671524,,0.0003,29.059274673461914,0.5211523771286011,,266399,,,266500,0.00823464896529913,-30.94999146,100.0
36,0.02261994034051895,100.0,0.0003,29.8076171875,1.0186636447906494,7322,266699,-32.895238060000004,2668,266800,0.008300112560391426,,
,0.018633555620908737,,0.0003,29.257556915283203,-0.2159062922000885,,266899,,,267000,0.008357846178114414,-29.872845300000005,100.0
36,0.015252543613314629,100.0,0.0003,29.269184112548828,0.3477528691291809,7334,267099,-32.73474129,2672,267200,0.0083347512409091,,
,0.02156805992126465,,0.0003,29.567529678344727,-1.513527274131775,,267399,,,267500,0.008239959366619587,-30.578336779999994,100.0
36,0.015532100573182106,100.0,0.0003,29.241933822631836,0.30652785301208496,7347,267499,-32.80639854,2676,267600,0.008236364461481571,,
,0.014686096459627151,,0.0003,28.99872589111328,0.8089079260826111,,267899,,,268000,0.00819774717092514,-31.231758019999997,100.0
36,,100.0,,,,7359,,-33.18074748000001,2680,268000,,,
36,0.022027458995580673,100.0,0.0003,28.685020446777344,0.5153347253799438,7364,268299,-33.310487869999996,2684,268400,0.008209955878555775,,
,0.014209132641553879,,0.0003,28.926490783691406,0.01772567629814148,,268399,,,268500,0.008231001906096935,-30.691645100000002,100.0
36,0.01902580074965954,100.0,0.0003,29.465190887451172,1.0913077592849731,7377,268699,-33.32340852,2688,268800,0.008180733770132065,,
,0.015829933807253838,,0.0003,29.471858978271484,1.2668578624725342,,268899,,,269000,0.008074667304754257,-30.679226059999998,100.0
36,0.021180732175707817,100.0,0.0003,28.811298370361328,0.467571496963501,7389,269099,-33.186960719999995,2692,269200,0.008216853253543377,,
,0.018609369173645973,,0.0003,29.06955337524414,0.85840904712677,,269399,,,269500,0.008171933703124523,-30.694135759999998,100.0
36,0.014319109730422497,100.0,0.0003,28.942771911621094,0.7552658915519714,7401,269499,-33.55279569,2696,269600,0.008171100169420242,,
,0.012993557378649712,,0.0003,28.389293670654297,-1.2712019681930542,,269899,,,270000,0.008250134065747261,-30.302388760000003,100.0
36,,100.0,,,,7414,,-33.35977235,2700,270000,,,
36,0.015042901039123535,100.0,0.0003,29.142139434814453,-0.01052294671535492,7419,270299,-33.343384789999995,2704,270400,0.008152089081704617,,
,0.013774965889751911,,0.0003,28.90253448486328,0.19296415150165558,,270399,,,270500,0.008156346157193184,-30.687753979999997,100.0
36,0.01685747131705284,100.0,0.0003,29.004491806030273,1.0173251628875732,7431,270699,-33.40156117,2708,270800,0.008194522932171822,,
,0.015302075073122978,,0.0003,28.623310089111328,0.14113390445709229,,270899,,,271000,0.008251798339188099,-30.222153780000003,100.0
36,0.016931161284446716,100.0,0.0003,28.972219467163086,0.30685335397720337,7444,271099,-33.487405079999995,2712,271200,0.008185980841517448,,
,0.016570916399359703,,0.0003,28.35275650024414,-0.42284294962882996,,271399,,,271500,0.008289334364235401,-30.74866402,100.0
36,0.015381431207060814,100.0,0.0003,29.229957580566406,0.9773458242416382,7456,271499,-33.53843371000001,2716,271600,0.008304217830300331,,
,0.010379559360444546,,0.0003,28.436420440673828,-1.2241425514221191,,271899,,,272000,0.008211901411414146,-30.01595186,100.0
36,,100.0,,,,7469,,-33.47007018,2720,272000,,,
36,0.014504482969641685,100.0,0.0003,28.653043746948242,0.4050952196121216,7474,272299,-33.45437768000001,2724,272400,0.00825729314237833,,
,0.017222100868821144,,0.0003,28.813335418701172,-1.0720853805541992,,272399,,,272500,0.008243456482887268,-30.544432200000003,100.0
36,0.0163147933781147,100.0,0.0003,28.624874114990234,-0.35199061036109924,7486,272699,-33.37924784,2728,272800,0.008203921839594841,,
,0.019041365012526512,,0.0003,29.444133758544922,0.030157215893268585,,272899,,,273000,0.00823295209556818,-30.20095174,100.0
36,0.020422250032424927,100.0,0.0003,28.54424285888672,0.09749676287174225,7498,273099,-33.311423500000004,2732,273200,0.00815754383802414,,
,0.014593487605452538,,0.0003,28.705482482910156,-0.6851874589920044,,273399,,,273500,0.008209506049752235,-30.18914338,100.0
36,0.013118932023644447,100.0,0.0003,28.362876892089844,-0.4604978859424591,7511,273499,-32.99337903,2736,273600,0.008139441721141338,,
,0.022491034120321274,,0.0003,28.381961822509766,0.5179414749145508,,273899,,,274000,0.008024110458791256,-30.19716262,100.0
36,,100.0,,,,7523,,-32.62313812,2740,274000,,,
36,0.01716487854719162,100.0,0.0003,29.527965545654297,-0.6552673578262329,7528,274299,-32.61724045,2744,274400,0.008032037876546383,,
,0.022968892008066177,,0.0003,28.539932250976562,-0.713955819606781,,274399,,,274500,0.008066277951002121,-29.68819622,100.0
36,0.018278637900948524,100.0,0.0003,28.910715103149414,1.1363641023635864,7540,274699,-32.68166382,2748,274800,0.008246523328125477,,
,0.01945905201137066,,0.0003,29.30997085571289,-0.9319716095924377,,274899,,,275000,0.008265100419521332,-30.072657020000005,100.0
36,0.021275758743286133,100.0,0.0003,28.92411231994629,-0.6014266610145569,7552,275099,-32.807357440000004,2752,275200,0.008336548693478107,,
,0.014240695163607597,,0.0003,28.90595245361328,1.6276576519012451,,275399,,,275500,0.008184903301298618,-30.266234600000004,100.0
36,0.015879519283771515,100.0,0.0003,28.785850524902344,0.6411649584770203,7565,275499,-32.58933576,2756,275600,0.008215618319809437,,
,0.025922298431396484,,0.0003,29.32028579711914,0.3069937825202942,,275899,,,276000,0.008468099869787693,-29.38531046,100.0
36,,100.0,,,,7578,,-32.57742929,2760,276000,,,
36,0.018648948520421982,100.0,0.0003,29.211288452148438,-0.02882632613182068,7583,276299,-32.518546289999996,2764,276400,0.008245470002293587,,
,0.020388320088386536,,0.0003,29.07813262939453,-1.9282259941101074,,276399,,,276500,0.008283331990242004,-30.2280966,100.0
36,0.018589790910482407,100.0,0.0003,28.93813705444336,1.381912112236023,7595,276699,-32.36032269,2768,276800,0.008380026556551456,,
,0.014007508754730225,,0.0003,28.824005126953125,-0.5774115920066833,,276899,,,277000,0.008298240602016449,-30.52067082,100.0
36,0.017651759088039398,100.0,0.0003,29.26406478881836,-1.0112218856811523,7607,277099,-32.58885653,2772,277200,0.008232630789279938,,
,0.015397602692246437,,0.0003,28.035429000854492,-0.003542006015777588,,277399,,,277500,0.00831356830894947,-30.094584680000004,100.0
36,0.01677751913666725,100.0,0.0003,28.731569290161133,-0.8250558972358704,7619,277499,-32.507488800000004,2776,277600,0.008329634554684162,,
,0.017164669930934906,,0.0003,28.786449432373047,-0.978134274482727,,277899,,,278000,0.0082382932305336,-30.777819720000004,100.0
36,,100.0,,,,7632,,-32.246456249999994,2780,278000,,,
36,0.02150845155119896,100.0,0.0003,28.744686126708984,-1.4675467014312744,7637,278299,-32.092762799999996,2784,278400,0.008166631683707237,,
,0.017425958067178726,,0.0003,29.046226501464844,0.441805899143219,,278399,,,278500,0.008123362436890602,-31.35334192,100.0
36,0.018952619284391403,100.0,0.0003,29.26398277282715,0.2232663780450821,7650,278699,-31.84020481,2788,278800,0.008186559192836285,,
,0.020843232050538063,,0.0003,29.41078758239746,0.5233230590820312,,278899,,,279000,0.008256761357188225,-30.73480248,100.0
36,0.019993167370557785,100.0,0.0003,28.85556411743164,-0.6839668154716492,7662,279099,-31.699198900000003,2792,279200,0.008292785845696926,,
,0.013797804713249207,,0.0003,28.413738250732422,0.35272103548049927,,279399,,,279500,0.008338364772498608,-29.756338320000005,100.0
36,0.014675939455628395,100.0,0.0003,28.444419860839844,0.7334049344062805,7675,279499,-31.730633160000004,2796,279600,0.008413703180849552,,
,0.015524317510426044,,0.0003,28.770376205444336,-0.8550033569335938,,279899,,,280000,0.008440529927611351,-29.97733384,100.0
36,,100.0,,,,7687,,-31.787688329999995,2800,280000,,,
36,0.017031658440828323,100.0,0.0003,28.339279174804688,-0.05620726943016052,7692,280299,-31.64673011,2804,280400,0.008341792970895767,,
,0.0175892673432827,,0.0003,28.35158920288086,1.187330961227417,,280399,,,280500,0.008326195180416107,-30.652188340000006,100.0
36,0.01708453893661499,100.0,0.0003,28.50615692138672,0.42977169156074524,7704,280699,-31.741074400000006,2808,280800,0.008214443922042847,,
,0.019495662301778793,,0.0003,28.643999099731445,-0.6076484322547913,,280899,,,281000,0.008284940384328365,-29.871981180000002,100.0
36,0.017268426716327667,100.0,0.0003,28.6922607421875,0.2563076317310333,7717,281099,-31.70864544,2812,281200,0.00836443342268467,,
,0.020433712750673294,,0.0003,28.632579803466797,0.8365976214408875,,281399,,,281500,0.008446074090898037,-30.901848699999995,100.0
36,0.018273886293172836,100.0,0.0003,28.71398162841797,-0.8061224222183228,7729,281499,-31.489173110000003,2816,281600,0.008431173861026764,,
,0.013979376293718815,,0.0003,28.516536712646484,0.10646000504493713,,281899,,,282000,0.008340866304934025,-29.97184042,100.0
36,,100.0,,,,7742,,-31.646157559999995,2820,282000,,,
36,0.022029928863048553,100.0,0.0003,28.87285614013672,-1.216644525527954,7747,282299,-31.865614889999993,2824,282400,0.008294331841170788,,
,0.014066314324736595,,0.0003,28.318313598632812,0.4143022298812866,,282399,,,282500,0.008342798799276352,-29.623727960000007,100.0
36,0.01894896663725376,100.0,0.0003,28.692481994628906,-0.025773316621780396,7759,282699,-32.11387731,2828,282800,0.008351834490895271,,
,0.019212953746318817,,0.0003,28.23260498046875,-0.502713143825531,,282899,,,283000,0.008348223753273487,-30.23442466,100.0
36,0.017015622928738594,100.0,0.0003,29.062557220458984,-0.41550102829933167,7772,283099,-32.01557594,2832,283200,0.008207407779991627,,
,0.017924554646015167,,0.0003,28.307113647460938,-1.2458741664886475,,283399,,,283500,0.008312823250889778,-30.104214140000003,100.0
36,0.01632567122578621,100.0,0.0003,28.304302215576172,-1.0884721279144287,7784,283499,-32.081031360000004,2836,283600,0.008323527872562408,,
,0.015767725184559822,,0.0003,28.39821434020996,0.6447208523750305,,283899,,,284000,0.00825145561248064,-30.347611279999995,100.0
36,,100.0,,,,7797,,-32.500177660000006,2840,284000,,,
36,0.014864589087665081,100.0,0.0003,28.834041595458984,-0.9650445580482483,7802,284299,-32.60084707,2844,284400,0.008292410522699356,,
,0.013680628500878811,,0.0003,28.243038177490234,-0.10787419974803925,,284399,,,284500,0.008228874765336514,-29.822501639999995,100.0
36,0.01972825452685356,100.0,0.0003,28.262371063232422,-0.8082147836685181,7814,284699,-32.511303850000004,2848,284800,0.008317648433148861,,
,0.02099461294710636,,0.0003,28.45654296875,-0.2409517616033554,,284899,,,285000,0.008386102505028248,-30.31941686,100.0
36,0.018100930377840996,100.0,0.0003,28.643177032470703,1.0561556816101074,7826,285099,-32.397762900000004,2852,285200,0.008401444181799889,,
