time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/n_updates,rollout/ep_len_mean,time/fps,time/episodes,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
,,0.059661298990249634,473500,473399,,,,49.3823356628418,0.001,-40.2598496,100.0
5896,-45.40819772999999,0.05725136026740074,473600,473499,100.0,80,4736,49.93319320678711,0.001,,
,,0.0705183818936348,474000,473899,,,,49.26274108886719,0.001,-42.554527480000004,100.0
5900,-45.29682524,,474000,,100.0,80,4740,,,,
5902,-45.29295458000001,0.06629257649183273,474400,474299,100.0,80,4744,49.50876998901367,0.001,,
,,0.06152617931365967,474500,474399,,,,49.8289794921875,0.001,-39.14229186,100.0
5906,-45.00801105000001,0.06999176740646362,474800,474699,100.0,80,4748,50.02383804321289,0.001,,
,,0.07942258566617966,475000,474899,,,,49.64021301269531,0.001,-38.1197642,100.0
5911,-45.01475693,0.10074810683727264,475200,475099,100.0,80,4752,49.06543731689453,0.001,,
,,0.05931677669286728,475500,475399,,,,49.50835418701172,0.001,-40.234359299999994,100.0
5915,-44.53279673,0.06257586926221848,475600,475499,100.0,80,4756,49.505126953125,0.001,,
,,0.06381945312023163,476000,475899,,,,49.27423095703125,0.001,-40.6671342,100.0
5920,-44.461752159999996,,476000,,100.0,80,4760,,,,
5921,-44.267770950000006,0.06834076344966888,476400,476299,100.0,80,4764,49.568634033203125,0.001,,
,,0.09339071810245514,476500,476399,,,,50.05724334716797,0.001,-42.316698300000006,100.0
5926,-44.009324310000004,0.08682644367218018,476800,476699,100.0,80,4768,48.96075439453125,0.001,,
,,0.08047480881214142,477000,476899,,,,49.39640808105469,0.001,-39.62816444,100.0
5930,-44.0054447,0.07443598657846451,477200,477099,100.0,80,4772,48.835960388183594,0.001,,
,,0.08813518285751343,477500,477399,,,,49.215938568115234,0.001,-40.34527012,100.0
5935,-43.55495572000001,0.08534540235996246,477600,477499,100.0,80,4776,49.711830139160156,0.001,,
,,0.06951382756233215,478000,477899,,,,49.05004119873047,0.001,-41.364153380000005,100.0
5939,-43.308150829999995,,478000,,100.0,80,4780,,,,
5941,-43.16388263000001,0.07727031409740448,478400,478299,100.0,80,4784,49.93468475341797,0.001,,
,,0.12081646919250488,478500,478399,,,,49.18891143798828,0.001,-38.46971404,100.0
5945,-42.83430600999999,0.17103439569473267,478800,478699,100.0,80,4788,49.415191650390625,0.001,,
,,0.06326481699943542,479000,478899,,,,49.519325256347656,0.001,-39.49900366,100.0
5950,-42.68298556,0.06371229887008667,479200,479099,100.0,80,4792,49.69301986694336,0.001,,
,,0.07704348117113113,479500,479399,,,,48.951507568359375,0.001,-40.4753199,100.0
5954,-42.40250658000001,0.08000578731298447,479600,479499,100.0,80,4796,49.255126953125,0.001,,
,,0.08213430643081665,480000,479899,,,,49.12040710449219,0.001,-42.349182060000004,100.0
5958,-42.004121260000005,,480000,,100.0,80,4800,,,,
5960,-41.699230070000006,0.10090768337249756,480400,480299,100.0,80,4804,49.55097579956055,0.001,,
,,0.06926114112138748,480500,480399,,,,49.086341857910156,0.001,-44.309329860000005,100.0
5965,-40.91655253,0.07722806185483932,480800,480699,100.0,80,4808,49.06781768798828,0.001,,
,,0.10436740517616272,481000,480899,,,,49.33690643310547,0.001,-45.55919256,100.0
5969,-40.59526339000001,0.07447841763496399,481200,481099,100.0,80,4812,49.387420654296875,0.001,,
,,0.10885389149188995,481500,481399,,,,49.21894454956055,0.001,-46.17134168,100.0
5974,-40.411994650000004,0.09372074902057648,481600,481499,100.0,80,4816,48.6162109375,0.001,,
,,0.12911927700042725,482000,481899,,,,49.67621994018555,0.001,-45.45552151999999,100.0
5978,-40.43111273,,482000,,100.0,80,4820,,,,
5980,-40.4684058,0.10986904799938202,482400,482299,100.0,80,4824,49.15412139892578,0.001,,
,,0.08305451273918152,482500,482399,,,,49.5076904296875,0.001,-43.61382074,100.0
5984,-40.461353560000006,0.4417244493961334,482800,482699,100.0,80,4828,49.32562255859375,0.001,,
,,0.09501286596059799,483000,482899,,,,49.13764953613281,0.001,-44.04001055999999,100.0
5989,-40.756573800000005,0.09115132689476013,483200,483099,100.0,80,4832,48.7203369140625,0.001,,
,,0.10424879193305969,483500,483399,,,,49.010719299316406,0.001,-45.525374660000004,100.0
5993,-40.94000206,0.07519592344760895,483600,483499,100.0,80,4836,49.22533416748047,0.001,,
,,0.06943212449550629,484000,483899,,,,49.47336959838867,0.001,-46.60395581999999,100.0
5997,-40.54370044,,484000,,100.0,80,4840,,,,
5999,-40.31153175000001,0.0686330795288086,484400,484299,100.0,80,4844,49.976783752441406,0.001,,
,,0.06973636150360107,484500,484399,,,,48.618370056152344,0.001,-41.948800299999995,100.0
6004,-40.58873974,0.06907958537340164,484800,484699,100.0,80,4848,49.51194763183594,0.001,,
,,0.06827284395694733,485000,484899,,,,48.65757369995117,0.001,-40.20537098,100.0
6008,-40.67798542,0.09454143792390823,485200,485099,100.0,80,4852,48.950111389160156,0.001,,
,,0.07010461390018463,485500,485399,,,,49.09662628173828,0.001,-42.15134588,100.0
6013,-41.04933898000001,0.06462731957435608,485600,485499,100.0,80,4856,49.092506408691406,0.001,,
,,0.07189574837684631,486000,485899,,,,48.90953826904297,0.001,-45.437943100000005,100.0
6017,-41.14952416,,486000,,100.0,80,4860,,,,
6019,-41.175460660000006,0.06565889716148376,486400,486299,100.0,80,4864,49.17530059814453,0.001,,
,,0.09135148674249649,486500,486399,,,,48.92522430419922,0.001,-40.96186298000001,100.0
6023,-41.22741785,0.08195450156927109,486800,486699,100.0,80,4868,48.848209381103516,0.001,,
,,0.061859674751758575,487000,486899,,,,48.8908576965332,0.001,-43.301218580000004,100.0
6028,-41.349438230000004,0.07027249783277512,487200,487099,100.0,80,4872,49.39405822753906,0.001,,
,,0.06476262211799622,487500,487399,,,,48.73936462402344,0.001,-40.5932538,100.0
6032,-41.46845125,0.08434157818555832,487600,487499,100.0,80,4876,49.38325119018555,0.001,,
,,0.07867155969142914,488000,487899,,,,49.226234436035156,0.001,-40.06132086,100.0
6037,-41.17582600000001,,488000,,100.0,80,4880,,,,
6038,-41.136318149999994,0.07245650142431259,488400,488299,100.0,80,4884,48.65520477294922,0.001,,
,,0.08470037579536438,488500,488399,,,,49.05309295654297,0.001,-39.86953044,100.0
6043,-41.22087788999999,0.07758137583732605,488800,488699,100.0,80,4888,49.212127685546875,0.001,,
,,0.07310638576745987,489000,488899,,,,49.17620086669922,0.001,-39.34545654,100.0
6047,-41.29868309999999,0.11307966709136963,489200,489099,100.0,80,4892,48.945899963378906,0.001,,
,,0.06844043731689453,489500,489399,,,,48.70315933227539,0.001,-41.08683962,100.0
6052,-41.170460049999996,0.06876729428768158,489600,489499,100.0,80,4896,48.997406005859375,0.001,,
,,0.08272761851549149,490000,489899,,,,49.481990814208984,0.001,-40.40372636,100.0
6056,-40.86535058,,490000,,100.0,80,4900,,,,
6058,-40.79214179,0.08368465304374695,490400,490299,100.0,80,4904,48.71239471435547,0.001,,
,,0.0834542065858841,490500,490399,,,,48.36619186401367,0.001,-40.846485279999996,100.0
6062,-40.73987226,0.07137846201658249,490800,490699,100.0,80,4908,49.28948974609375,0.001,,
,,0.12253040820360184,491000,490899,,,,48.933631896972656,0.001,-40.299409419999996,100.0
6067,-40.87433558000001,0.08894112706184387,491200,491099,100.0,80,4912,48.7357292175293,0.001,,
,,0.06897015869617462,491500,491399,,,,48.604984283447266,0.001,-40.9628677,100.0
6071,-40.80278886,0.0952177345752716,491600,491499,100.0,80,4916,49.07265853881836,0.001,,
,,0.09290651977062225,492000,491899,,,,49.411460876464844,0.001,-41.36119631999999,100.0
6076,-40.683972399999995,,492000,,100.0,80,4920,,,,
6077,-40.63410088999999,0.06827402859926224,492400,492299,100.0,81,4924,48.53858947753906,0.001,,
,,0.07052809745073318,492500,492399,,,,49.31983184814453,0.001,-42.21972304,100.0
6082,-40.587161030000004,0.09637412428855896,492800,492699,100.0,81,4928,49.41227722167969,0.001,,
,,0.08404263854026794,493000,492899,,,,49.191158294677734,0.001,-41.79499345999999,100.0
6086,-40.32466360000001,0.08250318467617035,493200,493099,100.0,81,4932,49.08528137207031,0.001,,
,,0.06611809879541397,493500,493399,,,,49.33314895629883,0.001,-42.63392838000001,100.0
6091,-40.30145599,0.0721709132194519,493600,493499,100.0,81,4936,48.627525329589844,0.001,,
,,0.08199617266654968,494000,493899,,,,49.065093994140625,0.001,-43.17937306000001,100.0
6095,-40.83145766,,494000,,100.0,81,4940,,,,
6097,-41.21592732999999,0.10919462144374847,494400,494299,100.0,81,4944,49.3912353515625,0.001,,
,,0.08823643624782562,494500,494399,,,,49.154022216796875,0.001,-43.151117479999996,100.0
6101,-40.74849544999999,0.08461964875459671,494800,494699,100.0,81,4948,48.927032470703125,0.001,,
,,0.07933004200458527,495000,494899,,,,49.28929138183594,0.001,-44.02425111999999,100.0
6106,-40.575987590000004,0.08374182879924774,495200,495099,100.0,81,4952,49.22695541381836,0.001,,
,,0.06524902582168579,495500,495399,,,,48.226318359375,0.001,-44.536572879999994,100.0
6110,-40.30559268,0.09662923216819763,495600,495499,100.0,81,4956,48.99517822265625,0.001,,
,,0.07695217430591583,496000,495899,,,,49.32191467285156,0.001,-42.04437096000001,100.0
6115,-40.209263379999996,,496000,,100.0,81,4960,,,,
6116,-40.0626055,0.08260875940322876,496400,496299,100.0,81,4964,49.1983642578125,0.001,,
,,0.06377117335796356,496500,496399,,,,49.08295440673828,0.001,-43.728910219999996,100.0
6121,-40.28619056,0.0727698802947998,496800,496699,100.0,81,4968,48.75373458862305,0.001,,
,,0.09436612576246262,497000,496899,,,,49.27864074707031,0.001,-43.399488659999996,100.0
6125,-40.54756827,0.13022959232330322,497200,497099,100.0,81,4972,49.307029724121094,0.001,,
,,0.0833021029829979,497500,497399,,,,49.4155387878418,0.001,-43.2519983,100.0
6130,-40.45739445,0.07023588567972183,497600,497499,100.0,81,4976,49.01972198486328,0.001,,
,,0.07238765060901642,498000,497899,,,,48.97087860107422,0.001,-41.95187838000001,100.0
6134,-40.68951767,,498000,,100.0,81,4980,,,,
6136,-40.62613297,0.10463847219944,498400,498299,100.0,81,4984,49.297637939453125,0.001,,
,,0.14438283443450928,498500,498399,,,,49.50435256958008,0.001,-44.01250716,100.0
6140,-41.100068519999994,0.07317791879177094,498800,498699,100.0,81,4988,48.82184600830078,0.001,,
,,0.22702951729297638,499000,498899,,,,49.06040954589844,0.001,-45.53207026,100.0
6145,-41.19780841,0.07745087891817093,499200,499099,100.0,81,4992,49.70802307128906,0.001,,
,,0.10993005335330963,499500,499399,,,,49.04029846191406,0.001,-44.502021920000004,100.0
6149,-41.34890683,0.09271190315485,499600,499499,100.0,81,4996,48.71910095214844,0.001,,
,,0.07737728953361511,500000,499899,,,,49.21250915527344,0.001,-43.03263956,100.0
6154,-41.54093285,,500000,,100.0,81,5000,,,,
6156,-41.80230735999999,0.07494360953569412,500400,500299,100.0,81,5004,48.981754302978516,0.001,,
,,0.06736677139997482,500500,500399,,,,49.14702224731445,0.001,-41.96332401999999,100.0
6160,-42.05595528999999,0.10366511344909668,500800,500699,100.0,81,5008,48.800079345703125,0.001,,
,,0.07585877925157547,501000,500899,,,,48.50709533691406,0.001,-41.59114955999999,100.0
6164,-41.993125809999995,0.07074424624443054,501200,501099,100.0,81,5012,48.30354309082031,0.001,,
,,0.13112938404083252,501500,501399,,,,48.58507537841797,0.001,-45.291274060000006,100.0
6169,-42.19593405,0.08783170580863953,501600,501499,100.0,81,5016,48.51470184326172,0.001,,
,,0.07439099252223969,502000,501899,,,,48.558433532714844,0.001,-44.92502842,100.0
6173,-42.10748863,,502000,,100.0,81,5020,,,,
6175,-42.241993410000006,0.09678402543067932,502400,502299,100.0,81,5024,49.07883834838867,0.001,,
,,0.06921951472759247,502500,502399,,,,49.27569580078125,0.001,-43.2541234,100.0
6179,-42.251996950000006,0.09762924164533615,502800,502699,100.0,81,5028,48.78104782104492,0.001,,
,,0.08086080104112625,503000,502899,,,,49.44029998779297,0.001,-44.75856204000001,100.0
6184,-42.222293220000005,0.07583799958229065,503200,503099,100.0,81,5032,49.79575729370117,0.001,,
,,0.08623839914798737,503500,503399,,,,49.30812454223633,0.001,-45.448962439999995,100.0
6188,-42.15701534,0.06646352261304855,503600,503499,100.0,81,5036,49.11496353149414,0.001,,
,,0.05835668370127678,504000,503899,,,,49.73676300048828,0.001,-46.52803204,100.0
6193,-41.936989000000004,,504000,,100.0,81,5040,,,,
6194,-42.01484545,0.07352162897586823,504400,504299,100.0,81,5044,48.80901336669922,0.001,,
,,0.1450129896402359,504500,504399,,,,49.07841491699219,0.001,-46.88767311999999,100.0
6199,-42.145873650000006,0.08517837524414062,504800,504699,100.0,81,5048,49.038578033447266,0.001,,
,,0.09215251356363297,505000,504899,,,,49.23468780517578,0.001,-44.726306459999996,100.0
6203,-42.59079685999999,0.0821220725774765,505200,505099,100.0,81,5052,49.636260986328125,0.001,,
,,0.14351192116737366,505500,505399,,,,48.85035705566406,0.001,-48.14157464,100.0
6208,-42.6959127,0.08378517627716064,505600,505499,100.0,81,5056,49.385276794433594,0.001,,
,,0.0739753395318985,506000,505899,,,,48.851444244384766,0.001,-48.58805747999999,100.0
6212,-42.88159402,,506000,,100.0,81,5060,,,,
6214,-43.502864769999995,0.09215614199638367,506400,506299,100.0,81,5064,48.78058624267578,0.001,,
,,0.11945067346096039,506500,506399,,,,49.332237243652344,0.001,-49.428162839999985,100.0
6218,-43.382804130000004,0.08446548879146576,506800,506699,100.0,81,5068,49.0781364440918,0.001,,
,,0.07488077133893967,507000,506899,,,,49.02360534667969,0.001,-47.20431422000001,100.0
6223,-43.08743266,0.11708559840917587,507200,507099,100.0,81,5072,48.928714752197266,0.001,,
,,0.09648588299751282,507500,507399,,,,49.28089904785156,0.001,-46.595152,100.0
6227,-42.95147842999999,0.07920199632644653,507600,507499,100.0,81,5076,49.200748443603516,0.001,,
,,0.08858714252710342,508000,507899,,,,49.20964050292969,0.001,-46.879796260000006,100.0
6232,-43.29830206,,508000,,100.0,81,5080,,,,
6233,-43.647492969999995,0.08368748426437378,508400,508299,100.0,81,5084,48.72978973388672,0.001,,
,,0.07607358694076538,508500,508399,,,,49.36280822753906,0.001,-45.32773228,100.0
6238,-43.268586580000004,0.08257192373275757,508800,508699,100.0,81,5088,49.8707389831543,0.001,,
,,0.09367503225803375,509000,508899,,,,49.597408294677734,0.001,-46.132037180000005,100.0
6242,-43.017453909999986,0.07632111012935638,509200,509099,100.0,81,5092,49.214080810546875,0.001,,
,,0.09793855249881744,509500,509399,,,,49.260169982910156,0.001,-46.770035899999996,100.0
6247,-43.299786290000014,0.08278708159923553,509600,509499,100.0,81,5096,49.17535400390625,0.001,,
,,0.10240745544433594,510000,509899,,,,49.01957702636719,0.001,-43.537698739999996,100.0
6251,-43.328508920000004,,510000,,100.0,81,5100,,,,
6253,-43.40900711000001,0.08449731767177582,510400,510299,100.0,81,5104,49.4077033996582,0.001,,
,,0.08657592535018921,510500,510399,,,,50.34563446044922,0.001,-47.99576518,100.0
6258,-43.455336540000005,0.08512766659259796,510800,510699,100.0,81,5108,49.780364990234375,0.001,,
,,0.12618646025657654,511000,510899,,,,49.8549919128418,0.001,-45.68566958000001,100.0
6262,-43.55750785,0.09422142803668976,511200,511099,100.0,81,5112,49.761207580566406,0.001,,
,,0.10154305398464203,511500,511399,,,,49.60850524902344,0.001,-50.28122012,100.0
6266,-43.53825179000001,0.13771000504493713,511600,511499,100.0,81,5116,49.29908752441406,0.001,,
,,0.10609239339828491,512000,511899,,,,49.19523620605469,0.001,-56.34485331999999,100.0
6271,-43.98116294999999,,512000,,100.0,81,5120,,,,
6273,-43.67749627,0.12598124146461487,512400,512299,100.0,81,5124,49.723960876464844,0.001,,
,,0.10633014887571335,512500,512399,,,,50.110511779785156,0.001,-50.9333786,100.0
6277,-44.26397938,0.12232769280672073,512800,512699,100.0,81,5128,49.73883819580078,0.001,,
,,0.14454039931297302,513000,512899,,,,50.09477233886719,0.001,-48.032149659999995,100.0
6281,-44.64325671999999,0.14261239767074585,513200,513099,100.0,81,5132,50.00194549560547,0.001,,
,,0.15100421011447906,513500,513399,,,,50.892269134521484,0.001,-47.606301519999995,100.0
6286,-44.73122127,0.1290077120065689,513600,513499,100.0,81,5136,49.72254180908203,0.001,,
,,0.1407819390296936,514000,513899,,,,49.91996383666992,0.001,-49.100728079999996,100.0
6290,-45.298018219999996,,514000,,100.0,81,5140,,,,
6292,-45.38312555999999,0.12897828221321106,514400,514299,100.0,81,5144,49.94365692138672,0.001,,
,,0.1469428539276123,514500,514399,,,,50.252708435058594,0.001,-47.40599704,100.0
6296,-45.68589857999999,0.14314329624176025,514800,514699,100.0,81,5148,49.733917236328125,0.001,,
,,0.1026451587677002,515000,514899,,,,49.55675506591797,0.001,-49.22458372000001,100.0
6301,-45.49371362,0.13838467001914978,515200,515099,100.0,81,5152,50.58802795410156,0.001,,
,,0.12842540442943573,515500,515399,,,,50.559452056884766,0.001,-49.31397408000001,100.0
6305,-45.77718003999999,0.10186052322387695,515600,515499,100.0,81,5156,49.4666748046875,0.001,,
,,0.10705018043518066,516000,515899,,,,51.07780075073242,0.001,-47.679314719999994,100.0
6309,-45.73293192,,516000,,100.0,81,5160,,,,
6311,-45.291345699999994,0.1007576584815979,516400,516299,100.0,81,5164,50.06486892700195,0.001,,
,,0.1203370988368988,516500,516399,,,,50.94908142089844,0.001,-45.993096300000005,100.0
6316,-45.18006986,0.13759766519069672,516800,516699,100.0,81,5168,50.13175964355469,0.001,,
,,0.11558664590120316,517000,516899,,,,50.61741638183594,0.001,-42.978710459999995,100.0
6320,-45.33644171,0.0960463359951973,517200,517099,100.0,81,5172,50.16571807861328,0.001,,
,,0.14349904656410217,517500,517399,,,,50.945919036865234,0.001,-43.6759849,100.0
6325,-45.655183820000005,0.12603548169136047,517600,517499,100.0,81,5176,50.38721466064453,0.001,,
,,0.0911521464586258,518000,517899,,,,50.43013000488281,0.001,-42.798124619999996,100.0
6329,-45.32442177,,518000,,100.0,81,5180,,,,
6331,-45.13738972,0.09810429811477661,518400,518299,100.0,81,5184,50.90522384643555,0.001,,
,,0.15567825734615326,518500,518399,,,,51.40861892700195,0.001,-43.241831080000004,100.0
6335,-45.18618045000002,0.08859151601791382,518800,518699,100.0,81,5188,50.13780212402344,0.001,,
,,0.07257620990276337,519000,518899,,,,50.79655075073242,0.001,-42.844128899999994,100.0
6340,-45.13790465,0.1212020218372345,519200,519099,100.0,81,5192,50.90302276611328,0.001,,
,,0.08490128070116043,519500,519399,,,,50.25233459472656,0.001,-44.18539639999999,100.0
6344,-44.65294264,0.1347358226776123,519600,519499,100.0,81,5196,50.65870666503906,0.001,,
,,0.13148733973503113,520000,519899,,,,50.84440231323242,0.001,-45.875830019999995,100.0
6349,-44.76632970000001,,520000,,100.0,81,5200,,,,
6351,-44.695949440000014,0.08093883842229843,520400,520299,100.0,81,5204,50.24162292480469,0.001,,
,,0.08233433961868286,520500,520399,,,,50.989097595214844,0.001,-46.55647582,100.0
6355,-44.37726189999999,0.10803799331188202,520800,520699,100.0,81,5208,50.3393669128418,0.001,,
,,0.09316225349903107,521000,520899,,,,50.48382568359375,0.001,-47.84796054,100.0
6360,-44.92782314999999,0.08519609272480011,521200,521099,100.0,81,5212,50.665992736816406,0.001,,
,,0.1125982254743576,521500,521399,,,,50.30975341796875,0.001,-60.50262183999999,100.0
6364,-45.17145213,0.1404798924922943,521600,521499,100.0,81,5216,50.70856857299805,0.001,,
,,0.09822334349155426,522000,521899,,,,50.43560028076172,0.001,-54.65657133999999,100.0
6368,-45.27838655000001,,522000,,100.0,81,5220,,,,
6370,-45.88965333,0.11784757673740387,522400,522299,100.0,82,5224,50.57705307006836,0.001,,
,,0.09520761668682098,522500,522399,,,,50.93956756591797,0.001,-61.25964538000001,100.0
6374,-45.330190040000005,0.10819405317306519,522800,522699,100.0,82,5228,50.826358795166016,0.001,,
,,0.17350615561008453,523000,522899,,,,50.737388610839844,0.001,-48.79593692,100.0
6379,-45.09848012,0.1187460869550705,523200,523099,100.0,82,5232,50.605224609375,0.001,,
,,0.1440475881099701,523500,523399,,,,50.525489807128906,0.001,-47.69163028,100.0
6383,-45.29347016,0.10271845757961273,523600,523499,100.0,82,5236,50.35773849487305,0.001,,
,,0.08977226167917252,524000,523899,,,,50.98780059814453,0.001,-46.889410039999994,100.0
6388,-45.14096540999999,,524000,,100.0,82,5240,,,,
6390,-45.07353118,0.1056775450706482,524400,524299,100.0,82,5244,50.74126434326172,0.001,,
,,0.13409306108951569,524500,524399,,,,51.33423614501953,0.001,-44.7774983,100.0
6394,-44.771516240000004,0.0955120250582695,524800,524699,100.0,82,5248,50.95095443725586,0.001,,
,,0.1254611313343048,525000,524899,,,,51.377349853515625,0.001,-43.355821940000006,100.0
6399,-44.63771820000001,0.09188209474086761,525200,525099,100.0,82,5252,50.537353515625,0.001,,
,,0.11104731261730194,525500,525399,,,,50.60357666015625,0.001,-41.828903,100.0
6403,-44.275032169999996,0.10314735025167465,525600,525499,100.0,82,5256,50.447715759277344,0.001,,
,,0.09373566508293152,526000,525899,,,,50.60896682739258,0.001,-42.07634682,100.0
6407,-44.187922019999995,,526000,,100.0,82,5260,,,,
6409,-44.167802519999995,0.13651886582374573,526400,526299,100.0,82,5264,50.749969482421875,0.001,,
,,0.4325033724308014,526500,526399,,,,51.23778533935547,0.001,-41.566847440000004,100.0
6414,-44.19632091,0.09815944731235504,526800,526699,100.0,82,5268,51.10139083862305,0.001,,
,,0.15359842777252197,527000,526899,,,,50.39274978637695,0.001,-41.42995456,100.0
6418,-44.11804260999998,0.1312745362520218,527200,527099,100.0,82,5272,51.43819808959961,0.001,,
,,0.11627047508955002,527500,527399,,,,51.067726135253906,0.001,-41.96595699999999,100.0
6422,-44.1388072,0.07878272980451584,527600,527499,100.0,82,5276,50.82733154296875,0.001,,
,,0.08858055621385574,528000,527899,,,,50.62763977050781,0.001,-43.901557839999995,100.0
6427,-44.137717009999996,,528000,,100.0,82,5280,,,,
6428,-44.0943095,0.08094002306461334,528400,528299,100.0,82,5284,50.57889175415039,0.001,,
,,0.09463103860616684,528500,528399,,,,51.013484954833984,0.001,-42.87072352,100.0
6433,-44.24892703000001,0.12436076253652573,528800,528699,100.0,82,5288,50.59642791748047,0.001,,
,,0.10163136571645737,529000,528899,,,,51.60724639892578,0.001,-45.177369920000004,100.0
6437,-44.57153966,0.15688249468803406,529200,529099,100.0,82,5292,50.867286682128906,0.001,,
,,0.09343137592077255,529500,529399,,,,50.960792541503906,0.001,-43.43432532,100.0
6442,-44.77770049000001,0.12556874752044678,529600,529499,100.0,82,5296,51.07695007324219,0.001,,
,,0.1010887622833252,530000,529899,,,,51.55141067504883,0.001,-44.61477032,100.0
6446,-44.77057264999999,,530000,,100.0,82,5300,,,,
6448,-44.824992599999995,0.11637043952941895,530400,530299,100.0,82,5304,51.50536346435547,0.001,,
,,0.13501355051994324,530500,530399,,,,50.987701416015625,0.001,-44.612347199999995,100.0
6452,-45.327989810000005,0.10327226668596268,530800,530699,100.0,82,5308,51.59703063964844,0.001,,
,,0.09922175109386444,531000,530899,,,,51.34342575073242,0.001,-46.3133362,100.0
6457,-45.095362160000015,0.09360557049512863,531200,531099,100.0,82,5312,51.45527648925781,0.001,,
,,0.10862457007169724,531500,531399,,,,51.083255767822266,0.001,-50.44158992,100.0
6461,-45.11144670000001,0.11731214821338654,531600,531499,100.0,82,5316,51.10014343261719,0.001,,
,,0.11030129343271255,532000,531899,,,,51.599056243896484,0.001,-53.80043573999999,100.0
6466,-44.84301445,,532000,,100.0,82,5320,,,,
6467,-44.508470360000004,0.13145872950553894,532400,532299,100.0,82,5324,51.66025161743164,0.001,,
,,0.09782885760068893,532500,532399,,,,51.23760223388672,0.001,-47.130230819999994,100.0
6472,-44.48709632999999,0.08563433587551117,532800,532699,100.0,82,5328,51.71955108642578,0.001,,
,,0.11684469878673553,533000,532899,,,,50.92308807373047,0.001,-49.136119480000005,100.0
6476,-44.87263502999999,0.1129278838634491,533200,533099,100.0,82,5332,52.08411407470703,0.001,,
,,0.08755584061145782,533500,533399,,,,51.79796600341797,0.001,-51.6882526,100.0
6481,-44.59700321,0.12699934840202332,533600,533499,100.0,82,5336,52.2984619140625,0.001,,
,,0.12094621360301971,534000,533899,,,,51.75523376464844,0.001,-48.971205680000004,100.0
6485,-44.38619534999999,,534000,,100.0,82,5340,,,,
6487,-44.196891640000004,0.10206951200962067,534400,534299,100.0,82,5344,51.53374099731445,0.001,,
,,0.14491847157478333,534500,534399,,,,51.89064025878906,0.001,-46.21673361999999,100.0
6491,-44.46100867,0.1392955332994461,534800,534699,100.0,82,5348,51.419673919677734,0.001,,
,,0.09294271469116211,535000,534899,,,,51.73971939086914,0.001,-45.22788497999999,100.0
6496,-44.69062317,0.12003014981746674,535200,535099,100.0,82,5352,51.37255096435547,0.001,,
,,0.11895239353179932,535500,535399,,,,51.64631271362305,0.001,-45.20953616,100.0
6500,-44.842428760000004,0.11608876287937164,535600,535499,100.0,82,5356,51.172096252441406,0.001,,
,,0.08632729202508926,536000,535899,,,,51.61976623535156,0.001,-47.06377286,100.0
6505,-44.92445506,,536000,,100.0,82,5360,,,,
6507,-45.06926288,0.0814506858587265,536400,536299,100.0,82,5364,51.302467346191406,0.001,,
,,0.13855884969234467,536500,536399,,,,51.659915924072266,0.001,-43.3092689,100.0
6511,-45.263861289999994,0.09736388176679611,536800,536699,100.0,82,5368,51.99809265136719,0.001,,
,,0.08166442811489105,537000,536899,,,,52.01543426513672,0.001,-43.38274982,100.0
6515,-45.57082636999999,0.2492593377828598,537200,537099,100.0,82,5372,50.72562026977539,0.001,,
,,0.10734780132770538,537500,537399,,,,51.40222930908203,0.001,-47.29824272,100.0
6520,-45.845883730000004,0.07008691132068634,537600,537499,100.0,82,5376,51.48888397216797,0.001,,
,,0.09848818182945251,538000,537899,,,,51.32640075683594,0.001,-46.646758260000006,100.0
6524,-46.10010356,,538000,,100.0,82,5380,,,,
6526,-46.09077322000001,0.11038386821746826,538400,538299,100.0,82,5384,51.85279846191406,0.001,,
,,0.08944239467382431,538500,538399,,,,52.329063415527344,0.001,-43.34117391999999,100.0
6530,-45.85261929,0.092680424451828,538800,538699,100.0,82,5388,51.09418869018555,0.001,,
,,0.13876578211784363,539000,538899,,,,51.372337341308594,0.001,-44.15114378000001,100.0
6535,-45.73521152999999,0.11764298379421234,539200,539099,100.0,82,5392,51.514591217041016,0.001,,
,,0.09477116167545319,539500,539399,,,,50.968807220458984,0.001,-46.28981048000001,100.0
6539,-45.74254564999999,0.09194609522819519,539600,539499,100.0,82,5396,51.53584289550781,0.001,,
,,0.17296387255191803,540000,539899,,,,52.69940948486328,0.001,-43.77052103999999,100.0
6544,-45.78094811,,540000,,100.0,82,5400,,,,
6546,-45.549226600000004,0.08650389313697815,540400,540299,100.0,82,5404,51.206077575683594,0.001,,
,,0.11202520877122879,540500,540399,,,,52.564666748046875,0.001,-47.1691813,100.0
6550,-45.17124016999999,0.07259848713874817,540800,540699,100.0,82,5408,51.77356719970703,0.001,,
,,0.08265905827283859,541000,540899,,,,52.353363037109375,0.001,-43.25711456,100.0
6554,-44.892255350000006,0.0783909410238266,541200,541099,100.0,82,5412,51.95509719848633,0.001,,
,,0.07611432671546936,541500,541399,,,,51.9029541015625,0.001,-42.56678573999999,100.0
6559,-44.783878050000006,0.09129402041435242,541600,541499,100.0,82,5416,51.554508209228516,0.001,,
,,0.07812169939279556,542000,541899,,,,51.82489013671875,0.001,-42.829169779999994,100.0
6563,-44.507438940000014,,542000,,100.0,82,5420,,,,
6565,-44.23920251,0.07315940409898758,542400,542299,100.0,82,5424,51.93537139892578,0.001,,
