time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/n_updates,rollout/ep_len_mean,time/fps,time/episodes,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
3575,-40.264983550000004,0.13393637537956238,256800,256699,100.0,71,2568,49.219093322753906,0.001,,
,,0.10441932082176208,257000,256899,,,,49.4281120300293,0.001,-40.334751940000004,100.0
3580,-40.11209911,0.09811988472938538,257200,257099,100.0,71,2572,49.17013168334961,0.001,,
,,0.07473596930503845,257500,257399,,,,49.65299987792969,0.001,-40.510073160000005,100.0
3585,-40.159063960000005,0.10525429993867874,257600,257499,100.0,71,2576,49.06724548339844,0.001,,
,,0.0967218428850174,258000,257899,,,,48.92224884033203,0.001,-40.30275978,100.0
3590,-40.11460314,,258000,,100.0,71,2580,,,,
3593,-40.27769324,0.11202151328325272,258400,258299,100.0,71,2584,49.571380615234375,0.001,,
,,0.08404506742954254,258500,258399,,,,49.316368103027344,0.001,-40.059699540000004,100.0
3598,-40.00255885,0.07353916764259338,258800,258699,100.0,71,2588,49.69574737548828,0.001,,
,,0.09887717664241791,259000,258899,,,,49.35785675048828,0.001,-40.417614060000005,100.0
3603,-40.101232810000006,0.0629005953669548,259200,259099,100.0,71,2592,49.877105712890625,0.001,,
,,0.07554543018341064,259500,259399,,,,49.644203186035156,0.001,-42.12837183999999,100.0
3608,-40.00101316,0.08901311457157135,259600,259499,100.0,71,2596,49.4822998046875,0.001,,
,,0.08726757764816284,260000,259899,,,,49.433712005615234,0.001,-41.27058418000001,100.0
3613,-40.19983598999999,,260000,,100.0,71,2600,,,,
3615,-40.118084460000006,0.06490916013717651,260400,260299,100.0,72,2604,49.380104064941406,0.001,,
,,0.09432852268218994,260500,260399,,,,49.22230529785156,0.001,-41.45319574,100.0
3621,-40.173224569999995,0.08977839350700378,260800,260699,100.0,72,2608,49.672664642333984,0.001,,
,,0.08387863636016846,261000,260899,,,,49.962059020996094,0.001,-48.88165402,100.0
3626,-40.59387340999999,0.09932947903871536,261200,261099,100.0,72,2612,49.43437194824219,0.001,,
,,0.11185528337955475,261500,261399,,,,49.400306701660156,0.001,-46.79346294000001,100.0
3631,-40.47770945,0.12050560861825943,261600,261499,100.0,72,2616,49.43185806274414,0.001,,
,,0.10319298505783081,262000,261899,,,,49.878135681152344,0.001,-41.112685400000004,100.0
3636,-40.30640762,,262000,,100.0,72,2620,,,,
3638,-40.29408404,0.17036762833595276,262400,262299,100.0,72,2624,49.53046798706055,0.001,,
,,0.11261944472789764,262500,262399,,,,49.584739685058594,0.001,-46.48040339999999,100.0
3644,-40.05972576,0.07821900397539139,262800,262699,100.0,72,2628,50.008182525634766,0.001,,
,,0.08903107792139053,263000,262899,,,,49.05683517456055,0.001,-48.75919546,100.0
3649,-39.87001893,0.17757534980773926,263200,263099,100.0,72,2632,49.7581672668457,0.001,,
,,0.13475044071674347,263500,263399,,,,49.99456787109375,0.001,-45.54304784,100.0
3654,-39.91245298,0.11921833455562592,263600,263499,100.0,72,2636,50.604679107666016,0.001,,
,,0.10681229084730148,264000,263899,,,,50.286865234375,0.001,-44.04020518,100.0
3659,-40.25584047,,264000,,100.0,72,2640,,,,
3662,-40.820850240000006,0.2161821722984314,264400,264299,100.0,72,2644,49.724395751953125,0.001,,
,,0.1030118465423584,264500,264399,,,,50.03252410888672,0.001,-42.021169979999996,100.0
3667,-40.71340888,0.15605661273002625,264800,264699,100.0,72,2648,49.814971923828125,0.001,,
,,0.1086002066731453,265000,264899,,,,49.94053649902344,0.001,-41.8549632,100.0
3672,-40.66049662,0.09872055053710938,265200,265099,100.0,72,2652,50.03901672363281,0.001,,
,,0.10694839060306549,265500,265399,,,,49.914031982421875,0.001,-41.611149620000006,100.0
3677,-40.68536069000001,0.1275334656238556,265600,265499,100.0,72,2656,50.08613586425781,0.001,,
,,0.15096497535705566,266000,265899,,,,49.66168212890625,0.001,-41.98630282,100.0
3682,-40.558669450000004,,266000,,100.0,72,2660,,,,
3684,-40.363358700000006,0.11111162602901459,266400,266299,100.0,72,2664,50.22275924682617,0.001,,
,,0.12087612599134445,266500,266399,,,,50.162498474121094,0.001,-45.35942553999999,100.0
3690,-40.460105920000004,0.17159222066402435,266800,266699,100.0,72,2668,49.79651641845703,0.001,,
,,0.08716517686843872,267000,266899,,,,50.34271240234375,0.001,-42.13320792,100.0
3695,-40.38076438,0.0717872753739357,267200,267099,100.0,72,2672,49.89268493652344,0.001,,
,,0.07770022749900818,267500,267399,,,,49.67011260986328,0.001,-41.62440211999999,100.0
3700,-40.74234317,0.07806761562824249,267600,267499,100.0,72,2676,50.15147018432617,0.001,,
,,0.08577430248260498,268000,267899,,,,49.85020446777344,0.001,-43.76453128,100.0
3705,-40.76585271,,268000,,100.0,72,2680,,,,
3708,-40.68017299,0.07108891010284424,268400,268299,100.0,72,2684,49.43952941894531,0.001,,
,,0.06058718264102936,268500,268399,,,,50.11571502685547,0.001,-39.12686652,100.0
3713,-40.816802540000005,0.054301872849464417,268800,268699,100.0,72,2688,49.499488830566406,0.001,,
,,0.07403379678726196,269000,268899,,,,49.83777618408203,0.001,-40.36853994,100.0
3718,-40.32558238000001,0.12556158006191254,269200,269099,100.0,72,2692,49.80851364135742,0.001,,
,,0.21492668986320496,269500,269399,,,,50.30113983154297,0.001,-39.96899428,100.0
3724,-40.240804340000004,0.07487118989229202,269600,269499,100.0,72,2696,49.92063522338867,0.001,,
,,0.07751066237688065,270000,269899,,,,49.62628173828125,0.001,-38.91542122,100.0
3729,-40.02979431999999,,270000,,100.0,72,2700,,,,
3731,-39.93540338,0.10932426154613495,270400,270299,100.0,72,2704,50.02103805541992,0.001,,
,,0.07480812072753906,270500,270399,,,,49.89839172363281,0.001,-38.781605479999996,100.0
3737,-39.87489844,0.06990473717451096,270800,270699,100.0,72,2708,49.90373992919922,0.001,,
,,0.10724346339702606,271000,270899,,,,49.66800308227539,0.001,-38.57115698,100.0
3742,-39.530377599999994,0.09797246754169464,271200,271099,100.0,72,2712,50.070823669433594,0.001,,
,,0.07929501682519913,271500,271399,,,,50.50602340698242,0.001,-37.688735920000006,100.0
3747,-39.72486753,0.08129777014255524,271600,271499,100.0,72,2716,49.53589630126953,0.001,,
,,0.08990136533975601,272000,271899,,,,49.698402404785156,0.001,-37.41206612,100.0
3752,-39.65432923,,272000,,100.0,72,2720,,,,
3754,-39.48460642999999,0.0825798436999321,272400,272299,100.0,72,2724,49.80964660644531,0.001,,
,,0.07512574642896652,272500,272399,,,,49.92198944091797,0.001,-38.52537418,100.0
3759,-39.46595352000001,0.07851635664701462,272800,272699,100.0,72,2728,50.24501419067383,0.001,,
,,0.07049006223678589,273000,272899,,,,49.19615173339844,0.001,-39.8380948,100.0
3765,-39.64209559999999,0.08079654723405838,273200,273099,100.0,72,2732,49.753868103027344,0.001,,
,,0.10366814583539963,273500,273399,,,,50.00334930419922,0.001,-38.18614864,100.0
3770,-39.589911189999995,0.0688743144273758,273600,273499,100.0,72,2736,49.984649658203125,0.001,,
,,0.07246463000774384,274000,273899,,,,49.8084716796875,0.001,-39.6512786,100.0
3775,-39.05419274,,274000,,100.0,72,2740,,,,
3778,-38.51068825,0.1092309057712555,274400,274299,100.0,72,2744,50.16630935668945,0.001,,
,,0.08370426297187805,274500,274399,,,,50.12837600708008,0.001,-42.479438560000006,100.0
3783,-38.77706001000001,0.08798792958259583,274800,274699,100.0,72,2748,49.903419494628906,0.001,,
,,0.10100169479846954,275000,274899,,,,49.68755340576172,0.001,-39.40004382000001,100.0
3788,-38.86451467,0.07233123481273651,275200,275099,100.0,72,2752,49.57569885253906,0.001,,
,,0.11140959709882736,275500,275399,,,,50.27821350097656,0.001,-39.247265479999996,100.0
3793,-38.69828042,0.08824723958969116,275600,275499,100.0,72,2756,49.90241241455078,0.001,,
,,0.07093298435211182,276000,275899,,,,50.24217224121094,0.001,-39.707207620000005,100.0
3799,-38.88070408,,276000,,100.0,72,2760,,,,
3801,-38.89681332000001,0.10020666569471359,276400,276299,100.0,72,2764,49.849796295166016,0.001,,
,,0.08276654779911041,276500,276399,,,,49.77006912231445,0.001,-40.78442992,100.0
3806,-38.50685172000001,0.1298309564590454,276800,276699,100.0,72,2768,49.4278450012207,0.001,,
,,0.09333108365535736,277000,276899,,,,49.98110580444336,0.001,-41.72157214,100.0
3811,-38.704161750000004,0.07087112218141556,277200,277099,100.0,72,2772,49.921234130859375,0.001,,
,,0.08518671244382858,277500,277399,,,,49.32174301147461,0.001,-40.226205220000004,100.0
3817,-38.25293847,0.09009794145822525,277600,277499,100.0,72,2776,49.50490188598633,0.001,,
,,0.06306341290473938,278000,277899,,,,50.293495178222656,0.001,-42.08769206,100.0
3823,-38.33603118,,278000,,100.0,72,2780,,,,
3826,-38.48725124,0.0867999941110611,278400,278299,100.0,72,2784,50.16510009765625,0.001,,
,,0.09407944977283478,278500,278399,,,,49.76079559326172,0.001,-41.9368281,100.0
3832,-38.71175196000001,0.08853864669799805,278800,278699,100.0,72,2788,49.853206634521484,0.001,,
,,0.09089723229408264,279000,278899,,,,49.94343566894531,0.001,-43.31331186000001,100.0
3838,-39.19636685,0.0747455283999443,279200,279099,100.0,72,2792,49.66413116455078,0.001,,
,,0.11841575801372528,279500,279399,,,,50.14171600341797,0.001,-43.09184494,100.0
3844,-39.52483641999999,0.0733492374420166,279600,279499,100.0,72,2796,49.660179138183594,0.001,,
,,0.07984372973442078,280000,279899,,,,50.04892349243164,0.001,-42.05507868000001,100.0
3850,-39.57441652999999,,280000,,100.0,72,2800,,,,
3852,-39.65055639,0.08402619510889053,280400,280299,100.0,72,2804,49.1709098815918,0.001,,
,,0.08827990293502808,280500,280399,,,,50.14671325683594,0.001,-40.762334960000004,100.0
3858,-39.88040829,0.0970456600189209,280800,280699,100.0,72,2808,49.988670349121094,0.001,,
,,0.140910804271698,281000,280899,,,,50.349056243896484,0.001,-41.13659651999999,100.0
3864,-39.876342730000005,0.08315977454185486,281200,281099,100.0,72,2812,49.73100662231445,0.001,,
,,0.09827011823654175,281500,281399,,,,50.12492370605469,0.001,-42.6847943,100.0
3870,-40.07709261,0.0897393673658371,281600,281499,100.0,72,2816,49.998863220214844,0.001,,
,,0.0857120156288147,282000,281899,,,,50.046043395996094,0.001,-39.267544859999994,100.0
3876,-39.99227778,,282000,,100.0,72,2820,,,,
3879,-40.25351497,0.08592694252729416,282400,282299,100.0,72,2824,50.071773529052734,0.001,,
,,0.07714545726776123,282500,282399,,,,49.92009735107422,0.001,-39.8491279,100.0
3884,-40.18168648,0.07250180840492249,282800,282699,100.0,72,2828,49.75832748413086,0.001,,
,,0.07458305358886719,283000,282899,,,,49.235618591308594,0.001,-39.303770660000005,100.0
3890,-40.22923946,0.06239725276827812,283200,283099,100.0,72,2832,49.98748779296875,0.001,,
,,0.07504720985889435,283500,283399,,,,49.48237609863281,0.001,-40.0230563,100.0
3896,-40.23132186,0.10289658606052399,283600,283499,100.0,72,2836,49.545921325683594,0.001,,
,,0.07889424264431,284000,283899,,,,49.288665771484375,0.001,-37.81147126,100.0
3901,-40.28316069,,284000,,100.0,72,2840,,,,
3904,-40.09783652,0.07579100131988525,284400,284299,100.0,72,2844,49.76770782470703,0.001,,
,,0.09972621500492096,284500,284399,,,,49.61450958251953,0.001,-39.281478480000004,100.0
3910,-39.83126561,0.10161611437797546,284800,284699,100.0,72,2848,49.5462646484375,0.001,,
,,0.06620144844055176,285000,284899,,,,49.97438430786133,0.001,-39.7308039,100.0
3916,-39.69578803,0.07672128081321716,285200,285099,100.0,72,2852,49.50586700439453,0.001,,
,,0.07568614929914474,285500,285399,,,,49.25415802001953,0.001,-38.7407642,100.0
3922,-39.73633611,0.058499421924352646,285600,285499,100.0,72,2856,50.15049362182617,0.001,,
,,0.06188942864537239,286000,285899,,,,49.673526763916016,0.001,-38.21076802,100.0
3928,-39.280573610000005,,286000,,100.0,72,2860,,,,
3930,-39.06491639,0.07138555496931076,286400,286299,100.0,72,2864,49.48480987548828,0.001,,
,,0.06295512616634369,286500,286399,,,,50.16991424560547,0.001,-39.399068920000005,100.0
3935,-39.07558231,0.05822505056858063,286800,286699,100.0,72,2868,49.805789947509766,0.001,,
,,0.07052890956401825,287000,286899,,,,49.401363372802734,0.001,-40.04595718,100.0
3941,-38.77968989000001,0.06597466766834259,287200,287099,100.0,72,2872,49.58076477050781,0.001,,
,,0.06673586368560791,287500,287399,,,,49.52167510986328,0.001,-40.24370134,100.0
3946,-38.802370610000004,0.061850786209106445,287600,287499,100.0,72,2876,50.13274002075195,0.001,,
,,0.05396315082907677,288000,287899,,,,49.640480041503906,0.001,-38.19802656,100.0
3951,-38.61229963,,288000,,100.0,72,2880,,,,
3953,-38.51620088000001,0.07204674184322357,288400,288299,100.0,72,2884,49.92774200439453,0.001,,
,,0.07680453360080719,288500,288399,,,,49.2021369934082,0.001,-38.440465360000005,100.0
3959,-38.179666700000006,0.061949122697114944,288800,288699,100.0,72,2888,49.319358825683594,0.001,,
,,0.06269055604934692,289000,288899,,,,49.872066497802734,0.001,-36.99749244,100.0
3964,-37.94245279,0.08972348272800446,289200,289099,100.0,72,2892,48.91659927368164,0.001,,
,,0.08173893392086029,289500,289399,,,,49.482879638671875,0.001,-38.94240688,100.0
3969,-37.47111118,0.05328039079904556,289600,289499,100.0,72,2896,49.3878059387207,0.001,,
,,0.05750297009944916,290000,289899,,,,49.66542053222656,0.001,-38.41443838,100.0
3974,-37.363692140000005,,290000,,100.0,72,2900,,,,
3976,-37.286496629999995,0.08151086419820786,290400,290299,100.0,73,2904,49.35374450683594,0.001,,
,,0.06893391162157059,290500,290399,,,,49.60057067871094,0.001,-36.970237819999994,100.0
3982,-36.88425687,0.08427392691373825,290800,290699,100.0,73,2908,49.54999542236328,0.001,,
,,0.062237516045570374,291000,290899,,,,49.049896240234375,0.001,-36.31508258,100.0
3987,-36.83334527,0.049466103315353394,291200,291099,100.0,73,2912,49.20150375366211,0.001,,
,,0.06338199973106384,291500,291399,,,,49.18368148803711,0.001,-36.30993571999999,100.0
3992,-36.57092947,0.08888038992881775,291600,291499,100.0,73,2916,49.017677307128906,0.001,,
,,0.06860539317131042,292000,291899,,,,49.74134826660156,0.001,-36.35937042,100.0
3997,-36.55121027,,292000,,100.0,73,2920,,,,
3999,-36.15961511999999,0.06310061365365982,292400,292299,100.0,73,2924,50.08061218261719,0.001,,
,,0.06718454509973526,292500,292399,,,,49.226898193359375,0.001,-39.46280196000001,100.0
4005,-35.974038379999996,0.09908300638198853,292800,292699,100.0,73,2928,49.43296813964844,0.001,,
,,0.06117018312215805,293000,292899,,,,49.534061431884766,0.001,-36.941732200000004,100.0
4010,-35.96356437,0.08281563222408295,293200,293099,100.0,73,2932,49.440494537353516,0.001,,
,,0.05784764140844345,293500,293399,,,,49.44911193847656,0.001,-37.2494752,100.0
4017,-35.93139719,0.08111828565597534,293600,293499,100.0,73,2936,49.472023010253906,0.001,,
,,0.06831467151641846,294000,293899,,,,49.45782470703125,0.001,-37.65120248,100.0
4023,-35.89142037,,294000,,100.0,73,2940,,,,
4026,-36.11584326,0.059285711497068405,294400,294299,100.0,73,2944,49.440818786621094,0.001,,
,,0.05907367169857025,294500,294399,,,,49.502662658691406,0.001,-37.55741732,100.0
4032,-36.14433304999999,0.054197944700717926,294800,294699,100.0,73,2948,49.221923828125,0.001,,
,,0.08916579186916351,295000,294899,,,,49.25977325439453,0.001,-36.88615788,100.0
4038,-36.39868789,0.0808844193816185,295200,295099,100.0,73,2952,48.903133392333984,0.001,,
,,0.06828473508358002,295500,295399,,,,48.77168273925781,0.001,-38.20838088,100.0
4045,-36.3001043,0.0638839602470398,295600,295499,100.0,73,2956,49.634559631347656,0.001,,
,,0.0689602643251419,296000,295899,,,,49.806121826171875,0.001,-39.67299978,100.0
4051,-36.58287925,,296000,,100.0,73,2960,,,,
4054,-36.56528056,0.06214629486203194,296400,296299,100.0,73,2964,49.54252624511719,0.001,,
,,0.0702042207121849,296500,296399,,,,49.459716796875,0.001,-39.09007646,100.0
4060,-36.78375772,0.06223646551370621,296800,296699,100.0,73,2968,48.83513259887695,0.001,,
,,0.06799910962581635,297000,296899,,,,49.42792510986328,0.001,-40.68675364,100.0
4067,-37.032913879999995,0.055895138531923294,297200,297099,100.0,73,2972,49.3671989440918,0.001,,
,,0.05630403012037277,297500,297399,,,,49.006187438964844,0.001,-39.35214932,100.0
4073,-37.20403924,0.07268728315830231,297600,297499,100.0,73,2976,49.108726501464844,0.001,,
,,0.06577064096927643,298000,297899,,,,49.179107666015625,0.001,-40.418180340000006,100.0
4078,-37.29217634000001,,298000,,100.0,73,2980,,,,
4081,-37.35464600000001,0.04997944459319115,298400,298299,100.0,73,2984,49.602195739746094,0.001,,
,,0.06769950687885284,298500,298399,,,,48.92835998535156,0.001,-39.012914339999995,100.0
4087,-37.46954548,0.08370156586170197,298800,298699,100.0,73,2988,48.959415435791016,0.001,,
,,0.05975602567195892,299000,298899,,,,49.442405700683594,0.001,-40.889292579999996,100.0
4092,-37.513735280000006,0.09024938195943832,299200,299099,100.0,73,2992,49.62261962890625,0.001,,
,,0.08281869441270828,299500,299399,,,,49.14530944824219,0.001,-39.42508586,100.0
4099,-37.82531128000001,0.06845241039991379,299600,299499,100.0,73,2996,49.43955612182617,0.001,,
,,0.07396143674850464,300000,299899,,,,48.96284103393555,0.001,-40.58096248,100.0
4105,-37.82375862,,300000,,100.0,73,3000,,,,
4107,-37.90764647,0.05973195284605026,300400,300299,100.0,73,3004,49.32255935668945,0.001,,
,,0.06010127067565918,300500,300399,,,,49.186954498291016,0.001,-41.008903579999995,100.0
4114,-37.85481724,0.053245797753334045,300800,300699,100.0,73,3008,49.18414306640625,0.001,,
,,0.0778973251581192,301000,300899,,,,49.607215881347656,0.001,-41.7336867,100.0
4120,-38.260142019999996,0.06325890123844147,301200,301099,100.0,73,3012,49.715110778808594,0.001,,
,,0.05651596933603287,301500,301399,,,,49.53371810913086,0.001,-40.206557180000004,100.0
4126,-38.20181837,0.07605496048927307,301600,301499,100.0,73,3016,49.924530029296875,0.001,,
,,0.07003039121627808,302000,301899,,,,49.568756103515625,0.001,-41.32321692000001,100.0
4132,-38.30924675999999,,302000,,100.0,73,3020,,,,
4135,-38.61314855,0.055634766817092896,302400,302299,100.0,73,3024,48.928016662597656,0.001,,
,,0.0811612531542778,302500,302399,,,,48.82286071777344,0.001,-40.96857204,100.0
4141,-39.18778653999999,0.061565760523080826,302800,302699,100.0,73,3028,49.636993408203125,0.001,,
,,0.07271014153957367,303000,302899,,,,49.903079986572266,0.001,-41.303497580000005,100.0
4148,-39.0359942,0.059553362429142,303200,303099,100.0,73,3032,49.35153579711914,0.001,,
,,0.06614084541797638,303500,303399,,,,49.349647521972656,0.001,-40.38617922,100.0
4153,-38.939496749999996,0.06053614616394043,303600,303499,100.0,73,3036,49.07221984863281,0.001,,
,,0.07167498022317886,304000,303899,,,,49.20970153808594,0.001,-42.31274806,100.0
4159,-39.15923382999999,,304000,,100.0,73,3040,,,,
4162,-39.27011129,0.06493178009986877,304400,304299,100.0,73,3044,50.193115234375,0.001,,
,,0.08017049729824066,304500,304399,,,,49.371177673339844,0.001,-39.73840974,100.0
4168,-39.480546880000006,0.06544426828622818,304800,304699,100.0,73,3048,49.45691680908203,0.001,,
,,0.05254810303449631,305000,304899,,,,49.47346496582031,0.001,-42.42461196,100.0
4174,-39.36104644,0.12225218117237091,305200,305099,100.0,73,3052,49.659122467041016,0.001,,
,,0.06095389276742935,305500,305399,,,,49.29566192626953,0.001,-40.94234876,100.0
4181,-39.62003618,0.06997306644916534,305600,305499,100.0,73,3056,49.75306701660156,0.001,,
,,0.06154095381498337,306000,305899,,,,49.388832092285156,0.001,-41.6804009,100.0
4186,-39.65154928,,306000,,100.0,73,3060,,,,
4188,-40.018364289999994,0.07304298132658005,306400,306299,100.0,73,3064,49.434410095214844,0.001,,
,,0.05084299296140671,306500,306399,,,,49.9227180480957,0.001,-41.757415900000005,100.0
4195,-40.015890989999995,0.06876680254936218,306800,306699,100.0,73,3068,49.28534698486328,0.001,,
,,0.04872449114918709,307000,306899,,,,49.21152877807617,0.001,-40.94133002,100.0
4201,-39.97343716,0.08424966037273407,307200,307099,100.0,73,3072,49.821258544921875,0.001,,
,,0.056638725101947784,307500,307399,,,,49.79365539550781,0.001,-40.19863824,100.0
4207,-39.95007777,0.05204048007726669,307600,307499,100.0,73,3076,49.034523010253906,0.001,,
,,0.05423491448163986,308000,307899,,,,49.453155517578125,0.001,-40.744592919999995,100.0
4213,-39.854000049999996,,308000,,100.0,73,3080,,,,
4215,-39.64918273,0.05916158854961395,308400,308299,100.0,73,3084,49.342472076416016,0.001,,
,,0.060652345418930054,308500,308399,,,,49.47576904296875,0.001,-41.3716273,100.0
4221,-39.820780400000004,0.05590706691145897,308800,308699,100.0,73,3088,49.346797943115234,0.001,,
,,0.11039905250072479,309000,308899,,,,49.39322280883789,0.001,-40.38259117999999,100.0
4227,-39.76977718,0.05216498672962189,309200,309099,100.0,73,3092,49.73196792602539,0.001,,
,,0.05514058470726013,309500,309399,,,,49.75579833984375,0.001,-39.67714356,100.0
4233,-39.77541354,0.054283078759908676,309600,309499,100.0,73,3096,49.02434539794922,0.001,,
,,0.06429073214530945,310000,309899,,,,49.361839294433594,0.001,-42.88183411999999,100.0
4239,-39.8773137,,310000,,100.0,73,3100,,,,
4242,-40.08391773,0.06041441485285759,310400,310299,100.0,73,3104,49.5488395690918,0.001,,
,,0.07582269608974457,310500,310399,,,,49.624290466308594,0.001,-40.89410638,100.0
4247,-40.12900915,0.05773288011550903,310800,310699,100.0,73,3108,49.59234619140625,0.001,,
,,0.04483884200453758,311000,310899,,,,49.26142501831055,0.001,-39.99488586,100.0
4253,-39.83829603,0.043282970786094666,311200,311099,100.0,73,3112,49.01657485961914,0.001,,
,,0.051697637885808945,311500,311399,,,,49.42041778564453,0.001,-40.353135820000006,100.0
4259,-40.01022353999999,0.07763655483722687,311600,311499,100.0,73,3116,49.37569046020508,0.001,,
,,0.049000613391399384,312000,311899,,,,49.446197509765625,0.001,-38.46439656,100.0
4264,-39.97266732999999,,312000,,100.0,73,3120,,,,
4266,-39.67921545,0.05030776187777519,312400,312299,100.0,73,3124,49.32173156738281,0.001,,
,,0.056384555995464325,312500,312399,,,,49.818634033203125,0.001,-39.48946058,100.0
4271,-39.33107253,0.04634380340576172,312800,312699,100.0,73,3128,49.325531005859375,0.001,,
,,0.040565188974142075,313000,312899,,,,49.346954345703125,0.001,-38.53932456,100.0
4277,-39.24368414999999,0.04994356632232666,313200,313099,100.0,73,3132,49.2427864074707,0.001,,
,,0.052438605576753616,313500,313399,,,,49.52668762207031,0.001,-45.0443095,100.0
4282,-39.54786064000001,0.04734360799193382,313600,313499,100.0,73,3136,49.257110595703125,0.001,,
,,0.05691956356167793,314000,313899,,,,49.548126220703125,0.001,-39.93892326,100.0
4287,-39.64813481000001,,314000,,100.0,73,3140,,,,
4289,-39.45009806,0.07702866196632385,314400,314299,100.0,73,3144,48.627418518066406,0.001,,
,,0.038764454424381256,314500,314399,,,,49.41614532470703,0.001,-38.873241740000005,100.0
4294,-39.54771009,0.047266632318496704,314800,314699,100.0,73,3148,48.84243392944336,0.001,,
,,0.04275169596076012,315000,314899,,,,49.189517974853516,0.001,-39.80085478,100.0
4299,-39.52472856,0.09528715908527374,315200,315099,100.0,73,3152,49.238059997558594,0.001,,
,,0.052302151918411255,315500,315399,,,,49.28221893310547,0.001,-40.94949086,100.0
4304,-39.340864800000006,0.04654330015182495,315600,315499,100.0,73,3156,48.87848663330078,0.001,,
,,0.04932234436273575,316000,315899,,,,49.36530303955078,0.001,-44.18392758,100.0
4309,-39.14006499000001,,316000,,100.0,73,3160,,,,
4311,-38.836324510000004,0.06215710937976837,316400,316299,100.0,73,3164,48.95015335083008,0.001,,
,,0.08019206672906876,316500,316399,,,,48.97050857543945,0.001,-41.968132159999996,100.0
4317,-38.587734499999996,0.056613557040691376,316800,316699,100.0,73,3168,49.079376220703125,0.001,,
,,0.08413498848676682,317000,316899,,,,49.4813117980957,0.001,-43.73114411999999,100.0
4322,-38.71417873,0.06633563339710236,317200,317099,100.0,73,3172,48.74176788330078,0.001,,
,,0.05160178989171982,317500,317399,,,,49.14557647705078,0.001,-41.645242120000006,100.0
4327,-38.56395119,0.049453869462013245,317600,317499,100.0,73,3176,49.184356689453125,0.001,,
,,0.03719507157802582,318000,317899,,,,49.29397201538086,0.001,-39.74901304,100.0
4332,-38.74753049,,318000,,100.0,73,3180,,,,
4334,-38.895462009999996,0.05625692754983902,318400,318299,100.0,73,3184,49.2861328125,0.001,,
,,0.05080913007259369,318500,318399,,,,49.52300262451172,0.001,-39.69199944,100.0
4339,-38.68206846,0.06627777218818665,318800,318699,100.0,73,3188,49.464698791503906,0.001,,
,,0.05945265293121338,319000,318899,,,,49.368736267089844,0.001,-39.22641848,100.0
4345,-39.03047523,0.06191663816571236,319200,319099,100.0,73,3192,48.955772399902344,0.001,,
,,0.04846528172492981,319500,319399,,,,49.359535217285156,0.001,-39.47921558,100.0
4350,-38.86622745,0.05057715252041817,319600,319499,100.0,73,3196,48.616607666015625,0.001,,
,,0.07434533536434174,320000,319899,,,,49.26643371582031,0.001,-39.900999680000005,100.0
4355,-38.93006522,,320000,,100.0,73,3200,,,,
4357,-38.839997340000004,0.04122880846261978,320400,320299,100.0,73,3204,49.33183670043945,0.001,,
,,0.05464186146855354,320500,320399,,,,49.71654510498047,0.001,-39.494064900000005,100.0
4362,-38.98601351,0.05492103844881058,320800,320699,100.0,73,3208,49.29135513305664,0.001,,
,,0.05098241567611694,321000,320899,,,,49.378448486328125,0.001,-39.342156519999996,100.0
4367,-38.89666132,0.06049055606126785,321200,321099,100.0,73,3212,49.41279220581055,0.001,,
,,0.04636736214160919,321500,321399,,,,49.341392517089844,0.001,-39.997472779999995,100.0
4372,-38.77760509000001,0.05355176329612732,321600,321499,100.0,73,3216,49.39725112915039,0.001,,
,,0.053003862500190735,322000,321899,,,,49.051856994628906,0.001,-40.31896992,100.0
4377,-38.65758805,,322000,,100.0,73,3220,,,,
4380,-38.85947318000001,0.06556200981140137,322400,322299,100.0,73,3224,49.14276885986328,0.001,,
,,0.06506767868995667,322500,322399,,,,49.14402389526367,0.001,-40.994862000000005,100.0
4385,-38.945352580000005,0.07770772278308868,322800,322699,100.0,73,3228,49.79402160644531,0.001,,
,,0.06092192605137825,323000,322899,,,,48.894752502441406,0.001,-41.033512339999994,100.0
4390,-39.057240300000004,0.04856660217046738,323200,323099,100.0,73,3232,49.5014762878418,0.001,,
,,0.06490762531757355,323500,323399,,,,48.7955436706543,0.001,-40.872536139999994,100.0
4395,-38.89649764,0.05535734072327614,323600,323499,100.0,73,3236,48.88262176513672,0.001,,
,,0.0699269026517868,324000,323899,,,,49.19428253173828,0.001,-39.69878792,100.0
4401,-38.52151311000001,,324000,,100.0,73,3240,,,,
4403,-38.472203480000005,0.053717464208602905,324400,324299,100.0,73,3244,49.27499008178711,0.001,,
,,0.05035629868507385,324500,324399,,,,49.149803161621094,0.001,-39.77754994,100.0
4408,-38.417938760000006,0.04679788649082184,324800,324699,100.0,73,3248,49.62940979003906,0.001,,
,,0.061476245522499084,325000,324899,,,,49.23735427856445,0.001,-40.22487276,100.0
4413,-38.56704311000001,0.04672550410032272,325200,325099,100.0,73,3252,49.496482849121094,0.001,,
,,0.055426955223083496,325500,325399,,,,49.38474655151367,0.001,-39.4130424,100.0
4418,-38.82628589,0.05376600846648216,325600,325499,100.0,73,3256,49.5187873840332,0.001,,
,,0.04456081986427307,326000,325899,,,,49.38329315185547,0.001,-37.935451,100.0
4423,-39.10887762,,326000,,100.0,73,3260,,,,
