time/time_elapsed,time/episodes,train/learning_rate,train/n_updates,train/critic_loss,train/ent_coef_loss,rollout/ep_rew_mean,train/ent_coef,time/total_timesteps,rollout/ep_len_mean,time/fps,train/actor_loss,eval/mean_ep_length,eval/mean_reward
10483,3816,0.0003,381499,0.02343578264117241,-0.07733616232872009,-25.346759480000006,0.00845480989664793,381600,100.0,36,20.669233322143555,,
,,0.0003,381899,0.013057216070592403,-0.43941909074783325,,0.008486581966280937,382000,,,20.560157775878906,100.0,-24.011448440000002
10496,3820,,,,,-25.491782460000003,,382000,100.0,36,,,
10500,3824,0.0003,382299,0.013872785493731499,-0.3746063709259033,-25.309932049999997,0.008247682824730873,382400,100.0,36,20.4699764251709,,
,,0.0003,382399,0.021622709929943085,-0.24062752723693848,,0.008183393627405167,382500,,,20.628257751464844,100.0,-22.60529718
10513,3828,0.0003,382699,0.013772493228316307,0.4371238052845001,-25.50628558,0.008128492161631584,382800,100.0,36,20.60879898071289,,
,,0.0003,382899,0.017909636721014977,-0.09444721043109894,,0.008050297386944294,383000,,,20.743276596069336,100.0,-22.981924340000006
10525,3832,0.0003,383099,0.012166112661361694,-0.037748634815216064,-25.459154449999996,0.008034773170948029,383200,100.0,36,20.284814834594727,,
,,0.0003,383399,0.018068943172693253,0.7884131669998169,,0.008027048781514168,383500,,,20.63914680480957,100.0,-22.848935399999995
10538,3836,0.0003,383499,0.013733060099184513,1.752789855003357,-25.48945645,0.008015413768589497,383600,100.0,36,20.602638244628906,,
,,0.0003,383899,0.014612797647714615,-0.033685967326164246,,0.00806743185967207,384000,,,21.08807373046875,100.0,-22.88958224
10550,3840,,,,,-25.345095660000002,,384000,100.0,36,,,
10555,3844,0.0003,384299,0.012151260860264301,-1.0278947353363037,-25.174073160000003,0.00806236732751131,384400,100.0,36,20.781143188476562,,
,,0.0003,384399,0.01145208440721035,-0.4525485038757324,,0.00810389406979084,384500,,,20.519634246826172,100.0,-23.4848474
10568,3848,0.0003,384699,0.014387108385562897,0.8941932320594788,-25.031920730000003,0.008115355856716633,384800,100.0,36,20.354843139648438,,
,,0.0003,384899,0.013499476946890354,-0.21440169215202332,,0.008103707805275917,385000,,,20.926366806030273,100.0,-23.090191699999995
10580,3852,0.0003,385099,0.028359845280647278,-0.5855286121368408,-24.876440889999998,0.007939272560179234,385200,100.0,36,20.837936401367188,,
,,0.0003,385399,0.010973303578794003,0.8998595476150513,,0.007961304858326912,385500,,,20.794118881225586,100.0,-23.329058239999995
10593,3856,0.0003,385499,0.021109391003847122,-0.994896650314331,-24.757535669999996,0.007973398081958294,385600,100.0,36,20.655797958374023,,
,,0.0003,385899,0.011893847957253456,1.2933363914489746,,0.007845848798751831,386000,,,20.69123649597168,100.0,-23.11717876
10605,3860,,,,,-24.91246638,,386000,100.0,36,,,
10610,3864,0.0003,386299,0.010557116009294987,-0.6247984170913696,-24.784714450000003,0.00789309199899435,386400,100.0,36,20.934513092041016,,
,,0.0003,386399,0.011333229020237923,0.20557796955108643,,0.007922990247607231,386500,,,20.805891036987305,100.0,-23.337630859999994
10622,3868,0.0003,386699,0.008876711130142212,0.6037116646766663,-24.83317531,0.007910201326012611,386800,100.0,36,20.745405197143555,,
,,0.0003,386899,0.009035564959049225,-1.0197292566299438,,0.007971124723553658,387000,,,20.878564834594727,100.0,-24.753010500000006
10635,3872,0.0003,387099,0.01523516420274973,0.4288007616996765,-24.8317039,0.007947945967316628,387200,100.0,36,20.42886734008789,,
,,0.0003,387399,0.010967505164444447,0.2708069086074829,,0.008007067255675793,387500,,,20.974746704101562,100.0,-23.578960700000003
10648,3876,0.0003,387499,0.018080081790685654,-0.46518054604530334,-24.78100345,0.007952631451189518,387600,100.0,36,20.3439998626709,,
,,0.0003,387899,0.00961444340646267,0.5797901153564453,,0.008015769533813,388000,,,20.727397918701172,100.0,-23.752582380000003
10660,3880,,,,,-24.72372369,,388000,100.0,36,,,
10665,3884,0.0003,388299,0.013701563701033592,0.6740407347679138,-25.30658882,0.008079908788204193,388400,100.0,36,20.794879913330078,,
,,0.0003,388399,0.010431502014398575,0.1649671345949173,,0.008138230070471764,388500,,,20.500423431396484,100.0,-22.194119139999998
10678,3888,0.0003,388699,0.013494222424924374,1.5513014793395996,-25.151808320000008,0.00817297026515007,388800,100.0,36,21.19595718383789,,
,,0.0003,388899,0.02052018791437149,-0.14327220618724823,,0.008268250152468681,389000,,,21.402027130126953,100.0,-22.2437633
10691,3892,0.0003,389099,0.008610488846898079,-0.02389705181121826,-25.064512610000005,0.008157236501574516,389200,100.0,36,20.747028350830078,,
,,0.0003,389399,0.012066787108778954,0.13308173418045044,,0.008096261881291866,389500,,,20.62582778930664,100.0,-24.326752259999992
10703,3896,0.0003,389499,0.00987806636840105,-0.18567036092281342,-25.11855129,0.008130589500069618,389600,100.0,36,20.844579696655273,,
,,0.0003,389899,0.01084795780479908,0.33362632989883423,,0.008077382110059261,390000,,,20.42818832397461,100.0,-22.386608900000002
10716,3900,,,,,-25.06562406,,390000,100.0,36,,,
10720,3904,0.0003,390299,0.01220789086073637,0.008178643882274628,-24.922942430000003,0.00820667203515768,390400,100.0,36,20.688135147094727,,
,,0.0003,390399,0.010531874373555183,0.4537579119205475,,0.008244635537266731,390500,,,21.043397903442383,100.0,-22.61251002
10733,3908,0.0003,390699,0.010236872360110283,0.26978614926338196,-24.83141854,0.00818273052573204,390800,100.0,36,20.469242095947266,,
,,0.0003,390899,0.010670728981494904,0.6444153785705566,,0.00821952149271965,391000,,,20.9080810546875,100.0,-22.50366842
10745,3912,0.0003,391099,0.011798996478319168,1.3720489740371704,-24.818246460000005,0.008169315755367279,391200,100.0,36,20.75058364868164,,
,,0.0003,391399,0.011169192381203175,0.35842806100845337,,0.008258584886789322,391500,,,20.43160057067871,100.0,-22.492655099999997
10758,3916,0.0003,391499,0.010324977338314056,-0.6925608515739441,-24.73242973,0.008170004934072495,391600,100.0,36,20.68387222290039,,
,,0.0003,391899,0.007243148051202297,-0.8238876461982727,,0.008281334303319454,392000,,,20.080307006835938,100.0,-22.87150538
10770,3920,,,,,-24.679820380000002,,392000,100.0,36,,,
10775,3924,0.0003,392299,0.0117786955088377,0.3131040632724762,-24.750583010000003,0.008139205165207386,392400,100.0,36,20.997737884521484,,
,,0.0003,392399,0.010346531867980957,0.6048040390014648,,0.00823559146374464,392500,,,20.734085083007812,100.0,-22.355846739999997
10787,3928,0.0003,392699,0.012375077232718468,-0.3739864230155945,-24.60270458,0.008251805789768696,392800,100.0,36,20.950584411621094,,
,,0.0003,392899,0.015453707426786423,-1.0506948232650757,,0.008211267180740833,393000,,,21.107152938842773,100.0,-22.521173599999997
10800,3932,0.0003,393099,0.014536339789628983,0.7385488748550415,-25.01269962,0.008216346614062786,393200,100.0,36,21.209060668945312,,
,,0.0003,393399,0.018543440848588943,0.1467248499393463,,0.008209282532334328,393500,,,21.02924346923828,100.0,-22.336456479999995
10812,3936,0.0003,393499,0.011137440800666809,0.5441884994506836,-24.879465149999998,0.008192057721316814,393600,100.0,36,21.236618041992188,,
,,0.0003,393899,0.01509220153093338,-0.39248424768447876,,0.008205259218811989,394000,,,20.526405334472656,100.0,-21.641068419999996
10825,3940,,,,,-24.916199700000004,,394000,100.0,36,,,
10829,3944,0.0003,394299,0.011389052495360374,-0.3696969151496887,-24.898197509999996,0.008403763175010681,394400,100.0,36,20.77531623840332,,
,,0.0003,394399,0.010942744091153145,-0.2667063772678375,,0.008337204344570637,394500,,,20.66413116455078,100.0,-22.021514039999996
10842,3948,0.0003,394699,0.016224004328250885,-0.3553149700164795,-24.860311719999995,0.008319905027747154,394800,100.0,36,21.161510467529297,,
,,0.0003,394899,0.016904346644878387,0.6344105005264282,,0.00833791121840477,395000,,,21.199325561523438,100.0,-21.591418159999993
10854,3952,0.0003,395099,0.01691824197769165,-1.4110774993896484,-24.833658950000004,0.008295672945678234,395200,100.0,36,20.92698860168457,,
,,0.0003,395399,0.009983014315366745,-0.026193201541900635,,0.008282076567411423,395500,,,21.115856170654297,100.0,-21.869051059999997
10867,3956,0.0003,395499,0.012029750272631645,-0.6222877502441406,-24.75975134,0.008292995393276215,395600,100.0,36,20.796016693115234,,
,,0.0003,395899,0.02011050656437874,0.22450418770313263,,0.008279742673039436,396000,,,21.003135681152344,100.0,-21.630308559999992
10879,3960,,,,,-24.478633450000004,,396000,100.0,36,,,
10884,3964,0.0003,396299,0.013922569341957569,-0.2795838713645935,-24.50583189,0.008249814622104168,396400,100.0,36,20.977100372314453,,
,,0.0003,396399,0.011594788171350956,0.39833250641822815,,0.008269140496850014,396500,,,21.75186538696289,100.0,-21.72447402
10897,3968,0.0003,396699,0.0106988325715065,-0.30794379115104675,-24.35174555,0.008289353922009468,396800,100.0,36,20.77481460571289,,
,,0.0003,396899,0.014033242128789425,-1.095588207244873,,0.008361242711544037,397000,,,20.45931625366211,100.0,-21.901389480000002
10909,3972,0.0003,397099,0.013415282592177391,-0.40922805666923523,-24.27381779,0.008385554887354374,397200,100.0,36,21.255321502685547,,
,,0.0003,397399,0.01386033371090889,0.7659483551979065,,0.008397506549954414,397500,,,20.789182662963867,100.0,-21.52583862
10922,3976,0.0003,397499,0.017200864851474762,0.4432361125946045,-24.28976151,0.008352873846888542,397600,100.0,36,21.524795532226562,,
,,0.0003,397899,0.012212146073579788,-0.48399877548217773,,0.008305520750582218,398000,,,20.531604766845703,100.0,-21.4278883
10934,3980,,,,,-24.353087209999995,,398000,100.0,36,,,
10939,3984,0.0003,398299,0.01515380758792162,-0.7657206654548645,-23.6510018,0.008133657276630402,398400,100.0,36,20.853931427001953,,
,,0.0003,398399,0.010399449616670609,-0.1739194393157959,,0.008094369433820248,398500,,,20.869037628173828,100.0,-21.747022379999997
10951,3988,0.0003,398699,0.016231922432780266,0.5362638235092163,-23.803796609999996,0.008119598031044006,398800,100.0,36,21.732154846191406,,
,,0.0003,398899,0.02026921510696411,-0.8969363570213318,,0.008212477900087833,399000,,,21.361093521118164,100.0,-21.958643199999997
10964,3992,0.0003,399099,0.014373306185007095,-0.2629011273384094,-23.84719994,0.008201571181416512,399200,100.0,36,20.881366729736328,,
,,0.0003,399399,0.016817044466733932,2.0533108711242676,,0.008103081956505775,399500,,,20.926090240478516,100.0,-21.689636680000003
10977,3996,0.0003,399499,0.01191057451069355,0.24631671607494354,-23.790837699999997,0.008084950037300587,399600,100.0,36,20.533260345458984,,
,,0.0003,399899,0.01146457064896822,0.7196292877197266,,0.008044004440307617,400000,,,20.480417251586914,100.0,-21.672665559999995
10989,4000,,,,,-23.75671115,,400000,100.0,36,,,
10994,4004,0.0003,400299,0.00967731885612011,0.917131781578064,-23.870785350000006,0.007827534340322018,400400,100.0,36,21.142135620117188,,
,,0.0003,400399,0.010794376954436302,1.4730427265167236,,0.007860715501010418,400500,,,21.173240661621094,100.0,-21.793047420000004
11006,4008,0.0003,400699,0.02000361680984497,0.20027470588684082,-23.97855031,0.007949648424983025,400800,100.0,36,21.223297119140625,,
,,0.0003,400899,0.012180695310235023,0.35025572776794434,,0.00801017601042986,401000,,,21.166484832763672,100.0,-21.583997
11019,4012,0.0003,401099,0.007348067592829466,-0.8262382745742798,-24.005698400000007,0.008049790747463703,401200,100.0,36,20.91079330444336,,
,,0.0003,401399,0.00694243935868144,0.812456488609314,,0.007991519756615162,401500,,,20.655759811401367,100.0,-22.683971879999998
11031,4016,0.0003,401499,0.01774265617132187,-0.09170013666152954,-23.997752779999995,0.00795790459960699,401600,100.0,36,21.008644104003906,,
,,0.0003,401899,0.014355147257447243,-0.3414739966392517,,0.007882628589868546,402000,,,20.977462768554688,100.0,-22.659638600000005
11044,4020,,,,,-23.872523960000002,,402000,100.0,36,,,
11049,4024,0.0003,402299,0.011348620057106018,-0.2649235129356384,-23.89404079,0.007900434546172619,402400,100.0,36,21.089794158935547,,
,,0.0003,402399,0.013890995644032955,0.2895520329475403,,0.007988255470991135,402500,,,21.348726272583008,100.0,-22.953915999999996
11061,4028,0.0003,402699,0.014529530890285969,-0.14786989986896515,-23.978133479999997,0.007907938212156296,402800,100.0,36,20.994213104248047,,
,,0.0003,402899,0.015597234480082989,-0.6844569444656372,,0.008001524955034256,403000,,,21.557273864746094,100.0,-22.9882282
11074,4032,0.0003,403099,0.01166775356978178,0.7968565225601196,-23.59347946999999,0.007889257743954659,403200,100.0,36,21.232425689697266,,
,,0.0003,403399,0.014395538717508316,0.264869749546051,,0.008055092766880989,403500,,,20.773712158203125,100.0,-22.889502280000002
11086,4036,0.0003,403499,0.014129618182778358,-0.3304566442966461,-23.74402117,0.00798993930220604,403600,100.0,36,21.173049926757812,,
,,0.0003,403899,0.02132263407111168,0.4205171763896942,,0.007956561632454395,404000,,,21.658863067626953,100.0,-23.154863460000005
11099,4040,,,,,-23.98745417,,404000,100.0,36,,,
11103,4044,0.0003,404299,0.014345064759254456,0.7192883491516113,-23.97730573,0.007936887443065643,404400,100.0,36,20.753576278686523,,
,,0.0003,404399,0.017486784607172012,0.7784308195114136,,0.007995659485459328,404500,,,21.17282485961914,100.0,-23.642575839999996
11116,4048,0.0003,404699,0.016974957659840584,-0.011995382606983185,-24.039725439999998,0.007986876182258129,404800,100.0,36,20.351318359375,,
,,0.0003,404899,0.01280713826417923,-0.33700311183929443,,0.00794141087681055,405000,,,20.977367401123047,100.0,-24.189006040000002
11128,4052,0.0003,405099,0.015613649971783161,0.5464898347854614,-24.30288181,0.007925571873784065,405200,100.0,36,20.9928035736084,,
,,0.0003,405399,0.016961034387350082,0.1156308650970459,,0.007839775644242764,405500,,,20.50453758239746,100.0,-25.215137900000006
11141,4056,0.0003,405499,0.025807883590459824,-0.19342589378356934,-24.34127801,0.00782103557139635,405600,100.0,36,20.78335189819336,,
,,0.0003,405899,0.01585860550403595,-0.1102685034275055,,0.007831040769815445,406000,,,21.19232940673828,100.0,-31.650560039999995
11154,4060,,,,,-24.67396389,,406000,100.0,36,,,
11158,4064,0.0003,406299,0.018704775720834732,-0.828626275062561,-24.84106199,0.008064228110015392,406400,100.0,36,20.530155181884766,,
,,0.0003,406399,0.015745723620057106,0.5732176899909973,,0.007999327965080738,406500,,,21.363555908203125,100.0,-34.89874098
11171,4068,0.0003,406699,0.018265310674905777,0.6199219226837158,-25.45752751,0.008366602472960949,406800,100.0,36,20.601238250732422,,
,,0.0003,406899,0.009032364934682846,1.6221556663513184,,0.008583405055105686,407000,,,20.224681854248047,100.0,-31.75224262
11184,4072,0.0003,407099,0.011589597910642624,-0.8337008953094482,-25.81664126,0.008834133855998516,407200,100.0,36,20.542987823486328,,
,,0.0003,407399,0.014430966228246689,1.2240880727767944,,0.008940497413277626,407500,,,20.231151580810547,100.0,-28.773823699999994
11196,4076,0.0003,407499,0.011595763266086578,0.8609344959259033,-26.17407066,0.009047671221196651,407600,100.0,36,20.584667205810547,,
,,0.0003,407899,0.014626668766140938,-0.6884443759918213,,0.008954927325248718,408000,,,20.595657348632812,100.0,-27.20593486
11209,4080,,,,,-26.400235300000006,,408000,100.0,36,,,
11213,4084,0.0003,408299,0.0102926567196846,1.667008638381958,-26.744814780000002,0.008874988183379173,408400,100.0,36,19.74884033203125,,
,,0.0003,408399,0.027367329224944115,0.9516208171844482,,0.008867340162396431,408500,,,20.00613784790039,100.0,-29.255744259999997
11226,4088,0.0003,408699,0.011694075539708138,-0.5624027252197266,-26.8789395,0.008916344493627548,408800,100.0,36,19.942270278930664,,
,,0.0003,408899,0.013619571924209595,-0.5988669395446777,,0.008986572735011578,409000,,,20.759105682373047,100.0,-24.452236980000002
11239,4092,0.0003,409099,0.009556513279676437,-0.335711270570755,-26.902764930000004,0.008893763646483421,409200,100.0,36,20.262245178222656,,
,,0.0003,409399,0.011615385301411152,0.072145476937294,,0.008796844631433487,409500,,,20.432395935058594,100.0,-25.39251694
11251,4096,0.0003,409499,0.013238450512290001,-0.5726261734962463,-26.98520334000001,0.008753052912652493,409600,100.0,36,20.11972999572754,,
,,0.0003,409899,0.018239183351397514,-0.11264188587665558,,0.008898616768419743,410000,,,20.97451400756836,100.0,-23.78200006
11264,4100,,,,,-26.96086543,,410000,100.0,36,,,
11268,4104,0.0003,410299,0.012489941902458668,0.206769198179245,-27.03822678,0.00869052018970251,410400,100.0,36,20.162704467773438,,
,,0.0003,410399,0.01929534040391445,1.042439341545105,,0.008649550378322601,410500,,,19.91672134399414,100.0,-24.26670985999999
11281,4108,0.0003,410699,0.014405647292733192,-0.3611864447593689,-27.207941339999998,0.008498674258589745,410800,100.0,36,19.992673873901367,,
,,0.0003,410899,0.014246290549635887,-0.49880078434944153,,0.008476127870380878,411000,,,19.571338653564453,100.0,-24.22366846
11294,4112,0.0003,411099,0.007943867705762386,0.28896743059158325,-27.303126210000002,0.008358882740139961,411200,100.0,36,19.582035064697266,,
,,0.0003,411399,0.014866136014461517,-0.10366323590278625,,0.008242682553827763,411500,,,19.875289916992188,100.0,-23.49637364
11306,4116,0.0003,411499,0.01112805400043726,0.013297498226165771,-27.43489152,0.00814761221408844,411600,100.0,36,19.947755813598633,,
,,0.0003,411899,0.013461810536682606,-0.7023385763168335,,0.00796173419803381,412000,,,20.024900436401367,100.0,-22.88322527999999
11319,4120,,,,,-27.4636438,,412000,100.0,36,,,
11323,4124,0.0003,412299,0.01776997372508049,-1.2661809921264648,-27.48416804,0.008062083274126053,412400,100.0,36,19.949970245361328,,
,,0.0003,412399,0.011915838345885277,-0.8715980052947998,,0.008033658377826214,412500,,,19.946495056152344,100.0,-23.917193220000005
11336,4128,0.0003,412699,0.016541488468647003,-0.3881891369819641,-27.428879119999998,0.007871518842875957,412800,100.0,36,19.936695098876953,,
,,0.0003,412899,0.015328522771596909,-0.37847813963890076,,0.007813487201929092,413000,,,20.050256729125977,100.0,-22.3193226
11348,4132,0.0003,413099,0.016302183270454407,-1.2241649627685547,-27.413253289999993,0.007857155054807663,413200,100.0,36,20.11162567138672,,
,,0.0003,413399,0.008555359207093716,0.6652730703353882,,0.007929007522761822,413500,,,19.779958724975586,100.0,-22.303612120000004
11361,4136,0.0003,413499,0.00971218105405569,0.14184647798538208,-27.34327243,0.007861514575779438,413600,100.0,36,19.956205368041992,,
,,0.0003,413899,0.009813918732106686,0.37396928668022156,,0.007877661846578121,414000,,,20.055158615112305,100.0,-22.30631422
11373,4140,,,,,-27.18315991,,414000,100.0,36,,,
11377,4144,0.0003,414299,0.011318491771817207,0.7376139163970947,-27.26817898,0.007718462962657213,414400,100.0,36,19.810075759887695,,
,,0.0003,414399,0.015784675255417824,-0.6638832092285156,,0.007779448293149471,414500,,,20.21048355102539,100.0,-22.492717459999998
11390,4148,0.0003,414699,0.010147199966013432,0.8903428316116333,-27.31754656,0.007884143851697445,414800,100.0,36,19.63427734375,,
,,0.0003,414899,0.045565225183963776,0.625654399394989,,0.007951930165290833,415000,,,19.492895126342773,100.0,-22.67874752
11402,4152,0.0003,415099,0.011242964304983616,-1.1395277976989746,-27.08529607,0.007978946901857853,415200,100.0,36,19.786502838134766,,
,,0.0003,415399,0.017573034390807152,-0.26362067461013794,,0.007838194258511066,415500,,,20.265731811523438,100.0,-23.154816200000006
11415,4156,0.0003,415499,0.008815182372927666,-0.7708107233047485,-27.142344589999997,0.007777794264256954,415600,100.0,36,19.726581573486328,,
,,0.0003,415899,0.00750509649515152,-0.7820582389831543,,0.007777504622936249,416000,,,19.498428344726562,100.0,-22.784069299999995
11427,4160,,,,,-26.88609715,,416000,100.0,36,,,
11432,4164,0.0003,416299,0.010976813733577728,-0.8678152561187744,-26.754151489999998,0.007783199660480022,416400,100.0,36,19.470325469970703,,
,,0.0003,416399,0.009385182522237301,-0.3310011625289917,,0.007714532781392336,416500,,,19.661521911621094,100.0,-22.371055920000003
11444,4168,0.0003,416699,0.019544843584299088,-0.07448679208755493,-26.338526540000004,0.00771221611648798,416800,100.0,36,20.258525848388672,,
,,0.0003,416899,0.008683286607265472,1.1252593994140625,,0.007830184884369373,417000,,,20.028873443603516,100.0,-21.987737900000003
11457,4172,0.0003,417099,0.013703987002372742,-0.5561918020248413,-26.105264890000004,0.007946123369038105,417200,100.0,36,19.443361282348633,,
,,0.0003,417399,0.009590859524905682,-0.15926390886306763,,0.007864105515182018,417500,,,19.695327758789062,100.0,-22.27093508
11469,4176,0.0003,417499,0.012833153828978539,-0.8402391672134399,-25.69679102,0.007728565018624067,417600,100.0,36,20.247098922729492,,
,,0.0003,417899,0.00931314006447792,0.49318262934684753,,0.00783164519816637,418000,,,19.880329132080078,100.0,-22.09913572
11482,4180,,,,,-25.43965889,,418000,100.0,36,,,
11487,4184,0.0003,418299,0.013027150183916092,-0.6653777360916138,-25.12718968999999,0.007931518368422985,418400,100.0,36,19.67840576171875,,
,,0.0003,418399,0.009269241243600845,0.3201809525489807,,0.007936387322843075,418500,,,19.582828521728516,100.0,-22.149153880000004
11499,4188,0.0003,418699,0.013256292790174484,-0.9034903049468994,-24.922752099999997,0.007832354865968227,418800,100.0,36,20.235383987426758,,
,,0.0003,418899,0.015577966347336769,1.4005733728408813,,0.007889454253017902,419000,,,19.489315032958984,100.0,-21.568831299999996
11512,4192,0.0003,419099,0.010346144437789917,0.04321298003196716,-24.776058430000003,0.008010966703295708,419200,100.0,36,19.502107620239258,,
,,0.0003,419399,0.009856970980763435,-1.5679306983947754,,0.007986849173903465,419500,,,19.972803115844727,100.0,-21.823029840000004
11524,4196,0.0003,419499,0.00989277008920908,0.3527696430683136,-24.72382893,0.007992506958544254,419600,100.0,36,20.487586975097656,,
,,0.0003,419899,0.012504481710493565,0.5222799777984619,,0.007887689396739006,420000,,,20.08487319946289,100.0,-21.767034199999998
11536,4200,,,,,-24.67172577,,420000,100.0,36,,,
11541,4204,0.0003,420299,0.01746179722249508,-0.2991824448108673,-24.61473861,0.007966024801135063,420400,100.0,36,19.896316528320312,,
,,0.0003,420399,0.007998187094926834,0.4626651704311371,,0.007991150952875614,420500,,,19.315889358520508,100.0,-22.39557126
11554,4208,0.0003,420699,0.006669242400676012,0.5282351970672607,-24.459016600000005,0.007888095453381538,420800,100.0,36,19.431507110595703,,
,,0.0003,420899,0.014028843492269516,0.26641571521759033,,0.007860966958105564,421000,,,19.95882797241211,100.0,-21.57719452
11566,4212,0.0003,421099,0.012600205838680267,0.07591147720813751,-24.3580203,0.007811024785041809,421200,100.0,36,19.64447784423828,,
,,0.0003,421399,0.011613428592681885,-0.41939952969551086,,0.00798932183533907,421500,,,19.43418312072754,100.0,-21.51542756
11579,4216,0.0003,421499,0.00954461470246315,-0.1283043622970581,-24.227067500000004,0.007971630431711674,421600,100.0,36,19.767419815063477,,
,,0.0003,421899,0.007470262236893177,1.333916187286377,,0.007819931954145432,422000,,,20.016311645507812,100.0,-21.9262605
11591,4220,,,,,-24.196627680000002,,422000,100.0,36,,,
11596,4224,0.0003,422299,0.009896611794829369,0.6443901062011719,-24.13288919,0.007786287926137447,422400,100.0,36,20.347225189208984,,
,,0.0003,422399,0.008949298411607742,0.2832237482070923,,0.00782853178679943,422500,,,20.298213958740234,100.0,-22.143855780000003
11609,4228,0.0003,422699,0.014850006438791752,0.20894700288772583,-24.07569236,0.007832508534193039,422800,100.0,36,20.11048126220703,,
,,0.0003,422899,0.011242079548537731,0.9471485614776611,,0.00788894947618246,423000,,,20.24118423461914,100.0,-21.61043256
11622,4232,0.0003,423099,0.013149019330739975,0.4338848292827606,-24.088564190000003,0.007997062057256699,423200,100.0,36,20.121150970458984,,
,,0.0003,423399,0.00838407315313816,-0.815216064453125,,0.007873184978961945,423500,,,19.873273849487305,100.0,-21.580765879999998
11634,4236,0.0003,423499,0.008936974219977856,-0.139562726020813,-24.052603509999997,0.007876546122133732,423600,100.0,36,19.923660278320312,,
,,0.0003,423899,0.010463161394000053,-0.4305696487426758,,0.007969015277922153,424000,,,19.882991790771484,100.0,-22.36536106
11646,4240,,,,,-23.97955819,,424000,100.0,36,,,
11651,4244,0.0003,424299,0.028647789731621742,-0.021047532558441162,-23.94916275,0.008002578280866146,424400,100.0,36,20.093486785888672,,
,,0.0003,424399,0.008282987400889397,-0.9820165634155273,,0.007896759547293186,424500,,,19.70858383178711,100.0,-21.82343502
11664,4248,0.0003,424699,0.009887324646115303,-0.6985934972763062,-23.891553760000008,0.007907690480351448,424800,100.0,36,20.092370986938477,,
,,0.0003,424899,0.007413187064230442,-1.0696457624435425,,0.00784914568066597,425000,,,19.585376739501953,100.0,-21.756063440000002
11676,4252,0.0003,425099,0.0100105507299304,-0.2885035276412964,-23.976355879999996,0.007926073856651783,425200,100.0,36,20.37897300720215,,
,,0.0003,425399,0.013859860599040985,-0.5691758990287781,,0.007950019091367722,425500,,,20.064659118652344,100.0,-22.044919959999998
11689,4256,0.0003,425499,0.005883766803890467,-0.31779998540878296,-23.843579119999994,0.007926705293357372,425600,100.0,36,19.39147186279297,,
,,0.0003,425899,0.007975604385137558,0.017016887664794922,,0.008017729967832565,426000,,,20.343015670776367,100.0,-21.69919066
11701,4260,,,,,-23.881402760000004,,426000,100.0,36,,,
11706,4264,0.0003,426299,0.00854453630745411,0.3126503527164459,-23.96134951000001,0.007985875010490417,426400,100.0,36,19.656930923461914,,
,,0.0003,426399,0.007918573915958405,0.10165438055992126,,0.008068978786468506,426500,,,20.182010650634766,100.0,-21.42222236
11719,4268,0.0003,426699,0.012666737660765648,1.066217303276062,-23.78086382,0.008079847320914268,426800,100.0,36,20.346940994262695,,
,,0.0003,426899,0.009206045418977737,-0.2647385895252228,,0.00808958150446415,427000,,,19.998722076416016,100.0,-22.610848139999998
11731,4272,0.0003,427099,0.02194858156144619,-0.3803318738937378,-23.78064185,0.007968050427734852,427200,100.0,36,20.00399398803711,,
,,0.0003,427399,0.018468385562300682,0.5170764923095703,,0.008144783787429333,427500,,,20.397872924804688,100.0,-21.8257379
11744,4276,0.0003,427499,0.013953943736851215,0.4877016246318817,-23.736977530000004,0.008070321753621101,427600,100.0,36,20.46255874633789,,
,,0.0003,427899,0.010860469192266464,0.18548855185508728,,0.008028062991797924,428000,,,19.80664825439453,100.0,-21.4688973
11756,4280,,,,,-23.67551492,,428000,100.0,36,,,
11761,4284,0.0003,428299,0.010086829774081707,-0.08046960830688477,-23.655585459999998,0.007917911745607853,428400,100.0,36,20.29716682434082,,
,,0.0003,428399,0.00701487623155117,-0.03779296576976776,,0.007939616218209267,428500,,,20.103851318359375,100.0,-21.5048127
11773,4288,0.0003,428699,0.011577419005334377,0.07381248474121094,-23.614520229999993,0.00797654315829277,428800,100.0,36,20.34747314453125,,
,,0.0003,428899,0.020038219168782234,-0.3636387884616852,,0.007983293384313583,429000,,,20.270767211914062,100.0,-21.598966700000002
11786,4292,0.0003,429099,0.015813497826457024,-0.8390401005744934,-23.6368595,0.008002113550901413,429200,100.0,36,20.020545959472656,,
,,0.0003,429399,0.009035845287144184,-1.210676908493042,,0.008049191907048225,429500,,,19.79838752746582,100.0,-21.87531732
11798,4296,0.0003,429499,0.010886259377002716,-0.38472360372543335,-23.582128419999993,0.008058765903115273,429600,100.0,36,20.423553466796875,,
,,0.0003,429899,0.03519171476364136,0.30670201778411865,,0.008095300756394863,430000,,,20.417362213134766,100.0,-21.47403732
11810,4300,,,,,-23.66301297,,430000,100.0,36,,,
11815,4304,0.0003,430299,0.02227938547730446,-0.9939138889312744,-23.586783590000003,0.008027922362089157,430400,100.0,36,19.981521606445312,,
,,0.0003,430399,0.008993147872388363,1.1839756965637207,,0.008018996566534042,430500,,,20.276073455810547,100.0,-21.905255200000003
11828,4308,0.0003,430699,0.005676249507814646,-0.06617872416973114,-23.545896000000003,0.008014045655727386,430800,100.0,36,19.804243087768555,,
,,0.0003,430899,0.008000314235687256,-0.9284346699714661,,0.008080961182713509,431000,,,19.92475128173828,100.0,-22.05861756
