time/fps,train/actor_loss,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/episodes,time/total_timesteps,train/critic_loss,train/learning_rate,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
,24.73626708984375,,16899,,,17000,0.07018238306045532,0.001,,-48.283633179999995,100.0
64,24.82604217529297,-49.473082220000016,17099,100.0,172,17200,0.07078917324542999,0.001,267,,
,25.042110443115234,,17399,,,17500,0.06204419583082199,0.001,,-50.846811939999995,100.0
63,24.958011627197266,-49.33300163999999,17499,100.0,176,17600,0.07397191226482391,0.001,275,,
,25.4741268157959,,17899,,,18000,0.060688696801662445,0.001,,-51.859875540000004,100.0
63,,-49.11594802,,100.0,180,18000,,,282,,
64,25.96019172668457,-49.25272344999999,18299,100.0,184,18400,0.08797480165958405,0.001,285,,
,25.808115005493164,,18399,,,18500,0.0750642791390419,0.001,,-49.85379126,100.0
64,26.28947639465332,-49.26157083000001,18699,100.0,188,18800,0.11189113557338715,0.001,292,,
,26.500835418701172,,18899,,,19000,0.08026677370071411,0.001,,-52.105213459999995,100.0
64,26.815128326416016,-49.31860573000001,19099,100.0,192,19200,0.08211271464824677,0.001,299,,
,26.938213348388672,,19399,,,19500,0.10553326457738876,0.001,,-50.986241820000004,100.0
63,27.23752212524414,-49.14330583000001,19499,100.0,196,19600,0.07374642789363861,0.001,306,,
,27.324464797973633,,19899,,,20000,0.08145971596240997,0.001,,-48.70503380000001,100.0
63,,-49.28567132,,100.0,200,20000,,,313,,
64,28.032756805419922,-49.50263842,20299,100.0,204,20400,0.085689477622509,0.001,316,,
,28.123180389404297,,20399,,,20500,0.13917416334152222,0.001,,-49.56690246000001,100.0
64,28.531843185424805,-49.63807482,20699,100.0,208,20800,0.0725693330168724,0.001,324,,
,28.53436851501465,,20899,,,21000,0.08785417675971985,0.001,,-50.515980299999995,100.0
64,28.77710723876953,-49.879976639999995,21099,100.0,212,21200,0.06949694454669952,0.001,331,,
,28.86166763305664,,21399,,,21500,0.08631298691034317,0.001,,-50.20424798000001,100.0
63,29.34527015686035,-49.710989319999996,21499,100.0,216,21600,0.10043415427207947,0.001,338,,
,29.374202728271484,,21899,,,22000,0.07888811826705933,0.001,,-48.82175606,100.0
63,,-49.77875317,,100.0,220,22000,,,345,,
64,29.756994247436523,-49.71569701000001,22299,100.0,224,22400,0.09292374551296234,0.001,348,,
,30.15032196044922,,22399,,,22500,0.10972242057323456,0.001,,-51.11326672,100.0
64,30.60257339477539,-49.81269824,22699,100.0,228,22800,0.09748312830924988,0.001,355,,
,30.44928741455078,,22899,,,23000,0.09410834312438965,0.001,,-48.377263459999995,100.0
64,30.311086654663086,-49.81196918,23099,100.0,232,23200,0.07263276726007462,0.001,362,,
,30.69790267944336,,23399,,,23500,0.08074665069580078,0.001,,-49.57543413999999,100.0
63,30.777645111083984,-49.75286201,23499,100.0,236,23600,0.09537766128778458,0.001,369,,
,30.859127044677734,,23899,,,24000,0.09060926735401154,0.001,,-47.41302726,100.0
63,,-49.65442311000001,,100.0,240,24000,,,376,,
64,31.69063949584961,-49.96455412,24299,100.0,244,24400,0.06552746146917343,0.001,379,,
,31.569774627685547,,24399,,,24500,0.09317842125892639,0.001,,-50.20143040000001,100.0
64,32.08060073852539,-49.92248888999998,24699,100.0,248,24800,0.12800495326519012,0.001,386,,
,31.99297332763672,,24899,,,25000,0.08558191359043121,0.001,,-52.60229210000001,100.0
64,32.0684700012207,-49.82501776,25099,100.0,252,25200,0.06658387184143066,0.001,393,,
,32.39049530029297,,25399,,,25500,0.0782046690583229,0.001,,-48.48696348000001,100.0
63,32.55327606201172,-49.85072243,25499,100.0,256,25600,0.061129141598939896,0.001,400,,
,32.85643005371094,,25899,,,26000,0.09714826941490173,0.001,,-48.857880099999996,100.0
63,,-50.04450776999999,,100.0,260,26000,,,407,,
64,33.08511734008789,-49.941532370000004,26299,100.0,264,26400,0.06734155118465424,0.001,410,,
,33.12464141845703,,26399,,,26500,0.088473379611969,0.001,,-50.234966320000005,100.0
64,33.493125915527344,-49.84045580999999,26699,100.0,268,26800,0.06203536316752434,0.001,417,,
,33.50008010864258,,26899,,,27000,0.09440506994724274,0.001,,-47.459680420000005,100.0
63,33.74081802368164,-49.75558416,27099,100.0,272,27200,0.07375109940767288,0.001,425,,
,33.736576080322266,,27399,,,27500,0.062038570642471313,0.001,,-48.56891302,100.0
63,33.96014404296875,-49.84759502,27499,100.0,276,27600,0.09397143125534058,0.001,432,,
,34.34746551513672,,27899,,,28000,0.08077587932348251,0.001,,-52.08909844000001,100.0
63,,-50.1119808,,100.0,280,28000,,,439,,
64,34.43170166015625,-49.79091201999999,28299,100.0,284,28400,0.08091103285551071,0.001,442,,
,34.5383186340332,,28399,,,28500,0.07387429475784302,0.001,,-51.86888058,100.0
64,34.711631774902344,-49.777782249999994,28699,100.0,288,28800,0.09721514582633972,0.001,449,,
,35.01703643798828,,28899,,,29000,0.09846502542495728,0.001,,-54.53684858,100.0
63,34.975975036621094,-49.64864931000001,29099,100.0,292,29200,0.06570662558078766,0.001,456,,
,35.07500457763672,,29399,,,29500,0.08228270709514618,0.001,,-45.756147219999995,100.0
63,35.45441818237305,-49.550030500000005,29499,100.0,296,29600,0.09411436319351196,0.001,463,,
,35.603302001953125,,29899,,,30000,0.08615870773792267,0.001,,-44.727155339999996,100.0
63,,-49.238165089999995,,100.0,300,30000,,,471,,
64,35.791786193847656,-48.897367079999995,30299,100.0,304,30400,0.07665298134088516,0.001,473,,
,36.10784149169922,,30399,,,30500,0.06724818050861359,0.001,,-45.5437833,100.0
64,36.253204345703125,-48.76328801999999,30699,100.0,308,30800,0.0802106112241745,0.001,480,,
,36.28307342529297,,30899,,,31000,0.057640813291072845,0.001,,-45.42770753999999,100.0
63,36.367645263671875,-48.574684890000015,31099,100.0,312,31200,0.090027816593647,0.001,487,,
,36.572288513183594,,31399,,,31500,0.07128524780273438,0.001,,-45.153117820000006,100.0
63,36.74824905395508,-48.54872914,31499,100.0,316,31600,0.06560869514942169,0.001,495,,
,36.943023681640625,,31899,,,32000,0.0661432296037674,0.001,,-48.248599240000004,100.0
63,,-48.35563191,,100.0,320,32000,,,502,,
64,37.58023452758789,-48.179588649999985,32299,100.0,324,32400,0.09123675525188446,0.001,505,,
,37.420772552490234,,32399,,,32500,0.09187722951173782,0.001,,-48.856556839999996,100.0
64,37.61558151245117,-47.9603045,32699,100.0,328,32800,0.07204283773899078,0.001,512,,
,37.55714797973633,,32899,,,33000,0.06762261688709259,0.001,,-48.77016994,100.0
63,37.82524871826172,-47.913064569999996,33099,100.0,332,33200,0.07917049527168274,0.001,519,,
,37.630393981933594,,33399,,,33500,0.06539960950613022,0.001,,-47.23489549999999,100.0
63,37.98617172241211,-47.62513153,33499,100.0,336,33600,0.07483816891908646,0.001,526,,
,38.32391357421875,,33899,,,34000,0.07408946007490158,0.001,,-46.01840296,100.0
63,,-47.70364908,,100.0,340,34000,,,533,,
64,38.536224365234375,-47.25722575,34299,100.0,344,34400,0.06675760447978973,0.001,536,,
,38.89369201660156,,34399,,,34500,0.06929835677146912,0.001,,-47.69280522,100.0
63,38.448341369628906,-47.25527661000001,34699,100.0,348,34800,0.09067539870738983,0.001,543,,
,39.01591491699219,,34899,,,35000,0.06665899604558945,0.001,,-47.725122600000006,100.0
63,39.319786071777344,-47.04002024,35099,100.0,352,35200,0.08336310088634491,0.001,550,,
,39.625240325927734,,35399,,,35500,0.07608065009117126,0.001,,-46.89340394,100.0
63,39.11943817138672,-47.00237152,35499,100.0,356,35600,0.07821881771087646,0.001,557,,
,39.346214294433594,,35899,,,36000,0.07409588992595673,0.001,,-46.98488494,100.0
63,,-46.912472109999996,,100.0,360,36000,,,565,,
64,39.61028289794922,-46.88174240999999,36299,100.0,364,36400,0.0711943507194519,0.001,567,,
,39.94061279296875,,36399,,,36500,0.08170555531978607,0.001,,-45.93361521999999,100.0
63,40.080116271972656,-46.55803088999999,36699,100.0,368,36800,0.06715688854455948,0.001,575,,
,40.10338592529297,,36899,,,37000,0.07498599588871002,0.001,,-46.47162869999999,100.0
63,39.87380599975586,-46.57249511,37099,100.0,372,37200,0.0815921500325203,0.001,582,,
,40.40681457519531,,37399,,,37500,0.0692148208618164,0.001,,-45.10452432000001,100.0
63,40.23811340332031,-46.29940853000001,37499,100.0,376,37600,0.08018733561038971,0.001,589,,
,41.01313781738281,,37899,,,38000,0.08153745532035828,0.001,,-45.17281531999999,100.0
63,,-45.863382520000016,,100.0,380,38000,,,596,,
64,40.66846466064453,-45.986929599999996,38299,100.0,384,38400,0.09438519179821014,0.001,599,,
,40.74828338623047,,38399,,,38500,0.06747475266456604,0.001,,-44.25185898000001,100.0
63,41.18592071533203,-45.42976081,38699,100.0,388,38800,0.08680568635463715,0.001,606,,
,40.83894348144531,,38899,,,39000,0.06071849167346954,0.001,,-45.144547460000005,100.0
63,41.0084228515625,-45.035953849999984,39099,100.0,392,39200,0.06886684894561768,0.001,613,,
,41.15522003173828,,39399,,,39500,0.09471830725669861,0.001,,-45.1072577,100.0
63,41.481056213378906,-44.66286642,39499,100.0,396,39600,0.053145986050367355,0.001,621,,
,41.19605255126953,,39899,,,40000,0.10741201788187027,0.001,,-45.32028614000001,100.0
63,,-44.83223915000001,,100.0,400,40000,,,628,,
63,41.63029479980469,-44.80208648,40299,100.0,404,40400,0.07526661455631256,0.001,631,,
,41.90208435058594,,40399,,,40500,0.07538298517465591,0.001,,-44.42625088,100.0
63,41.87192916870117,-44.60957712,40699,100.0,408,40800,0.0661018043756485,0.001,638,,
,41.96016311645508,,40899,,,41000,0.0766717940568924,0.001,,-46.98245139999999,100.0
63,42.116764068603516,-44.59298765,41099,100.0,412,41200,0.06501312553882599,0.001,645,,
,42.53285217285156,,41399,,,41500,0.06373989582061768,0.001,,-44.58104628,100.0
63,42.261558532714844,-44.317297360000005,41499,100.0,416,41600,0.09088307619094849,0.001,652,,
,42.388668060302734,,41899,,,42000,0.0799269750714302,0.001,,-44.73795041999999,100.0
63,,-44.25203010999999,,100.0,420,42000,,,659,,
63,42.5992431640625,-44.27223292000001,42299,100.0,424,42400,0.08515027165412903,0.001,662,,
,42.24904251098633,,42399,,,42500,0.0777839869260788,0.001,,-45.76561498,100.0
63,42.89167785644531,-44.080075140000005,42699,100.0,428,42800,0.11488351225852966,0.001,670,,
,42.41157531738281,,42899,,,43000,0.06627873331308365,0.001,,-45.39353852,100.0
63,42.69160461425781,-43.78738883999999,43099,100.0,432,43200,0.06875083595514297,0.001,677,,
,43.03933334350586,,43399,,,43500,0.07795192301273346,0.001,,-45.69276904,100.0
63,42.84547424316406,-43.866139190000005,43499,100.0,436,43600,0.06582416594028473,0.001,684,,
,43.50298309326172,,43899,,,44000,0.08360506594181061,0.001,,-46.71338736,100.0
63,,-43.58694630000001,,100.0,440,44000,,,691,,
63,43.1397705078125,-43.84063085999999,44299,100.0,444,44400,0.07569006830453873,0.001,694,,
,43.109771728515625,,44399,,,44500,0.09783890098333359,0.001,,-45.33031844,100.0
63,43.42311477661133,-43.770297310000004,44699,100.0,448,44800,0.08911755681037903,0.001,701,,
,43.90895462036133,,44899,,,45000,0.07209691405296326,0.001,,-46.416929659999994,100.0
63,43.08934783935547,-43.67848274,45099,100.0,452,45200,0.11125966161489487,0.001,708,,
,43.569053649902344,,45399,,,45500,0.06380017101764679,0.001,,-47.41683082,100.0
63,43.888694763183594,-43.507243679999995,45499,100.0,456,45600,0.07953459024429321,0.001,716,,
,43.89237976074219,,45899,,,46000,0.08420618623495102,0.001,,-45.62138626,100.0
63,,-43.51812561,,100.0,460,46000,,,723,,
63,44.159019470214844,-43.63975437,46299,100.0,464,46400,0.20122841000556946,0.001,726,,
,44.249229431152344,,46399,,,46500,0.08103305101394653,0.001,,-44.59066068,100.0
63,44.083248138427734,-43.79684568,46699,100.0,468,46800,0.07501357793807983,0.001,733,,
,44.4605712890625,,46899,,,47000,0.08896733820438385,0.001,,-44.5384545,100.0
63,44.63292694091797,-43.48977505999999,47099,100.0,472,47200,0.09235650300979614,0.001,740,,
,44.183204650878906,,47399,,,47500,0.07820861041545868,0.001,,-44.69294508,100.0
63,44.393531799316406,-43.2305776,47499,100.0,476,47600,0.14428962767124176,0.001,747,,
,44.456111907958984,,47899,,,48000,0.07415839284658432,0.001,,-45.949380979999994,100.0
63,,-43.344044990000015,,100.0,480,48000,,,755,,
63,44.28013229370117,-43.009869419999994,48299,100.0,484,48400,0.0676899403333664,0.001,757,,
,44.7167854309082,,48399,,,48500,0.10461549460887909,0.001,,-49.17133612,100.0
63,44.81048583984375,-43.28444333999999,48699,100.0,488,48800,0.11070160567760468,0.001,765,,
,44.914424896240234,,48899,,,49000,0.09096356481313705,0.001,,-45.83004718,100.0
63,45.42095184326172,-43.24558072999999,49099,100.0,492,49200,0.10822269320487976,0.001,772,,
,44.99054718017578,,49399,,,49500,0.12791556119918823,0.001,,-44.53277688,100.0
63,45.55180358886719,-43.31986423,49499,100.0,496,49600,0.08158901333808899,0.001,779,,
,45.1184196472168,,49899,,,50000,0.06486906111240387,0.001,,-43.97873611999999,100.0
63,,-43.06493453,,100.0,500,50000,,,786,,
63,45.963653564453125,-43.31940781000001,50299,100.0,504,50400,0.07871934771537781,0.001,789,,
,45.77430725097656,,50399,,,50500,0.08651690185070038,0.001,,-44.7869375,100.0
63,45.771663665771484,-43.34584744000001,50699,100.0,508,50800,0.12980714440345764,0.001,796,,
,45.977378845214844,,50899,,,51000,0.10749320685863495,0.001,,-43.32031116,100.0
63,46.64841079711914,-42.99025409000001,51099,100.0,512,51200,0.07846664637327194,0.001,803,,
,45.546165466308594,,51399,,,51500,0.14217723906040192,0.001,,-44.4915268,100.0
63,46.14610290527344,-43.01860873999999,51499,100.0,516,51600,0.09041399508714676,0.001,811,,
,46.970123291015625,,51899,,,52000,0.07028698921203613,0.001,,-44.078904380000004,100.0
63,,-43.21016256000001,,100.0,520,52000,,,818,,
63,47.175987243652344,-43.09758796999999,52299,100.0,524,52400,0.1045152023434639,0.001,820,,
,46.368690490722656,,52399,,,52500,0.08429253846406937,0.001,,-43.44009108000001,100.0
63,46.09092712402344,-43.183270189999995,52699,100.0,528,52800,0.07755326479673386,0.001,828,,
,46.77212905883789,,52899,,,53000,0.08062752336263657,0.001,,-43.38721538000001,100.0
63,46.63384246826172,-42.802204620000005,53099,100.0,532,53200,0.07876483350992203,0.001,835,,
,46.14484405517578,,53399,,,53500,0.06924977898597717,0.001,,-43.82614212000001,100.0
63,46.58263397216797,-42.72854595,53499,100.0,536,53600,0.10167832672595978,0.001,842,,
,47.17829132080078,,53899,,,54000,0.08364538848400116,0.001,,-45.16686538,100.0
63,,-42.723623739999994,,100.0,540,54000,,,849,,
63,47.22479248046875,-42.4671739,54299,100.0,544,54400,0.07696306705474854,0.001,852,,
,47.24851989746094,,54399,,,54500,0.07504589855670929,0.001,,-44.67721722,100.0
63,47.11920166015625,-42.21244948999999,54699,100.0,548,54800,0.07173395901918411,0.001,859,,
,46.70183181762695,,54899,,,55000,0.07274812459945679,0.001,,-45.25128294,100.0
63,46.815589904785156,-42.133255250000005,55099,100.0,552,55200,0.09227864444255829,0.001,866,,
,47.51787567138672,,55399,,,55500,0.1949784904718399,0.001,,-44.40166309999999,100.0
63,47.190452575683594,-42.21134867,55499,100.0,556,55600,0.08897179365158081,0.001,873,,
,46.958641052246094,,55899,,,56000,0.07867911458015442,0.001,,-45.18066952,100.0
63,,-41.98198334,,100.0,560,56000,,,880,,
63,47.56631851196289,-41.731375500000006,56299,100.0,564,56400,0.07822995632886887,0.001,883,,
,47.76590347290039,,56399,,,56500,0.0832379013299942,0.001,,-45.67927685999999,100.0
63,47.516910552978516,-41.98660938,56699,100.0,568,56800,0.08531589806079865,0.001,890,,
,47.140411376953125,,56899,,,57000,0.11341612040996552,0.001,,-44.964841019999994,100.0
63,47.5457878112793,-42.38699622,57099,100.0,572,57200,0.11053234338760376,0.001,897,,
,47.89507293701172,,57399,,,57500,0.07679039239883423,0.001,,-43.799134839999994,100.0
63,48.153961181640625,-42.35153739000001,57499,100.0,576,57600,0.07472847402095795,0.001,905,,
,47.9112548828125,,57899,,,58000,0.16330361366271973,0.001,,-43.912110860000006,100.0
63,,-42.202405639999995,,100.0,580,58000,,,912,,
63,47.950992584228516,-42.32410913,58299,100.0,584,58400,0.07578235864639282,0.001,915,,
,47.988101959228516,,58399,,,58500,0.0739264190196991,0.001,,-44.51465856,100.0
63,47.781341552734375,-42.3430334,58699,100.0,588,58800,0.09174343943595886,0.001,922,,
,48.24214172363281,,58899,,,59000,0.0744849145412445,0.001,,-44.21436254,100.0
63,47.90283966064453,-42.46677964,59099,100.0,592,59200,0.07957445085048676,0.001,929,,
,48.324039459228516,,59399,,,59500,0.06401550769805908,0.001,,-43.87932098,100.0
63,48.10250473022461,-42.54451548000001,59499,100.0,596,59600,0.08441296219825745,0.001,937,,
,47.91820526123047,,59899,,,60000,0.08610835671424866,0.001,,-44.94945598,100.0
63,,-42.22071352999999,,100.0,600,60000,,,944,,
63,48.62417221069336,-42.110308839999995,60299,100.0,604,60400,0.11116784811019897,0.001,946,,
,48.25175857543945,,60399,,,60500,0.07550089806318283,0.001,,-44.00785076000001,100.0
63,48.56446838378906,-42.00422539,60699,100.0,608,60800,0.0986013412475586,0.001,954,,
,48.09291458129883,,60899,,,61000,0.06824778020381927,0.001,,-44.085988660000005,100.0
63,48.50102996826172,-42.24334193,61099,100.0,612,61200,0.0624786913394928,0.001,961,,
,48.688323974609375,,61399,,,61500,0.07689842581748962,0.001,,-44.426462799999996,100.0
63,48.83150863647461,-42.32245629999999,61499,100.0,616,61600,0.08020523190498352,0.001,968,,
,48.64418411254883,,61899,,,62000,0.08726784586906433,0.001,,-44.36416948,100.0
63,,-42.17114092,,100.0,620,62000,,,975,,
63,49.345767974853516,-41.94664634,62299,100.0,624,62400,0.11700759828090668,0.001,978,,
,48.49022674560547,,62399,,,62500,0.10673051327466965,0.001,,-43.62401337999999,100.0
63,49.21576690673828,-41.895180489999994,62699,100.0,628,62800,0.10830269753932953,0.001,985,,
,49.10395812988281,,62899,,,63000,0.08964360505342484,0.001,,-43.146369160000006,100.0
63,48.94176483154297,-42.19715033000001,63099,100.0,632,63200,0.08446215093135834,0.001,992,,
,48.91103744506836,,63399,,,63500,0.0692846029996872,0.001,,-42.5426462,100.0
63,49.29146194458008,-42.160648280000004,63499,100.0,636,63600,0.09281249344348907,0.001,999,,
,49.18036651611328,,63899,,,64000,0.10957957804203033,0.001,,-43.25764844000001,100.0
63,,-42.5311543,,100.0,640,64000,,,1007,,
63,48.997947692871094,-42.744801839999994,64299,100.0,644,64400,0.07694433629512787,0.001,1009,,
,49.40546417236328,,64399,,,64500,0.1009274274110794,0.001,,-44.277413259999996,100.0
63,49.51077651977539,-42.79177081000001,64699,100.0,648,64800,0.09198366105556488,0.001,1017,,
,49.734283447265625,,64899,,,65000,0.06495612114667892,0.001,,-43.45311993999999,100.0
63,49.51738739013672,-43.05639451,65099,100.0,652,65200,0.06539641320705414,0.001,1024,,
,49.94206619262695,,65399,,,65500,0.08074810355901718,0.001,,-43.52158254000001,100.0
63,49.60762023925781,-43.19736379000001,65499,100.0,656,65600,0.08875998854637146,0.001,1031,,
,49.36338424682617,,65899,,,66000,0.10048029571771622,0.001,,-44.10555977999999,100.0
63,,-43.57587427999999,,100.0,660,66000,,,1038,,
63,49.70941162109375,-43.84045891999999,66299,100.0,664,66400,0.0844394713640213,0.001,1041,,
,49.7819938659668,,66399,,,66500,0.08033695816993713,0.001,,-43.6741677,100.0
63,49.735191345214844,-43.43150334999999,66699,100.0,668,66800,0.0812188908457756,0.001,1048,,
,49.87464141845703,,66899,,,67000,0.08846685290336609,0.001,,-43.53447044000001,100.0
63,49.75269317626953,-43.05605850999999,67099,100.0,672,67200,0.08195967972278595,0.001,1056,,
,49.594871520996094,,67399,,,67500,0.07322488725185394,0.001,,-44.705636139999996,100.0
63,49.753910064697266,-43.192969219999995,67499,100.0,676,67600,0.08206640183925629,0.001,1063,,
,50.08652114868164,,67899,,,68000,0.07693040370941162,0.001,,-42.9565137,100.0
63,,-43.09776126,,100.0,680,68000,,,1070,,
63,49.87745666503906,-43.108897549999995,68299,100.0,684,68400,0.14337512850761414,0.001,1073,,
,50.305755615234375,,68399,,,68500,0.1656939685344696,0.001,,-43.9789836,100.0
63,50.82162094116211,-43.25525899,68699,100.0,688,68800,0.080327108502388,0.001,1080,,
,49.989933013916016,,68899,,,69000,0.10431377589702606,0.001,,-44.396167119999994,100.0
63,50.31161880493164,-43.39998451,69099,100.0,692,69200,0.07251979410648346,0.001,1087,,
,50.35514831542969,,69399,,,69500,0.09809918701648712,0.001,,-43.6178498,100.0
63,50.714073181152344,-43.637309370000004,69499,100.0,696,69600,0.13136637210845947,0.001,1094,,
,50.54542541503906,,69899,,,70000,0.07774322479963303,0.001,,-43.43170690000001,100.0
63,,-43.799952940000004,,100.0,700,70000,,,1102,,
63,50.143577575683594,-43.55119627,70299,100.0,704,70400,0.10846059024333954,0.001,1104,,
