time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length
,,490000,,,,0.001,489899,202.48416137695312,-337.4171142578125,9320.00848418,1000.0
,,490500,,,,0.001,490399,227.36630249023438,-337.5020751953125,9320.39243912,1000.0
,,491000,,,,0.001,490899,563.6865844726562,-338.1435852050781,9319.75775868,1000.0
,,491500,,,,0.001,491399,607.1082763671875,-336.45379638671875,9319.40328586,1000.0
,,492000,,,,0.001,491899,476.2161560058594,-333.1448059082031,9319.00741224,1000.0
,,492500,,,,0.001,492399,331.1496887207031,-331.3254089355469,9318.747890360002,1000.0
,,493000,,,,0.001,492899,357.67156982421875,-335.8023681640625,9318.456332299998,1000.0
944,39460,493003,9319.74362497,1000.0,12,0.001,492902,494.18389892578125,-335.04864501953125,,
,,493500,,,,0.001,493399,310.7976379394531,-328.1647644042969,9319.55239602,1000.0
,,494000,,,,0.001,493899,230.8065643310547,-328.7981872558594,9319.73328746,1000.0
,,494500,,,,0.001,494399,253.33724975585938,-328.3113098144531,9319.689682,1000.0
,,495000,,,,0.001,494899,342.71905517578125,-332.59942626953125,9319.232991620001,1000.0
,,495500,,,,0.001,495399,189.9564666748047,-327.8217468261719,9318.79866698,1000.0
,,496000,,,,0.001,495899,426.341552734375,-327.5491943359375,9320.16104664,1000.0
,,496500,,,,0.001,496399,174.88783264160156,-325.42315673828125,9320.82391436,1000.0
,,497000,,,,0.001,496899,264.65771484375,-326.7066650390625,9141.322534980001,980.92
948,39794,497003,9319.730712730001,1000.0,12,0.001,496902,514.0748291015625,-324.4556579589844,,
,,497500,,,,0.001,497399,196.7366943359375,-326.35107421875,9320.08036396,1000.0
,,498000,,,,0.001,497899,163.76473999023438,-319.82476806640625,9319.45042558,1000.0
,,498500,,,,0.001,498399,243.42674255371094,-325.0606689453125,9319.59153566,1000.0
,,499000,,,,0.001,498899,283.4144287109375,-323.0756530761719,9320.71957126,1000.0
,,499500,,,,0.001,499399,163.95184326171875,-323.2803039550781,9319.7992254,1000.0
,,500000,,,,0.001,499899,297.4468688964844,-325.5465393066406,9320.72865546,1000.0
,,500500,,,,0.001,500399,158.87930297851562,-322.331298828125,9319.866757119999,1000.0
,,501000,,,,0.001,500899,264.19183349609375,-324.2498779296875,9319.76311148,1000.0
952,40127,501003,9319.7265623,1000.0,12,0.001,500902,638.2318115234375,-323.0484619140625,,
,,501500,,,,0.001,501399,216.103759765625,-322.1066589355469,9137.89419374,980.54
,,502000,,,,0.001,501899,417.83428955078125,-319.0677490234375,9319.4935616,1000.0
,,502500,,,,0.001,502399,483.66363525390625,-322.87542724609375,9319.824436119998,1000.0
,,503000,,,,0.001,502899,633.7178955078125,-322.52679443359375,9319.369076859999,1000.0
,,503500,,,,0.001,503399,192.18496704101562,-315.6919860839844,9319.25981802,1000.0
,,504000,,,,0.001,503899,221.05690002441406,-320.9520263671875,9138.9834711,980.62
,,504500,,,,0.001,504399,437.4035949707031,-323.38763427734375,9319.8820181,1000.0
,,505000,,,,0.001,504899,546.248291015625,-318.4835510253906,9139.509971020001,980.7
956,40458,505003,9319.72028742,1000.0,12,0.001,504902,147.1251678466797,-323.8216552734375,,
,,505500,,,,0.001,505399,202.07650756835938,-321.439697265625,9139.83869334,980.72
,,506000,,,,0.001,505899,440.32525634765625,-325.88726806640625,9319.37030594,1000.0
,,506500,,,,0.001,506399,155.95513916015625,-324.75738525390625,9144.12764536,981.18
,,507000,,,,0.001,506899,141.32046508789062,-321.28070068359375,9319.689523160001,1000.0
,,507500,,,,0.001,507399,301.1541748046875,-319.77789306640625,9319.67623354,1000.0
,,508000,,,,0.001,507899,322.39849853515625,-325.2680358886719,9319.477057380001,1000.0
,,508500,,,,0.001,508399,94.33290100097656,-328.0799560546875,9138.4140851,980.56
,,509000,,,,0.001,508899,444.8372802734375,-327.93548583984375,9320.05416214,1000.0
960,40789,509003,9319.71680204,1000.0,12,0.001,508902,290.93975830078125,-327.4039001464844,,
,,509500,,,,0.001,509399,307.3487548828125,-327.947021484375,9319.539492020001,1000.0
,,510000,,,,0.001,509899,216.35757446289062,-326.5159606933594,9320.26044838,1000.0
,,510500,,,,0.001,510399,192.08206176757812,-331.44451904296875,9319.62016432,1000.0
,,511000,,,,0.001,510899,111.76168823242188,-330.0767822265625,9319.91863114,1000.0
,,511500,,,,0.001,511399,271.708984375,-330.35772705078125,9319.95067042,1000.0
,,512000,,,,0.001,511899,118.18618774414062,-332.706298828125,9319.753887239998,1000.0
,,512500,,,,0.001,512399,155.8115997314453,-332.0313720703125,9320.262252440001,1000.0
,,513000,,,,0.001,512899,139.91653442382812,-333.1236572265625,9319.790237359999,1000.0
964,41122,513003,9319.74378132,1000.0,12,0.001,512902,163.27517700195312,-327.9638671875,,
,,513500,,,,0.001,513399,472.44708251953125,-334.7342834472656,9319.79811364,1000.0
,,514000,,,,0.001,513899,138.83071899414062,-337.7918395996094,9319.780299279999,1000.0
,,514500,,,,0.001,514399,364.3731689453125,-329.6120910644531,9319.353502599999,1000.0
,,515000,,,,0.001,514899,135.3352813720703,-336.3750305175781,9319.3011386,1000.0
,,515500,,,,0.001,515399,152.82412719726562,-335.47198486328125,9319.58049942,1000.0
,,516000,,,,0.001,515899,140.5717010498047,-335.7773132324219,9139.128030799999,980.64
,,516500,,,,0.001,516399,190.2349853515625,-334.42486572265625,9319.95201256,1000.0
,,517000,,,,0.001,516899,493.1300964355469,-335.44525146484375,9319.485239099999,1000.0
968,41454,517003,9319.74233497,1000.0,12,0.001,516902,121.43862915039062,-332.4226989746094,,
,,517500,,,,0.001,517399,161.7498321533203,-332.994384765625,9319.87664646,1000.0
,,518000,,,,0.001,517899,112.287841796875,-333.8006896972656,9319.850619300001,1000.0
,,518500,,,,0.001,518399,166.8412322998047,-339.42950439453125,9319.80015492,1000.0
,,519000,,,,0.001,518899,200.83248901367188,-332.8908996582031,9319.848456540001,1000.0
,,519500,,,,0.001,519399,221.03097534179688,-335.19830322265625,9319.56509406,1000.0
,,520000,,,,0.001,519899,155.97018432617188,-337.91937255859375,9320.043073640001,1000.0
,,520500,,,,0.001,520399,152.00714111328125,-331.30322265625,9319.293332340001,1000.0
,,521000,,,,0.001,520899,191.1505889892578,-335.93890380859375,9319.913132340002,1000.0
972,41787,521003,9319.75077584,1000.0,12,0.001,520902,131.07888793945312,-335.0088195800781,,
,,521500,,,,0.001,521399,143.31776428222656,-337.42132568359375,9319.5807657,1000.0
,,522000,,,,0.001,521899,916.8934326171875,-336.59234619140625,9319.50741566,1000.0
,,522500,,,,0.001,522399,188.1923828125,-330.2684326171875,9319.491991440002,1000.0
,,523000,,,,0.001,522899,185.33050537109375,-333.10723876953125,9320.3779217,1000.0
,,523500,,,,0.001,523399,144.52627563476562,-335.90582275390625,9319.53678554,1000.0
,,524000,,,,0.001,523899,247.76181030273438,-335.224609375,9319.346555839998,1000.0
,,524500,,,,0.001,524399,410.09869384765625,-334.81036376953125,9320.26727468,1000.0
,,525000,,,,0.001,524899,146.91262817382812,-337.6082763671875,9319.82584528,1000.0
976,42120,525003,9319.76657337,1000.0,12,0.001,524902,133.20651245117188,-335.9488525390625,,
,,525500,,,,0.001,525399,338.1556396484375,-337.01617431640625,9319.43512552,1000.0
,,526000,,,,0.001,525899,141.5063934326172,-338.0013122558594,9319.820441479998,1000.0
,,526500,,,,0.001,526399,113.3363265991211,-337.2954406738281,9319.20460378,1000.0
,,527000,,,,0.001,526899,522.1932373046875,-337.6357421875,9320.26160228,1000.0
,,527500,,,,0.001,527399,137.08935546875,-340.5494384765625,9319.13142738,1000.0
,,528000,,,,0.001,527899,129.15280151367188,-343.69586181640625,9319.19392738,1000.0
,,528500,,,,0.001,528399,139.22044372558594,-340.2000732421875,9319.8759863,1000.0
,,529000,,,,0.001,528899,280.6942138671875,-340.3767395019531,9319.567090659999,1000.0
980,42454,529003,9319.77577864,1000.0,12,0.001,528902,245.49588012695312,-335.82073974609375,,
,,529500,,,,0.001,529399,270.4862060546875,-342.8970642089844,9138.840178580002,980.64
,,530000,,,,0.001,529899,274.521240234375,-339.2632751464844,9320.33141902,1000.0
,,530500,,,,0.001,530399,309.38519287109375,-342.0857238769531,9319.690913139999,1000.0
,,531000,,,,0.001,530899,390.25506591796875,-342.61456298828125,9319.67466742,1000.0
,,531500,,,,0.001,531399,162.85696411132812,-341.78826904296875,9319.8231369,1000.0
,,532000,,,,0.001,531899,163.82345581054688,-337.8516845703125,9319.538275339999,1000.0
,,532500,,,,0.001,532399,136.42117309570312,-342.0491943359375,9319.51865372,1000.0
,,533000,,,,0.001,532899,166.96409606933594,-342.3919982910156,9319.5726582,1000.0
984,42785,533003,9319.775954200002,1000.0,12,0.001,532902,202.75689697265625,-340.67498779296875,,
,,533500,,,,0.001,533399,173.95852661132812,-346.2021484375,9319.83934474,1000.0
,,534000,,,,0.001,533899,447.8674621582031,-343.56658935546875,9320.36399184,1000.0
,,534500,,,,0.001,534399,521.6911010742188,-341.2275695800781,9320.14876046,1000.0
,,535000,,,,0.001,534899,130.79214477539062,-338.9475402832031,9319.778696320001,1000.0
,,535500,,,,0.001,535399,164.44866943359375,-345.16802978515625,9319.680111560001,1000.0
,,536000,,,,0.001,535899,200.98635864257812,-339.7897644042969,9319.32046738,1000.0
,,536500,,,,0.001,536399,211.57989501953125,-345.5411682128906,9319.99766088,1000.0
,,537000,,,,0.001,536899,196.3340301513672,-343.946533203125,9319.409576979999,1000.0
988,43119,537003,9319.77951339,1000.0,12,0.001,536902,197.41343688964844,-341.45172119140625,,
,,537500,,,,0.001,537399,509.77764892578125,-343.25750732421875,9319.241655259999,1000.0
,,538000,,,,0.001,537899,115.15398406982422,-347.46630859375,9319.85929424,1000.0
,,538500,,,,0.001,538399,197.19992065429688,-347.9881591796875,9319.564420660003,1000.0
,,539000,,,,0.001,538899,137.87350463867188,-346.8190002441406,9319.6209757,1000.0
,,539500,,,,0.001,539399,388.9528503417969,-347.69561767578125,9319.565494639999,1000.0
,,540000,,,,0.001,539899,718.9462890625,-346.6300964355469,9320.72122696,1000.0
,,540500,,,,0.001,540399,110.80897521972656,-349.39190673828125,9319.557120659998,1000.0
,,541000,,,,0.001,540899,518.3721313476562,-349.6761169433594,9319.52576592,1000.0
992,43451,541003,9319.76808952,1000.0,12,0.001,540902,176.60641479492188,-348.0458068847656,,
,,541500,,,,0.001,541399,117.10797882080078,-345.6694641113281,9319.41344158,1000.0
,,542000,,,,0.001,541899,114.02998352050781,-350.8500061035156,9319.89402786,1000.0
,,542500,,,,0.001,542399,128.71429443359375,-347.6640625,9319.79434902,1000.0
,,543000,,,,0.001,542899,143.363525390625,-351.8740539550781,9319.7896822,1000.0
,,543500,,,,0.001,543399,204.75823974609375,-350.1899719238281,9319.64372848,1000.0
,,544000,,,,0.001,543899,128.31427001953125,-350.59112548828125,9319.26354418,1000.0
,,544500,,,,0.001,544399,245.26699829101562,-346.7823181152344,9320.22657904,1000.0
,,545000,,,,0.001,544899,141.42437744140625,-350.2996520996094,9319.70083734,1000.0
996,43785,545003,9319.770729200001,1000.0,12,0.001,544902,424.2557067871094,-350.3009033203125,,
,,545500,,,,0.001,545399,127.35250854492188,-347.6354675292969,9319.44252036,1000.0
,,546000,,,,0.001,545899,139.8490447998047,-355.086669921875,9319.260849600001,1000.0
,,546500,,,,0.001,546399,146.10821533203125,-351.87042236328125,9319.641480819999,1000.0
,,547000,,,,0.001,546899,125.18948364257812,-352.44769287109375,9319.227443439999,1000.0
,,547500,,,,0.001,547399,272.65826416015625,-348.9306335449219,9320.15040006,1000.0
,,548000,,,,0.001,547899,223.5125732421875,-350.28985595703125,9319.46583522,1000.0
,,548500,,,,0.001,548399,126.35951232910156,-355.1121826171875,9320.27683302,1000.0
,,549000,,,,0.001,548899,144.61756896972656,-350.7857360839844,9319.39192814,1000.0
1000,44118,549003,9319.78169431,1000.0,12,0.001,548902,136.410888671875,-349.943359375,,
,,549500,,,,0.001,549399,476.3677978515625,-347.26507568359375,9320.36922492,1000.0
,,550000,,,,0.001,549899,213.1717071533203,-350.1688232421875,9319.03142042,1000.0
,,550500,,,,0.001,550399,165.26560974121094,-346.7987060546875,9319.841811080001,1000.0
,,551000,,,,0.001,550899,155.88955688476562,-348.76226806640625,9319.655571360001,1000.0
,,551500,,,,0.001,551399,182.33021545410156,-352.2015075683594,9319.71787514,1000.0
,,552000,,,,0.001,551899,172.32516479492188,-348.58538818359375,9319.63924672,1000.0
,,552500,,,,0.001,552399,284.1157531738281,-347.5089416503906,9319.902218440002,1000.0
,,553000,,,,0.001,552899,144.53196716308594,-347.63824462890625,9319.5747608,1000.0
1004,44452,553003,9319.795024960004,1000.0,12,0.001,552902,153.3838348388672,-348.73382568359375,,
,,553500,,,,0.001,553399,238.12896728515625,-352.29742431640625,9319.727257300001,1000.0
,,554000,,,,0.001,553899,164.6217803955078,-351.50537109375,9319.36360886,1000.0
,,554500,,,,0.001,554399,279.9737548828125,-346.2451171875,9320.225695520001,1000.0
,,555000,,,,0.001,554899,138.30911254882812,-349.9923095703125,9321.0285422,1000.0
,,555500,,,,0.001,555399,419.381591796875,-352.5124816894531,9319.560542960002,1000.0
,,556000,,,,0.001,555899,966.4813842773438,-344.76617431640625,9319.702886680001,1000.0
,,556500,,,,0.001,556399,145.36236572265625,-353.117431640625,9319.19613666,1000.0
,,557000,,,,0.001,556899,180.27288818359375,-351.70947265625,9319.26070266,1000.0
1008,44785,557003,9319.793125600003,1000.0,12,0.001,556902,133.79238891601562,-354.38311767578125,,
,,557500,,,,0.001,557399,221.97476196289062,-354.9804382324219,9319.47472986,1000.0
,,558000,,,,0.001,557899,124.63423156738281,-354.43072509765625,9136.76521054,980.5
,,558500,,,,0.001,558399,361.0022277832031,-353.1919250488281,9319.06069118,1000.0
,,559000,,,,0.001,558899,478.7381591796875,-355.66583251953125,9319.367626060002,1000.0
,,559500,,,,0.001,559399,132.25352478027344,-354.57208251953125,9319.783026379999,1000.0
,,560000,,,,0.001,559899,132.36566162109375,-354.24322509765625,9319.48880422,1000.0
,,560500,,,,0.001,560399,108.64424133300781,-356.44598388671875,9320.335274320001,1000.0
,,561000,,,,0.001,560899,117.39881896972656,-354.586181640625,9319.57597668,1000.0
1012,45117,561003,9319.78901151,1000.0,12,0.001,560902,290.20220947265625,-355.73370361328125,,
,,561500,,,,0.001,561399,139.6214599609375,-355.2630920410156,9319.394608820001,1000.0
,,562000,,,,0.001,561899,326.5617370605469,-356.856689453125,9319.513060160001,1000.0
,,562500,,,,0.001,562399,131.1583709716797,-352.6252136230469,9319.30568232,1000.0
,,563000,,,,0.001,562899,280.3902587890625,-352.39630126953125,9320.06880616,1000.0
,,563500,,,,0.001,563399,174.59739685058594,-355.6015625,9319.0411716,1000.0
,,564000,,,,0.001,563899,159.11106872558594,-356.12548828125,9319.499297299999,1000.0
,,564500,,,,0.001,564399,190.61988830566406,-355.09619140625,9320.89120856,1000.0
,,565000,,,,0.001,564899,141.6100616455078,-354.15545654296875,9319.12689498,1000.0
1016,45450,565003,9319.800567700002,1000.0,12,0.001,564902,134.08963012695312,-357.664306640625,,
,,565500,,,,0.001,565399,197.8859100341797,-357.109375,9319.33183152,1000.0
,,566000,,,,0.001,565899,153.60667419433594,-357.1974792480469,9319.470954519998,1000.0
,,566500,,,,0.001,566399,224.37327575683594,-358.15728759765625,9319.2503868,1000.0
,,567000,,,,0.001,566899,175.53614807128906,-354.215087890625,9320.52540452,1000.0
,,567500,,,,0.001,567399,733.68017578125,-353.49462890625,9320.02601888,1000.0
,,568000,,,,0.001,567899,423.3760986328125,-352.7403564453125,9319.60535536,1000.0
,,568500,,,,0.001,568399,418.18218994140625,-353.0474853515625,9319.32983988,1000.0
,,569000,,,,0.001,568899,135.93978881835938,-355.1260681152344,9319.4314315,1000.0
1020,45782,569003,9319.804765490002,1000.0,12,0.001,568902,349.57122802734375,-355.39697265625,,
,,569500,,,,0.001,569399,125.93195343017578,-353.6717834472656,9319.506486220002,1000.0
,,570000,,,,0.001,569899,182.6813201904297,-354.8014831542969,9319.84699306,1000.0
,,570500,,,,0.001,570399,147.2366943359375,-352.7389831542969,9319.75960792,1000.0
,,571000,,,,0.001,570899,151.04666137695312,-353.713623046875,9320.01155026,1000.0
,,571500,,,,0.001,571399,387.58929443359375,-352.2845153808594,9319.57149482,1000.0
,,572000,,,,0.001,571899,181.1824951171875,-352.6200256347656,9320.373645939999,1000.0
,,572500,,,,0.001,572399,116.37884521484375,-347.71490478515625,9319.88840464,1000.0
,,573000,,,,0.001,572899,196.56649780273438,-351.5921630859375,9319.7370524,1000.0
1024,46115,573003,9319.80877002,1000.0,12,0.001,572902,157.0296630859375,-352.8530578613281,,
,,573500,,,,0.001,573399,269.4673156738281,-353.38885498046875,9323.533769399999,1000.0
,,574000,,,,0.001,573899,215.99801635742188,-349.62872314453125,9318.678561319999,1000.0
,,574500,,,,0.001,574399,144.21099853515625,-352.81365966796875,9319.4162617,1000.0
,,575000,,,,0.001,574899,468.5179443359375,-350.65863037109375,9319.58403828,1000.0
,,575500,,,,0.001,575399,195.3000946044922,-345.519775390625,9319.42798006,1000.0
,,576000,,,,0.001,575899,304.6502685546875,-351.0904541015625,9320.093181720002,1000.0
,,576500,,,,0.001,576399,266.9426574707031,-348.61883544921875,9319.42654516,1000.0
,,577000,,,,0.001,576899,191.02821350097656,-348.24334716796875,9320.099662800001,1000.0
1028,46448,577003,9319.80817078,1000.0,12,0.001,576902,453.31640625,-350.495849609375,,
,,577500,,,,0.001,577399,227.5173797607422,-346.4075622558594,9320.01166606,1000.0
,,578000,,,,0.001,577899,186.71224975585938,-338.8466491699219,9319.657251899998,1000.0
,,578500,,,,0.001,578399,414.17578125,-342.54974365234375,9319.73708924,1000.0
,,579000,,,,0.001,578899,159.74241638183594,-348.53021240234375,9319.96829282,1000.0
,,579500,,,,0.001,579399,298.3416748046875,-342.6148376464844,9318.883336859999,1000.0
,,580000,,,,0.001,579899,335.843505859375,-344.23284912109375,9319.163241459999,1000.0
,,580500,,,,0.001,580399,176.3855438232422,-347.03900146484375,9318.822435400001,1000.0
,,581000,,,,0.001,580899,188.8428192138672,-341.8160400390625,9320.17522162,1000.0
1032,46780,581003,9319.790339580002,1000.0,12,0.001,580902,160.78170776367188,-343.6033935546875,,
,,581500,,,,0.001,581399,375.6651611328125,-341.6387634277344,9319.473820120002,1000.0
,,582000,,,,0.001,581899,502.4022521972656,-345.01129150390625,9318.73750756,1000.0
,,582500,,,,0.001,582399,236.98733520507812,-346.5873718261719,9319.23194074,1000.0
,,583000,,,,0.001,582899,216.61668395996094,-350.0041198730469,9319.30323348,1000.0
,,583500,,,,0.001,583399,152.84133911132812,-344.6296081542969,9319.9373666,1000.0
,,584000,,,,0.001,583899,321.6719970703125,-345.11431884765625,9319.40002622,1000.0
,,584500,,,,0.001,584399,658.8424072265625,-344.88836669921875,9319.85835584,1000.0
,,585000,,,,0.001,584899,248.8707275390625,-341.90972900390625,9138.90532794,980.62
1036,47111,585003,9319.7722475,1000.0,12,0.001,584902,202.53880310058594,-345.517578125,,
,,585500,,,,0.001,585399,243.94235229492188,-342.9226989746094,9321.094979599999,1000.0
,,586000,,,,0.001,585899,656.0391235351562,-341.4776306152344,9319.68897538,1000.0
,,586500,,,,0.001,586399,233.9627227783203,-340.52423095703125,9320.44753488,1000.0
,,587000,,,,0.001,586899,226.49655151367188,-343.6784362792969,9320.40608688,1000.0
,,587500,,,,0.001,587399,197.667724609375,-346.1686096191406,9319.7158097,1000.0
,,588000,,,,0.001,587899,268.9540710449219,-341.23675537109375,9319.4774574,1000.0
,,588500,,,,0.001,588399,141.16897583007812,-341.27178955078125,9319.73338198,1000.0
,,589000,,,,0.001,588899,141.2206573486328,-341.51922607421875,9319.69791706,1000.0
1040,47443,589003,9319.77213443,1000.0,12,0.001,588902,159.14666748046875,-345.54931640625,,
,,589500,,,,0.001,589399,166.29769897460938,-340.08953857421875,9319.90735376,1000.0
,,590000,,,,0.001,589899,144.1498260498047,-342.7893981933594,9320.1574793,1000.0
,,590500,,,,0.001,590399,139.48338317871094,-337.84027099609375,9319.68579116,1000.0
,,591000,,,,0.001,590899,216.59449768066406,-338.5319519042969,9320.542397579999,1000.0
,,591500,,,,0.001,591399,204.75762939453125,-338.43365478515625,9138.14666962,980.5
,,592000,,,,0.001,591899,161.74305725097656,-342.2315673828125,9320.22596276,1000.0
,,592500,,,,0.001,592399,475.53607177734375,-342.9930725097656,9319.655034520001,1000.0
,,593000,,,,0.001,592899,157.3079376220703,-342.30401611328125,9138.74110746,980.64
1044,47774,593003,9319.777613049999,1000.0,12,0.001,592902,200.4901123046875,-340.09356689453125,,
,,593500,,,,0.001,593399,410.5500183105469,-339.80572509765625,9319.443880140001,1000.0
,,594000,,,,0.001,593899,166.86007690429688,-344.2479248046875,9319.56923968,1000.0
,,594500,,,,0.001,594399,291.020751953125,-341.7889404296875,9319.665718799999,1000.0
,,595000,,,,0.001,594899,181.07498168945312,-342.15875244140625,9319.83849872,1000.0
,,595500,,,,0.001,595399,200.404052734375,-341.743896484375,9319.66576298,1000.0
,,596000,,,,0.001,595899,253.3052215576172,-335.7845153808594,9319.63783584,1000.0
,,596500,,,,0.001,596399,189.35560607910156,-338.9908142089844,9320.44698732,1000.0
,,597000,,,,0.001,596899,140.96376037597656,-339.6305847167969,9319.89476782,1000.0
1048,48107,597003,9319.79897724,1000.0,12,0.001,596902,189.3931121826172,-341.58612060546875,,
,,597500,,,,0.001,597399,155.54595947265625,-338.3592529296875,9319.56403444,1000.0
,,598000,,,,0.001,597899,482.4662780761719,-344.458740234375,9319.645371999999,1000.0
,,598500,,,,0.001,598399,184.24905395507812,-338.29412841796875,9320.304914519998,1000.0
,,599000,,,,0.001,598899,373.2130432128906,-341.2968444824219,9320.26419536,1000.0
,,599500,,,,0.001,599399,212.15525817871094,-338.481201171875,9319.26858516,1000.0
,,600000,,,,0.001,599899,201.85650634765625,-338.5852966308594,9319.310015340001,1000.0
,,600500,,,,0.001,600399,188.61032104492188,-339.42523193359375,9319.7761325,1000.0
,,601000,,,,0.001,600899,154.1361083984375,-339.24285888671875,9319.549078040001,1000.0
1052,48439,601003,9319.80456355,1000.0,12,0.001,600902,398.75054931640625,-335.5772399902344,,
,,601500,,,,0.001,601399,154.7890625,-339.14306640625,9319.61364228,1000.0
,,602000,,,,0.001,601899,144.54849243164062,-337.941650390625,9320.16177884,1000.0
,,602500,,,,0.001,602399,149.67626953125,-338.1539306640625,9319.42796804,1000.0
,,603000,,,,0.001,602899,164.1400909423828,-342.1566467285156,9319.6207842,1000.0
,,603500,,,,0.001,603399,124.75296783447266,-339.8168640136719,9319.528014079999,1000.0
,,604000,,,,0.001,603899,138.82972717285156,-336.80224609375,9319.6590263,1000.0
,,604500,,,,0.001,604399,554.874267578125,-343.82318115234375,9319.367926359999,1000.0
,,605000,,,,0.001,604899,588.88818359375,-340.314697265625,9319.13954218,1000.0
1056,48772,605003,9319.800046109998,1000.0,12,0.001,604902,143.1623077392578,-344.09771728515625,,
,,605500,,,,0.001,605399,243.86517333984375,-337.1203918457031,9319.388166499999,1000.0
,,606000,,,,0.001,605899,609.031494140625,-341.5230407714844,9319.70342444,1000.0
,,606500,,,,0.001,606399,167.49310302734375,-343.89453125,9319.806347119998,1000.0
,,607000,,,,0.001,606899,120.03898620605469,-343.0422058105469,9319.75939124,1000.0
,,607500,,,,0.001,607399,165.581787109375,-346.91644287109375,9319.476871199999,1000.0
,,608000,,,,0.001,607899,548.9393310546875,-342.967529296875,9320.14624332,1000.0
,,608500,,,,0.001,608399,131.05340576171875,-342.3106689453125,9319.69742276,1000.0
,,609000,,,,0.001,608899,340.5943603515625,-342.125244140625,9320.086365919999,1000.0
1060,49104,609003,9319.806257240001,1000.0,12,0.001,608902,498.98590087890625,-346.220458984375,,
,,609500,,,,0.001,609399,159.7444305419922,-345.83856201171875,9320.26764526,1000.0
,,610000,,,,0.001,609899,233.68276977539062,-349.42779541015625,9319.59722736,1000.0
,,610500,,,,0.001,610399,483.21807861328125,-348.4487609863281,9319.972699760001,1000.0
,,611000,,,,0.001,610899,532.1046142578125,-345.63336181640625,9319.811805219999,1000.0
,,611500,,,,0.001,611399,131.06005859375,-342.4000244140625,9319.82248644,1000.0
,,612000,,,,0.001,611899,694.4805297851562,-347.06494140625,9319.495281559999,1000.0
,,612500,,,,0.001,612399,138.4566650390625,-348.3347473144531,9319.62033304,1000.0
,,613000,,,,0.001,612899,237.44723510742188,-346.16949462890625,9319.863699439999,1000.0
1064,49436,613003,9319.80881386,1000.0,12,0.001,612902,156.85159301757812,-350.6678466796875,,
,,613500,,,,0.001,613399,171.49261474609375,-349.14788818359375,9319.59470198,1000.0
,,614000,,,,0.001,613899,173.80514526367188,-342.2230224609375,9319.8559463,1000.0
,,614500,,,,0.001,614399,140.31002807617188,-343.99163818359375,9319.738101519999,1000.0
,,615000,,,,0.001,614899,184.0656280517578,-348.1944580078125,9319.68889456,1000.0
,,615500,,,,0.001,615399,229.51754760742188,-345.88873291015625,9319.557677,1000.0
,,616000,,,,0.001,615899,335.78704833984375,-349.6903381347656,9319.2994514,1000.0
,,616500,,,,0.001,616399,176.68624877929688,-344.0841979980469,9319.4177385,1000.0
,,617000,,,,0.001,616899,209.9665069580078,-346.73809814453125,9320.34016264,1000.0
1068,49768,617003,9319.80852812,1000.0,12,0.001,616902,258.87261962890625,-350.40118408203125,,
,,617500,,,,0.001,617399,450.3128967285156,-347.607421875,9319.19377896,1000.0
,,618000,,,,0.001,617899,313.75543212890625,-345.1319580078125,9319.561858480001,1000.0
,,618500,,,,0.001,618399,526.3411865234375,-350.21234130859375,9320.19264788,1000.0
,,619000,,,,0.001,618899,191.1998748779297,-344.1668701171875,9319.270298200001,1000.0
,,619500,,,,0.001,619399,122.28242492675781,-346.6158447265625,9319.64117984,1000.0
,,620000,,,,0.001,619899,170.66485595703125,-346.4342346191406,9319.35327068,1000.0
,,620500,,,,0.001,620399,122.90861511230469,-346.46917724609375,9319.67403022,1000.0
,,621000,,,,0.001,620899,159.2986602783203,-351.0373840332031,9319.260314120002,1000.0
1072,50101,621003,9319.80415332,1000.0,12,0.001,620902,279.3933410644531,-351.21868896484375,,
,,621500,,,,0.001,621399,160.30996704101562,-351.88873291015625,9320.11088524,1000.0
,,622000,,,,0.001,621899,150.01499938964844,-351.40460205078125,9319.31138204,1000.0
,,622500,,,,0.001,622399,143.37625122070312,-349.01019287109375,9320.8189255,1000.0
,,623000,,,,0.001,622899,120.66429138183594,-348.4051513671875,9319.712117359997,1000.0
,,623500,,,,0.001,623399,207.32611083984375,-351.4372253417969,9319.80748066,1000.0
,,624000,,,,0.001,623899,132.0184326171875,-351.21478271484375,9318.89296066,1000.0
,,624500,,,,0.001,624399,124.14285278320312,-353.9656982421875,9319.806936199999,1000.0
,,625000,,,,0.001,624899,142.14837646484375,-351.5948181152344,9319.30401172,1000.0
1076,50435,625003,9319.800739339998,1000.0,12,0.001,624902,136.669189453125,-348.1804504394531,,
,,625500,,,,0.001,625399,152.3512725830078,-351.8232116699219,9320.0540164,1000.0
,,626000,,,,0.001,625899,168.0210723876953,-351.55755615234375,9319.5720485,1000.0
,,626500,,,,0.001,626399,259.1485900878906,-350.0458679199219,9138.4942725,980.62
,,627000,,,,0.001,626899,175.87803649902344,-352.74688720703125,9319.62637974,1000.0
,,627500,,,,0.001,627399,154.81109619140625,-350.4023132324219,9319.99134462,1000.0
,,628000,,,,0.001,627899,141.26060485839844,-346.5479431152344,9138.14922032,980.6
,,628500,,,,0.001,628399,152.63345336914062,-344.6720275878906,9321.71456568,1000.0
