time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length
,,190500,,,,0.001,190399,823.721923828125,-401.17095947265625,9320.29074328,1000.0
,,191000,,,,0.001,190899,391.3872375488281,-405.1993408203125,9318.676455539999,1000.0
,,191500,,,,0.001,191399,698.3970947265625,-406.617431640625,9320.95724362,1000.0
640,14593,191684,8906.36062969,955.86,13,0.001,191583,291.5026550292969,-406.15631103515625,,
,,192000,,,,0.001,191899,427.51971435546875,-406.3165588378906,9317.8571376,1000.0
,,192500,,,,0.001,192399,195.21511840820312,-404.214599609375,7959.188429880001,853.96
,,193000,,,,0.001,192899,132.34075927734375,-403.933837890625,9318.40977996,1000.0
,,193500,,,,0.001,193399,142.64849853515625,-406.1583251953125,9318.452660399998,1000.0
,,194000,,,,0.001,193899,429.72686767578125,-410.9803161621094,9319.54211208,1000.0
,,194500,,,,0.001,194399,902.2225952148438,-401.4941711425781,9318.7799414,1000.0
,,195000,,,,0.001,194899,161.85122680664062,-409.08660888671875,9319.62844202,1000.0
,,195500,,,,0.001,195399,161.5876007080078,-407.4012451171875,9319.51423398,1000.0
644,14920,195684,8906.32988171,955.86,13,0.001,195583,173.4404296875,-407.8105163574219,,
,,196000,,,,0.001,195899,299.4268798828125,-402.371826171875,9320.016717280001,1000.0
,,196500,,,,0.001,196399,102.41983032226562,-409.34686279296875,9319.58107952,1000.0
,,197000,,,,0.001,196899,185.735595703125,-408.46075439453125,9318.83604122,1000.0
,,197500,,,,0.001,197399,211.11329650878906,-409.02203369140625,9319.308244200001,1000.0
,,198000,,,,0.001,197899,842.470458984375,-402.7354431152344,9140.87176938,980.94
,,198500,,,,0.001,198399,927.2498779296875,-404.7041931152344,9323.00609684,1000.0
,,199000,,,,0.001,198899,270.3909606933594,-412.4737548828125,9324.05118142,1000.0
,,199500,,,,0.001,199399,420.101806640625,-403.6403503417969,9318.65297454,1000.0
648,15252,199684,8906.36974107,955.86,13,0.001,199583,343.44842529296875,-410.4737548828125,,
,,200000,,,,0.001,199899,726.481689453125,-414.96368408203125,9324.087424,1000.0
,,200500,,,,0.001,200399,249.11151123046875,-407.9905090332031,9319.257422199998,1000.0
,,201000,,,,0.001,200899,656.4354858398438,-406.40460205078125,7978.81213094,856.58
,,201500,,,,0.001,201399,207.36073303222656,-408.51873779296875,9320.06093668,1000.0
,,202000,,,,0.001,201899,443.797119140625,-409.8982238769531,8984.39322994,964.18
,,202500,,,,0.001,202399,235.80831909179688,-411.03741455078125,9319.485886760001,1000.0
,,203000,,,,0.001,202899,492.28875732421875,-403.301513671875,9152.55813822,982.24
,,203500,,,,0.001,203399,277.69970703125,-409.62939453125,9318.79966554,1000.0
652,15577,203684,8906.37475095,955.86,13,0.001,203583,334.72393798828125,-406.517333984375,,
,,204000,,,,0.001,203899,119.6194076538086,-407.7687072753906,9318.71555648,1000.0
,,204500,,,,0.001,204399,123.38014221191406,-409.89691162109375,9320.14774176,1000.0
,,205000,,,,0.001,204899,507.189453125,-413.70654296875,9319.257750959998,1000.0
,,205500,,,,0.001,205399,436.280517578125,-405.7840576171875,9319.71044574,1000.0
,,206000,,,,0.001,205899,370.3914794921875,-414.810546875,9319.139905,1000.0
,,206500,,,,0.001,206399,110.1779556274414,-402.5492858886719,9319.69365934,1000.0
,,207000,,,,0.001,206899,470.8133239746094,-413.2563171386719,9319.380656880001,1000.0
,,207500,,,,0.001,207399,321.5528564453125,-416.0675048828125,9319.801954359998,1000.0
656,15909,207684,8906.4239595,955.86,13,0.001,207583,490.7056884765625,-401.32269287109375,,
,,208000,,,,0.001,207899,122.98178100585938,-406.60888671875,9320.92752098,1000.0
,,208500,,,,0.001,208399,230.4364013671875,-412.1488342285156,9320.16218788,1000.0
,,209000,,,,0.001,208899,175.39749145507812,-407.3540954589844,9320.63028684,1000.0
,,209500,,,,0.001,209399,286.25067138671875,-405.5838623046875,9319.72593558,1000.0
,,210000,,,,0.001,209899,382.90155029296875,-402.033447265625,9319.117365940001,1000.0
,,210500,,,,0.001,210399,694.0780639648438,-406.5357666015625,9318.228001620002,1000.0
,,211000,,,,0.001,210899,1089.525634765625,-405.8961181640625,9318.8015648,1000.0
,,211500,,,,0.001,211399,159.89939880371094,-405.169189453125,9321.89068346,1000.0
660,16242,211684,8990.7623273,964.89,13,0.001,211583,782.2366333007812,-407.37884521484375,,
,,212000,,,,0.001,211899,421.18487548828125,-404.23834228515625,9317.37636288,1000.0
,,212500,,,,0.001,212399,328.189697265625,-409.7088623046875,9319.521087299998,1000.0
,,213000,,,,0.001,212899,380.7427673339844,-405.2659912109375,9319.105272859999,1000.0
,,213500,,,,0.001,213399,318.55816650390625,-409.6739501953125,9319.7246583,1000.0
,,214000,,,,0.001,213899,421.7942199707031,-407.800048828125,9319.32448848,1000.0
,,214500,,,,0.001,214399,352.7033386230469,-406.0087585449219,9320.071613139999,1000.0
,,215000,,,,0.001,214899,298.1025695800781,-408.0625305175781,9320.193824259999,1000.0
,,215500,,,,0.001,215399,180.59332275390625,-405.0411376953125,9319.41294734,1000.0
664,16576,215684,8990.825007959998,964.89,13,0.001,215583,403.33233642578125,-406.1416015625,,
,,216000,,,,0.001,215899,142.02197265625,-403.948486328125,9318.927126820001,1000.0
,,216500,,,,0.001,216399,600.56005859375,-401.98468017578125,9321.44961696,1000.0
,,217000,,,,0.001,216899,228.25482177734375,-397.1473693847656,9319.35937848,1000.0
,,217500,,,,0.001,217399,152.40231323242188,-400.6668701171875,9320.76913932,1000.0
,,218000,,,,0.001,217899,1159.791015625,-393.784423828125,9319.68584486,1000.0
,,218500,,,,0.001,218399,158.45132446289062,-393.1907043457031,9318.663629800001,1000.0
,,219000,,,,0.001,218899,157.7859344482422,-400.8447265625,9319.29785814,1000.0
,,219500,,,,0.001,219399,638.7108764648438,-390.780029296875,9320.08684394,1000.0
668,16909,219684,8990.859992260002,964.89,12,0.001,219583,697.9473876953125,-398.2053527832031,,
,,220000,,,,0.001,219899,636.1865844726562,-402.0926208496094,9319.05452642,1000.0
,,220500,,,,0.001,220399,149.8697509765625,-392.1356201171875,9318.538809140002,1000.0
,,221000,,,,0.001,220899,219.57766723632812,-398.5333251953125,9321.003545619998,1000.0
,,221500,,,,0.001,221399,187.81591796875,-397.6188049316406,9318.6319138,1000.0
,,222000,,,,0.001,221899,219.53700256347656,-392.7975158691406,9319.839190440001,1000.0
,,222500,,,,0.001,222399,152.66854858398438,-396.62237548828125,9319.16498804,1000.0
,,223000,,,,0.001,222899,192.53170776367188,-394.2027282714844,9319.18374804,1000.0
,,223500,,,,0.001,223399,239.60476684570312,-397.6842346191406,9139.72102302,980.74
672,17241,223684,8990.90964788,964.89,12,0.001,223583,192.65139770507812,-400.4129638671875,,
,,224000,,,,0.001,223899,185.324951171875,-398.79217529296875,9139.08087018,980.62
,,224500,,,,0.001,224399,130.29434204101562,-392.76397705078125,9319.970794519999,1000.0
,,225000,,,,0.001,224899,501.69073486328125,-393.1697692871094,9318.78610442,1000.0
,,225500,,,,0.001,225399,174.92214965820312,-389.2887268066406,9319.77726416,1000.0
,,226000,,,,0.001,225899,226.41845703125,-392.69091796875,9319.91765018,1000.0
,,226500,,,,0.001,226399,96.62506866455078,-399.3377685546875,9319.039786000001,1000.0
,,227000,,,,0.001,226899,176.07301330566406,-395.70849609375,9320.237252539999,1000.0
,,227500,,,,0.001,227399,155.98544311523438,-389.3664245605469,9319.038239100002,1000.0
676,17572,227684,8991.0058793,964.89,12,0.001,227583,289.96087646484375,-398.4534606933594,,
,,228000,,,,0.001,227899,245.45700073242188,-391.325439453125,9318.501508719999,1000.0
,,228500,,,,0.001,228399,136.63726806640625,-391.7680969238281,9316.40643782,1000.0
,,229000,,,,0.001,228899,320.2751770019531,-394.625244140625,9317.512619639998,1000.0
,,229500,,,,0.001,229399,272.56378173828125,-398.07330322265625,9317.46098204,1000.0
,,230000,,,,0.001,229899,459.0811767578125,-400.9316711425781,9320.602075839999,1000.0
,,230500,,,,0.001,230399,858.234130859375,-395.10186767578125,9319.34983368,1000.0
,,231000,,,,0.001,230899,356.1712646484375,-399.92218017578125,9317.112626060001,1000.0
,,231500,,,,0.001,231399,1214.89208984375,-389.64306640625,9319.408244240001,1000.0
680,17907,231684,9061.573088879999,972.45,12,0.001,231583,378.18896484375,-390.033935546875,,
,,232000,,,,0.001,231899,172.81777954101562,-393.30810546875,9138.889744439999,980.44
,,232500,,,,0.001,232399,166.19593811035156,-394.7657470703125,9319.68747678,1000.0
,,233000,,,,0.001,232899,183.2550048828125,-393.2908630371094,9138.63011496,980.8
,,233500,,,,0.001,233399,778.080078125,-391.2276611328125,9319.035699279999,1000.0
,,234000,,,,0.001,233899,319.17962646484375,-393.82928466796875,9140.58934084,980.78
,,234500,,,,0.001,234399,429.5957336425781,-386.8263854980469,9137.08374514,980.6
,,235000,,,,0.001,234899,151.00975036621094,-392.156005859375,9137.84112588,980.66
,,235500,,,,0.001,235399,211.28170776367188,-384.7656555175781,9137.802124180002,980.68
684,18235,235684,9061.61014429,972.45,12,0.001,235583,504.5547790527344,-391.01336669921875,,
,,236000,,,,0.001,235899,270.8935546875,-384.9654541015625,9319.321489079999,1000.0
,,236500,,,,0.001,236399,230.9750213623047,-389.5323181152344,9318.85721338,1000.0
,,237000,,,,0.001,236899,261.23333740234375,-385.38677978515625,9318.91191096,1000.0
,,237500,,,,0.001,237399,650.0442504882812,-389.4906005859375,9319.88844848,1000.0
,,238000,,,,0.001,237899,332.67462158203125,-389.24835205078125,9319.57081302,1000.0
,,238500,,,,0.001,238399,151.9222869873047,-377.95648193359375,9138.011200359999,980.66
,,239000,,,,0.001,238899,157.14984130859375,-385.8026428222656,9319.85480692,1000.0
,,239500,,,,0.001,239399,143.1026611328125,-377.95184326171875,9318.47389462,1000.0
688,18568,239684,9141.459973689998,981.0,12,0.001,239583,275.370849609375,-385.1087646484375,,
,,240000,,,,0.001,239899,226.79476928710938,-388.09075927734375,9318.23765476,1000.0
,,240500,,,,0.001,240399,280.9586486816406,-386.5812683105469,9318.23639694,1000.0
,,241000,,,,0.001,240899,127.7214584350586,-379.1645202636719,9317.7458067,1000.0
,,241500,,,,0.001,241399,149.72543334960938,-380.9444580078125,9315.99518148,1000.0
,,242000,,,,0.001,241899,778.3533325195312,-377.22711181640625,9317.952275180001,1000.0
,,242500,,,,0.001,242399,253.52938842773438,-385.664306640625,9318.07889416,1000.0
,,243000,,,,0.001,242899,457.026123046875,-387.0579833984375,9319.58050976,1000.0
,,243500,,,,0.001,243399,435.3855895996094,-376.0848083496094,9320.016895859999,1000.0
692,18901,243684,9204.981752019998,987.79,12,0.001,243583,1014.5675048828125,-382.2327880859375,,
,,244000,,,,0.001,243899,395.93115234375,-384.25616455078125,9319.386926140001,1000.0
,,244500,,,,0.001,244399,159.8404541015625,-382.0842590332031,9317.75112264,1000.0
,,245000,,,,0.001,244899,977.675537109375,-381.8013000488281,9142.49114308,981.02
,,245500,,,,0.001,245399,500.8095397949219,-383.09625244140625,9319.642233119997,1000.0
,,246000,,,,0.001,245899,211.5528106689453,-385.48675537109375,9319.392596040001,1000.0
,,246500,,,,0.001,246399,446.36834716796875,-379.71710205078125,9318.77375656,1000.0
,,247000,,,,0.001,246899,205.62448120117188,-383.6434326171875,9319.65009606,1000.0
,,247500,,,,0.001,247399,202.31463623046875,-385.4362487792969,9139.307255059999,980.72
696,19233,247684,9205.010347579999,987.79,12,0.001,247583,230.68765258789062,-382.72076416015625,,
,,248000,,,,0.001,247899,231.79336547851562,-382.5578918457031,9140.305089399999,980.74
,,248500,,,,0.001,248399,349.633056640625,-379.41094970703125,9319.439823,1000.0
,,249000,,,,0.001,248899,171.65953063964844,-381.83984375,9319.9485008,1000.0
,,249500,,,,0.001,249399,794.3607177734375,-381.73712158203125,9140.30147058,980.6
,,250000,,,,0.001,249899,527.3106689453125,-380.3470153808594,9136.21804712,980.52
,,250500,,,,0.001,250399,143.58363342285156,-379.6628112792969,9139.97874314,980.68
,,251000,,,,0.001,250899,521.5950927734375,-380.04205322265625,9139.0345507,980.68
,,251500,,,,0.001,251399,425.194091796875,-382.83746337890625,9319.8023924,1000.0
700,19562,251684,9205.06739032,987.79,12,0.001,251583,178.80209350585938,-379.04132080078125,,
,,252000,,,,0.001,251899,630.0071411132812,-380.3786315917969,9318.13852812,1000.0
,,252500,,,,0.001,252399,144.03860473632812,-384.54083251953125,9319.74635452,1000.0
,,253000,,,,0.001,252899,151.17056274414062,-376.7250061035156,9318.464084799998,1000.0
,,253500,,,,0.001,253399,133.17703247070312,-380.4526062011719,9137.747966840001,980.54
,,254000,,,,0.001,253899,144.03424072265625,-376.79876708984375,9318.507311480002,1000.0
,,254500,,,,0.001,254399,712.0272827148438,-374.71405029296875,9319.41817708,1000.0
,,255000,,,,0.001,254899,541.4759521484375,-376.6497802734375,9319.41933124,1000.0
,,255500,,,,0.001,255399,128.61495971679688,-385.3362731933594,9319.93827804,1000.0
704,19894,255684,9205.08206763,987.79,12,0.001,255583,357.2298583984375,-385.04144287109375,,
,,256000,,,,0.001,255899,247.20968627929688,-377.79986572265625,9317.98944582,1000.0
,,256500,,,,0.001,256399,130.6710205078125,-382.8741455078125,9319.04768506,1000.0
,,257000,,,,0.001,256899,149.791748046875,-375.40399169921875,9318.27751054,1000.0
,,257500,,,,0.001,257399,197.6354522705078,-380.49041748046875,9319.574224119999,1000.0
,,258000,,,,0.001,257899,172.54852294921875,-383.02154541015625,9317.60129776,1000.0
,,258500,,,,0.001,258399,114.3541259765625,-384.92156982421875,9318.06380602,1000.0
,,259000,,,,0.001,258899,319.88592529296875,-385.52740478515625,9136.0739694,980.58
,,259500,,,,0.001,259399,160.81027221679688,-384.5257263183594,9137.65995876,980.62
708,20224,259684,9205.02592505,987.79,12,0.001,259583,117.77815246582031,-380.4715576171875,,
,,260000,,,,0.001,259899,96.20195007324219,-377.85845947265625,9319.34703664,1000.0
,,260500,,,,0.001,260399,182.67044067382812,-381.7482604980469,9317.59354482,1000.0
,,261000,,,,0.001,260899,133.5975341796875,-385.27032470703125,9319.149465600001,1000.0
,,261500,,,,0.001,261399,212.94142150878906,-383.5192565917969,9318.3138908,1000.0
,,262000,,,,0.001,261899,132.2596435546875,-385.46734619140625,9317.00026222,1000.0
,,262500,,,,0.001,262399,508.322998046875,-382.05047607421875,9319.379230219998,1000.0
,,263000,,,,0.001,262899,325.0166015625,-389.3955383300781,9318.68716492,1000.0
,,263500,,,,0.001,263399,494.36431884765625,-386.44696044921875,9317.396974900003,1000.0
712,20557,263684,9204.912098169998,987.79,12,0.001,263583,195.56869506835938,-388.92291259765625,,
,,264000,,,,0.001,263899,143.4651336669922,-389.98199462890625,9317.64753034,1000.0
,,264500,,,,0.001,264399,161.46864318847656,-387.9394836425781,9318.52935292,1000.0
,,265000,,,,0.001,264899,124.59739685058594,-383.2052307128906,9314.98245208,1000.0
,,265500,,,,0.001,265399,108.2069091796875,-391.4339599609375,9318.47760392,1000.0
,,266000,,,,0.001,265899,121.34877014160156,-388.18701171875,9318.023111939998,1000.0
,,266500,,,,0.001,266399,536.30615234375,-392.3896484375,9319.326068800001,1000.0
,,267000,,,,0.001,266899,142.93850708007812,-392.10980224609375,9319.20318308,1000.0
,,267500,,,,0.001,267399,249.56671142578125,-387.1201477050781,9320.20062982,1000.0
716,20889,267684,9246.10869681,992.2,12,0.001,267583,218.69686889648438,-386.18365478515625,,
,,268000,,,,0.001,267899,323.0173645019531,-390.1864013671875,9319.94490452,1000.0
,,268500,,,,0.001,268399,171.6977081298828,-389.31396484375,9319.41854184,1000.0
,,269000,,,,0.001,268899,111.04817199707031,-388.36041259765625,9319.17675864,1000.0
,,269500,,,,0.001,269399,157.43743896484375,-392.98638916015625,9319.54747122,1000.0
,,270000,,,,0.001,269899,414.91143798828125,-385.88323974609375,9320.468851259999,1000.0
,,270500,,,,0.001,270399,311.43585205078125,-386.1953125,9319.3008602,1000.0
,,271000,,,,0.001,270899,354.83428955078125,-395.5975036621094,9319.817036639999,1000.0
,,271500,,,,0.001,271399,124.69628143310547,-388.3363037109375,9319.9079669,1000.0
720,21222,271684,9246.172828679999,992.2,12,0.001,271583,420.9058532714844,-386.80316162109375,,
,,272000,,,,0.001,271899,151.60287475585938,-386.6119384765625,9320.43216824,1000.0
,,272500,,,,0.001,272399,195.15542602539062,-385.17547607421875,9140.247825519999,980.76
,,273000,,,,0.001,272899,679.9371337890625,-385.76934814453125,9319.781085319999,1000.0
,,273500,,,,0.001,273399,202.5052490234375,-392.5481262207031,9318.49000052,1000.0
,,274000,,,,0.001,273899,119.90742492675781,-389.85198974609375,9319.84542476,1000.0
,,274500,,,,0.001,274399,137.6785125732422,-390.99774169921875,9318.363293919998,1000.0
,,275000,,,,0.001,274899,135.4383087158203,-386.1844177246094,9317.447775679999,1000.0
,,275500,,,,0.001,275399,312.7220764160156,-386.7979736328125,9320.36780514,1000.0
724,21554,275684,9246.184218179998,992.2,12,0.001,275583,389.899658203125,-389.6416320800781,,
,,276000,,,,0.001,275899,97.64253234863281,-391.228759765625,9319.80605716,1000.0
,,276500,,,,0.001,276399,315.53515625,-388.54669189453125,9141.21690046,980.76
,,277000,,,,0.001,276899,110.3746337890625,-387.4519348144531,9317.86869576,1000.0
,,277500,,,,0.001,277399,142.16275024414062,-390.03155517578125,9319.95842044,1000.0
,,278000,,,,0.001,277899,100.32051086425781,-392.8834228515625,9320.0032961,1000.0
,,278500,,,,0.001,278399,145.67437744140625,-396.767333984375,9320.37044304,1000.0
,,279000,,,,0.001,278899,252.05821228027344,-387.3538513183594,9319.94662384,1000.0
,,279500,,,,0.001,279399,341.1280212402344,-391.9320983886719,9319.509897799999,1000.0
728,21887,279684,9246.23916933,992.2,12,0.001,279583,136.36553955078125,-394.1468811035156,,
,,280000,,,,0.001,279899,254.3049774169922,-393.6409912109375,9320.228868020002,1000.0
,,280500,,,,0.001,280399,207.0615234375,-387.95635986328125,9319.148976819999,1000.0
,,281000,,,,0.001,280899,123.62612915039062,-392.3936767578125,9319.68125232,1000.0
,,281500,,,,0.001,281399,104.77363586425781,-387.98382568359375,9319.218825520002,1000.0
,,282000,,,,0.001,281899,172.66741943359375,-394.26751708984375,9321.3482612,1000.0
,,282500,,,,0.001,282399,187.1094207763672,-396.01873779296875,9320.1600129,1000.0
,,283000,,,,0.001,282899,283.6564025878906,-394.3791198730469,9319.64855414,1000.0
,,283500,,,,0.001,283399,167.61431884765625,-392.2308044433594,9318.79602218,1000.0
732,22220,283684,9319.085275259999,1000.0,12,0.001,283583,115.84963989257812,-392.34417724609375,,
,,284000,,,,0.001,283899,371.2545166015625,-393.6081237792969,9319.4743912,1000.0
,,284500,,,,0.001,284399,264.4369201660156,-395.6598815917969,9319.515087319998,1000.0
,,285000,,,,0.001,284899,386.8363342285156,-396.6144104003906,9319.613306719999,1000.0
,,285500,,,,0.001,285399,143.1632080078125,-391.46636962890625,9319.779492279999,1000.0
,,286000,,,,0.001,285899,99.92190551757812,-395.9560852050781,9319.67967902,1000.0
,,286500,,,,0.001,286399,150.53408813476562,-391.028076171875,9319.282988699999,1000.0
,,287000,,,,0.001,286899,524.72802734375,-394.82952880859375,9319.9426801,1000.0
,,287500,,,,0.001,287399,123.18437194824219,-394.5843505859375,9319.80489146,1000.0
736,22552,287684,9319.139560639998,1000.0,12,0.001,287583,252.2698974609375,-394.460693359375,,
,,288000,,,,0.001,287899,137.84274291992188,-400.1751708984375,9319.751822560002,1000.0
,,288500,,,,0.001,288399,108.78370666503906,-396.8736572265625,9319.687919840002,1000.0
,,289000,,,,0.001,288899,157.7222900390625,-392.0924987792969,9140.082900880001,980.74
,,289500,,,,0.001,289399,151.8349151611328,-392.1094970703125,9319.2276718,1000.0
,,290000,,,,0.001,289899,213.47897338867188,-384.86187744140625,9320.01861924,1000.0
,,290500,,,,0.001,290399,725.8224487304688,-392.912841796875,9319.489692319998,1000.0
,,291000,,,,0.001,290899,369.7299499511719,-393.71673583984375,9319.57072736,1000.0
,,291500,,,,0.001,291399,187.0208740234375,-392.2956848144531,9140.32886948,980.76
740,22884,291684,9319.15549987,1000.0,12,0.001,291583,632.674560546875,-395.7276611328125,,
,,292000,,,,0.001,291899,178.9938201904297,-394.968994140625,9319.85273878,1000.0
,,292500,,,,0.001,292399,124.11698913574219,-390.65240478515625,9140.921373080002,980.96
,,293000,,,,0.001,292899,196.22885131835938,-391.22918701171875,9319.189272900001,1000.0
,,293500,,,,0.001,293399,520.574462890625,-389.88104248046875,9318.468680099999,1000.0
,,294000,,,,0.001,293899,596.1134033203125,-390.7682800292969,9319.486033960002,1000.0
,,294500,,,,0.001,294399,233.09811401367188,-388.79754638671875,9320.43737674,1000.0
,,295000,,,,0.001,294899,353.2516174316406,-393.25201416015625,9319.80072672,1000.0
,,295500,,,,0.001,295399,280.62109375,-384.08282470703125,9140.76525898,980.86
744,23216,295684,9319.190718529999,1000.0,12,0.001,295583,267.0148620605469,-388.5429992675781,,
,,296000,,,,0.001,295899,429.5837707519531,-390.08056640625,9319.159390780002,1000.0
,,296500,,,,0.001,296399,321.20086669921875,-386.181640625,9319.681205980001,1000.0
,,297000,,,,0.001,296899,500.02923583984375,-389.13897705078125,9319.6814026,1000.0
,,297500,,,,0.001,297399,186.73931884765625,-386.9925842285156,9319.8462211,1000.0
,,298000,,,,0.001,297899,909.7999267578125,-381.86505126953125,9319.77860576,1000.0
,,298500,,,,0.001,298399,141.65870666503906,-386.343994140625,9320.2115038,1000.0
,,299000,,,,0.001,298899,280.8314208984375,-387.8820495605469,9319.94786222,1000.0
,,299500,,,,0.001,299399,122.16619110107422,-389.6562194824219,9320.27810474,1000.0
748,23548,299684,9319.21912916,1000.0,12,0.001,299583,119.82807922363281,-384.3697509765625,,
,,300000,,,,0.001,299899,200.04629516601562,-388.8099060058594,9319.81507308,1000.0
,,300500,,,,0.001,300399,449.02020263671875,-384.5615539550781,9319.823062279998,1000.0
,,301000,,,,0.001,300899,321.7854919433594,-391.8492431640625,9319.464212719999,1000.0
,,301500,,,,0.001,301399,128.7214813232422,-388.66925048828125,9320.40118276,1000.0
,,302000,,,,0.001,301899,131.39573669433594,-388.17926025390625,9319.526271720002,1000.0
,,302500,,,,0.001,302399,131.16761779785156,-389.01202392578125,9319.34543708,1000.0
,,303000,,,,0.001,302899,145.20211791992188,-387.7508850097656,9319.03892402,1000.0
,,303500,,,,0.001,303399,299.2919921875,-391.0776062011719,9319.65239514,1000.0
752,23880,303684,9319.25466408,1000.0,12,0.001,303583,277.4501953125,-392.1371765136719,,
,,304000,,,,0.001,303899,97.37612915039062,-382.5039978027344,9317.69227546,1000.0
,,304500,,,,0.001,304399,98.5003890991211,-388.281494140625,9319.13446628,1000.0
,,305000,,,,0.001,304899,106.15502166748047,-386.49029541015625,9319.9458395,1000.0
,,305500,,,,0.001,305399,131.42027282714844,-388.3169860839844,9316.860460060001,1000.0
,,306000,,,,0.001,305899,369.9048767089844,-389.9952697753906,9318.39141446,1000.0
,,306500,,,,0.001,306399,262.76263427734375,-389.7024841308594,9316.98807846,1000.0
,,307000,,,,0.001,306899,466.1203918457031,-387.1376953125,9316.4765617,1000.0
,,307500,,,,0.001,307399,189.47433471679688,-383.9095458984375,9316.135993779999,1000.0
756,24212,307684,9319.23930474,1000.0,12,0.001,307583,443.165283203125,-392.29296875,,
,,308000,,,,0.001,307899,132.008056640625,-394.5020751953125,9136.594250619999,980.62
,,308500,,,,0.001,308399,256.88897705078125,-391.7709655761719,9137.93949362,980.66
,,309000,,,,0.001,308899,533.6958618164062,-384.83648681640625,9136.427219460002,980.6
,,309500,,,,0.001,309399,167.11439514160156,-393.89813232421875,9318.20243854,1000.0
,,310000,,,,0.001,309899,182.23284912109375,-390.99114990234375,9318.059441459998,1000.0
,,310500,,,,0.001,310399,142.86151123046875,-387.1797790527344,9318.72172686,1000.0
,,311000,,,,0.001,310899,291.11566162109375,-391.3699951171875,9319.486720640001,1000.0
,,311500,,,,0.001,311399,620.059326171875,-389.5965576171875,9319.42714292,1000.0
760,24543,311684,9319.18479448,1000.0,12,0.001,311583,91.16030883789062,-390.6805419921875,,
,,312000,,,,0.001,311899,136.75965881347656,-386.5528869628906,9316.06006758,1000.0
,,312500,,,,0.001,312399,228.7655029296875,-387.60943603515625,9319.16348572,1000.0
,,313000,,,,0.001,312899,124.41488647460938,-393.9067687988281,9314.61541708,1000.0
,,313500,,,,0.001,313399,123.85952758789062,-389.978759765625,9319.57751678,1000.0
,,314000,,,,0.001,313899,162.18240356445312,-389.29766845703125,9318.49983888,1000.0
,,314500,,,,0.001,314399,91.2789077758789,-393.93096923828125,9319.174519279999,1000.0
,,315000,,,,0.001,314899,670.956787109375,-395.232177734375,9320.183590839999,1000.0
,,315500,,,,0.001,315399,131.73458862304688,-387.4271240234375,9319.87243232,1000.0
764,24875,315684,9319.156843390001,1000.0,12,0.001,315583,332.271240234375,-388.6528625488281,,
,,316000,,,,0.001,315899,107.11991882324219,-392.69378662109375,9319.994489319999,1000.0
,,316500,,,,0.001,316399,191.94442749023438,-389.39306640625,9315.2740456,1000.0
,,317000,,,,0.001,316899,216.7054443359375,-391.11444091796875,7617.897026519999,818.14
,,317500,,,,0.001,317399,251.08010864257812,-391.4239807128906,9319.43947626,1000.0
,,318000,,,,0.001,317899,131.04373168945312,-388.5424499511719,9319.2369018,1000.0
,,318500,,,,0.001,318399,152.6634521484375,-385.6373291015625,9319.49186912,1000.0
,,319000,,,,0.001,318899,113.42880249023438,-391.63677978515625,9317.389688860001,1000.0
,,319500,,,,0.001,319399,359.736328125,-387.3465881347656,9318.87729712,1000.0
768,25201,319684,9319.126481570001,1000.0,12,0.001,319583,449.3055725097656,-389.8748474121094,,
,,320000,,,,0.001,319899,162.898681640625,-386.8311462402344,9319.24204258,1000.0
,,320500,,,,0.001,320399,142.11416625976562,-383.2552490234375,9316.394841060002,1000.0
,,321000,,,,0.001,320899,139.3724365234375,-388.519287109375,9318.4570982,1000.0
,,321500,,,,0.001,321399,101.68415832519531,-391.6177978515625,9317.03735876,1000.0
,,322000,,,,0.001,321899,641.8135986328125,-381.7192077636719,9315.99937246,1000.0
,,322500,,,,0.001,322399,158.77703857421875,-389.32647705078125,9318.95328474,1000.0
,,323000,,,,0.001,322899,129.83030700683594,-389.9684753417969,9318.925206740001,1000.0
,,323500,,,,0.001,323399,478.70855712890625,-390.43487548828125,9316.67087642,1000.0
772,25534,323684,9319.09550313,1000.0,12,0.001,323583,182.42112731933594,-391.72369384765625,,
,,324000,,,,0.001,323899,554.8388671875,-380.223876953125,9318.207379820002,1000.0
,,324500,,,,0.001,324399,169.14553833007812,-381.7706298828125,9318.375300599999,1000.0
,,325000,,,,0.001,324899,228.06805419921875,-389.39703369140625,4212.001614479999,452.98
,,325500,,,,0.001,325399,214.3590087890625,-385.828857421875,9137.29442932,980.78
,,326000,,,,0.001,325899,388.7575988769531,-388.55865478515625,9137.971735600002,980.86
,,326500,,,,0.001,326399,616.8824462890625,-381.0321044921875,9315.147076080002,1000.0
,,327000,,,,0.001,326899,694.374267578125,-384.1630859375,9315.201798560001,1000.0
,,327500,,,,0.001,327399,198.99110412597656,-378.54119873046875,9319.059693559999,1000.0
776,25845,327684,9319.01358331,1000.0,12,0.001,327583,857.224365234375,-382.733154296875,,
,,328000,,,,0.001,327899,549.1932373046875,-385.510986328125,9318.110660100001,1000.0
,,328500,,,,0.001,328399,225.0054473876953,-379.23638916015625,9315.3917291,1000.0
,,329000,,,,0.001,328899,269.7037353515625,-381.0427551269531,9318.3213139,1000.0
,,329500,,,,0.001,329399,871.810546875,-381.3837890625,9317.62796092,1000.0
