time/fps,train/critic_loss,rollout/ep_len_mean,train/learning_rate,train/actor_loss,train/ent_coef_loss,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/episodes,time/total_timesteps,train/ent_coef,eval/mean_reward,eval/mean_ep_length
38,0.05433914065361023,100.0,0.0003,-20.042583465576172,-14.4166259765625,112,4299,-139.72521063636364,44,4400,0.27708151936531067,,
,0.05177345126867294,,0.0003,-19.440845489501953,-14.814291000366211,,4399,,,4500,0.2690523564815521,-48.913047699999986,100.0
38,0.05593724548816681,100.0,0.0003,-18.97265625,-15.501419067382812,125,4699,-137.37959827083333,48,4800,0.2463863492012024,,
,0.041111234575510025,,0.0003,-18.532546997070312,-16.134883880615234,,4899,,,5000,0.23239028453826904,-47.646167639999994,100.0
37,0.04942294955253601,100.0,0.0003,-17.92525291442871,-16.446619033813477,137,5099,-135.43422834615387,52,5200,0.21923118829727173,,
,0.034693144261837006,,0.0003,-16.91757583618164,-17.21537208557129,,5399,,,5500,0.20095837116241455,-47.30770566,100.0
37,0.033743470907211304,100.0,0.0003,-16.644268035888672,-17.24620819091797,150,5499,-133.20062842857143,56,5600,0.19523882865905762,,
,0.02783367410302162,,0.0003,-15.379273414611816,-18.452482223510742,,5899,,,6000,0.17403137683868408,-47.510270399999996,100.0
36,,100.0,,,,162,,-131.04143178333334,60,6000,,,
38,0.025358594954013824,100.0,0.0003,-14.185502052307129,-18.969736099243164,167,6299,-128.68251010937502,64,6400,0.15524432063102722,,
,0.02694087103009224,,0.0003,-13.702890396118164,-18.925846099853516,,6399,,,6500,0.15089216828346252,-49.235888679999995,100.0
37,0.02589482069015503,100.0,0.0003,-12.516120910644531,-19.47646713256836,179,6699,-126.74602111764705,68,6800,0.13860519230365753,,
,0.027040204033255577,,0.0003,-12.064266204833984,-19.816255569458008,,6899,,,7000,0.1310100257396698,-44.5225412,100.0
37,0.02526196464896202,100.0,0.0003,-11.393197059631348,-19.959999084472656,192,7099,-124.53874880555557,72,7200,0.12385880202054977,,
,0.021676000207662582,,0.0003,-10.316596984863281,-20.480003356933594,,7399,,,7500,0.11390464752912521,-46.575126659999995,100.0
37,0.01943548209965229,100.0,0.0003,-10.001852035522461,-20.392595291137695,204,7499,-122.01773068421052,76,7600,0.11078441888093948,,
,0.01595390774309635,,0.0003,-8.649513244628906,-20.38719367980957,,7899,,,8000,0.0991964116692543,-46.1397242,100.0
36,,100.0,,,,217,,-119.57163788749999,80,8000,,,
37,0.019291069358587265,100.0,0.0003,-7.227316856384277,-20.562305450439453,222,8299,-117.29614242857144,84,8400,0.08889606595039368,,
,0.01630410924553871,,0.0003,-6.7712082862854,-20.967594146728516,,8399,,,8500,0.08650294691324234,-43.508382780000005,100.0
37,0.01595374569296837,100.0,0.0003,-5.852798938751221,-21.146427154541016,235,8699,-114.86807785227273,88,8800,0.0797339677810669,,
,0.01725991815328598,,0.0003,-5.197593688964844,-20.618568420410156,,8899,,,9000,0.07553589344024658,-44.366263200000006,100.0
37,0.015322820283472538,100.0,0.0003,-4.452390193939209,-20.110368728637695,247,9099,-112.86825738043478,92,9200,0.0715685561299324,,
,0.0172894187271595,,0.0003,-3.5705454349517822,-20.549728393554688,,9399,,,9500,0.06602980941534042,-43.27441452,100.0
36,0.016605505719780922,100.0,0.0003,-3.094419479370117,-20.826364517211914,259,9499,-110.74166227083334,96,9600,0.06428433209657669,,
,0.015960250049829483,,0.0003,-1.93967866897583,-20.041040420532227,,9899,,,10000,0.057781513780355453,-38.939329820000005,100.0
36,,100.0,,,,272,,-108.70282409000001,100,10000,,,
37,0.018055960536003113,100.0,0.0003,-0.8249432444572449,-19.940662384033203,277,10299,-105.03270739000001,104,10400,0.051970962435007095,,
,0.021906573325395584,,0.0003,-0.2811184525489807,-20.042068481445312,,10399,,,10500,0.05061653256416321,-40.2796118,100.0
37,0.019012313336133957,100.0,0.0003,0.2717241644859314,-19.701444625854492,289,10699,-101.08103636000001,108,10800,0.04677079990506172,,
,0.016085201874375343,,0.0003,0.7869248986244202,-18.636451721191406,,10899,,,11000,0.04438472166657448,-39.59070688,100.0
37,0.01732676289975643,100.0,0.0003,1.3037593364715576,-18.56773567199707,302,11099,-97.45251733,112,11200,0.042128682136535645,,
,0.01703612133860588,,0.0003,2.235682249069214,-19.292776107788086,,11399,,,11500,0.038973938673734665,-38.36432044,100.0
36,0.0151499193161726,100.0,0.0003,2.3563733100891113,-18.426307678222656,314,11499,-93.59044297,116,11600,0.03798171505331993,,
,0.016103072091937065,,0.0003,3.606539726257324,-17.532310485839844,,11899,,,12000,0.034279972314834595,-37.9812291,100.0
36,,100.0,,,,327,,-89.79470895,120,12000,,,
37,0.01769179292023182,100.0,0.0003,4.604428291320801,-17.029096603393555,332,12299,-86.15160457,124,12400,0.030981604009866714,,
,0.01448152121156454,,0.0003,4.552718162536621,-17.60725212097168,,12399,,,12500,0.030213644728064537,-38.41759062,100.0
37,0.015300234779715538,100.0,0.0003,5.487735748291016,-16.73865509033203,344,12699,-82.63588329,128,12800,0.028037235140800476,,
,0.015481078997254372,,0.0003,5.957817077636719,-15.819250106811523,,12899,,,13000,0.02668304555118084,-38.497970419999994,100.0
36,0.015872851014137268,100.0,0.0003,6.218184471130371,-15.706427574157715,357,13099,-79.08071132,132,13200,0.025410311296582222,,
,0.014746727421879768,,0.0003,6.880326747894287,-14.576340675354004,,13399,,,13500,0.02362760901451111,-38.77563622,100.0
36,0.014283087104558945,100.0,0.0003,7.064884185791016,-15.254570007324219,369,13499,-75.40021257,136,13600,0.023065710440278053,,
,0.016159502789378166,,0.0003,7.933263778686523,-13.948081016540527,,13899,,,14000,0.02097751758992672,-38.1519653,100.0
36,,100.0,,,,381,,-72.24308152,140,14000,,,
37,0.012685103341937065,100.0,0.0003,8.582515716552734,-13.139673233032227,386,14299,-69.08647304,144,14400,0.019104905426502228,,
,0.012400718405842781,,0.0003,8.868263244628906,-12.522018432617188,,14399,,,14500,0.018669722601771355,-38.6687709,100.0
37,0.0139035414904356,100.0,0.0003,9.543655395507812,-11.524490356445312,398,14699,-66.42348605000001,148,14800,0.017446603626012802,,
,0.013809178955852985,,0.0003,9.625832557678223,-11.015120506286621,,14899,,,15000,0.016691097989678383,-38.93464354,100.0
36,0.013057257980108261,100.0,0.0003,10.178068161010742,-10.361924171447754,411,15099,-63.67640954,152,15200,0.015976587310433388,,
,0.012976577505469322,,0.0003,10.610860824584961,-9.268244743347168,,15399,,,15500,0.014987352304160595,-47.95855947999999,100.0
36,0.013651980087161064,100.0,0.0003,10.70724105834961,-8.724586486816406,423,15499,-61.311211119999996,156,15600,0.014678091742098331,,
,0.015268554911017418,,0.0003,11.528494834899902,-7.732521057128906,,15899,,,16000,0.013542592525482178,-39.481436720000005,100.0
36,,100.0,,,,436,,-58.89860862000001,160,16000,,,
37,0.014073861762881279,100.0,0.0003,12.2088623046875,-7.140203952789307,440,16299,-57.05327066000001,164,16400,0.01254102773964405,,
,0.011869914829730988,,0.0003,12.302560806274414,-6.701228141784668,,16399,,,16500,0.012309984304010868,-45.01922466,100.0
37,0.014021247625350952,100.0,0.0003,12.885456085205078,-5.771402835845947,453,16699,-55.10838808,168,16800,0.011669323779642582,,
,0.012328673154115677,,0.0003,13.10466194152832,-4.856075286865234,,16899,,,17000,0.011273612268269062,-43.026547599999994,100.0
36,0.01108829490840435,100.0,0.0003,12.950347900390625,-4.100892543792725,465,17099,-53.231358259999986,172,17200,0.010906379669904709,,
,0.013755373656749725,,0.0003,13.713319778442383,-5.116145133972168,,17399,,,17500,0.010417436249554157,-39.13777952,100.0
36,0.01263001374900341,100.0,0.0003,13.874401092529297,-5.008514881134033,478,17499,-51.90587987999999,176,17600,0.010269352234899998,,
,0.013709278777241707,,0.0003,14.484475135803223,-2.0360913276672363,,17899,,,18000,0.009719929657876492,-39.221832840000005,100.0
36,,100.0,,,,490,,-50.708769079999996,180,18000,,,
37,0.013816707767546177,100.0,0.0003,14.942220687866211,-2.8597235679626465,495,18299,-49.51024841,184,18400,0.009300694800913334,,
,0.014429536648094654,,0.0003,15.18336009979248,-0.21226248145103455,,18399,,,18500,0.009205321781337261,-40.96145386,100.0
37,0.012205121107399464,100.0,0.0003,15.448497772216797,-2.350381851196289,507,18699,-48.68581849,188,18800,0.008971848525106907,,
,0.012135792523622513,,0.0003,15.622554779052734,-0.4160494804382324,,18899,,,19000,0.008841761387884617,-38.83073100000001,100.0
36,0.012123052030801773,100.0,0.0003,16.029476165771484,-0.0330570787191391,520,19099,-47.61252508000001,192,19200,0.008741852827370167,,
,0.010639953427016735,,0.0003,16.546672821044922,-1.6666139364242554,,19399,,,19500,0.008633862249553204,-40.31740866,100.0
36,0.010911596938967705,100.0,0.0003,16.37389373779297,-0.07494848966598511,532,19499,-46.705426559999985,196,19600,0.00860720593482256,,
,0.0110629266127944,,0.0003,16.945579528808594,-0.21766741573810577,,19899,,,20000,0.00854613445699215,-40.301922239999996,100.0
36,,100.0,,,,545,,-45.87869356,200,20000,,,
37,0.012214453890919685,100.0,0.0003,17.273054122924805,-0.6093586683273315,550,20299,-45.33728862,204,20400,0.008546065539121628,,
,0.011306310072541237,,0.0003,17.24146270751953,-0.24264490604400635,,20399,,,20500,0.008554921485483646,-40.01462119999999,100.0
36,0.01267414353787899,100.0,0.0003,17.60793685913086,1.2241628170013428,562,20699,-44.77523968,208,20800,0.008576605468988419,,
,0.01123666949570179,,0.0003,17.992229461669922,-0.1627734899520874,,20899,,,21000,0.008590107783675194,-38.8176222,100.0
36,0.012256434187293053,100.0,0.0003,18.4249267578125,0.3282414674758911,575,21099,-44.11522559,212,21200,0.008578474633395672,,
,0.009899010881781578,,0.0003,18.30267333984375,-1.1988741159439087,,21399,,,21500,0.008642726577818394,-38.6202099,100.0
36,0.011207450181245804,100.0,0.0003,18.75680160522461,-0.32065844535827637,587,21499,-43.639401420000006,216,21600,0.008650226518511772,,
,0.010869873687624931,,0.0003,19.018962860107422,0.5261403918266296,,21899,,,22000,0.00863069761544466,-40.95615154,100.0
36,,100.0,,,,600,,-43.25170228000001,220,22000,,,
37,0.011998685076832771,100.0,0.0003,19.726972579956055,-0.8969621062278748,605,22299,-42.93489955999999,224,22400,0.008606438525021076,,
,0.012185207568109035,,0.0003,19.69057273864746,1.515042781829834,,22399,,,22500,0.008582018315792084,-37.19030186,100.0
36,0.016899947077035904,100.0,0.0003,20.04649543762207,-0.14085736870765686,617,22699,-42.586159050000006,228,22800,0.008586606942117214,,
,0.01273263618350029,,0.0003,20.243167877197266,-1.0955400466918945,,22899,,,23000,0.008601970039308071,-36.83962756,100.0
36,0.011866968125104904,100.0,0.0003,20.307212829589844,-1.6813974380493164,629,23099,-42.129271980000006,232,23200,0.008682232350111008,,
,0.010784586891531944,,0.0003,20.55130386352539,0.5047173500061035,,23399,,,23500,0.008699330501258373,-38.582089260000004,100.0
36,0.008532470092177391,100.0,0.0003,20.666940689086914,-0.2735500931739807,642,23499,-41.88062730000001,236,23600,0.008738148026168346,,
,0.013149801641702652,,0.0003,21.11660385131836,-0.21198204159736633,,23899,,,24000,0.00886437576264143,-40.94579128,100.0
36,,100.0,,,,654,,-41.66199685999999,240,24000,,,
36,0.012934651225805283,100.0,0.0003,21.433948516845703,2.290160655975342,659,24299,-41.65530706,244,24400,0.008795062080025673,,
,0.011788967996835709,,0.0003,21.408353805541992,0.9190635681152344,,24399,,,24500,0.008813765831291676,-39.91476528,100.0
36,0.011692633852362633,100.0,0.0003,21.852304458618164,0.158218115568161,671,24699,-41.54053247000001,248,24800,0.00880515854805708,,
,0.01072460226714611,,0.0003,21.91844940185547,-2.1424994468688965,,24899,,,25000,0.00876559503376484,-39.57671724,100.0
36,0.011799659579992294,100.0,0.0003,22.16242218017578,1.100290060043335,684,25099,-41.358277320000006,252,25200,0.008791611529886723,,
,0.011387255042791367,,0.0003,22.12114906311035,0.459247887134552,,25399,,,25500,0.008685089647769928,-38.224978820000004,100.0
36,0.012692799791693687,100.0,0.0003,22.167377471923828,1.3687734603881836,697,25499,-41.34823974000001,256,25600,0.008693533949553967,,
,0.016585838049650192,,0.0003,22.907665252685547,0.7965677380561829,,25899,,,26000,0.00864812359213829,-38.375263139999994,100.0
36,,100.0,,,,709,,-41.207517349999996,260,26000,,,
36,0.009713422507047653,100.0,0.0003,22.941795349121094,-0.1762538105249405,714,26299,-41.14283032,264,26400,0.008701881393790245,,
,0.012536101043224335,,0.0003,23.20172882080078,-0.0892179012298584,,26399,,,26500,0.008673579432070255,-38.03897402,100.0
36,0.012618107721209526,100.0,0.0003,23.635982513427734,0.6938033699989319,726,26699,-41.004081910000004,268,26800,0.00860119890421629,,
,0.012758858501911163,,0.0003,23.525516510009766,-0.8861494064331055,,26899,,,27000,0.008663443848490715,-38.657881880000005,100.0
36,0.01444188877940178,100.0,0.0003,23.755413055419922,0.45053383708000183,739,27099,-40.897789460000006,272,27200,0.008596111088991165,,
,0.011214025318622589,,0.0003,23.862058639526367,-0.23257434368133545,,27399,,,27500,0.008612383157014847,-39.22034692,100.0
36,0.01352888997644186,100.0,0.0003,23.999771118164062,-0.662003219127655,751,27499,-40.75070892,276,27600,0.008611204102635384,,
,0.01274581253528595,,0.0003,24.395423889160156,-0.39687004685401917,,27899,,,28000,0.008578077889978886,-38.35629726,100.0
36,,100.0,,,,764,,-40.591837520000006,280,28000,,,
36,0.011500263586640358,100.0,0.0003,24.333232879638672,0.6290501952171326,768,28299,-40.487579409999995,284,28400,0.008604760281741619,,
,0.011664867401123047,,0.0003,24.626388549804688,-0.5150138139724731,,28399,,,28500,0.008587781339883804,-37.68327024,100.0
36,0.01218591257929802,100.0,0.0003,24.720340728759766,0.3520757853984833,781,28699,-40.319260809999996,288,28800,0.008596955798566341,,
,0.010348429903388023,,0.0003,24.973236083984375,-1.2705994844436646,,28899,,,29000,0.008547540754079819,-38.34657876,100.0
36,0.012837531976401806,100.0,0.0003,25.20448112487793,-0.197262704372406,793,29099,-40.35441144,292,29200,0.008572046644985676,,
,0.011222194880247116,,0.0003,25.628751754760742,-0.1314731240272522,,29399,,,29500,0.008562262170016766,-47.53508042000001,100.0
36,0.01422804407775402,100.0,0.0003,25.479637145996094,-0.8471366167068481,805,29499,-40.37567053,296,29600,0.008587834425270557,,
,0.009651843458414078,,0.0003,25.83605194091797,0.07277124375104904,,29899,,,30000,0.008669791743159294,-44.803940080000004,100.0
36,,100.0,,,,818,,-40.51701615,300,30000,,,
36,0.011065030470490456,100.0,0.0003,26.27927017211914,-1.9587182998657227,823,30299,-40.56698444,304,30400,0.008754847571253777,,
,0.013572254218161106,,0.0003,26.110153198242188,0.44498082995414734,,30399,,,30500,0.008759703487157822,-52.42775060000001,100.0
36,0.011949428357183933,100.0,0.0003,26.300674438476562,-1.5252691507339478,835,30699,-40.991424200000004,308,30800,0.008697949349880219,,
,0.011176353320479393,,0.0003,26.730918884277344,-0.3622853755950928,,30899,,,31000,0.008696737699210644,-46.797544220000006,100.0
36,0.013311771675944328,100.0,0.0003,26.703107833862305,-0.3372930884361267,847,31099,-41.46272315,312,31200,0.00874339509755373,,
,0.011685380712151527,,0.0003,26.879823684692383,0.6383169889450073,,31399,,,31500,0.008751804940402508,-48.71049781999999,100.0
36,0.011030095629394054,100.0,0.0003,27.03403663635254,0.08879634737968445,860,31499,-41.820212379999994,316,31600,0.008744850754737854,,
,0.01424084696918726,,0.0003,27.269481658935547,-1.1918400526046753,,31899,,,32000,0.008716978132724762,-59.12046289999999,100.0
36,,100.0,,,,872,,-42.44519489,320,32000,,,
36,0.012182756327092648,100.0,0.0003,27.513565063476562,-0.6046323180198669,877,32299,-42.72384900000001,324,32400,0.008629487827420235,,
,0.009899339638650417,,0.0003,27.656923294067383,-0.8265951871871948,,32399,,,32500,0.00866461731493473,-51.411543540000004,100.0
36,0.01053978968411684,100.0,0.0003,27.666893005371094,-1.4933878183364868,890,32699,-43.24238983,328,32800,0.008664700202643871,,
,0.01749042421579361,,0.0003,27.892820358276367,0.5931364893913269,,32899,,,33000,0.00865243747830391,-56.730558759999994,100.0
36,0.017933031544089317,100.0,0.0003,27.96954345703125,-0.07481551170349121,902,33099,-43.65086711000001,332,33200,0.008639484643936157,,
,0.01320777926594019,,0.0003,27.880874633789062,-0.588629961013794,,33399,,,33500,0.008639249950647354,-52.04092416,100.0
36,0.010400820523500443,100.0,0.0003,28.044790267944336,-0.5041701793670654,915,33499,-44.408671139999996,336,33600,0.008567478507757187,,
,0.014058993197977543,,0.0003,28.505704879760742,-0.11215153336524963,,33899,,,34000,0.008601531386375427,-56.19420574,100.0
36,,100.0,,,,927,,-45.403512119999995,340,34000,,,
36,0.012752581387758255,100.0,0.0003,28.591537475585938,1.050098180770874,932,34299,-45.92437344999999,344,34400,0.008638961240649223,,
,0.013772902078926563,,0.0003,28.81627655029297,-1.2143046855926514,,34399,,,34500,0.008670751005411148,-61.66997445999999,100.0
36,0.012502246536314487,100.0,0.0003,28.738994598388672,0.43525996804237366,944,34699,-46.41866124,348,34800,0.00867700856178999,,
,0.01663920097053051,,0.0003,28.726436614990234,-0.8132640719413757,,34899,,,35000,0.00867643766105175,-58.53141912,100.0
36,0.01861383393406868,100.0,0.0003,29.146745681762695,0.4814518094062805,957,35099,-47.332684500000006,352,35200,0.008677306585013866,,
,0.01918047107756138,,0.0003,29.28805160522461,-1.6373639106750488,,35399,,,35500,0.008591718040406704,-51.871294559999995,100.0
36,0.01587633416056633,100.0,0.0003,29.574657440185547,-0.3649502694606781,969,35499,-47.70148791,356,35600,0.008575906045734882,,
,0.01503018569201231,,0.0003,29.437341690063477,0.32038089632987976,,35899,,,36000,0.00852679181843996,-53.29119363999999,100.0
36,,100.0,,,,981,,-48.390339620000006,360,36000,,,
36,0.011321917176246643,100.0,0.0003,29.744033813476562,-0.6196898818016052,986,36299,-48.66994629000001,364,36400,0.008588858880102634,,
,0.018605951219797134,,0.0003,29.92772102355957,-1.1099992990493774,,36399,,,36500,0.008585820905864239,-49.745062080000004,100.0
36,0.01726200431585312,100.0,0.0003,30.190311431884766,0.021849699318408966,999,36699,-48.832781780000005,368,36800,0.008613282814621925,,
,0.017283907160162926,,0.0003,30.19328498840332,0.6243931651115417,,36899,,,37000,0.008579411543905735,-39.752449840000004,100.0
36,0.016870465129613876,100.0,0.0003,30.463336944580078,-0.6478193998336792,1011,37099,-49.03908060999999,372,37200,0.008529182523488998,,
,0.019593795761466026,,0.0003,30.440689086914062,-0.0767555981874466,,37399,,,37500,0.008518955670297146,-38.66303677999999,100.0
36,0.013154354877769947,100.0,0.0003,30.481019973754883,0.8322312235832214,1024,37499,-49.20737713000001,376,37600,0.008532807230949402,,
,0.018257085233926773,,0.0003,30.872413635253906,-0.5689125061035156,,37899,,,38000,0.008487047627568245,-38.71547512,100.0
36,,100.0,,,,1036,,-49.242876960000004,380,38000,,,
36,0.01840648427605629,100.0,0.0003,31.046463012695312,-0.6941022872924805,1041,38299,-49.33969167,384,38400,0.008556080050766468,,
,0.018504690378904343,,0.0003,30.685073852539062,-0.5181318521499634,,38399,,,38500,0.008511408232152462,-37.4028192,100.0
36,0.01631249114871025,100.0,0.0003,31.100427627563477,-1.862201452255249,1054,38699,-49.4379297,388,38800,0.008465605787932873,,
,0.019808974117040634,,0.0003,31.181522369384766,-0.042145565152168274,,38899,,,39000,0.00856558233499527,-36.45905634,100.0
36,0.013912998139858246,100.0,0.0003,31.065717697143555,-1.6181421279907227,1066,39099,-49.1672512,392,39200,0.008579211309552193,,
,0.02144699916243553,,0.0003,31.45713233947754,-0.4587351679801941,,39399,,,39500,0.008566481992602348,-36.5065573,100.0
36,0.01549313310533762,100.0,0.0003,31.47661018371582,-0.17651985585689545,1078,39499,-49.16323380000001,396,39600,0.008546696975827217,,
,0.01754894107580185,,0.0003,31.977561950683594,-0.38895168900489807,,39899,,,40000,0.008544284850358963,-37.05514188,100.0
36,,100.0,,,,1090,,-48.882683879999995,400,40000,,,
36,0.01863204501569271,100.0,0.0003,32.14431381225586,0.23255620896816254,1095,40299,-48.75225207,404,40400,0.008521459065377712,,
,0.012041604146361351,,0.0003,32.050323486328125,-0.32109004259109497,,40399,,,40500,0.008551927283406258,-37.81363154,100.0
36,0.014561516232788563,100.0,0.0003,31.730281829833984,-1.9746114015579224,1108,40699,-48.077160639999995,408,40800,0.008542419411242008,,
,0.017405206337571144,,0.0003,32.13059997558594,-1.4212273359298706,,40899,,,41000,0.008521003648638725,-37.587828800000004,100.0
36,0.01443753857165575,100.0,0.0003,32.22895431518555,0.7178161144256592,1120,41099,-47.41844651,412,41200,0.008502411656081676,,
,0.015731854364275932,,0.0003,32.72648239135742,-1.9088819026947021,,41399,,,41500,0.008471076376736164,-36.84189684,100.0
36,0.015655435621738434,100.0,0.0003,32.891937255859375,0.36076492071151733,1133,41499,-46.96729658000001,416,41600,0.008479539304971695,,
,0.015103341080248356,,0.0003,32.71821212768555,-0.5214385986328125,,41899,,,42000,0.008431675843894482,-36.120801760000006,100.0
36,,100.0,,,,1145,,-46.37010126,420,42000,,,
36,0.0160744059830904,100.0,0.0003,32.82038116455078,0.35563230514526367,1150,42299,-46.00361807000001,424,42400,0.008473788388073444,,
,0.016775622963905334,,0.0003,33.40768814086914,-0.36702626943588257,,42399,,,42500,0.008432653732597828,-36.6811185,100.0
36,0.013711702078580856,100.0,0.0003,33.46919250488281,0.5179784297943115,1163,42699,-45.57384424000001,428,42800,0.008429686538875103,,
,0.010204334743320942,,0.0003,33.025367736816406,0.33699825406074524,,42899,,,43000,0.008438216522336006,-35.81432416,100.0
36,0.01567484624683857,100.0,0.0003,33.45012283325195,-0.12109111249446869,1176,43099,-45.15636359,432,43200,0.008425197564065456,,
,0.014548824168741703,,0.0003,33.11671447753906,0.38478517532348633,,43399,,,43500,0.008486849255859852,-37.09292724,100.0
36,0.01373429223895073,100.0,0.0003,33.13423156738281,0.09937268495559692,1188,43499,-44.564102639999994,436,43600,0.008452100679278374,,
,0.014453706331551075,,0.0003,33.57708740234375,0.29051411151885986,,43899,,,44000,0.008393967524170876,-36.11122386,100.0
36,,100.0,,,,1200,,-43.723340279999995,440,44000,,,
36,0.02139228768646717,100.0,0.0003,34.0267448425293,-0.6357337832450867,1205,44299,-43.041099839999994,444,44400,0.008322940208017826,,
,0.012104712426662445,,0.0003,34.265384674072266,-0.5766115784645081,,44399,,,44500,0.008366366848349571,-37.33575438,100.0
36,0.013705570250749588,100.0,0.0003,33.827606201171875,-0.3395504653453827,1217,44699,-42.34880646999999,448,44800,0.008450811728835106,,
,0.014862149953842163,,0.0003,34.25922775268555,-1.0063297748565674,,44899,,,45000,0.00846168678253889,-36.433595600000004,100.0
36,0.01811397075653076,100.0,0.0003,33.996055603027344,-0.8334511518478394,1230,45099,-41.332741729999995,452,45200,0.008436208590865135,,
,0.01375252939760685,,0.0003,33.92484664916992,0.389631062746048,,45399,,,45500,0.008456124924123287,-36.97552034,100.0
36,0.01703915372490883,100.0,0.0003,33.854530334472656,-0.4238354563713074,1242,45499,-40.53331179,456,45600,0.008494011126458645,,
,0.014928655698895454,,0.0003,34.670143127441406,0.19357413053512573,,45899,,,46000,0.008515779860317707,-36.838901060000005,100.0
36,,100.0,,,,1255,,-39.98614243,460,46000,,,
36,0.013408009894192219,100.0,0.0003,34.62588882446289,0.7217264175415039,1260,46299,-39.28107411,464,46400,0.008431085385382175,,
,0.017988234758377075,,0.0003,34.58836364746094,0.19255948066711426,,46399,,,46500,0.0084919985383749,-36.28381704,100.0
36,0.01908576861023903,100.0,0.0003,34.45597839355469,0.7824990749359131,1273,46699,-38.8000866,468,46800,0.008585079573094845,,
,0.020836371928453445,,0.0003,34.030181884765625,0.570310115814209,,46899,,,47000,0.008604411035776138,-36.94942654,100.0
36,0.016593173146247864,100.0,0.0003,35.05664825439453,-0.5462518930435181,1285,47099,-38.86540284,472,47200,0.008587053045630455,,
,0.01674390770494938,,0.0003,34.97936248779297,-1.044363021850586,,47399,,,47500,0.008648185059428215,-36.0354216,100.0
36,0.01331441942602396,100.0,0.0003,34.94877243041992,-0.06277132034301758,1297,47499,-38.7077142,476,47600,0.008607534691691399,,
,0.015609345398843288,,0.0003,35.26166915893555,0.06482718139886856,,47899,,,48000,0.008634776808321476,-37.090395459999996,100.0
36,,100.0,,,,1310,,-38.61912905,480,48000,,,
36,0.013245182111859322,100.0,0.0003,35.069854736328125,0.18294671177864075,1315,48299,-38.52154629,484,48400,0.008689520880579948,,
,0.014321302995085716,,0.0003,35.31590270996094,0.28557726740837097,,48399,,,48500,0.008694346062839031,-36.537721760000004,100.0
36,0.013853629119694233,100.0,0.0003,35.43867111206055,1.3872387409210205,1327,48699,-38.55174495,488,48800,0.008643485605716705,,
,0.011098144575953484,,0.0003,35.52906036376953,0.14240595698356628,,48899,,,49000,0.008709586225450039,-37.10316404,100.0
36,0.017948247492313385,100.0,0.0003,35.78242492675781,0.9339444041252136,1340,49099,-38.687679609999996,492,49200,0.008745734579861164,,
,0.011616285890340805,,0.0003,35.27815246582031,0.14648568630218506,,49399,,,49500,0.008710413239896297,-37.409219539999995,100.0
36,0.013263227418065071,100.0,0.0003,35.8812255859375,-0.5042707324028015,1352,49499,-38.717070039999996,496,49600,0.00871046632528305,,
