time/episodes,time/fps,train/actor_loss,train/ent_coef,train/n_updates,time/time_elapsed,train/ent_coef_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
1156,36,40.15375518798828,0.007575229275971651,115499,3165,0.2814866900444031,100.0,0.020640570670366287,115600,0.0003,-36.51883202,,
,,40.071388244628906,0.0076156011782586575,115899,,-1.7347453832626343,,0.013522407971322536,116000,0.0003,,-36.53360376,100.0
1160,36,,,,3177,,100.0,,116000,,-36.56240314,,
1164,36,40.42350387573242,0.007488553412258625,116299,3182,0.5562700629234314,100.0,0.01525446493178606,116400,0.0003,-36.569180620000004,,
,,40.13207244873047,0.0075009833090007305,116399,,1.1566059589385986,,0.021999502554535866,116500,0.0003,,-36.96056975999999,100.0
1168,36,40.183502197265625,0.007559258956462145,116699,3194,-0.6762742400169373,100.0,0.022104326635599136,116800,0.0003,-36.57092988,,
,,40.32041549682617,0.007594252936542034,116899,,-0.593879222869873,,0.02030307799577713,117000,0.0003,,-37.35503078,100.0
1172,36,40.301361083984375,0.007619665469974279,117099,3207,0.2768133878707886,100.0,0.01522446982562542,117200,0.0003,-36.590548670000004,,
,,39.797706604003906,0.007567485328763723,117399,,-0.17198920249938965,,0.024463027715682983,117500,0.0003,,-36.991359720000005,100.0
1176,36,40.44388198852539,0.00754153449088335,117499,3219,-1.6040503978729248,100.0,0.01620052196085453,117600,0.0003,-36.60701999,,
,,39.64090347290039,0.007645046804100275,117899,,-0.004433751106262207,,0.016523830592632294,118000,0.0003,,-37.59777806,100.0
1180,36,,,,3231,,100.0,,118000,,-37.12714565,,
1184,36,40.18265151977539,0.007570108864456415,118299,3236,-0.21306727826595306,100.0,0.02622143365442753,118400,0.0003,-37.62486897000001,,
,,39.379119873046875,0.00757264718413353,118399,,2.4931094646453857,,0.021616099402308464,118500,0.0003,,-36.852439679999996,100.0
1188,36,39.72611999511719,0.007652859669178724,118699,3249,0.7568711042404175,100.0,0.014871275052428246,118800,0.0003,-37.57573786,,
,,39.262935638427734,0.0076384698040783405,118899,,0.826819658279419,,0.016956254839897156,119000,0.0003,,-37.614439499999996,100.0
1192,36,40.436187744140625,0.007631243206560612,119099,3261,0.6222869157791138,100.0,0.017322763800621033,119200,0.0003,-37.401131559999996,,
,,40.064762115478516,0.0075751603581011295,119399,,-1.5688693523406982,,0.020837316289544106,119500,0.0003,,-36.90176152,100.0
1196,36,39.698448181152344,0.007601194549351931,119499,3274,0.356382817029953,100.0,0.0165659599006176,119600,0.0003,-37.20434987,,
,,39.93473815917969,0.007716553285717964,119899,,0.8861428499221802,,0.021118920296430588,120000,0.0003,,-37.84714146,100.0
1200,36,,,,3286,,100.0,,120000,,-37.64486988000001,,
1204,36,39.539459228515625,0.007668713107705116,120299,3291,1.12809157371521,100.0,0.02111700549721718,120400,0.0003,-37.88284787,,
,,40.106170654296875,0.007658496033400297,120399,,0.5592185854911804,,0.028916029259562492,120500,0.0003,,-37.99816066,100.0
1208,36,39.35108947753906,0.007765713147819042,120699,3303,1.010190725326538,100.0,0.021094048395752907,120800,0.0003,-38.26374621,,
,,40.08271026611328,0.007707742042839527,120899,,0.8318493366241455,,0.023907151073217392,121000,0.0003,,-37.45684712,100.0
1212,36,40.08307647705078,0.00768328458070755,121099,3316,0.7963567972183228,100.0,0.020591052249073982,121200,0.0003,-38.62491703,,
,,40.242679595947266,0.007655279245227575,121399,,1.1506670713424683,,0.016958005726337433,121500,0.0003,,-37.443339220000006,100.0
1216,36,40.37477111816406,0.007654136978089809,121499,3328,0.590538740158081,100.0,0.017274439334869385,121600,0.0003,-38.404447850000004,,
,,40.16657638549805,0.007692056708037853,121899,,0.816948413848877,,0.02215447649359703,122000,0.0003,,-37.93090112,100.0
1220,36,,,,3341,,100.0,,122000,,-38.751792390000006,,
1224,36,39.705413818359375,0.007714430335909128,122299,3346,-0.6190062761306763,100.0,0.018319986760616302,122400,0.0003,-38.69364282000001,,
,,39.63103485107422,0.007665104698389769,122399,,0.6275777816772461,,0.020109282806515694,122500,0.0003,,-36.59573128,100.0
1228,36,39.66093444824219,0.007614951115101576,122699,3358,1.1473445892333984,100.0,0.0202086940407753,122800,0.0003,-38.6562438,,
,,39.79004669189453,0.007627896498888731,122899,,1.0409843921661377,,0.016615692526102066,123000,0.0003,,-37.87431624,100.0
1232,36,39.63993835449219,0.0076355235651135445,123099,3371,1.1313204765319824,100.0,0.020078063011169434,123200,0.0003,-38.96020826,,
,,39.969276428222656,0.007680936250835657,123399,,0.33925628662109375,,0.02558295428752899,123500,0.0003,,-37.18460408000001,100.0
1236,36,39.616519927978516,0.007620385382324457,123499,3383,0.5717883706092834,100.0,0.02299027517437935,123600,0.0003,-38.75152884,,
,,39.96600341796875,0.00766425346955657,123899,,0.7163330316543579,,0.029750343412160873,124000,0.0003,,-37.18934402,100.0
1240,36,,,,3395,,100.0,,124000,,-39.002505639999995,,
1244,36,38.956295013427734,0.0077310712076723576,124299,3401,1.814664363861084,100.0,0.024479299783706665,124400,0.0003,-38.912492359999995,,
,,39.92304611206055,0.0076875281520187855,124399,,-0.7882452607154846,,0.019565746188163757,124500,0.0003,,-36.22627961999999,100.0
1248,36,39.736915588378906,0.007661370560526848,124699,3413,0.2614445388317108,100.0,0.028791915625333786,124800,0.0003,-39.37018904999999,,
,,39.43040466308594,0.007649426814168692,124899,,-0.2982308566570282,,0.019578808918595314,125000,0.0003,,-37.017993499999996,100.0
1252,36,39.55011749267578,0.007663138676434755,125099,3425,-0.5482927560806274,100.0,0.0228830985724926,125200,0.0003,-39.27958141999999,,
,,39.52790832519531,0.007516182027757168,125399,,0.5528589487075806,,0.021279145032167435,125500,0.0003,,-37.43691996,100.0
1256,36,39.143470764160156,0.007572881877422333,125499,3438,-0.9134889841079712,100.0,0.02310299500823021,125600,0.0003,-39.373489729999996,,
,,40.40513610839844,0.007530800998210907,125899,,0.1469496637582779,,0.023975595831871033,126000,0.0003,,-39.16760158,100.0
1260,36,,,,3450,,100.0,,126000,,-39.46158349999999,,
1264,36,39.825679779052734,0.007660146337002516,126299,3455,-0.9277980923652649,100.0,0.02174888178706169,126400,0.0003,-39.19064969,,
,,40.39385986328125,0.007632495369762182,126399,,-1.0377883911132812,,0.017739545553922653,126500,0.0003,,-36.87958834,100.0
1268,36,40.27536392211914,0.007637657690793276,126699,3468,-0.2079981118440628,100.0,0.025155775249004364,126800,0.0003,-38.89338938,,
,,39.195159912109375,0.007652699016034603,126899,,2.3685173988342285,,0.01838000677525997,127000,0.0003,,-36.98023304,100.0
1272,36,39.636131286621094,0.007693351246416569,127099,3480,0.566800057888031,100.0,0.02901998534798622,127200,0.0003,-38.97488449,,
,,39.53034591674805,0.007707065436989069,127399,,1.7287455797195435,,0.025568602606654167,127500,0.0003,,-38.34197326,100.0
1276,36,39.481719970703125,0.00774405850097537,127499,3493,0.46322694420814514,100.0,0.021310241892933846,127600,0.0003,-39.27170498,,
,,39.57288360595703,0.00778175238519907,127899,,-1.3343857526779175,,0.024507392197847366,128000,0.0003,,-39.16012346,100.0
1280,36,,,,3505,,100.0,,128000,,-39.10024113,,
1284,36,39.65922546386719,0.0077687459997832775,128299,3510,0.6849930882453918,100.0,0.031213192269206047,128400,0.0003,-39.06768079,,
,,40.38947296142578,0.007681200280785561,128399,,-0.6472592353820801,,0.02428724244236946,128500,0.0003,,-38.83688748,100.0
1288,36,39.61109161376953,0.007678021676838398,128699,3523,0.039799392223358154,100.0,0.023493167012929916,128800,0.0003,-39.11320467,,
,,39.58313751220703,0.007683177944272757,128899,,0.06620188057422638,,0.018262598663568497,129000,0.0003,,-40.68054602000001,100.0
1292,36,39.90522766113281,0.007668270729482174,129099,3535,-0.2721194624900818,100.0,0.022026734426617622,129200,0.0003,-39.10996011,,
,,38.9044303894043,0.007654078304767609,129399,,-1.2268304824829102,,0.02902829647064209,129500,0.0003,,-38.811375860000005,100.0
1296,36,39.83896255493164,0.007615328766405582,129499,3548,1.0906544923782349,100.0,0.02716197445988655,129600,0.0003,-39.178358630000005,,
,,38.66044616699219,0.007632702589035034,129899,,0.9514873623847961,,0.026251399889588356,130000,0.0003,,-38.927773099999996,100.0
1300,36,,,,3560,,100.0,,130000,,-38.98100746,,
1304,36,39.02627944946289,0.007620966527611017,130299,3565,-0.5255775451660156,100.0,0.02195640653371811,130400,0.0003,-38.68762873,,
,,37.855384826660156,0.007597045507282019,130399,,-0.7433032989501953,,0.025342827662825584,130500,0.0003,,-37.766571479999996,100.0
1308,36,38.60618591308594,0.007711859419941902,130699,3578,0.8259921073913574,100.0,0.03021414950489998,130800,0.0003,-38.565672940000006,,
,,39.33518981933594,0.007734939455986023,130899,,-0.15742142498493195,,0.02902119792997837,131000,0.0003,,-37.040088280000006,100.0
1312,36,39.0756721496582,0.00770962331444025,131099,3590,-1.3499329090118408,100.0,0.023080356419086456,131200,0.0003,-38.46296739,,
,,38.58430480957031,0.007632051128894091,131399,,0.08432585000991821,,0.02837817743420601,131500,0.0003,,-41.06601474,100.0
1316,36,39.19732666015625,0.0075784302316606045,131499,3602,1.2947789430618286,100.0,0.02847220189869404,131600,0.0003,-38.824125769999995,,
,,39.552921295166016,0.007599622011184692,131899,,-1.3421220779418945,,0.02771826460957527,132000,0.0003,,-49.56123836,100.0
1320,36,,,,3615,,100.0,,132000,,-39.075705709999994,,
1324,36,38.134788513183594,0.007687179837375879,132299,3620,-0.31864845752716064,100.0,0.0281769298017025,132400,0.0003,-40.94375004,,
,,39.1114501953125,0.00768117094412446,132399,,1.5392131805419922,,0.032324209809303284,132500,0.0003,,-54.40873608,100.0
1328,36,38.37822723388672,0.007697105407714844,132699,3632,-0.9476422071456909,100.0,0.034579820930957794,132800,0.0003,-41.82628026,,
,,39.59471893310547,0.007674046792089939,132899,,-0.42670559883117676,,0.03155861794948578,133000,0.0003,,-51.65579294,100.0
1332,36,38.933311462402344,0.007681192364543676,133099,3644,-0.21554508805274963,100.0,0.02484963834285736,133200,0.0003,-42.178586720000006,,
,,39.02379608154297,0.007773337420076132,133399,,-0.9932570457458496,,0.03463422507047653,133500,0.0003,,-56.6510495,100.0
1336,36,38.93605041503906,0.007702851668000221,133499,3657,0.8095117211341858,100.0,0.030855532735586166,133600,0.0003,-43.36235835,,
,,38.01371383666992,0.007654720917344093,133899,,1.5559918880462646,,0.02907455340027809,134000,0.0003,,-56.81874241999999,100.0
1340,36,,,,3669,,100.0,,134000,,-44.15857394000002,,
1344,36,38.34916305541992,0.007749348413199186,134299,3675,-0.07185158133506775,100.0,0.026790035888552666,134400,0.0003,-45.21525795999999,,
,,38.15696716308594,0.007804863154888153,134399,,0.318744957447052,,0.04096526652574539,134500,0.0003,,-51.32781536,100.0
1348,36,38.493316650390625,0.007922809571027756,134699,3687,1.3019897937774658,100.0,0.02745157666504383,134800,0.0003,-45.63694865,,
,,39.04819107055664,0.007904089987277985,134899,,-0.9114011526107788,,0.023361753672361374,135000,0.0003,,-48.299831620000006,100.0
1352,36,39.03593063354492,0.008007586933672428,135099,3699,-1.0012571811676025,100.0,0.04713919386267662,135200,0.0003,-45.94646808000002,,
,,38.665687561035156,0.007908436469733715,135399,,0.5576848387718201,,0.029773954302072525,135500,0.0003,,-49.003678980000004,100.0
1356,36,39.47315216064453,0.007923191413283348,135499,3712,-0.1644844114780426,100.0,0.02417992800474167,135600,0.0003,-46.371414840000014,,
,,38.568599700927734,0.00796650443226099,135899,,-1.6755306720733643,,0.02989073656499386,136000,0.0003,,-48.32268810000001,100.0
1360,36,,,,3724,,100.0,,136000,,-47.118256939999995,,
1364,36,39.717350006103516,0.007773581892251968,136299,3729,0.637093722820282,100.0,0.02432553470134735,136400,0.0003,-47.58169965,,
,,38.13520050048828,0.007816401310265064,136399,,1.6521039009094238,,0.04340203478932381,136500,0.0003,,-46.599382639999995,100.0
1368,36,37.463626861572266,0.007813140749931335,136699,3741,0.20391908288002014,100.0,0.03185621649026871,136800,0.0003,-47.73959638,,
,,38.58249282836914,0.007919779978692532,136899,,-1.3813939094543457,,0.03390141576528549,137000,0.0003,,-42.03320998,100.0
1372,36,38.29670715332031,0.00798471737653017,137099,3754,0.26880693435668945,100.0,0.029361121356487274,137200,0.0003,-47.484852280000005,,
,,38.03053665161133,0.007874942384660244,137399,,0.5519261360168457,,0.04410778358578682,137500,0.0003,,-39.563157780000004,100.0
1376,36,38.56678771972656,0.00789782777428627,137499,3767,-0.7432502508163452,100.0,0.02594440057873726,137600,0.0003,-47.372892,,
,,39.09408187866211,0.00782422162592411,137899,,-0.6457013487815857,,0.03231135755777359,138000,0.0003,,-38.5666029,100.0
1380,36,,,,3779,,100.0,,138000,,-47.57874623,,
1384,36,37.72456741333008,0.007797333877533674,138299,3784,0.7934393882751465,100.0,0.03512872755527496,138400,0.0003,-47.52183795,,
,,38.8822135925293,0.0078030358999967575,138399,,0.5338396430015564,,0.030418341979384422,138500,0.0003,,-37.80619826,100.0
1388,36,38.99884796142578,0.007788286078721285,138699,3796,1.0997148752212524,100.0,0.028721801936626434,138800,0.0003,-47.39926922000001,,
,,38.67158508300781,0.007711304351687431,138899,,-0.44941166043281555,,0.04119926691055298,139000,0.0003,,-37.60268614,100.0
1392,36,37.359825134277344,0.0076548997312784195,139099,3809,0.41905051469802856,100.0,0.02876751311123371,139200,0.0003,-47.72875613,,
,,37.756614685058594,0.007580219767987728,139399,,0.9626551866531372,,0.028110625222325325,139500,0.0003,,-35.97057796,100.0
1396,36,37.544063568115234,0.007616342045366764,139499,3821,1.3029656410217285,100.0,0.037502471357584,139600,0.0003,-47.54136735,,
,,37.64834213256836,0.007622471544891596,139899,,-0.23683014512062073,,0.027103999629616737,140000,0.0003,,-36.867683660000004,100.0
1400,36,,,,3834,,100.0,,140000,,-47.59642135,,
1404,36,37.69627380371094,0.007640753872692585,140299,3839,0.06425866484642029,100.0,0.036394353955984116,140400,0.0003,-47.796591089999986,,
,,38.76100540161133,0.007579428143799305,140399,,0.40196794271469116,,0.028751812875270844,140500,0.0003,,-35.90817786,100.0
1408,36,38.213714599609375,0.007523166481405497,140699,3851,0.8379123210906982,100.0,0.028163425624370575,140800,0.0003,-47.555581200000006,,
,,38.10131072998047,0.007561493664979935,140899,,1.6589419841766357,,0.02609936334192753,141000,0.0003,,-36.874796700000005,100.0
1412,36,38.76814270019531,0.007683955132961273,141099,3864,-1.1069446802139282,100.0,0.0341271236538887,141200,0.0003,-47.593002350000006,,
,,37.77677917480469,0.007703579030930996,141399,,-1.1166635751724243,,0.020257791504263878,141500,0.0003,,-37.26034284,100.0
1416,36,37.97319030761719,0.007667773403227329,141499,3876,-1.0029098987579346,100.0,0.03232801705598831,141600,0.0003,-47.10237151999999,,
,,38.30269241333008,0.007579081226140261,141899,,-1.0943456888198853,,0.03363163769245148,142000,0.0003,,-38.00006706,100.0
1420,36,,,,3889,,100.0,,142000,,-46.84273917999999,,
1424,36,37.77415466308594,0.007672344800084829,142299,3894,1.6399188041687012,100.0,0.030455445870757103,142400,0.0003,-44.97973160999999,,
,,36.936771392822266,0.007721610367298126,142399,,-1.356562614440918,,0.03332065790891647,142500,0.0003,,-37.71089334,100.0
1428,36,37.212642669677734,0.007685200776904821,142699,3906,-0.18709927797317505,100.0,0.03158845752477646,142800,0.0003,-44.44618302000001,,
,,36.88617706298828,0.0076663256622850895,142899,,-0.6387024521827698,,0.029986169189214706,143000,0.0003,,-37.37927822,100.0
1432,36,37.33187484741211,0.007685919292271137,143099,3919,1.4991834163665771,100.0,0.02804439142346382,143200,0.0003,-44.17554411000001,,
,,37.59406280517578,0.007671397645026445,143399,,-1.0817606449127197,,0.02746138907968998,143500,0.0003,,-37.26949838,100.0
1436,36,38.098541259765625,0.007626004982739687,143499,3931,-1.3935062885284424,100.0,0.02146848663687706,143600,0.0003,-43.32685825000001,,
,,37.802555084228516,0.007447313982993364,143899,,2.017871856689453,,0.03255524858832359,144000,0.0003,,-36.74752222,100.0
1440,36,,,,3943,,100.0,,144000,,-42.47756697,,
1444,36,36.928672790527344,0.007515422068536282,144299,3948,0.027015268802642822,100.0,0.03609053045511246,144400,0.0003,-41.53621443000001,,
,,36.81480407714844,0.007495391182601452,144399,,0.20841684937477112,,0.026627015322446823,144500,0.0003,,-37.82136098,100.0
1448,36,36.99917221069336,0.007473421283066273,144699,3961,-0.571384847164154,100.0,0.026841983199119568,144800,0.0003,-40.674939079999994,,
,,38.630313873291016,0.0075335013680160046,144899,,1.32682204246521,,0.02451350912451744,145000,0.0003,,-37.03167586,100.0
1452,36,37.44130325317383,0.007613153662532568,145099,3973,-0.12156298756599426,100.0,0.029643699526786804,145200,0.0003,-40.58270493999999,,
,,37.07324981689453,0.007670571096241474,145399,,0.3493677079677582,,0.028260983526706696,145500,0.0003,,-36.949365439999994,100.0
1456,36,37.25071716308594,0.0077043138444423676,145499,3986,0.5735512971878052,100.0,0.033364832401275635,145600,0.0003,-40.10862706,,
,,37.01092529296875,0.007736329920589924,145899,,-0.1591252088546753,,0.02670178934931755,146000,0.0003,,-36.81431034,100.0
1460,36,,,,3998,,100.0,,146000,,-39.45375357,,
1464,36,37.60036087036133,0.007663178723305464,146299,4003,1.4068281650543213,100.0,0.03991582989692688,146400,0.0003,-39.12762184,,
,,36.85468292236328,0.0077004460617899895,146399,,0.08585390448570251,,0.024648819118738174,146500,0.0003,,-35.50144148,100.0
1468,36,36.362937927246094,0.007653158623725176,146699,4016,0.5279149413108826,100.0,0.021484345197677612,146800,0.0003,-39.12931918,,
,,36.74152374267578,0.007695564068853855,146899,,-1.3449476957321167,,0.03310050070285797,147000,0.0003,,-34.998018779999995,100.0
1472,36,37.40576171875,0.007628670893609524,147099,4028,-0.9001891613006592,100.0,0.027224048972129822,147200,0.0003,-39.41568756,,
,,37.151432037353516,0.0075830863788723946,147399,,-1.1275408267974854,,0.02644979953765869,147500,0.0003,,-35.479093400000004,100.0
1476,36,37.457542419433594,0.007618404924869537,147499,4041,-0.1829986572265625,100.0,0.030900930985808372,147600,0.0003,-39.37119763,,
,,36.598724365234375,0.007580884266644716,147899,,1.9783756732940674,,0.03176567703485489,148000,0.0003,,-36.3855854,100.0
1480,36,,,,4053,,100.0,,148000,,-38.88712614999999,,
1484,36,37.06229782104492,0.007744508795440197,148299,4058,-0.23225358128547668,100.0,0.029226461425423622,148400,0.0003,-38.73072042999999,,
,,36.56897735595703,0.007676267996430397,148399,,1.3724253177642822,,0.03232935816049576,148500,0.0003,,-35.851427599999994,100.0
1488,36,37.80363464355469,0.007774857338517904,148699,4071,0.08623318374156952,100.0,0.028240926563739777,148800,0.0003,-38.66109638,,
,,36.47522735595703,0.007803262677043676,148899,,-1.9197666645050049,,0.034841664135456085,149000,0.0003,,-35.82572102,100.0
1492,36,36.980384826660156,0.0077140661887824535,149099,4083,-1.337114691734314,100.0,0.024737291038036346,149200,0.0003,-38.47230564,,
,,37.204315185546875,0.007809133268892765,149399,,-1.597084403038025,,0.028808850795030594,149500,0.0003,,-35.50978288,100.0
1496,36,36.56840515136719,0.007732918485999107,149499,4096,1.421138048171997,100.0,0.020496457815170288,149600,0.0003,-38.306623949999995,,
,,36.84952163696289,0.007788085378706455,149899,,0.2179543823003769,,0.02193869650363922,150000,0.0003,,-36.419066660000006,100.0
1500,36,,,,4108,,100.0,,150000,,-38.391921149999995,,
1504,36,37.39788055419922,0.007684196345508099,150299,4113,-0.20554757118225098,100.0,0.02408486418426037,150400,0.0003,-38.369688149999995,,
,,36.51871109008789,0.007718577049672604,150399,,0.763820230960846,,0.037207625806331635,150500,0.0003,,-36.50605326,100.0
1508,36,36.37621307373047,0.007745232433080673,150699,4126,-0.4990556836128235,100.0,0.024266552180051804,150800,0.0003,-38.80869421,,
,,36.54320526123047,0.0077521237544715405,150899,,0.6087431311607361,,0.025203445926308632,151000,0.0003,,-35.47995284,100.0
1512,36,37.10431671142578,0.007758451160043478,151099,4138,-0.5391258001327515,100.0,0.03493836522102356,151200,0.0003,-38.64021803,,
,,37.1064453125,0.007841462269425392,151399,,-1.2207454442977905,,0.029448384419083595,151500,0.0003,,-36.419411679999996,100.0
1516,36,36.65301513671875,0.007812295109033585,151499,4151,0.04660087823867798,100.0,0.028044763952493668,151600,0.0003,-38.72005583,,
,,36.35324478149414,0.007861188612878323,151899,,-0.5839138031005859,,0.030083326622843742,152000,0.0003,,-35.09810382,100.0
1520,36,,,,4163,,100.0,,152000,,-38.541595769999994,,
1524,36,36.01681900024414,0.007826325483620167,152299,4168,0.5152842402458191,100.0,0.026750102639198303,152400,0.0003,-38.92471092,,
,,37.572113037109375,0.007824553176760674,152399,,1.4864696264266968,,0.03149409592151642,152500,0.0003,,-35.270990219999995,100.0
1528,36,37.01045608520508,0.007767053786665201,152699,4180,-1.099399209022522,100.0,0.02362172305583954,152800,0.0003,-38.57126923,,
,,36.74674606323242,0.0077238380908966064,152899,,1.2171635627746582,,0.027552753686904907,153000,0.0003,,-36.48564658,100.0
1532,36,36.26617431640625,0.007731000892817974,153099,4193,-0.0010518431663513184,100.0,0.02384546585381031,153200,0.0003,-38.10859564,,
,,35.75590133666992,0.007854009047150612,153399,,-0.33950281143188477,,0.027270112186670303,153500,0.0003,,-35.00150656,100.0
1536,36,36.34129333496094,0.007785594090819359,153499,4205,1.186882734298706,100.0,0.029708247631788254,153600,0.0003,-37.931667960000006,,
,,37.29126739501953,0.007789842318743467,153899,,-0.9374266266822815,,0.03089258261024952,154000,0.0003,,-36.0174459,100.0
1540,36,,,,4218,,100.0,,154000,,-37.5338999,,
1544,36,36.33161163330078,0.00778259476646781,154299,4222,-0.799685001373291,100.0,0.031186960637569427,154400,0.0003,-37.467355690000005,,
,,36.05596160888672,0.007768649607896805,154399,,-0.5893645882606506,,0.027792133390903473,154500,0.0003,,-36.048226719999995,100.0
1548,36,35.54840850830078,0.007842429913580418,154699,4235,-0.28917232155799866,100.0,0.030092205852270126,154800,0.0003,-37.672727089999995,,
,,36.21644973754883,0.007788557093590498,154899,,0.44846904277801514,,0.02781739830970764,155000,0.0003,,-37.09140958,100.0
1552,36,35.719051361083984,0.007814090698957443,155099,4247,-0.1532992720603943,100.0,0.03618592023849487,155200,0.0003,-37.50595785,,
,,35.374549865722656,0.007744988892227411,155399,,0.060459889471530914,,0.024693727493286133,155500,0.0003,,-35.987715699999995,100.0
1556,36,35.01359558105469,0.007720442954450846,155499,4260,0.14823627471923828,100.0,0.023870352655649185,155600,0.0003,-37.94147994,,
,,36.126304626464844,0.007776503451168537,155899,,-0.13266724348068237,,0.022939223796129227,156000,0.0003,,-35.61380888000001,100.0
1560,36,,,,4272,,100.0,,156000,,-37.83934258,,
1564,36,36.843467712402344,0.007788943126797676,156299,4278,0.881649374961853,100.0,0.030188092961907387,156400,0.0003,-37.68518624,,
,,35.866783142089844,0.007730735931545496,156399,,0.5165727138519287,,0.022367238998413086,156500,0.0003,,-35.832685500000004,100.0
1568,36,36.17042922973633,0.007735946215689182,156699,4290,0.1846335530281067,100.0,0.031213529407978058,156800,0.0003,-37.463511170000004,,
,,36.12948226928711,0.0077223205007612705,156899,,1.4692885875701904,,0.035010453313589096,157000,0.0003,,-35.73659888,100.0
1572,36,35.02666091918945,0.007759557105600834,157099,4302,1.7099334001541138,100.0,0.048228271305561066,157200,0.0003,-37.387146550000004,,
,,35.520904541015625,0.00768696703016758,157399,,-0.06128741800785065,,0.02809050679206848,157500,0.0003,,-35.49314956,100.0
1576,36,36.44722366333008,0.007723996415734291,157499,4315,-0.44797515869140625,100.0,0.03700508922338486,157600,0.0003,-37.31161239,,
,,35.53147888183594,0.007702318951487541,157899,,0.3471388816833496,,0.03468288481235504,158000,0.0003,,-36.63979286,100.0
1580,36,,,,4327,,100.0,,158000,,-37.349661180000005,,
1584,36,35.2884407043457,0.007741766050457954,158299,4332,-1.8192720413208008,100.0,0.03858810290694237,158400,0.0003,-37.12348082,,
,,36.04145431518555,0.007720321882516146,158399,,0.3546083867549896,,0.03153171390295029,158500,0.0003,,-36.004996059999996,100.0
1588,36,36.08171844482422,0.007777849677950144,158699,4345,-0.3814702033996582,100.0,0.029706237837672234,158800,0.0003,-37.10039773,,
,,35.83477783203125,0.007800000254064798,158899,,-0.21226558089256287,,0.03503634035587311,159000,0.0003,,-36.2554177,100.0
1592,36,36.14561462402344,0.007807275280356407,159099,4357,0.26916369795799255,100.0,0.025725863873958588,159200,0.0003,-37.07486928,,
,,35.30735397338867,0.007665126584470272,159399,,-0.41890326142311096,,0.03412751853466034,159500,0.0003,,-36.831459179999996,100.0
1596,36,34.71820831298828,0.007675514090806246,159499,4370,1.365124225616455,100.0,0.032512981444597244,159600,0.0003,-37.392898009999996,,
,,35.936038970947266,0.00776550592854619,159899,,0.25469326972961426,,0.032548729330301285,160000,0.0003,,-35.34277774,100.0
1600,36,,,,4383,,100.0,,160000,,-37.07959556,,
1604,36,36.364986419677734,0.0077231829054653645,160299,4388,0.1030707061290741,100.0,0.028450163081288338,160400,0.0003,-36.984933829999996,,
,,35.29838562011719,0.007773667573928833,160399,,0.8771039843559265,,0.036372289061546326,160500,0.0003,,-36.71697198,100.0
1608,36,36.28548049926758,0.007748546544462442,160699,4400,-0.6140463352203369,100.0,0.03063342347741127,160800,0.0003,-36.64462166,,
,,36.03453063964844,0.007777311839163303,160899,,0.9926261901855469,,0.03157500922679901,161000,0.0003,,-37.62483846,100.0
1612,36,34.267906188964844,0.007786636706441641,161099,4412,1.9602330923080444,100.0,0.04052821546792984,161200,0.0003,-36.638268249999996,,
,,34.92389678955078,0.007733980193734169,161399,,-1.5724775791168213,,0.02625100687146187,161500,0.0003,,-38.22705338000001,100.0
1616,36,35.22169876098633,0.007651330437511206,161499,4425,1.1130237579345703,100.0,0.035574108362197876,161600,0.0003,-36.65028885000001,,
,,35.34943389892578,0.0077540758065879345,161899,,-0.46778935194015503,,0.03429466485977173,162000,0.0003,,-36.62098474,100.0
1620,36,,,,4437,,100.0,,162000,,-36.69460822,,
1624,36,35.03038024902344,0.007605951279401779,162299,4442,-0.8228986263275146,100.0,0.02829209715127945,162400,0.0003,-36.50451175,,
,,35.62517166137695,0.007682815659791231,162399,,-0.28607824444770813,,0.030347924679517746,162500,0.0003,,-37.787567519999996,100.0
1628,36,34.93376922607422,0.007688712328672409,162699,4454,0.03281064331531525,100.0,0.0248184185475111,162800,0.0003,-36.78477163,,
,,34.7391357421875,0.007577487267553806,162899,,-0.7132505178451538,,0.03315635770559311,163000,0.0003,,-37.94113248000001,100.0
1632,36,34.65549087524414,0.007535363081842661,163099,4467,2.2790942192077637,100.0,0.0390869565308094,163200,0.0003,-36.747075120000005,,
,,34.66835403442383,0.00755346892401576,163399,,0.08935892581939697,,0.03549228981137276,163500,0.0003,,-38.71388736,100.0
1636,36,36.09967041015625,0.007555190473794937,163499,4480,-1.1323858499526978,100.0,0.03162870556116104,163600,0.0003,-36.753947829999994,,
,,34.42081832885742,0.007686106022447348,163899,,-0.22130590677261353,,0.026832345873117447,164000,0.0003,,-38.98865042,100.0
1640,36,,,,4492,,100.0,,164000,,-36.83134377,,
1644,36,34.99927520751953,0.007444207090884447,164299,4497,0.24729080498218536,100.0,0.03890492022037506,164400,0.0003,-36.63195141,,
,,34.517234802246094,0.007494504563510418,164399,,-0.3929464817047119,,0.023873724043369293,164500,0.0003,,-35.2673882,100.0
1648,36,33.72837829589844,0.007613901514559984,164699,4509,-0.11343233287334442,100.0,0.025660786777734756,164800,0.0003,-36.75298298999999,,
,,34.91866683959961,0.0075544449500739574,164899,,0.3493742048740387,,0.04017885774374008,165000,0.0003,,-38.27373018,100.0
1652,36,34.574134826660156,0.007595198694616556,165099,4522,-0.7030092477798462,100.0,0.037145085632801056,165200,0.0003,-36.583712569999996,,
