time/episodes,rollout/ep_len_mean,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,time/fps,time/time_elapsed,train/n_updates,eval/mean_ep_length,eval/mean_reward
408,100.0,42.9228515625,0.001,-47.631728140000014,40800,0.08895964920520782,71,568,40699,,
,,43.06321716308594,0.001,,41000,0.10608065128326416,,,40899,100.0,-45.56789646
412,100.0,43.341365814208984,0.001,-47.56318811,41200,0.12593898177146912,71,574,41099,,
,,43.61960220336914,0.001,,41500,0.07753346860408783,,,41399,100.0,-47.242942639999995
416,100.0,43.32799530029297,0.001,-47.73604545,41600,0.08155936002731323,71,581,41499,,
,,43.4173583984375,0.001,,42000,0.09237886220216751,,,41899,100.0,-43.773603800000004
420,100.0,,,-47.61204628999999,42000,,71,587,,,
424,100.0,43.80014419555664,0.001,-47.13168374999999,42400,0.13499893248081207,71,590,42299,,
,,43.8512077331543,0.001,,42500,0.09372548758983612,,,42399,100.0,-47.482265100000006
428,100.0,43.928009033203125,0.001,-46.47008941000001,42800,0.0802401751279831,71,596,42699,,
,,44.406471252441406,0.001,,43000,0.09348009526729584,,,42899,100.0,-46.5658932
432,100.0,44.54137420654297,0.001,-46.06439879,43200,0.09090309590101242,71,603,43099,,
,,44.68095397949219,0.001,,43500,0.0923161655664444,,,43399,100.0,-43.51182968
436,100.0,44.44115447998047,0.001,-45.97523055,43600,0.09272009134292603,71,609,43499,,
,,44.80226135253906,0.001,,44000,0.09170740842819214,,,43899,100.0,-43.099796500000004
440,100.0,,,-45.80954909,44000,,71,616,,,
444,100.0,44.55327606201172,0.001,-45.55259583,44400,0.09898944199085236,71,618,44299,,
,,44.84299850463867,0.001,,44500,0.082619309425354,,,44399,100.0,-44.89669435999999
448,100.0,45.2076416015625,0.001,-45.14350103999999,44800,0.08439067006111145,71,625,44699,,
,,45.203712463378906,0.001,,45000,0.07474605739116669,,,44899,100.0,-45.14719736000001
452,100.0,45.22107696533203,0.001,-45.12487858,45200,0.11952987313270569,71,631,45099,,
,,45.43415069580078,0.001,,45500,0.08373839408159256,,,45399,100.0,-44.259402439999995
456,100.0,45.441646575927734,0.001,-45.012958649999995,45600,0.09458012878894806,71,638,45499,,
,,45.591758728027344,0.001,,46000,0.07879497855901718,,,45899,100.0,-49.940576439999994
460,100.0,,,-44.807159119999994,46000,,71,644,,,
464,100.0,45.64521789550781,0.001,-44.79376879999999,46400,0.0708087757229805,71,647,46299,,
,,45.79094696044922,0.001,,46500,0.07234346866607666,,,46399,100.0,-45.42229208
468,100.0,45.93785858154297,0.001,-44.965148389999996,46800,0.1216600090265274,71,653,46699,,
,,45.87324523925781,0.001,,47000,0.07175084948539734,,,46899,100.0,-45.401534160000004
472,100.0,46.061187744140625,0.001,-44.34461005,47200,0.06877022981643677,71,660,47099,,
,,45.91923904418945,0.001,,47500,0.0736100822687149,,,47399,100.0,-45.14282498000001
476,100.0,46.33063507080078,0.001,-44.418765269999994,47600,0.09052380919456482,71,666,47499,,
,,46.602149963378906,0.001,,48000,0.08846224844455719,,,47899,100.0,-48.716498380000004
480,100.0,,,-44.54855659999999,48000,,71,673,,,
484,100.0,46.67994689941406,0.001,-44.52714802,48400,0.08511625230312347,71,675,48299,,
,,46.41619110107422,0.001,,48500,0.09442995488643646,,,48399,100.0,-47.48224418000001
488,100.0,46.64264678955078,0.001,-44.60781613,48800,0.09641207009553909,71,682,48699,,
,,46.16424560546875,0.001,,49000,0.08013996481895447,,,48899,100.0,-45.36947054
492,100.0,46.84357452392578,0.001,-44.49370527,49200,0.09223152697086334,71,688,49099,,
,,46.304176330566406,0.001,,49500,0.17257769405841827,,,49399,100.0,-45.50120824
496,100.0,46.97247314453125,0.001,-44.97995328,49600,0.0795866921544075,71,695,49499,,
,,47.01325988769531,0.001,,50000,0.09868881106376648,,,49899,100.0,-47.68110748
500,100.0,,,-45.018026760000005,50000,,71,701,,,
504,100.0,47.25325012207031,0.001,-44.800057310000014,50400,0.10289639234542847,71,704,50299,,
,,47.446678161621094,0.001,,50500,0.12150334566831589,,,50399,100.0,-46.113462
508,100.0,47.1461067199707,0.001,-44.89560195000001,50800,0.10239651799201965,71,710,50699,,
,,47.081207275390625,0.001,,51000,0.10206165909767151,,,50899,100.0,-43.80422856
512,100.0,47.19755935668945,0.001,-44.78981752000001,51200,0.09737773984670639,71,717,51099,,
,,47.420257568359375,0.001,,51500,0.10924497246742249,,,51399,100.0,-42.572052379999995
516,100.0,47.56290054321289,0.001,-44.299841959999995,51600,0.1392751783132553,71,723,51499,,
,,47.603206634521484,0.001,,52000,0.08535712212324142,,,51899,100.0,-43.41880348000001
520,100.0,,,-44.12694637,52000,,71,730,,,
524,100.0,48.02405548095703,0.001,-44.3332939,52400,0.0867190882563591,71,732,52299,,
,,48.001808166503906,0.001,,52500,0.12911385297775269,,,52399,100.0,-44.70043968
528,100.0,48.12401580810547,0.001,-44.49606164,52800,0.09371037781238556,71,739,52699,,
,,48.20176696777344,0.001,,53000,0.06971893459558487,,,52899,100.0,-44.718083879999995
532,100.0,48.54670715332031,0.001,-44.537741679999996,53200,0.11814935505390167,71,745,53099,,
,,48.343353271484375,0.001,,53500,0.09702768921852112,,,53399,100.0,-45.17321288
536,100.0,48.601043701171875,0.001,-44.526455459999994,53600,0.18120121955871582,71,752,53499,,
,,48.50371170043945,0.001,,54000,0.09310156106948853,,,53899,100.0,-45.51703700000001
540,100.0,,,-44.65020493,54000,,71,758,,,
544,100.0,48.84596252441406,0.001,-44.61784253,54400,0.15694941580295563,71,760,54299,,
,,48.968902587890625,0.001,,54500,0.09776622802019119,,,54399,100.0,-44.52617866
548,100.0,48.30454635620117,0.001,-44.83403991000001,54800,0.08680357784032822,71,767,54699,,
,,48.77210235595703,0.001,,55000,0.11242546886205673,,,54899,100.0,-44.1046689
552,100.0,48.87117385864258,0.001,-44.859837289999994,55200,0.0983385294675827,71,773,55099,,
,,49.0470085144043,0.001,,55500,0.1193743571639061,,,55399,100.0,-44.306230660000004
556,100.0,48.786598205566406,0.001,-44.821875120000016,55600,0.11754249781370163,71,780,55499,,
,,49.256248474121094,0.001,,56000,0.08287473022937775,,,55899,100.0,-43.238437139999995
560,100.0,,,-44.78404391,56000,,71,786,,,
564,100.0,48.91549301147461,0.001,-44.62195765999999,56400,0.10393421351909637,71,788,56299,,
,,49.124820709228516,0.001,,56500,0.08459275960922241,,,56399,100.0,-42.851170700000004
568,100.0,48.85647201538086,0.001,-44.32467669,56800,0.09575235843658447,71,795,56699,,
,,49.61103820800781,0.001,,57000,0.08768223226070404,,,56899,100.0,-43.03940766000001
572,100.0,49.107757568359375,0.001,-44.44155296999998,57200,0.0936504453420639,71,801,57099,,
,,49.700897216796875,0.001,,57500,0.11293604224920273,,,57399,100.0,-42.110287799999995
576,100.0,49.76899337768555,0.001,-44.05815247,57600,0.1048641949892044,71,808,57499,,
,,49.51897430419922,0.001,,58000,0.07854105532169342,,,57899,100.0,-42.45701506
580,100.0,,,-43.88649411,58000,,71,815,,,
584,100.0,49.581478118896484,0.001,-44.02194776999999,58400,0.09122445434331894,71,817,58299,,
,,49.81792449951172,0.001,,58500,0.08437910676002502,,,58399,100.0,-42.40302431999999
588,100.0,50.185604095458984,0.001,-43.705139900000006,58800,0.0978286862373352,71,823,58699,,
,,50.40007019042969,0.001,,59000,0.08119969815015793,,,58899,100.0,-41.832347119999994
592,100.0,49.793983459472656,0.001,-43.52757729999998,59200,0.08937308192253113,71,830,59099,,
,,50.083988189697266,0.001,,59500,0.11179553717374802,,,59399,100.0,-42.98616292
596,100.0,50.20136642456055,0.001,-43.17023632999999,59600,0.105364590883255,71,836,59499,,
,,49.858585357666016,0.001,,60000,0.1263200044631958,,,59899,100.0,-44.05054440000001
600,100.0,,,-42.81362671999998,60000,,71,843,,,
604,100.0,50.49528503417969,0.001,-42.9793255,60400,0.10035733133554459,71,845,60299,,
,,50.685508728027344,0.001,,60500,0.09272156655788422,,,60399,100.0,-42.09157716
608,100.0,50.245262145996094,0.001,-42.805924989999994,60800,0.147614985704422,71,852,60699,,
,,50.6640510559082,0.001,,61000,0.08734757453203201,,,60899,100.0,-44.970295099999994
612,100.0,50.522743225097656,0.001,-42.743467550000005,61200,0.08903595805168152,71,858,61099,,
,,50.31938171386719,0.001,,61500,0.09805798530578613,,,61399,100.0,-44.141840280000004
616,100.0,50.41099548339844,0.001,-42.840960190000004,61600,0.08678720146417618,71,865,61499,,
,,50.942989349365234,0.001,,62000,0.08173851668834686,,,61899,100.0,-42.924611080000005
620,100.0,,,-43.13959219999999,62000,,71,871,,,
624,100.0,51.1776123046875,0.001,-43.00512775,62400,0.0814431756734848,71,874,62299,,
,,51.657691955566406,0.001,,62500,0.0812557190656662,,,62399,100.0,-44.46867280000001
628,100.0,50.68925857543945,0.001,-42.818367829999985,62800,0.08786797523498535,71,880,62699,,
,,50.74835968017578,0.001,,63000,0.09979987889528275,,,62899,100.0,-44.231897280000005
632,100.0,50.95881652832031,0.001,-42.62682737,63200,0.1006394773721695,71,887,63099,,
,,50.58171844482422,0.001,,63500,0.12365546077489853,,,63399,100.0,-43.81406924
636,100.0,50.98975372314453,0.001,-42.37169457,63600,0.07974668592214584,71,893,63499,,
,,51.38215255737305,0.001,,64000,0.1663769781589508,,,63899,100.0,-42.51421518
640,100.0,,,-42.24081800999999,64000,,71,900,,,
644,100.0,51.30683135986328,0.001,-42.2885477,64400,0.07375118881464005,71,902,64299,,
,,51.029605865478516,0.001,,64500,0.10104042291641235,,,64399,100.0,-43.6891172
648,100.0,51.004573822021484,0.001,-42.02897856,64800,0.07425618171691895,71,909,64699,,
,,51.784996032714844,0.001,,65000,0.08506820350885391,,,64899,100.0,-47.48313486000001
652,100.0,51.37641906738281,0.001,-42.02159864,65200,0.15182426571846008,71,915,65099,,
,,51.52118682861328,0.001,,65500,0.11792797595262527,,,65399,100.0,-45.91879424
656,100.0,51.62580871582031,0.001,-42.00382779,65600,0.10290469229221344,71,922,65499,,
,,51.77709197998047,0.001,,66000,0.10319481790065765,,,65899,100.0,-43.772664459999994
660,100.0,,,-42.07215451000001,66000,,71,928,,,
664,100.0,51.314598083496094,0.001,-42.30457493,66400,0.09711047261953354,71,930,66299,,
,,51.90833282470703,0.001,,66500,0.07644285261631012,,,66399,100.0,-43.23363080000001
668,100.0,51.90333938598633,0.001,-42.344049569999996,66800,0.09249170869588852,71,937,66699,,
,,52.445960998535156,0.001,,67000,0.0842355340719223,,,66899,100.0,-45.216066040000015
672,100.0,51.96552276611328,0.001,-42.580907909999986,67200,0.12793293595314026,71,943,67099,,
,,52.051963806152344,0.001,,67500,0.09662488847970963,,,67399,100.0,-46.078880500000004
676,100.0,52.421714782714844,0.001,-42.77889443,67600,0.10426642000675201,71,950,67499,,
,,52.566993713378906,0.001,,68000,0.14699622988700867,,,67899,100.0,-44.913897500000004
680,100.0,,,-43.01729066000001,68000,,71,956,,,
684,100.0,52.75932693481445,0.001,-43.08290046,68400,0.09348411858081818,71,959,68299,,
,,52.74811935424805,0.001,,68500,0.12542209029197693,,,68399,100.0,-44.20135432000001
688,100.0,52.764549255371094,0.001,-43.08623512,68800,0.0909520834684372,71,965,68699,,
,,52.474769592285156,0.001,,69000,0.11375316977500916,,,68899,100.0,-44.56889524000001
692,100.0,52.6007080078125,0.001,-43.19462445999999,69200,0.09906899929046631,71,972,69099,,
,,52.50120544433594,0.001,,69500,0.11616318672895432,,,69399,100.0,-43.72605294
696,100.0,52.60148620605469,0.001,-42.96483436999999,69600,0.11560710519552231,71,978,69499,,
,,52.193939208984375,0.001,,70000,0.1087953969836235,,,69899,100.0,-44.47236230000001
700,100.0,,,-43.23278533999999,70000,,71,985,,,
704,100.0,52.81843566894531,0.001,-43.143039550000005,70400,0.10634774714708328,71,987,70299,,
