time/episodes,rollout/ep_len_mean,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,time/fps,time/time_elapsed,train/n_updates,eval/mean_ep_length,eval/mean_reward
,,53.60115432739258,0.001,,268500,0.05910840258002281,,,268399,100.0,-40.51424594
2688,100.0,53.31945037841797,0.001,-39.56464387999999,268800,0.05746046081185341,70,3810,268699,,
,,53.627159118652344,0.001,,269000,0.07316605746746063,,,268899,100.0,-39.79181764
2692,100.0,53.544410705566406,0.001,-39.40357803,269200,0.06541715562343597,70,3816,269099,,
,,53.67040252685547,0.001,,269500,0.06492812186479568,,,269399,100.0,-40.07846726
2696,100.0,54.135074615478516,0.001,-39.906798759999994,269600,0.06163705885410309,70,3823,269499,,
,,53.925689697265625,0.001,,270000,0.06822259724140167,,,269899,100.0,-39.63356924
2700,100.0,,,-39.69641301,270000,,70,3830,,,
2704,100.0,54.06389617919922,0.001,-39.482249149999994,270400,0.07120823115110397,70,3832,270299,,
,,53.331016540527344,0.001,,270500,0.045755330473184586,,,270399,100.0,-39.36873942
2708,100.0,53.047996520996094,0.001,-39.42340867,270800,0.17112794518470764,70,3839,270699,,
,,53.19976043701172,0.001,,271000,0.12348195910453796,,,270899,100.0,-41.52987424
2712,100.0,53.35369873046875,0.001,-39.39125339,271200,0.04624510183930397,70,3845,271099,,
,,53.811119079589844,0.001,,271500,0.058581866323947906,,,271399,100.0,-40.2835634
2716,100.0,52.93329620361328,0.001,-39.45200173999999,271600,0.09394993633031845,70,3852,271499,,
,,53.523956298828125,0.001,,272000,0.06624265015125275,,,271899,100.0,-41.263940659999996
2720,100.0,,,-39.41875839,272000,,70,3858,,,
2724,100.0,53.68880844116211,0.001,-39.38246166,272400,0.07434899359941483,70,3861,272299,,
,,53.26796340942383,0.001,,272500,0.06257522851228714,,,272399,100.0,-41.57977816
2728,100.0,53.091941833496094,0.001,-39.366984759999994,272800,0.0784747302532196,70,3867,272699,,
,,53.163238525390625,0.001,,273000,0.0597098246216774,,,272899,100.0,-38.887335379999996
2732,100.0,53.136077880859375,0.001,-39.30532964,273200,0.06066707894206047,70,3874,273099,,
,,53.73987579345703,0.001,,273500,0.07734993100166321,,,273399,100.0,-41.84737864000001
2736,100.0,53.09962463378906,0.001,-39.27023386999999,273600,0.1518099159002304,70,3880,273499,,
,,53.12437438964844,0.001,,274000,0.07421732693910599,,,273899,100.0,-40.52345286
2740,100.0,,,-38.9237275,274000,,70,3887,,,
2744,100.0,53.65552520751953,0.001,-38.766342970000004,274400,0.09519386291503906,70,3889,274299,,
,,53.362518310546875,0.001,,274500,0.0832182839512825,,,274399,100.0,-37.98114012
2748,100.0,53.37815856933594,0.001,-38.91316612000001,274800,0.09620068967342377,70,3896,274699,,
,,52.71270751953125,0.001,,275000,0.08060497045516968,,,274899,100.0,-38.23301742
2752,100.0,53.99735641479492,0.001,-39.27228297,275200,0.0887085348367691,70,3902,275099,,
,,53.02442932128906,0.001,,275500,0.07620438188314438,,,275399,100.0,-38.418342779999996
2756,100.0,53.07482147216797,0.001,-39.046485049999994,275600,0.07365350425243378,70,3909,275499,,
,,53.48515319824219,0.001,,276000,0.08615004271268845,,,275899,100.0,-40.583932
2760,100.0,,,-39.00587584,276000,,70,3915,,,
2764,100.0,54.17618942260742,0.001,-38.803012470000006,276400,0.0900593101978302,70,3918,276299,,
,,54.07746124267578,0.001,,276500,0.07165874540805817,,,276399,100.0,-39.149152980000004
2768,100.0,52.978050231933594,0.001,-38.72736489,276800,0.07280610501766205,70,3924,276699,,
,,53.15978240966797,0.001,,277000,0.07028824836015701,,,276899,100.0,-39.6142214
2772,100.0,53.669715881347656,0.001,-38.88705744,277200,0.07645326852798462,70,3931,277099,,
,,53.93976974487305,0.001,,277500,0.07278265058994293,,,277399,100.0,-38.51891792000001
2776,100.0,53.66441345214844,0.001,-38.925713859999995,277600,0.07721458375453949,70,3937,277499,,
,,52.942012786865234,0.001,,278000,0.10547204315662384,,,277899,100.0,-37.59998217999999
2780,100.0,,,-38.77544995000001,278000,,70,3944,,,
2784,100.0,53.68939971923828,0.001,-38.45132222000001,278400,0.07971764355897903,70,3946,278299,,
,,53.275611877441406,0.001,,278500,0.0846966877579689,,,278399,100.0,-38.92797384000001
2788,100.0,53.97077178955078,0.001,-38.11411534,278800,0.07685646414756775,70,3953,278699,,
,,53.69844055175781,0.001,,279000,0.06764262914657593,,,278899,100.0,-38.939643679999996
2792,100.0,53.1695671081543,0.001,-38.116369920000004,279200,0.07889159768819809,70,3959,279099,,
,,53.65422439575195,0.001,,279500,0.40353983640670776,,,279399,100.0,-37.669274179999995
2796,100.0,53.61639404296875,0.001,-37.780592260000006,279600,0.0818231999874115,70,3966,279499,,
,,53.666969299316406,0.001,,280000,0.056621141731739044,,,279899,100.0,-38.18234124
2800,100.0,,,-37.845672730000004,280000,,70,3972,,,
2804,100.0,54.075965881347656,0.001,-37.885497130000005,280400,0.10119140148162842,70,3975,280299,,
,,52.98655700683594,0.001,,280500,0.06592583656311035,,,280399,100.0,-39.50948578
2808,100.0,53.352725982666016,0.001,-37.9145768,280800,0.07071204483509064,70,3981,280699,,
,,52.870025634765625,0.001,,281000,0.05854581296443939,,,280899,100.0,-38.97626184
2812,100.0,53.24490737915039,0.001,-37.90310160999999,281200,0.05462902411818504,70,3988,281099,,
,,53.050010681152344,0.001,,281500,0.07608646154403687,,,281399,100.0,-40.21764034
2816,100.0,52.90966033935547,0.001,-37.703171260000005,281600,0.06927476078271866,70,3994,281499,,
,,52.52904510498047,0.001,,282000,0.09813380241394043,,,281899,100.0,-39.412126459999996
2820,100.0,,,-37.7172652,282000,,70,4001,,,
2824,100.0,52.96026611328125,0.001,-37.889309950000005,282400,0.10941311717033386,70,4003,282299,,
,,52.969322204589844,0.001,,282500,0.06749852001667023,,,282399,100.0,-38.579365779999996
2828,100.0,53.43608856201172,0.001,-38.194623590000006,282800,0.05900135636329651,70,4010,282699,,
,,52.980037689208984,0.001,,283000,0.0698854923248291,,,282899,100.0,-39.9909849
2832,100.0,53.14378356933594,0.001,-38.0902498,283200,0.0769563540816307,70,4016,283099,,
,,52.857200622558594,0.001,,283500,0.05521896854043007,,,283399,100.0,-40.6240124
2836,100.0,53.44600296020508,0.001,-38.05350205,283600,0.11715316772460938,70,4023,283499,,
,,52.91663360595703,0.001,,284000,0.09507893025875092,,,283899,100.0,-39.49490248
2840,100.0,,,-38.4167021,284000,,70,4029,,,
2844,100.0,52.99659729003906,0.001,-38.67889366,284400,0.0617203451693058,70,4032,284299,,
,,53.41265106201172,0.001,,284500,0.07658246159553528,,,284399,100.0,-40.28007194
2848,100.0,52.670501708984375,0.001,-38.57561839,284800,0.05976026505231857,70,4038,284699,,
,,53.475242614746094,0.001,,285000,0.07542990148067474,,,284899,100.0,-39.48506037999999
2852,100.0,53.214256286621094,0.001,-38.373151359999994,285200,0.0992211326956749,70,4045,285099,,
,,52.577110290527344,0.001,,285500,0.07398943603038788,,,285399,100.0,-38.74870262
2856,100.0,53.35482406616211,0.001,-38.60479766,285600,0.0632753074169159,70,4051,285499,,
,,53.15914535522461,0.001,,286000,0.07053591310977936,,,285899,100.0,-38.769413300000004
2860,100.0,,,-38.707473840000006,286000,,70,4058,,,
2864,100.0,53.02522277832031,0.001,-38.76721636,286400,0.050542160868644714,70,4060,286299,,
,,53.222267150878906,0.001,,286500,0.075874462723732,,,286399,100.0,-38.12398202
2868,100.0,53.64312744140625,0.001,-38.75607704,286800,0.05300775170326233,70,4067,286699,,
,,52.866973876953125,0.001,,287000,0.055964358150959015,,,286899,100.0,-40.9643662
2872,100.0,52.64347457885742,0.001,-38.50383968,287200,0.06077883392572403,70,4073,287099,,
,,52.963539123535156,0.001,,287500,0.08419583737850189,,,287399,100.0,-38.30768746
2876,100.0,53.60818099975586,0.001,-38.39960569,287600,0.05663301423192024,70,4080,287499,,
,,53.089599609375,0.001,,288000,0.06268668174743652,,,287899,100.0,-41.74088262
2880,100.0,,,-38.41227575,288000,,70,4086,,,
2884,100.0,52.58673095703125,0.001,-38.44349254,288400,0.0589514821767807,70,4089,288299,,
,,53.14244079589844,0.001,,288500,0.07187019288539886,,,288399,100.0,-40.44438684
2888,100.0,53.008644104003906,0.001,-38.51630484,288800,0.06936419755220413,70,4095,288699,,
,,52.68299102783203,0.001,,289000,0.10215912759304047,,,288899,100.0,-38.47666986
2892,100.0,52.71089172363281,0.001,-38.525326029999995,289200,0.09239888191223145,70,4102,289099,,
,,52.691741943359375,0.001,,289500,0.06534901261329651,,,289399,100.0,-40.551314700000006
2896,100.0,52.795562744140625,0.001,-38.596360729999994,289600,0.05682680755853653,70,4108,289499,,
,,52.98067092895508,0.001,,290000,0.0876864641904831,,,289899,100.0,-38.6810701
2900,100.0,,,-38.61394864999999,290000,,70,4115,,,
2904,100.0,52.94725036621094,0.001,-38.80633456,290400,0.08393940329551697,70,4118,290299,,
,,52.568241119384766,0.001,,290500,0.0579412467777729,,,290399,100.0,-44.571797460000006
2908,100.0,52.81754684448242,0.001,-39.03060823,290800,0.05731260031461716,70,4124,290699,,
,,52.56208038330078,0.001,,291000,0.07049717009067535,,,290899,100.0,-40.29614156
2912,100.0,52.843406677246094,0.001,-39.20028622,291200,0.09089633822441101,70,4130,291099,,
,,53.14794921875,0.001,,291500,0.10725635290145874,,,291399,100.0,-44.11992269999999
2916,100.0,52.38642883300781,0.001,-39.32659627,291600,0.04280995950102806,70,4137,291499,,
,,52.89653396606445,0.001,,292000,0.08386595547199249,,,291899,100.0,-39.200218979999995
2920,100.0,,,-39.61567934999999,292000,,70,4143,,,
2924,100.0,53.275718688964844,0.001,-39.59231787,292400,0.054829470813274384,70,4146,292299,,
,,53.214927673339844,0.001,,292500,0.05171976611018181,,,292399,100.0,-40.528223440000005
2928,100.0,52.807090759277344,0.001,-39.635866629999995,292800,0.07039377093315125,70,4152,292699,,
,,52.9613037109375,0.001,,293000,0.08165830373764038,,,292899,100.0,-38.195451500000004
2932,100.0,52.690494537353516,0.001,-39.57038687000001,293200,0.0767582580447197,70,4159,293099,,
,,52.910377502441406,0.001,,293500,0.06629133969545364,,,293399,100.0,-40.20208622
2936,100.0,52.150081634521484,0.001,-39.57189968999999,293600,0.07288320362567902,70,4165,293499,,
,,52.20567321777344,0.001,,294000,0.061560556292533875,,,293899,100.0,-39.2231563
2940,100.0,,,-39.44405605,294000,,70,4172,,,
2944,100.0,52.80935287475586,0.001,-39.37677902,294400,0.07254384458065033,70,4174,294299,,
,,52.83447265625,0.001,,294500,0.1771199107170105,,,294399,100.0,-37.64160976
2948,100.0,52.38417053222656,0.001,-39.38036055999999,294800,0.06750068068504333,70,4181,294699,,
,,53.18268966674805,0.001,,295000,0.07862976938486099,,,294899,100.0,-38.67016754
2952,100.0,53.35023880004883,0.001,-39.10459401,295200,0.0933791771531105,70,4188,295099,,
,,52.044212341308594,0.001,,295500,0.07770127058029175,,,295399,100.0,-40.52295232
2956,100.0,52.937313079833984,0.001,-39.005533549999996,295600,0.08129165321588516,70,4194,295499,,
,,52.890281677246094,0.001,,296000,0.05888509377837181,,,295899,100.0,-40.74260218
2960,100.0,,,-39.05908857,296000,,70,4201,,,
2964,100.0,52.79254913330078,0.001,-39.193927009999996,296400,0.07042726129293442,70,4203,296299,,
,,52.723548889160156,0.001,,296500,0.0866265743970871,,,296399,100.0,-39.2460872
2968,100.0,52.90699005126953,0.001,-39.145540540000006,296800,0.08013509213924408,70,4210,296699,,
,,53.211181640625,0.001,,297000,0.09342880547046661,,,296899,100.0,-42.01609058
2972,100.0,52.40238952636719,0.001,-39.47595422,297200,0.08028142154216766,70,4216,297099,,
,,52.99311065673828,0.001,,297500,0.07511372119188309,,,297399,100.0,-40.79084924
2976,100.0,52.92131805419922,0.001,-39.66138434,297600,0.08243425190448761,70,4223,297499,,
,,53.13990783691406,0.001,,298000,0.055920086801052094,,,297899,100.0,-41.32552132
2980,100.0,,,-39.7133278,298000,,70,4229,,,
2984,100.0,52.75193405151367,0.001,-39.88618513,298400,0.10168172419071198,70,4232,298299,,
,,53.71136474609375,0.001,,298500,0.07397107779979706,,,298399,100.0,-41.97451410000001
2988,100.0,53.32861328125,0.001,-39.98781539,298800,0.11313506215810776,70,4238,298699,,
,,53.08250427246094,0.001,,299000,0.08189304172992706,,,298899,100.0,-40.98488842
2992,100.0,52.85639190673828,0.001,-39.991438429999995,299200,0.07319016009569168,70,4245,299099,,
,,52.77870178222656,0.001,,299500,0.08277445286512375,,,299399,100.0,-39.86526344
2996,100.0,52.561187744140625,0.001,-40.22340213,299600,0.06775210052728653,70,4251,299499,,
,,52.54942321777344,0.001,,300000,0.07038664817810059,,,299899,100.0,-40.71468428
3000,100.0,,,-40.27124365,300000,,70,4258,,,
3004,100.0,52.70765686035156,0.001,-40.55814527999999,300400,0.08705304563045502,70,4260,300299,,
,,53.29003143310547,0.001,,300500,0.06597989052534103,,,300399,100.0,-41.4314984
3008,100.0,52.985206604003906,0.001,-40.35609477999999,300800,0.08005543053150177,70,4267,300699,,
,,52.37962341308594,0.001,,301000,0.06505396962165833,,,300899,100.0,-41.04893618
3012,100.0,53.41305923461914,0.001,-40.199681389999995,301200,0.09849211573600769,70,4273,301099,,
,,52.647850036621094,0.001,,301500,0.09006192535161972,,,301399,100.0,-40.21335662
3016,100.0,53.077415466308594,0.001,-40.201165339999996,301600,0.05795377492904663,70,4280,301499,,
,,52.870521545410156,0.001,,302000,0.06447334587574005,,,301899,100.0,-41.50120136
3020,100.0,,,-40.020119799999996,302000,,70,4286,,,
3024,100.0,53.198787689208984,0.001,-39.90127973999999,302400,0.06187816709280014,70,4289,302299,,
,,53.18142318725586,0.001,,302500,0.07182225584983826,,,302399,100.0,-41.25141930000001
3028,100.0,52.788455963134766,0.001,-39.68538706,302800,0.068352110683918,70,4295,302699,,
,,53.54706954956055,0.001,,303000,0.05962724983692169,,,302899,100.0,-40.624251400000006
3032,100.0,52.08633804321289,0.001,-39.94249129,303200,0.05301167815923691,70,4302,303099,,
,,52.67945098876953,0.001,,303500,0.07851172983646393,,,303399,100.0,-41.2683646
3036,100.0,53.1091194152832,0.001,-40.084575969999996,303600,0.12845420837402344,70,4309,303499,,
,,53.0563850402832,0.001,,304000,0.08481939136981964,,,303899,100.0,-40.5197875
3040,100.0,,,-40.26441886,304000,,70,4315,,,
3044,100.0,52.41625213623047,0.001,-40.23471962,304400,0.07084017992019653,70,4317,304299,,
,,53.08419418334961,0.001,,304500,0.0796121209859848,,,304399,100.0,-40.01719754
3048,100.0,52.76045227050781,0.001,-40.08953923,304800,0.07252988964319229,70,4324,304699,,
,,52.692298889160156,0.001,,305000,0.06865749508142471,,,304899,100.0,-41.387153979999994
3052,100.0,52.8782958984375,0.001,-40.235934459999996,305200,0.05454691872000694,70,4330,305099,,
,,52.061058044433594,0.001,,305500,0.05647103860974312,,,305399,100.0,-40.81181006
3056,100.0,53.105255126953125,0.001,-40.21557755,305600,0.054430387914180756,70,4337,305499,,
,,53.21577453613281,0.001,,306000,0.05998741090297699,,,305899,100.0,-40.482897179999995
3060,100.0,,,-40.26328243,306000,,70,4343,,,
3064,100.0,52.798095703125,0.001,-40.157937450000006,306400,0.05851246044039726,70,4346,306299,,
,,52.382259368896484,0.001,,306500,0.07190035283565521,,,306399,100.0,-40.07885864
3068,100.0,52.402252197265625,0.001,-40.24519314,306800,0.04957416653633118,70,4352,306699,,
,,52.44342803955078,0.001,,307000,0.054585423320531845,,,306899,100.0,-39.16803238000001
3072,100.0,53.28129196166992,0.001,-40.06858830000001,307200,0.045298006385564804,70,4359,307099,,
,,52.3126220703125,0.001,,307500,0.061780594289302826,,,307399,100.0,-41.135296499999995
3076,100.0,52.3580207824707,0.001,-40.01699661,307600,0.04719637706875801,70,4365,307499,,
,,52.164024353027344,0.001,,308000,0.06564617902040482,,,307899,100.0,-40.591958520000006
3080,100.0,,,-40.06989843,308000,,70,4372,,,
3084,100.0,51.85654067993164,0.001,-39.974882130000005,308400,0.04455597698688507,70,4374,308299,,
,,52.628662109375,0.001,,308500,0.06843423843383789,,,308399,100.0,-39.43678184
3088,100.0,53.254371643066406,0.001,-40.023012879999996,308800,0.05651190131902695,70,4381,308699,,
,,51.75131607055664,0.001,,309000,0.06410015374422073,,,308899,100.0,-39.025667399999996
3092,100.0,52.67662811279297,0.001,-40.13603336999999,309200,0.03736107051372528,70,4388,309099,,
,,52.53368377685547,0.001,,309500,0.07341830432415009,,,309399,100.0,-38.9655011
3096,100.0,52.13252258300781,0.001,-39.9964064,309600,0.0509173646569252,70,4394,309499,,
,,53.09883117675781,0.001,,310000,0.05900104343891144,,,309899,100.0,-38.7837145
3100,100.0,,,-40.110046409999995,310000,,70,4401,,,
3104,100.0,52.76763916015625,0.001,-39.776224129999996,310400,0.06245045363903046,70,4403,310299,,
,,52.118614196777344,0.001,,310500,0.0898098349571228,,,310399,100.0,-40.17443964
3108,100.0,52.93210220336914,0.001,-39.782076720000006,310800,0.045429520308971405,70,4409,310699,,
,,52.316917419433594,0.001,,311000,0.05063524842262268,,,310899,100.0,-39.817126619999996
3112,100.0,52.801361083984375,0.001,-39.891242039999995,311200,0.0637771263718605,70,4416,311099,,
,,52.35748291015625,0.001,,311500,0.05730334296822548,,,311399,100.0,-39.444143360000005
3116,100.0,52.63050079345703,0.001,-39.76039301,311600,0.05858185887336731,70,4422,311499,,
,,52.88524627685547,0.001,,312000,0.060451824218034744,,,311899,100.0,-41.02228302
3120,100.0,,,-39.73902494,312000,,70,4429,,,
3124,100.0,52.03247833251953,0.001,-39.866630799999996,312400,0.051737986505031586,70,4431,312299,,
,,52.71526336669922,0.001,,312500,0.05512504279613495,,,312399,100.0,-40.74075677999999
3128,100.0,52.09028625488281,0.001,-39.976049399999994,312800,0.06209011375904083,70,4438,312699,,
,,51.87385940551758,0.001,,313000,0.05600883066654205,,,312899,100.0,-39.238794799999994
3132,100.0,52.66326904296875,0.001,-39.69555478,313200,0.13424734771251678,70,4444,313099,,
,,51.639984130859375,0.001,,313500,0.09401430189609528,,,313399,100.0,-39.11741956
3136,100.0,52.66180419921875,0.001,-39.52227531,313600,0.04922199249267578,70,4451,313499,,
,,52.675689697265625,0.001,,314000,0.08738669753074646,,,313899,100.0,-39.09824799999999
3140,100.0,,,-39.241783690000005,314000,,70,4458,,,
3144,100.0,52.28868103027344,0.001,-39.35373632000001,314400,0.060261551290750504,70,4460,314299,,
,,51.963504791259766,0.001,,314500,0.06915760785341263,,,314399,100.0,-39.01018364
3148,100.0,52.19148254394531,0.001,-39.25068831,314800,0.05480637401342392,70,4467,314699,,
,,51.94715881347656,0.001,,315000,0.06536907702684402,,,314899,100.0,-39.13659152
3152,100.0,51.82013702392578,0.001,-39.23348779,315200,0.09754976630210876,70,4473,315099,,
,,52.50018310546875,0.001,,315500,0.04619841277599335,,,315399,100.0,-38.435873300000004
3156,100.0,52.15727996826172,0.001,-39.24242391,315600,0.0579746775329113,70,4480,315499,,
,,51.38801574707031,0.001,,316000,0.09124082326889038,,,315899,100.0,-38.7818901
3160,100.0,,,-39.15640934,316000,,70,4486,,,
3164,100.0,52.01435852050781,0.001,-39.235522530000004,316400,0.0555037260055542,70,4489,316299,,
,,52.277374267578125,0.001,,316500,0.05027534067630768,,,316399,100.0,-39.412540099999994
3168,100.0,51.97407150268555,0.001,-39.123278989999996,316800,0.09737980365753174,70,4495,316699,,
,,52.137351989746094,0.001,,317000,0.0743774026632309,,,316899,100.0,-38.722134280000006
3172,100.0,52.32618713378906,0.001,-39.10038943,317200,0.05392082780599594,70,4502,317099,,
,,51.90283203125,0.001,,317500,0.10522961616516113,,,317399,100.0,-39.457820139999995
3176,100.0,52.28202819824219,0.001,-39.11784331999999,317600,0.05667661502957344,70,4508,317499,,
,,52.53614807128906,0.001,,318000,0.05358945578336716,,,317899,100.0,-38.841323179999996
3180,100.0,,,-39.052392770000004,318000,,70,4515,,,
3184,100.0,51.896507263183594,0.001,-39.260591160000004,318400,0.057900793850421906,70,4517,318299,,
,,51.58295440673828,0.001,,318500,0.06974992156028748,,,318399,100.0,-40.37967152
3188,100.0,51.83768844604492,0.001,-39.1557758,318800,0.046817392110824585,70,4524,318699,,
,,52.2041015625,0.001,,319000,0.054922718554735184,,,318899,100.0,-40.82968606
3192,100.0,51.54696273803711,0.001,-39.05316692,319200,0.05974959582090378,70,4530,319099,,
,,52.15633773803711,0.001,,319500,0.11322201788425446,,,319399,100.0,-39.27284798
3196,100.0,52.01063537597656,0.001,-39.10207168,319600,0.07727398723363876,70,4537,319499,,
,,52.3244743347168,0.001,,320000,0.0640101283788681,,,319899,100.0,-39.32421648
3200,100.0,,,-39.000570540000005,320000,,70,4543,,,
3204,100.0,52.03015899658203,0.001,-38.91596311,320400,0.057262882590293884,70,4546,320299,,
,,51.64900207519531,0.001,,320500,0.06822431087493896,,,320399,100.0,-39.47975974
3208,100.0,51.76694107055664,0.001,-39.16000951,320800,0.1423114836215973,70,4552,320699,,
,,51.71736145019531,0.001,,321000,0.06338568031787872,,,320899,100.0,-42.5633735
3212,100.0,51.8416748046875,0.001,-39.117483379999996,321200,0.06916043162345886,70,4559,321099,,
,,50.78594970703125,0.001,,321500,0.06254559010267258,,,321399,100.0,-40.06623212
3216,100.0,51.37078857421875,0.001,-39.343595879999995,321600,0.05131048709154129,70,4565,321499,,
,,51.84544372558594,0.001,,322000,0.06731246411800385,,,321899,100.0,-39.57708264
3220,100.0,,,-39.31855221000001,322000,,70,4572,,,
3224,100.0,51.765037536621094,0.001,-39.36951892,322400,0.0437491275370121,70,4574,322299,,
,,52.33320236206055,0.001,,322500,0.05190804600715637,,,322399,100.0,-41.23382224
3228,100.0,52.26883316040039,0.001,-39.26383238,322800,0.06543958932161331,70,4581,322699,,
,,51.928802490234375,0.001,,323000,0.07910972088575363,,,322899,100.0,-40.67443646000001
3232,100.0,51.63616943359375,0.001,-39.36556503,323200,0.05943688377737999,70,4587,323099,,
,,51.55316162109375,0.001,,323500,0.08158993721008301,,,323399,100.0,-40.184941759999994
3236,100.0,52.260555267333984,0.001,-39.46892828,323600,0.0786132737994194,70,4594,323499,,
,,51.091331481933594,0.001,,324000,0.06763984262943268,,,323899,100.0,-38.511827239999995
3240,100.0,,,-39.413054130000006,324000,,70,4600,,,
3244,100.0,51.78343200683594,0.001,-39.32658401,324400,0.06818375736474991,70,4603,324299,,
,,51.82532501220703,0.001,,324500,0.07272083312273026,,,324399,100.0,-39.5665827
3248,100.0,51.370201110839844,0.001,-39.453447499999996,324800,0.06988628208637238,70,4609,324699,,
,,51.541839599609375,0.001,,325000,0.05315451696515083,,,324899,100.0,-39.249363960000004
3252,100.0,51.714908599853516,0.001,-39.61315573,325200,0.07279500365257263,70,4616,325099,,
,,51.7700309753418,0.001,,325500,0.0786905512213707,,,325399,100.0,-39.38116396
3256,100.0,51.33057403564453,0.001,-39.57816495,325600,0.11836270987987518,70,4622,325499,,
,,50.69386291503906,0.001,,326000,0.0683286264538765,,,325899,100.0,-38.730884319999994
3260,100.0,,,-39.60696338,326000,,70,4629,,,
3264,100.0,51.381805419921875,0.001,-39.63547843,326400,0.06703684478998184,70,4631,326299,,
,,51.33289337158203,0.001,,326500,0.06216830015182495,,,326399,100.0,-38.309587539999995
3268,100.0,51.88935089111328,0.001,-39.695214480000004,326800,0.06774042546749115,70,4638,326699,,
,,51.57976531982422,0.001,,327000,0.07196103036403656,,,326899,100.0,-39.58379942
3272,100.0,51.30140686035156,0.001,-39.91877660000001,327200,0.05506470799446106,70,4644,327099,,
,,51.166046142578125,0.001,,327500,0.08038255572319031,,,327399,100.0,-39.51954312
3276,100.0,51.65465545654297,0.001,-39.962563620000005,327600,0.060290880501270294,70,4651,327499,,
,,51.382843017578125,0.001,,328000,0.08439977467060089,,,327899,100.0,-38.69917122
3280,100.0,,,-39.8184306,328000,,70,4657,,,
3284,100.0,51.79443359375,0.001,-39.54069957000001,328400,0.06674201786518097,70,4660,328299,,
,,51.266204833984375,0.001,,328500,0.07770799845457077,,,328399,100.0,-39.49547266
3288,100.0,52.089820861816406,0.001,-39.66956727,328800,0.06681270897388458,70,4666,328699,,
,,51.55863571166992,0.001,,329000,0.06741765886545181,,,328899,100.0,-39.8456704
3292,100.0,51.291236877441406,0.001,-39.51717113,329200,0.07479071617126465,70,4673,329099,,
,,51.51512908935547,0.001,,329500,0.0522192046046257,,,329399,100.0,-40.63187346
3296,100.0,51.19385528564453,0.001,-39.31051162,329600,0.18144159018993378,70,4679,329499,,
,,51.08457565307617,0.001,,330000,0.06740473955869675,,,329899,100.0,-40.02419344
3300,100.0,,,-39.19083232,330000,,70,4686,,,
3304,100.0,52.22444152832031,0.001,-39.234764999999996,330400,0.06606750190258026,70,4688,330299,,
,,51.866580963134766,0.001,,330500,0.04999601095914841,,,330399,100.0,-41.07695962
3308,100.0,51.5943603515625,0.001,-39.105314199999995,330800,0.05085347592830658,70,4695,330699,,
,,51.44686508178711,0.001,,331000,0.059418320655822754,,,330899,100.0,-39.22435
3312,100.0,51.82661056518555,0.001,-39.443476499999996,331200,0.056886255741119385,70,4701,331099,,
,,51.47166442871094,0.001,,331500,0.07790917158126831,,,331399,100.0,-40.0018364
3316,100.0,51.53857421875,0.001,-39.12233672,331600,0.1020623967051506,70,4708,331499,,
,,50.71509552001953,0.001,,332000,0.07380881160497665,,,331899,100.0,-39.731739700000006
3320,100.0,,,-39.22487967,332000,,70,4714,,,
3324,100.0,51.50558090209961,0.001,-39.08475256,332400,0.06846369057893753,70,4717,332299,,
,,51.87950897216797,0.001,,332500,0.07189470529556274,,,332399,100.0,-41.39138646000001
3328,100.0,51.24753189086914,0.001,-39.00926476,332800,0.055775661021471024,70,4723,332699,,
,,51.91490936279297,0.001,,333000,0.08068250864744186,,,332899,100.0,-39.56738404
3332,100.0,51.08745574951172,0.001,-39.05164887,333200,0.0703020766377449,70,4730,333099,,
,,51.18498992919922,0.001,,333500,0.07427215576171875,,,333399,100.0,-41.55042034
3336,100.0,50.93366241455078,0.001,-39.02894259,333600,0.07199012488126755,70,4736,333499,,
,,51.36065673828125,0.001,,334000,0.04985398054122925,,,333899,100.0,-38.793896880000005
3340,100.0,,,-39.17819579,334000,,70,4743,,,
3344,100.0,50.90425491333008,0.001,-39.050816170000004,334400,0.05439465492963791,70,4745,334299,,
,,51.036685943603516,0.001,,334500,0.04810409992933273,,,334399,100.0,-40.07042324
3348,100.0,51.802940368652344,0.001,-39.16908764000001,334800,0.04835201054811478,70,4752,334699,,
,,51.627708435058594,0.001,,335000,0.08217667043209076,,,334899,100.0,-39.35338946
3352,100.0,51.079071044921875,0.001,-39.105286389999996,335200,0.059126388281583786,70,4758,335099,,
,,51.36619567871094,0.001,,335500,0.06300126016139984,,,335399,100.0,-39.570625500000006
3356,100.0,51.363128662109375,0.001,-39.15740352,335600,0.06763316690921783,70,4765,335499,,
,,51.235923767089844,0.001,,336000,0.04645289480686188,,,335899,100.0,-39.189300599999996
3360,100.0,,,-39.29684419,336000,,70,4771,,,
3364,100.0,51.58456039428711,0.001,-39.21454484,336400,0.04954758659005165,70,4774,336299,,
,,51.71223068237305,0.001,,336500,0.05587140470743179,,,336399,100.0,-40.83245488
3368,100.0,50.735530853271484,0.001,-39.40523291,336800,0.07479603588581085,70,4780,336699,,
,,50.94400405883789,0.001,,337000,0.04743385314941406,,,336899,100.0,-41.02421778
3372,100.0,50.97916030883789,0.001,-39.21405842,337200,0.04194389656186104,70,4787,337099,,
,,51.62858581542969,0.001,,337500,0.06463035196065903,,,337399,100.0,-40.02038668
3376,100.0,51.11674880981445,0.001,-39.1639045,337600,0.055211566388607025,70,4794,337499,,
,,51.65755081176758,0.001,,338000,0.042631760239601135,,,337899,100.0,-39.085997600000006
