rollout/ep_len_mean,train/ent_coef_loss,time/fps,train/actor_loss,rollout/ep_rew_mean,time/episodes,train/ent_coef,time/total_timesteps,train/critic_loss,time/time_elapsed,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
100.0,-12.061751365661621,37,-20.467891693115234,-145.4630143055556,36,0.3510865569114685,3600,0.06887800991535187,95,3499,0.0003,,
,-13.343822479248047,,-20.111005783081055,,,0.31186643242836,4000,0.06049230694770813,,3899,0.0003,100.0,-55.970441019999996
100.0,,36,,-143.35525555,40,,4000,,108,,,,
100.0,-14.534865379333496,38,-19.391326904296875,-141.3807295909091,44,0.27717646956443787,4400,0.0433596707880497,113,4299,0.0003,,
,-14.834077835083008,,-19.101457595825195,,,0.26915743947029114,4500,0.05099082738161087,,4399,0.0003,100.0,-50.985307160000005
100.0,-15.635910987854004,38,-18.317419052124023,-139.2555257291667,48,0.24650005996227264,4800,0.04174014925956726,125,4699,0.0003,,
,-16.117267608642578,,-18.036094665527344,,,0.23251961171627045,5000,0.05178549885749817,,4899,0.0003,100.0,-49.24927132
100.0,-16.491485595703125,37,-17.101558685302734,-137.11942340384616,52,0.21936483681201935,5200,0.042184554040431976,137,5099,0.0003,,
,-17.303707122802734,,-16.463214874267578,,,0.20110754668712616,5500,0.03854713588953018,,5399,0.0003,100.0,-50.863995759999995
100.0,-17.183645248413086,37,-16.25051498413086,-134.74606146428573,56,0.19538676738739014,5600,0.03393096104264259,150,5499,0.0003,,
,-18.267654418945312,,-15.099798202514648,,,0.1741814762353897,6000,0.03435212001204491,,5899,0.0003,100.0,-49.57396898
100.0,,36,,-132.29493193333334,60,,6000,,162,,,,
100.0,-19.009552001953125,38,-13.711891174316406,-129.832261796875,64,0.155414879322052,6400,0.026578141376376152,167,6299,0.0003,,
,-18.831012725830078,,-13.244848251342773,,,0.15106716752052307,6500,0.03242945671081543,,6399,0.0003,100.0,-51.33571182
100.0,-19.201892852783203,37,-12.246902465820312,-127.25604630882356,68,0.13878454267978668,6800,0.030975626781582832,180,6699,0.0003,,
,-19.573986053466797,,-11.930822372436523,,,0.1312119960784912,7000,0.0331408865749836,,6899,0.0003,100.0,-52.22611846000001
100.0,-19.763763427734375,37,-11.020862579345703,-124.93438661111112,72,0.12406938523054123,7200,0.02584388107061386,192,7099,0.0003,,
,-20.157812118530273,,-10.289306640625,,,0.1141282394528389,7500,0.024130765348672867,,7399,0.0003,100.0,-49.62502221999999
100.0,-20.278295516967773,37,-9.844937324523926,-122.84702727631583,76,0.11100215464830399,7600,0.022783618420362473,204,7499,0.0003,,
,-19.949092864990234,,-8.252554893493652,,,0.09937398880720139,8000,0.02417985536158085,,7899,0.0003,100.0,-47.41163022
100.0,,36,,-120.5626279875,80,,8000,,217,,,,
100.0,-20.5621337890625,37,-7.086945533752441,-118.02660540476188,84,0.08903457969427109,8400,0.01941736787557602,222,8299,0.0003,,
,-20.741607666015625,,-6.763597011566162,,,0.08663231879472733,8500,0.022321082651615143,,8399,0.0003,100.0,-48.1447209
100.0,-20.71634864807129,37,-5.684165954589844,-115.91317956818183,88,0.07982994616031647,8800,0.016762498766183853,234,8699,0.0003,,
,-20.485877990722656,,-5.227358341217041,,,0.07560241222381592,9000,0.016498291864991188,,8899,0.0003,100.0,-46.17462094
100.0,-20.588653564453125,37,-4.354310035705566,-113.7359572173913,92,0.07161261141300201,9200,0.018658347427845,247,9099,0.0003,,
,-20.593738555908203,,-3.287262201309204,,,0.06604422628879547,9500,0.021206140518188477,,9399,0.0003,100.0,-44.88845638000001
100.0,-20.13378143310547,36,-3.157423496246338,-111.70853709375001,96,0.06429361552000046,9600,0.015818409621715546,259,9499,0.0003,,
,-19.381187438964844,,-1.7675230503082275,,,0.0577678345143795,10000,0.017809487879276276,,9899,0.0003,100.0,-42.24604512
100.0,,36,,-109.60391744000002,100,,10000,,272,,,,
100.0,-20.21562957763672,37,-0.4621061682701111,-105.88245001,104,0.05194311589002609,10400,0.017057698220014572,277,10299,0.0003,,
,-20.139095306396484,,-0.335815966129303,,,0.05058647692203522,10500,0.020045708864927292,,10399,0.0003,100.0,-42.34297610000001
100.0,-18.924606323242188,37,0.4673766493797302,-101.75004639000001,108,0.046745482832193375,10800,0.02267942950129509,289,10699,0.0003,,
,-19.79520034790039,,0.8469519019126892,,,0.04436120018362999,11000,0.01655574142932892,,10899,0.0003,100.0,-50.7349371
100.0,-19.676816940307617,37,1.3936326503753662,-98.16796307999999,112,0.04211035370826721,11200,0.015452763065695763,302,11099,0.0003,,
,-18.56813621520996,,2.4574427604675293,,,0.038964562118053436,11500,0.01950310915708542,,11399,0.0003,100.0,-50.60172726
100.0,-18.167911529541016,36,2.5163822174072266,-94.61351500999999,116,0.03797273337841034,11600,0.018513571470975876,314,11499,0.0003,,
,-18.239288330078125,,3.647155284881592,,,0.03429459035396576,12000,0.01578650251030922,,11899,0.0003,100.0,-40.15476356
100.0,,36,,-90.55665273999999,120,,12000,,327,,,,
100.0,-17.678091049194336,37,4.450411796569824,-87.11429162000002,124,0.031024860218167305,12400,0.018653322011232376,331,12299,0.0003,,
,-16.080963134765625,,5.072138786315918,,,0.030260462313890457,12500,0.016430065035820007,,12399,0.0003,100.0,-46.87797230000001
100.0,-16.557479858398438,37,5.42621374130249,-83.44191541000001,128,0.028102420270442963,12800,0.01469349768012762,344,12699,0.0003,,
,-14.415674209594727,,5.918970108032227,,,0.026759140193462372,13000,0.01608257181942463,,12899,0.0003,100.0,-41.90490796
100.0,-15.159894943237305,37,6.341115951538086,-79.87780349,132,0.025489086285233498,13200,0.015334262512624264,356,13099,0.0003,,
,-15.17980670928955,,6.892525672912598,,,0.023713253438472748,13500,0.014480771496891975,,13399,0.0003,100.0,-39.281478400000005
100.0,-13.571283340454102,36,7.382859230041504,-76.80188453999999,136,0.023152679204940796,13600,0.014090603217482567,369,13499,0.0003,,
,-13.392980575561523,,8.038515090942383,,,0.021066399291157722,14000,0.016216188669204712,,13899,0.0003,100.0,-39.236080779999995
100.0,,36,,-73.70274975000001,140,,14000,,381,,,,
100.0,-11.992630958557129,37,8.917255401611328,-70.47740915,144,0.019216356799006462,14400,0.016104763373732567,386,14299,0.0003,,
,-12.060304641723633,,8.941139221191406,,,0.01878279075026512,14500,0.013670619577169418,,14399,0.0003,100.0,-41.15515194
100.0,-10.3541898727417,37,9.772750854492188,-67.69019646000001,148,0.017564350739121437,14800,0.015325011685490608,399,14699,0.0003,,
,-10.947864532470703,,10.264545440673828,,,0.016810676082968712,15000,0.01706407591700554,,14899,0.0003,100.0,-38.55207828
100.0,-9.77360725402832,36,10.403656005859375,-65.05149961000001,152,0.016097577288746834,15200,0.01352686993777752,411,15099,0.0003,,
,-9.200340270996094,,11.09957218170166,,,0.015113133937120438,15500,0.016824595630168915,,15399,0.0003,100.0,-40.351945099999995
100.0,-7.175764560699463,36,11.044273376464844,-62.6408018,156,0.01479929406195879,15600,0.013913068920373917,423,15499,0.0003,,
,-8.355987548828125,,12.032007217407227,,,0.01364660169929266,16000,0.015856850892305374,,15899,0.0003,100.0,-38.994893700000006
100.0,,36,,-60.29279366000001,160,,16000,,436,,,,
100.0,-7.37050724029541,37,12.39846420288086,-58.24620151,164,0.012637199833989143,16400,0.013931537047028542,441,16299,0.0003,,
,-6.666749477386475,,12.5615234375,,,0.012403374537825584,16500,0.013520399108529091,,16399,0.0003,100.0,-39.109222419999995
100.0,-5.990350723266602,37,13.11616325378418,-56.51810066000001,168,0.01175151951611042,16800,0.012603972107172012,453,16699,0.0003,,
,-4.889945983886719,,13.255640029907227,,,0.011357281357049942,17000,0.013871170580387115,,16899,0.0003,100.0,-38.338301300000005
100.0,-5.408926010131836,36,13.54608154296875,-54.676159930000004,172,0.01098609808832407,17200,0.016062289476394653,466,17099,0.0003,,
,-3.002920627593994,,14.082326889038086,,,0.010489213280379772,17500,0.017921840772032738,,17399,0.0003,100.0,-38.32263044
100.0,-4.310094833374023,36,13.903779029846191,-52.866636740000004,176,0.010338274762034416,17600,0.014121608808636665,478,17499,0.0003,,
,-3.390935182571411,,14.645694732666016,,,0.009787769988179207,18000,0.01429335493594408,,17899,0.0003,100.0,-38.5561881
100.0,,36,,-51.301048390000005,180,,18000,,490,,,,
100.0,-1.6782233715057373,37,15.454282760620117,-50.21921375,184,0.009332338348031044,18400,0.014684807509183884,496,18299,0.0003,,
,-3.0879576206207275,,15.091958999633789,,,0.00923733226954937,18500,0.014634879305958748,,18399,0.0003,100.0,-39.98211572
100.0,-0.1719987988471985,36,15.638166427612305,-48.99972235999999,188,0.008986440487205982,18800,0.011980598792433739,508,18699,0.0003,,
,-1.7194894552230835,,16.0570011138916,,,0.008865272626280785,19000,0.011288996785879135,,18899,0.0003,100.0,-38.30607518
100.0,-0.8993422389030457,36,16.262115478515625,-47.90378638999999,192,0.008733570575714111,19200,0.013283295556902885,520,19099,0.0003,,
,0.06741029024124146,,16.777477264404297,,,0.008554566651582718,19500,0.017222825437784195,,19399,0.0003,100.0,-37.80288296
100.0,-2.339838743209839,36,16.71478271484375,-47.02209297,196,0.008516860194504261,19600,0.012193525210022926,532,19499,0.0003,,
,-0.012766480445861816,,17.104581832885742,,,0.008399228565394878,20000,0.014618047513067722,,19899,0.0003,100.0,-38.1361381
100.0,,36,,-46.290536689999996,200,,20000,,544,,,,
100.0,-0.38520100712776184,37,17.853147506713867,-45.58360044000001,204,0.008343260735273361,20400,0.013687893748283386,549,20299,0.0003,,
,-0.8029721975326538,,17.814327239990234,,,0.008340384811162949,20500,0.01292436569929123,,20399,0.0003,100.0,-38.67830792
100.0,-0.23598146438598633,36,18.298606872558594,-45.03965167000001,208,0.008349764160811901,20800,0.013969517312943935,562,20699,0.0003,,
,-0.30548274517059326,,18.323768615722656,,,0.008338158018887043,21000,0.01187770813703537,,20899,0.0003,100.0,-38.40253508
100.0,-0.28869926929473877,36,18.770803451538086,-44.14667125,212,0.008340802043676376,21200,0.014926077798008919,574,21099,0.0003,,
,-0.04327073693275452,,18.990488052368164,,,0.008344319649040699,21500,0.016045888885855675,,21399,0.0003,100.0,-38.41742538
100.0,0.08225729316473007,36,19.06206512451172,-43.28272374,216,0.008338846266269684,21600,0.012722982093691826,587,21499,0.0003,,
,-0.7050538659095764,,19.467548370361328,,,0.00834340788424015,22000,0.0153123177587986,,21899,0.0003,100.0,-47.2883226
100.0,,36,,-43.11144099,220,,22000,,599,,,,
100.0,-0.4634500741958618,37,19.984970092773438,-42.777079300000004,224,0.008412828668951988,22400,0.011956079863011837,604,22299,0.0003,,
,0.8312488198280334,,20.031272888183594,,,0.008420904166996479,22500,0.012282516807317734,,22399,0.0003,100.0,-47.753709719999996
100.0,0.5575318336486816,36,20.27193260192871,-42.67838238,228,0.008445240557193756,22800,0.01839311420917511,617,22699,0.0003,,
,1.0307494401931763,,20.627756118774414,,,0.008476289920508862,23000,0.015344658866524696,,22899,0.0003,100.0,-44.32951796
100.0,2.328713893890381,36,20.740707397460938,-42.77654517999999,232,0.008425659500062466,23200,0.019452489912509918,629,23099,0.0003,,
,-0.6730165481567383,,21.418907165527344,,,0.008452451787889004,23500,0.015176049433648586,,23399,0.0003,100.0,-48.201401479999994
100.0,0.41225701570510864,36,21.33425521850586,-42.82071473999999,236,0.00846232008188963,23600,0.012542886659502983,642,23499,0.0003,,
,-1.2520740032196045,,21.453693389892578,,,0.008460259065032005,24000,0.01448678970336914,,23899,0.0003,100.0,-44.0854904
100.0,,36,,-42.781097630000005,240,,24000,,654,,,,
100.0,-1.7499042749404907,36,22.175569534301758,-43.06265742000001,244,0.008470236323773861,24400,0.013115894049406052,659,24299,0.0003,,
,0.35497692227363586,,22.276256561279297,,,0.008417455479502678,24500,0.019407080486416817,,24399,0.0003,100.0,-44.22414207999999
100.0,-1.1285566091537476,36,22.65447235107422,-43.04391418,248,0.00838467851281166,24800,0.013009386137127876,672,24699,0.0003,,
,1.3989957571029663,,22.628469467163086,,,0.008375300094485283,25000,0.01777881570160389,,24899,0.0003,100.0,-45.17632812
100.0,1.312523365020752,36,23.18500518798828,-43.04361065,252,0.00832863338291645,25200,0.01747775822877884,684,25099,0.0003,,
,-0.7724045515060425,,23.474533081054688,,,0.008344056084752083,25500,0.01559177041053772,,25399,0.0003,100.0,-40.71264198000001
100.0,-0.23310020565986633,36,23.346389770507812,-43.0780649,256,0.008325333707034588,25600,0.014659613370895386,696,25499,0.0003,,
,-0.04604366421699524,,23.842321395874023,,,0.008418550714850426,26000,0.013033946976065636,,25899,0.0003,100.0,-39.064504299999996
100.0,,36,,-43.08260232,260,,26000,,709,,,,
100.0,0.23470653593540192,36,24.378698348999023,-43.048374190000004,264,0.008406308479607105,26400,0.015506081283092499,714,26299,0.0003,,
,1.4966297149658203,,24.4080810546875,,,0.008412307128310204,26500,0.014850443229079247,,26399,0.0003,100.0,-38.24418874
100.0,-0.6240543127059937,36,24.538333892822266,-43.0500899,268,0.008376247249543667,26800,0.01208047941327095,726,26699,0.0003,,
,-3.3642334938049316,,24.699993133544922,,,0.008402088657021523,27000,0.015168010257184505,,26899,0.0003,100.0,-37.935149960000004
100.0,0.5472917556762695,36,25.324302673339844,-42.998251259999996,272,0.00835373904556036,27200,0.01608077809214592,739,27099,0.0003,,
,0.9559898972511292,,24.986488342285156,,,0.008350146003067493,27500,0.012803004123270512,,27399,0.0003,100.0,-38.4908299
100.0,0.726406455039978,36,25.382850646972656,-43.13364652,276,0.008370289579033852,27600,0.011918004602193832,751,27499,0.0003,,
,-0.3530149459838867,,25.909465789794922,,,0.008323682472109795,28000,0.015080742537975311,,27899,0.0003,100.0,-38.4374277
100.0,,36,,-43.25424941,280,,28000,,763,,,,
100.0,0.03170587122440338,36,26.087305068969727,-43.11999726999999,284,0.008326798677444458,28400,0.016743440181016922,769,28299,0.0003,,
,-0.4799090027809143,,26.083398818969727,,,0.00833621434867382,28500,0.012855058535933495,,28399,0.0003,100.0,-37.784522339999995
100.0,0.21910324692726135,36,26.441238403320312,-43.196024429999994,288,0.008355057798326015,28800,0.011028979904949665,781,28699,0.0003,,
,0.14825794100761414,,26.54898452758789,,,0.008362163789570332,29000,0.011846345849335194,,28899,0.0003,100.0,-37.95225856
100.0,0.8660203814506531,36,26.295907974243164,-43.364674109999996,292,0.008384048007428646,29200,0.01617768406867981,793,29099,0.0003,,
,-0.7101391553878784,,27.088687896728516,,,0.00837717019021511,29500,0.01405952125787735,,29399,0.0003,100.0,-37.73396462
100.0,0.0001684129238128662,36,26.932544708251953,-43.30344131,296,0.00839124247431755,29600,0.015003570355474949,806,29499,0.0003,,
,-0.21774208545684814,,27.11316680908203,,,0.008397839032113552,30000,0.014849625527858734,,29899,0.0003,100.0,-38.19826268
100.0,,36,,-43.34786778999999,300,,30000,,818,,,,
100.0,0.6888366937637329,36,27.514766693115234,-43.30445472,304,0.008326993323862553,30400,0.013786392286419868,823,30299,0.0003,,
,-0.25954362750053406,,27.673362731933594,,,0.008341037668287754,30500,0.011200303211808205,,30399,0.0003,100.0,-36.78664062
100.0,-0.34556102752685547,36,28.16887092590332,-43.32831823999999,308,0.008356698788702488,30800,0.015343187376856804,836,30699,0.0003,,
,0.7111101746559143,,28.310880661010742,,,0.008360417559742928,31000,0.013843221589922905,,30899,0.0003,100.0,-37.4864065
100.0,-1.9962055683135986,36,28.342681884765625,-43.33456071,312,0.008388185873627663,31200,0.01331678032875061,848,31099,0.0003,,
,-0.0343184769153595,,28.10291862487793,,,0.008398408070206642,31500,0.013108532875776291,,31399,0.0003,100.0,-37.763032280000004
100.0,1.2178840637207031,36,28.264360427856445,-43.470040440000005,316,0.008408894762396812,31600,0.02014225348830223,860,31499,0.0003,,
,-1.9615540504455566,,28.820728302001953,,,0.008459261618554592,32000,0.016430264338850975,,31899,0.0003,100.0,-37.691966619999995
100.0,,36,,-43.144670039999994,320,,32000,,873,,,,
100.0,1.2672725915908813,36,28.87474822998047,-42.753822150000005,324,0.008452069014310837,32400,0.013777620159089565,878,32299,0.0003,,
,-2.3695905208587646,,28.93799591064453,,,0.008469748310744762,32500,0.01458460371941328,,32399,0.0003,100.0,-38.578365840000004
100.0,-0.5216659903526306,36,28.967557907104492,-42.32169365,328,0.008476410992443562,32800,0.011867685243487358,890,32699,0.0003,,
,-0.8040148615837097,,29.482192993164062,,,0.008538737893104553,33000,0.01320063415914774,,32899,0.0003,100.0,-39.121248900000005
100.0,0.3572181761264801,36,29.579036712646484,-41.93505012000001,332,0.00850920844823122,33200,0.01720118150115013,902,33099,0.0003,,
,-0.07911518216133118,,29.91547966003418,,,0.00852910615503788,33500,0.016847772523760796,,33399,0.0003,100.0,-38.38970178
100.0,-1.1282458305358887,36,29.990081787109375,-41.44963418,336,0.008490855805575848,33600,0.019863128662109375,915,33499,0.0003,,
,1.24239981174469,,29.775251388549805,,,0.008577411063015461,34000,0.011847884394228458,,33899,0.0003,100.0,-37.56591264
100.0,,36,,-41.29241188,340,,34000,,927,,,,
100.0,-1.5885899066925049,36,30.267370223999023,-40.86848276,344,0.00851682759821415,34400,0.010346383787691593,932,34299,0.0003,,
,-0.42246395349502563,,30.059139251708984,,,0.008517737500369549,34500,0.012443136423826218,,34399,0.0003,100.0,-39.043092179999995
100.0,-0.48618558049201965,36,30.59278106689453,-40.72580542,348,0.0084910299628973,34800,0.012803778983652592,945,34699,0.0003,,
,0.082928866147995,,30.951053619384766,,,0.00843716599047184,35000,0.013324293307960033,,34899,0.0003,100.0,-38.191346280000005
100.0,-1.6402983665466309,36,30.7261962890625,-40.475019520000004,352,0.008440469391644001,35200,0.010305091738700867,957,35099,0.0003,,
,-1.1747591495513916,,30.620197296142578,,,0.008410967886447906,35500,0.012506477534770966,,35399,0.0003,100.0,-38.01104346
100.0,0.7804168462753296,36,30.75467872619629,-40.31196122,356,0.008420020341873169,35600,0.016205839812755585,970,35499,0.0003,,
,0.9920303225517273,,31.655471801757812,,,0.00844644010066986,36000,0.014578594826161861,,35899,0.0003,100.0,-38.405233100000004
100.0,,36,,-40.37044151,360,,36000,,982,,,,
100.0,-0.15722620487213135,36,31.25046157836914,-40.33290934,364,0.00838164146989584,36400,0.009711483493447304,987,36299,0.0003,,
,-0.1385248601436615,,31.552217483520508,,,0.008412977680563927,36500,0.0118122398853302,,36399,0.0003,100.0,-39.34701778
100.0,1.3047226667404175,36,31.75389862060547,-40.10128922,368,0.008378124795854092,36800,0.012414144352078438,999,36699,0.0003,,
,0.6574462652206421,,31.491680145263672,,,0.008332908153533936,37000,0.011902980506420135,,36899,0.0003,100.0,-41.15962684
100.0,-1.523714542388916,36,31.843475341796875,-40.22282344,372,0.008344195783138275,37200,0.014652806334197521,1011,37099,0.0003,,
,0.20999205112457275,,32.15026092529297,,,0.008331104181706905,37500,0.011506889015436172,,37399,0.0003,100.0,-40.99341542
100.0,2.075028419494629,36,32.216793060302734,-40.30123784,376,0.00830346904695034,37600,0.012956187129020691,1023,37499,0.0003,,
,-0.3320867717266083,,32.4725341796875,,,0.00826408714056015,38000,0.013321451842784882,,37899,0.0003,100.0,-39.661362340000004
100.0,,36,,-40.3507302,380,,38000,,1036,,,,
100.0,-0.5872782468795776,36,32.30620574951172,-40.73634443000001,384,0.008229227736592293,38400,0.013613317161798477,1041,38299,0.0003,,
,-0.37474894523620605,,32.445648193359375,,,0.008216711692512035,38500,0.017101522535085678,,38399,0.0003,100.0,-38.865564719999995
100.0,0.5751831531524658,36,32.95220947265625,-40.42705011,388,0.008271519094705582,38800,0.012426159344613552,1054,38699,0.0003,,
,0.9134488701820374,,32.74809265136719,,,0.008248268626630306,39000,0.015081875026226044,,38899,0.0003,100.0,-37.747634160000004
100.0,0.036176249384880066,36,32.81574249267578,-40.33166008,392,0.008239621296525002,39200,0.015138673596084118,1066,39099,0.0003,,
,-0.8484313488006592,,32.94471740722656,,,0.008224837481975555,39500,0.012360516004264355,,39399,0.0003,100.0,-37.69470932
100.0,2.635996103286743,36,32.92029571533203,-40.12647405,396,0.00823997426778078,39600,0.013289187103509903,1078,39499,0.0003,,
,-1.8311612606048584,,33.665042877197266,,,0.00824241153895855,40000,0.011543174274265766,,39899,0.0003,100.0,-38.93948386
100.0,,36,,-40.14420461,400,,40000,,1091,,,,
100.0,-0.019362926483154297,36,33.173980712890625,-40.106536690000006,404,0.008231880143284798,40400,0.013034045696258545,1096,40299,0.0003,,
,-0.14724910259246826,,33.683982849121094,,,0.008249740116298199,40500,0.013150261715054512,,40399,0.0003,100.0,-37.78982546
100.0,-1.651566982269287,36,33.28382110595703,-39.89574034,408,0.008186789229512215,40800,0.011305619031190872,1108,40699,0.0003,,
,-0.3312515318393707,,33.7483024597168,,,0.008201735094189644,41000,0.011751018464565277,,40899,0.0003,100.0,-37.099960579999994
100.0,0.7553105354309082,36,33.58707046508789,-39.86252358,412,0.008206546306610107,41200,0.010314364917576313,1121,41099,0.0003,,
,1.0564149618148804,,33.859832763671875,,,0.00820168387144804,41500,0.012912394478917122,,41399,0.0003,100.0,-36.8613711
100.0,-1.1676536798477173,36,34.0006217956543,-39.6615496,416,0.008205517195165157,41600,0.012918942607939243,1133,41499,0.0003,,
,0.7721424102783203,,34.096099853515625,,,0.008183307945728302,42000,0.018307199701666832,,41899,0.0003,100.0,-37.7684184
100.0,,36,,-39.74043669,420,,42000,,1145,,,,
100.0,0.42247259616851807,36,33.99313735961914,-39.87435677,424,0.00828156340867281,42400,0.012291248887777328,1150,42299,0.0003,,
,-1.6720850467681885,,33.83829879760742,,,0.00824896153062582,42500,0.012752908281981945,,42399,0.0003,100.0,-36.83828188
100.0,0.5716613531112671,36,34.512332916259766,-39.73923116,428,0.00820990465581417,42800,0.017279960215091705,1162,42699,0.0003,,
,0.17411905527114868,,34.31616973876953,,,0.008211690001189709,43000,0.01374715194106102,,42899,0.0003,100.0,-36.6116285
100.0,-0.39882850646972656,36,34.324790954589844,-39.60235467,432,0.008188562467694283,43200,0.00953445490449667,1175,43099,0.0003,,
,-1.7467803955078125,,34.971092224121094,,,0.008211115375161171,43500,0.016564778983592987,,43399,0.0003,100.0,-36.735298199999995
100.0,-0.5094678997993469,36,34.98644256591797,-39.70164578,436,0.008189616724848747,43600,0.01673409715294838,1187,43499,0.0003,,
,-0.4891871213912964,,35.093509674072266,,,0.008242187090218067,44000,0.015926558524370193,,43899,0.0003,100.0,-37.39428409999999
100.0,,36,,-39.487331940000004,440,,44000,,1199,,,,
100.0,-0.685510516166687,36,35.038787841796875,-39.56590446999999,444,0.008201347663998604,44400,0.011693584732711315,1205,44299,0.0003,,
,0.5336358547210693,,34.642738342285156,,,0.008232292719185352,44500,0.018802791833877563,,44399,0.0003,100.0,-36.838472939999996
100.0,-0.21926485002040863,36,35.56639862060547,-39.52544305,448,0.008244615979492664,44800,0.014395641162991524,1217,44699,0.0003,,
,-1.3317763805389404,,35.284576416015625,,,0.008250649087131023,45000,0.013223775662481785,,44899,0.0003,100.0,-36.67912614
100.0,0.4348715841770172,36,35.551849365234375,-39.52940569,452,0.008202900178730488,45200,0.014511209912598133,1229,45099,0.0003,,
,0.7159866094589233,,35.659507751464844,,,0.008218451403081417,45500,0.014303833246231079,,45399,0.0003,100.0,-36.76149222
100.0,-1.7039430141448975,36,35.62725830078125,-39.57488777,456,0.0082729272544384,45600,0.01333584263920784,1241,45499,0.0003,,
,0.2828903794288635,,35.62162399291992,,,0.008289563469588757,46000,0.01307452842593193,,45899,0.0003,100.0,-36.41214548
100.0,,36,,-39.31491148,460,,46000,,1254,,,,
100.0,-1.4254616498947144,36,35.76647186279297,-39.405434369999995,464,0.008260686881840229,46400,0.011904742568731308,1259,46299,0.0003,,
,-2.3517680168151855,,35.83344650268555,,,0.008288725279271603,46500,0.010795632377266884,,46399,0.0003,100.0,-37.0366481
100.0,0.3090282082557678,36,35.74839401245117,-39.495619319999996,468,0.008300872519612312,46800,0.016373340040445328,1271,46699,0.0003,,
,0.4122936725616455,,36.155311584472656,,,0.008282538503408432,47000,0.019106058403849602,,46899,0.0003,100.0,-36.39089876
100.0,-1.2914719581604004,36,35.78057861328125,-39.375734730000005,472,0.008284280076622963,47200,0.01554843783378601,1283,47099,0.0003,,
,-0.5579140186309814,,36.00349426269531,,,0.008323817513883114,47500,0.013074278831481934,,47399,0.0003,100.0,-36.65010796000001
100.0,-0.7003202438354492,36,35.9425048828125,-39.06250553,476,0.008300757966935635,47600,0.013736359775066376,1296,47499,0.0003,,
,1.686004877090454,,36.07548522949219,,,0.00829450972378254,48000,0.01162242703139782,,47899,0.0003,100.0,-36.782791980000006
100.0,,36,,-38.96666787,480,,48000,,1308,,,,
100.0,-1.5726616382598877,36,36.214500427246094,-38.5412044,484,0.00833053607493639,48400,0.01245824620127678,1313,48299,0.0003,,
,-0.9384365081787109,,36.614959716796875,,,0.008326168172061443,48500,0.013335200026631355,,48399,0.0003,100.0,-37.65285896
100.0,-0.041449666023254395,36,36.223533630371094,-38.52885705,488,0.008314737118780613,48800,0.015742268413305283,1326,48699,0.0003,,
,0.7187749743461609,,36.06954574584961,,,0.008334998041391373,49000,0.014194730669260025,,48899,0.0003,100.0,-36.83740874
100.0,-1.5392576456069946,36,36.7064094543457,-38.397936030000004,492,0.008360377512872219,49200,0.016914721578359604,1338,49099,0.0003,,
,1.03594970703125,,36.65618896484375,,,0.008365625515580177,49500,0.011615410447120667,,49399,0.0003,100.0,-36.27344450000001
100.0,-0.24312621355056763,36,36.3123779296875,-38.51131827,496,0.008389594033360481,49600,0.011226266622543335,1350,49499,0.0003,,
,0.09947691857814789,,37.14258575439453,,,0.008354582823812962,50000,0.013226327486336231,,49899,0.0003,100.0,-37.50211704
100.0,,36,,-38.45088064,500,,50000,,1363,,,,
