rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/critic_loss,train/ent_coef_loss,train/learning_rate,train/actor_loss,train/n_updates,time/fps,time/time_elapsed,time/episodes,train/ent_coef,eval/mean_ep_length,eval/mean_reward
,7000,,0.02458764985203743,-19.814456939697266,0.0003,-12.11952018737793,6899,,,,0.13105307519435883,100.0,-44.17587893999999
-123.79327183333332,7200,100.0,0.02716895192861557,-20.016874313354492,0.0003,-11.532648086547852,7099,37,192,72,0.12389695644378662,,
,7500,,0.020898817107081413,-20.56801986694336,0.0003,-10.435211181640625,7399,,,,0.11393271386623383,100.0,-44.56146618
-121.33186321052632,7600,100.0,0.02350017800927162,-20.321590423583984,0.0003,-10.138971328735352,7499,37,204,76,0.11080700159072876,,
,8000,,0.02008577436208725,-20.263504028320312,0.0003,-8.697275161743164,7899,,,,0.09920068830251694,100.0,-42.89551148
-118.99418636250002,8000,100.0,,,,,,36,216,80,,,
-116.66978377380954,8400,100.0,0.016395438462495804,-20.67858123779297,0.0003,-7.359240531921387,8299,37,222,84,0.08889176696538925,,
,8500,,0.01984158344566822,-21.034801483154297,0.0003,-6.876735210418701,8399,,,,0.08649323135614395,100.0,-43.50995564
-114.29667526136365,8800,100.0,0.01637817546725273,-21.07200050354004,0.0003,-5.977438926696777,8699,37,234,88,0.07971630245447159,,
,9000,,0.01676066778600216,-20.7166690826416,0.0003,-5.310887813568115,8899,,,,0.07551699131727219,100.0,-41.30277012
-112.28590742391305,9200,100.0,0.017769768834114075,-20.398517608642578,0.0003,-4.498782157897949,9099,37,246,92,0.07155255228281021,,
,9500,,0.013088695704936981,-20.483684539794922,0.0003,-3.6263089179992676,9399,,,,0.06601174175739288,100.0,-41.36886147999999
-110.20728631249999,9600,100.0,0.015288096852600574,-20.798587799072266,0.0003,-3.2167978286743164,9499,37,258,96,0.06426502019166946,,
,10000,,0.016300225630402565,-19.996931076049805,0.0003,-2.0122146606445312,9899,,,,0.057766981422901154,100.0,-39.56892308
-108.13955134,10000,100.0,,,,,,36,271,100,,,
-104.53320874,10400,100.0,0.01623515784740448,-20.059860229492188,0.0003,-0.8992369174957275,10299,37,276,104,0.05197715759277344,,
,10500,,0.017544839531183243,-19.597789764404297,0.0003,-0.34735673666000366,10399,,,,0.05062858760356903,100.0,-39.0383098
-100.63160606000001,10800,100.0,0.016721712425351143,-19.745708465576172,0.0003,0.16774094104766846,10699,37,289,108,0.04679875448346138,,
,11000,,0.017433758825063705,-18.588394165039062,0.0003,0.7275391221046448,10899,,,,0.044420354068279266,100.0,-39.37786784
-97.06724962,11200,100.0,0.019398866221308708,-18.388505935668945,0.0003,1.176051139831543,11099,37,301,112,0.042171936482191086,,
,11500,,0.017810925841331482,-19.262481689453125,0.0003,2.0707156658172607,11399,,,,0.03902851417660713,100.0,-37.99872087999999
-93.12995037,11600,100.0,0.01622052490711212,-18.113174438476562,0.0003,2.297393321990967,11499,36,314,116,0.03803887218236923,,
,12000,,0.01614341326057911,-17.726943969726562,0.0003,3.547109603881836,11899,,,,0.03436360880732536,100.0,-41.977038459999996
-89.27230948999998,12000,100.0,,,,,,36,326,120,,,
-85.74404849999999,12400,100.0,0.01675901561975479,-17.08395004272461,0.0003,4.621670722961426,12299,37,331,124,0.03107202984392643,,
,12500,,0.01849113218486309,-17.073352813720703,0.0003,4.454598426818848,12399,,,,0.0303098913282156,100.0,-42.21096676
-82.27501133,12800,100.0,0.016031857579946518,-15.536026000976562,0.0003,5.433243274688721,12699,37,344,128,0.02813871018588543,,
,13000,,0.015951111912727356,-16.014549255371094,0.0003,5.919759273529053,12899,,,,0.02679077349603176,100.0,-40.82973624000001
-78.77886993,13200,100.0,0.016277961432933807,-15.63995361328125,0.0003,6.170825004577637,13099,37,356,132,0.025519728660583496,,
,13500,,0.014614975079894066,-14.184525489807129,0.0003,6.806254863739014,13399,,,,0.023746276274323463,100.0,-41.668640939999996
-75.16560185,13600,100.0,0.014205503277480602,-14.880487442016602,0.0003,6.960630416870117,13499,36,368,136,0.023187940940260887,,
,14000,,0.013518374413251877,-13.216083526611328,0.0003,7.809647560119629,13899,,,,0.02111096680164337,100.0,-39.99673302000001
-72.04770299,14000,100.0,,,,,,36,381,140,,,
-69.03439591000001,14400,100.0,0.015007169917225838,-12.987751007080078,0.0003,8.589326858520508,14299,37,386,144,0.019240044057369232,,
,14500,,0.014084890484809875,-12.104093551635742,0.0003,8.880382537841797,14399,,,,0.018806248903274536,100.0,-40.45765984
-66.45609744000001,14800,100.0,0.014162481762468815,-11.397953033447266,0.0003,9.60462760925293,14699,37,398,148,0.01757892221212387,,
,15000,,0.01348000019788742,-11.189921379089355,0.0003,9.676599502563477,14899,,,,0.01681411638855934,100.0,-39.6640145
-63.85521468000001,15200,100.0,0.012557396665215492,-9.909579277038574,0.0003,10.198091506958008,15099,36,411,152,0.016091637313365936,,
,15500,,0.010862331837415695,-9.848121643066406,0.0003,10.648802757263184,15399,,,,0.015078150667250156,100.0,-38.974561820000005
-61.50482303,15600,100.0,0.013980812393128872,-8.685195922851562,0.0003,10.770166397094727,15499,36,423,156,0.014762609265744686,,
,16000,,0.01394258439540863,-7.93073844909668,0.0003,11.640702247619629,15899,,,,0.013584936037659645,100.0,-41.31037428
-59.10734806000001,16000,100.0,,,,,,36,436,160,,,
-57.20906431,16400,100.0,0.013141714036464691,-8.103414535522461,0.0003,12.430871963500977,16299,37,441,164,0.012542026117444038,,
,16500,,0.01336662471294403,-7.167141914367676,0.0003,12.433473587036133,16399,,,,0.012300960719585419,100.0,-41.530994559999996
-55.36583649,16800,100.0,0.012347931042313576,-6.114631652832031,0.0003,13.162932395935059,16699,37,453,168,0.011629822663962841,,
,17000,,0.010107291862368584,-4.733852863311768,0.0003,13.393819808959961,16899,,,,0.011210848577320576,100.0,-40.97697161999999
-53.57272481,17200,100.0,0.012458603829145432,-5.471697807312012,0.0003,13.313386917114258,17099,36,465,172,0.010824225842952728,,
,17500,,0.012943550944328308,-4.135263442993164,0.0003,14.152566909790039,17399,,,,0.010297425091266632,100.0,-41.7652534
-52.18456185000001,17600,100.0,0.010957952588796616,-4.90195369720459,0.0003,14.097911834716797,17499,36,478,176,0.010135293938219547,,
,18000,,0.01332206092774868,-1.9482004642486572,0.0003,14.802042007446289,17899,,,,0.009543344378471375,100.0,-40.60933497999999
-50.78237313999999,18000,100.0,,,,,,36,490,180,,,
-49.70673804,18400,100.0,0.010992072522640228,-3.2408447265625,0.0003,15.336557388305664,18299,37,495,184,0.009067542850971222,,
,18500,,0.011737334541976452,-0.5276196002960205,0.0003,15.462846755981445,18399,,,,0.00895783957093954,100.0,-41.98581948000001
-48.94247571000001,18800,100.0,0.010929863899946213,-2.4433674812316895,0.0003,15.842344284057617,18699,37,507,188,0.008698650635778904,,
,19000,,0.011033900082111359,-1.3988834619522095,0.0003,16.085941314697266,18899,,,,0.00854192953556776,100.0,-40.51474546
-47.97380224999999,19200,100.0,0.014186149463057518,-0.166761577129364,0.0003,16.329849243164062,19099,36,520,192,0.00842982716858387,,
,19500,,0.011563127860426903,-2.2938241958618164,0.0003,16.874326705932617,19399,,,,0.008277480490505695,100.0,-39.88393958
-46.93808664,19600,100.0,0.010478688403964043,-0.17663687467575073,0.0003,16.766162872314453,19499,36,532,196,0.008231488056480885,,
,20000,,0.010280095040798187,0.04269050061702728,0.0003,17.414899826049805,19899,,,,0.008095751516520977,100.0,-46.33975406
-46.14708941000001,20000,100.0,,,,,,36,545,200,,,
-45.614271150000015,20400,100.0,0.013030806556344032,-0.7639410495758057,0.0003,17.798561096191406,20299,37,550,204,0.008012677542865276,,
,20500,,0.01164325699210167,-0.0738149881362915,0.0003,17.82077980041504,20399,,,,0.007976721040904522,100.0,-41.92296246
-45.04480739,20800,100.0,0.01097291149199009,1.2294831275939941,0.0003,18.118318557739258,20699,36,562,208,0.007990282028913498,,
,21000,,0.011607412248849869,1.044935941696167,0.0003,18.50886344909668,20899,,,,0.008011902682483196,100.0,-43.86931353999999
-44.568447750000004,21200,100.0,0.010858012363314629,0.6646436452865601,0.0003,18.85503387451172,21099,36,575,212,0.008000144734978676,,
,21500,,0.013261196203529835,-2.013028144836426,0.0003,18.86520004272461,21399,,,,0.008039318025112152,100.0,-49.919737559999994
-44.21060103,21600,100.0,0.012218700721859932,-0.36815762519836426,0.0003,19.252681732177734,21499,36,587,216,0.008019298315048218,,
,22000,,0.012340676039457321,0.21303443610668182,0.0003,19.552047729492188,21899,,,,0.008076022379100323,100.0,-53.08313606000001
-44.23866607,22000,100.0,,,,,,36,599,220,,,
-44.11999568,22400,100.0,0.015503198839724064,0.9273826479911804,0.0003,20.08599090576172,22299,37,604,224,0.00814969465136528,,
,22500,,0.012112770229578018,1.5771453380584717,0.0003,20.218605041503906,22399,,,,0.008179882541298866,100.0,-50.85440173999999
-44.26802946000001,22800,100.0,0.012706795707345009,-0.9333521127700806,0.0003,20.772178649902344,22699,36,617,228,0.008270181715488434,,
,23000,,0.011097468435764313,-1.0987504720687866,0.0003,20.896642684936523,22899,,,,0.008276917040348053,100.0,-48.71833458000001
-44.12474892,23200,100.0,0.01282540988177061,-0.13083292543888092,0.0003,20.954763412475586,23099,36,629,232,0.008317549712955952,,
,23500,,0.013618304394185543,0.04053187370300293,0.0003,21.257797241210938,23399,,,,0.00830412283539772,100.0,-43.20849719999999
-44.33673293000001,23600,100.0,0.010127393528819084,-0.33932721614837646,0.0003,21.320865631103516,23499,36,642,236,0.0083275455981493,,
,24000,,0.012122198939323425,-0.6815286874771118,0.0003,21.995075225830078,23899,,,,0.008442635647952557,100.0,-42.68462732
-44.65585269,24000,100.0,,,,,,36,654,240,,,
-44.64181317,24400,100.0,0.011507658287882805,1.8869266510009766,0.0003,22.104106903076172,24299,36,659,244,0.00855258759111166,,
,24500,,0.015699787065386772,0.0973835289478302,0.0003,22.27039909362793,24399,,,,0.008578835055232048,100.0,-46.153251600000004
-44.74039576,24800,100.0,0.012605361640453339,0.04513734579086304,0.0003,23.046173095703125,24699,36,672,248,0.008588486351072788,,
,25000,,0.011518778279423714,-2.0955443382263184,0.0003,23.001184463500977,24899,,,,0.008618692867457867,100.0,-43.05879782
-44.70133289,25200,100.0,0.015384793281555176,1.3346831798553467,0.0003,23.109699249267578,25099,36,684,252,0.00865714717656374,,
,25500,,0.014642216265201569,0.7193297743797302,0.0003,23.282991409301758,25399,,,,0.00870729424059391,100.0,-45.94288492
-45.00629584,25600,100.0,0.013798197731375694,1.0512912273406982,0.0003,23.261676788330078,25499,36,697,256,0.008720366284251213,,
,26000,,0.014502858743071556,0.4563152492046356,0.0003,24.155696868896484,25899,,,,0.008675412274897099,100.0,-50.29035921999999
-45.05519614999999,26000,100.0,,,,,,36,709,260,,,
-45.323597189999994,26400,100.0,0.012874079868197441,1.54569411277771,0.0003,24.140268325805664,26299,36,714,264,0.008685142733156681,,
,26500,,0.011583440005779266,0.11857330799102783,0.0003,24.79703712463379,26399,,,,0.008673124015331268,100.0,-39.55051992
-45.31890117000001,26800,100.0,0.016819793730974197,0.33337777853012085,0.0003,25.08489227294922,26699,36,726,268,0.008721401914954185,,
,27000,,0.012294730171561241,0.8051580190658569,0.0003,24.81306266784668,26899,,,,0.008710051886737347,100.0,-39.06568572
-45.27041109000001,27200,100.0,0.017519447952508926,-0.5659118890762329,0.0003,25.207305908203125,27099,36,739,272,0.00873629841953516,,
,27500,,0.013373536057770252,-1.6609525680541992,0.0003,25.175779342651367,27399,,,,0.008785413578152657,100.0,-39.36515576
-45.17441334000001,27600,100.0,0.017007771879434586,0.45298540592193604,0.0003,25.585317611694336,27499,36,751,276,0.008736844174563885,,
,28000,,0.01626981608569622,-1.5429047346115112,0.0003,25.873363494873047,27899,,,,0.00873548537492752,100.0,-38.33053718
-45.216357200000004,28000,100.0,,,,,,36,763,280,,,
-45.048856470000004,28400,100.0,0.015316653996706009,0.7641658782958984,0.0003,25.897363662719727,28299,36,768,284,0.008728024549782276,,
,28500,,0.015105602331459522,-0.25243064761161804,0.0003,26.404438018798828,28399,,,,0.008770796470344067,100.0,-39.66686888
-44.80936681,28800,100.0,0.01632244884967804,-0.5682709217071533,0.0003,26.28202247619629,28699,36,781,288,0.008828395046293736,,
,29000,,0.016294308006763458,-1.8197777271270752,0.0003,26.58627700805664,28899,,,,0.008833477273583412,100.0,-38.29425414
-44.76371426000001,29200,100.0,0.017765987664461136,-1.871442437171936,0.0003,26.78960418701172,29099,36,793,292,0.008881643414497375,,
,29500,,0.015455717220902443,-0.24060022830963135,0.0003,27.49867057800293,29399,,,,0.00892973504960537,100.0,-40.27692658
-44.65695594999999,29600,100.0,0.022288329899311066,-0.7612043619155884,0.0003,27.08246612548828,29499,36,805,296,0.008931370452046394,,
,30000,,0.018179703503847122,-1.2204936742782593,0.0003,27.631454467773438,29899,,,,0.008954213932156563,100.0,-39.67636206
-44.618704230000006,30000,100.0,,,,,,36,818,300,,,
-44.46642724000001,30400,100.0,0.02625766582787037,-1.9112110137939453,0.0003,28.05530548095703,30299,36,823,304,0.008969628252089024,,
,30500,,0.01756170019507408,-0.3020535409450531,0.0003,27.92005729675293,30399,,,,0.008970149792730808,100.0,-38.5668704
-44.339617819999994,30800,100.0,0.02127153053879738,-1.5397919416427612,0.0003,28.1750431060791,30699,36,835,308,0.009027907624840736,,
,31000,,0.014826861210167408,-0.7619284391403198,0.0003,29.01276397705078,30899,,,,0.00901946984231472,100.0,-39.2580168
-44.254882529999996,31200,100.0,0.0238972008228302,-1.1163386106491089,0.0003,28.43756866455078,31099,36,847,312,0.00901351124048233,,
,31500,,0.015726692974567413,-0.18409886956214905,0.0003,28.710674285888672,31399,,,,0.00899660587310791,100.0,-38.97511692
-44.149740449999996,31600,100.0,0.015829434618353844,-0.28048646450042725,0.0003,28.988494873046875,31499,36,860,316,0.009021023288369179,,
,32000,,0.017245439812541008,-0.49438178539276123,0.0003,29.299545288085938,31899,,,,0.00909798126667738,100.0,-38.278345099999996
-43.813656730000005,32000,100.0,,,,,,36,872,320,,,
-43.42433949000001,32400,100.0,0.019909091293811798,-1.1421250104904175,0.0003,29.291099548339844,32299,36,877,324,0.009114198386669159,,
,32500,,0.016408514231443405,-2.1292545795440674,0.0003,29.732471466064453,32399,,,,0.009086391888558865,100.0,-38.68191046
-42.98252613000002,32800,100.0,0.015336135402321815,-1.1315069198608398,0.0003,29.58102798461914,32699,36,890,328,0.009166207164525986,,
,33000,,0.018406488001346588,0.37826183438301086,0.0003,29.916257858276367,32899,,,,0.009187337942421436,100.0,-39.7584583
-42.567204649999994,33200,100.0,0.017940916121006012,-0.8464706540107727,0.0003,29.54490852355957,33099,36,902,332,0.009172040037810802,,
,33500,,0.018619354814291,-2.2828781604766846,0.0003,29.9239501953125,33399,,,,0.0091280248016119,100.0,-39.34546986
-42.52363755,33600,100.0,0.017735227942466736,-0.7959073185920715,0.0003,30.22988510131836,33499,36,914,336,0.009110636077821255,,
,34000,,0.018316179513931274,0.3294059634208679,0.0003,30.674152374267578,33899,,,,0.009104820899665356,100.0,-38.78753032
-42.09715045,34000,100.0,,,,,,36,927,340,,,
-42.012025439999995,34400,100.0,0.022083355113863945,0.2323160469532013,0.0003,30.563875198364258,34299,36,932,344,0.009037827141582966,,
,34500,,0.023230422288179398,-0.9072712659835815,0.0003,30.8074951171875,34399,,,,0.00902610830962658,100.0,-37.94469932
-41.790373990000006,34800,100.0,0.022531474009156227,-0.26119667291641235,0.0003,30.582372665405273,34699,36,944,348,0.009063600562512875,,
,35000,,0.016371292993426323,0.07138584554195404,0.0003,30.73400115966797,34899,,,,0.009114742279052734,100.0,-38.645596219999995
-41.517946280000004,35200,100.0,0.021516576409339905,1.1456574201583862,0.0003,31.017152786254883,35099,36,957,352,0.009099595248699188,,
,35500,,0.014641998335719109,-0.9808053970336914,0.0003,31.384010314941406,35399,,,,0.0090698953717947,100.0,-38.458372659999995
-41.10377849,35600,100.0,0.022266177460551262,-0.3766738772392273,0.0003,31.384037017822266,35499,36,969,356,0.009064015001058578,,
,36000,,0.02195187285542488,1.0634735822677612,0.0003,31.121671676635742,35899,,,,0.009080164134502411,100.0,-38.8603077
-41.01257062,36000,100.0,,,,,,36,981,360,,,
-40.459384730000004,36400,100.0,0.018578797578811646,0.6165332794189453,0.0003,31.729738235473633,36299,36,986,364,0.009116471745073795,,
,36500,,0.01941467635333538,0.16309724748134613,0.0003,31.739959716796875,36399,,,,0.00915470253676176,100.0,-39.92875324
-40.128934369999996,36800,100.0,0.027432091534137726,0.8684131503105164,0.0003,32.1678466796875,36699,36,999,368,0.009067279286682606,,
,37000,,0.021689940243959427,-0.510059118270874,0.0003,32.16649627685547,36899,,,,0.00912701990455389,100.0,-39.348483720000004
-40.00525727,37200,100.0,0.021814003586769104,-0.32660144567489624,0.0003,32.35840606689453,37099,36,1011,372,0.009132678620517254,,
,37500,,0.024066099897027016,0.08802828192710876,0.0003,32.346160888671875,37399,,,,0.009212769567966461,100.0,-40.89976786
-40.25789476,37600,100.0,0.01867806911468506,0.5504225492477417,0.0003,32.3939208984375,37499,36,1024,376,0.009176121093332767,,
,38000,,0.021074295043945312,-1.3270518779754639,0.0003,32.918182373046875,37899,,,,0.009140308015048504,100.0,-38.20778635999999
-40.26970823,38000,100.0,,,,,,36,1036,380,,,
-40.38733122,38400,100.0,0.02848058193922043,0.2702556848526001,0.0003,32.69557189941406,38299,36,1041,384,0.009125631302595139,,
,38500,,0.021231504157185555,-0.844586968421936,0.0003,32.72504425048828,38399,,,,0.009142682887613773,100.0,-39.21015972
-40.481087099999996,38800,100.0,0.025070765987038612,-0.8926576972007751,0.0003,33.1659049987793,38699,36,1053,388,0.009200600907206535,,
,39000,,0.018512044101953506,0.6513623595237732,0.0003,32.97413635253906,38899,,,,0.009210375137627125,100.0,-40.673715519999995
-40.07325779,39200,100.0,0.019457653164863586,-2.0669751167297363,0.0003,32.7463264465332,39099,36,1066,392,0.009343019686639309,,
,39500,,0.025799263268709183,1.3766118288040161,0.0003,33.19498062133789,39399,,,,0.009331404231488705,100.0,-40.60225216
-40.164538629999996,39600,100.0,0.03631439059972763,-1.1001532077789307,0.0003,33.106109619140625,39499,36,1078,396,0.009370598010718822,,
,40000,,0.021726906299591064,0.165715754032135,0.0003,33.71964645385742,39899,,,,0.009394802153110504,100.0,-40.024982279999996
-40.21186187,40000,100.0,,,,,,36,1091,400,,,
-40.14826153,40400,100.0,0.02012462541460991,-0.685533881187439,0.0003,33.548301696777344,40299,36,1096,404,0.009435629472136497,,
,40500,,0.03396812081336975,-0.48075079917907715,0.0003,33.670372009277344,40399,,,,0.009455857798457146,100.0,-40.10370568
-39.933565109999996,40800,100.0,0.027947481721639633,0.21691924333572388,0.0003,33.21488952636719,40699,36,1108,408,0.009578530676662922,,
,41000,,0.020579257979989052,-1.120750904083252,0.0003,33.64338302612305,40899,,,,0.00957433506846428,100.0,-39.20814914
-39.45707793,41200,100.0,0.01945137232542038,1.463140606880188,0.0003,33.93207931518555,41099,36,1120,412,0.009606433100998402,,
,41500,,0.021444926038384438,0.17148105800151825,0.0003,34.38691711425781,41399,,,,0.0096089206635952,100.0,-39.00757738
-39.4921699,41600,100.0,0.023034486919641495,1.7618420124053955,0.0003,34.25102996826172,41499,36,1132,416,0.009569679386913776,,
,42000,,0.0187758170068264,0.5211014747619629,0.0003,34.38252258300781,41899,,,,0.009536925703287125,100.0,-40.11784426
-39.3238605,42000,100.0,,,,,,36,1145,420,,,
-39.202053840000005,42400,100.0,0.01792401820421219,1.7064738273620605,0.0003,34.44753646850586,42299,36,1150,424,0.009561851620674133,,
,42500,,0.020346665754914284,-0.9682751297950745,0.0003,34.96417236328125,42399,,,,0.009587245061993599,100.0,-37.44808622000001
-39.217029499999995,42800,100.0,0.026275180280208588,1.265048861503601,0.0003,35.35462188720703,42699,36,1162,428,0.009557375684380531,,
,43000,,0.04115483537316322,0.14402569830417633,0.0003,34.48699188232422,42899,,,,0.009573791176080704,100.0,-39.83028768
-39.234326640000006,43200,100.0,0.020002447068691254,-0.8289923667907715,0.0003,34.894256591796875,43099,36,1175,432,0.00962997879832983,,
,43500,,0.03696013242006302,0.23887543380260468,0.0003,34.80223083496094,43399,,,,0.009597807191312313,100.0,-36.3090787
-38.97585012,43600,100.0,0.022058458998799324,0.6739939451217651,0.0003,34.63763427734375,43499,36,1187,436,0.00964350625872612,,
,44000,,0.024529267102479935,-0.8762608170509338,0.0003,34.907447814941406,43899,,,,0.009736577980220318,100.0,-36.20789834
-38.87172453,44000,100.0,,,,,,36,1200,440,,,
-38.731774660000006,44400,100.0,0.017314363270998,-0.718951940536499,0.0003,35.73996353149414,44299,36,1205,444,0.009718840941786766,,
,44500,,0.01740926131606102,-0.16670149564743042,0.0003,35.86701583862305,44399,,,,0.009671792387962341,100.0,-36.10136306
-38.62726184,44800,100.0,0.02044324390590191,0.7579329013824463,0.0003,35.467872619628906,44699,36,1217,448,0.009701043367385864,,
,45000,,0.03432881087064743,-1.6576793193817139,0.0003,35.79336166381836,44899,,,,0.009656506590545177,100.0,-40.47610666
-38.6373992,45200,100.0,0.022081607952713966,-0.011481553316116333,0.0003,35.459598541259766,45099,36,1229,452,0.009570011869072914,,
,45500,,0.02965773455798626,0.12643608450889587,0.0003,35.168601989746094,45399,,,,0.009665346704423428,100.0,-39.04114816
-38.24385255000001,45600,100.0,0.036173537373542786,0.9612538814544678,0.0003,35.294708251953125,45499,36,1242,456,0.0096405278891325,,
,46000,,0.02298228070139885,1.3030812740325928,0.0003,36.14436340332031,45899,,,,0.009565969929099083,100.0,-39.9659181
-38.637415600000004,46000,100.0,,,,,,36,1254,460,,,
-38.7114219,46400,100.0,0.035832446068525314,0.20232537388801575,0.0003,36.162689208984375,46299,36,1259,464,0.009588615968823433,,
,46500,,0.021600594744086266,-0.3361964821815491,0.0003,35.85184860229492,46399,,,,0.009521140716969967,100.0,-41.37778972
-38.6215293,46800,100.0,0.028075318783521652,0.06788456439971924,0.0003,35.65258026123047,46699,36,1271,468,0.009553015232086182,,
,47000,,0.035224512219429016,-0.6565349698066711,0.0003,35.369022369384766,46899,,,,0.009563188068568707,100.0,-38.63450358
-39.17293526,47200,100.0,0.03188513219356537,-1.4067769050598145,0.0003,36.49774169921875,47099,36,1284,472,0.009557470679283142,,
,47500,,0.029488321393728256,-0.178602397441864,0.0003,36.251922607421875,47399,,,,0.009566941298544407,100.0,-42.2668888
-38.9939776,47600,100.0,0.022975008934736252,-0.0521281361579895,0.0003,36.40476989746094,47499,36,1296,476,0.009595307521522045,,
,48000,,0.031643569469451904,-0.15852278470993042,0.0003,36.89282989501953,47899,,,,0.009637613780796528,100.0,-40.550068599999996
-39.03858688,48000,100.0,,,,,,36,1309,480,,,
-39.05893834,48400,100.0,0.034876249730587006,-0.5554415583610535,0.0003,36.59159851074219,48299,36,1314,484,0.009679174050688744,,
,48500,,0.050852756947278976,-0.732241153717041,0.0003,36.901641845703125,48399,,,,0.009687591344118118,100.0,-40.897051420000004
-39.04765579,48800,100.0,0.028564194217324257,0.8762949705123901,0.0003,36.367652893066406,48699,36,1326,488,0.0097777359187603,,
,49000,,0.027799945324659348,-0.9721389412879944,0.0003,36.99644470214844,48899,,,,0.00978141464293003,100.0,-41.01153384
-39.20139118,49200,100.0,0.030471375212073326,-0.05142548680305481,0.0003,37.248878479003906,49099,36,1339,492,0.009781806729733944,,
,49500,,0.034179963171482086,1.8169348239898682,0.0003,36.59095001220703,49399,,,,0.009750131517648697,100.0,-40.31183044
-39.58414106,49600,100.0,0.030651960521936417,1.301262378692627,0.0003,36.946563720703125,49499,36,1351,496,0.009768033400177956,,
,50000,,0.023764338344335556,1.8114616870880127,0.0003,36.91496658325195,49899,,,,0.009820615872740746,100.0,-42.82937978
-39.55023804,50000,100.0,,,,,,36,1363,500,,,
