train/learning_rate,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,train/actor_loss,rollout/ep_len_mean,time/episodes,time/fps,train/critic_loss,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
0.001,134399,,134500,55.26348114013672,,,,0.10381602495908737,,-42.52914762,100.0
0.001,134699,-41.45638052,134800,55.12125778198242,100.0,1348,70,0.11576341837644577,1909,,
0.001,134899,,135000,55.65943145751953,,,,0.0977916419506073,,-43.91178341999999,100.0
0.001,135099,-41.4780871,135200,55.17317199707031,100.0,1352,70,0.08514877408742905,1916,,
0.001,135399,,135500,55.047969818115234,,,,0.10989580303430557,,-45.03613111999999,100.0
0.001,135499,-41.39026353,135600,55.511253356933594,100.0,1356,70,0.09208106994628906,1922,,
0.001,135899,,136000,55.606285095214844,,,,0.1079147607088089,,-40.81925752,100.0
,,-41.20598852999999,136000,,100.0,1360,70,,1929,,
0.001,136299,-41.34204836,136400,55.36702346801758,100.0,1364,70,0.11539121717214584,1931,,
0.001,136399,,136500,55.92848205566406,,,,0.1388944387435913,,-41.640930579999996,100.0
0.001,136699,-41.23661569,136800,55.28084945678711,100.0,1368,70,0.1406838595867157,1938,,
0.001,136899,,137000,55.213260650634766,,,,0.11955279111862183,,-44.29472603999999,100.0
0.001,137099,-41.22908119999999,137200,55.00404357910156,100.0,1372,70,0.10120896250009537,1944,,
0.001,137399,,137500,55.0555419921875,,,,0.10665792226791382,,-42.258920960000005,100.0
0.001,137499,-41.0509321,137600,55.66474533081055,100.0,1376,70,0.18023556470870972,1951,,
0.001,137899,,138000,55.85942077636719,,,,0.12258253991603851,,-43.820116340000006,100.0
,,-40.997269419999995,138000,,100.0,1380,70,,1957,,
0.001,138299,-40.748138469999994,138400,55.728858947753906,100.0,1384,70,0.10591907054185867,1960,,
0.001,138399,,138500,55.437774658203125,,,,0.10259281098842621,,-42.95164028,100.0
0.001,138699,-40.862711749999995,138800,55.67188262939453,100.0,1388,70,0.1136435866355896,1966,,
0.001,138899,,139000,55.36125946044922,,,,0.10043219476938248,,-42.244794600000006,100.0
0.001,139099,-40.91444491,139200,55.845550537109375,100.0,1392,70,0.10190727561712265,1973,,
0.001,139399,,139500,55.34857177734375,,,,0.1348179578781128,,-42.916151760000005,100.0
0.001,139499,-40.905378170000006,139600,55.661956787109375,100.0,1396,70,0.0898217111825943,1979,,
0.001,139899,,140000,55.50056457519531,,,,0.10125826299190521,,-45.90875968,100.0
,,-41.013357649999996,140000,,100.0,1400,70,,1986,,
0.001,140299,-40.931531400000004,140400,55.69960021972656,100.0,1404,70,0.09628863632678986,1988,,
0.001,140399,,140500,55.292701721191406,,,,0.06978577375411987,,-43.547415519999994,100.0
0.001,140699,-41.22537378999999,140800,55.079071044921875,100.0,1408,70,0.10979771614074707,1995,,
0.001,140899,,141000,55.54205322265625,,,,0.08123157918453217,,-43.71167086,100.0
0.001,141099,-41.29534706,141200,55.306758880615234,100.0,1412,70,0.13126987218856812,2001,,
0.001,141399,,141500,55.74564743041992,,,,0.06226951256394386,,-42.49886686,100.0
0.001,141499,-41.38055859,141600,55.57878112792969,100.0,1416,70,0.08261415362358093,2008,,
0.001,141899,,142000,55.65188217163086,,,,0.07077093422412872,,-42.04089696,100.0
,,-41.500127649999996,142000,,100.0,1420,70,,2014,,
0.001,142299,-41.536081180000004,142400,55.66352844238281,100.0,1424,70,0.08318683505058289,2016,,
0.001,142399,,142500,55.384761810302734,,,,0.08416043221950531,,-42.756674759999996,100.0
0.001,142699,-41.474485290000004,142800,55.71884536743164,100.0,1428,70,0.10565583407878876,2023,,
0.001,142899,,143000,55.286746978759766,,,,0.1197851151227951,,-42.634700599999995,100.0
0.001,143099,-41.51834056,143200,55.74391555786133,100.0,1432,70,0.09653010964393616,2030,,
0.001,143399,,143500,55.215843200683594,,,,0.08227266371250153,,-41.15495046,100.0
0.001,143499,-41.637905169999996,143600,55.388267517089844,100.0,1436,70,0.09113472700119019,2036,,
0.001,143899,,144000,54.95287322998047,,,,0.07962539047002792,,-41.157184019999995,100.0
,,-41.62729289,144000,,100.0,1440,70,,2043,,
0.001,144299,-41.683730860000004,144400,55.08993911743164,100.0,1444,70,0.0736457109451294,2045,,
0.001,144399,,144500,55.497100830078125,,,,0.0641307383775711,,-42.001994460000006,100.0
0.001,144699,-41.410578140000005,144800,55.08311462402344,100.0,1448,70,0.0871480256319046,2052,,
0.001,144899,,145000,54.98363494873047,,,,0.07696406543254852,,-40.94058718,100.0
0.001,145099,-41.63298434,145200,55.314430236816406,100.0,1452,70,0.11091707646846771,2058,,
0.001,145399,,145500,54.7501220703125,,,,0.08135183900594711,,-43.167255239999996,100.0
0.001,145499,-41.48628143,145600,55.30729675292969,100.0,1456,70,0.07962724566459656,2065,,
0.001,145899,,146000,55.08961486816406,,,,0.08262057602405548,,-41.492226959999996,100.0
,,-41.59842326,146000,,100.0,1460,70,,2071,,
0.001,146299,-41.44712241,146400,54.8729248046875,100.0,1464,70,0.08996665477752686,2074,,
0.001,146399,,146500,55.48866271972656,,,,0.08257324993610382,,-41.719233720000005,100.0
0.001,146699,-41.40118170999999,146800,55.452335357666016,100.0,1468,70,0.08306939154863358,2080,,
0.001,146899,,147000,54.860801696777344,,,,0.09609183669090271,,-39.29968675999999,100.0
0.001,147099,-41.33802299999999,147200,55.041015625,100.0,1472,70,0.0976048931479454,2087,,
0.001,147399,,147500,55.120155334472656,,,,0.12315843999385834,,-39.02885892,100.0
0.001,147499,-41.572898380000005,147600,55.16053009033203,100.0,1476,70,0.11107952147722244,2094,,
0.001,147899,,148000,54.80881118774414,,,,0.10415345430374146,,-40.69108416,100.0
,,-41.286252329999996,148000,,100.0,1480,70,,2100,,
0.001,148299,-41.40227884,148400,55.48597717285156,100.0,1484,70,0.08690224587917328,2103,,
0.001,148399,,148500,55.10193634033203,,,,0.14053434133529663,,-41.11963565999999,100.0
0.001,148699,-41.13577336,148800,54.81680679321289,100.0,1488,70,0.0921558141708374,2109,,
0.001,148899,,149000,54.78921890258789,,,,0.1284044235944748,,-40.09108902,100.0
0.001,149099,-40.89826820999999,149200,54.8243408203125,100.0,1492,70,0.10185518860816956,2116,,
0.001,149399,,149500,54.75514221191406,,,,0.0877663791179657,,-40.54188094,100.0
0.001,149499,-40.60833262,149600,55.00334167480469,100.0,1496,70,0.22524908185005188,2122,,
0.001,149899,,150000,54.94721984863281,,,,0.07913936674594879,,-39.854791379999995,100.0
,,-40.416391839999996,150000,,100.0,1500,70,,2129,,
0.001,150299,-40.368221240000004,150400,55.39775466918945,100.0,1504,70,0.07929426431655884,2131,,
0.001,150399,,150500,54.95780944824219,,,,0.07587650418281555,,-41.94459314000001,100.0
0.001,150699,-40.02327655,150800,55.127838134765625,100.0,1508,70,0.07963921129703522,2138,,
0.001,150899,,151000,54.9255485534668,,,,0.08908134698867798,,-39.36518592,100.0
0.001,151099,-39.98831025,151200,54.8599853515625,100.0,1512,70,0.06367692351341248,2145,,
0.001,151399,,151500,55.02510070800781,,,,0.1285506933927536,,-40.227711459999995,100.0
0.001,151499,-39.83789623,151600,54.986900329589844,100.0,1516,70,0.11870928108692169,2151,,
0.001,151899,,152000,54.95005798339844,,,,0.06724636256694794,,-40.0188433,100.0
,,-39.911272710000006,152000,,100.0,1520,70,,2158,,
0.001,152299,-40.113224960000004,152400,55.05047607421875,100.0,1524,70,0.0879550650715828,2160,,
0.001,152399,,152500,54.78963088989258,,,,0.08436150848865509,,-40.7355524,100.0
0.001,152699,-40.320003439999994,152800,55.453128814697266,100.0,1528,70,0.07315190136432648,2167,,
0.001,152899,,153000,54.78913879394531,,,,0.08706708997488022,,-40.81534078,100.0
0.001,153099,-40.36834269,153200,54.831336975097656,100.0,1532,70,0.08451461046934128,2173,,
0.001,153399,,153500,55.354576110839844,,,,0.06619470566511154,,-42.368539659999996,100.0
0.001,153499,-40.20763489,153600,55.12691879272461,100.0,1536,70,0.07443123310804367,2180,,
0.001,153899,,154000,54.88391876220703,,,,0.15371456742286682,,-40.892099120000005,100.0
,,-40.06689703,154000,,100.0,1540,70,,2186,,
0.001,154299,-40.179055399999996,154400,55.25640869140625,100.0,1544,70,0.09420037269592285,2189,,
0.001,154399,,154500,55.348087310791016,,,,0.07844488322734833,,-41.77199084,100.0
0.001,154699,-40.419672889999994,154800,55.05061340332031,100.0,1548,70,0.06254273653030396,2195,,
0.001,154899,,155000,55.076637268066406,,,,0.09539766609668732,,-45.319639339999995,100.0
0.001,155099,-40.25225414,155200,55.19219970703125,100.0,1552,70,0.08839532732963562,2202,,
0.001,155399,,155500,54.71668243408203,,,,0.11885737627744675,,-45.7262536,100.0
0.001,155499,-40.2689617,155600,54.97285461425781,100.0,1556,70,0.25994205474853516,2208,,
0.001,155899,,156000,54.824989318847656,,,,0.12747973203659058,,-50.738975020000005,100.0
,,-40.35474808000001,156000,,100.0,1560,70,,2215,,
0.001,156299,-40.48751723,156400,55.453521728515625,100.0,1564,70,0.10467268526554108,2217,,
0.001,156399,,156500,54.98259735107422,,,,0.10578809678554535,,-45.436553239999995,100.0
0.001,156699,-40.600707990000004,156800,55.22197341918945,100.0,1568,70,0.14477409422397614,2224,,
0.001,156899,,157000,55.160884857177734,,,,0.09597453474998474,,-40.1978199,100.0
0.001,157099,-40.634731349999996,157200,55.36914825439453,100.0,1572,70,0.10417277365922928,2230,,
0.001,157399,,157500,54.835350036621094,,,,0.09230106323957443,,-44.28869554,100.0
0.001,157499,-40.593665619999996,157600,54.84549331665039,100.0,1576,70,0.11097904294729233,2237,,
0.001,157899,,158000,55.21513748168945,,,,0.0903683751821518,,-40.78791072,100.0
,,-40.71812004,158000,,100.0,1580,70,,2243,,
0.001,158299,-40.809573709999995,158400,54.7496337890625,100.0,1584,70,0.09150481224060059,2246,,
0.001,158399,,158500,55.16889190673828,,,,0.10781488567590714,,-42.93248165999999,100.0
0.001,158699,-40.85055481,158800,55.386383056640625,100.0,1588,70,0.0908810943365097,2252,,
0.001,158899,,159000,54.994537353515625,,,,0.09326595067977905,,-42.752947379999995,100.0
0.001,159099,-41.420225099999996,159200,55.25449752807617,100.0,1592,70,0.11214998364448547,2259,,
0.001,159399,,159500,54.99564743041992,,,,0.17060014605522156,,-44.48460686000001,100.0
0.001,159499,-41.90263700999999,159600,54.39772033691406,100.0,1596,70,0.08996476233005524,2265,,
0.001,159899,,160000,55.252708435058594,,,,0.09036599099636078,,-40.73322312,100.0
,,-42.402178510000006,160000,,100.0,1600,70,,2272,,
0.001,160299,-42.45063987,160400,54.72398376464844,100.0,1604,70,0.11409270018339157,2274,,
0.001,160399,,160500,54.791378021240234,,,,0.11443807184696198,,-41.914209140000004,100.0
0.001,160699,-42.36805369,160800,55.0404052734375,100.0,1608,70,0.169480100274086,2281,,
0.001,160899,,161000,54.72673034667969,,,,0.10307104885578156,,-41.33459087999999,100.0
0.001,161099,-42.42352658000001,161200,55.09651184082031,100.0,1612,70,0.1439908891916275,2287,,
0.001,161399,,161500,55.083412170410156,,,,0.1087840273976326,,-41.304721179999994,100.0
0.001,161499,-42.65753171,161600,54.85210418701172,100.0,1616,70,0.11072439700365067,2294,,
0.001,161899,,162000,54.67549133300781,,,,0.08681070804595947,,-41.53585132,100.0
,,-42.89810336000001,162000,,100.0,1620,70,,2300,,
0.001,162299,-42.72143758,162400,55.316261291503906,100.0,1624,70,0.09327815473079681,2303,,
0.001,162399,,162500,55.55558776855469,,,,0.07899041473865509,,-43.7684158,100.0
0.001,162699,-42.48025434,162800,55.111480712890625,100.0,1628,70,0.12337969243526459,2309,,
0.001,162899,,163000,55.146217346191406,,,,0.11947362124919891,,-40.4574749,100.0
0.001,163099,-42.44329274,163200,55.11914825439453,100.0,1632,70,0.10254500806331635,2316,,
0.001,163399,,163500,54.512916564941406,,,,0.13758252561092377,,-41.59584134,100.0
0.001,163499,-42.36007556,163600,55.22411346435547,100.0,1636,70,0.12654003500938416,2323,,
0.001,163899,,164000,55.041114807128906,,,,0.08635249733924866,,-41.613280659999994,100.0
,,-42.55979836,164000,,100.0,1640,70,,2329,,
0.001,164299,-42.58228192000001,164400,55.28388595581055,100.0,1644,70,0.10419324785470963,2332,,
0.001,164399,,164500,55.193817138671875,,,,0.12936873733997345,,-44.9027861,100.0
0.001,164699,-42.424099090000006,164800,54.43914031982422,100.0,1648,70,0.12066435813903809,2338,,
0.001,164899,,165000,55.70824432373047,,,,0.09736265242099762,,-43.15227718,100.0
0.001,165099,-42.63185058000001,165200,54.3766975402832,100.0,1652,70,0.10870550572872162,2345,,
0.001,165399,,165500,54.8696403503418,,,,0.1434103548526764,,-46.63761314000001,100.0
0.001,165499,-43.372094680000004,165600,55.08126449584961,100.0,1656,70,0.12880682945251465,2351,,
0.001,165899,,166000,55.24204635620117,,,,0.1147216409444809,,-46.271169920000006,100.0
,,-43.41233991,166000,,100.0,1660,70,,2358,,
0.001,166299,-43.59670636,166400,54.90081787109375,100.0,1664,70,0.08535382151603699,2360,,
0.001,166399,,166500,54.660797119140625,,,,0.1380113661289215,,-48.718348799999994,100.0
0.001,166699,-43.65621265000001,166800,54.959068298339844,100.0,1668,70,0.15346866846084595,2367,,
0.001,166899,,167000,55.1570930480957,,,,0.10287149250507355,,-43.56649638,100.0
0.001,167099,-43.852443779999994,167200,54.906429290771484,100.0,1672,70,0.12647899985313416,2373,,
0.001,167399,,167500,54.84033966064453,,,,0.11639854311943054,,-45.794282300000006,100.0
0.001,167499,-44.16340912999999,167600,55.26475524902344,100.0,1676,70,0.12337259948253632,2380,,
0.001,167899,,168000,54.880889892578125,,,,0.14766889810562134,,-41.54589892,100.0
,,-44.17911547,168000,,100.0,1680,70,,2386,,
0.001,168299,-44.241941020000006,168400,54.51136779785156,100.0,1684,70,0.10133106261491776,2389,,
0.001,168399,,168500,55.18657302856445,,,,0.1168569028377533,,-43.56439754000001,100.0
0.001,168699,-44.35799587,168800,54.91328430175781,100.0,1688,70,0.10229519009590149,2395,,
0.001,168899,,169000,55.22744369506836,,,,0.15456551313400269,,-40.736413119999995,100.0
0.001,169099,-43.843619190000005,169200,54.30030059814453,100.0,1692,70,0.1514894962310791,2402,,
0.001,169399,,169500,54.18315124511719,,,,0.14483043551445007,,-40.8309802,100.0
0.001,169499,-43.51697239000001,169600,55.082862854003906,100.0,1696,70,0.10303894430398941,2408,,
0.001,169899,,170000,54.80632019042969,,,,0.11898776143789291,,-39.85894872,100.0
,,-43.13821276000001,170000,,100.0,1700,70,,2415,,
0.001,170299,-43.00022129000002,170400,54.889286041259766,100.0,1704,70,0.13678276538848877,2417,,
0.001,170399,,170500,54.662899017333984,,,,0.1628391146659851,,-42.328738259999994,100.0
0.001,170699,-43.10655219,170800,54.54338836669922,100.0,1708,70,0.1135057583451271,2424,,
0.001,170899,,171000,54.613037109375,,,,0.12284057587385178,,-42.45507541999999,100.0
0.001,171099,-43.17534474,171200,54.39268493652344,100.0,1712,70,0.15803003311157227,2430,,
0.001,171399,,171500,54.514060974121094,,,,0.13188491761684418,,-43.69454306000001,100.0
0.001,171499,-42.88706041000001,171600,54.557945251464844,100.0,1716,70,0.11668574810028076,2437,,
0.001,171899,,172000,54.615665435791016,,,,0.11005077511072159,,-43.66655946,100.0
,,-42.7387216,172000,,100.0,1720,70,,2443,,
0.001,172299,-42.63198056000001,172400,55.23708724975586,100.0,1724,70,0.15065154433250427,2446,,
0.001,172399,,172500,55.24730682373047,,,,0.1089676022529602,,-43.46108776,100.0
0.001,172699,-43.002963890000004,172800,55.11846923828125,100.0,1728,70,0.17878979444503784,2452,,
0.001,172899,,173000,54.74346923828125,,,,0.11550704389810562,,-42.017701239999994,100.0
0.001,173099,-42.981367119999994,173200,54.75738525390625,100.0,1732,70,0.13366329669952393,2459,,
0.001,173399,,173500,54.664634704589844,,,,0.11307370662689209,,-46.02690656,100.0
0.001,173499,-43.24591323999999,173600,54.60774230957031,100.0,1736,70,0.1989506036043167,2465,,
0.001,173899,,174000,55.22582244873047,,,,0.12839652597904205,,-42.24330416,100.0
,,-43.22998372000001,174000,,100.0,1740,70,,2472,,
0.001,174299,-42.99374662,174400,54.57530212402344,100.0,1744,70,0.11012758314609528,2474,,
0.001,174399,,174500,54.83357238769531,,,,0.21253374218940735,,-45.234329579999994,100.0
0.001,174699,-43.393824380000005,174800,54.756797790527344,100.0,1748,70,0.14931410551071167,2481,,
0.001,174899,,175000,54.8817138671875,,,,0.21865509450435638,,-42.87078254,100.0
0.001,175099,-43.342547010000004,175200,54.64291000366211,100.0,1752,70,0.17920012772083282,2487,,
0.001,175399,,175500,54.542503356933594,,,,0.251858115196228,,-41.78451448,100.0
0.001,175499,-43.03693122000001,175600,54.76371765136719,100.0,1756,70,0.14412839710712433,2494,,
0.001,175899,,176000,54.8778076171875,,,,0.1611103117465973,,-40.65170446,100.0
,,-42.94911578,176000,,100.0,1760,70,,2500,,
0.001,176299,-42.85371845,176400,55.1177978515625,100.0,1764,70,0.22352179884910583,2503,,
0.001,176399,,176500,55.07767105102539,,,,0.2656208872795105,,-41.46789448,100.0
0.001,176699,-42.79990259,176800,54.86778259277344,100.0,1768,70,0.23508918285369873,2509,,
0.001,176899,,177000,54.458656311035156,,,,0.2073991596698761,,-41.163491060000005,100.0
0.001,177099,-42.798009279999995,177200,54.21211242675781,100.0,1772,70,0.2916790246963501,2516,,
0.001,177399,,177500,53.98400115966797,,,,0.20579290390014648,,-41.680955700000005,100.0
0.001,177499,-42.40121714,177600,54.94851303100586,100.0,1776,70,0.22878576815128326,2522,,
0.001,177899,,178000,54.35094451904297,,,,0.37570250034332275,,-40.256040320000004,100.0
,,-42.47031003000001,178000,,100.0,1780,70,,2529,,
0.001,178299,-42.49370902,178400,54.27751159667969,100.0,1784,70,0.25304877758026123,2531,,
0.001,178399,,178500,54.41484832763672,,,,0.21136029064655304,,-42.6295142,100.0
0.001,178699,-42.553283279999995,178800,54.47332763671875,100.0,1788,70,0.24930396676063538,2538,,
0.001,178899,,179000,54.47918701171875,,,,0.2991405129432678,,-45.50452038,100.0
0.001,179099,-42.4026753,179200,54.30662536621094,100.0,1792,70,0.2243276685476303,2544,,
0.001,179399,,179500,53.81911849975586,,,,0.24007810652256012,,-54.28417856,100.0
0.001,179499,-42.67841214,179600,54.60762405395508,100.0,1796,70,0.22792622447013855,2551,,
0.001,179899,,180000,54.125579833984375,,,,0.21712204813957214,,-46.771406739999996,100.0
,,-42.826581690000005,180000,,100.0,1800,70,,2557,,
0.001,180299,-43.374144619999996,180400,54.54628372192383,100.0,1804,70,0.25083017349243164,2560,,
0.001,180399,,180500,54.190147399902344,,,,0.21580550074577332,,-47.890690379999995,100.0
0.001,180699,-44.200739510000005,180800,54.28041076660156,100.0,1808,70,0.18909047544002533,2566,,
0.001,180899,,181000,54.113224029541016,,,,0.18536615371704102,,-69.2165651,100.0
0.001,181099,-45.394889780000014,181200,54.47911834716797,100.0,1812,70,0.22021332383155823,2572,,
0.001,181399,,181500,54.71708679199219,,,,0.3489460051059723,,-49.420356,100.0
0.001,181499,-45.56706155,181600,54.65443420410156,100.0,1816,70,0.3265308141708374,2579,,
0.001,181899,,182000,55.01578903198242,,,,0.2875409722328186,,-45.61890078,100.0
,,-45.703663420000005,182000,,100.0,1820,70,,2585,,
0.001,182299,-45.81742184999999,182400,53.9857063293457,100.0,1824,70,0.3328162431716919,2588,,
0.001,182399,,182500,54.485076904296875,,,,0.22078821063041687,,-43.72659545999999,100.0
0.001,182699,-45.58774117,182800,54.31446075439453,100.0,1828,70,0.3159603476524353,2594,,
0.001,182899,,183000,54.65093994140625,,,,0.2592920660972595,,-40.0785598,100.0
0.001,183099,-45.69969422000001,183200,54.1362419128418,100.0,1832,70,0.2469397485256195,2601,,
0.001,183399,,183500,54.09503936767578,,,,0.24357441067695618,,-40.80159198,100.0
0.001,183499,-45.74014640999999,183600,54.46757888793945,100.0,1836,70,0.22706860303878784,2607,,
0.001,183899,,184000,54.89437484741211,,,,0.18433207273483276,,-43.3843344,100.0
,,-45.66736995,184000,,100.0,1840,70,,2614,,
0.001,184299,-45.8032125,184400,54.02489471435547,100.0,1844,70,0.1921178549528122,2616,,
0.001,184399,,184500,54.84062194824219,,,,0.2195281833410263,,-45.461256320000004,100.0
0.001,184699,-45.36676632999999,184800,54.235801696777344,100.0,1848,70,0.1504565179347992,2623,,
0.001,184899,,185000,53.889976501464844,,,,0.1702061891555786,,-42.270061559999995,100.0
0.001,185099,-45.283081609999996,185200,54.43569564819336,100.0,1852,70,0.20699918270111084,2629,,
0.001,185399,,185500,54.710479736328125,,,,0.16438478231430054,,-41.09494848,100.0
0.001,185499,-45.00728841999999,185600,54.41207504272461,100.0,1856,70,0.12259918451309204,2636,,
0.001,185899,,186000,54.188838958740234,,,,0.17458036541938782,,-43.8361373,100.0
,,-44.759134079999995,186000,,100.0,1860,70,,2642,,
0.001,186299,-44.47454137999999,186400,54.15922164916992,100.0,1864,70,0.13361552357673645,2645,,
0.001,186399,,186500,54.25737762451172,,,,0.2620764672756195,,-41.04877052,100.0
0.001,186699,-44.40997497999999,186800,54.481510162353516,100.0,1868,70,0.13832244277000427,2651,,
0.001,186899,,187000,53.981014251708984,,,,0.14045026898384094,,-41.92491418,100.0
0.001,187099,-44.24493572999999,187200,53.975547790527344,100.0,1872,70,0.11990524083375931,2658,,
0.001,187399,,187500,54.31767654418945,,,,0.1321541666984558,,-43.95906668,100.0
0.001,187499,-44.45425058000001,187600,54.152748107910156,100.0,1876,70,0.126937136054039,2664,,
0.001,187899,,188000,54.21986389160156,,,,0.10778263211250305,,-41.07874206,100.0
,,-44.45097293,188000,,100.0,1880,70,,2671,,
0.001,188299,-44.80305928,188400,53.90447998046875,100.0,1884,70,0.12412887811660767,2673,,
0.001,188399,,188500,54.12144470214844,,,,0.19734525680541992,,-41.34739302,100.0
0.001,188699,-44.7947309,188800,53.61976623535156,100.0,1888,70,0.11444450914859772,2680,,
0.001,188899,,189000,54.39148712158203,,,,0.1295870542526245,,-41.39270634,100.0
0.001,189099,-44.83514795999999,189200,53.73469543457031,100.0,1892,70,0.10008316487073898,2686,,
0.001,189399,,189500,53.972633361816406,,,,0.09181822091341019,,-41.6732754,100.0
0.001,189499,-44.58965109,189600,53.782833099365234,100.0,1896,70,0.10299909114837646,2693,,
0.001,189899,,190000,53.88887023925781,,,,0.19389793276786804,,-48.13579572,100.0
,,-44.43671822,190000,,100.0,1900,70,,2699,,
0.001,190299,-44.24779850000001,190400,54.01598358154297,100.0,1904,70,0.09214959293603897,2702,,
0.001,190399,,190500,54.3775520324707,,,,0.10227581858634949,,-43.162452880000004,100.0
0.001,190699,-43.291090010000005,190800,53.715797424316406,100.0,1908,70,0.08532702177762985,2708,,
0.001,190899,,191000,53.81404113769531,,,,0.10395339131355286,,-41.161377519999995,100.0
0.001,191099,-42.181053199999994,191200,54.3704833984375,100.0,1912,70,0.07670427858829498,2715,,
0.001,191399,,191500,53.95099639892578,,,,0.08578835427761078,,-41.03809834,100.0
0.001,191499,-41.93857004,191600,53.85498809814453,100.0,1916,70,0.0913541316986084,2721,,
0.001,191899,,192000,53.83289337158203,,,,0.06811679899692535,,-41.22280014,100.0
,,-41.732914570000005,192000,,100.0,1920,70,,2728,,
0.001,192299,-41.531954999999996,192400,53.68436813354492,100.0,1924,70,0.10618440806865692,2730,,
0.001,192399,,192500,54.17768859863281,,,,0.07781599462032318,,-41.4409105,100.0
0.001,192699,-41.517495180000004,192800,53.60332489013672,100.0,1928,70,0.15352366864681244,2737,,
0.001,192899,,193000,54.22772979736328,,,,0.07313432544469833,,-40.30642974,100.0
0.001,193099,-41.39485583999999,193200,53.68861389160156,100.0,1932,70,0.08236220479011536,2744,,
0.001,193399,,193500,53.74345397949219,,,,0.101657435297966,,-40.16988934,100.0
0.001,193499,-41.24183861,193600,53.65643310546875,100.0,1936,70,0.08854790031909943,2750,,
0.001,193899,,194000,53.990386962890625,,,,0.06385509669780731,,-39.44940222,100.0
,,-41.332353190000006,194000,,100.0,1940,70,,2757,,
0.001,194299,-41.26860552,194400,53.70086669921875,100.0,1944,70,0.08125223219394684,2759,,
0.001,194399,,194500,53.69705581665039,,,,0.07164925336837769,,-40.379267479999996,100.0
0.001,194699,-41.26434378,194800,54.07892608642578,100.0,1948,70,0.072419174015522,2766,,
0.001,194899,,195000,53.445594787597656,,,,0.06445278227329254,,-38.54849816,100.0
0.001,195099,-41.102423879999996,195200,53.8175048828125,100.0,1952,70,0.06226538494229317,2772,,
0.001,195399,,195500,53.85466766357422,,,,0.07655199617147446,,-39.365348999999995,100.0
0.001,195499,-41.144037680000004,195600,53.86819839477539,100.0,1956,70,0.0936141386628151,2779,,
0.001,195899,,196000,53.67662048339844,,,,0.08667923510074615,,-39.39847392000001,100.0
,,-41.23461571000001,196000,,100.0,1960,70,,2785,,
0.001,196299,-41.23915486,196400,53.41806411743164,100.0,1964,70,0.08083844184875488,2788,,
0.001,196399,,196500,53.74666213989258,,,,0.11459766328334808,,-38.55802226,100.0
0.001,196699,-41.191804919999996,196800,52.81625747680664,100.0,1968,70,0.07422032952308655,2794,,
0.001,196899,,197000,53.279972076416016,,,,0.10967037081718445,,-38.113767440000004,100.0
0.001,197099,-41.108169370000006,197200,53.539955139160156,100.0,1972,70,0.07483865320682526,2801,,
0.001,197399,,197500,53.67023468017578,,,,0.0721086710691452,,-38.326657420000004,100.0
0.001,197499,-40.868683929999996,197600,53.81064987182617,100.0,1976,70,0.09355548024177551,2807,,
0.001,197899,,198000,53.519248962402344,,,,0.09338812530040741,,-39.53279924,100.0
,,-40.77493557,198000,,100.0,1980,70,,2814,,
0.001,198299,-40.19815037,198400,53.52555847167969,100.0,1984,70,0.10143245756626129,2816,,
0.001,198399,,198500,53.70594787597656,,,,0.0679442435503006,,-38.58223958,100.0
0.001,198699,-40.02144652,198800,53.148963928222656,100.0,1988,70,0.09067846834659576,2823,,
0.001,198899,,199000,53.76697540283203,,,,0.10360509902238846,,-39.5464167,100.0
0.001,199099,-39.85457064,199200,53.55022430419922,100.0,1992,70,0.09654641151428223,2830,,
0.001,199399,,199500,53.30073547363281,,,,0.10224226862192154,,-39.04732002,100.0
0.001,199499,-39.92045208,199600,53.49379348754883,100.0,1996,70,0.10270075500011444,2836,,
0.001,199899,,200000,53.8314094543457,,,,0.09414684772491455,,-39.64735452,100.0
,,-39.839701829999996,200000,,100.0,2000,70,,2843,,
0.001,200299,-39.6883093,200400,53.91799545288086,100.0,2004,70,0.10163189470767975,2845,,
0.001,200399,,200500,53.582489013671875,,,,0.08462175726890564,,-38.9526314,100.0
0.001,200699,-39.74052834,200800,53.579891204833984,100.0,2008,70,0.07803340256214142,2852,,
0.001,200899,,201000,53.473350524902344,,,,0.10697804391384125,,-39.55730598,100.0
0.001,201099,-39.520563010000004,201200,53.403079986572266,100.0,2012,70,0.12581977248191833,2858,,
0.001,201399,,201500,52.87723922729492,,,,0.08514571189880371,,-40.99066795999999,100.0
0.001,201499,-39.54655221,201600,53.29924774169922,100.0,2016,70,0.09492161124944687,2865,,
0.001,201899,,202000,52.957496643066406,,,,0.08797049522399902,,-40.33248428,100.0
,,-39.292923599999995,202000,,100.0,2020,70,,2872,,
0.001,202299,-39.34756809,202400,53.5445556640625,100.0,2024,70,0.0970422774553299,2874,,
0.001,202399,,202500,52.68123245239258,,,,0.09948054701089859,,-39.19548808,100.0
0.001,202699,-39.36083471,202800,52.851356506347656,100.0,2028,70,0.0848647952079773,2881,,
0.001,202899,,203000,53.575340270996094,,,,0.07540611177682877,,-39.388905560000005,100.0
0.001,203099,-39.280161619999994,203200,52.903221130371094,100.0,2032,70,0.09066236019134521,2887,,
0.001,203399,,203500,53.05109405517578,,,,0.0665854960680008,,-38.644897379999996,100.0
