train/learning_rate,train/critic_loss,eval/mean_reward,time/total_timesteps,train/n_updates,eval/mean_ep_length,train/actor_loss,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/time_elapsed
0.001,0.11032786965370178,356.2928150999999,245000,244899,1000.0,-144.4489288330078,,,,,
0.001,0.08797230571508408,348.61194458000006,245500,245399,1000.0,-145.09832763671875,,,,,
0.001,0.18896418809890747,344.23755645999995,246000,245899,1000.0,-148.57249450683594,,,,,
0.001,0.1297103464603424,347.36586682,246500,246399,1000.0,-146.6595001220703,,,,,
0.001,0.10637100040912628,348.77851892,247000,246899,1000.0,-144.91860961914062,,,,,
0.001,0.08913742005825043,351.08567837999993,247500,247399,1000.0,-147.8947296142578,,,,,
0.001,0.14873285591602325,348.01035302,248000,247899,1000.0,-147.4552001953125,,,,,
,,,248000,,,,11,352.03876613,1000.0,248,21732
0.001,0.12708435952663422,351.63372305999997,248500,248399,1000.0,-147.85693359375,,,,,
0.001,0.08680703490972519,352.42133644000006,249000,248899,1000.0,-146.18800354003906,,,,,
0.001,0.16570396721363068,346.56442472,249500,249399,1000.0,-147.72061157226562,,,,,
0.001,0.10733834654092789,346.4467254,250000,249899,1000.0,-147.8622283935547,,,,,
0.001,0.08354082703590393,348.08366449999994,250500,250399,1000.0,-145.19952392578125,,,,,
0.001,0.10117195546627045,346.09558828,251000,250899,1000.0,-150.3201141357422,,,,,
0.001,0.07218123972415924,345.5945106799999,251500,251399,1000.0,-147.37884521484375,,,,,
0.001,0.11517103016376495,349.51992708,252000,251899,1000.0,-149.26661682128906,,,,,
,,,252000,,,,11,351.8393893300001,1000.0,252,22090
0.001,0.07920703291893005,346.32735978,252500,252399,1000.0,-150.75816345214844,,,,,
0.001,0.18923182785511017,349.65166838000005,253000,252899,1000.0,-146.89317321777344,,,,,
0.001,0.08056968450546265,347.1743615200001,253500,253399,1000.0,-152.45703125,,,,,
0.001,0.10824041068553925,348.80907148,254000,253899,1000.0,-150.33447265625,,,,,
0.001,0.0973491445183754,345.66649716000006,254500,254399,1000.0,-149.3157958984375,,,,,
0.001,0.10206127166748047,349.49120547999996,255000,254899,1000.0,-152.91860961914062,,,,,
0.001,0.14191341400146484,355.6846027399999,255500,255399,1000.0,-149.8759765625,,,,,
0.001,0.14384035766124725,350.43628124,256000,255899,1000.0,-150.9453125,,,,,
,,,256000,,,,11,351.94844434,1000.0,256,22449
0.001,0.07852043956518173,351.14585644,256500,256399,1000.0,-152.70118713378906,,,,,
0.001,0.07753200083971024,351.21669418000005,257000,256899,1000.0,-151.97723388671875,,,,,
0.001,0.08502081036567688,347.1691013,257500,257399,1000.0,-151.93887329101562,,,,,
0.001,0.17817968130111694,350.56040609999997,258000,257899,1000.0,-156.2900390625,,,,,
0.001,0.1475231796503067,350.47489118000004,258500,258399,1000.0,-158.1336669921875,,,,,
0.001,0.10462433099746704,346.13904887999996,259000,258899,1000.0,-156.0083770751953,,,,,
0.001,0.10349136590957642,352.64350102,259500,259399,1000.0,-155.2296600341797,,,,,
0.001,0.07814089953899384,349.38834022,260000,259899,1000.0,-152.92152404785156,,,,,
,,,260000,,,,11,351.9536029099999,1000.0,260,22808
0.001,0.10430997610092163,349.51526433999993,260500,260399,1000.0,-155.4705810546875,,,,,
0.001,0.08575080335140228,346.90222991999997,261000,260899,1000.0,-153.98599243164062,,,,,
0.001,0.15429335832595825,348.74156515999994,261500,261399,1000.0,-156.14947509765625,,,,,
0.001,0.20264899730682373,350.0460494799999,262000,261899,1000.0,-155.81094360351562,,,,,
0.001,0.1088002622127533,350.8354819600001,262500,262399,1000.0,-156.16949462890625,,,,,
0.001,0.11631923168897629,355.60444262,263000,262899,1000.0,-154.63250732421875,,,,,
0.001,0.08933821320533752,353.28629836,263500,263399,1000.0,-155.73574829101562,,,,,
0.001,0.09353888034820557,354.4189991,264000,263899,1000.0,-158.10963439941406,,,,,
,,,264000,,,,11,351.86866816,1000.0,264,23167
0.001,0.1370319128036499,352.48899164,264500,264399,1000.0,-156.84967041015625,,,,,
0.001,0.13283130526542664,347.64556246,265000,264899,1000.0,-157.0148162841797,,,,,
0.001,0.06997378170490265,350.9837471,265500,265399,1000.0,-160.82427978515625,,,,,
0.001,0.14350831508636475,355.10814766000004,266000,265899,1000.0,-160.43862915039062,,,,,
0.001,0.0953596979379654,352.4238981999999,266500,266399,1000.0,-160.6707763671875,,,,,
0.001,0.2020348161458969,354.34146036,267000,266899,1000.0,-161.84365844726562,,,,,
0.001,0.08130340278148651,353.71173827999996,267500,267399,1000.0,-162.163818359375,,,,,
0.001,0.11944656074047089,346.2199666799999,268000,267899,1000.0,-161.17115783691406,,,,,
,,,268000,,,,11,351.8162682500001,1000.0,268,23461
0.001,0.10455003380775452,332.71446842,268500,268399,1000.0,-159.94186401367188,,,,,
0.001,0.13514968752861023,332.36990734,269000,268899,1000.0,-160.0108642578125,,,,,
0.001,0.10667179524898529,328.85507072,269500,269399,1000.0,-162.31398010253906,,,,,
0.001,0.14056935906410217,342.03374002,270000,269899,1000.0,-162.4079132080078,,,,,
0.001,0.11386413127183914,345.79224148000003,270500,270399,1000.0,-161.51504516601562,,,,,
0.001,0.12454265356063843,345.4527095599999,271000,270899,1000.0,-163.20758056640625,,,,,
0.001,0.10982656478881836,348.25452859999996,271500,271399,1000.0,-161.9556884765625,,,,,
0.001,0.09363604336977005,344.19238616,272000,271899,1000.0,-164.0050811767578,,,,,
,,,272000,,,,11,351.32831413,1000.0,272,23745
0.001,0.15742070972919464,342.11748332,272500,272399,1000.0,-163.41036987304688,,,,,
0.001,0.08444739878177643,353.73120852,273000,272899,1000.0,-163.34576416015625,,,,,
0.001,0.11747588217258453,352.08416238000007,273500,273399,1000.0,-166.0326690673828,,,,,
0.001,0.191938579082489,351.12533290000005,274000,273899,1000.0,-164.47152709960938,,,,,
0.001,0.23954463005065918,348.47498327999995,274500,274399,1000.0,-163.27581787109375,,,,,
0.001,0.1271558403968811,351.9228343,275000,274899,1000.0,-164.2450714111328,,,,,
0.001,0.10001334547996521,355.02308736,275500,275399,1000.0,-163.7039031982422,,,,,
0.001,0.2374814748764038,346.1034213,276000,275899,1000.0,-166.2994842529297,,,,,
,,,276000,,,,11,351.2464644,1000.0,276,24029
0.001,0.1185334324836731,352.30617286,276500,276399,1000.0,-166.04965209960938,,,,,
0.001,0.08074596524238586,352.88914344,277000,276899,1000.0,-166.9186553955078,,,,,
0.001,0.12447148561477661,355.4846210200001,277500,277399,1000.0,-165.12753295898438,,,,,
0.001,0.14251068234443665,349.5309298,278000,277899,1000.0,-165.3231658935547,,,,,
0.001,0.12237533181905746,352.47018208000003,278500,278399,1000.0,-170.80801391601562,,,,,
0.001,0.13968384265899658,349.27100155999995,279000,278899,1000.0,-165.0884552001953,,,,,
0.001,0.15090054273605347,345.1513702400001,279500,279399,1000.0,-165.00961303710938,,,,,
0.001,0.15010863542556763,352.79463032000007,280000,279899,1000.0,-168.4720916748047,,,,,
,,,280000,,,,11,351.31478752000004,1000.0,280,24312
0.001,0.15307293832302094,347.70309388000004,280500,280399,1000.0,-167.6425018310547,,,,,
0.001,0.12256449460983276,355.02928672,281000,280899,1000.0,-169.19483947753906,,,,,
0.001,0.23493264615535736,354.80038468,281500,281399,1000.0,-166.3560028076172,,,,,
0.001,0.11486227065324783,356.1562110599999,282000,281899,1000.0,-170.49105834960938,,,,,
0.001,0.10548976063728333,350.79154112000003,282500,282399,1000.0,-170.95069885253906,,,,,
0.001,0.17245474457740784,353.8250997800001,283000,282899,1000.0,-171.2255859375,,,,,
0.001,0.12778204679489136,351.68376608000005,283500,283399,1000.0,-170.0135955810547,,,,,
0.001,0.09440214931964874,357.8471159399999,284000,283899,1000.0,-170.69659423828125,,,,,
,,,284000,,,,11,351.58820354000005,1000.0,284,24595
0.001,0.1090850830078125,355.1168967800001,284500,284399,1000.0,-170.42449951171875,,,,,
0.001,0.1374680995941162,355.94362241999994,285000,284899,1000.0,-171.38731384277344,,,,,
0.001,0.16515611112117767,355.49709843999995,285500,285399,1000.0,-171.48556518554688,,,,,
0.001,0.12639960646629333,358.3241649000001,286000,285899,1000.0,-174.008056640625,,,,,
0.001,0.14637985825538635,349.97432622,286500,286399,1000.0,-171.60226440429688,,,,,
0.001,0.1117769181728363,351.7314864599999,287000,286899,1000.0,-173.4971923828125,,,,,
0.001,0.11309994757175446,356.77520934000006,287500,287399,1000.0,-172.15419006347656,,,,,
0.001,0.13367456197738647,354.95168817999996,288000,287899,1000.0,-175.2493133544922,,,,,
,,,288000,,,,11,351.5962641600001,1000.0,288,24879
0.001,0.07858964800834656,353.33893470000004,288500,288399,1000.0,-171.74246215820312,,,,,
0.001,0.11942534148693085,356.42194456000004,289000,288899,1000.0,-172.29583740234375,,,,,
0.001,0.10877540707588196,354.90709101999994,289500,289399,1000.0,-174.16146850585938,,,,,
0.001,0.14193233847618103,355.0500993399999,290000,289899,1000.0,-173.97085571289062,,,,,
0.001,0.10475434362888336,351.96288538,290500,290399,1000.0,-173.72329711914062,,,,,
0.001,0.09455724060535431,354.80941354000004,291000,290899,1000.0,-175.30645751953125,,,,,
0.001,0.08567462116479874,356.88540518,291500,291399,1000.0,-173.4740447998047,,,,,
0.001,0.16930176317691803,358.37336658,292000,291899,1000.0,-175.38308715820312,,,,,
,,,292000,,,,11,351.6802959,1000.0,292,25182
0.001,0.08996552973985672,350.49844374,292500,292399,1000.0,-174.29620361328125,,,,,
0.001,0.18033373355865479,349.31717358000003,293000,292899,1000.0,-178.130126953125,,,,,
0.001,0.10015112161636353,358.0480895600001,293500,293399,1000.0,-176.30856323242188,,,,,
0.001,0.1989598423242569,350.9093190000001,294000,293899,1000.0,-175.5346221923828,,,,,
0.001,0.13393594324588776,356.07061796,294500,294399,1000.0,-176.06198120117188,,,,,
0.001,0.13023757934570312,354.49272028,295000,294899,1000.0,-174.14613342285156,,,,,
0.001,0.19119371473789215,354.37544688,295500,295399,1000.0,-177.68878173828125,,,,,
0.001,0.09848308563232422,353.68059719999997,296000,295899,1000.0,-177.27796936035156,,,,,
,,,296000,,,,11,351.80919023999996,1000.0,296,25541
0.001,0.06357559561729431,358.8266275,296500,296399,1000.0,-179.13925170898438,,,,,
0.001,0.10681220889091492,357.53642340000005,297000,296899,1000.0,-178.2127685546875,,,,,
0.001,0.09698031842708588,357.30701938000004,297500,297399,1000.0,-179.65048217773438,,,,,
0.001,0.10108287632465363,355.83429644000006,298000,297899,1000.0,-179.80233764648438,,,,,
0.001,0.08059856295585632,354.61797373999997,298500,298399,1000.0,-181.10435485839844,,,,,
0.001,0.103562131524086,357.0726778400001,299000,298899,1000.0,-180.19435119628906,,,,,
0.001,0.12993821501731873,353.00253342,299500,299399,1000.0,-180.62286376953125,,,,,
0.001,0.07625804841518402,352.47696346,300000,299899,1000.0,-180.11538696289062,,,,,
,,,300000,,,,11,352.05406724,1000.0,300,25901
0.001,0.24783927202224731,352.43103564000006,300500,300399,1000.0,-180.88973999023438,,,,,
0.001,0.10174372047185898,356.0432236600001,301000,300899,1000.0,-182.79774475097656,,,,,
0.001,0.07471732795238495,351.86599193999996,301500,301399,1000.0,-180.1602020263672,,,,,
0.001,0.16465690732002258,355.63943292,302000,301899,1000.0,-181.4063262939453,,,,,
0.001,0.26068222522735596,350.28878491999996,302500,302399,1000.0,-183.1020050048828,,,,,
0.001,0.2687133848667145,354.59353546000006,303000,302899,1000.0,-182.03712463378906,,,,,
0.001,0.12135951966047287,355.90288514,303500,303399,1000.0,-183.38040161132812,,,,,
0.001,0.13200479745864868,355.39727464,304000,303899,1000.0,-181.15626525878906,,,,,
,,,304000,,,,11,352.01730274,1000.0,304,26261
0.001,0.10407242178916931,352.89420632,304500,304399,1000.0,-184.93136596679688,,,,,
0.001,0.08442803472280502,342.85590444,305000,304899,1000.0,-181.5633087158203,,,,,
0.001,0.10353302210569382,347.4656669799999,305500,305399,1000.0,-184.74673461914062,,,,,
0.001,0.10278463363647461,355.3131328,306000,305899,1000.0,-182.36285400390625,,,,,
0.001,0.09026378393173218,351.89266516,306500,306399,1000.0,-183.8621826171875,,,,,
0.001,0.09842406958341599,353.7771349,307000,306899,1000.0,-184.72389221191406,,,,,
0.001,0.08354491740465164,357.64584990000003,307500,307399,1000.0,-184.13368225097656,,,,,
0.001,0.14893171191215515,350.1613097199999,308000,307899,1000.0,-186.58262634277344,,,,,
,,,308000,,,,11,352.06451157,1000.0,308,26620
0.001,0.13136664032936096,350.41565345999993,308500,308399,1000.0,-184.08773803710938,,,,,
0.001,0.2209785133600235,348.91160926,309000,308899,1000.0,-185.82952880859375,,,,,
0.001,0.13068121671676636,346.81188936,309500,309399,1000.0,-185.27969360351562,,,,,
0.001,0.09576113522052765,349.8191692,310000,309899,1000.0,-186.1472930908203,,,,,
0.001,0.15616586804389954,351.54501273999995,310500,310399,1000.0,-187.94473266601562,,,,,
0.001,0.10534293204545975,352.78687926,311000,310899,1000.0,-188.10862731933594,,,,,
0.001,0.1308918297290802,352.93507936000003,311500,311399,1000.0,-184.94317626953125,,,,,
0.001,0.09904764592647552,353.32126379999994,312000,311899,1000.0,-187.62646484375,,,,,
,,,312000,,,,11,352.17802173999996,1000.0,312,26980
0.001,0.16394366323947906,355.0806961800001,312500,312399,1000.0,-186.14352416992188,,,,,
0.001,0.07342451810836792,353.40353269999997,313000,312899,1000.0,-187.7858123779297,,,,,
0.001,0.12865659594535828,357.1556654,313500,313399,1000.0,-188.29605102539062,,,,,
0.001,0.09045659750699997,354.13603346,314000,313899,1000.0,-188.670654296875,,,,,
0.001,0.11623138189315796,354.5733729400001,314500,314399,1000.0,-189.03997802734375,,,,,
0.001,0.08888363838195801,353.72487448,315000,314899,1000.0,-189.3930206298828,,,,,
0.001,0.22881697118282318,356.58964176,315500,315399,1000.0,-189.57192993164062,,,,,
0.001,0.09120463579893112,356.3898956199999,316000,315899,1000.0,-190.40676879882812,,,,,
,,,316000,,,,11,352.18556656999993,1000.0,316,27340
0.001,0.11339329183101654,357.57311512,316500,316399,1000.0,-190.87698364257812,,,,,
0.001,0.15094992518424988,357.34249189999997,317000,316899,1000.0,-191.96595764160156,,,,,
0.001,0.17103075981140137,355.95772416,317500,317399,1000.0,-191.38983154296875,,,,,
0.001,0.09526118636131287,354.36818922000003,318000,317899,1000.0,-192.0472412109375,,,,,
0.001,0.12258749455213547,354.26157850000004,318500,318399,1000.0,-191.8544921875,,,,,
0.001,0.10616428405046463,352.23358654,319000,318899,1000.0,-191.89288330078125,,,,,
0.001,0.09964822977781296,357.62108005999994,319500,319399,1000.0,-191.78662109375,,,,,
0.001,0.11922453343868256,356.35254552,320000,319899,1000.0,-191.35362243652344,,,,,
,,,320000,,,,11,352.22647264999995,1000.0,320,27699
0.001,0.11261580884456635,355.25487633999995,320500,320399,1000.0,-192.7215576171875,,,,,
0.001,0.1743161976337433,355.03423625999994,321000,320899,1000.0,-191.53692626953125,,,,,
0.001,0.11740922927856445,358.8182833,321500,321399,1000.0,-194.87774658203125,,,,,
0.001,0.14422112703323364,355.63390096,322000,321899,1000.0,-190.76980590820312,,,,,
0.001,0.1130896508693695,351.54313232,322500,322399,1000.0,-194.3440704345703,,,,,
0.001,0.11832071840763092,352.11919872,323000,322899,1000.0,-194.131591796875,,,,,
0.001,0.07451064139604568,353.4657979400001,323500,323399,1000.0,-193.95819091796875,,,,,
0.001,0.22129501402378082,350.2105269,324000,323899,1000.0,-192.55615234375,,,,,
,,,324000,,,,11,352.21715880000005,1000.0,324,28058
0.001,0.10158379375934601,353.10283280000004,324500,324399,1000.0,-194.21531677246094,,,,,
0.001,0.09676944464445114,352.8533601,325000,324899,1000.0,-196.69761657714844,,,,,
0.001,0.08393710851669312,359.77158194000003,325500,325399,1000.0,-193.04617309570312,,,,,
0.001,0.0844828262925148,355.47702854000005,326000,325899,1000.0,-195.04449462890625,,,,,
0.001,0.11506474763154984,356.14102159999993,326500,326399,1000.0,-196.21539306640625,,,,,
0.001,0.09021025151014328,354.08770811999995,327000,326899,1000.0,-195.34954833984375,,,,,
0.001,0.1181451752781868,353.88272307999995,327500,327399,1000.0,-194.5367431640625,,,,,
0.001,0.09608206897974014,352.35275578000005,328000,327899,1000.0,-197.73049926757812,,,,,
,,,328000,,,,11,352.23596064,1000.0,328,28393
0.001,0.1516452431678772,356.31143316000004,328500,328399,1000.0,-197.03216552734375,,,,,
0.001,0.15456974506378174,359.25228658,329000,328899,1000.0,-198.0910186767578,,,,,
0.001,0.13737350702285767,356.86445738000003,329500,329399,1000.0,-198.3617706298828,,,,,
0.001,0.09936612099409103,356.91664004,330000,329899,1000.0,-198.273193359375,,,,,
0.001,0.12054507434368134,355.6119185799999,330500,330399,1000.0,-198.753173828125,,,,,
0.001,0.11133567988872528,357.87801504,331000,330899,1000.0,-200.9879913330078,,,,,
0.001,0.13343201577663422,355.81566554000005,331500,331399,1000.0,-201.44012451171875,,,,,
0.001,0.0938374400138855,353.29428501999996,332000,331899,1000.0,-198.71658325195312,,,,,
,,,332000,,,,11,352.42783332000005,1000.0,332,28711
0.001,0.10466170310974121,354.13595218,332500,332399,1000.0,-200.17845153808594,,,,,
0.001,0.11794862151145935,355.02321812,333000,332899,1000.0,-198.51156616210938,,,,,
0.001,0.1052108108997345,352.2390122999999,333500,333399,1000.0,-199.86978149414062,,,,,
0.001,0.15765072405338287,358.00128614,334000,333899,1000.0,-201.30593872070312,,,,,
0.001,0.0845007374882698,355.7455261200001,334500,334399,1000.0,-201.06344604492188,,,,,
0.001,0.12473331391811371,346.24327978,335000,334899,1000.0,-200.44247436523438,,,,,
0.001,0.12128123641014099,356.50588630000004,335500,335399,1000.0,-199.74322509765625,,,,,
0.001,0.09343404322862625,348.65999910000005,336000,335899,1000.0,-200.4479217529297,,,,,
,,,336000,,,,11,352.62641967,1000.0,336,29029
0.001,0.15237262845039368,354.18277267999997,336500,336399,1000.0,-200.80934143066406,,,,,
0.001,0.1769883632659912,355.90377226000004,337000,336899,1000.0,-201.72793579101562,,,,,
0.001,0.11806142330169678,353.66477446,337500,337399,1000.0,-202.23580932617188,,,,,
0.001,0.14039112627506256,352.78343366,338000,337899,1000.0,-201.9199981689453,,,,,
0.001,0.18981407582759857,350.88311898,338500,338399,1000.0,-204.50888061523438,,,,,
0.001,0.0812385231256485,352.5752377999999,339000,338899,1000.0,-201.54689025878906,,,,,
0.001,0.18856492638587952,353.0807184599999,339500,339399,1000.0,-205.23414611816406,,,,,
0.001,0.15184655785560608,356.40167606,340000,339899,1000.0,-203.47061157226562,,,,,
,,,340000,,,,11,352.72155678,1000.0,340,29371
0.001,0.1143486350774765,357.57704218,340500,340399,1000.0,-203.88009643554688,,,,,
0.001,0.20295748114585876,353.24318844000004,341000,340899,1000.0,-205.64755249023438,,,,,
0.001,0.12657198309898376,356.20211168000003,341500,341399,1000.0,-204.7833251953125,,,,,
0.001,0.09404245018959045,356.29452114,342000,341899,1000.0,-203.85574340820312,,,,,
0.001,0.11400352418422699,345.6522598799999,342500,342399,1000.0,-204.3134765625,,,,,
0.001,0.08631262928247452,356.73332006,343000,342899,1000.0,-205.7880401611328,,,,,
0.001,0.13028739392757416,355.02753998000003,343500,343399,1000.0,-206.279541015625,,,,,
0.001,0.08537177741527557,354.16258782000006,344000,343899,1000.0,-206.32638549804688,,,,,
,,,344000,,,,11,352.78705931999997,1000.0,344,29764
0.001,0.1807045340538025,346.97808604000005,344500,344399,1000.0,-206.47283935546875,,,,,
0.001,0.11976802349090576,353.16168376,345000,344899,1000.0,-206.10186767578125,,,,,
0.001,0.09661595523357391,353.52620456,345500,345399,1000.0,-206.00485229492188,,,,,
0.001,0.142746239900589,356.00272684000004,346000,345899,1000.0,-206.65249633789062,,,,,
0.001,0.10305240750312805,346.82649096,346500,346399,1000.0,-208.55487060546875,,,,,
0.001,0.12775681912899017,348.28091646000007,347000,346899,1000.0,-206.72393798828125,,,,,
0.001,0.0992758721113205,352.70907206000004,347500,347399,1000.0,-208.4129180908203,,,,,
0.001,0.15527886152267456,349.32948156000003,348000,347899,1000.0,-207.632080078125,,,,,
,,,348000,,,,11,352.8901462900001,1000.0,348,30158
0.001,0.10754675418138504,354.3001286200001,348500,348399,1000.0,-207.84942626953125,,,,,
0.001,0.10885494947433472,352.21496080000003,349000,348899,1000.0,-208.86119079589844,,,,,
0.001,0.16974645853042603,353.27007234000007,349500,349399,1000.0,-207.60870361328125,,,,,
0.001,0.16557201743125916,343.3398295200001,350000,349899,1000.0,-211.2393341064453,,,,,
0.001,0.11756747961044312,353.45829228,350500,350399,1000.0,-210.34263610839844,,,,,
0.001,0.17926649749279022,353.27603092,351000,350899,1000.0,-209.28814697265625,,,,,
0.001,0.10319428145885468,350.29342354,351500,351399,1000.0,-209.84243774414062,,,,,
0.001,0.21227705478668213,351.32234838000005,352000,351899,1000.0,-210.00941467285156,,,,,
,,,352000,,,,11,353.03574508,1000.0,352,30553
0.001,0.14156115055084229,352.57149735999985,352500,352399,1000.0,-210.09841918945312,,,,,
0.001,0.09927881509065628,354.03353152000005,353000,352899,1000.0,-209.79820251464844,,,,,
0.001,0.20078621804714203,355.47586992000004,353500,353399,1000.0,-211.2562255859375,,,,,
0.001,0.0922289714217186,352.20568186,354000,353899,1000.0,-212.6964111328125,,,,,
0.001,0.10383368283510208,356.05296283999996,354500,354399,1000.0,-212.0087890625,,,,,
0.001,0.14332342147827148,356.02446626000005,355000,354899,1000.0,-211.2647705078125,,,,,
0.001,0.17352072894573212,355.92571209999994,355500,355399,1000.0,-212.18661499023438,,,,,
0.001,0.12048592418432236,358.04606026,356000,355899,1000.0,-213.6547088623047,,,,,
,,,356000,,,,11,353.14920936000004,1000.0,356,30947
0.001,0.15514612197875977,353.7288266999999,356500,356399,1000.0,-211.1735076904297,,,,,
0.001,0.15376350283622742,349.73908974000005,357000,356899,1000.0,-213.8182830810547,,,,,
0.001,0.11737553775310516,348.69193474,357500,357399,1000.0,-215.795654296875,,,,,
0.001,0.10649789124727249,350.10388830000005,358000,357899,1000.0,-215.165771484375,,,,,
0.001,0.11801014840602875,352.10997722,358500,358399,1000.0,-213.684326171875,,,,,
0.001,0.13970954716205597,338.58545236000003,359000,358899,1000.0,-213.57705688476562,,,,,
0.001,0.13450881838798523,347.18449104000007,359500,359399,1000.0,-216.5288543701172,,,,,
0.001,0.10566581785678864,346.7261434,360000,359899,1000.0,-214.624267578125,,,,,
,,,360000,,,,11,353.2528030099999,1000.0,360,31342
0.001,0.14969825744628906,349.90642994,360500,360399,1000.0,-214.977783203125,,,,,
0.001,0.10808175057172775,355.66480420000005,361000,360899,1000.0,-217.03961181640625,,,,,
0.001,0.1638002246618271,355.97881896000007,361500,361399,1000.0,-216.0670166015625,,,,,
0.001,0.13713812828063965,349.34284396000004,362000,361899,1000.0,-216.22821044921875,,,,,
0.001,0.19604073464870453,349.04664230000003,362500,362399,1000.0,-218.11558532714844,,,,,
0.001,0.18357044458389282,343.79964636,363000,362899,1000.0,-217.84243774414062,,,,,
0.001,0.10591060668230057,346.1065408599999,363500,363399,1000.0,-217.343505859375,,,,,
0.001,0.13264480233192444,331.93906300000003,364000,363899,1000.0,-217.5483856201172,,,,,
,,,364000,,,,11,353.1225081,1000.0,364,31739
0.001,0.14437821507453918,331.9551923000001,364500,364399,1000.0,-214.91702270507812,,,,,
0.001,0.13339734077453613,334.39813926000005,365000,364899,1000.0,-218.64227294921875,,,,,
0.001,0.12388936430215836,327.85199780000005,365500,365399,1000.0,-217.46681213378906,,,,,
0.001,0.1265186071395874,327.85510876,366000,365899,1000.0,-217.33740234375,,,,,
0.001,0.12525500357151031,332.27006428,366500,366399,1000.0,-219.01715087890625,,,,,
0.001,0.19570153951644897,337.40318698000004,367000,366899,1000.0,-218.96824645996094,,,,,
0.001,0.08984246850013733,332.59454524,367500,367399,1000.0,-220.33248901367188,,,,,
0.001,0.09742243587970734,332.83962352000003,368000,367899,1000.0,-218.3297119140625,,,,,
,,,368000,,,,11,352.3178842600001,1000.0,368,32135
0.001,0.27776920795440674,311.68657022,368500,368399,1000.0,-217.06544494628906,,,,,
0.001,0.379652202129364,291.4530431,369000,368899,1000.0,-218.64608764648438,,,,,
0.001,0.22130131721496582,302.79811334000004,369500,369399,1000.0,-217.16619873046875,,,,,
0.001,0.22708380222320557,317.07405258,370000,369899,1000.0,-218.34722900390625,,,,,
0.001,0.10716699808835983,322.92025484,370500,370399,1000.0,-220.61248779296875,,,,,
0.001,0.17090967297554016,335.42272335999996,371000,370899,1000.0,-222.10284423828125,,,,,
0.001,0.13305331766605377,312.17350476,371500,371399,1000.0,-220.21392822265625,,,,,
0.001,0.12854532897472382,317.63703745999993,372000,371899,1000.0,-221.72244262695312,,,,,
,,,372000,,,,11,351.48576472000013,1000.0,372,32530
0.001,0.24935714900493622,318.51311438,372500,372399,1000.0,-222.13963317871094,,,,,
0.001,0.12535150349140167,314.31822242,373000,372899,1000.0,-222.0223388671875,,,,,
0.001,0.10833156853914261,321.8555221,373500,373399,1000.0,-221.49789428710938,,,,,
0.001,0.14192751049995422,321.23596385999997,374000,373899,1000.0,-220.9074249267578,,,,,
0.001,0.20120848715305328,328.48874064000006,374500,374399,1000.0,-223.57516479492188,,,,,
0.001,0.14306391775608063,330.53569032,375000,374899,1000.0,-223.11251831054688,,,,,
0.001,0.0896163284778595,339.49490334,375500,375399,1000.0,-222.93020629882812,,,,,
0.001,0.14920483529567719,340.51274394,376000,375899,1000.0,-224.57086181640625,,,,,
,,,376000,,,,11,350.41946293000007,1000.0,376,32925
0.001,0.10308530926704407,338.93512862000006,376500,376399,1000.0,-225.0114288330078,,,,,
0.001,0.13938644528388977,339.00852061999996,377000,376899,1000.0,-226.42401123046875,,,,,
0.001,0.15614822506904602,344.75137642000004,377500,377399,1000.0,-226.89431762695312,,,,,
0.001,0.117727130651474,337.5359545399999,378000,377899,1000.0,-223.22161865234375,,,,,
0.001,0.12494184821844101,347.61736834000004,378500,378399,1000.0,-224.72314453125,,,,,
0.001,0.1303187608718872,340.69961625999997,379000,378899,1000.0,-223.51467895507812,,,,,
0.001,0.18080103397369385,339.58777664,379500,379399,1000.0,-227.67779541015625,,,,,
0.001,0.11353378742933273,341.49184643999996,380000,379899,1000.0,-223.8799591064453,,,,,
,,,380000,,,,11,350.0064137,1000.0,380,33319
0.001,0.1300157755613327,342.03088556,380500,380399,1000.0,-227.4567108154297,,,,,
0.001,0.08496519923210144,344.1736375400001,381000,380899,1000.0,-227.04281616210938,,,,,
0.001,0.10290791094303131,343.89844985999997,381500,381399,1000.0,-226.5646514892578,,,,,
0.001,0.08544646948575974,339.75841978000005,382000,381899,1000.0,-228.9929962158203,,,,,
0.001,0.09561571478843689,340.73483672,382500,382399,1000.0,-225.78607177734375,,,,,
0.001,0.12533503770828247,342.8436542599999,383000,382899,1000.0,-228.3897247314453,,,,,
0.001,0.10910478979349136,342.5622489,383500,383399,1000.0,-224.55435180664062,,,,,
0.001,0.07071740925312042,339.15386099999995,384000,383899,1000.0,-228.19723510742188,,,,,
,,,384000,,,,11,349.33740144999996,1000.0,384,33714
0.001,0.12219090759754181,338.1857461,384500,384399,1000.0,-227.18820190429688,,,,,
0.001,0.21985186636447906,339.5666976,385000,384899,1000.0,-229.21652221679688,,,,,
0.001,0.12252598255872726,343.27634878000003,385500,385399,1000.0,-228.40185546875,,,,,
0.001,0.11860183626413345,340.31748129999994,386000,385899,1000.0,-229.3243408203125,,,,,
0.001,0.0882454514503479,338.15038911999994,386500,386399,1000.0,-230.3388671875,,,,,
0.001,0.13925081491470337,341.54534172000007,387000,386899,1000.0,-228.77198791503906,,,,,
0.001,0.12543468177318573,342.28497343999993,387500,387399,1000.0,-231.03488159179688,,,,,
