time/fps,time/total_timesteps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
210,1300,88,58.280876284090915,6,14.772727272727273,1199,0.5537881851196289,-13.216803550720215,0.001,,
211,1360,92,58.178241695652176,6,14.782608695652174,1259,0.274027019739151,-12.808870315551758,0.001,,
212,1419,96,58.04047332291666,6,14.78125,1318,0.7505767345428467,-13.11678409576416,0.001,,
213,1479,100,57.98777078,6,14.79,1378,0.5724074244499207,-13.88618278503418,0.001,,
,1500,,,,,1399,0.43379783630371094,-14.476373672485352,0.001,14.96,56.25917994
200,1539,104,56.72911259000001,7,14.64,1438,0.222223162651062,-14.997221946716309,0.001,,
201,1599,108,56.03580789999999,7,14.57,1498,0.4368996024131775,-14.462021827697754,0.001,,
202,1659,112,56.20918524,8,14.64,1558,0.6915758848190308,-14.898946762084961,0.001,,
202,1719,116,56.243676289999996,8,14.69,1618,0.4869636297225952,-15.649238586425781,0.001,,
203,1778,120,56.30400574,8,14.75,1677,0.4974479079246521,-15.71971321105957,0.001,,
204,1838,124,56.486288130000005,8,14.84,1737,0.6658421158790588,-15.656147003173828,0.001,,
205,1897,128,56.541332629999985,9,14.9,1796,0.6440981030464172,-16.078723907470703,0.001,,
206,1955,132,56.36103613999999,9,14.89,1854,0.8301881551742554,-16.378128051757812,0.001,,
,2000,,,,,1899,1.0723493099212646,-16.935012817382812,0.001,14.8,58.1352191
197,2015,136,56.35934499,10,14.93,1914,1.3977922201156616,-16.83734893798828,0.001,,
198,2075,140,56.28629128999999,10,14.95,1974,0.7115957140922546,-17.017868041992188,0.001,,
199,2135,144,56.15914380000002,10,14.91,2034,0.43677425384521484,-17.30451202392578,0.001,,
199,2195,148,56.14798918,10,14.9,2094,0.9064586758613586,-17.240877151489258,0.001,,
200,2255,152,56.10921029,11,14.9,2154,0.5488462448120117,-17.894317626953125,0.001,,
200,2315,156,56.12016927,11,14.9,2214,0.40302330255508423,-18.02574920654297,0.001,,
200,2374,160,56.14817450999999,11,14.9,2273,0.32464176416397095,-19.234832763671875,0.001,,
200,2433,164,56.16317585999998,12,14.9,2332,0.5454938411712646,-18.19251251220703,0.001,,
201,2493,168,56.17758725000001,12,14.9,2392,0.4927816689014435,-18.342803955078125,0.001,,
,2500,,,,,2399,0.5322400331497192,-17.700490951538086,0.001,14.96,56.25917683999999
192,2553,172,56.188097259999985,13,14.9,2452,0.626011073589325,-19.039226531982422,0.001,,
192,2613,176,56.268228730000004,13,14.92,2512,0.5037140846252441,-19.518800735473633,0.001,,
193,2673,180,56.29110049999999,13,14.92,2572,0.5881713628768921,-19.38515281677246,0.001,,
193,2733,184,56.28770198000001,14,14.92,2632,0.6549173593521118,-18.518768310546875,0.001,,
