time/time_elapsed,time/episodes,train/learning_rate,train/n_updates,train/critic_loss,train/ent_coef_loss,rollout/ep_rew_mean,train/ent_coef,time/total_timesteps,rollout/ep_len_mean,time/fps,train/actor_loss,eval/mean_ep_length,eval/mean_reward
,,0.0003,5399,0.035333119332790375,-17.070816040039062,,0.2012501358985901,5500,,,-16.985443115234375,100.0,-48.58647215999999
102,56,0.0003,5499,0.04047580063343048,-17.57627296447754,-131.09145621428573,0.19551996886730194,5600,100.0,54,-16.687339782714844,,
,,0.0003,5899,0.025431979447603226,-17.896610260009766,,0.1742713451385498,6000,,,-15.49293327331543,100.0,-47.271821579999994
110,60,,,,,-128.66909161666666,,6000,100.0,54,,,
114,64,0.0003,6299,0.025546792894601822,-19.03588104248047,-126.10256045312501,0.15548132359981537,6400,100.0,55,-14.336520195007324,,
,,0.0003,6399,0.026358231902122498,-18.762832641601562,,0.151129350066185,6500,,,-14.04415225982666,100.0,-43.060946380000004
123,68,0.0003,6699,0.022562647238373756,-19.68018913269043,-123.53601379411766,0.13883964717388153,6800,100.0,55,-13.035280227661133,,
,,0.0003,6899,0.02241116389632225,-19.319490432739258,,0.1312495321035385,7000,,,-12.283513069152832,100.0,-45.71915996
131,72,0.0003,7099,0.027121849358081818,-19.916934967041016,-121.08905226388889,0.12409912049770355,7200,100.0,54,-11.557633399963379,,
,,0.0003,7399,0.01886408030986786,-20.2127628326416,,0.11415455490350723,7500,,,-10.635043144226074,100.0,-42.57046982
140,76,0.0003,7499,0.02013411372900009,-20.420181274414062,-118.50949328947368,0.11103322356939316,7600,100.0,54,-10.358623504638672,,
,,0.0003,7899,0.016306757926940918,-20.960330963134766,,0.09941674768924713,8000,,,-9.069557189941406,100.0,-41.05992164
148,80,,,,,-116.1469592,,8000,100.0,53,,,
152,84,0.0003,8299,0.015302786603569984,-20.26958656311035,-113.85501771428571,0.08908369392156601,8400,100.0,55,-7.583414077758789,,
,,0.0003,8399,0.0164441280066967,-20.183677673339844,,0.0866846889257431,8500,,,-7.140497207641602,100.0,-44.95456238
160,88,0.0003,8699,0.01435760222375393,-20.273555755615234,-111.76017207954546,0.07989289611577988,8800,100.0,54,-6.514740467071533,,
,,0.0003,8899,0.014428977854549885,-20.472332000732422,,0.0756773054599762,9000,,,-5.754669189453125,100.0,-42.63233052
169,92,0.0003,9099,0.013834462501108646,-20.74048614501953,-109.71178560869565,0.07169225066900253,9200,100.0,54,-5.12115478515625,,
,,0.0003,9399,0.012073071673512459,-20.557682037353516,,0.06612659990787506,9500,,,-4.170920372009277,100.0,-43.48879304
177,96,0.0003,9499,0.013672979548573494,-20.384803771972656,-107.84895224999998,0.06437122076749802,9600,100.0,53,-4.125784873962402,,
,,0.0003,9899,0.013658493757247925,-19.68960952758789,,0.05783618986606598,10000,,,-2.877497434616089,100.0,-42.507873739999994
186,100,,,,,-105.95170967999998,,10000,100.0,53,,,
189,104,0.0003,10299,0.012828892096877098,-20.156246185302734,-102.11779779,0.05201494321227074,10400,100.0,54,-1.2141627073287964,,
,,0.0003,10399,0.015324076637625694,-19.998638153076172,,0.05065769702196121,10500,,,-1.170418620109558,100.0,-41.56149314
198,108,0.0003,10699,0.012282684445381165,-19.66469955444336,-98.27184877999998,0.0468209944665432,10800,100.0,54,-0.41673043370246887,,
,,0.0003,10899,0.011965490877628326,-19.147165298461914,,0.04443519189953804,11000,,,0.1550532728433609,100.0,-41.94085383999999
206,112,0.0003,11099,0.014113230630755424,-19.26877212524414,-94.28799671999997,0.04217107966542244,11200,100.0,54,0.8555164933204651,,
,,0.0003,11399,0.015434473752975464,-18.64752960205078,,0.03900798037648201,11500,,,1.5507071018218994,100.0,-40.12173852
215,116,0.0003,11499,0.01341511681675911,-18.293331146240234,-90.5986412,0.03800966218113899,11600,100.0,53,2.044369697570801,,
,,0.0003,11899,0.015107851475477219,-18.471376419067383,,0.034292880445718765,12000,,,3.1720848083496094,100.0,-41.96341954
223,120,,,,,-86.75472003,,12000,100.0,53,,,
227,124,0.0003,12299,0.014349101111292839,-17.478515625,-83.27486619999999,0.030977172777056694,12400,100.0,54,3.9003868103027344,,
,,0.0003,12399,0.013723107054829597,-16.930755615234375,,0.03020060807466507,12500,,,4.033665657043457,100.0,-39.16603008
235,128,0.0003,12699,0.012475371360778809,-16.755067825317383,-79.92617052,0.02801666036248207,12800,100.0,54,4.76236629486084,,
,,0.0003,12899,0.01195085421204567,-16.609821319580078,,0.026656709611415863,13000,,,5.196561813354492,100.0,-39.4697744
244,132,0.0003,13099,0.014238836243748665,-16.61788558959961,-76.59634029,0.02537182904779911,13200,100.0,54,5.594287872314453,,
,,0.0003,13399,0.014815310016274452,-15.353403091430664,,0.023579297587275505,13500,,,6.446943283081055,100.0,-39.22048154
252,136,0.0003,13499,0.011685891076922417,-14.461849212646484,-73.79590438,0.02301608771085739,13600,100.0,53,6.254072666168213,,
,,0.0003,13899,0.0126623110845685,-13.545744895935059,,0.020916648209095,14000,,,7.70089864730835,100.0,-39.445186819999996
261,140,,,,,-70.68767622,,14000,100.0,53,,,
264,144,0.0003,14299,0.013991040177643299,-12.997892379760742,-67.92728709,0.01902885176241398,14400,100.0,54,8.218860626220703,,
,,0.0003,14399,0.014701333828270435,-14.445943832397461,,0.018590571358799934,14500,,,8.577881813049316,100.0,-39.10236488
273,148,0.0003,14699,0.011183859780430794,-12.311308860778809,-65.34596720999998,0.017346158623695374,14800,100.0,54,8.93722915649414,,
,,0.0003,14899,0.010313215665519238,-9.789081573486328,,0.0165740754455328,15000,,,9.3645658493042,100.0,-41.192246440000005
281,152,0.0003,15099,0.012627989053726196,-11.053783416748047,-62.96100319,0.01584796980023384,15200,100.0,53,9.894250869750977,,
,,0.0003,15399,0.01389823853969574,-10.362751007080078,,0.014837747439742088,15500,,,10.174964904785156,100.0,-40.12085374
290,156,0.0003,15499,0.013144535943865776,-10.0670747756958,-60.862253,0.01451856642961502,15600,100.0,53,10.365314483642578,,
,,0.0003,15899,0.00957245472818613,-8.22398853302002,,0.013345545157790184,16000,,,11.252341270446777,100.0,-41.6900161
298,160,,,,,-58.696598800000004,,16000,100.0,53,,,
302,164,0.0003,16299,0.013905932195484638,-6.5998687744140625,-56.95108271000001,0.012316303327679634,16400,100.0,54,12.030993461608887,,
,,0.0003,16399,0.013697581365704536,-6.631369590759277,,0.01208132691681385,16500,,,11.894290924072266,100.0,-39.17328726
310,168,0.0003,16699,0.013799785636365414,-5.650629997253418,-55.48389479,0.011423669755458832,16800,100.0,54,12.438480377197266,,
,,0.0003,16899,0.015600504353642464,-5.969196319580078,,0.011022503487765789,17000,,,12.676955223083496,100.0,-39.25617428
319,172,0.0003,17099,0.01412273570895195,-4.578780174255371,-53.987144230000006,0.010648360475897789,17200,100.0,53,13.232368469238281,,
,,0.0003,17399,0.013433987274765968,-4.06219482421875,,0.010160711593925953,17500,,,13.62973403930664,100.0,-43.13428952
327,176,0.0003,17499,0.013832037337124348,-5.702722549438477,-52.85743327999999,0.010009732097387314,17600,100.0,53,13.766153335571289,,
,,0.0003,17899,0.01646377518773079,-2.5533361434936523,,0.009489815682172775,18000,,,14.065251350402832,100.0,-43.44111628
336,180,,,,,-51.72690869,,18000,100.0,53,,,
339,184,0.0003,18299,0.015586537308990955,-4.711733818054199,-50.675559410000005,0.009085404686629772,18400,100.0,54,14.616453170776367,,
,,0.0003,18399,0.01176482904702425,-2.693490982055664,,0.008995674550533295,18500,,,14.657853126525879,100.0,-40.08230347999999
348,188,0.0003,18699,0.01641356758773327,-2.8072242736816406,-49.5569004,0.008739927783608437,18800,100.0,53,15.103443145751953,,
,,0.0003,18899,0.015523919835686684,1.2592685222625732,,0.00858024600893259,19000,,,15.235397338867188,100.0,-39.18639888
356,192,0.0003,19099,0.014452360570430756,-0.3311157822608948,-48.68230583999999,0.008448764681816101,19200,100.0,53,15.71502685546875,,
,,0.0003,19399,0.015158267691731453,-1.0574638843536377,,0.008266148157417774,19500,,,15.762845993041992,100.0,-37.86541534
365,196,0.0003,19499,0.017349470406770706,-0.5982859134674072,-47.60728139,0.008223779499530792,19600,100.0,53,15.971162796020508,,
,,0.0003,19899,0.013586892746388912,-0.756119430065155,,0.008057021535933018,20000,,,16.63865852355957,100.0,-38.00112216
373,200,,,,,-46.83730148999999,,20000,100.0,53,,,
377,204,0.0003,20299,0.013469917699694633,0.4296945333480835,-46.19510415,0.007961445488035679,20400,100.0,54,16.705350875854492,,
,,0.0003,20399,0.017104702070355415,1.1688978672027588,,0.007946623489260674,20500,,,16.988758087158203,100.0,-37.77584884
386,208,0.0003,20699,0.014554017223417759,-1.5241100788116455,-45.63617052999999,0.007920338772237301,20800,100.0,53,17.375213623046875,,
,,0.0003,20899,0.016227927058935165,-0.8176631331443787,,0.007950348779559135,21000,,,17.53660774230957,100.0,-37.9148125
394,212,0.0003,21099,0.01396280899643898,0.050927549600601196,-44.97130443999998,0.007966382429003716,21200,100.0,53,17.710525512695312,,
,,0.0003,21399,0.014437507838010788,0.033893972635269165,,0.007988952100276947,21500,,,18.125837326049805,100.0,-41.25407532
403,216,0.0003,21499,0.014812135137617588,-0.3675668239593506,-44.537192749999996,0.007972706109285355,21600,100.0,53,18.32984161376953,,
,,0.0003,21899,0.013110591098666191,-1.511169672012329,,0.008017516694962978,22000,,,18.75967025756836,100.0,-38.44901624
411,220,,,,,-44.170175099999994,,22000,100.0,53,,,
415,224,0.0003,22299,0.013863659463822842,1.275674819946289,-43.63921791,0.00804087519645691,22400,100.0,53,19.305932998657227,,
,,0.0003,22399,0.013659471645951271,1.2541950941085815,,0.008037206716835499,22500,,,19.25726890563965,100.0,-36.98748694
423,228,0.0003,22699,0.013656376861035824,-1.5009262561798096,-43.37621870000001,0.008097234182059765,22800,100.0,53,19.836496353149414,,
,,0.0003,22899,0.011896464042365551,0.751192569732666,,0.008091889321804047,23000,,,19.6851863861084,100.0,-36.9443292
432,232,0.0003,23099,0.01133943721652031,2.1481518745422363,-42.912904620000006,0.008141083642840385,23200,100.0,53,19.99010467529297,,
,,0.0003,23399,0.015303699299693108,1.2122808694839478,,0.008218067698180676,23500,,,20.576534271240234,100.0,-38.01756682
440,236,0.0003,23499,0.015285969711840153,0.27513450384140015,-42.47082199,0.008234103210270405,23600,100.0,53,20.629735946655273,,
,,0.0003,23899,0.014038098976016045,1.1013621091842651,,0.008355810306966305,24000,,,20.752368927001953,100.0,-38.313898099999996
449,240,,,,,-42.00717335000001,,24000,100.0,53,,,
452,244,0.0003,24299,0.01443844847381115,1.0716872215270996,-41.83105676,0.008425860665738583,24400,100.0,53,21.267169952392578,,
,,0.0003,24399,0.012226680293679237,0.6124229431152344,,0.008416075259447098,24500,,,21.411731719970703,100.0,-37.99969832
461,248,0.0003,24699,0.013001743704080582,-0.3369583785533905,-41.33929645999999,0.008439073339104652,24800,100.0,53,21.742420196533203,,
,,0.0003,24899,0.011459260247647762,0.46146321296691895,,0.008447040803730488,25000,,,21.894189834594727,100.0,-39.9275502
469,252,0.0003,25099,0.01658623106777668,1.7101414203643799,-41.06227337,0.008538049645721912,25200,100.0,53,22.033756256103516,,
,,0.0003,25399,0.01949300989508629,0.43452543020248413,,0.008491876535117626,25500,,,22.555561065673828,100.0,-38.73067416000001
478,256,0.0003,25499,0.013602964580059052,-0.4000319540500641,-40.58617058,0.008479127660393715,25600,100.0,53,22.278287887573242,,
,,0.0003,25899,0.013364622369408607,0.04031336307525635,,0.008576663210988045,26000,,,22.837326049804688,100.0,-37.83191606
486,260,,,,,-40.44069,,26000,100.0,53,,,
490,264,0.0003,26299,0.01376502774655819,-1.1780846118927002,-40.256790300000006,0.008587969467043877,26400,100.0,53,23.172054290771484,,
,,0.0003,26399,0.012039290741086006,0.3209022283554077,,0.008611803874373436,26500,,,23.345550537109375,100.0,-37.22403148
498,268,0.0003,26699,0.014570814557373524,-1.1763290166854858,-40.096635039999995,0.008586262352764606,26800,100.0,53,23.70119857788086,,
,,0.0003,26899,0.012868054211139679,-0.10335934162139893,,0.008486752398312092,27000,,,23.992902755737305,100.0,-39.1292742
507,272,0.0003,27099,0.015320567414164543,0.767436683177948,-40.280299140000004,0.00846474152058363,27200,100.0,53,23.896772384643555,,
,,0.0003,27399,0.01467077899724245,-0.9522587060928345,,0.008546676486730576,27500,,,24.543087005615234,100.0,-36.935013479999995
515,276,0.0003,27499,0.018349450081586838,-0.7294647693634033,-40.0642153,0.00856089498847723,27600,100.0,53,24.50312614440918,,
,,0.0003,27899,0.015507600270211697,0.7064187526702881,,0.008472894318401814,28000,,,24.577800750732422,100.0,-38.52912068
524,280,,,,,-39.98365464,,28000,100.0,53,,,
527,284,0.0003,28299,0.018867455422878265,-0.5856209993362427,-39.93154174,0.008503071963787079,28400,100.0,53,25.333934783935547,,
,,0.0003,28399,0.015246601775288582,-0.6462708711624146,,0.008525027893483639,28500,,,25.314605712890625,100.0,-37.891666099999995
536,288,0.0003,28699,0.016643162816762924,-1.2338497638702393,-40.12127828,0.008472878485918045,28800,100.0,53,25.231201171875,,
,,0.0003,28899,0.011928517371416092,0.1161721795797348,,0.008472207933664322,29000,,,25.348384857177734,100.0,-38.0912134
544,292,0.0003,29099,0.013929381035268307,-1.3488802909851074,-40.07601659,0.008454262278974056,29200,100.0,53,25.530933380126953,,
,,0.0003,29399,0.0159077700227499,0.6964321732521057,,0.008438128046691418,29500,,,25.917451858520508,100.0,-39.36902526
553,296,0.0003,29499,0.017067421227693558,1.4037628173828125,-39.98829289,0.00844899844378233,29600,100.0,53,25.969282150268555,,
,,0.0003,29899,0.023325979709625244,0.458646297454834,,0.008438566699624062,30000,,,26.196372985839844,100.0,-39.638017379999994
561,300,,,,,-40.15001692,,30000,100.0,53,,,
565,304,0.0003,30299,0.015036600641906261,-0.4740634858608246,-40.03798536,0.008278830908238888,30400,100.0,53,26.698715209960938,,
,,0.0003,30399,0.016944805160164833,1.6818305253982544,,0.008291310630738735,30500,,,26.697362899780273,100.0,-39.380545839999996
573,308,0.0003,30699,0.018750160932540894,-1.647718906402588,-40.10824933000001,0.008338098414242268,30800,100.0,53,26.771163940429688,,
,,0.0003,30899,0.026812557131052017,-0.9013364911079407,,0.008253742009401321,31000,,,27.196149826049805,100.0,-39.260833780000006
582,312,0.0003,31099,0.016422022134065628,-0.4079166054725647,-40.040428389999995,0.008256982080638409,31200,100.0,53,26.787845611572266,,
,,0.0003,31399,0.019258134067058563,0.5043751001358032,,0.00824988167732954,31500,,,27.29488182067871,100.0,-40.3002925
591,316,0.0003,31499,0.01520240306854248,0.8024424314498901,-40.06543331,0.00825582817196846,31600,100.0,53,27.63043212890625,,
,,0.0003,31899,0.016262203454971313,0.3361690044403076,,0.008191791363060474,32000,,,27.71759033203125,100.0,-40.3520554
599,320,,,,,-39.77580632,,32000,100.0,53,,,
602,324,0.0003,32299,0.01831401139497757,-0.7799602746963501,-40.16220509,0.008206507191061974,32400,100.0,53,28.08426284790039,,
,,0.0003,32399,0.021964216604828835,-1.3776977062225342,,0.008157349191606045,32500,,,28.110984802246094,100.0,-40.76621484
611,328,0.0003,32699,0.018628135323524475,1.5187441110610962,-40.276626570000005,0.008196324110031128,32800,100.0,53,28.34910011291504,,
,,0.0003,32899,0.022651763632893562,-0.5138548016548157,,0.008225222118198872,33000,,,28.33908462524414,100.0,-40.05955798
619,332,0.0003,33099,0.01907464861869812,-0.4083281457424164,-40.544199590000005,0.00816508661955595,33200,100.0,53,28.511112213134766,,
,,0.0003,33399,0.018344685435295105,1.3080925941467285,,0.00824765581637621,33500,,,28.94866943359375,100.0,-40.200580419999994
628,336,0.0003,33499,0.016800932586193085,1.5038203001022339,-40.550057540000005,0.008265238255262375,33600,100.0,53,28.654712677001953,,
,,0.0003,33899,0.019032089039683342,-0.2711237967014313,,0.00825066864490509,34000,,,29.021564483642578,100.0,-42.24592786
636,340,,,,,-41.57955879,,34000,100.0,53,,,
640,344,0.0003,34299,0.018863093107938766,0.3957557678222656,-42.17886590999999,0.008285568095743656,34400,100.0,53,29.497276306152344,,
,,0.0003,34399,0.02191990241408348,0.23339372873306274,,0.008332443423569202,34500,,,29.403705596923828,100.0,-54.42179540000001
649,348,0.0003,34699,0.01638111099600792,-1.2224032878875732,-42.80742026,0.008418181911110878,34800,100.0,53,29.62261199951172,,
,,0.0003,34899,0.02821328677237034,2.472187042236328,,0.00847659632563591,35000,,,29.4288330078125,100.0,-42.12642808
657,352,0.0003,35099,0.022856881842017174,-1.6761586666107178,-43.3952999,0.008507383055984974,35200,100.0,53,29.61779022216797,,
,,0.0003,35399,0.0212513767182827,1.1424041986465454,,0.008519943803548813,35500,,,30.32599639892578,100.0,-45.92065556000001
666,356,0.0003,35499,0.01979261077940464,-0.9422234892845154,-43.635965580000004,0.008556422777473927,35600,100.0,53,30.23815155029297,,
,,0.0003,35899,0.01536552608013153,-0.7580331563949585,,0.008586139418184757,36000,,,30.424598693847656,100.0,-44.49061161999999
674,360,,,,,-44.03022723,,36000,100.0,53,,,
678,364,0.0003,36299,0.01836162805557251,-0.5221961736679077,-43.65561131,0.008636098355054855,36400,100.0,53,30.39055061340332,,
,,0.0003,36399,0.01892164722084999,-0.14200305938720703,,0.00861895177513361,36500,,,30.60918617248535,100.0,-44.730139
686,368,0.0003,36699,0.02987651899456978,0.11489613354206085,-43.82294029000001,0.00860258936882019,36800,100.0,53,30.902198791503906,,
,,0.0003,36899,0.022950153797864914,-1.8435213565826416,,0.008674700744450092,37000,,,30.754404067993164,100.0,-46.78667224000001
695,372,0.0003,37099,0.016874033957719803,0.7653395533561707,-43.678097230000006,0.008641296997666359,37200,100.0,53,30.779529571533203,,
,,0.0003,37399,0.03961838781833649,0.35805338621139526,,0.008690387941896915,37500,,,30.497859954833984,100.0,-43.60650536
703,376,0.0003,37499,0.018032919615507126,1.398202896118164,-43.50570794,0.00867287628352642,37600,100.0,53,30.478239059448242,,
,,0.0003,37899,0.01866738870739937,0.8092083930969238,,0.008735056966543198,38000,,,31.339916229248047,100.0,-41.06466144
712,380,,,,,-43.38514366,,38000,100.0,53,,,
715,384,0.0003,38299,0.022656066343188286,0.49405932426452637,-43.488267220000004,0.00864286720752716,38400,100.0,53,31.45797348022461,,
,,0.0003,38399,0.026974819600582123,-1.386601209640503,,0.008625151589512825,38500,,,31.269790649414062,100.0,-39.02013126
724,388,0.0003,38699,0.021342884749174118,-2.052222728729248,-43.28967588,0.008681152015924454,38800,100.0,53,31.12441635131836,,
,,0.0003,38899,0.02383171208202839,0.8674136996269226,,0.008657497353851795,39000,,,31.629560470581055,100.0,-39.011925219999995
732,392,0.0003,39099,0.017837990075349808,0.6951791644096375,-43.35660036,0.008647887967526913,39200,100.0,53,31.869699478149414,,
,,0.0003,39399,0.026844652369618416,0.5521112680435181,,0.008650263771414757,39500,,,31.95297622680664,100.0,-39.70647568
741,396,0.0003,39499,0.028361305594444275,-0.003080606460571289,-43.224391069999996,0.008621697314083576,39600,100.0,53,31.573184967041016,,
,,0.0003,39899,0.02474498376250267,-0.4245853126049042,,0.00864039920270443,40000,,,32.18730545043945,100.0,-38.40313810000001
749,400,,,,,-43.00867455,,40000,100.0,53,,,
753,404,0.0003,40299,0.02108876407146454,-1.150036096572876,-43.22088517,0.008720776997506618,40400,100.0,53,31.85027503967285,,
,,0.0003,40399,0.02124163880944252,2.513272762298584,,0.008715905249118805,40500,,,31.806421279907227,100.0,-39.11660623999999
761,408,0.0003,40699,0.02246922254562378,0.4911459684371948,-43.11446505,0.008716682903468609,40800,100.0,53,31.714946746826172,,
,,0.0003,40899,0.026359923183918,1.1597907543182373,,0.008675854653120041,41000,,,31.54174041748047,100.0,-39.82716052
770,412,0.0003,41099,0.0268862321972847,0.9859069585800171,-43.22077711,0.008748884312808514,41200,100.0,53,32.00665283203125,,
,,0.0003,41399,0.026000117883086205,-0.3791677951812744,,0.008774318732321262,41500,,,32.776206970214844,100.0,-38.9485529
778,416,0.0003,41499,0.02438252791762352,-0.22541654109954834,-42.96713637,0.008794261142611504,41600,100.0,53,32.60981750488281,,
,,0.0003,41899,0.01975421980023384,-1.992911696434021,,0.008830440230667591,42000,,,32.55183410644531,100.0,-37.99959694
787,420,,,,,-43.08972221,,42000,100.0,53,,,
790,424,0.0003,42299,0.029437823221087456,0.6728846430778503,-43.14820328,0.008784877136349678,42400,100.0,53,33.303035736083984,,
,,0.0003,42399,0.022072944790124893,-0.5203666687011719,,0.008778628893196583,42500,,,32.76071548461914,100.0,-37.40461958
799,428,0.0003,42699,0.02529497630894184,0.5728803277015686,-42.889268120000004,0.008704504929482937,42800,100.0,53,32.922035217285156,,
,,0.0003,42899,0.024495892226696014,-0.7249314188957214,,0.00869595818221569,43000,,,33.021244049072266,100.0,-38.16815776
808,432,0.0003,43099,0.020501263439655304,-0.9950301051139832,-42.90317580000001,0.008804608136415482,43200,100.0,53,33.06672668457031,,
,,0.0003,43399,0.0278327576816082,0.2875862419605255,,0.008758237585425377,43500,,,33.08515167236328,100.0,-39.44940582
816,436,0.0003,43499,0.02644544467329979,0.14480072259902954,-42.57261865,0.008706833235919476,43600,100.0,53,32.78995895385742,,
,,0.0003,43899,0.022655222564935684,0.8460928797721863,,0.008892911486327648,44000,,,33.36905288696289,100.0,-37.50966848
825,440,,,,,-41.58529745,,44000,100.0,53,,,
828,444,0.0003,44299,0.022398728877305984,1.4744330644607544,-40.677217969999994,0.00886200089007616,44400,100.0,53,33.488487243652344,,
,,0.0003,44399,0.027357051149010658,-0.2752860188484192,,0.008899813517928123,44500,,,33.406166076660156,100.0,-37.979574760000006
837,448,0.0003,44699,0.029137475416064262,-0.49238866567611694,-40.09077386,0.009021870791912079,44800,100.0,53,33.26612854003906,,
,,0.0003,44899,0.028893426060676575,-0.2507209777832031,,0.008969222195446491,45000,,,33.08708190917969,100.0,-37.249513119999996
845,452,0.0003,45099,0.029629211872816086,-0.953964352607727,-39.26372452,0.00895301066339016,45200,100.0,53,34.14469528198242,,
,,0.0003,45399,0.024608179926872253,-0.25609779357910156,,0.008962937630712986,45500,,,33.62896728515625,100.0,-37.08198806
853,456,0.0003,45499,0.021095262840390205,-0.6024003028869629,-39.157398799999996,0.008952801115810871,45600,100.0,53,34.300270080566406,,
,,0.0003,45899,0.03571297973394394,1.047710657119751,,0.008950086310505867,46000,,,34.440677642822266,100.0,-37.69430364
862,460,,,,,-38.86750668,,46000,100.0,53,,,
865,464,0.0003,46299,0.028415927663445473,-0.4990541338920593,-39.404592349999994,0.00896803755313158,46400,100.0,53,34.030433654785156,,
,,0.0003,46399,0.02317696437239647,1.5378965139389038,,0.008970269933342934,46500,,,33.91565704345703,100.0,-38.69108294
874,468,0.0003,46699,0.02583160251379013,-1.156120777130127,-39.08133037,0.008999999612569809,46800,100.0,53,33.47673797607422,,
,,0.0003,46899,0.02243974804878235,0.6018460988998413,,0.008992835879325867,47000,,,33.61481857299805,100.0,-38.58289288
882,472,0.0003,47099,0.02341139316558838,0.4408596158027649,-38.94765649000001,0.009000544436275959,47200,100.0,53,32.93563461303711,,
,,0.0003,47399,0.03703588619828224,-1.8454720973968506,,0.00902655627578497,47500,,,33.94831085205078,100.0,-37.4415693
891,476,0.0003,47499,0.02484864369034767,-0.2940920889377594,-39.254576740000005,0.009022464044392109,47600,100.0,53,34.348793029785156,,
,,0.0003,47899,0.022683385759592056,-2.685469388961792,,0.008996446616947651,48000,,,34.854923248291016,100.0,-38.74318692000001
899,480,,,,,-39.501703400000004,,48000,100.0,53,,,
903,484,0.0003,48299,0.022495955228805542,0.5541937351226807,-39.56839492,0.008924771100282669,48400,100.0,53,34.91941833496094,,
,,0.0003,48399,0.026446141302585602,-0.5614694356918335,,0.00891550350934267,48500,,,34.48242950439453,100.0,-37.8268794
912,488,0.0003,48699,0.02350955829024315,1.0549367666244507,-39.75373371,0.008799022063612938,48800,100.0,53,34.8251953125,,
,,0.0003,48899,0.028548002243041992,-1.99314284324646,,0.008862948045134544,49000,,,34.29887390136719,100.0,-37.1748139
920,492,0.0003,49099,0.026861868798732758,0.5131022334098816,-39.54812481,0.008864029310643673,49200,100.0,53,35.088294982910156,,
,,0.0003,49399,0.027470190078020096,-0.8079713582992554,,0.008837230503559113,49500,,,35.1637077331543,100.0,-36.26978046
929,496,0.0003,49499,0.050384990870952606,-0.06449499726295471,-39.819693980000004,0.008832373656332493,49600,100.0,53,34.60909652709961,,
,,0.0003,49899,0.026423383504152298,1.1675825119018555,,0.008773084729909897,50000,,,34.35302734375,100.0,-38.357282739999995
937,500,,,,,-39.54981976999999,,50000,100.0,53,,,
941,504,0.0003,50299,0.030842531472444534,-2.812026023864746,-39.415555690000005,0.008790994994342327,50400,100.0,53,34.84756088256836,,
