rollout/ep_len_mean,train/ent_coef_loss,time/fps,train/actor_loss,rollout/ep_rew_mean,time/episodes,train/ent_coef,time/total_timesteps,train/critic_loss,time/time_elapsed,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
100.0,-19.380069732666016,37,-0.40854597091674805,-104.69631629999999,104,0.05197201669216156,10400,0.018457677215337753,275,10299,0.0003,,
,-20.245502471923828,,-0.03808657079935074,,,0.05063275247812271,10500,0.018946489319205284,,10399,0.0003,100.0,-39.04370204
100.0,-19.412071228027344,37,0.7311691045761108,-100.83603893000002,108,0.046833232045173645,10800,0.01855434849858284,288,10699,0.0003,,
,-18.528696060180664,,1.0937588214874268,,,0.04447777196764946,11000,0.017220767214894295,,10899,0.0003,100.0,-42.0846298
100.0,-18.340465545654297,37,1.9311283826828003,-96.93851232000002,112,0.042246121913194656,11200,0.015145576559007168,300,11099,0.0003,,
,-17.556550979614258,,2.6438114643096924,,,0.03912381827831268,11500,0.01614503189921379,,11399,0.0003,100.0,-39.44531076
100.0,-17.951845169067383,37,3.0416059494018555,-93.21315961999997,116,0.038135845214128494,11600,0.016801217570900917,312,11499,0.0003,,
,-17.923131942749023,,3.8159682750701904,,,0.0344451442360878,12000,0.018991099670529366,,11899,0.0003,100.0,-39.77960916
100.0,,36,,-89.66860862,120,,12000,,325,,,,
100.0,-16.49441146850586,37,4.756253719329834,-85.90537605999998,124,0.031135909259319305,12400,0.0156424380838871,330,12299,0.0003,,
,-16.860946655273438,,5.071496963500977,,,0.03036143071949482,12500,0.01576966606080532,,12399,0.0003,100.0,-39.486172759999995
100.0,-16.726932525634766,37,5.7394185066223145,-82.29655183999999,128,0.028169458732008934,12800,0.014795197173953056,342,12699,0.0003,,
,-16.124832153320312,,6.247971534729004,,,0.026804981753230095,13000,0.014392459765076637,,12899,0.0003,100.0,-38.57459274
100.0,-15.682441711425781,37,6.804727077484131,-78.72745226,132,0.025516405701637268,13200,0.014911660924553871,354,13099,0.0003,,
,-15.256132125854492,,7.204442977905273,,,0.02370753325521946,13500,0.018989425152540207,,13399,0.0003,100.0,-38.42626504
100.0,-15.285563468933105,37,7.703303337097168,-75.80989099000001,136,0.023139312863349915,13600,0.015537213534116745,367,13499,0.0003,,
,-13.257539749145508,,8.17913818359375,,,0.021030088886618614,14000,0.013805973343551159,,13899,0.0003,100.0,-37.80701862
100.0,,36,,-72.39155826999999,140,,14000,,379,,,,
100.0,-12.901766777038574,37,9.151874542236328,-69.22790372,144,0.019155317917466164,14400,0.015337023884057999,384,14299,0.0003,,
,-11.723016738891602,,9.566970825195312,,,0.01872100494801998,14500,0.014108208939433098,,14399,0.0003,100.0,-38.26311944
100.0,-10.893876075744629,37,9.915847778320312,-66.50337605,148,0.0175031591206789,14800,0.013971313834190369,397,14699,0.0003,,
,-10.780671119689941,,10.110153198242188,,,0.016748132184147835,15000,0.01447339542210102,,14899,0.0003,100.0,-37.68811326
100.0,-9.654003143310547,37,10.514204025268555,-64.17453252,152,0.016044624149799347,15200,0.021785104647278786,409,15099,0.0003,,
,-9.41617202758789,,11.18439769744873,,,0.01505707111209631,15500,0.012424453161656857,,15399,0.0003,100.0,-38.08183382
100.0,-9.350118637084961,36,11.51878547668457,-62.00748703,156,0.014745310880243778,15600,0.0139584019780159,422,15499,0.0003,,
,-8.440305709838867,,12.210113525390625,,,0.013603721745312214,16000,0.012662578374147415,,15899,0.0003,100.0,-37.994740920000005
100.0,,36,,-59.816112350000004,160,,16000,,434,,,,
100.0,-7.212680816650391,37,12.687407493591309,-57.77054389,164,0.012594890780746937,16400,0.01847112365067005,439,16299,0.0003,,
,-5.50724983215332,,13.119068145751953,,,0.012362302280962467,16500,0.012654626742005348,,16399,0.0003,100.0,-39.41820042
100.0,-4.777692794799805,37,13.36811351776123,-55.678443849999994,168,0.011712152510881424,16800,0.014210524037480354,451,16699,0.0003,,
,-3.8498570919036865,,13.637301445007324,,,0.011307012289762497,17000,0.016364481300115585,,16899,0.0003,100.0,-38.345888699999996
100.0,-4.269386291503906,37,13.996525764465332,-54.064855390000005,172,0.01093842089176178,17200,0.01670708879828453,464,17099,0.0003,,
,-2.756495952606201,,14.590920448303223,,,0.010454454459249973,17500,0.01216554269194603,,17399,0.0003,100.0,-37.60048996
100.0,-2.842432975769043,36,14.062532424926758,-52.26099039999999,176,0.010309461504220963,17600,0.012201301753520966,476,17499,0.0003,,
,-3.4833366870880127,,15.167141914367676,,,0.009792876429855824,18000,0.013809861615300179,,17899,0.0003,100.0,-37.29938612
100.0,,36,,-50.58557162,180,,18000,,489,,,,
100.0,-2.4129600524902344,37,15.637901306152344,-49.180101050000005,184,0.009362487122416496,18400,0.015157099813222885,494,18299,0.0003,,
,-1.9471004009246826,,15.7191743850708,,,0.00927725899964571,18500,0.013164655305445194,,18399,0.0003,100.0,-37.65139248
100.0,-1.684613585472107,37,16.145952224731445,-48.231740050000006,188,0.009038340300321579,18800,0.016109582036733627,506,18699,0.0003,,
,-0.4678191542625427,,16.783981323242188,,,0.00890300516039133,19000,0.014409792609512806,,18899,0.0003,100.0,-37.249902139999996
100.0,0.2597150504589081,36,16.92000961303711,-47.234047739999994,192,0.008782636374235153,19200,0.011624451726675034,519,19099,0.0003,,
,-1.3399038314819336,,17.250633239746094,,,0.008650040253996849,19500,0.014847395941615105,,19399,0.0003,100.0,-37.638622659999996
100.0,-0.5014360547065735,36,17.074886322021484,-46.35869851,196,0.008597754873335361,19600,0.015547303482890129,531,19499,0.0003,,
,-2.1138739585876465,,17.474227905273438,,,0.00849585048854351,20000,0.01348702423274517,,19899,0.0003,100.0,-37.364377319999996
100.0,,36,,-45.44849826999999,200,,20000,,544,,,,
100.0,1.4765623807907104,37,18.077497482299805,-44.87201141999999,204,0.008412997238337994,20400,0.011908265762031078,549,20299,0.0003,,
,0.6198446750640869,,18.34206771850586,,,0.008419844321906567,20500,0.015473023988306522,,20399,0.0003,100.0,-36.96953952
100.0,0.6079469919204712,37,18.368022918701172,-44.29021039,208,0.008389606140553951,20800,0.013667312450706959,561,20699,0.0003,,
,-1.4218146800994873,,18.953350067138672,,,0.008351312950253487,21000,0.015768645331263542,,20899,0.0003,100.0,-37.1243713
100.0,-1.681788444519043,36,18.92903709411621,-43.59350448,212,0.008353224955499172,21200,0.014932077378034592,574,21099,0.0003,,
,-0.047777026891708374,,19.525501251220703,,,0.008378547616302967,21500,0.012336044572293758,,21399,0.0003,100.0,-38.327491280000004
100.0,0.5507122278213501,36,19.605426788330078,-42.98626003999999,216,0.00834959652274847,21600,0.015136517584323883,586,21499,0.0003,,
,-1.1764620542526245,,20.0153751373291,,,0.008381877094507217,22000,0.01152053102850914,,21899,0.0003,100.0,-37.10071232
100.0,,36,,-42.48170397999999,220,,22000,,598,,,,
100.0,-0.35603463649749756,37,20.731386184692383,-42.11699095000001,224,0.008363391272723675,22400,0.018162274733185768,603,22299,0.0003,,
,-1.9135770797729492,,20.75305938720703,,,0.008400678634643555,22500,0.014809800311923027,,22399,0.0003,100.0,-37.245480619999995
100.0,-0.6204550862312317,36,20.670644760131836,-41.79597135,228,0.008427555672824383,22800,0.014794384129345417,616,22699,0.0003,,
,0.4668876528739929,,21.41423225402832,,,0.008443428203463554,23000,0.013694768771529198,,22899,0.0003,100.0,-49.17940726
100.0,0.1547412872314453,36,21.224899291992188,-41.59215115,232,0.0083703538402915,23200,0.01729542762041092,629,23099,0.0003,,
,-1.1394321918487549,,21.532699584960938,,,0.00840799231082201,23500,0.01948382332921028,,23399,0.0003,100.0,-55.29305004
100.0,-0.5064215660095215,36,21.480159759521484,-42.29784025,236,0.008459056727588177,23600,0.01611132174730301,641,23499,0.0003,,
,-2.0950675010681152,,21.759811401367188,,,0.008571772836148739,24000,0.019651055335998535,,23899,0.0003,100.0,-46.5125422
100.0,,36,,-42.614472969999994,240,,24000,,654,,,,
100.0,0.41288426518440247,37,22.412521362304688,-42.78033432,244,0.00859032478183508,24400,0.02621724084019661,659,24299,0.0003,,
,0.7129518985748291,,22.617475509643555,,,0.008554835803806782,24500,0.019304193556308746,,24399,0.0003,100.0,-47.51427196
100.0,-0.14353802800178528,36,22.39582633972168,-42.825963650000006,248,0.008591164834797382,24800,0.019115952774882317,671,24699,0.0003,,
,-1.2704129219055176,,22.439939498901367,,,0.008590918965637684,25000,0.017998971045017242,,24899,0.0003,100.0,-47.34700836
100.0,0.050375401973724365,36,22.31851577758789,-43.17212547,252,0.00855098944157362,25200,0.0186361875385046,683,25099,0.0003,,
,1.1138161420822144,,23.051876068115234,,,0.008510759100317955,25500,0.022726193070411682,,25399,0.0003,100.0,-49.12108808
100.0,1.3841447830200195,36,22.735692977905273,-43.427648909999995,256,0.008528666570782661,25600,0.018541749566793442,696,25499,0.0003,,
,-2.3207108974456787,,23.626312255859375,,,0.008395848795771599,26000,0.019612612202763557,,25899,0.0003,100.0,-50.205148740000006
100.0,,36,,-43.83694016,260,,26000,,709,,,,
100.0,0.42510080337524414,36,23.659683227539062,-44.31733819,264,0.008442659862339497,26400,0.022375956177711487,714,26299,0.0003,,
,0.23592326045036316,,23.580568313598633,,,0.008431772701442242,26500,0.02100004255771637,,26399,0.0003,100.0,-50.466565700000004
100.0,-1.418042778968811,36,24.071657180786133,-44.99451569,268,0.008378416299819946,26800,0.021304059773683548,726,26699,0.0003,,
,0.8400614261627197,,24.06570816040039,,,0.008295103907585144,27000,0.019349249079823494,,26899,0.0003,100.0,-47.825829080000005
100.0,0.27822670340538025,36,24.190330505371094,-45.01965343,272,0.008202309720218182,27200,0.017670225352048874,738,27099,0.0003,,
,-0.28976118564605713,,24.26976776123047,,,0.00815955176949501,27500,0.023340605199337006,,27399,0.0003,100.0,-47.66987029999999
100.0,-0.6680270433425903,36,24.74093246459961,-45.45794863000001,276,0.008147110231220722,27600,0.01785961724817753,751,27499,0.0003,,
,0.5198938846588135,,24.312522888183594,,,0.008043313398957253,28000,0.02032911591231823,,27899,0.0003,100.0,-48.671490860000006
100.0,,36,,-46.11277273999999,280,,28000,,763,,,,
100.0,-0.5477951765060425,36,25.209510803222656,-46.59025382000001,284,0.008035443723201752,28400,0.018394378945231438,768,28299,0.0003,,
,-0.6276364922523499,,25.21772003173828,,,0.007991718128323555,28500,0.025645770132541656,,28399,0.0003,100.0,-47.25920634
100.0,-0.9214543104171753,36,25.59415054321289,-47.01200615,288,0.007961639203131199,28800,0.02046870067715645,781,28699,0.0003,,
,1.7080999612808228,,25.202861785888672,,,0.008006318472325802,29000,0.025690972805023193,,28899,0.0003,100.0,-46.030988400000005
100.0,-1.5483191013336182,36,25.465999603271484,-47.29142074000001,292,0.008007865399122238,29200,0.021802835166454315,793,29099,0.0003,,
,-0.5442015528678894,,25.790546417236328,,,0.008021359331905842,29500,0.022513920441269875,,29399,0.0003,100.0,-47.433338299999996
100.0,0.1697436273097992,36,26.092172622680664,-47.72878869000001,296,0.008023330010473728,29600,0.017425239086151123,805,29499,0.0003,,
,-0.9725898504257202,,26.053775787353516,,,0.00802147388458252,30000,0.019446078687906265,,29899,0.0003,100.0,-46.770361859999994
100.0,,36,,-48.22055294999999,300,,30000,,818,,,,
100.0,0.19128555059432983,36,26.545862197875977,-48.444002090000005,304,0.008073334582149982,30400,0.01658923551440239,823,30299,0.0003,,
,1.565730094909668,,26.824909210205078,,,0.008074147626757622,30500,0.01890743523836136,,30399,0.0003,100.0,-45.708602119999995
100.0,-0.16483306884765625,36,26.79770851135254,-48.86069732,308,0.008076750673353672,30800,0.018451929092407227,835,30699,0.0003,,
,-0.6108976602554321,,26.777738571166992,,,0.008040511049330235,31000,0.020225845277309418,,30899,0.0003,100.0,-44.84420902
100.0,-0.4708889424800873,36,27.248924255371094,-49.28175255,312,0.00801066868007183,31200,0.01958296075463295,847,31099,0.0003,,
,-0.33046942949295044,,27.162609100341797,,,0.008102946914732456,31500,0.01864340342581272,,31399,0.0003,100.0,-44.752255299999995
100.0,0.45012789964675903,36,27.25246810913086,-49.473636030000016,316,0.008139445446431637,31600,0.01635051518678665,860,31499,0.0003,,
,0.5485599637031555,,27.33917808532715,,,0.008116740733385086,32000,0.0166788212954998,,31899,0.0003,100.0,-47.163088859999995
100.0,,36,,-49.602134150000005,320,,32000,,872,,,,
100.0,0.6263283491134644,36,28.283132553100586,-49.77491954,324,0.008158882148563862,32400,0.01956101693212986,877,32299,0.0003,,
,0.1400064080953598,,28.27307891845703,,,0.008209501393139362,32500,0.016438473016023636,,32399,0.0003,100.0,-45.32286315999999
100.0,-1.068429708480835,36,28.175947189331055,-50.03813364000001,328,0.008281322196125984,32800,0.01800931990146637,889,32699,0.0003,,
,-2.3503246307373047,,28.694564819335938,,,0.008337418548762798,33000,0.017525315284729004,,32899,0.0003,100.0,-41.50534528
100.0,0.20416095852851868,36,28.435829162597656,-50.10775161000001,332,0.008339088410139084,33200,0.017544928938150406,902,33099,0.0003,,
,0.06369107216596603,,28.703651428222656,,,0.008407996036112309,33500,0.016267739236354828,,33399,0.0003,100.0,-41.74186922
100.0,-1.1275352239608765,36,28.789627075195312,-48.992758909999985,336,0.0083862179890275,33600,0.016672899946570396,915,33499,0.0003,,
,-1.0568238496780396,,29.183422088623047,,,0.00846149679273367,34000,0.016522470861673355,,33899,0.0003,100.0,-40.82385334
100.0,,36,,-48.86626720999999,340,,34000,,927,,,,
100.0,1.3632562160491943,36,29.40975570678711,-48.74885449000001,344,0.008509313687682152,34400,0.01577899232506752,932,34299,0.0003,,
,-1.2158268690109253,,29.51724624633789,,,0.008546020835638046,34500,0.017092842608690262,,34399,0.0003,100.0,-40.16994554
100.0,2.1029841899871826,36,29.72246551513672,-48.390814100000014,348,0.008550752885639668,34800,0.0175524540245533,945,34699,0.0003,,
,-0.5158247947692871,,30.038352966308594,,,0.00854360032826662,35000,0.014238187111914158,,34899,0.0003,100.0,-40.92456403999999
100.0,0.7210434079170227,36,29.940021514892578,-47.698293460000016,352,0.008547919802367687,35200,0.015019371174275875,957,35099,0.0003,,
,0.781873345375061,,30.2053279876709,,,0.00855889543890953,35500,0.014241352677345276,,35399,0.0003,100.0,-39.1534333
100.0,-1.1326457262039185,36,30.631874084472656,-47.48297059000001,356,0.008553129620850086,35600,0.019393622875213623,970,35499,0.0003,,
,1.0124480724334717,,30.820858001708984,,,0.008699496276676655,36000,0.018237754702568054,,35899,0.0003,100.0,-39.0778335
100.0,,36,,-46.99109471,360,,36000,,983,,,,
100.0,-1.117018699645996,36,30.977203369140625,-46.32342501,364,0.008688743226230145,36400,0.017607655376195908,987,36299,0.0003,,
,-0.5006639957427979,,30.716995239257812,,,0.008670022711157799,36500,0.013420578092336655,,36399,0.0003,100.0,-37.96798646
100.0,0.11810082197189331,36,31.50400161743164,-45.702226329999995,368,0.008680915459990501,36800,0.019033104181289673,1000,36699,0.0003,,
,0.1413794606924057,,31.23916244506836,,,0.008690105751156807,37000,0.019413188099861145,,36899,0.0003,100.0,-37.93803058
100.0,0.04957576096057892,36,31.115863800048828,-45.58138941,372,0.008688912726938725,37200,0.015347721055150032,1013,37099,0.0003,,
,-0.20400677621364594,,31.52125358581543,,,0.008755365386605263,37500,0.01879294216632843,,37399,0.0003,100.0,-37.71033672000001
100.0,-0.6661067008972168,36,31.91971778869629,-45.35237247999999,376,0.008710520341992378,37600,0.017616290599107742,1025,37499,0.0003,,
,-0.8571232557296753,,31.759780883789062,,,0.008801880292594433,38000,0.020490573719143867,,37899,0.0003,100.0,-37.4005046
100.0,,36,,-44.4017998,380,,38000,,1038,,,,
100.0,0.19712886214256287,36,31.73448944091797,-43.79472953999999,384,0.008834761567413807,38400,0.01959342136979103,1043,38299,0.0003,,
,-0.25095441937446594,,31.802560806274414,,,0.008829518221318722,38500,0.014858949929475784,,38399,0.0003,100.0,-38.572709759999995
100.0,-0.48502135276794434,36,32.36511993408203,-43.31475438,388,0.008772255852818489,38800,0.016451671719551086,1055,38699,0.0003,,
,-0.6201832890510559,,32.333335876464844,,,0.008788341656327248,39000,0.023058587685227394,,38899,0.0003,100.0,-38.676828900000004
100.0,0.16322195529937744,36,32.701290130615234,-42.907441809999995,392,0.008824720047414303,39200,0.01847178488969803,1068,39099,0.0003,,
,0.7392243146896362,,32.44121551513672,,,0.00888584554195404,39500,0.019757341593503952,,39399,0.0003,100.0,-39.96371264
100.0,1.0992343425750732,36,32.31378936767578,-42.3608902,396,0.00883930828422308,39600,0.022943831980228424,1080,39499,0.0003,,
,-2.2935791015625,,32.741920471191406,,,0.008837993256747723,40000,0.016466477885842323,,39899,0.0003,100.0,-38.3007868
100.0,,36,,-42.013139849999995,400,,40000,,1093,,,,
100.0,2.2509212493896484,36,32.71857452392578,-41.60589708,404,0.008825237862765789,40400,0.020510248839855194,1098,40299,0.0003,,
,0.02014528214931488,,33.055641174316406,,,0.008864511735737324,40500,0.01562962308526039,,40399,0.0003,100.0,-37.71888884
100.0,0.9779502153396606,36,33.06640625,-41.05613371,408,0.008818961679935455,40800,0.020114295184612274,1110,40699,0.0003,,
,0.5545221567153931,,32.96472930908203,,,0.00881308875977993,41000,0.016429264098405838,,40899,0.0003,100.0,-37.88062814
100.0,-0.06386569142341614,36,33.324745178222656,-40.52161426999999,412,0.008871138095855713,41200,0.01516046840697527,1123,41099,0.0003,,
,0.24100612103939056,,33.418678283691406,,,0.008852899074554443,41500,0.012850496917963028,,41399,0.0003,100.0,-37.294438119999995
100.0,-1.8229191303253174,36,32.9716796875,-40.212972449999995,416,0.008842820301651955,41600,0.014865119010210037,1135,41499,0.0003,,
,0.40570884943008423,,33.486114501953125,,,0.008861219510436058,42000,0.014976371079683304,,41899,0.0003,100.0,-36.78837557999999
100.0,,36,,-40.14436395,420,,42000,,1148,,,,
100.0,-0.1435166746377945,36,33.499298095703125,-40.009164919999996,424,0.00883463118225336,42400,0.014506092295050621,1152,42299,0.0003,,
,1.2662353515625,,33.83574295043945,,,0.008850231766700745,42500,0.017785053700208664,,42399,0.0003,100.0,-36.15866724000001
100.0,0.636730968952179,36,33.527957916259766,-39.59284373999999,428,0.008819159120321274,42800,0.021764302626252174,1165,42699,0.0003,,
,-3.2646474838256836,,34.39566421508789,,,0.008846143260598183,43000,0.01575489528477192,,42899,0.0003,100.0,-37.372439060000005
100.0,1.2685961723327637,36,34.107810974121094,-39.56580779,432,0.008775364607572556,43200,0.015797492116689682,1177,43099,0.0003,,
,0.038615912199020386,,34.12371826171875,,,0.008754213340580463,43500,0.01666259765625,,43399,0.0003,100.0,-36.956579680000004
100.0,0.016506262123584747,36,34.385902404785156,-39.43075649,436,0.008749468252062798,43600,0.018155395984649658,1190,43499,0.0003,,
,0.49861299991607666,,34.19660949707031,,,0.00878322683274746,44000,0.01492099929600954,,43899,0.0003,100.0,-36.9455632
100.0,,36,,-39.004164429999996,440,,44000,,1203,,,,
100.0,0.4841529130935669,36,34.66852569580078,-38.72819053,444,0.008711717091500759,44400,0.020479824393987656,1207,44299,0.0003,,
,0.04230087995529175,,34.4251823425293,,,0.008699284866452217,44500,0.0163184255361557,,44399,0.0003,100.0,-36.8596917
100.0,0.055100828409194946,36,35.01170349121094,-38.8810836,448,0.008630236610770226,44800,0.019925102591514587,1220,44699,0.0003,,
,0.5619072914123535,,34.16701889038086,,,0.008610169403254986,45000,0.014705353416502476,,44899,0.0003,100.0,-36.23212864
100.0,1.6030452251434326,36,34.81767272949219,-39.03644602999999,452,0.008633422665297985,45200,0.018782278522849083,1232,45099,0.0003,,
,0.7195380926132202,,34.87973403930664,,,0.008621969260275364,45500,0.01531507633626461,,45399,0.0003,100.0,-36.976211119999995
100.0,1.6543090343475342,36,34.87600326538086,-38.45151763,456,0.008679420687258244,45600,0.022221829742193222,1245,45499,0.0003,,
,-0.5779409408569336,,35.634429931640625,,,0.00863205548375845,46000,0.016076035797595978,,45899,0.0003,100.0,-36.99593758
100.0,,36,,-38.5389067,460,,46000,,1257,,,,
100.0,-2.069448471069336,36,35.133148193359375,-38.835643190000006,464,0.008586332201957703,46400,0.016618121415376663,1262,46299,0.0003,,
,-1.05976140499115,,35.34080505371094,,,0.008568949066102505,46500,0.015832975506782532,,46399,0.0003,100.0,-36.17466454
100.0,-1.0662704706192017,36,35.53229904174805,-38.784127719999994,468,0.008557471446692944,46800,0.015216784551739693,1275,46699,0.0003,,
,-0.9570369124412537,,35.22180938720703,,,0.00855274684727192,47000,0.016602471470832825,,46899,0.0003,100.0,-36.729898160000005
100.0,-0.877343475818634,36,35.82217788696289,-38.68870021,472,0.008549166843295097,47200,0.017738958820700645,1287,47099,0.0003,,
,0.11836838722229004,,35.77507019042969,,,0.008521845564246178,47500,0.020462652668356895,,47399,0.0003,100.0,-36.696473839999996
100.0,0.46853870153427124,36,36.19152069091797,-38.56417667,476,0.008515747264027596,47600,0.016637951135635376,1300,47499,0.0003,,
,-0.9319139122962952,,36.020652770996094,,,0.008512747474014759,48000,0.01692984253168106,,47899,0.0003,100.0,-37.592324579999996
100.0,,36,,-38.73202277,480,,48000,,1313,,,,
100.0,-0.16162574291229248,36,35.9022331237793,-38.81777507,484,0.008458785712718964,48400,0.014494586735963821,1317,48299,0.0003,,
,0.2549583613872528,,35.44631576538086,,,0.008497324772179127,48500,0.016355086117982864,,48399,0.0003,100.0,-36.050195800000004
100.0,-0.749381959438324,36,36.269065856933594,-38.67809483,488,0.008472365327179432,48800,0.01782246306538582,1330,48699,0.0003,,
,-0.8633427619934082,,35.807003021240234,,,0.008506668731570244,49000,0.015862036496400833,,48899,0.0003,100.0,-36.97409858
100.0,0.2613777816295624,36,36.48428726196289,-38.59948556,492,0.008445670828223228,49200,0.022140823304653168,1342,49099,0.0003,,
,-1.7467384338378906,,36.16700744628906,,,0.008474308997392654,49500,0.020306577906012535,,49399,0.0003,100.0,-35.9218956
100.0,-1.3997812271118164,36,35.89013671875,-38.81155015000001,496,0.008501791395246983,49600,0.01652238704264164,1355,49499,0.0003,,
,0.072174072265625,,36.200660705566406,,,0.008389978669583797,50000,0.014927119016647339,,49899,0.0003,100.0,-36.60554662
