rollout/ep_rew_mean,train/n_updates,train/actor_loss,time/time_elapsed,train/learning_rate,time/episodes,time/total_timesteps,rollout/ep_len_mean,time/fps,train/critic_loss,eval/mean_reward,eval/mean_ep_length
-113.97784924999999,299,1.8066790103912354,2,0.001,4,400,100.0,189,0.004954366944730282,,
,399,1.9234482049942017,,0.001,,500,,,0.004404058679938316,-79.24159966,100.0
-95.300271625,699,2.2783942222595215,9,0.001,8,800,100.0,83,0.004152113571763039,,
,899,2.4337973594665527,,0.001,,1000,,,0.004747431259602308,-58.49895406,100.0
-81.946074,1099,2.7555689811706543,16,0.001,12,1200,100.0,71,0.007550857029855251,,
,1399,3.09175968170166,,0.001,,1500,,,0.008511426858603954,-67.76693952,100.0
-76.7253718125,1499,3.2115142345428467,23,0.001,16,1600,100.0,67,0.009186338633298874,,
,1899,3.8630123138427734,,0.001,,2000,,,0.013494457118213177,-54.00483885999999,100.0
-74.02403275,,,31,,20,2000,100.0,64,,,
-71.08760704166667,2299,4.42646598815918,33,0.001,24,2400,100.0,71,0.01433946006000042,,
,2399,4.690250396728516,,0.001,,2500,,,0.011430148966610432,-53.72499068000001,100.0
-68.29039125,2699,5.215593338012695,40,0.001,28,2800,100.0,68,0.015557345934212208,,
,2899,5.324682712554932,,0.001,,3000,,,0.013219445943832397,-65.5682286,100.0
-67.0167429375,3099,5.688141822814941,47,0.001,32,3200,100.0,66,0.015079273842275143,,
,3399,6.275728225708008,,0.001,,3500,,,0.024493936449289322,-60.9960437,100.0
-66.67698349999999,3499,6.413934707641602,55,0.001,36,3600,100.0,65,0.012870216742157936,,
,3899,7.090036392211914,,0.001,,4000,,,0.018721476197242737,-62.48092443999999,100.0
-66.60129930000001,,,62,,40,4000,100.0,64,,,
-66.16522897727273,4299,7.637887477874756,65,0.001,44,4400,100.0,67,0.01631181687116623,,
,4399,7.829127788543701,,0.001,,4500,,,0.018263354897499084,-55.93318566,100.0
-65.35015552083333,4699,8.179254531860352,72,0.001,48,4800,100.0,66,0.014551457017660141,,
,4899,8.513785362243652,,0.001,,5000,,,0.0213633943349123,-54.71410618,100.0
-64.40966876923076,5099,8.786967277526855,79,0.001,52,5200,100.0,65,0.013607779517769814,,
,5399,9.258590698242188,,0.001,,5500,,,0.02101496234536171,-50.17222402,100.0
-63.18289567857143,5499,9.365768432617188,86,0.001,56,5600,100.0,64,0.016176221892237663,,
,5899,9.83969497680664,,0.001,,6000,,,0.02182815596461296,-48.28853326,100.0
-62.233047000000006,,,93,,60,6000,100.0,63,,,
-61.12198375,6299,10.304861068725586,96,0.001,64,6400,100.0,66,0.016134975478053093,,
,6399,10.518774032592773,,0.001,,6500,,,0.023454446345567703,-46.872831139999995,100.0
-60.18929469117648,6699,10.821654319763184,104,0.001,68,6800,100.0,65,0.014083703979849815,,
,6899,11.052566528320312,,0.001,,7000,,,0.01828012801706791,-50.764821059999996,100.0
-59.437813416666664,7099,11.31804084777832,111,0.001,72,7200,100.0,64,0.022706661373376846,,
,7399,11.638973236083984,,0.001,,7500,,,0.021742042154073715,-48.7286788,100.0
-58.737551999999994,7499,11.79463005065918,118,0.001,76,7600,100.0,64,0.01940530352294445,,
,7899,12.10823917388916,,0.001,,8000,,,0.030455395579338074,-52.186410540000004,100.0
-58.185742325,,,125,,80,8000,100.0,63,,,
-57.603904202380946,8299,12.466791152954102,128,0.001,84,8400,100.0,65,0.03088785707950592,,
,8399,12.901365280151367,,0.001,,8500,,,0.02884567528963089,-47.22537886,100.0
-57.111123897727275,8699,13.270216941833496,135,0.001,88,8800,100.0,64,0.019095201045274734,,
,8899,13.402585983276367,,0.001,,9000,,,0.03199926018714905,-48.66559008,100.0
-56.58278302173913,9099,13.641899108886719,142,0.001,92,9200,100.0,64,0.022450465708971024,,
,9399,13.991609573364258,,0.001,,9500,,,0.024298008531332016,-45.17894784,100.0
-56.20133647916666,9499,14.021366119384766,150,0.001,96,9600,100.0,63,0.02602306753396988,,
,9899,14.447587966918945,,0.001,,10000,,,0.03881680965423584,-45.48649654,100.0
-55.59941424000001,,,157,,100,10000,100.0,63,,,
-52.89138449,10299,14.889596939086914,160,0.001,104,10400,100.0,64,0.023411596193909645,,
,10399,14.923986434936523,,0.001,,10500,,,0.02477215975522995,-50.50651906,100.0
-51.87119958,10699,15.216991424560547,167,0.001,108,10800,100.0,64,0.028520982712507248,,
,10899,15.409929275512695,,0.001,,11000,,,0.027496792376041412,-58.99958050000001,100.0
-51.837841450000006,11099,15.854110717773438,174,0.001,112,11200,100.0,64,0.029202856123447418,,
,11399,16.02984619140625,,0.001,,11500,,,0.02514464780688286,-44.740230520000004,100.0
-51.33157275000001,11499,16.273088455200195,181,0.001,116,11600,100.0,63,0.028209783136844635,,
,11899,16.345727920532227,,0.001,,12000,,,0.04199273884296417,-47.007773560000004,100.0
-50.66138105,,,188,,120,12000,100.0,63,,,
-50.20102048,12299,16.933277130126953,191,0.001,124,12400,100.0,64,0.027639849111437798,,
,12399,17.267738342285156,,0.001,,12500,,,0.058805130422115326,-46.14898146,100.0
-49.92908241,12699,17.136112213134766,198,0.001,128,12800,100.0,64,0.03202584385871887,,
,12899,17.56468391418457,,0.001,,13000,,,0.025833312422037125,-49.91045877999999,100.0
-49.565145509999994,13099,17.74288558959961,206,0.001,132,13200,100.0,63,0.03030814602971077,,
,13399,18.04871940612793,,0.001,,13500,,,0.03219365328550339,-46.138943579999996,100.0
-49.147572219999994,13499,18.134977340698242,213,0.001,136,13600,100.0,63,0.03463292121887207,,
,13899,18.449922561645508,,0.001,,14000,,,0.031128546223044395,-44.99788176,100.0
-48.3590196,,,220,,140,14000,100.0,63,,,
-47.60204617,14299,19.036983489990234,223,0.001,144,14400,100.0,64,0.03772451728582382,,
,14399,18.954965591430664,,0.001,,14500,,,0.03677506744861603,-43.13560942,100.0
-47.22549970000001,14699,19.26926040649414,230,0.001,148,14800,100.0,64,0.040076255798339844,,
,14899,19.176837921142578,,0.001,,15000,,,0.039824970066547394,-47.275945119999996,100.0
-46.894156249999995,15099,19.50274085998535,237,0.001,152,15200,100.0,63,0.0438288152217865,,
,15399,19.483844757080078,,0.001,,15500,,,0.04894926771521568,-44.372470619999994,100.0
-46.772666740000005,15499,19.866493225097656,245,0.001,156,15600,100.0,63,0.04672034829854965,,
,15899,20.39484977722168,,0.001,,16000,,,0.041720133274793625,-47.77710766,100.0
-46.413405569999995,,,252,,160,16000,100.0,63,,,
-46.52507336000001,16299,20.628019332885742,255,0.001,164,16400,100.0,64,0.04120470583438873,,
,16399,20.64739227294922,,0.001,,16500,,,0.039110563695430756,-47.02767166,100.0
-46.43779352000001,16699,21.00594711303711,262,0.001,168,16800,100.0,63,0.046466682106256485,,
,16899,20.952014923095703,,0.001,,17000,,,0.052857041358947754,-45.6801501,100.0
-46.25670889999999,17099,21.309329986572266,269,0.001,172,17200,100.0,63,0.04055965691804886,,
,17399,21.565643310546875,,0.001,,17500,,,0.0675942599773407,-47.81583549999999,100.0
-46.41546169999999,17499,21.487279891967773,276,0.001,176,17600,100.0,63,0.04607104882597923,,
,17899,21.50470733642578,,0.001,,18000,,,0.07339194416999817,-49.15030194,100.0
-46.50166437000001,,,283,,180,18000,100.0,63,,,
-46.32197883,18299,22.016185760498047,286,0.001,184,18400,100.0,64,0.0553659163415432,,
,18399,22.32819175720215,,0.001,,18500,,,0.05391467362642288,-44.65644314,100.0
-46.57909126,18699,22.762393951416016,294,0.001,188,18800,100.0,63,0.0626814216375351,,
,18899,22.934890747070312,,0.001,,19000,,,0.047347068786621094,-47.48559392,100.0
-46.612068009999994,19099,23.128217697143555,301,0.001,192,19200,100.0,63,0.06659920513629913,,
,19399,22.762798309326172,,0.001,,19500,,,0.04830480366945267,-44.91637404000001,100.0
-46.56649951,19499,23.510570526123047,308,0.001,196,19600,100.0,63,0.05099765956401825,,
,19899,23.61931800842285,,0.001,,20000,,,0.060648079961538315,-44.7479706,100.0
-46.87709395000002,,,315,,200,20000,100.0,63,,,
-46.88265895000001,20299,23.6652889251709,318,0.001,204,20400,100.0,64,0.06161923706531525,,
,20399,23.805221557617188,,0.001,,20500,,,0.06565383821725845,-45.704542280000005,100.0
-46.626219760000005,20699,24.37424087524414,325,0.001,208,20800,100.0,63,0.05869707092642784,,
,20899,24.573047637939453,,0.001,,21000,,,0.08655890077352524,-44.79275146,100.0
-46.19728177,21099,24.655536651611328,332,0.001,212,21200,100.0,63,0.06325604021549225,,
,21399,24.574951171875,,0.001,,21500,,,0.07495397329330444,-43.7695514,100.0
-46.056352909999994,21499,24.914932250976562,340,0.001,216,21600,100.0,63,0.06133132427930832,,
,21899,24.956287384033203,,0.001,,22000,,,0.07744181156158447,-44.26427895999999,100.0
-46.1174462,,,347,,220,22000,100.0,63,,,
-45.95915621,22299,24.952987670898438,350,0.001,224,22400,100.0,63,0.07732647657394409,,
,22399,25.354572296142578,,0.001,,22500,,,0.0649133250117302,-42.00494337999999,100.0
-45.92648381,22699,25.433008193969727,357,0.001,228,22800,100.0,63,0.059832945466041565,,
,22899,25.801557540893555,,0.001,,23000,,,0.07351243495941162,-49.48282767999999,100.0
-45.57726925000001,23099,25.91748809814453,364,0.001,232,23200,100.0,63,0.08307293057441711,,
,23399,26.015159606933594,,0.001,,23500,,,0.07368315756320953,-43.34127104000001,100.0
-45.033890000000014,23499,26.2061824798584,371,0.001,236,23600,100.0,63,0.10554191470146179,,
,23899,26.63912010192871,,0.001,,24000,,,0.06704072654247284,-43.90266786,100.0
-45.00409549,,,378,,240,24000,100.0,63,,,
-45.05101778,24299,26.880117416381836,381,0.001,244,24400,100.0,63,0.062474727630615234,,
,24399,27.12464714050293,,0.001,,24500,,,0.07568341493606567,-47.08487032,100.0
-45.11689117,24699,27.186969757080078,389,0.001,248,24800,100.0,63,0.06630516797304153,,
,24899,27.48794937133789,,0.001,,25000,,,0.07931149750947952,-47.33619234,100.0
-45.21862737999999,25099,27.135501861572266,396,0.001,252,25200,100.0,63,0.07445638626813889,,
,25399,27.68833351135254,,0.001,,25500,,,0.0723799392580986,-46.193372499999995,100.0
-45.139658340000004,25499,27.62093734741211,403,0.001,256,25600,100.0,63,0.06087104231119156,,
,25899,28.04125213623047,,0.001,,26000,,,0.08808118104934692,-46.941071060000006,100.0
-45.21823750999999,,,410,,260,26000,100.0,63,,,
-45.22523459,26299,28.20013999938965,413,0.001,264,26400,100.0,63,0.05332554131746292,,
,26399,28.517444610595703,,0.001,,26500,,,0.10260986536741257,-45.96124214,100.0
-45.59216445999999,26699,28.478839874267578,420,0.001,268,26800,100.0,63,0.07380601018667221,,
,26899,28.509449005126953,,0.001,,27000,,,0.05434887111186981,-43.94942752000001,100.0
-45.90574793,27099,28.896949768066406,427,0.001,272,27200,100.0,63,0.06941409409046173,,
,27399,29.113876342773438,,0.001,,27500,,,0.06782765686511993,-42.70075474,100.0
-45.67211605000001,27499,29.038955688476562,434,0.001,276,27600,100.0,63,0.07632683217525482,,
,27899,29.320297241210938,,0.001,,28000,,,0.059127673506736755,-45.901401459999995,100.0
-45.43951871,,,442,,280,28000,100.0,63,,,
-45.51483635000002,28299,29.818326950073242,444,0.001,284,28400,100.0,63,0.08386030048131943,,
,28399,29.866199493408203,,0.001,,28500,,,0.06511279195547104,-42.9314599,100.0
-45.360916659999994,28699,29.635021209716797,452,0.001,288,28800,100.0,63,0.07564155757427216,,
,28899,30.35295295715332,,0.001,,29000,,,0.05652470886707306,-44.809263300000005,100.0
-45.29358648999999,29099,30.15941619873047,459,0.001,292,29200,100.0,63,0.05866096168756485,,
,29399,30.471881866455078,,0.001,,29500,,,0.07921647280454636,-44.82150016000001,100.0
-45.02483604,29499,30.556623458862305,466,0.001,296,29600,100.0,63,0.059103019535541534,,
,29899,30.794410705566406,,0.001,,30000,,,0.05380938947200775,-45.44328034,100.0
-44.79244667,,,473,,300,30000,100.0,63,,,
-44.54565976999999,30299,31.131736755371094,476,0.001,304,30400,100.0,63,0.07514464855194092,,
,30399,31.072404861450195,,0.001,,30500,,,0.07788179814815521,-45.42909442,100.0
-44.40111901000001,30699,31.37934112548828,483,0.001,308,30800,100.0,63,0.0763302817940712,,
,30899,31.376754760742188,,0.001,,31000,,,0.07604432851076126,-44.85898632000001,100.0
-44.420785480000006,31099,31.16559600830078,490,0.001,312,31200,100.0,63,0.0631655901670456,,
,31399,31.958906173706055,,0.001,,31500,,,0.061473507434129715,-45.84464832,100.0
-44.41375394,31499,31.72597312927246,497,0.001,316,31600,100.0,63,0.09369035810232162,,
,31899,31.5946044921875,,0.001,,32000,,,0.05160975828766823,-46.07045774,100.0
-44.114623760000015,,,505,,320,32000,100.0,63,,,
-44.444350650000004,32299,32.162261962890625,507,0.001,324,32400,100.0,63,0.0516878105700016,,
,32399,32.520751953125,,0.001,,32500,,,0.1015738695859909,-43.332838120000005,100.0
-44.42014214000001,32699,32.70956802368164,515,0.001,328,32800,100.0,63,0.0689401924610138,,
,32899,32.50710678100586,,0.001,,33000,,,0.07459788024425507,-42.97519826,100.0
-44.73468287000001,33099,32.295989990234375,522,0.001,332,33200,100.0,63,0.08077731728553772,,
,33399,32.93183135986328,,0.001,,33500,,,0.051871344447135925,-42.258191720000006,100.0
-44.79097101,33499,32.86168670654297,529,0.001,336,33600,100.0,63,0.06872349232435226,,
,33899,33.43878936767578,,0.001,,34000,,,0.09129007160663605,-41.43221776,100.0
-44.87555536000001,,,537,,340,34000,100.0,63,,,
-44.70009545,34299,33.60721206665039,539,0.001,344,34400,100.0,63,0.06672877818346024,,
,34399,33.20623779296875,,0.001,,34500,,,0.07200129330158234,-41.500578180000005,100.0
-44.30321553000001,34699,33.63719177246094,546,0.001,348,34800,100.0,63,0.07333599030971527,,
,34899,33.85548400878906,,0.001,,35000,,,0.08249539136886597,-41.01140238,100.0
-44.100627880000005,35099,33.66865539550781,554,0.001,352,35200,100.0,63,0.0753517895936966,,
,35399,34.05706024169922,,0.001,,35500,,,0.08270741999149323,-42.97450858,100.0
-44.19392436000001,35499,34.14419174194336,561,0.001,356,35600,100.0,63,0.11468853056430817,,
,35899,34.43998718261719,,0.001,,36000,,,0.07649091631174088,-42.085978180000005,100.0
-43.997372070000004,,,568,,360,36000,100.0,63,,,
-43.68378391,36299,34.632354736328125,570,0.001,364,36400,100.0,63,0.06192369386553764,,
,36399,34.83831024169922,,0.001,,36500,,,0.1020084097981453,-42.281585459999995,100.0
-43.369513770000005,36699,34.88921356201172,578,0.001,368,36800,100.0,63,0.07619868218898773,,
,36899,34.83592987060547,,0.001,,37000,,,0.06909807026386261,-42.31764542,100.0
-43.143201200000014,37099,35.125892639160156,585,0.001,372,37200,100.0,63,0.07864579558372498,,
,37399,35.095741271972656,,0.001,,37500,,,0.08559002727270126,-41.615182559999994,100.0
-43.006640990000015,37499,35.0210075378418,592,0.001,376,37600,100.0,63,0.09211599826812744,,
,37899,35.58306121826172,,0.001,,38000,,,0.10836977511644363,-41.64666236,100.0
-42.79396007000001,,,600,,380,38000,100.0,63,,,
-42.68942462000001,38299,35.88310623168945,602,0.001,384,38400,100.0,63,0.0700264424085617,,
,38399,35.755126953125,,0.001,,38500,,,0.06907235085964203,-42.80160108,100.0
-42.23772695000002,38699,35.702003479003906,609,0.001,388,38800,100.0,63,0.10279183089733124,,
,38899,36.272064208984375,,0.001,,39000,,,0.05855497717857361,-43.40498840000001,100.0
-42.38836754000001,39099,36.181312561035156,616,0.001,392,39200,100.0,63,0.0581246018409729,,
,39399,36.075660705566406,,0.001,,39500,,,0.09150949865579605,-49.71132521999999,100.0
-42.59007251999999,39499,36.507606506347656,623,0.001,396,39600,100.0,63,0.06959888339042664,,
,39899,37.017539978027344,,0.001,,40000,,,0.08530095964670181,-46.05906683999999,100.0
-42.595967689999995,,,631,,400,40000,100.0,63,,,
-43.08827099000001,40299,36.54438400268555,634,0.001,404,40400,100.0,63,0.05690409243106842,,
,40399,36.758888244628906,,0.001,,40500,,,0.08590945601463318,-45.12919482,100.0
-43.19335641000001,40699,36.83045196533203,641,0.001,408,40800,100.0,63,0.06515199691057205,,
,40899,37.097991943359375,,0.001,,41000,,,0.06270403414964676,-42.17110485999999,100.0
-43.10710653000001,41099,36.80524444580078,648,0.001,412,41200,100.0,63,0.08162453770637512,,
,41399,37.107666015625,,0.001,,41500,,,0.075254887342453,-42.70100310000001,100.0
-42.85110782000001,41499,37.08049011230469,655,0.001,416,41600,100.0,63,0.07218235731124878,,
,41899,37.57733917236328,,0.001,,42000,,,0.05874817073345184,-45.86345094,100.0
-42.72784437999999,,,662,,420,42000,100.0,63,,,
-42.7640701,42299,37.42871856689453,665,0.001,424,42400,100.0,63,0.05564069747924805,,
,42399,37.89281463623047,,0.001,,42500,,,0.06979869306087494,-44.67906734,100.0
-42.58408136,42699,37.52109146118164,672,0.001,428,42800,100.0,63,0.05758725851774216,,
,42899,37.85586929321289,,0.001,,43000,,,0.07046124339103699,-41.76817964,100.0
-42.37903175,43099,38.145755767822266,680,0.001,432,43200,100.0,63,0.07573685050010681,,
,43399,38.28754806518555,,0.001,,43500,,,0.0760541558265686,-41.80788252,100.0
-42.23116046999999,43499,38.71040344238281,687,0.001,436,43600,100.0,63,0.056290481239557266,,
,43899,38.208431243896484,,0.001,,44000,,,0.06884795427322388,-41.48673556,100.0
-42.00258162,,,694,,440,44000,100.0,63,,,
-41.95547520000001,44299,38.88780975341797,697,0.001,444,44400,100.0,63,0.06114516034722328,,
,44399,38.946197509765625,,0.001,,44500,,,0.10189975798130035,-42.15402856,100.0
-42.02551569,44699,39.02338409423828,704,0.001,448,44800,100.0,63,0.05829346925020218,,
,44899,38.81183624267578,,0.001,,45000,,,0.07381536066532135,-40.483316880000004,100.0
-41.98764927,45099,38.844913482666016,711,0.001,452,45200,100.0,63,0.08365682512521744,,
,45399,39.28803253173828,,0.001,,45500,,,0.06029976159334183,-44.0730686,100.0
-41.803771530000006,45499,38.86958312988281,718,0.001,456,45600,100.0,63,0.07373692840337753,,
,45899,39.499725341796875,,0.001,,46000,,,0.06379272788763046,-43.110329279999995,100.0
-42.09960718,,,725,,460,46000,100.0,63,,,
-42.40512208,46299,39.382957458496094,728,0.001,464,46400,100.0,63,0.07599596679210663,,
,46399,39.135196685791016,,0.001,,46500,,,0.07696867734193802,-49.69178734,100.0
-42.23352725000001,46699,39.975494384765625,736,0.001,468,46800,100.0,63,0.08453052490949631,,
,46899,39.67934799194336,,0.001,,47000,,,0.08441011607646942,-41.3787791,100.0
-42.092548689999994,47099,39.562232971191406,743,0.001,472,47200,100.0,63,0.06589704751968384,,
,47399,40.133522033691406,,0.001,,47500,,,0.06575758755207062,-42.10372,100.0
-42.29227614999999,47499,39.88674545288086,750,0.001,476,47600,100.0,63,0.06909583508968353,,
,47899,40.44831085205078,,0.001,,48000,,,0.07029655575752258,-39.332148,100.0
-42.53143039,,,757,,480,48000,100.0,63,,,
-42.49896587000001,48299,40.47756576538086,760,0.001,484,48400,100.0,63,0.06898636370897293,,
,48399,40.204612731933594,,0.001,,48500,,,0.06916491687297821,-39.87630304000001,100.0
-42.76148105,48699,40.413761138916016,767,0.001,488,48800,100.0,63,0.0631667822599411,,
,48899,40.51805877685547,,0.001,,49000,,,0.10091842710971832,-40.645904959999996,100.0
-42.40884704999999,49099,40.77093505859375,774,0.001,492,49200,100.0,63,0.05756888538599014,,
,49399,40.351226806640625,,0.001,,49500,,,0.07214958965778351,-40.23465862,100.0
-42.20855218,49499,40.800941467285156,782,0.001,496,49600,100.0,63,0.07222593575716019,,
,49899,40.882835388183594,,0.001,,50000,,,0.07308602333068848,-38.982084179999994,100.0
-42.117111640000005,,,789,,500,50000,100.0,63,,,
-41.55892479,50299,40.83980941772461,791,0.001,504,50400,100.0,63,0.07050782442092896,,
,50399,41.153968811035156,,0.001,,50500,,,0.0799282044172287,-40.24303608,100.0
-41.41475944,50699,41.33320999145508,799,0.001,508,50800,100.0,63,0.0769881010055542,,
,50899,40.74212646484375,,0.001,,51000,,,0.08333415538072586,-43.432941760000006,100.0
-41.34123857,51099,41.51625442504883,806,0.001,512,51200,100.0,63,0.07151209563016891,,
,51399,41.30845260620117,,0.001,,51500,,,0.07579895853996277,-40.87197644,100.0
-41.31039839000001,51499,41.039913177490234,813,0.001,516,51600,100.0,63,0.08751429617404938,,
,51899,41.235225677490234,,0.001,,52000,,,0.09266248345375061,-42.96908034000001,100.0
-41.396353780000005,,,820,,520,52000,100.0,63,,,
-40.952115909999996,52299,41.41351318359375,823,0.001,524,52400,100.0,63,0.06983140110969543,,
,52399,41.630958557128906,,0.001,,52500,,,0.06123862788081169,-38.3415042,100.0
-40.969320090000004,52699,41.64487838745117,830,0.001,528,52800,100.0,63,0.07800711691379547,,
,52899,41.71710205078125,,0.001,,53000,,,0.07064156979322433,-39.0360467,100.0
-40.76682596,53099,41.716461181640625,837,0.001,532,53200,100.0,63,0.0894262045621872,,
,53399,42.097904205322266,,0.001,,53500,,,0.07410868257284164,-39.779859800000004,100.0
-40.90528574,53499,41.81886672973633,845,0.001,536,53600,100.0,63,0.08556868880987167,,
,53899,41.968788146972656,,0.001,,54000,,,0.07095219939947128,-38.8254646,100.0
-40.69027185,,,852,,540,54000,100.0,63,,,
-40.759547149999996,54299,42.33467102050781,855,0.001,544,54400,100.0,63,0.05796698108315468,,
,54399,41.92633819580078,,0.001,,54500,,,0.06768693029880524,-38.96503968,100.0
-40.64819641,54699,42.462127685546875,862,0.001,548,54800,100.0,63,0.06721027195453644,,
,54899,42.203643798828125,,0.001,,55000,,,0.060959964990615845,-40.50334574,100.0
-40.404004140000005,55099,42.66757583618164,869,0.001,552,55200,100.0,63,0.08038730174303055,,
,55399,42.292869567871094,,0.001,,55500,,,0.062129486352205276,-38.51845736,100.0
-40.281407609999995,55499,42.58869934082031,876,0.001,556,55600,100.0,63,0.05881831794977188,,
,55899,42.582733154296875,,0.001,,56000,,,0.07569336146116257,-39.1621146,100.0
-40.218156359999995,,,883,,560,56000,100.0,63,,,
-39.996289049999994,56299,42.866943359375,886,0.001,564,56400,100.0,63,0.07809795439243317,,
,56399,42.664146423339844,,0.001,,56500,,,0.05683435499668121,-38.035429560000004,100.0
-39.867288949999995,56699,42.907142639160156,893,0.001,568,56800,100.0,63,0.06602240353822708,,
,56899,43.12342071533203,,0.001,,57000,,,0.08572231233119965,-38.572749,100.0
-39.66147287,57099,43.11392593383789,900,0.001,572,57200,100.0,63,0.06843166053295135,,
,57399,43.02349853515625,,0.001,,57500,,,0.09694579243659973,-38.95889506,100.0
-39.57505669999999,57499,43.101844787597656,907,0.001,576,57600,100.0,63,0.062469542026519775,,
,57899,43.438819885253906,,0.001,,58000,,,0.06017594039440155,-39.34146624,100.0
-39.32140441000001,,,914,,580,58000,100.0,63,,,
-39.10252481,58299,43.80524444580078,917,0.001,584,58400,100.0,63,0.07477572560310364,,
,58399,43.45281982421875,,0.001,,58500,,,0.08119496703147888,-38.101158119999994,100.0
-38.83178705,58699,43.44068145751953,925,0.001,588,58800,100.0,63,0.0802292674779892,,
,58899,43.312435150146484,,0.001,,59000,,,0.07037752866744995,-39.06396107999999,100.0
-38.6891017,59099,43.87488555908203,932,0.001,592,59200,100.0,63,0.07610440999269485,,
,59399,43.81709289550781,,0.001,,59500,,,0.05807497352361679,-38.395604039999995,100.0
-38.687622850000004,59499,43.78294372558594,939,0.001,596,59600,100.0,63,0.10044588148593903,,
,59899,43.772762298583984,,0.001,,60000,,,0.07294871658086777,-38.08260646,100.0
-38.64863784,,,946,,600,60000,100.0,63,,,
-38.80419096999999,60299,43.983192443847656,949,0.001,604,60400,100.0,63,0.07772161066532135,,
,60399,44.15030288696289,,0.001,,60500,,,0.10535889863967896,-38.17975262,100.0
-38.679398539999994,60699,43.93077087402344,956,0.001,608,60800,100.0,63,0.05192262679338455,,
,60899,44.310279846191406,,0.001,,61000,,,0.08127010613679886,-39.1459346,100.0
-38.637386289999995,61099,43.88753128051758,963,0.001,612,61200,100.0,63,0.09013767540454865,,
,61399,44.43211364746094,,0.001,,61500,,,0.04934411123394966,-42.93513732,100.0
-38.69259626,61499,44.23344421386719,971,0.001,616,61600,100.0,63,0.11802566051483154,,
,61899,44.106788635253906,,0.001,,62000,,,0.06434373557567596,-38.91719396,100.0
-38.55167251,,,978,,620,62000,100.0,63,,,
-38.707022509999994,62299,44.10614776611328,981,0.001,624,62400,100.0,63,0.09756354987621307,,
,62399,44.103790283203125,,0.001,,62500,,,0.05252181366086006,-38.06172594,100.0
-38.83547545,62699,44.39852523803711,988,0.001,628,62800,100.0,63,0.04819851741194725,,
,62899,44.40794372558594,,0.001,,63000,,,0.10157439112663269,-40.449673940000004,100.0
-38.94113473,63099,44.36083984375,995,0.001,632,63200,100.0,63,0.061937324702739716,,
,63399,44.894309997558594,,0.001,,63500,,,0.058388736099004745,-39.76193928,100.0
-38.76100079,63499,44.69292068481445,1002,0.001,636,63600,100.0,63,0.06908124685287476,,
,63899,44.92610168457031,,0.001,,64000,,,0.06211702525615692,-39.44218906,100.0
-38.89872718,,,1009,,640,64000,100.0,63,,,
-38.66083664999999,64299,44.59286117553711,1012,0.001,644,64400,100.0,63,0.09580893814563751,,
,64399,44.40329360961914,,0.001,,64500,,,0.05437473952770233,-41.02378976,100.0
-38.90383361,64699,44.20066452026367,1019,0.001,648,64800,100.0,63,0.0853838324546814,,
,64899,44.675315856933594,,0.001,,65000,,,0.05972789600491524,-38.973814880000006,100.0
-39.16376037,65099,44.67649841308594,1026,0.001,652,65200,100.0,63,0.05374980717897415,,
,65399,44.50467300415039,,0.001,,65500,,,0.11984646320343018,-38.8597161,100.0
-39.09290276,65499,44.60911178588867,1034,0.001,656,65600,100.0,63,0.04867802560329437,,
,65899,45.092018127441406,,0.001,,66000,,,0.09102242439985275,-39.80384084,100.0
-38.76961456,,,1041,,660,66000,100.0,63,,,
-38.781173669999994,66299,44.832923889160156,1044,0.001,664,66400,100.0,63,0.048544734716415405,,
,66399,44.85958480834961,,0.001,,66500,,,0.04809184372425079,-38.591976280000004,100.0
-38.89810288,66699,44.99909591674805,1051,0.001,668,66800,100.0,63,0.06381960213184357,,
