train/critic_loss,train/n_updates,time/time_elapsed,time/total_timesteps,train/actor_loss,train/learning_rate,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,eval/mean_ep_length,eval/mean_reward
0.01360697764903307,299,1,400,1.8899269104003906,0.001,4,-121.75916650000002,100.0,212,,
0.008508671075105667,399,,500,1.9607725143432617,0.001,,,,,100.0,-65.8361995
0.006657032761722803,699,8,800,2.370232582092285,0.001,8,-94.453223125,100.0,95,,
0.007079741917550564,899,,1000,2.7246835231781006,0.001,,,,,100.0,-66.39621819999999
0.00956820510327816,1099,14,1200,3.0871641635894775,0.001,12,-87.65276308333334,100.0,81,,
0.009787074290215969,1399,,1500,3.4263391494750977,0.001,,,,,100.0,-63.62427829999999
0.010527174919843674,1499,21,1600,3.561741352081299,0.001,16,-81.472787625,100.0,75,,
0.010710716247558594,1899,,2000,4.33923864364624,0.001,,,,,100.0,-60.241735320000004
,,27,2000,,,20,-80.47998795,100.0,71,,
0.012527246959507465,2299,30,2400,4.980027675628662,0.001,24,-77.62785829166667,100.0,79,,
0.013023855164647102,2399,,2500,5.188823699951172,0.001,,,,,100.0,-63.161778680000005
0.022117000073194504,2699,36,2800,5.591513156890869,0.001,28,-75.80594875000001,100.0,76,,
0.013361538760364056,2899,,3000,5.974377632141113,0.001,,,,,100.0,-64.13809056
0.015145941637456417,3099,43,3200,6.320880889892578,0.001,32,-73.9103993125,100.0,74,,
0.015871331095695496,3399,,3500,6.970639705657959,0.001,,,,,100.0,-68.0622258
0.01944008469581604,3499,49,3600,7.1128034591674805,0.001,36,-73.11504011111111,100.0,72,,
0.01847805455327034,3899,,4000,7.781099319458008,0.001,,,,,100.0,-68.06891128
,,55,4000,,,40,-72.207205075,100.0,71,,
0.025272216647863388,4299,58,4400,8.574139595031738,0.001,44,-72.07687561363637,100.0,75,,
0.01887054741382599,4399,,4500,8.641804695129395,0.001,,,,,100.0,-65.7646661
0.02266092039644718,4699,64,4800,9.094230651855469,0.001,48,-71.55673352083333,100.0,74,,
0.021132227033376694,4899,,5000,9.495267868041992,0.001,,,,,100.0,-65.65519162000001
0.015960879623889923,5099,70,5200,9.93437385559082,0.001,52,-71.26892717307693,100.0,73,,
0.0206560418009758,5399,,5500,10.383851051330566,0.001,,,,,100.0,-60.41604054
0.019315816462039948,5499,77,5600,10.636863708496094,0.001,56,-70.593348625,100.0,72,,
0.021688982844352722,5899,,6000,11.177465438842773,0.001,,,,,100.0,-60.958492359999994
,,83,6000,,,60,-69.64346251666667,100.0,71,,
0.02052636817097664,6299,86,6400,11.754060745239258,0.001,64,-68.75597253125,100.0,74,,
0.021881956607103348,6399,,6500,12.002304077148438,0.001,,,,,100.0,-57.18559522
0.017452334985136986,6699,92,6800,12.553606033325195,0.001,68,-68.04313548529412,100.0,73,,
0.022968510165810585,6899,,7000,12.716395378112793,0.001,,,,,100.0,-58.13295223999999
0.024143822491168976,7099,99,7200,12.988351821899414,0.001,72,-67.43660965277779,100.0,72,,
0.02533569373190403,7399,,7500,13.402374267578125,0.001,,,,,100.0,-59.67173248
0.025094326585531235,7499,105,7600,13.59626579284668,0.001,76,-66.9775162894737,100.0,71,,
0.020558711141347885,7899,,8000,14.148529052734375,0.001,,,,,100.0,-62.103193999999995
,,112,8000,,,80,-66.58462866250001,100.0,71,,
0.04860237240791321,8299,114,8400,14.829843521118164,0.001,84,-66.38839046428572,100.0,73,,
0.01962210424244404,8399,,8500,14.994208335876465,0.001,,,,,100.0,-70.86102364
0.024488916620612144,8699,120,8800,15.288179397583008,0.001,88,-66.31487452272728,100.0,72,,
0.024764565750956535,8899,,9000,15.802425384521484,0.001,,,,,100.0,-53.81006948
0.026815149933099747,9099,127,9200,16.070484161376953,0.001,92,-65.88492885869566,100.0,72,,
0.017220765352249146,9399,,9500,16.577911376953125,0.001,,,,,100.0,-51.58741125999999
0.037272706627845764,9499,133,9600,16.45363998413086,0.001,96,-65.59693771875,100.0,71,,
0.02443835139274597,9899,,10000,17.314395904541016,0.001,,,,,100.0,-52.519476000000004
,,140,10000,,,100,-64.99924743,100.0,71,,
0.026105158030986786,10299,142,10400,17.51374626159668,0.001,104,-62.10756646000001,100.0,72,,
0.02698380872607231,10399,,10500,17.66212272644043,0.001,,,,,100.0,-51.541430440000006
0.03260521963238716,10699,149,10800,17.996320724487305,0.001,108,-61.36219626000001,100.0,72,,
0.024278715252876282,10899,,11000,18.138172149658203,0.001,,,,,100.0,-53.28686252000001
0.02868732437491417,11099,155,11200,18.319801330566406,0.001,112,-60.33105568,100.0,71,,
0.03862563520669937,11399,,11500,18.762371063232422,0.001,,,,,100.0,-54.24955620000001
0.037670690566301346,11499,162,11600,18.904102325439453,0.001,116,-59.940702040000005,100.0,71,,
0.040704429149627686,11899,,12000,19.63184356689453,0.001,,,,,100.0,-51.06588554
,,168,12000,,,120,-58.84283344000001,100.0,71,,
0.03777986019849777,12299,171,12400,19.99663734436035,0.001,124,-58.43715391,100.0,72,,
0.03273223340511322,12399,,12500,20.164634704589844,0.001,,,,,100.0,-53.061960019999994
0.05429677665233612,12699,177,12800,20.417329788208008,0.001,128,-57.762263579999995,100.0,72,,
0.04467800259590149,12899,,13000,20.823673248291016,0.001,,,,,100.0,-48.90257242
0.04224741458892822,13099,184,13200,20.938379287719727,0.001,132,-57.42617872999999,100.0,71,,
0.03820357471704483,13399,,13500,21.243837356567383,0.001,,,,,100.0,-50.472102760000006
0.048208147287368774,13499,190,13600,21.686370849609375,0.001,136,-56.58778544999999,100.0,71,,
0.05478756129741669,13899,,14000,22.114805221557617,0.001,,,,,100.0,-50.22668498
,,197,14000,,,140,-56.14496038,100.0,71,,
0.05200128257274628,14299,199,14400,22.17121124267578,0.001,144,-55.10925950000001,100.0,72,,
0.05804704874753952,14399,,14500,22.52265167236328,0.001,,,,,100.0,-55.51100168
0.062490321695804596,14699,206,14800,22.693077087402344,0.001,148,-54.80239270000002,100.0,71,,
0.07484433799982071,14899,,15000,22.83016586303711,0.001,,,,,100.0,-53.67761863999999
0.06768901646137238,15099,212,15200,23.171220779418945,0.001,152,-54.320997500000004,100.0,71,,
0.049855202436447144,15399,,15500,23.470712661743164,0.001,,,,,100.0,-52.289849180000004
0.051318977028131485,15499,219,15600,23.361207962036133,0.001,156,-53.796429280000005,100.0,71,,
0.05324708670377731,15899,,16000,24.111574172973633,0.001,,,,,100.0,-57.557938920000005
,,225,16000,,,160,-53.701372029999995,100.0,70,,
0.07097286731004715,16299,227,16400,24.476909637451172,0.001,164,-53.73860158,100.0,72,,
0.0657038763165474,16399,,16500,24.33123016357422,0.001,,,,,100.0,-54.51065864
0.06471788883209229,16699,234,16800,24.527217864990234,0.001,168,-53.54305960000001,100.0,71,,
0.10776366293430328,16899,,17000,25.363231658935547,0.001,,,,,100.0,-55.65466014000001
0.06928157806396484,17099,240,17200,25.242023468017578,0.001,172,-53.361043040000006,100.0,71,,
0.05859476327896118,17399,,17500,25.468767166137695,0.001,,,,,100.0,-56.615351659999995
0.059845760464668274,17499,247,17600,25.372169494628906,0.001,176,-53.07635851999999,100.0,71,,
0.061345528811216354,17899,,18000,25.876102447509766,0.001,,,,,100.0,-54.11213666
,,253,18000,,,180,-52.80402067,100.0,70,,
0.06013859808444977,18299,256,18400,26.161033630371094,0.001,184,-52.49301962999999,100.0,71,,
0.06771981716156006,18399,,18500,26.473861694335938,0.001,,,,,100.0,-51.47706654
0.0830438882112503,18699,262,18800,26.815532684326172,0.001,188,-52.13649990999999,100.0,71,,
0.06479708850383759,18899,,19000,26.85519027709961,0.001,,,,,100.0,-49.7125381
0.09782074391841888,19099,269,19200,27.319522857666016,0.001,192,-51.783918749999984,100.0,71,,
0.06453564763069153,19399,,19500,27.06537628173828,0.001,,,,,100.0,-46.30002509999999
0.07022109627723694,19499,275,19600,27.682479858398438,0.001,196,-51.387110680000006,100.0,71,,
0.073793426156044,19899,,20000,27.758914947509766,0.001,,,,,100.0,-49.53202244
,,282,20000,,,200,-51.322731090000005,100.0,70,,
0.08091525733470917,20299,284,20400,28.1621150970459,0.001,204,-51.29674215,100.0,71,,
0.13966472446918488,20399,,20500,28.25592041015625,0.001,,,,,100.0,-50.715459179999996
0.059224680066108704,20699,291,20800,28.51942253112793,0.001,208,-51.38211952,100.0,71,,
0.08108075708150864,20899,,21000,28.680347442626953,0.001,,,,,100.0,-50.877125080000006
0.0619414821267128,21099,297,21200,28.628082275390625,0.001,212,-51.43545031000001,100.0,71,,
0.08461646735668182,21399,,21500,29.08354949951172,0.001,,,,,100.0,-47.97270738
0.0813785195350647,21499,304,21600,29.391002655029297,0.001,216,-51.13621653999999,100.0,70,,
0.0824492946267128,21899,,22000,29.223358154296875,0.001,,,,,100.0,-48.79684756
,,310,22000,,,220,-50.97749532000001,100.0,70,,
0.061395466327667236,22299,313,22400,29.58539581298828,0.001,224,-50.74005028,100.0,71,,
0.06920482218265533,22399,,22500,30.150676727294922,0.001,,,,,100.0,-51.1613974
0.08294710516929626,22699,319,22800,30.170879364013672,0.001,228,-50.93176201,100.0,71,,
0.07426132261753082,22899,,23000,30.50838851928711,0.001,,,,,100.0,-53.56683811999999
0.057437997311353683,23099,326,23200,30.124774932861328,0.001,232,-51.10168753999999,100.0,71,,
0.09222351759672165,23399,,23500,30.822519302368164,0.001,,,,,100.0,-48.88733946
0.09342589974403381,23499,332,23600,30.602039337158203,0.001,236,-51.34039408,100.0,70,,
0.05735611170530319,23899,,24000,30.705520629882812,0.001,,,,,100.0,-50.84598298
,,338,24000,,,240,-51.23486931,100.0,70,,
0.06233479082584381,24299,341,24400,31.433692932128906,0.001,244,-51.630119000000015,100.0,71,,
0.0728028267621994,24399,,24500,31.54900360107422,0.001,,,,,100.0,-49.991721899999995
0.08617342263460159,24699,347,24800,31.694534301757812,0.001,248,-51.22031997999999,100.0,71,,
0.06230757758021355,24899,,25000,31.547870635986328,0.001,,,,,100.0,-50.57897148
0.07423044741153717,25099,354,25200,32.14653778076172,0.001,252,-50.95291650000002,100.0,71,,
0.08712376654148102,25399,,25500,32.13862609863281,0.001,,,,,100.0,-49.12472344
0.06917747855186462,25499,360,25600,31.92951202392578,0.001,256,-50.949604310000005,100.0,70,,
0.07184740900993347,25899,,26000,32.55522918701172,0.001,,,,,100.0,-48.58118502
,,367,26000,,,260,-50.57200019000001,100.0,70,,
0.08225993067026138,26299,369,26400,33.14013671875,0.001,264,-50.19767377000001,100.0,71,,
0.07636039704084396,26399,,26500,32.978614807128906,0.001,,,,,100.0,-47.89803066
0.0875329077243805,26699,375,26800,33.354000091552734,0.001,268,-50.1440884,100.0,71,,
0.08630071580410004,26899,,27000,33.232261657714844,0.001,,,,,100.0,-48.07798876
0.08203436434268951,27099,382,27200,33.294349670410156,0.001,272,-49.7688091,100.0,71,,
0.07147997617721558,27399,,27500,33.85772705078125,0.001,,,,,100.0,-47.58892238000001
0.084182970225811,27499,388,27600,33.71342849731445,0.001,276,-49.68942128999999,100.0,70,,
0.0946599543094635,27899,,28000,34.01316452026367,0.001,,,,,100.0,-48.05858488
,,395,28000,,,280,-49.60062612000001,100.0,70,,
0.05460098758339882,28299,397,28400,34.27558517456055,0.001,284,-49.17949683999999,100.0,71,,
0.10770519077777863,28399,,28500,34.36859893798828,0.001,,,,,100.0,-50.330822639999994
0.07178418338298798,28699,404,28800,34.48145294189453,0.001,288,-48.95501216999999,100.0,71,,
0.0684095174074173,28899,,29000,34.659332275390625,0.001,,,,,100.0,-48.61812696
0.06994667649269104,29099,410,29200,34.683895111083984,0.001,292,-48.995754319999996,100.0,71,,
0.07108107954263687,29399,,29500,34.59358215332031,0.001,,,,,100.0,-47.685712939999995
0.08419790863990784,29499,417,29600,34.888511657714844,0.001,296,-49.05614767,100.0,70,,
0.07920020818710327,29899,,30000,35.12787628173828,0.001,,,,,100.0,-47.719795700000006
,,424,30000,,,300,-48.98140222000001,100.0,70,,
0.11305917054414749,30299,426,30400,35.08583068847656,0.001,304,-48.85324539000001,100.0,71,,
0.06351103633642197,30399,,30500,35.69939422607422,0.001,,,,,100.0,-47.379166160000004
0.06791163980960846,30699,432,30800,35.4383544921875,0.001,308,-48.688990710000006,100.0,71,,
0.0746939405798912,30899,,31000,35.70795822143555,0.001,,,,,100.0,-47.70827042
0.06780733168125153,31099,439,31200,36.1380500793457,0.001,312,-48.59833897000001,100.0,71,,
0.07894939929246902,31399,,31500,36.09516143798828,0.001,,,,,100.0,-49.474330120000005
0.05975104868412018,31499,445,31600,36.170772552490234,0.001,316,-48.708058570000006,100.0,70,,
0.0717342272400856,31899,,32000,36.60169219970703,0.001,,,,,100.0,-51.13622050000001
,,452,32000,,,320,-48.65190598,100.0,70,,
0.06816428154706955,32299,454,32400,36.771087646484375,0.001,324,-48.53390169999999,100.0,71,,
0.06256542354822159,32399,,32500,36.814971923828125,0.001,,,,,100.0,-46.945705079999996
0.07822180539369583,32699,461,32800,36.6799201965332,0.001,328,-48.26915936000001,100.0,71,,
0.08254722505807877,32899,,33000,36.844940185546875,0.001,,,,,100.0,-47.319288719999996
0.08375070244073868,33099,467,33200,37.06684494018555,0.001,332,-48.00480774,100.0,70,,
0.09539882838726044,33399,,33500,36.93401336669922,0.001,,,,,100.0,-45.71115744000001
