rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/n_updates,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/fps,eval/mean_reward,eval/mean_ep_length
,,51.239952087402344,258399,0.001,0.12322887778282166,,258500,,,-40.53244874,100.0
100.0,3670,51.395545959472656,258699,0.001,0.10518993437290192,-41.82782885000002,258800,2588,70,,
,,51.51651382446289,258899,0.001,0.18855607509613037,,259000,,,-37.9092944,100.0
100.0,3676,51.33533477783203,259099,0.001,0.1276039481163025,-41.882624220000004,259200,2592,70,,
,,51.79195022583008,259399,0.001,0.12135540693998337,,259500,,,-38.238759220000006,100.0
100.0,3683,51.411827087402344,259499,0.001,0.14229555428028107,-41.87604852,259600,2596,70,,
,,51.33966064453125,259899,0.001,0.10634114593267441,,260000,,,-43.74832546,100.0
100.0,3689,,,,,-42.12986049999999,260000,2600,70,,
100.0,3691,51.421051025390625,260299,0.001,0.11963904649019241,-41.99755118,260400,2604,70,,
,,51.50351333618164,260399,0.001,0.12375728785991669,,260500,,,-41.52186277999999,100.0
100.0,3698,51.640785217285156,260699,0.001,0.12817224860191345,-42.1155777,260800,2608,70,,
,,51.940189361572266,260899,0.001,0.09547196328639984,,261000,,,-44.69140089999999,100.0
100.0,3704,51.21401596069336,261099,0.001,0.0999310165643692,-42.44391022,261200,2612,70,,
,,51.332149505615234,261399,0.001,0.12326004356145859,,261500,,,-40.81416722,100.0
100.0,3711,51.66736602783203,261499,0.001,0.11357384920120239,-42.55356680999999,261600,2616,70,,
,,51.751609802246094,261899,0.001,0.11333595216274261,,262000,,,-42.7627744,100.0
100.0,3718,,,,,-42.44828595,262000,2620,70,,
100.0,3720,51.42140197753906,262299,0.001,0.10050274431705475,-42.329460229999995,262400,2624,70,,
,,51.53894805908203,262399,0.001,0.11851169168949127,,262500,,,-42.03724558,100.0
100.0,3726,51.49190902709961,262699,0.001,0.10738833248615265,-42.46438683,262800,2628,70,,
,,50.92731475830078,262899,0.001,0.11342869699001312,,263000,,,-42.140522819999994,100.0
100.0,3733,51.40472412109375,263099,0.001,0.11614793539047241,-42.406678619999994,263200,2632,70,,
,,51.5185661315918,263399,0.001,0.10039345920085907,,263500,,,-43.3242768,100.0
100.0,3739,51.756248474121094,263499,0.001,0.14150959253311157,-42.530041680000004,263600,2636,70,,
,,51.40007019042969,263899,0.001,0.06765799224376678,,264000,,,-41.03318118,100.0
100.0,3746,,,,,-42.45101952000001,264000,2640,70,,
100.0,3748,51.08269119262695,264299,0.001,0.0702688992023468,-42.707442070000006,264400,2644,70,,
,,51.3433837890625,264399,0.001,0.09175337851047516,,264500,,,-41.036150879999994,100.0
100.0,3755,51.41154479980469,264699,0.001,0.07250518351793289,-42.52792422,264800,2648,70,,
,,51.385162353515625,264899,0.001,0.08613163232803345,,265000,,,-37.983360399999995,100.0
100.0,3761,51.13923645019531,265099,0.001,0.07076015323400497,-42.416358679999995,265200,2652,70,,
,,50.96957015991211,265399,0.001,0.06184843182563782,,265500,,,-38.530984939999996,100.0
100.0,3768,50.875587463378906,265499,0.001,0.08112095296382904,-42.20652323999999,265600,2656,70,,
,,50.85055160522461,265899,0.001,0.06652854382991791,,266000,,,-39.59041012,100.0
100.0,3774,,,,,-41.40544911999999,266000,2660,70,,
100.0,3776,51.22293472290039,266299,0.001,0.10610438883304596,-41.22199238,266400,2664,70,,
,,51.10775375366211,266399,0.001,0.06770509481430054,,266500,,,-38.41845966,100.0
100.0,3783,51.1334114074707,266699,0.001,0.07429090142250061,-41.0369571,266800,2668,70,,
,,51.39738082885742,266899,0.001,0.07905931770801544,,267000,,,-38.9506875,100.0
100.0,3789,50.64530944824219,267099,0.001,0.08754187077283859,-40.74452513999999,267200,2672,70,,
,,50.44453430175781,267399,0.001,0.07323981076478958,,267500,,,-38.34005714,100.0
100.0,3796,50.90625,267499,0.001,0.05529460310935974,-40.563609,267600,2676,70,,
,,50.67573928833008,267899,0.001,0.11313845217227936,,268000,,,-36.9346071,100.0
100.0,3803,,,,,-40.39527467999999,268000,2680,70,,
100.0,3805,50.703643798828125,268299,0.001,0.07846283912658691,-40.260698639999994,268400,2684,70,,
,,50.80276870727539,268399,0.001,0.04380882903933525,,268500,,,-37.73758026,100.0
100.0,3811,50.351871490478516,268699,0.001,0.049687035381793976,-40.176374149999994,268800,2688,70,,
,,50.72136688232422,268899,0.001,0.0464751310646534,,269000,,,-38.48413342,100.0
100.0,3818,50.71949005126953,269099,0.001,0.06387367099523544,-39.94635728,269200,2692,70,,
,,50.612979888916016,269399,0.001,0.10205942392349243,,269500,,,-37.91251744,100.0
100.0,3824,50.54936218261719,269499,0.001,0.06027989089488983,-39.839038069999994,269600,2696,70,,
,,50.396026611328125,269899,0.001,0.0493069626390934,,270000,,,-38.3410967,100.0
100.0,3831,,,,,-39.45251277,270000,2700,70,,
100.0,3833,50.40361404418945,270299,0.001,0.046043265610933304,-39.449926479999995,270400,2704,70,,
,,50.494789123535156,270399,0.001,0.05101945996284485,,270500,,,-38.57989196,100.0
100.0,3840,50.401885986328125,270699,0.001,0.043725404888391495,-39.218200470000006,270800,2708,70,,
,,49.96867752075195,270899,0.001,0.05004053935408592,,271000,,,-37.20219898,100.0
100.0,3846,50.4948616027832,271099,0.001,0.06955510377883911,-38.9113529,271200,2712,70,,
,,50.45420837402344,271399,0.001,0.051889825612306595,,271500,,,-37.64041984,100.0
100.0,3853,50.176536560058594,271499,0.001,0.05362306535243988,-38.77588274,271600,2716,70,,
,,50.198974609375,271899,0.001,0.04540727287530899,,272000,,,-36.4264721,100.0
100.0,3860,,,,,-38.43726904,272000,2720,70,,
100.0,3862,50.17041015625,272299,0.001,0.041807666420936584,-38.2784318,272400,2724,70,,
,,50.27511215209961,272399,0.001,0.06253570318222046,,272500,,,-36.889407860000006,100.0
100.0,3868,50.414878845214844,272699,0.001,0.08899176120758057,-38.02938152,272800,2728,70,,
,,49.763668060302734,272899,0.001,0.05706769973039627,,273000,,,-36.694815479999995,100.0
100.0,3875,50.10033416748047,273099,0.001,0.09788905084133148,-37.88056442,273200,2732,70,,
,,50.32186508178711,273399,0.001,0.08302171528339386,,273500,,,-40.22705364,100.0
100.0,3882,50.155433654785156,273499,0.001,0.0568137988448143,-37.73671248,273600,2736,70,,
,,50.07056427001953,273899,0.001,0.1509735882282257,,274000,,,-38.1488933,100.0
100.0,3888,,,,,-37.50826485,274000,2740,70,,
100.0,3891,49.834564208984375,274299,0.001,0.2389003187417984,-37.045411879999996,274400,2744,70,,
,,50.11454772949219,274399,0.001,0.4036688506603241,,274500,,,-56.92134156,100.0
100.0,3897,49.85093688964844,274699,0.001,0.4042474925518036,-37.268477499999996,274800,2748,70,,
,,49.91908264160156,274899,0.001,0.25653526186943054,,275000,,,-41.111605739999995,100.0
100.0,3904,49.925559997558594,275099,0.001,0.3059687614440918,-37.346608550000006,275200,2752,70,,
,,50.121280670166016,275399,0.001,0.2193060964345932,,275500,,,-47.07398110000001,100.0
100.0,3910,49.8745002746582,275499,0.001,0.1734318733215332,-37.47186934,275600,2756,70,,
,,50.1488037109375,275899,0.001,0.17461520433425903,,276000,,,-43.82022884,100.0
100.0,3917,,,,,-37.859593909999994,276000,2760,70,,
100.0,3919,49.76605987548828,276299,0.001,0.1272893249988556,-38.00637520000001,276400,2764,70,,
,,49.4613037109375,276399,0.001,0.11206688731908798,,276500,,,-42.06919035999999,100.0
100.0,3925,49.367835998535156,276699,0.001,0.0745098739862442,-37.815879990000006,276800,2768,70,,
,,49.619102478027344,276899,0.001,0.0736536830663681,,277000,,,-40.543138000000006,100.0
100.0,3932,49.727603912353516,277099,0.001,0.047679364681243896,-38.03154461,277200,2772,70,,
,,49.2179069519043,277399,0.001,0.09906379133462906,,277500,,,-39.69578404000001,100.0
100.0,3938,49.49371337890625,277499,0.001,0.05401678383350372,-37.852289279999994,277600,2776,70,,
,,49.52250671386719,277899,0.001,0.06354252994060516,,278000,,,-39.02977426,100.0
100.0,3945,,,,,-38.03594256,278000,2780,70,,
100.0,3947,49.36943817138672,278299,0.001,0.043168384581804276,-37.992160410000004,278400,2784,70,,
,,49.03861618041992,278399,0.001,0.04137638583779335,,278500,,,-40.2494212,100.0
100.0,3954,49.47476577758789,278699,0.001,0.03505839407444,-38.16430543,278800,2788,70,,
,,49.295230865478516,278899,0.001,0.07945322245359421,,279000,,,-39.753062220000004,100.0
100.0,3960,49.102561950683594,279099,0.001,0.05229269713163376,-38.41916615,279200,2792,70,,
,,49.235923767089844,279399,0.001,0.07500706613063812,,279500,,,-42.3941228,100.0
100.0,3967,49.095069885253906,279499,0.001,0.07206810265779495,-38.67959205,279600,2796,70,,
,,49.19770812988281,279899,0.001,0.05054832249879837,,280000,,,-39.8100256,100.0
100.0,3973,,,,,-38.81205311,280000,2800,70,,
100.0,3976,48.64128494262695,280299,0.001,0.048078469932079315,-38.882191840000004,280400,2804,70,,
,,49.28520202636719,280399,0.001,0.06773877143859863,,280500,,,-38.75454238,100.0
100.0,3982,49.31676483154297,280699,0.001,0.04547075182199478,-38.97373923,280800,2808,70,,
,,49.54936981201172,280899,0.001,0.06810817122459412,,281000,,,-38.66718548,100.0
100.0,3989,49.32896423339844,281099,0.001,0.07738043367862701,-38.82531071,281200,2812,70,,
,,49.31224060058594,281399,0.001,0.03634928539395332,,281500,,,-37.8785711,100.0
100.0,3995,49.470123291015625,281499,0.001,0.06326214969158173,-38.848146650000004,281600,2816,70,,
,,49.22789001464844,281899,0.001,0.05237029120326042,,282000,,,-36.84067162,100.0
100.0,4002,,,,,-38.940425680000004,282000,2820,70,,
100.0,4005,49.38230514526367,282299,0.001,0.04973012953996658,-38.93407807,282400,2824,70,,
,,49.23405456542969,282399,0.001,0.045114077627658844,,282500,,,-37.3099463,100.0
100.0,4011,49.03335952758789,282699,0.001,0.04165881872177124,-38.78459096,282800,2828,70,,
,,48.6500244140625,282899,0.001,0.040797531604766846,,283000,,,-39.53183364,100.0
100.0,4017,49.18147659301758,283099,0.001,0.036601919680833817,-38.851000479999996,283200,2832,70,,
,,48.8149528503418,283399,0.001,0.054639436304569244,,283500,,,-41.27882264,100.0
100.0,4024,48.75469207763672,283499,0.001,0.048534926027059555,-38.85205961,283600,2836,70,,
,,48.62201690673828,283899,0.001,0.03667256981134415,,284000,,,-40.49251116000001,100.0
100.0,4030,,,,,-39.1017033,284000,2840,70,,
100.0,4033,49.28273010253906,284299,0.001,0.0558856837451458,-39.072814900000004,284400,2844,70,,
,,48.8031005859375,284399,0.001,0.04407399892807007,,284500,,,-41.89027168,100.0
100.0,4039,49.50564193725586,284699,0.001,0.0397995188832283,-38.98418023,284800,2848,70,,
,,49.35611343383789,284899,0.001,0.036463093012571335,,285000,,,-41.792842760000006,100.0
100.0,4046,48.991973876953125,285099,0.001,0.055645689368247986,-38.86559741999999,285200,2852,70,,
,,48.96913528442383,285399,0.001,0.04458734393119812,,285500,,,-41.599888359999994,100.0
100.0,4052,49.58184814453125,285499,0.001,0.04549768567085266,-38.857590589999994,285600,2856,70,,
,,49.07431411743164,285899,0.001,0.05272847041487694,,286000,,,-44.26703332,100.0
100.0,4059,,,,,-38.58282129,286000,2860,70,,
100.0,4061,49.03852844238281,286299,0.001,0.05557258427143097,-38.43954229,286400,2864,70,,
,,49.49770736694336,286399,0.001,0.0371832400560379,,286500,,,-40.305627799999996,100.0
100.0,4068,49.261802673339844,286699,0.001,0.034506380558013916,-38.53105063,286800,2868,70,,
,,49.197654724121094,286899,0.001,0.14647063612937927,,287000,,,-40.39491596,100.0
100.0,4074,48.97551727294922,287099,0.001,0.0653969794511795,-38.31165318,287200,2872,70,,
,,48.90080642700195,287399,0.001,0.05671743303537369,,287500,,,-38.4114666,100.0
100.0,4080,49.53388595581055,287499,0.001,0.04526173323392868,-38.379305269999996,287600,2876,70,,
,,49.184295654296875,287899,0.001,0.0420539453625679,,288000,,,-43.14849751999999,100.0
100.0,4087,,,,,-38.39299616,288000,2880,70,,
100.0,4089,49.33097839355469,288299,0.001,0.058887407183647156,-38.79963649999999,288400,2884,70,,
,,49.10957336425781,288399,0.001,0.05696449428796768,,288500,,,-39.17433858,100.0
100.0,4096,49.00652313232422,288699,0.001,0.04315217584371567,-38.78320909000001,288800,2888,70,,
,,49.40547561645508,288899,0.001,0.07343557476997375,,289000,,,-40.8673249,100.0
100.0,4102,48.874088287353516,289099,0.001,0.07150748372077942,-38.84713777,289200,2892,70,,
,,49.27479553222656,289399,0.001,0.0377252958714962,,289500,,,-39.781666640000005,100.0
100.0,4108,49.183624267578125,289499,0.001,0.043478645384311676,-38.58576724,289600,2896,70,,
,,49.2315559387207,289899,0.001,0.04144161194562912,,290000,,,-39.22664132,100.0
100.0,4115,,,,,-38.560975049999996,290000,2900,70,,
100.0,4118,49.15385437011719,290299,0.001,0.04538445919752121,-38.541939819999996,290400,2904,70,,
,,49.18973922729492,290399,0.001,0.05110812187194824,,290500,,,-38.878588640000004,100.0
100.0,4124,49.04291534423828,290699,0.001,0.06174183264374733,-38.35421413,290800,2908,70,,
,,48.72431182861328,290899,0.001,0.04760947823524475,,291000,,,-37.75507296,100.0
100.0,4130,49.169578552246094,291099,0.001,0.05520319193601608,-38.50499191,291200,2912,70,,
,,49.3507080078125,291399,0.001,0.05546746402978897,,291500,,,-39.45083618,100.0
100.0,4137,48.976016998291016,291499,0.001,0.05220814421772957,-38.61181825,291600,2916,70,,
,,49.474632263183594,291899,0.001,0.04946884885430336,,292000,,,-39.364017960000005,100.0
100.0,4143,,,,,-38.488378499999996,292000,2920,70,,
100.0,4146,49.74913024902344,292299,0.001,0.056055910885334015,-38.45300432999999,292400,2924,70,,
,,49.119117736816406,292399,0.001,0.059226296842098236,,292500,,,-39.45062044,100.0
100.0,4152,49.1878776550293,292699,0.001,0.05511059612035751,-38.49386758,292800,2928,70,,
,,49.51336669921875,292899,0.001,0.051543377339839935,,293000,,,-38.552080000000004,100.0
100.0,4159,49.015872955322266,293099,0.001,0.053331032395362854,-38.55193697,293200,2932,70,,
,,49.20641326904297,293399,0.001,0.07183627784252167,,293500,,,-40.621201,100.0
100.0,4165,49.16962432861328,293499,0.001,0.058840926736593246,-38.53549073999999,293600,2936,70,,
,,49.27238464355469,293899,0.001,0.06841106712818146,,294000,,,-41.10953394,100.0
100.0,4171,,,,,-38.40693962,294000,2940,70,,
100.0,4174,49.540611267089844,294299,0.001,0.06264948099851608,-38.75674716,294400,2944,70,,
,,49.11417007446289,294399,0.001,0.08776161074638367,,294500,,,-39.10887204,100.0
100.0,4181,49.029258728027344,294699,0.001,0.08102088421583176,-38.640294520000005,294800,2948,70,,
,,49.20081329345703,294899,0.001,0.07619349658489227,,295000,,,-38.515431559999996,100.0
100.0,4187,48.965599060058594,295099,0.001,0.08488679677248001,-38.94891338,295200,2952,70,,
,,49.05519104003906,295399,0.001,0.06839148700237274,,295500,,,-42.518390200000006,100.0
100.0,4193,49.57884216308594,295499,0.001,0.09515920281410217,-38.70809405,295600,2956,70,,
,,49.82353210449219,295899,0.001,0.09571860730648041,,296000,,,-41.9175403,100.0
100.0,4200,,,,,-38.98298769,296000,2960,70,,
100.0,4202,49.58068084716797,296299,0.001,0.06782077997922897,-39.05519495,296400,2964,70,,
,,49.54192352294922,296399,0.001,0.10401596873998642,,296500,,,-41.32663822000001,100.0
100.0,4209,48.97254180908203,296699,0.001,0.0956796258687973,-39.27934692,296800,2968,70,,
,,49.51020812988281,296899,0.001,0.10977120697498322,,297000,,,-42.029833339999996,100.0
100.0,4215,49.5672721862793,297099,0.001,0.0959140881896019,-39.49653713,297200,2972,70,,
,,49.096282958984375,297399,0.001,0.12049932777881622,,297500,,,-39.520248179999996,100.0
100.0,4221,49.4622802734375,297499,0.001,0.07480290532112122,-39.72910719,297600,2976,70,,
,,49.38671875,297899,0.001,0.09380396455526352,,298000,,,-40.61662844,100.0
100.0,4228,,,,,-39.832427079999995,298000,2980,70,,
100.0,4231,49.69074249267578,298299,0.001,0.06803226470947266,-39.72747744,298400,2984,70,,
,,49.15782928466797,298399,0.001,0.08241649717092514,,298500,,,-43.79205954,100.0
100.0,4237,48.94837188720703,298699,0.001,0.07673728466033936,-39.700226660000006,298800,2988,70,,
,,49.36875534057617,298899,0.001,0.05861249566078186,,299000,,,-41.3669424,100.0
100.0,4243,49.76811218261719,299099,0.001,0.10959925502538681,-39.63808556,299200,2992,70,,
,,49.028907775878906,299399,0.001,0.06478852778673172,,299500,,,-40.58577928,100.0
100.0,4250,49.0067138671875,299499,0.001,0.06052657961845398,-39.72952596,299600,2996,70,,
,,48.837677001953125,299899,0.001,0.06373633444309235,,300000,,,-39.28260988,100.0
100.0,4256,,,,,-39.73190619,300000,3000,70,,
100.0,4259,49.123382568359375,300299,0.001,0.05971822887659073,-39.57483139,300400,3004,70,,
,,48.969703674316406,300399,0.001,0.06454227864742279,,300500,,,-39.4491218,100.0
100.0,4265,49.06517028808594,300699,0.001,0.06942594051361084,-39.531347929999995,300800,3008,70,,
,,49.36682891845703,300899,0.001,0.0747646689414978,,301000,,,-38.49018306,100.0
100.0,4271,49.36564636230469,301099,0.001,0.07028648257255554,-39.800834099999996,301200,3012,70,,
,,49.36561584472656,301399,0.001,0.10313313454389572,,301500,,,-37.62984654,100.0
100.0,4278,49.68458938598633,301499,0.001,0.0548139289021492,-39.46926436999999,301600,3016,70,,
,,49.207183837890625,301899,0.001,0.07144114375114441,,302000,,,-38.14551384,100.0
100.0,4284,,,,,-39.56073841999999,302000,3020,70,,
100.0,4287,48.94526672363281,302299,0.001,0.05648127198219299,-39.69783763,302400,3024,70,,
,,48.888450622558594,302399,0.001,0.05752217024564743,,302500,,,-39.204159180000005,100.0
100.0,4293,49.25080490112305,302699,0.001,0.06729313731193542,-40.15006108,302800,3028,70,,
,,49.72282409667969,302899,0.001,0.06400078535079956,,303000,,,-40.03830436,100.0
100.0,4299,48.92913818359375,303099,0.001,0.0500914491713047,-39.90390253,303200,3032,70,,
,,49.187564849853516,303399,0.001,0.04225699603557587,,303500,,,-36.94132032,100.0
100.0,4306,48.75074005126953,303499,0.001,0.05096060037612915,-39.74720535,303600,3036,70,,
,,49.05445861816406,303899,0.001,0.05943027138710022,,304000,,,-39.007605379999994,100.0
100.0,4312,,,,,-39.82894142999999,304000,3040,70,,
100.0,4315,49.92045593261719,304299,0.001,0.05076788738369942,-39.73018092999999,304400,3044,70,,
,,49.158348083496094,304399,0.001,0.06288212537765503,,304500,,,-40.82505598,100.0
100.0,4321,49.16276550292969,304699,0.001,0.05530437454581261,-39.90004268,304800,3048,70,,
,,49.30123519897461,304899,0.001,0.05383003130555153,,305000,,,-40.702220499999996,100.0
100.0,4327,49.40336608886719,305099,0.001,0.042760368436574936,-39.66754128,305200,3052,70,,
,,48.90557861328125,305399,0.001,0.052423857152462006,,305500,,,-42.01494286,100.0
100.0,4333,49.682552337646484,305499,0.001,0.06297153234481812,-39.881295689999995,305600,3056,70,,
,,49.0501708984375,305899,0.001,0.06953101605176926,,306000,,,-43.22922959999999,100.0
100.0,4340,,,,,-39.524773980000006,306000,3060,70,,
100.0,4342,49.36711883544922,306299,0.001,0.07421578466892242,-39.71203502,306400,3064,70,,
,,49.37681579589844,306399,0.001,0.061650484800338745,,306500,,,-39.04715196,100.0
100.0,4349,49.17950439453125,306699,0.001,0.07635807991027832,-39.62166683,306800,3068,70,,
,,49.200927734375,306899,0.001,0.0688270553946495,,307000,,,-40.507328140000006,100.0
100.0,4355,49.62200927734375,307099,0.001,0.06206303462386131,-39.491027290000005,307200,3072,70,,
,,49.485198974609375,307399,0.001,0.06689916551113129,,307500,,,-40.37130486,100.0
100.0,4361,48.9312744140625,307499,0.001,0.09052049368619919,-39.356920589999994,307600,3076,70,,
,,49.025108337402344,307899,0.001,0.06600281596183777,,308000,,,-38.54130204,100.0
100.0,4368,,,,,-39.072199100000006,308000,3080,70,,
100.0,4370,49.15471649169922,308299,0.001,0.0952996164560318,-38.78756201000001,308400,3084,70,,
,,49.22959899902344,308399,0.001,0.06954925507307053,,308500,,,-38.367555339999996,100.0
100.0,4377,48.90283203125,308699,0.001,0.08596793562173843,-38.841298349999995,308800,3088,70,,
,,49.42011642456055,308899,0.001,0.10122540593147278,,309000,,,-39.640058159999995,100.0
100.0,4383,49.43337631225586,309099,0.001,0.11130496859550476,-38.660425409999995,309200,3092,70,,
,,49.35420608520508,309399,0.001,0.11583048105239868,,309500,,,-41.308864220000004,100.0
100.0,4389,48.98630905151367,309499,0.001,0.09779321402311325,-38.80251495,309600,3096,70,,
,,49.11737823486328,309899,0.001,0.10977929830551147,,310000,,,-40.98501902,100.0
100.0,4396,,,,,-39.22461888,310000,3100,70,,
100.0,4399,49.39940643310547,310299,0.001,0.13733762502670288,-39.71265207,310400,3104,70,,
,,49.45149230957031,310399,0.001,0.12794703245162964,,310500,,,-43.75798686,100.0
100.0,4405,49.300071716308594,310699,0.001,0.11588773131370544,-39.99678434,310800,3108,70,,
,,49.1678466796875,310899,0.001,0.13496945798397064,,311000,,,-42.78267253999999,100.0
100.0,4412,48.92564392089844,311099,0.001,0.12889766693115234,-39.77708878,311200,3112,70,,
,,49.74617004394531,311399,0.001,0.10321559011936188,,311500,,,-40.96193297999999,100.0
100.0,4418,49.72111511230469,311499,0.001,0.11547080427408218,-40.11381013,311600,3116,70,,
,,49.66990280151367,311899,0.001,0.11558215320110321,,312000,,,-41.56781576,100.0
100.0,4424,,,,,-40.268833269999995,312000,3120,70,,
100.0,4427,49.61792755126953,312299,0.001,0.1297610104084015,-40.22796561999999,312400,3124,70,,
,,49.72726821899414,312399,0.001,0.1415187120437622,,312500,,,-39.79407296,100.0
100.0,4434,49.765655517578125,312699,0.001,0.12747406959533691,-40.09119429,312800,3128,70,,
,,49.62677764892578,312899,0.001,0.13896071910858154,,313000,,,-40.72764184000001,100.0
100.0,4440,49.68207931518555,313099,0.001,0.11730814725160599,-40.13851139,313200,3132,70,,
,,50.17015075683594,313399,0.001,0.10751661658287048,,313500,,,-40.14788056,100.0
100.0,4446,49.581939697265625,313499,0.001,0.16305950284004211,-40.458354029999995,313600,3136,70,,
,,50.251808166503906,313899,0.001,0.12262978404760361,,314000,,,-41.73994262,100.0
100.0,4453,,,,,-40.67969272,314000,3140,70,,
100.0,4455,49.278785705566406,314299,0.001,0.1269589066505432,-40.60749345,314400,3144,70,,
,,50.1099853515625,314399,0.001,0.13084784150123596,,314500,,,-42.19453272,100.0
100.0,4462,49.45886993408203,314699,0.001,0.12837567925453186,-40.74543097,314800,3148,70,,
,,49.600311279296875,314899,0.001,0.1057208925485611,,315000,,,-40.80043978,100.0
100.0,4468,50.16179275512695,315099,0.001,0.17687419056892395,-40.8812999,315200,3152,70,,
,,50.275115966796875,315399,0.001,0.14696791768074036,,315500,,,-39.8663014,100.0
100.0,4474,49.449424743652344,315499,0.001,0.1195477545261383,-40.79213754,315600,3156,70,,
,,49.7772216796875,315899,0.001,0.0826490968465805,,316000,,,-42.10134959999999,100.0
100.0,4481,,,,,-40.96654597,316000,3160,70,,
100.0,4483,49.751251220703125,316299,0.001,0.09629596769809723,-40.6997401,316400,3164,70,,
,,49.967437744140625,316399,0.001,0.12986940145492554,,316500,,,-42.60986558,100.0
100.0,4490,50.19777297973633,316699,0.001,0.10177253186702728,-40.63190725999999,316800,3168,70,,
,,50.12897491455078,316899,0.001,0.11075590550899506,,317000,,,-41.147696599999996,100.0
100.0,4496,49.58042907714844,317099,0.001,0.17897185683250427,-40.927204929999995,317200,3172,70,,
,,49.852745056152344,317399,0.001,0.10596530139446259,,317500,,,-42.958602979999995,100.0
100.0,4503,49.686851501464844,317499,0.001,0.09792329370975494,-40.93743296,317600,3176,70,,
,,50.069950103759766,317899,0.001,0.08821600675582886,,318000,,,-48.961720539999995,100.0
100.0,4509,,,,,-41.23111353000001,318000,3180,70,,
100.0,4512,50.17292785644531,318299,0.001,0.11343299597501755,-41.573169299999996,318400,3184,70,,
,,50.38092803955078,318399,0.001,0.11464007943868637,,318500,,,-47.2158496,100.0
100.0,4518,50.11772918701172,318699,0.001,0.12499912828207016,-41.80703638,318800,3188,70,,
,,50.1912841796875,318899,0.001,0.10104108601808548,,319000,,,-48.52221184,100.0
100.0,4524,49.637123107910156,319099,0.001,0.08868512511253357,-42.34438935,319200,3192,70,,
,,50.02824401855469,319399,0.001,0.09238660335540771,,319500,,,-44.83568526,100.0
100.0,4531,49.52922058105469,319499,0.001,0.10309664905071259,-42.65288408000001,319600,3196,70,,
,,49.63435363769531,319899,0.001,0.09367883950471878,,320000,,,-48.831707220000006,100.0
100.0,4537,,,,,-42.78341999,320000,3200,70,,
100.0,4540,49.851829528808594,320299,0.001,0.11714336276054382,-42.88619600999999,320400,3204,70,,
,,50.24325942993164,320399,0.001,0.12295176088809967,,320500,,,-45.68670169999999,100.0
100.0,4546,49.70548629760742,320699,0.001,0.07369537651538849,-43.22760582,320800,3208,70,,
,,50.04799270629883,320899,0.001,0.10823383182287216,,321000,,,-55.94011698,100.0
100.0,4553,49.59486389160156,321099,0.001,0.13408124446868896,-43.51686130000001,321200,3212,70,,
,,49.743431091308594,321399,0.001,0.094024658203125,,321500,,,-45.259304220000004,100.0
100.0,4559,50.04865264892578,321499,0.001,0.08854154497385025,-43.883359470000016,321600,3216,70,,
,,49.45849609375,321899,0.001,0.07450714707374573,,322000,,,-44.428740559999994,100.0
100.0,4565,,,,,-43.89013634,322000,3220,70,,
100.0,4568,49.46086120605469,322299,0.001,0.09353754669427872,-44.11580292000001,322400,3224,70,,
,,49.36697006225586,322399,0.001,0.06578905880451202,,322500,,,-46.63553684000001,100.0
100.0,4574,49.901214599609375,322699,0.001,0.0870266705751419,-44.175157860000006,322800,3228,70,,
,,49.273101806640625,322899,0.001,0.09044553339481354,,323000,,,-44.53790336000001,100.0
100.0,4581,49.49229049682617,323099,0.001,0.08090677857398987,-44.5632595,323200,3232,70,,
,,48.98923110961914,323399,0.001,0.0927334725856781,,323500,,,-43.359428539999996,100.0
100.0,4587,48.66090774536133,323499,0.001,0.07066109031438828,-44.50292791000001,323600,3236,70,,
,,49.02873229980469,323899,0.001,0.05577851086854935,,324000,,,-44.369798659999994,100.0
100.0,4593,,,,,-44.300119220000006,324000,3240,70,,
100.0,4596,49.23166275024414,324299,0.001,0.047316774725914,-44.34897737,324400,3244,70,,
,,48.964664459228516,324399,0.001,0.08808578550815582,,324500,,,-43.465424219999996,100.0
100.0,4603,49.20795440673828,324699,0.001,0.07821126282215118,-44.46860313000001,324800,3248,70,,
,,48.800411224365234,324899,0.001,0.06825129687786102,,325000,,,-41.567722859999996,100.0
100.0,4609,49.437957763671875,325099,0.001,0.06620410829782486,-44.540686859999994,325200,3252,70,,
,,49.504241943359375,325399,0.001,0.05727136880159378,,325500,,,-44.644355880000006,100.0
100.0,4615,49.3272705078125,325499,0.001,0.07444246858358383,-44.91221975000001,325600,3256,70,,
,,49.339439392089844,325899,0.001,0.12948265671730042,,326000,,,-40.79803218000001,100.0
100.0,4622,,,,,-45.02847916999999,326000,3260,70,,
100.0,4624,49.170230865478516,326299,0.001,0.04573427885770798,-45.14605498,326400,3264,70,,
,,48.87624740600586,326399,0.001,0.043939441442489624,,326500,,,-39.872904760000004,100.0
100.0,4631,49.16096496582031,326699,0.001,0.049004074186086655,-44.99763899,326800,3268,70,,
,,48.52001190185547,326899,0.001,0.06903783977031708,,327000,,,-38.903298019999994,100.0
100.0,4637,49.01011657714844,327099,0.001,0.07382635772228241,-44.567351089999995,327200,3272,70,,
,,48.97812271118164,327399,0.001,0.13417017459869385,,327500,,,-38.352285099999996,100.0
100.0,4644,49.03578186035156,327499,0.001,0.05223720520734787,-44.310653890000005,327600,3276,70,,
