time/episodes,train/critic_loss,train/ent_coef_loss,time/fps,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,train/n_updates,train/ent_coef,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
12252,0.027626411989331245,0.5441193580627441,36,0.0003,100.0,1225200,33561,20.199726104736328,1225099,0.006548778619617224,-23.63454111,,
,0.03153689205646515,-0.024143323302268982,,0.0003,,1225500,,20.648082733154297,1225399,0.006803196854889393,,100.0,-21.08171006
12256,0.01704893447458744,-0.6525309681892395,36,0.0003,100.0,1225600,33573,20.003089904785156,1225499,0.006796047557145357,-23.62899247,,
,0.03247608616948128,0.8276584148406982,,0.0003,,1226000,,20.164003372192383,1225899,0.006727689411491156,,100.0,-21.22490674
12260,,,36,,100.0,1226000,33585,,,,-23.624154249999997,,
12264,0.024795476347208023,0.6888644099235535,36,0.0003,100.0,1226400,33591,20.174840927124023,1226299,0.0064890035428106785,-23.7093944,,
,0.04399764537811279,-0.18912357091903687,,0.0003,,1226500,,20.202510833740234,1226399,0.006584988906979561,,100.0,-21.377569499999996
12268,0.02408856898546219,-0.8613749742507935,36,0.0003,100.0,1226800,33603,20.253067016601562,1226699,0.006623196881264448,-23.786383519999994,,
,0.01485096849501133,0.37937456369400024,,0.0003,,1227000,,20.072734832763672,1226899,0.00656141247600317,,100.0,-21.42920736
12272,0.07284614443778992,1.528167963027954,36,0.0003,100.0,1227200,33615,20.67403793334961,1227099,0.00662059523165226,-23.861989810000004,,
,0.021090175956487656,1.0402554273605347,,0.0003,,1227500,,20.267967224121094,1227399,0.006772878114134073,,100.0,-21.088443199999997
12276,0.03567948192358017,0.2458280622959137,36,0.0003,100.0,1227600,33628,20.043989181518555,1227499,0.0067384387366473675,-23.78989834,,
,0.02108961157500744,1.003371000289917,,0.0003,,1228000,,20.47248077392578,1227899,0.007060058880597353,,100.0,-21.491630299999997
12280,,,36,,100.0,1228000,33640,,,,-23.757782619999997,,
12284,0.011913358233869076,-1.1036527156829834,36,0.0003,100.0,1228400,33646,19.834774017333984,1228299,0.006667123641818762,-23.69640515,,
,0.019588887691497803,0.4657822847366333,,0.0003,,1228500,,20.213031768798828,1228399,0.006600663531571627,,100.0,-21.27898824
12288,0.036135971546173096,-0.2020222544670105,36,0.0003,100.0,1228800,33658,19.85555648803711,1228699,0.007037062663584948,-23.720179930000004,,
,0.018371203914284706,1.6909210681915283,,0.0003,,1229000,,19.875877380371094,1228899,0.0068490952253341675,,100.0,-21.440735399999998
12292,0.021840758621692657,-0.9875550270080566,36,0.0003,100.0,1229200,33670,19.80804443359375,1229099,0.00687378691509366,-23.77589929,,
,0.033342454582452774,0.6583415269851685,,0.0003,,1229500,,20.406024932861328,1229399,0.006829746067523956,,100.0,-21.58334876
12296,0.026403304189443588,-0.3114032447338104,36,0.0003,100.0,1229600,33683,20.564186096191406,1229499,0.006958113517612219,-23.767413649999995,,
,0.015042114071547985,0.48314350843429565,,0.0003,,1230000,,19.778636932373047,1229899,0.006862940266728401,,100.0,-21.60587458
12300,,,36,,100.0,1230000,33695,,,,-23.814308979999996,,
12304,0.023735374212265015,-0.2448887825012207,36,0.0003,100.0,1230400,33700,20.310728073120117,1230299,0.006968024652451277,-23.8623814,,
,0.0222952738404274,-0.0790901780128479,,0.0003,,1230500,,20.179668426513672,1230399,0.006977017968893051,,100.0,-21.17207068
12308,0.02567952871322632,-0.11121606826782227,36,0.0003,100.0,1230800,33713,20.51355743408203,1230699,0.006851923651993275,-23.79791813,,
,0.059694863855838776,-0.32345861196517944,,0.0003,,1231000,,20.11874008178711,1230899,0.006915054749697447,,100.0,-21.658793579999998
12312,0.021493136882781982,-0.05106031894683838,36,0.0003,100.0,1231200,33725,19.90377426147461,1231099,0.006981357466429472,-23.888638,,
,0.01294163428246975,-0.058731839060783386,,0.0003,,1231500,,20.311275482177734,1231399,0.006788142025470734,,100.0,-21.18303082
12316,0.015790563076734543,0.8569039702415466,36,0.0003,100.0,1231600,33738,20.322751998901367,1231499,0.006746920291334391,-23.83483694,,
,0.01497543416917324,-0.6082695126533508,,0.0003,,1232000,,20.182632446289062,1231899,0.006842360831797123,,100.0,-21.135017979999997
12320,,,36,,100.0,1232000,33750,,,,-23.857508649999996,,
12324,0.05023909732699394,-0.41794583201408386,36,0.0003,100.0,1232400,33755,20.23178482055664,1232299,0.007009152788668871,-23.647023129999997,,
,0.012230290099978447,1.139646053314209,,0.0003,,1232500,,20.004831314086914,1232399,0.007002615369856358,,100.0,-36.28880506
12328,0.021176205947995186,-0.6976406574249268,36,0.0003,100.0,1232800,33768,19.820064544677734,1232699,0.006869988981634378,-23.670756589999996,,
,0.026037154719233513,1.5233994722366333,,0.0003,,1233000,,20.176036834716797,1232899,0.006895525846630335,,100.0,-42.091512140000006
12332,0.022586198523640633,1.199636697769165,36,0.0003,100.0,1233200,33780,20.37865447998047,1233099,0.007042987272143364,-25.688626130000006,,
,0.01710306480526924,0.1662800908088684,,0.0003,,1233500,,20.12881088256836,1233399,0.006976036820560694,,100.0,-44.20171609999999
12336,0.018291398882865906,0.9430943727493286,36,0.0003,100.0,1233600,33793,20.26565933227539,1233499,0.006824784446507692,-25.77279452,,
,0.025416791439056396,-0.601345419883728,,0.0003,,1234000,,20.42772674560547,1233899,0.006966154091060162,,100.0,-48.52061882
12340,,,36,,100.0,1234000,33805,,,,-25.944655540000003,,
12344,0.020302772521972656,-0.45428094267845154,36,0.0003,100.0,1234400,33811,20.041988372802734,1234299,0.006752993445843458,-26.012500199999998,,
,0.015253691002726555,-0.06491139531135559,,0.0003,,1234500,,20.216201782226562,1234399,0.0067153084091842175,,100.0,-50.97560916000001
12348,0.026301465928554535,1.8229057788848877,36,0.0003,100.0,1234800,33823,20.054344177246094,1234699,0.0068520414642989635,-26.023554619999995,,
,0.02208271622657776,0.9825214147567749,,0.0003,,1235000,,20.01922607421875,1234899,0.007045120466500521,,100.0,-52.020174340000004
12352,0.019072266295552254,0.09698471426963806,36,0.0003,100.0,1235200,33835,20.080718994140625,1235099,0.006793591659516096,-27.62720422,,
,0.024053694680333138,0.25406381487846375,,0.0003,,1235500,,19.846574783325195,1235399,0.00679377606138587,,100.0,-45.84970154
12356,0.01940004900097847,-0.38753604888916016,36,0.0003,100.0,1235600,33847,19.953182220458984,1235499,0.006888247095048428,-27.605715760000002,,
,0.018928179517388344,0.4183918535709381,,0.0003,,1236000,,20.320446014404297,1235899,0.0069880057126283646,,100.0,-29.25741864
12360,,,36,,100.0,1236000,33860,,,,-29.108349919999995,,
12364,0.01898425817489624,0.031172960996627808,36,0.0003,100.0,1236400,33865,20.072036743164062,1236299,0.0070824711583554745,-29.912158899999994,,
,0.01249242015182972,0.7731010317802429,,0.0003,,1236500,,19.857975006103516,1236399,0.007108042016625404,,100.0,-28.51926778
12368,0.017751621082425117,-0.45079976320266724,36,0.0003,100.0,1236800,33877,19.98291778564453,1236699,0.0071090455166995525,-30.396135,,
,0.011592436581850052,0.39126056432724,,0.0003,,1237000,,20.218658447265625,1236899,0.007133661303669214,,100.0,-25.84454176
12372,0.01895146816968918,0.6016383171081543,36,0.0003,100.0,1237200,33890,20.219825744628906,1237099,0.00710683548822999,-30.359280970000004,,
,0.02661309391260147,-0.2444591522216797,,0.0003,,1237500,,20.371814727783203,1237399,0.00702226348221302,,100.0,-25.82014112
12376,0.014538990333676338,-0.22156164050102234,36,0.0003,100.0,1237600,33902,19.993881225585938,1237499,0.007271367125213146,-30.441439570000004,,
,0.019248569384217262,1.1247864961624146,,0.0003,,1238000,,20.144311904907227,1237899,0.007242410909384489,,100.0,-24.2323181
12380,,,36,,100.0,1238000,33915,,,,-30.673079249999997,,
12384,0.016685504466295242,0.5165526270866394,36,0.0003,100.0,1238400,33920,20.199676513671875,1238299,0.006724854465574026,-30.836699879999998,,
,0.01149947103112936,0.5044139623641968,,0.0003,,1238500,,19.73480796813965,1238399,0.006709457840770483,,100.0,-25.28411886
12388,0.037244755774736404,0.221125066280365,36,0.0003,100.0,1238800,33932,20.176734924316406,1238699,0.006970523856580257,-30.79459444,,
,0.022851701825857162,-0.017456471920013428,,0.0003,,1239000,,20.219961166381836,1238899,0.006730959285050631,,100.0,-24.123423820000003
12392,0.034842006862163544,-0.3365813195705414,36,0.0003,100.0,1239200,33945,20.114215850830078,1239099,0.006638003513216972,-30.684910809999998,,
,0.016409361734986305,0.27419400215148926,,0.0003,,1239500,,20.584218978881836,1239399,0.006665791384875774,,100.0,-24.533069920000003
12396,0.044947005808353424,1.9390795230865479,36,0.0003,100.0,1239600,33957,20.600074768066406,1239499,0.006845297757536173,-30.74248669,,
,0.023997824639081955,-0.7114753127098083,,0.0003,,1240000,,20.629131317138672,1239899,0.006940068211406469,,100.0,-23.452249740000003
12400,,,36,,100.0,1240000,33970,,,,-30.683606739999995,,
12404,0.015410094521939754,-0.9718300700187683,36,0.0003,100.0,1240400,33975,20.171873092651367,1240299,0.0070522562600672245,-30.625740339999997,,
,0.023224156349897385,-0.1367809772491455,,0.0003,,1240500,,20.415058135986328,1240399,0.006967699155211449,,100.0,-22.416748340000005
12408,0.03284452483057976,0.010725706815719604,36,0.0003,100.0,1240800,33988,20.16771697998047,1240699,0.006807723548263311,-30.63324544,,
,0.024211077019572258,0.047448400408029556,,0.0003,,1241000,,20.24259376525879,1240899,0.006847282871603966,,100.0,-22.134915460000002
12412,0.02000398188829422,-1.0740578174591064,36,0.0003,100.0,1241200,34000,20.41175079345703,1241099,0.00688552763313055,-30.581688820000004,,
,0.05211294814944267,-0.21048709750175476,,0.0003,,1241500,,19.997549057006836,1241399,0.00700228800997138,,100.0,-22.141627599999996
12416,0.01737847924232483,-0.564895510673523,36,0.0003,100.0,1241600,34013,20.142189025878906,1241499,0.006938294507563114,-30.618593340000004,,
,0.029004324227571487,-0.6044297218322754,,0.0003,,1242000,,20.29928207397461,1241899,0.006937844678759575,,100.0,-22.02473912
12420,,,36,,100.0,1242000,34025,,,,-30.590374770000004,,
12424,0.016832763329148293,1.0222420692443848,36,0.0003,100.0,1242400,34030,20.310800552368164,1242299,0.0069270809181034565,-30.550048079999993,,
,0.014784345403313637,-0.3663454055786133,,0.0003,,1242500,,20.042980194091797,1242399,0.006937440950423479,,100.0,-21.819107439999996
12428,0.028354566544294357,-2.3385329246520996,36,0.0003,100.0,1242800,34043,20.095680236816406,1242699,0.0068425629287958145,-30.56530862,,
,0.059437140822410583,-0.6348516941070557,,0.0003,,1243000,,20.26636505126953,1242899,0.006562836468219757,,100.0,-22.917844100000003
12432,0.014601259492337704,-0.5920738577842712,36,0.0003,100.0,1243200,34055,19.881929397583008,1243099,0.006741871125996113,-28.487099629999992,,
,0.018334295600652695,0.3643913269042969,,0.0003,,1243500,,20.43038558959961,1243399,0.006976166740059853,,100.0,-22.080904499999995
12436,0.016734037548303604,0.7239019870758057,36,0.0003,100.0,1243600,34068,19.841726303100586,1243499,0.007142841350287199,-28.38711876,,
,0.011920619755983353,-0.4085175395011902,,0.0003,,1244000,,20.050247192382812,1243899,0.007031243294477463,,100.0,-22.189149719999996
12440,,,36,,100.0,1244000,34080,,,,-28.199094659999997,,
12444,0.016884319484233856,-0.5081496834754944,36,0.0003,100.0,1244400,34086,19.95974349975586,1244299,0.006928656715899706,-28.150450749999994,,
,0.025811366736888885,0.8552990555763245,,0.0003,,1244500,,20.798677444458008,1244399,0.006957460194826126,,100.0,-22.018762359999997
12448,0.025078874081373215,0.9769574403762817,36,0.0003,100.0,1244800,34098,19.86209487915039,1244699,0.006493234541267157,-28.108929699999994,,
,0.01606052741408348,-1.1268880367279053,,0.0003,,1245000,,19.699180603027344,1244899,0.00673596141859889,,100.0,-22.419923079999993
12452,0.016263755038380623,-0.16157177090644836,36,0.0003,100.0,1245200,34111,19.995607376098633,1245099,0.006701965816318989,-26.464077779999997,,
,0.021284500136971474,-0.04980123043060303,,0.0003,,1245500,,20.362735748291016,1245399,0.006740698125213385,,100.0,-21.834880339999998
12456,0.010432034730911255,0.7053470611572266,36,0.0003,100.0,1245600,34123,19.809242248535156,1245499,0.006844742689281702,-26.470585830000005,,
,0.011070852167904377,0.03967735171318054,,0.0003,,1246000,,20.23871612548828,1245899,0.006786996033042669,,100.0,-21.847993559999995
12460,,,36,,100.0,1246000,34135,,,,-24.965979139999998,,
12464,0.0120125412940979,1.0906741619110107,36,0.0003,100.0,1246400,34140,20.142131805419922,1246299,0.006691319402307272,-24.131318489999998,,
,0.023904845118522644,1.2069787979125977,,0.0003,,1246500,,20.220020294189453,1246399,0.00676258048042655,,100.0,-21.912201400000004
12468,0.012495838105678558,-0.9157967567443848,36,0.0003,100.0,1246800,34153,20.048175811767578,1246699,0.006611389573663473,-23.67485635,,
,0.018664877861738205,-0.513566792011261,,0.0003,,1247000,,19.987363815307617,1246899,0.0065581314265728,,100.0,-23.06662888
12472,0.01837589405477047,-0.7454087734222412,36,0.0003,100.0,1247200,34165,20.034160614013672,1247099,0.006598256528377533,-23.64443456,,
,0.012489736080169678,0.67780601978302,,0.0003,,1247500,,20.26346206665039,1247399,0.0066064829006791115,,100.0,-21.9544571
12476,0.025968626141548157,-0.11228913068771362,36,0.0003,100.0,1247600,34178,20.28179168701172,1247499,0.006752488203346729,-23.557662519999997,,
,0.022497225552797318,1.940853476524353,,0.0003,,1248000,,19.88239097595215,1247899,0.006863548420369625,,100.0,-22.095549960000003
12480,,,36,,100.0,1248000,34190,,,,-23.37802886,,
12484,0.01992163434624672,-0.26663416624069214,36,0.0003,100.0,1248400,34196,19.43389320373535,1248299,0.007089624647051096,-23.25701562,,
,0.015758033841848373,-0.4218401610851288,,0.0003,,1248500,,19.92761993408203,1248399,0.0072481040842831135,,100.0,-22.876487320000003
12488,0.010609947144985199,-0.6782427430152893,36,0.0003,100.0,1248800,34208,19.934864044189453,1248699,0.006872361525893211,-23.243250189999998,,
,0.01629410870373249,0.6162022352218628,,0.0003,,1249000,,20.216875076293945,1248899,0.006613101344555616,,100.0,-22.928546580000003
12492,0.027319425716996193,0.11193516850471497,36,0.0003,100.0,1249200,34220,19.651412963867188,1249099,0.006917501799762249,-23.30725113,,
,0.033098671585321426,-0.21670885384082794,,0.0003,,1249500,,19.93934440612793,1249399,0.007296861615031958,,100.0,-22.507613799999994
12496,0.03641403093934059,0.5210601091384888,36,0.0003,100.0,1249600,34233,20.322463989257812,1249499,0.007272427901625633,-23.325299660000006,,
,0.02882523275911808,0.5249866247177124,,0.0003,,1250000,,20.366519927978516,1249899,0.007022564765065908,,100.0,-22.858994699999997
12500,,,36,,100.0,1250000,34245,,,,-23.38528433,,
12504,0.0330563560128212,0.5170540809631348,36,0.0003,100.0,1250400,34251,20.072071075439453,1250299,0.0071033090353012085,-23.405109330000002,,
,0.026732414960861206,-0.6446566581726074,,0.0003,,1250500,,20.46282958984375,1250399,0.0071730101481080055,,100.0,-22.9855537
12508,0.013934660702943802,0.4465296268463135,36,0.0003,100.0,1250800,34263,19.93426513671875,1250699,0.007150259800255299,-23.45122868,,
,0.024058477953076363,-0.011197999119758606,,0.0003,,1251000,,19.846988677978516,1250899,0.00721251405775547,,100.0,-22.894652
12512,0.027232786640524864,-0.8905590772628784,36,0.0003,100.0,1251200,34276,19.79122543334961,1251099,0.007368753664195538,-23.44956115,,
,0.024877171963453293,-0.6348172426223755,,0.0003,,1251500,,20.59320831298828,1251399,0.007111205253750086,,100.0,-23.47922186
12516,0.023337041959166527,0.23139798641204834,36,0.0003,100.0,1251600,34288,20.084888458251953,1251499,0.006859419867396355,-23.406922039999998,,
,0.016615819185972214,-0.5131935477256775,,0.0003,,1252000,,19.953527450561523,1251899,0.007308791391551495,,100.0,-24.37397182
12520,,,36,,100.0,1252000,34301,,,,-23.495134430000004,,
12524,0.011966172605752945,-0.5666294097900391,36,0.0003,100.0,1252400,34306,19.977542877197266,1252299,0.007462418172508478,-23.54203503999999,,
,0.020084332674741745,0.6646219491958618,,0.0003,,1252500,,20.295608520507812,1252399,0.007442546542733908,,100.0,-25.67126612
12528,0.030778689309954643,-0.691034197807312,36,0.0003,100.0,1252800,34318,19.895143508911133,1252699,0.007194919977337122,-23.612385540000005,,
,0.030344460159540176,0.031229719519615173,,0.0003,,1253000,,20.569610595703125,1252899,0.007009066175669432,,100.0,-25.5459141
12532,0.013894512318074703,-0.9264041781425476,36,0.0003,100.0,1253200,34331,20.11568832397461,1253099,0.006943331565707922,-23.719352879999995,,
,0.02197665348649025,0.26905930042266846,,0.0003,,1253500,,20.30940818786621,1253399,0.006742465775460005,,100.0,-25.275734599999996
12536,0.023223938420414925,0.6855108737945557,36,0.0003,100.0,1253600,34343,20.07315444946289,1253499,0.0068533713929355145,-23.75162943,,
,0.015744414180517197,-0.6057078838348389,,0.0003,,1254000,,19.974506378173828,1253899,0.006831184960901737,,100.0,-24.905792699999996
12540,,,36,,100.0,1254000,34356,,,,-23.854069320000004,,
12544,0.02171942964196205,-0.8692435026168823,36,0.0003,100.0,1254400,34361,20.09844970703125,1254299,0.007258279249072075,-23.83922701000001,,
,0.012645293027162552,-0.1750260591506958,,0.0003,,1254500,,19.652557373046875,1254399,0.007187575101852417,,100.0,-26.186456659999997
12548,0.0250384584069252,-0.028012193739414215,36,0.0003,100.0,1254800,34373,20.03423309326172,1254699,0.007213989272713661,-23.94339974,,
,0.04179871454834938,-0.05922037363052368,,0.0003,,1255000,,20.09093475341797,1254899,0.007132235914468765,,100.0,-27.034301539999998
12552,0.04030638188123703,1.210110068321228,36,0.0003,100.0,1255200,34386,20.37087631225586,1255099,0.00732848746702075,-24.337954410000002,,
,0.059811435639858246,2.1442878246307373,,0.0003,,1255500,,20.07109832763672,1255399,0.007760463748127222,,100.0,-53.20446558
12556,0.05143613740801811,0.012068256735801697,36,0.0003,100.0,1255600,34398,20.431123733520508,1255499,0.008081173524260521,-25.258683060000003,,
,0.055770426988601685,-1.276245355606079,,0.0003,,1256000,,19.97806739807129,1255899,0.008723755367100239,,100.0,-71.41099215999999
12560,,,36,,100.0,1256000,34411,,,,-27.272534400000005,,
12564,0.06943683326244354,-0.08372056484222412,36,0.0003,100.0,1256400,34416,19.975101470947266,1256299,0.008900203742086887,-28.914399619999998,,
,0.07836440205574036,0.0717473030090332,,0.0003,,1256500,,19.31020736694336,1256399,0.008917820639908314,,100.0,-97.95431560000002
12568,0.08583265542984009,0.34560900926589966,36,0.0003,100.0,1256800,34429,19.394493103027344,1256699,0.008975464850664139,-34.734514239999996,,
,0.084996297955513,-1.0280823707580566,,0.0003,,1257000,,19.836193084716797,1256899,0.008862461894750595,,100.0,-79.59835962
12572,0.08461929857730865,0.23713064193725586,36,0.0003,100.0,1257200,34441,19.173648834228516,1257099,0.009053882211446762,-36.527683090000004,,
,0.08841877430677414,1.2889864444732666,,0.0003,,1257500,,19.200942993164062,1257399,0.008981835097074509,,100.0,-80.0797155
12576,0.07076214253902435,-0.01974804699420929,36,0.0003,100.0,1257600,34454,19.54701042175293,1257499,0.009254703298211098,-39.43320105,,
,0.09398259967565536,-2.65128231048584,,0.0003,,1258000,,19.399948120117188,1257899,0.009010455571115017,,100.0,-64.72401578
12580,,,36,,100.0,1258000,34466,,,,-42.51914627,,
12584,0.052623260766267776,0.9306477308273315,36,0.0003,100.0,1258400,34471,18.684341430664062,1258299,0.00891027133911848,-44.49014626,,
,0.04742494225502014,0.5601823925971985,,0.0003,,1258500,,19.483272552490234,1258399,0.008986773900687695,,100.0,-62.363431580000004
12588,0.06843849271535873,-0.7107001543045044,36,0.0003,100.0,1258800,34484,19.60805892944336,1258699,0.009050458669662476,-46.50113734999999,,
,0.05153188854455948,0.7039073705673218,,0.0003,,1259000,,19.15194320678711,1258899,0.008955935016274452,,100.0,-45.2474622
12592,0.046073053032159805,1.149294137954712,36,0.0003,100.0,1259200,34496,18.749649047851562,1259099,0.009078812785446644,-47.47370788000001,,
,0.04776068776845932,-0.4998803436756134,,0.0003,,1259500,,19.052623748779297,1259399,0.009364424273371696,,100.0,-37.35199596
12596,0.06629356741905212,0.3157966434955597,36,0.0003,100.0,1259600,34508,19.133941650390625,1259499,0.00930740311741829,-48.342510680000004,,
,0.09545274078845978,0.5448270440101624,,0.0003,,1260000,,18.824678421020508,1259899,0.009207275696098804,,100.0,-32.77236888
12600,,,36,,100.0,1260000,34521,,,,-48.53216673,,
12604,0.04321649670600891,0.5604116916656494,36,0.0003,100.0,1260400,34526,18.908763885498047,1260299,0.00920939166098833,-48.76818872,,
,0.04581564664840698,0.43656420707702637,,0.0003,,1260500,,18.903152465820312,1260399,0.00924457237124443,,100.0,-31.882157899999996
12608,0.0366358608007431,-0.03286576271057129,36,0.0003,100.0,1260800,34539,19.32610511779785,1260699,0.008923188783228397,-48.98032021,,
,0.042676541954278946,0.8166836500167847,,0.0003,,1261000,,18.92761993408203,1260899,0.008680766448378563,,100.0,-31.803805859999997
12612,0.056818388402462006,0.1956307590007782,36,0.0003,100.0,1261200,34551,19.164119720458984,1261099,0.008650759235024452,-49.47613941,,
,0.03684394806623459,-0.7345068454742432,,0.0003,,1261500,,18.80068016052246,1261399,0.008522963151335716,,100.0,-32.128892879999995
12616,0.0481274276971817,-0.825093150138855,36,0.0003,100.0,1261600,34563,19.229097366333008,1261499,0.008420614525675774,-49.77523028,,
,0.036844320595264435,-0.6923760771751404,,0.0003,,1262000,,19.197542190551758,1261899,0.007850190624594688,,100.0,-30.6561876
12620,,,36,,100.0,1262000,34576,,,,-49.93737633,,
12624,0.03256829082965851,0.7576369047164917,36,0.0003,100.0,1262400,34581,19.29581069946289,1262299,0.007872538641095161,-50.28846234,,
,0.026162568479776382,-0.0879964530467987,,0.0003,,1262500,,19.286888122558594,1262399,0.007885015569627285,,100.0,-30.595354919999995
12628,0.03228141739964485,-0.0007239580154418945,36,0.0003,100.0,1262800,34594,19.492816925048828,1262699,0.007842478342354298,-50.590495690000004,,
,0.03289905935525894,0.4891577363014221,,0.0003,,1263000,,19.217174530029297,1262899,0.007880392484366894,,100.0,-29.90692186
12632,0.03380425274372101,-1.0163722038269043,36,0.0003,100.0,1263200,34606,19.31945037841797,1263099,0.008024722337722778,-50.69608906999999,,
,0.05558178201317787,0.40705418586730957,,0.0003,,1263500,,19.30689239501953,1263399,0.00787952821701765,,100.0,-31.365346480000007
12636,0.0332045704126358,-0.608464241027832,36,0.0003,100.0,1263600,34619,19.23065948486328,1263499,0.007883136160671711,-51.16969894999999,,
,0.033783599734306335,-0.19284281134605408,,0.0003,,1264000,,19.50100326538086,1263899,0.007823154330253601,,100.0,-28.735022379999997
12640,,,36,,100.0,1264000,34631,,,,-51.32406585,,
12644,0.035238116979599,-1.1833171844482422,36,0.0003,100.0,1264400,34636,19.347362518310547,1264299,0.007855476811528206,-51.63725562,,
,0.0934576541185379,-0.39105796813964844,,0.0003,,1264500,,19.858932495117188,1264399,0.007657305803149939,,100.0,-30.337059480000004
12648,0.0657576471567154,0.2056218683719635,36,0.0003,100.0,1264800,34649,19.767105102539062,1264699,0.007625754456967115,-51.9268435,,
,0.0269358791410923,-0.6222556829452515,,0.0003,,1265000,,19.33647346496582,1264899,0.007636131718754768,,100.0,-28.348033760000003
12652,0.039729177951812744,-1.3439860343933105,36,0.0003,100.0,1265200,34661,19.98546600341797,1265099,0.007363032083958387,-51.82054010999998,,
,0.028230883181095123,1.0716171264648438,,0.0003,,1265500,,19.662246704101562,1265399,0.0077037145383656025,,100.0,-28.946134220000005
12656,0.0277923122048378,-0.24261462688446045,36,0.0003,100.0,1265600,34674,19.434398651123047,1265499,0.007712127640843391,-51.023910239999985,,
,0.021715126931667328,-0.4839153587818146,,0.0003,,1266000,,19.39096450805664,1265899,0.007893288508057594,,100.0,-29.17252926
12660,,,36,,100.0,1266000,34686,,,,-49.193816259999984,,
12664,0.020531293004751205,0.816430926322937,36,0.0003,100.0,1266400,34691,19.933460235595703,1266299,0.007490396499633789,-47.892545729999995,,
,0.026128891855478287,0.1107594221830368,,0.0003,,1266500,,19.620805740356445,1266399,0.0076663801446557045,,100.0,-28.575996340000003
12668,0.020942486822605133,-0.4300522804260254,36,0.0003,100.0,1266800,34704,19.44489288330078,1266699,0.007478133775293827,-42.30303449,,
,0.028373869135975838,-0.09181851148605347,,0.0003,,1267000,,19.860897064208984,1266899,0.007382899522781372,,100.0,-28.54213326
12672,0.025367669761180878,-0.09597060084342957,36,0.0003,100.0,1267200,34716,19.584644317626953,1267099,0.007576522417366505,-40.63564368,,
,0.02778899483382702,-0.59493488073349,,0.0003,,1267500,,19.601749420166016,1267399,0.007273815106600523,,100.0,-26.58281086
12676,0.029345039278268814,0.42678943276405334,36,0.0003,100.0,1267600,34729,19.511560440063477,1267499,0.007158986292779446,-37.880897510000004,,
,0.024238398298621178,-0.019443482160568237,,0.0003,,1268000,,19.649795532226562,1267899,0.007436344865709543,,100.0,-26.346967340000003
12680,,,36,,100.0,1268000,34742,,,,-35.228412080000005,,
12684,0.02805551514029503,-0.08453087508678436,36,0.0003,100.0,1268400,34747,20.1972713470459,1268299,0.007436724845319986,-33.63875003,,
,0.04535774886608124,1.350339412689209,,0.0003,,1268500,,19.805112838745117,1268399,0.007600436918437481,,100.0,-24.226897799999996
12688,0.022848054766654968,0.8845000267028809,36,0.0003,100.0,1268800,34759,19.528762817382812,1268699,0.007928221486508846,-31.734995459999997,,
,0.027777794748544693,-0.05143725872039795,,0.0003,,1269000,,20.010210037231445,1268899,0.007898177951574326,,100.0,-25.16950808
12692,0.030162859708070755,0.6884312629699707,36,0.0003,100.0,1269200,34772,19.801902770996094,1269099,0.008135596290230751,-30.764779129999994,,
,0.01830378733575344,-0.08664073050022125,,0.0003,,1269500,,20.034425735473633,1269399,0.008070048876106739,,100.0,-24.086874039999998
12696,0.02273019403219223,-0.5319608449935913,36,0.0003,100.0,1269600,34784,20.06576919555664,1269499,0.007870380766689777,-29.83584048,,
,0.03927940875291824,-0.36097145080566406,,0.0003,,1270000,,20.229875564575195,1269899,0.007961525581777096,,100.0,-22.696451420000002
12700,,,36,,100.0,1270000,34797,,,,-29.651602860000004,,
12704,0.06015631929039955,-0.41115590929985046,36,0.0003,100.0,1270400,34802,20.232728958129883,1270299,0.007974310778081417,-29.602608150000002,,
,0.023805279284715652,-0.5525447130203247,,0.0003,,1270500,,20.2508487701416,1270399,0.0078141950070858,,100.0,-23.20812244
12708,0.028920181095600128,-0.7919366955757141,36,0.0003,100.0,1270800,34815,20.133068084716797,1270699,0.007845837622880936,-29.583035099999996,,
,0.017668038606643677,0.8770451545715332,,0.0003,,1271000,,20.05044937133789,1270899,0.007958758622407913,,100.0,-22.75259066
12712,0.025492211803793907,-0.9995743036270142,36,0.0003,100.0,1271200,34827,20.189577102661133,1271099,0.007820550352334976,-29.188637679999996,,
,0.03732970356941223,-0.4958866536617279,,0.0003,,1271500,,20.301158905029297,1271399,0.007614301051944494,,100.0,-22.89833954
12716,0.036303650587797165,-0.1499071717262268,36,0.0003,100.0,1271600,34839,20.449668884277344,1271499,0.007568225264549255,-29.027030749999998,,
,0.02000708505511284,-0.13972929120063782,,0.0003,,1272000,,20.365478515625,1271899,0.0073694949969649315,,100.0,-23.701361619999997
12720,,,36,,100.0,1272000,34852,,,,-28.79445213,,
12724,0.02642488293349743,1.1046158075332642,36,0.0003,100.0,1272400,34857,20.13156509399414,1272299,0.007167682982981205,-28.486321410000002,,
,0.017023470252752304,0.11041134595870972,,0.0003,,1272500,,19.766582489013672,1272399,0.0073110987432301044,,100.0,-23.94778046
12728,0.024384044110774994,1.4990606307983398,36,0.0003,100.0,1272800,34870,20.06005096435547,1272699,0.007391662802547216,-28.116317690000002,,
,0.019598372280597687,-0.13354359567165375,,0.0003,,1273000,,19.726566314697266,1272899,0.00735710421577096,,100.0,-22.887742620000004
