rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/critic_loss,train/learning_rate,time/time_elapsed,train/actor_loss,train/n_updates,time/total_timesteps,time/episodes,eval/mean_ep_length,eval/mean_reward
-4.8966324,99,50.0,0.03757517784833908,0.001,808,18.508506774902344,80299,80400,1608,,
,,,0.03532877191901207,0.001,,18.342456817626953,80399,80500,,50.0,-5.2608197400000005
-4.98093638,99,50.0,0.037141866981983185,0.001,811,18.409242630004883,80499,80600,1612,,
-4.996194330000001,99,50.0,0.0401061475276947,0.001,813,18.24669075012207,80699,80800,1616,,
,,,0.04033849388360977,0.001,,18.31168556213379,80899,81000,,50.0,-5.20949172
-4.973438069999999,99,50.0,,,816,,,81000,1620,,
-5.0539464700000005,99,50.0,0.02790312096476555,0.001,817,18.34515380859375,81099,81200,1624,,
-5.05301915,99,50.0,0.05309677496552467,0.001,818,18.33696746826172,81299,81400,1628,,
,,,0.0468677282333374,0.001,,18.65668296813965,81399,81500,,50.0,-5.20880008
-5.02373191,99,50.0,0.04045898839831352,0.001,821,18.363441467285156,81499,81600,1632,,
-5.0117411800000005,99,50.0,0.03128015622496605,0.001,823,18.34522247314453,81699,81800,1636,,
,,,0.03550189733505249,0.001,,18.404693603515625,81899,82000,,50.0,-5.2589454
-5.04336035,99,50.0,,,826,,,82000,1640,,
-5.0069373100000005,99,50.0,0.0366249606013298,0.001,827,18.471073150634766,82099,82200,1644,,
-5.0261325800000005,99,50.0,0.03388962149620056,0.001,828,18.541179656982422,82299,82400,1648,,
,,,0.035857051610946655,0.001,,18.377429962158203,82399,82500,,50.0,-5.504400579999999
-5.01982582,99,50.0,0.056812793016433716,0.001,831,18.418697357177734,82499,82600,1652,,
-5.051916950000001,99,50.0,0.03387641906738281,0.001,833,18.29939079284668,82699,82800,1656,,
,,,0.037186697125434875,0.001,,18.33734130859375,82899,83000,,50.0,-5.2420849
-5.081665419999999,99,50.0,,,836,,,83000,1660,,
-5.020089809999999,99,50.0,0.04007428139448166,0.001,837,18.401201248168945,83099,83200,1664,,
-5.01406073,99,50.0,0.03547433763742447,0.001,839,18.37387466430664,83299,83400,1668,,
,,,0.04096776247024536,0.001,,18.388103485107422,83399,83500,,50.0,-5.22281846
-5.04554497,99,50.0,0.03636152297258377,0.001,842,18.474275588989258,83499,83600,1672,,
-5.07099331,99,50.0,0.03394388407468796,0.001,843,18.399965286254883,83699,83800,1676,,
,,,0.03843647986650467,0.001,,18.492053985595703,83899,84000,,50.0,-5.25647878
-5.04457229,99,50.0,,,846,,,84000,1680,,
-4.98188168,99,50.0,0.03479161113500595,0.001,847,18.574005126953125,84099,84200,1684,,
-5.025762459999999,99,50.0,0.035400114953517914,0.001,849,18.356082916259766,84299,84400,1688,,
,,,0.047326989471912384,0.001,,18.52515411376953,84399,84500,,50.0,-5.2207262000000005
-4.999557210000001,99,50.0,0.03808695077896118,0.001,852,18.314632415771484,84499,84600,1692,,
-5.01794122,99,50.0,0.038681551814079285,0.001,853,18.513816833496094,84699,84800,1696,,
,,,0.03845633193850517,0.001,,18.49962615966797,84899,85000,,50.0,-5.18844336
-5.069410080000001,99,50.0,,,856,,,85000,1700,,
-5.0908736900000005,99,50.0,0.0353713259100914,0.001,857,18.446334838867188,85099,85200,1704,,
-5.00368249,99,50.0,0.04288436844944954,0.001,859,18.510543823242188,85299,85400,1708,,
,,,0.03699103742837906,0.001,,18.661251068115234,85399,85500,,50.0,-5.32451558
-4.987592520000001,99,50.0,0.03317871689796448,0.001,862,18.35114097595215,85499,85600,1712,,
-4.960315240000001,99,50.0,0.03663450479507446,0.001,863,18.533498764038086,85699,85800,1716,,
,,,0.032729700207710266,0.001,,18.50228500366211,85899,86000,,50.0,-5.409403639999999
-4.97444576,99,50.0,,,866,,,86000,1720,,
-4.970045050000001,99,50.0,0.0480838418006897,0.001,868,18.38687515258789,86099,86200,1724,,
-4.912885,99,50.0,0.03778776153922081,0.001,869,18.457317352294922,86299,86400,1728,,
,,,0.03454480320215225,0.001,,18.39223861694336,86399,86500,,50.0,-5.3950299
-4.85637465,99,50.0,0.04475419968366623,0.001,872,18.56951141357422,86499,86600,1732,,
-4.79228216,99,50.0,0.04272402450442314,0.001,873,18.390052795410156,86699,86800,1736,,
,,,0.029867492616176605,0.001,,18.703685760498047,86899,87000,,50.0,-5.46142504
-4.79719194,99,50.0,,,876,,,87000,1740,,
-4.79902371,99,50.0,0.03377816081047058,0.001,877,18.53861427307129,87099,87200,1744,,
-4.8117383799999995,99,50.0,0.038638390600681305,0.001,879,18.582935333251953,87299,87400,1748,,
,,,0.032943785190582275,0.001,,18.332138061523438,87399,87500,,50.0,-5.255976740000001
-4.821610639999999,99,50.0,0.03934340178966522,0.001,882,18.54115867614746,87499,87600,1752,,
-4.77213118,99,50.0,0.043343525379896164,0.001,883,18.415822982788086,87699,87800,1756,,
,,,0.03727111220359802,0.001,,18.571088790893555,87899,88000,,50.0,-5.44885714
-4.7884288999999995,99,50.0,,,886,,,88000,1760,,
-4.832670520000001,99,50.0,0.04174678400158882,0.001,888,18.528209686279297,88099,88200,1764,,
-4.83678529,99,50.0,0.03605559468269348,0.001,889,18.516830444335938,88299,88400,1768,,
,,,0.044311217963695526,0.001,,18.48299789428711,88399,88500,,50.0,-5.3119475
-4.91142088,99,50.0,0.0378294512629509,0.001,892,18.417064666748047,88499,88600,1772,,
-4.8889989599999994,99,50.0,0.04777192324399948,0.001,893,18.624675750732422,88699,88800,1776,,
,,,0.049291156232357025,0.001,,18.643083572387695,88899,89000,,50.0,-5.555316519999999
-4.8856576899999995,99,50.0,,,896,,,89000,1780,,
-4.9375345500000005,99,50.0,0.04238760471343994,0.001,898,18.529956817626953,89099,89200,1784,,
-4.85889675,99,50.0,0.03868962079286575,0.001,899,18.431842803955078,89299,89400,1788,,
,,,0.040450431406497955,0.001,,18.57311248779297,89399,89500,,50.0,-5.34172814
-4.84121687,99,50.0,0.030502445995807648,0.001,903,18.540664672851562,89499,89600,1792,,
-4.865227119999999,99,50.0,0.03484175354242325,0.001,904,18.306184768676758,89699,89800,1796,,
,,,0.041127800941467285,0.001,,18.403961181640625,89899,90000,,50.0,-5.37961334
-4.877333500000001,99,50.0,,,907,,,90000,1800,,
-4.878276680000001,99,50.0,0.037181273102760315,0.001,908,18.53385353088379,90099,90200,1804,,
-4.97464578,99,50.0,0.030766140669584274,0.001,910,18.428983688354492,90299,90400,1808,,
,,,0.031141510233283043,0.001,,18.176137924194336,90399,90500,,50.0,-5.2500606
-4.949349949999999,99,50.0,0.040253616869449615,0.001,913,18.39506721496582,90499,90600,1812,,
-4.95164736,99,50.0,0.03401456028223038,0.001,914,18.48189926147461,90699,90800,1816,,
,,,0.04598367214202881,0.001,,18.536075592041016,90899,91000,,50.0,-5.292161840000001
-5.003028109999999,99,50.0,,,917,,,91000,1820,,
-5.011703289999999,99,50.0,0.0316852405667305,0.001,918,18.524009704589844,91099,91200,1824,,
-5.010645930000001,99,50.0,0.04068024456501007,0.001,919,18.493915557861328,91299,91400,1828,,
,,,0.0366894006729126,0.001,,18.62352752685547,91399,91500,,50.0,-5.433355420000001
-5.108789709999999,99,50.0,0.03493892773985863,0.001,922,18.473236083984375,91499,91600,1832,,
-5.0967663199999995,99,50.0,0.04743657633662224,0.001,924,18.640575408935547,91699,91800,1836,,
,,,0.031803250312805176,0.001,,18.370983123779297,91899,92000,,50.0,-5.20033412
-5.0956141399999995,99,50.0,,,927,,,92000,1840,,
-5.031066350000001,99,50.0,0.03746732324361801,0.001,929,18.561630249023438,92099,92200,1844,,
-4.95097601,99,50.0,0.029427798464894295,0.001,930,18.47967529296875,92299,92400,1848,,
,,,0.032164767384529114,0.001,,18.574386596679688,92399,92500,,50.0,-5.287750979999999
-4.959120680000001,99,50.0,0.03726842999458313,0.001,933,18.628345489501953,92499,92600,1852,,
-4.94887703,99,50.0,0.0369306281208992,0.001,934,18.657485961914062,92699,92800,1856,,
,,,0.0371711403131485,0.001,,18.46428680419922,92899,93000,,50.0,-5.29637498
-4.949454019999999,99,50.0,,,937,,,93000,1860,,
-4.98810608,99,50.0,0.033183492720127106,0.001,938,18.62929916381836,93099,93200,1864,,
-4.979221589999999,99,50.0,0.03843522071838379,0.001,940,18.508272171020508,93299,93400,1868,,
,,,0.03465326875448227,0.001,,18.540739059448242,93399,93500,,50.0,-5.501723260000001
-4.89092108,99,50.0,0.041106898337602615,0.001,943,18.41716766357422,93499,93600,1872,,
-4.86420748,99,50.0,0.03452213108539581,0.001,944,18.539350509643555,93699,93800,1876,,
,,,0.032192859798669815,0.001,,18.583118438720703,93899,94000,,50.0,-5.6079539
-4.862218049999999,99,50.0,,,947,,,94000,1880,,
-4.88244497,99,50.0,0.03411296755075455,0.001,948,18.51361846923828,94099,94200,1884,,
-4.93448954,99,50.0,0.04483342543244362,0.001,950,18.571823120117188,94299,94400,1888,,
,,,0.04052414745092392,0.001,,18.677614212036133,94399,94500,,50.0,-5.520572960000001
-4.964684589999999,99,50.0,0.03481090068817139,0.001,953,18.58365249633789,94499,94600,1892,,
-4.97305795,99,50.0,0.04416300728917122,0.001,954,18.506362915039062,94699,94800,1896,,
,,,0.034454405307769775,0.001,,18.593181610107422,94899,95000,,50.0,-5.462219360000001
-4.96105121,99,50.0,,,957,,,95000,1900,,
-4.97217656,99,50.0,0.04509561508893967,0.001,958,18.528865814208984,95099,95200,1904,,
-5.0152803100000005,99,50.0,0.03378116339445114,0.001,959,18.290748596191406,95299,95400,1908,,
,,,0.03437812626361847,0.001,,18.4576473236084,95399,95500,,50.0,-5.5312329
-5.044552739999999,99,50.0,0.03232583403587341,0.001,962,18.54798126220703,95499,95600,1912,,
-5.0160721200000005,99,50.0,0.04231876879930496,0.001,964,18.616870880126953,95699,95800,1916,,
,,,0.03630431741476059,0.001,,18.654556274414062,95899,96000,,50.0,-5.446654419999999
-5.002233360000001,99,50.0,,,967,,,96000,1920,,
-4.96836799,99,50.0,0.03585273027420044,0.001,969,18.660078048706055,96099,96200,1924,,
-5.00368333,99,50.0,0.030822083353996277,0.001,970,18.71609115600586,96299,96400,1928,,
,,,0.03405338525772095,0.001,,18.63080406188965,96399,96500,,50.0,-5.37701546
-4.99689112,99,50.0,0.036141443997621536,0.001,973,18.744335174560547,96499,96600,1932,,
-5.06869406,99,50.0,0.028881080448627472,0.001,974,18.590248107910156,96699,96800,1936,,
,,,0.04323337599635124,0.001,,18.661815643310547,96899,97000,,50.0,-5.4046143
-5.047526410000001,99,50.0,,,977,,,97000,1940,,
-5.092227079999999,99,50.0,0.038575634360313416,0.001,978,18.467533111572266,97099,97200,1944,,
-5.12647881,99,50.0,0.03962191939353943,0.001,980,18.533676147460938,97299,97400,1948,,
,,,0.037742406129837036,0.001,,18.603225708007812,97399,97500,,50.0,-5.3844859199999995
-5.15560702,99,50.0,0.03557445853948593,0.001,983,18.627065658569336,97499,97600,1952,,
-5.19501911,99,50.0,0.03304493427276611,0.001,984,18.606971740722656,97699,97800,1956,,
,,,0.04475661367177963,0.001,,18.574243545532227,97899,98000,,50.0,-5.46183686
-5.1841165799999995,99,50.0,,,988,,,98000,1960,,
-5.18671006,99,50.0,0.04446108266711235,0.001,989,18.632936477661133,98099,98200,1964,,
-5.150219989999999,99,50.0,0.033067453652620316,0.001,990,18.709400177001953,98299,98400,1968,,
,,,0.03587214648723602,0.001,,18.628313064575195,98399,98500,,50.0,-5.398642300000001
-5.19541717,99,50.0,0.04043254628777504,0.001,993,18.59156036376953,98499,98600,1972,,
-5.2198421999999995,99,50.0,0.0417892262339592,0.001,994,18.582639694213867,98699,98800,1976,,
,,,0.043077606707811356,0.001,,18.609424591064453,98899,99000,,50.0,-5.5103646
-5.25505674,99,50.0,,,997,,,99000,1980,,
-5.286969599999999,99,50.0,0.032155841588974,0.001,999,18.545394897460938,99099,99200,1984,,
-5.299457649999999,99,50.0,0.03085564635694027,0.001,1000,18.58184814453125,99299,99400,1988,,
,,,0.03900730237364769,0.001,,18.75933265686035,99399,99500,,50.0,-5.57224072
-5.295500989999999,99,50.0,0.042346611618995667,0.001,1003,18.663211822509766,99499,99600,1992,,
-5.24660851,99,50.0,0.040210362523794174,0.001,1004,18.74580955505371,99699,99800,1996,,
,,,0.05059376731514931,0.001,,18.676645278930664,99899,100000,,50.0,-5.60942548
-5.238228009999999,99,50.0,,,1007,,,100000,2000,,
-5.2271432,99,50.0,0.03691191226243973,0.001,1008,18.492259979248047,100099,100200,2004,,
-5.16854512,99,50.0,0.03942039608955383,0.001,1010,18.507946014404297,100299,100400,2008,,
,,,0.032339565455913544,0.001,,18.557376861572266,100399,100500,,50.0,-5.310334579999999
-5.168561459999999,99,50.0,0.037866994738578796,0.001,1013,18.4646053314209,100499,100600,2012,,
-5.190127540000001,99,50.0,0.0411161333322525,0.001,1014,18.491853713989258,100699,100800,2016,,
,,,0.03029380924999714,0.001,,18.499174118041992,100899,101000,,50.0,-5.36379376
-5.13410672,99,50.0,,,1017,,,101000,2020,,
-5.15108877,99,50.0,0.02941621094942093,0.001,1018,18.492759704589844,101099,101200,2024,,
-5.13486226,99,50.0,0.043864257633686066,0.001,1020,18.51888656616211,101299,101400,2028,,
,,,0.027334004640579224,0.001,,18.663982391357422,101399,101500,,50.0,-5.408403580000001
-5.15422788,99,50.0,0.03713285177946091,0.001,1023,18.437477111816406,101499,101600,2032,,
-5.16090904,99,50.0,0.0367233082652092,0.001,1024,18.42230224609375,101699,101800,2036,,
,,,0.026721980422735214,0.001,,18.58258056640625,101899,102000,,50.0,-5.26186646
-5.1691481,99,50.0,,,1027,,,102000,2040,,
-5.110026980000001,99,50.0,0.03129355609416962,0.001,1028,18.82218360900879,102099,102200,2044,,
-5.11131764,99,50.0,0.04259084537625313,0.001,1030,18.713523864746094,102299,102400,2048,,
,,,0.025140445679426193,0.001,,18.325103759765625,102399,102500,,50.0,-5.32570068
-5.107563539999999,99,50.0,0.04033616557717323,0.001,1033,18.50228500366211,102499,102600,2052,,
-5.12843177,99,50.0,0.031861986964941025,0.001,1034,18.62807846069336,102699,102800,2056,,
,,,0.03821874037384987,0.001,,18.547119140625,102899,103000,,50.0,-5.322439059999999
-5.13157269,99,50.0,,,1037,,,103000,2060,,
-5.096795439999999,99,50.0,0.04001300781965256,0.001,1039,18.529766082763672,103099,103200,2064,,
-5.10673456,99,50.0,0.04143446311354637,0.001,1040,18.309120178222656,103299,103400,2068,,
,,,0.039226144552230835,0.001,,18.558277130126953,103399,103500,,50.0,-5.44111114
-5.11024492,99,50.0,0.034253764897584915,0.001,1043,18.455036163330078,103499,103600,2072,,
-5.1797083299999995,99,50.0,0.03583378344774246,0.001,1045,18.680980682373047,103699,103800,2076,,
,,,0.031340453773736954,0.001,,18.514318466186523,103899,104000,,50.0,-5.33109738
-5.100637359999999,99,50.0,,,1048,,,104000,2080,,
-5.03870158,99,50.0,0.034579068422317505,0.001,1049,18.68297576904297,104099,104200,2084,,
-5.0716702,99,50.0,0.038160622119903564,0.001,1050,18.557640075683594,104299,104400,2088,,
,,,0.03186421096324921,0.001,,18.532920837402344,104399,104500,,50.0,-5.2798397
-5.04319069,99,50.0,0.03151842951774597,0.001,1053,18.40960693359375,104499,104600,2092,,
-5.073165040000001,99,50.0,0.03513263165950775,0.001,1054,18.498353958129883,104699,104800,2096,,
,,,0.04066426679491997,0.001,,18.516185760498047,104899,105000,,50.0,-5.396294320000001
-5.058844840000001,99,50.0,,,1058,,,105000,2100,,
-5.05696334,99,50.0,0.04034841060638428,0.001,1059,18.540016174316406,105099,105200,2104,,
-5.07014839,99,50.0,0.034692469984292984,0.001,1060,18.370405197143555,105299,105400,2108,,
,,,0.036198269575834274,0.001,,18.628765106201172,105399,105500,,50.0,-5.29884088
-5.016742000000001,99,50.0,0.03316550701856613,0.001,1063,18.45946502685547,105499,105600,2112,,
-4.98243104,99,50.0,0.03884045034646988,0.001,1064,18.677305221557617,105699,105800,2116,,
,,,0.0334683321416378,0.001,,18.598485946655273,105899,106000,,50.0,-5.388384740000001
-4.991174419999999,99,50.0,,,1068,,,106000,2120,,
-4.996650160000001,99,50.0,0.03192901611328125,0.001,1069,18.59257698059082,106099,106200,2124,,
-4.975802740000001,99,50.0,0.039848946034908295,0.001,1070,18.2535400390625,106299,106400,2128,,
,,,0.030896857380867004,0.001,,18.461854934692383,106399,106500,,50.0,-5.360683320000001
-4.944556520000001,99,50.0,0.034107498824596405,0.001,1073,18.656475067138672,106499,106600,2132,,
-4.91804439,99,50.0,0.031049903482198715,0.001,1075,18.39773941040039,106699,106800,2136,,
,,,0.032535333186388016,0.001,,18.506423950195312,106899,107000,,50.0,-5.341979660000001
-4.922595609999999,99,50.0,,,1078,,,107000,2140,,
-5.02789487,99,50.0,0.033582210540771484,0.001,1079,18.526493072509766,107099,107200,2144,,
-5.013473080000001,99,50.0,0.04068227857351303,0.001,1080,18.516765594482422,107299,107400,2148,,
,,,0.03746609017252922,0.001,,18.528764724731445,107399,107500,,50.0,-5.24473502
-5.0095165800000006,99,50.0,0.03476037085056305,0.001,1083,18.49692726135254,107499,107600,2152,,
-4.977799589999999,99,50.0,0.027558395639061928,0.001,1084,18.366477966308594,107699,107800,2156,,
,,,0.04146122187376022,0.001,,18.511550903320312,107899,108000,,50.0,-5.3885073
-4.95163285,99,50.0,,,1087,,,108000,2160,,
-4.949236249999999,99,50.0,0.03166363760828972,0.001,1089,18.4205322265625,108099,108200,2164,,
-4.96785721,99,50.0,0.025305796414613724,0.001,1090,18.32941436767578,108299,108400,2168,,
,,,0.031239520758390427,0.001,,18.486799240112305,108399,108500,,50.0,-5.224390479999999
-4.93070144,99,50.0,0.03332052007317543,0.001,1093,18.451614379882812,108499,108600,2172,,
-4.90937531,99,50.0,0.025865832343697548,0.001,1094,18.550565719604492,108699,108800,2176,,
,,,0.034773603081703186,0.001,,18.428199768066406,108899,109000,,50.0,-5.24690746
-4.96149414,99,50.0,,,1097,,,109000,2180,,
-4.97275399,99,50.0,0.03211389482021332,0.001,1099,18.445499420166016,109099,109200,2184,,
-4.9376133499999995,99,50.0,0.03909875079989433,0.001,1100,18.4996337890625,109299,109400,2188,,
,,,0.032610002905130386,0.001,,18.367761611938477,109399,109500,,50.0,-5.473624840000001
-4.92999147,99,50.0,0.0376063734292984,0.001,1104,18.43909454345703,109499,109600,2192,,
-4.988505630000001,99,50.0,0.03766357898712158,0.001,1105,18.38662338256836,109699,109800,2196,,
,,,0.0421891063451767,0.001,,18.327301025390625,109899,110000,,50.0,-5.3178705200000005
-4.993646049999999,99,50.0,,,1108,,,110000,2200,,
-5.029430560000001,99,50.0,0.04494504630565643,0.001,1109,18.225881576538086,110099,110200,2204,,
-5.00442568,99,50.0,0.037306949496269226,0.001,1111,18.437030792236328,110299,110400,2208,,
,,,0.03455345705151558,0.001,,18.36277198791504,110399,110500,,50.0,-5.34252188
-5.04858035,99,50.0,0.034368664026260376,0.001,1114,18.426013946533203,110499,110600,2212,,
-5.1170832100000005,99,50.0,0.032063767313957214,0.001,1115,18.519880294799805,110699,110800,2216,,
,,,0.038668472319841385,0.001,,18.595829010009766,110899,111000,,50.0,-5.309726960000001
-5.086089100000001,99,50.0,,,1118,,,111000,2220,,
-5.07747927,99,50.0,0.03517669066786766,0.001,1120,18.565807342529297,111099,111200,2224,,
-5.11067924,99,50.0,0.036079682409763336,0.001,1121,18.362197875976562,111299,111400,2228,,
,,,0.03263330087065697,0.001,,18.533245086669922,111399,111500,,50.0,-5.295585020000001
-5.09287645,99,50.0,0.03894084692001343,0.001,1124,18.57476806640625,111499,111600,2232,,
-5.082461960000001,99,50.0,0.026972206309437752,0.001,1125,18.495864868164062,111699,111800,2236,,
,,,0.03335418924689293,0.001,,18.35443878173828,111899,112000,,50.0,-5.26284134
-5.06195434,99,50.0,,,1128,,,112000,2240,,
-5.00185288,99,50.0,0.03402067720890045,0.001,1129,18.338529586791992,112099,112200,2244,,
-4.9780586300000005,99,50.0,0.046026065945625305,0.001,1131,18.294387817382812,112299,112400,2248,,
,,,0.03023650497198105,0.001,,18.564491271972656,112399,112500,,50.0,-5.34648292
-4.972219389999999,99,50.0,0.032257433980703354,0.001,1134,18.638959884643555,112499,112600,2252,,
-4.96796986,99,50.0,0.028002118691802025,0.001,1135,18.64145851135254,112699,112800,2256,,
,,,0.03219561278820038,0.001,,18.569515228271484,112899,113000,,50.0,-5.29457132
-4.97272686,99,50.0,,,1138,,,113000,2260,,
-4.967087429999999,99,50.0,0.029859300702810287,0.001,1139,18.43714714050293,113099,113200,2264,,
-5.011196540000001,99,50.0,0.03674137219786644,0.001,1140,18.460491180419922,113299,113400,2268,,
,,,0.03756219521164894,0.001,,18.466365814208984,113399,113500,,50.0,-5.31907378
-4.99171369,99,50.0,0.04132579267024994,0.001,1143,18.391300201416016,113499,113600,2272,,
-4.99080675,99,50.0,0.029458073899149895,0.001,1145,18.377771377563477,113699,113800,2276,,
,,,0.029989883303642273,0.001,,18.596435546875,113899,114000,,50.0,-5.285540200000002
-4.96342556,99,50.0,,,1148,,,114000,2280,,
-4.95228808,99,50.0,0.03586873039603233,0.001,1149,18.384113311767578,114099,114200,2284,,
-4.95338009,99,50.0,0.036805082112550735,0.001,1150,18.408384323120117,114299,114400,2288,,
,,,0.027593374252319336,0.001,,18.42974853515625,114399,114500,,50.0,-5.44082204
-4.935390849999999,99,50.0,0.04452630132436752,0.001,1153,18.35773468017578,114499,114600,2292,,
-4.886353980000001,99,50.0,0.0324544832110405,0.001,1155,18.603620529174805,114699,114800,2296,,
,,,0.03503324091434479,0.001,,18.52782440185547,114899,115000,,50.0,-5.31951418
-4.8685110300000005,99,50.0,,,1158,,,115000,2300,,
-4.856996890000001,99,50.0,0.04164078086614609,0.001,1159,18.302257537841797,115099,115200,2304,,
-4.83764629,99,50.0,0.02812764421105385,0.001,1160,18.36709213256836,115299,115400,2308,,
,,,0.031158776953816414,0.001,,18.632246017456055,115399,115500,,50.0,-5.353714119999999
-4.836150549999999,99,50.0,0.04174942523241043,0.001,1164,18.327617645263672,115499,115600,2312,,
-4.79941049,99,50.0,0.03419484198093414,0.001,1165,18.33615493774414,115699,115800,2316,,
,,,0.042983461171388626,0.001,,18.533233642578125,115899,116000,,50.0,-5.226076860000001
-4.805912869999999,99,50.0,,,1169,,,116000,2320,,
-4.77716141,99,50.0,0.040186747908592224,0.001,1170,18.649940490722656,116099,116200,2324,,
-4.7453406199999995,99,50.0,0.036453522741794586,0.001,1171,18.526748657226562,116299,116400,2328,,
,,,0.058880239725112915,0.001,,18.51095199584961,116399,116500,,50.0,-5.25685118
-4.76312221,99,50.0,0.046503178775310516,0.001,1174,18.531505584716797,116499,116600,2332,,
-4.70559072,99,50.0,0.031864505261182785,0.001,1175,18.459068298339844,116699,116800,2336,,
,,,0.037925660610198975,0.001,,18.575565338134766,116899,117000,,50.0,-5.21573522
-4.7836452,99,50.0,,,1178,,,117000,2340,,
-4.79108678,99,50.0,0.05046980828046799,0.001,1180,18.591796875,117099,117200,2344,,
-4.8592422299999996,99,50.0,0.036248356103897095,0.001,1181,18.564228057861328,117299,117400,2348,,
,,,0.05185268819332123,0.001,,18.470579147338867,117399,117500,,50.0,-5.27970046
-4.91226428,99,50.0,0.03900530934333801,0.001,1184,18.52615737915039,117499,117600,2352,,
-4.91882111,99,50.0,0.048093032091856,0.001,1185,18.565902709960938,117699,117800,2356,,
,,,0.03304688632488251,0.001,,18.467905044555664,117899,118000,,50.0,-5.23581596
-4.9311881,99,50.0,,,1188,,,118000,2360,,
-4.90519794,99,50.0,0.038599710911512375,0.001,1190,18.625755310058594,118099,118200,2364,,
-4.876383389999999,99,50.0,0.03634089604020119,0.001,1191,18.614299774169922,118299,118400,2368,,
,,,0.04709050431847572,0.001,,18.646076202392578,118399,118500,,50.0,-5.342914500000001
-4.90607934,99,50.0,0.043244365602731705,0.001,1194,18.541988372802734,118499,118600,2372,,
-4.8774286899999995,99,50.0,0.03196388855576515,0.001,1195,18.396453857421875,118699,118800,2376,,
,,,0.03295401483774185,0.001,,18.662899017333984,118899,119000,,50.0,-5.32219762
-4.9351631199999995,99,50.0,,,1198,,,119000,2380,,
-4.93825743,99,50.0,0.04207167029380798,0.001,1199,18.45977783203125,119099,119200,2384,,
-4.955323529999999,99,50.0,0.035914111882448196,0.001,1201,18.54742431640625,119299,119400,2388,,
,,,0.02773117832839489,0.001,,18.676576614379883,119399,119500,,50.0,-5.2282194
-4.96573069,99,50.0,0.04032188653945923,0.001,1204,18.422948837280273,119499,119600,2392,,
-4.9870708399999994,99,50.0,0.03957126662135124,0.001,1205,18.474308013916016,119699,119800,2396,,
,,,0.036162495613098145,0.001,,18.455354690551758,119899,120000,,50.0,-5.3114405399999995
-4.958709860000001,99,50.0,,,1208,,,120000,2400,,
-4.92558364,99,50.0,0.045192867517471313,0.001,1209,18.5023250579834,120099,120200,2404,,
-4.98246805,99,50.0,0.03616364300251007,0.001,1211,18.54389190673828,120299,120400,2408,,
,,,0.03879593685269356,0.001,,18.628063201904297,120399,120500,,50.0,-5.2293899800000005
-4.925922889999999,99,50.0,0.035553861409425735,0.001,1214,18.627805709838867,120499,120600,2412,,
-4.93173595,99,50.0,0.03426799923181534,0.001,1215,18.449264526367188,120699,120800,2416,,
,,,0.035086505115032196,0.001,,18.650781631469727,120899,121000,,50.0,-5.398047399999999
-4.98166618,99,50.0,,,1218,,,121000,2420,,
-4.99196558,99,50.0,0.03976459056138992,0.001,1219,18.39251708984375,121099,121200,2424,,
-4.97820761,99,50.0,0.04159390926361084,0.001,1221,18.398468017578125,121299,121400,2428,,
,,,0.05722438916563988,0.001,,18.437721252441406,121399,121500,,50.0,-5.161470339999999
-4.97645766,99,50.0,0.037895213812589645,0.001,1224,18.328771591186523,121499,121600,2432,,
-5.05866477,99,50.0,0.04467621445655823,0.001,1225,18.49423599243164,121699,121800,2436,,
,,,0.037243880331516266,0.001,,18.62691879272461,121899,122000,,50.0,-5.2432026
-4.953388460000001,99,50.0,,,1228,,,122000,2440,,
-4.940904820000001,99,50.0,0.03634433075785637,0.001,1229,18.56975555419922,122099,122200,2444,,
-4.94905333,99,50.0,0.04396749287843704,0.001,1231,18.613075256347656,122299,122400,2448,,
,,,0.03556510806083679,0.001,,18.20032501220703,122399,122500,,50.0,-5.304786699999999
-4.86989616,99,50.0,0.03658198192715645,0.001,1234,18.623592376708984,122499,122600,2452,,
-4.871368369999999,99,50.0,0.03588145598769188,0.001,1236,18.44995880126953,122699,122800,2456,,
,,,0.05600821599364281,0.001,,18.66088104248047,122899,123000,,50.0,-5.363006379999999
-4.90176769,99,50.0,,,1239,,,123000,2460,,
-4.95887199,99,50.0,0.041370268911123276,0.001,1240,18.45367431640625,123099,123200,2464,,
-4.965306770000001,99,50.0,0.04637430980801582,0.001,1241,18.414756774902344,123299,123400,2468,,
,,,0.03393897786736488,0.001,,18.63882827758789,123399,123500,,50.0,-5.29234502
-4.9895689,99,50.0,0.028403274714946747,0.001,1244,18.468534469604492,123499,123600,2472,,
-4.9752477299999995,99,50.0,0.042484819889068604,0.001,1246,18.574138641357422,123699,123800,2476,,
,,,0.04489007592201233,0.001,,18.463380813598633,123899,124000,,50.0,-5.355318080000001
-4.963820729999999,99,50.0,,,1249,,,124000,2480,,
-5.0133504900000005,99,50.0,0.03985779732465744,0.001,1250,18.727130889892578,124099,124200,2484,,
-4.98515038,99,50.0,0.04234560579061508,0.001,1251,18.528289794921875,124299,124400,2488,,
,,,0.03535902500152588,0.001,,18.358530044555664,124399,124500,,50.0,-5.298527699999999
-5.01339812,99,50.0,0.04523325711488724,0.001,1254,18.599483489990234,124499,124600,2492,,
-4.96820651,99,50.0,0.03237375617027283,0.001,1255,18.529773712158203,124699,124800,2496,,
