train/ent_coef,train/learning_rate,train/n_updates,train/critic_loss,rollout/ep_len_mean,train/actor_loss,time/fps,train/ent_coef_loss,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,eval/mean_ep_length,eval/mean_reward
0.008621257729828358,0.0003,29399,0.011136875487864017,,25.08354949951172,,-0.7400968074798584,,,,29500,100.0,-38.08179072
0.00861008744686842,0.0003,29499,0.014979396015405655,100.0,25.325027465820312,36,0.10001589357852936,296,-39.88652502,812,29600,,
0.008626360446214676,0.0003,29899,0.012648694217205048,,25.55118179321289,,-1.2290468215942383,,,,30000,100.0,-37.109926800000004
,,,,100.0,,36,,300,-39.41375716,825,30000,,
0.00857449509203434,0.0003,30299,0.01166095957159996,100.0,25.914304733276367,36,-0.07152815163135529,304,-39.49871263,830,30400,,
0.008564520627260208,0.0003,30399,0.011204265989363194,,25.96308135986328,,1.1871641874313354,,,,30500,100.0,-38.58868028
0.008586609736084938,0.0003,30699,0.012354271486401558,100.0,25.929641723632812,36,0.12677091360092163,308,-39.27940470000001,843,30800,,
0.008540374226868153,0.0003,30899,0.0123267387971282,,26.27203941345215,,0.28510305285453796,,,,31000,100.0,-37.34465576
0.008560564368963242,0.0003,31099,0.012120597064495087,100.0,26.813974380493164,36,0.33376383781433105,312,-39.081148690000006,855,31200,,
0.008576887659728527,0.0003,31399,0.013833683915436268,,26.725271224975586,,0.5270860195159912,,,,31500,100.0,-37.843001980000004
0.008519463241100311,0.0003,31499,0.011406246572732925,100.0,26.604888916015625,36,-0.35515227913856506,316,-39.24301381,868,31600,,
0.008524543605744839,0.0003,31899,0.012000585906207561,,27.07964324951172,,-0.5613468885421753,,,,32000,100.0,-37.8832675
,,,,100.0,,36,,320,-38.99420089,881,32000,,
0.008543616160750389,0.0003,32299,0.010049162432551384,100.0,27.764434814453125,36,0.4982571005821228,324,-39.12651803,885,32400,,
0.008519512601196766,0.0003,32399,0.013151774182915688,,27.642833709716797,,0.5744109153747559,,,,32500,100.0,-37.606389560000004
0.008528121747076511,0.0003,32699,0.012184178456664085,100.0,27.675704956054688,36,0.2641015946865082,328,-39.25914172000001,898,32800,,
0.008491135202348232,0.0003,32899,0.012607713229954243,,27.935924530029297,,-0.2864231467247009,,,,33000,100.0,-37.40048806
0.008536995388567448,0.0003,33099,0.016057651489973068,100.0,27.935178756713867,36,-0.03574949502944946,332,-39.39393623,911,33200,,
0.008549305610358715,0.0003,33399,0.011212468147277832,,28.234272003173828,,-1.177605152130127,,,,33500,100.0,-38.11535058
0.00851240660995245,0.0003,33499,0.012635390274226665,100.0,28.13319206237793,36,-1.3823320865631104,336,-39.25762508,924,33600,,
0.008535387925803661,0.0003,33899,0.011633660644292831,,28.599498748779297,,0.0840408205986023,,,,34000,100.0,-37.32921434
,,,,100.0,,36,,340,-39.07462388000001,936,34000,,
0.008414381183683872,0.0003,34299,0.014986865222454071,100.0,28.7579288482666,36,-0.10492420196533203,344,-39.228820930000005,941,34400,,
0.00837421789765358,0.0003,34399,0.010048110038042068,,28.718338012695312,,1.115006685256958,,,,34500,100.0,-36.8415485
0.008419835940003395,0.0003,34699,0.011328481137752533,100.0,29.269287109375,36,-0.21141120791435242,348,-39.2848739,954,34800,,
0.008440385572612286,0.0003,34899,0.011055296286940575,,29.015819549560547,,0.7212733626365662,,,,35000,100.0,-36.815709160000004
0.008436349220573902,0.0003,35099,0.012634910643100739,100.0,29.14556884765625,36,2.3302431106567383,352,-39.27130752,967,35200,,
0.008436650969088078,0.0003,35399,0.013970660977065563,,29.522510528564453,,-0.15811693668365479,,,,35500,100.0,-38.0337072
0.00838978961110115,0.0003,35499,0.012334402650594711,100.0,29.66803550720215,36,0.7359665036201477,356,-39.36899619,980,35600,,
0.008413193747401237,0.0003,35899,0.014032933861017227,,29.996185302734375,,-1.0687161684036255,,,,36000,100.0,-37.5119353
,,,,100.0,,36,,360,-39.37135698,992,36000,,
0.008337895385921001,0.0003,36299,0.011326553300023079,100.0,29.693735122680664,36,-0.46089839935302734,364,-39.20232095,997,36400,,
0.0083133140578866,0.0003,36399,0.018101941794157028,,29.922283172607422,,0.7147917151451111,,,,36500,100.0,-37.20628122
0.0082700839266181,0.0003,36699,0.012300617061555386,100.0,29.918046951293945,36,0.2989467978477478,368,-39.24895989,1009,36800,,
0.008289267309010029,0.0003,36899,0.011722806841135025,,30.016998291015625,,-0.35533231496810913,,,,37000,100.0,-38.223947779999996
0.008282644674181938,0.0003,37099,0.014770019799470901,100.0,30.320701599121094,36,-0.09245556592941284,372,-39.33637009,1022,37200,,
0.008260509930551052,0.0003,37399,0.01652447320520878,,30.86595344543457,,-1.2351810932159424,,,,37500,100.0,-36.66840248
0.008209865540266037,0.0003,37499,0.013514384627342224,100.0,30.655826568603516,36,-0.08409944176673889,376,-39.199787900000004,1034,37600,,
0.008207395672798157,0.0003,37899,0.014945069327950478,,31.05274772644043,,-1.2776111364364624,,,,38000,100.0,-37.76770562
,,,,100.0,,36,,380,-39.15832184,1047,38000,,
0.008120380342006683,0.0003,38299,0.01678800769150257,100.0,30.88300132751465,36,-0.4530229866504669,384,-39.18316054,1051,38400,,
0.008092162199318409,0.0003,38399,0.012240917421877384,,31.08452606201172,,0.2601897716522217,,,,38500,100.0,-38.40923096
0.008107627741992474,0.0003,38699,0.01511765643954277,100.0,31.140779495239258,36,-1.0167105197906494,388,-39.068648700000004,1064,38800,,
0.008128954097628593,0.0003,38899,0.012097692117094994,,31.35303497314453,,0.6906654834747314,,,,39000,100.0,-37.81749004
0.008099211379885674,0.0003,39099,0.010294378735125065,100.0,31.608745574951172,36,-0.41547226905822754,392,-39.2746018,1076,39200,,
0.008114329539239407,0.0003,39399,0.010600563138723373,,31.218488693237305,,-0.31117215752601624,,,,39500,100.0,-37.09599798
0.008131434209644794,0.0003,39499,0.011161255650222301,100.0,31.435298919677734,36,-1.1791505813598633,396,-39.39589891999999,1089,39600,,
0.008106328547000885,0.0003,39899,0.012846304103732109,,32.08488082885742,,0.7238225340843201,,,,40000,100.0,-37.0324968
,,,,100.0,,36,,400,-39.51511985,1102,40000,,
0.00818881206214428,0.0003,40299,0.011762980371713638,100.0,31.96762466430664,36,-0.01216915249824524,404,-39.32044918,1106,40400,,
0.00820067897439003,0.0003,40399,0.013576344586908817,,32.09624099731445,,-1.2327384948730469,,,,40500,100.0,-36.793264459999996
0.008180620148777962,0.0003,40699,0.012171771377325058,100.0,31.94435691833496,36,0.0516028106212616,408,-39.326272610000004,1119,40800,,
0.008185973390936852,0.0003,40899,0.013781096786260605,,32.163047790527344,,-0.45783430337905884,,,,41000,100.0,-37.72919088
0.00816777627915144,0.0003,41099,0.015777649357914925,100.0,32.66258239746094,36,-1.921485185623169,412,-39.41915614999999,1131,41200,,
0.008116571232676506,0.0003,41399,0.012076601386070251,,32.4417839050293,,1.5147004127502441,,,,41500,100.0,-38.432865740000004
0.00812201015651226,0.0003,41499,0.014972398057579994,100.0,32.47655487060547,36,0.669968843460083,416,-39.27221110000001,1144,41600,,
0.008126791566610336,0.0003,41899,0.0138326957821846,,32.807064056396484,,-1.5103907585144043,,,,42000,100.0,-37.845638320000006
,,,,100.0,,36,,420,-39.848273719999995,1157,42000,,
0.007982810027897358,0.0003,42299,0.013039720244705677,100.0,32.73973083496094,36,-0.714418888092041,424,-39.93955693,1161,42400,,
0.008010298013687134,0.0003,42399,0.009847795590758324,,32.663482666015625,,0.026659101247787476,,,,42500,100.0,-37.04690662
0.008004242554306984,0.0003,42699,0.023339681327342987,100.0,33.030670166015625,36,1.349836826324463,428,-39.88127261,1174,42800,,
0.008044345304369926,0.0003,42899,0.021657343953847885,,32.87207794189453,,-0.22458863258361816,,,,43000,100.0,-39.23199826
0.008037049323320389,0.0003,43099,0.018321022391319275,100.0,33.02683639526367,36,0.5477495789527893,432,-39.77502252000001,1187,43200,,
0.008018648251891136,0.0003,43399,0.015111841261386871,,32.93783187866211,,0.44692710041999817,,,,43500,100.0,-37.99728888
0.008029759861528873,0.0003,43499,0.012274082750082016,100.0,33.369102478027344,36,0.8136574029922485,436,-39.824646660000006,1200,43600,,
0.008042692206799984,0.0003,43899,0.015104973688721657,,33.52030944824219,,1.27656090259552,,,,44000,100.0,-37.727392740000006
,,,,100.0,,36,,440,-39.78072307,1212,44000,,
0.008028633892536163,0.0003,44299,0.013081728480756283,100.0,33.545536041259766,36,1.274558663368225,444,-39.685453270000004,1217,44400,,
0.007997955195605755,0.0003,44399,0.0147648761048913,,33.35714340209961,,0.34821808338165283,,,,44500,100.0,-38.354198739999994
0.00799662433564663,0.0003,44699,0.028227927163243294,100.0,33.437644958496094,36,-1.4098056554794312,448,-39.614488779999995,1229,44800,,
0.00794694572687149,0.0003,44899,0.015084518119692802,,34.09278869628906,,0.9769713878631592,,,,45000,100.0,-38.02637898
0.007990647107362747,0.0003,45099,0.012630507349967957,100.0,33.65596008300781,36,-0.6998258829116821,452,-39.64113986,1242,45200,,
0.007965417578816414,0.0003,45399,0.016489434987306595,,33.79597473144531,,-1.0307332277297974,,,,45500,100.0,-38.45684548
0.007976017892360687,0.0003,45499,0.017454562708735466,100.0,34.113712310791016,36,2.2330524921417236,456,-39.6270075,1255,45600,,
0.008009396493434906,0.0003,45899,0.011966628953814507,,34.089481353759766,,-1.1452808380126953,,,,46000,100.0,-38.08935804
,,,,100.0,,36,,460,-39.664855779999996,1267,46000,,
0.008006254211068153,0.0003,46299,0.01821095682680607,100.0,34.19353485107422,36,-1.7316584587097168,464,-39.92087471,1272,46400,,
0.007983685471117496,0.0003,46399,0.012420807033777237,,34.347408294677734,,-0.2500523328781128,,,,46500,100.0,-38.152881619999995
0.008012399077415466,0.0003,46699,0.016851210966706276,100.0,34.51692199707031,36,-2.4050536155700684,468,-39.699513929999995,1285,46800,,
0.008026765659451485,0.0003,46899,0.014280011877417564,,34.56690216064453,,-0.6840778589248657,,,,47000,100.0,-36.791660459999996
0.00797719694674015,0.0003,47099,0.016647029668092728,100.0,34.58500289916992,36,-1.1523330211639404,472,-39.629988020000006,1298,47200,,
0.00796598382294178,0.0003,47399,0.018865931779146194,,34.801307678222656,,0.3305806517601013,,,,47500,100.0,-37.2551447
0.007944217883050442,0.0003,47499,0.021387379616498947,100.0,34.73489761352539,36,0.4103267192840576,476,-39.58900409,1310,47600,,
0.007930085062980652,0.0003,47899,0.016539396718144417,,34.640411376953125,,1.07669997215271,,,,48000,100.0,-38.114057859999996
,,,,100.0,,36,,480,-39.74286686000001,1323,48000,,
0.007879378274083138,0.0003,48299,0.01517021469771862,100.0,34.854835510253906,36,-0.7839468121528625,484,-39.75336608,1327,48400,,
0.007938219234347343,0.0003,48399,0.013128010556101799,,35.03118896484375,,-1.1489715576171875,,,,48500,100.0,-37.83351866
0.008003796450793743,0.0003,48699,0.014969957992434502,100.0,35.06866455078125,36,-0.5760526657104492,488,-39.828381070000006,1340,48800,,
0.007979909889400005,0.0003,48899,0.015157302841544151,,35.020389556884766,,-0.7498974800109863,,,,49000,100.0,-37.128685960000006
0.007938457652926445,0.0003,49099,0.011077212169766426,100.0,34.970298767089844,36,0.05699923634529114,492,-39.82413392,1353,49200,,
0.007937049493193626,0.0003,49399,0.015801820904016495,,35.05996322631836,,0.6525919437408447,,,,49500,100.0,-36.92111072
0.007905167527496815,0.0003,49499,0.01646934263408184,100.0,35.23393249511719,36,0.6162818074226379,496,-39.616554289999996,1366,49600,,
0.007973698899149895,0.0003,49899,0.021469762548804283,,35.75313186645508,,1.9894143342971802,,,,50000,100.0,-37.55047508
,,,,100.0,,36,,500,-39.424402459999996,1379,50000,,
