time/episodes,time/fps,train/actor_loss,train/ent_coef,train/n_updates,time/time_elapsed,train/ent_coef_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
336,36,27.966567993164062,0.008476834744215012,33499,924,0.010817542672157288,100.0,0.01291247271001339,33600,0.0003,-39.21126234,,
,,28.930389404296875,0.008449840359389782,33899,,-0.5382683277130127,,0.012472578324377537,34000,0.0003,,-36.9906247,100.0
340,36,,,,937,,100.0,,34000,,-39.25132255999999,,
344,36,28.694320678710938,0.00846033450216055,34299,942,0.06843288242816925,100.0,0.012575791217386723,34400,0.0003,-39.31532586,,
,,28.950603485107422,0.008456398732960224,34399,,0.37034907937049866,,0.014305386692285538,34500,0.0003,,-37.0612059,100.0
348,36,28.4809627532959,0.008471331559121609,34699,955,0.9938929677009583,100.0,0.022032735869288445,34800,0.0003,-39.15592924,,
,,28.87408447265625,0.00845293141901493,34899,,-0.45815277099609375,,0.012081682682037354,35000,0.0003,,-36.22915364,100.0
352,36,29.2620792388916,0.00844221655279398,35099,968,-1.4578256607055664,100.0,0.02246021293103695,35200,0.0003,-39.171450699999994,,
,,29.443401336669922,0.008479058742523193,35399,,0.09243234992027283,,0.01236930675804615,35500,0.0003,,-36.271082979999996,100.0
356,36,29.63150978088379,0.008506234735250473,35499,980,0.44242286682128906,100.0,0.014095528051257133,35600,0.0003,-39.04790242,,
,,29.520965576171875,0.008472045883536339,35899,,0.2864159941673279,,0.013180499896407127,36000,0.0003,,-37.095821120000004,100.0
360,36,,,,993,,100.0,,36000,,-39.04024238,,
364,36,30.172443389892578,0.008448434062302113,36299,998,-0.07006485760211945,100.0,0.011766934767365456,36400,0.0003,-38.920415829999996,,
,,30.288204193115234,0.008460968732833862,36399,,1.7944951057434082,,0.014241209253668785,36500,0.0003,,-37.171214840000005,100.0
368,36,30.040332794189453,0.0085320258513093,36699,1010,-0.2178143411874771,100.0,0.013487689197063446,36800,0.0003,-38.9787315,,
,,30.170557022094727,0.008545405231416225,36899,,2.109539031982422,,0.014465784654021263,37000,0.0003,,-37.2557648,100.0
372,36,30.15960693359375,0.008513697423040867,37099,1023,1.0108294486999512,100.0,0.016759106889367104,37200,0.0003,-38.89357261,,
,,30.767911911010742,0.008526572026312351,37399,,0.7839392423629761,,0.014172468334436417,37500,0.0003,,-36.83300994,100.0
376,36,30.358001708984375,0.008548974990844727,37499,1036,0.32374224066734314,100.0,0.012654564343392849,37600,0.0003,-38.45584014999999,,
,,30.808134078979492,0.008523637428879738,37899,,0.3589368462562561,,0.01678074523806572,38000,0.0003,,-36.76570968,100.0
380,36,,,,1048,,100.0,,38000,,-38.552039990000004,,
384,36,31.007780075073242,0.00856379047036171,38299,1053,-0.8195176124572754,100.0,0.013155040331184864,38400,0.0003,-38.4726186,,
,,30.93655776977539,0.008524885401129723,38399,,-1.531306505203247,,0.017491262406110764,38500,0.0003,,-37.08828746,100.0
388,36,31.140727996826172,0.008430964313447475,38699,1066,0.02662941813468933,100.0,0.012762172147631645,38800,0.0003,-38.47027948,,
,,31.073640823364258,0.008475072681903839,38899,,0.9489737153053284,,0.013004882261157036,39000,0.0003,,-37.248236799999994,100.0
392,36,31.004802703857422,0.008485696278512478,39099,1079,1.2244417667388916,100.0,0.013402430340647697,39200,0.0003,-38.589028840000005,,
,,31.33974838256836,0.008483313024044037,39399,,-0.14839690923690796,,0.016192521899938583,39500,0.0003,,-37.3200015,100.0
396,36,31.690214157104492,0.00845362525433302,39499,1091,-1.7663395404815674,100.0,0.012518579140305519,39600,0.0003,-38.781562,,
,,31.687469482421875,0.008454080671072006,39899,,0.8515668511390686,,0.015468931756913662,40000,0.0003,,-37.32232338,100.0
400,36,,,,1104,,100.0,,40000,,-38.748152270000006,,
404,36,31.667802810668945,0.008478390984237194,40299,1108,-0.7619521617889404,100.0,0.014173850417137146,40400,0.0003,-38.66287382,,
,,31.530155181884766,0.00845150463283062,40399,,0.5811501145362854,,0.0145246721804142,40500,0.0003,,-38.6138653,100.0
408,36,32.07115173339844,0.008400866761803627,40699,1121,-1.2266167402267456,100.0,0.019418388605117798,40800,0.0003,-39.01798927,,
,,32.006187438964844,0.008439930155873299,40899,,-1.2221810817718506,,0.017592264339327812,41000,0.0003,,-38.162591,100.0
412,36,31.883525848388672,0.008390193805098534,41099,1134,-0.7302398085594177,100.0,0.014977340586483479,41200,0.0003,-39.089237250000004,,
,,32.19795227050781,0.00843190960586071,41399,,0.8279299736022949,,0.016408715397119522,41500,0.0003,,-42.93038806,100.0
416,36,32.19748306274414,0.008420309983193874,41499,1146,1.7828829288482666,100.0,0.015441108494997025,41600,0.0003,-39.05765601,,
,,32.51079559326172,0.008428520523011684,41899,,-0.474409282207489,,0.01890576258301735,42000,0.0003,,-56.9836948,100.0
420,36,,,,1159,,100.0,,42000,,-39.580204699999996,,
424,36,32.402809143066406,0.008407089859247208,42299,1163,-0.8392611145973206,100.0,0.01367463544011116,42400,0.0003,-40.40464573,,
,,32.49552917480469,0.008397363126277924,42399,,-0.22111466526985168,,0.01716885343194008,42500,0.0003,,-46.75723176,100.0
428,36,32.47692108154297,0.008435838855803013,42699,1176,1.9198317527770996,100.0,0.01611499860882759,42800,0.0003,-40.55123397,,
,,32.51380157470703,0.008457886055111885,42899,,0.35552123188972473,,0.012541579082608223,43000,0.0003,,-47.066325680000006,100.0
432,36,32.826622009277344,0.008446271531283855,43099,1189,-0.9846775531768799,100.0,0.025164298713207245,43200,0.0003,-41.141664399999996,,
,,32.869895935058594,0.00841282494366169,43399,,0.03885167837142944,,0.014265785925090313,43500,0.0003,,-43.97706727999999,100.0
436,36,32.6568603515625,0.008458923548460007,43499,1201,0.45686250925064087,100.0,0.01497716549783945,43600,0.0003,-41.376760860000005,,
,,33.1990966796875,0.008444419130682945,43899,,0.218062624335289,,0.014652838930487633,44000,0.0003,,-39.97160148,100.0
440,36,,,,1214,,100.0,,44000,,-41.20603137,,
444,36,33.26570510864258,0.008457991294562817,44299,1219,0.37524721026420593,100.0,0.022061847150325775,44400,0.0003,-41.38068773999999,,
,,33.41981506347656,0.008539275266230106,44399,,-1.8946537971496582,,0.01613386906683445,44500,0.0003,,-38.17300754,100.0
448,36,33.080413818359375,0.008552645333111286,44699,1232,-2.8494248390197754,100.0,0.01862594485282898,44800,0.0003,-41.45863438000001,,
,,33.219303131103516,0.008534220047295094,44899,,0.09929788112640381,,0.013873345218598843,45000,0.0003,,-37.2350162,100.0
452,36,33.2133674621582,0.008550646714866161,45099,1244,-1.0915539264678955,100.0,0.014718016609549522,45200,0.0003,-41.512395780000006,,
,,33.715362548828125,0.00849425420165062,45399,,-0.857794463634491,,0.01499783806502819,45500,0.0003,,-36.88768702,100.0
456,36,34.17277526855469,0.008504766970872879,45499,1257,1.413885235786438,100.0,0.018391506746411324,45600,0.0003,-41.515740349999994,,
,,33.58079528808594,0.008593750186264515,45899,,0.5872651934623718,,0.01866370439529419,46000,0.0003,,-36.296694,100.0
460,36,,,,1269,,100.0,,46000,,-41.41773062,,
464,36,34.056644439697266,0.008624061942100525,46299,1274,-0.8017111420631409,100.0,0.01837390847504139,46400,0.0003,-41.435802620000004,,
,,34.05120086669922,0.008663957007229328,46399,,-1.0101318359375,,0.015453353524208069,46500,0.0003,,-36.49413868,100.0
468,36,33.91486740112305,0.00861187744885683,46699,1287,-0.008714139461517334,100.0,0.021092265844345093,46800,0.0003,-41.46869029,,
,,33.52610778808594,0.008607320487499237,46899,,0.657470166683197,,0.013118550181388855,47000,0.0003,,-36.297768219999995,100.0
472,36,34.05662155151367,0.008620048873126507,47099,1300,1.608921766281128,100.0,0.019070560112595558,47200,0.0003,-41.26216066,,
,,33.91411590576172,0.008642887696623802,47399,,0.846910834312439,,0.016191426664590836,47500,0.0003,,-35.29944872,100.0
476,36,34.476829528808594,0.00867319107055664,47499,1312,-0.18546240031719208,100.0,0.01788083091378212,47600,0.0003,-41.66568729000001,,
,,34.645538330078125,0.008709162473678589,47899,,-0.1383305937051773,,0.02644861489534378,48000,0.0003,,-37.300159740000005,100.0
480,36,,,,1324,,100.0,,48000,,-41.47263223000001,,
484,36,34.5056037902832,0.008714443072676659,48299,1329,0.14846689999103546,100.0,0.01573541760444641,48400,0.0003,-41.527114250000004,,
,,34.426944732666016,0.008728032931685448,48399,,-0.77191561460495,,0.017752772197127342,48500,0.0003,,-36.74321114,100.0
488,36,34.506629943847656,0.008701355196535587,48699,1342,1.8882455825805664,100.0,0.01662006974220276,48800,0.0003,-41.687458240000005,,
,,34.399505615234375,0.008691788651049137,48899,,1.2286574840545654,,0.021736035123467445,49000,0.0003,,-37.039098679999995,100.0
492,36,34.87428283691406,0.008693218231201172,49099,1354,0.03394263982772827,100.0,0.01605428010225296,49200,0.0003,-41.76663152000001,,
,,35.22592544555664,0.008735744282603264,49399,,-0.4846878945827484,,0.014857851900160313,49500,0.0003,,-37.27426438,100.0
496,36,35.05773162841797,0.008724304847419262,49499,1367,-0.6079407334327698,100.0,0.016767513006925583,49600,0.0003,-41.573156420000004,,
,,35.10084533691406,0.00873531959950924,49899,,0.49523356556892395,,0.018706809729337692,50000,0.0003,,-36.766286660000006,100.0
500,36,,,,1379,,100.0,,50000,,-41.876835070000006,,
