train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/n_updates,train/actor_loss,time/total_timesteps,time/episodes,time/fps,rollout/ep_rew_mean,train/ent_coef,eval/mean_reward,eval/mean_ep_length
0.0003,-16.751951217651367,100.0,331,0.016515113413333893,12299,4.698301315307617,12400,124,37,-85.98827063000003,0.031120145693421364,,
0.0003,-16.796194076538086,,,0.01506046298891306,12399,5.083983421325684,12500,,,,0.030352581292390823,-40.150357899999996,100.0
0.0003,-16.728727340698242,100.0,343,0.015968061983585358,12699,5.727165222167969,12800,128,37,-82.37492578,0.028185447677969933,,
0.0003,-15.428735733032227,,,0.016909614205360413,12899,6.245037078857422,13000,,,,0.026845281943678856,-40.53827104,100.0
0.0003,-15.72044849395752,100.0,356,0.013451911509037018,13099,6.801887512207031,13200,132,37,-78.81519580000001,0.025574715808033943,,
0.0003,-14.513712882995605,,,0.015948113054037094,13399,7.157991886138916,13500,,,,0.0237900260835886,-38.557265560000005,100.0
0.0003,-14.436346054077148,100.0,368,0.016706908121705055,13499,7.604783058166504,13600,136,36,-75.92913994999999,0.023228943347930908,,
0.0003,-12.905135154724121,,,0.01367003470659256,13899,8.15378475189209,14000,,,,0.021137569099664688,-38.866680360000004,100.0
,,100.0,381,,,,14000,140,36,-72.5196617,,,
0.0003,-11.981118202209473,100.0,386,0.013728344812989235,14299,9.1463623046875,14400,144,37,-69.39689942,0.01927342638373375,,
0.0003,-10.90500259399414,,,0.011388547718524933,14399,9.512399673461914,14500,,,,0.01883632317185402,-37.927571140000005,100.0
0.0003,-10.949515342712402,100.0,398,0.012237250804901123,14699,9.912895202636719,14800,148,37,-66.61159171999999,0.01762186549603939,,
0.0003,-11.094432830810547,,,0.015498948283493519,14899,10.147823333740234,15000,,,,0.016862764954566956,-38.18157944000001,100.0
0.0003,-9.428903579711914,100.0,411,0.012517280876636505,15099,10.497296333312988,15200,152,36,-64.30994362999999,0.016153432428836823,,
0.0003,-8.994636535644531,,,0.01327209547162056,15399,11.153369903564453,15500,,,,0.015170852653682232,-38.00144216,100.0
0.0003,-8.610158920288086,100.0,424,0.011712188832461834,15499,11.553173065185547,15600,156,36,-62.10928325,0.014859810471534729,,
0.0003,-7.78252649307251,,,0.015015967190265656,15899,12.205394744873047,16000,,,,0.013711057603359222,-37.48820995999999,100.0
,,100.0,436,,,,16000,160,36,-59.8749462,,,
0.0003,-6.597142219543457,100.0,441,0.017688527703285217,16299,12.588576316833496,16400,164,37,-57.860777490000004,0.012709572911262512,,
0.0003,-5.778726577758789,,,0.019276853650808334,16399,12.985174179077148,16500,,,,0.012480738572776318,-37.67003894,100.0
0.0003,-4.353201866149902,100.0,454,0.013867663219571114,16699,13.267999649047852,16800,168,36,-55.75427859999999,0.01182311400771141,,
0.0003,-4.521756172180176,,,0.015889430418610573,16899,13.660845756530762,17000,,,,0.011425919830799103,-37.98243484,100.0
0.0003,-3.659703493118286,100.0,466,0.01617465540766716,17099,14.034568786621094,17200,172,36,-54.143412879999985,0.011057906784117222,,
0.0003,-3.6411638259887695,,,0.013048043474555016,17399,14.439000129699707,17500,,,,0.01056684460490942,-37.063261080000004,100.0
0.0003,-2.6326146125793457,100.0,479,0.013050589710474014,17499,14.08545207977295,17600,176,36,-52.327527909999986,0.010420596227049828,,
0.0003,-3.871396064758301,,,0.01633482612669468,17899,15.04715347290039,18000,,,,0.009895119816064835,-39.09472802,100.0
,,100.0,491,,,,18000,180,36,-50.67104897,,,
0.0003,-2.816377639770508,100.0,497,0.014334187842905521,18299,15.497718811035156,18400,184,37,-49.30923546,0.009494012221693993,,
0.0003,-1.1938896179199219,,,0.011285791173577309,18399,15.647777557373047,18500,,,,0.009405756369233131,-37.855976999999996,100.0
0.0003,-1.5961086750030518,100.0,509,0.01297802198678255,18699,16.08740997314453,18800,188,36,-48.384017949999986,0.009187618270516396,,
0.0003,-0.20391857624053955,,,0.014002367854118347,18899,16.673234939575195,19000,,,,0.009079258888959885,-36.86331426,100.0
0.0003,-0.7895385026931763,100.0,522,0.02062235027551651,19099,16.819759368896484,19200,192,36,-47.26279255999999,0.00899147242307663,,
0.0003,-1.3235498666763306,,,0.01802925579249859,19399,17.20100975036621,19500,,,,0.008917216211557388,-37.24303048000001,100.0
0.0003,-1.3345403671264648,100.0,534,0.018275849521160126,19499,16.96824836730957,19600,196,36,-46.38801571000001,0.0088815838098526,,
0.0003,-0.16719454526901245,,,0.017776664346456528,19899,17.474897384643555,20000,,,,0.008849653415381908,-36.58187464,100.0
,,100.0,547,,,,20000,200,36,-45.463045140000006,,,
0.0003,0.9565982222557068,100.0,552,0.014545027166604996,20299,17.874244689941406,20400,204,36,-44.75586206,0.00886011216789484,,
0.0003,0.500947892665863,,,0.017458610236644745,20399,18.19446563720703,20500,,,,0.00885680504143238,-36.43454536,100.0
0.0003,0.3771945834159851,100.0,565,0.013585388660430908,20699,18.248319625854492,20800,208,36,-44.09135858,0.008852970786392689,,
0.0003,-0.1823168396949768,,,0.017125222831964493,20899,18.795543670654297,21000,,,,0.00878522451967001,-37.2916506,100.0
0.0003,-1.1283080577850342,100.0,577,0.016127876937389374,21099,18.77062225341797,21200,212,36,-43.317810169999994,0.008795347064733505,,
0.0003,-1.0375869274139404,,,0.019574806094169617,21399,19.385730743408203,21500,,,,0.00882386602461338,-38.653712219999996,100.0
0.0003,-1.4954410791397095,100.0,589,0.013211814686655998,21499,19.41016387939453,21600,216,36,-42.71263561,0.008797305636107922,,
0.0003,-0.7640177011489868,,,0.01598304882645607,21899,19.77321434020996,22000,,,,0.008759896270930767,-38.36523766,100.0
,,100.0,602,,,,22000,220,36,-42.29655102000001,,,
0.0003,-0.22189781069755554,100.0,607,0.01666172780096531,22299,20.651683807373047,22400,224,36,-41.993023730000004,0.00880272313952446,,
0.0003,-1.465411901473999,,,0.016292940825223923,22399,20.6405029296875,22500,,,,0.008774686604738235,-38.0340622,100.0
0.0003,2.4447498321533203,100.0,619,0.015139715746045113,22699,20.490970611572266,22800,228,36,-41.71345188,0.008701853454113007,,
0.0003,-0.5335420966148376,,,0.023272328078746796,22899,21.269695281982422,23000,,,,0.008700155653059483,-37.8461572,100.0
0.0003,-1.4937653541564941,100.0,632,0.016577115282416344,23099,21.166234970092773,23200,232,36,-41.67048361,0.008725611492991447,,
0.0003,-1.0201064348220825,,,0.015173978172242641,23399,21.595794677734375,23500,,,,0.008699703961610794,-38.30549068,100.0
0.0003,-0.9221111536026001,100.0,644,0.01931237429380417,23499,21.63558578491211,23600,236,36,-41.00179216000001,0.00869043730199337,,
0.0003,-0.7604051232337952,,,0.015301907435059547,23899,21.894123077392578,24000,,,,0.008724126033484936,-38.4233182,100.0
,,100.0,657,,,,24000,240,36,-40.861971280000006,,,
0.0003,-0.8885016441345215,100.0,662,0.014890894293785095,24299,22.548734664916992,24400,244,36,-40.6570865,0.008666150271892548,,
0.0003,0.2469157576560974,,,0.017832506448030472,24399,22.755962371826172,24500,,,,0.008706463500857353,-36.34334138,100.0
0.0003,-1.4459209442138672,100.0,675,0.01691780611872673,24699,22.618885040283203,24800,248,36,-40.366527649999995,0.008687718771398067,,
0.0003,-1.0336984395980835,,,0.02145996317267418,24899,22.599214553833008,25000,,,,0.008733195252716541,-37.34161948,100.0
0.0003,1.5058436393737793,100.0,687,0.013138207606971264,25099,22.82162094116211,25200,252,36,-40.30578461,0.008716816082596779,,
0.0003,2.8709073066711426,,,0.020796678960323334,25399,23.269546508789062,25500,,,,0.008747323416173458,-40.21219686,100.0
0.0003,-0.9836186766624451,100.0,699,0.016405902802944183,25499,23.08636474609375,25600,256,36,-40.068633829999996,0.008795204572379589,,
0.0003,-1.602165937423706,,,0.018428396433591843,25899,23.884140014648438,26000,,,,0.008825056254863739,-37.281183299999995,100.0
,,100.0,712,,,,26000,260,36,-39.97693893,,,
0.0003,-0.571276068687439,100.0,717,0.01767604984343052,26299,24.03404998779297,26400,264,36,-39.86538034,0.00881129875779152,,
0.0003,0.3311964273452759,,,0.015315280295908451,26399,23.98426628112793,26500,,,,0.008805510587990284,-38.743823,100.0
0.0003,0.034217774868011475,100.0,729,0.016167834401130676,26699,24.461801528930664,26800,268,36,-40.024050769999995,0.008720519952476025,,
0.0003,-0.4791630804538727,,,0.01724570244550705,26899,24.585227966308594,27000,,,,0.008739998564124107,-38.445522399999994,100.0
0.0003,-1.3466200828552246,100.0,742,0.021219303831458092,27099,24.79754638671875,27200,272,36,-39.45956978,0.008728265762329102,,
0.0003,-0.29527661204338074,,,0.01977481320500374,27399,24.861391067504883,27500,,,,0.00877027865499258,-36.95818314,100.0
0.0003,1.2416737079620361,100.0,754,0.01580732874572277,27499,25.14168930053711,27600,276,36,-39.420709259999995,0.008749631233513355,,
0.0003,-0.08637048304080963,,,0.018251612782478333,27899,24.768108367919922,28000,,,,0.00867094099521637,-37.70501934,100.0
,,100.0,767,,,,28000,280,36,-39.710032240000004,,,
0.0003,-1.8526179790496826,100.0,772,0.02637939713895321,28299,25.718435287475586,28400,284,36,-39.727319359999996,0.00870380736887455,,
0.0003,0.1739327311515808,,,0.01673538237810135,28399,25.987293243408203,28500,,,,0.008684624917805195,-40.1505803,100.0
0.0003,-0.28342148661613464,100.0,785,0.02460431307554245,28699,25.909330368041992,28800,288,36,-39.514131899999995,0.008593090809881687,,
0.0003,-1.5198774337768555,,,0.019183646887540817,28899,25.620325088500977,29000,,,,0.00863080844283104,-38.19120688,100.0
0.0003,-1.440773367881775,100.0,797,0.016090255230665207,29099,25.91417694091797,29200,292,36,-39.57727728,0.008640114217996597,,
0.0003,-0.12953323125839233,,,0.024028081446886063,29399,26.13768768310547,29500,,,,0.008578671142458916,-40.78704846,100.0
0.0003,-0.06863736361265182,100.0,810,0.018362324684858322,29499,26.633407592773438,29600,296,36,-39.67935031,0.008601900190114975,,
0.0003,-0.7677006721496582,,,0.01681162416934967,29899,26.3037109375,30000,,,,0.008660420775413513,-42.84608712,100.0
,,100.0,822,,,,30000,300,36,-39.95625997,,,
0.0003,-1.1002461910247803,100.0,827,0.01852785423398018,30299,26.567703247070312,30400,304,36,-40.02501581,0.008738677017390728,,
0.0003,-0.4067823588848114,,,0.02122596651315689,30399,26.91592025756836,30500,,,,0.008724699728190899,-40.5800531,100.0
0.0003,0.08727055788040161,100.0,840,0.02035553567111492,30699,26.993545532226562,30800,308,36,-40.44906471,0.008746931329369545,,
0.0003,-1.4541890621185303,,,0.01674719527363777,30899,26.868619918823242,31000,,,,0.008745789527893066,-41.68517066,100.0
0.0003,-0.09163495898246765,100.0,852,0.018500473350286484,31099,27.32499122619629,31200,312,36,-40.89451179,0.008632409386336803,,
0.0003,-0.3747790455818176,,,0.016730941832065582,31399,27.232437133789062,31500,,,,0.008623617701232433,-40.452024619999996,100.0
0.0003,2.1469526290893555,100.0,865,0.017781352624297142,31499,27.041833877563477,31600,316,36,-41.03408868,0.008613445796072483,,
0.0003,-0.7402713298797607,,,0.018337879329919815,31899,27.10595703125,32000,,,,0.008638981729745865,-41.02933728,100.0
,,100.0,878,,,,32000,320,36,-40.89254184,,,
0.0003,-0.6536634564399719,100.0,882,0.024553487077355385,32299,27.96792984008789,32400,324,36,-40.89852368,0.00861545093357563,,
0.0003,-1.4764255285263062,,,0.017943065613508224,32399,28.000194549560547,32500,,,,0.008575726300477982,-42.97415572,100.0
0.0003,0.8642107248306274,100.0,895,0.018993385136127472,32699,27.988590240478516,32800,328,36,-40.985862559999994,0.008478076197206974,,
0.0003,-1.2316821813583374,,,0.02056979387998581,32899,28.17794418334961,33000,,,,0.008576617576181889,-42.862444459999985,100.0
0.0003,-0.216670960187912,100.0,907,0.0199241004884243,33099,28.048786163330078,33200,332,36,-40.76346981,0.008563312701880932,,
0.0003,-2.3152449131011963,,,0.017529457807540894,33399,28.297136306762695,33500,,,,0.008487379178404808,-42.055975159999996,100.0
0.0003,0.08606040477752686,100.0,920,0.018436161801218987,33499,28.40662956237793,33600,336,36,-41.04121323,0.008457418531179428,,
0.0003,-1.508110761642456,,,0.020045053213834763,33899,28.382984161376953,34000,,,,0.008525718934834003,-41.990061540000006,100.0
,,100.0,933,,,,34000,340,36,-41.38109946999999,,,
0.0003,2.4097962379455566,100.0,938,0.02689441293478012,34299,28.910696029663086,34400,344,36,-41.702840589999994,0.008500651456415653,,
0.0003,-0.30880501866340637,,,0.021230846643447876,34399,28.726850509643555,34500,,,,0.00853922963142395,-41.47988418,100.0
0.0003,1.7818894386291504,100.0,950,0.01646266132593155,34699,28.919248580932617,34800,348,36,-41.68783568999999,0.008483247831463814,,
0.0003,-0.5230580568313599,,,0.01759396307170391,34899,29.480518341064453,35000,,,,0.008530968800187111,-40.12500916,100.0
0.0003,2.5895702838897705,100.0,963,0.018806394189596176,35099,29.175140380859375,35200,352,36,-41.3261992,0.008498272858560085,,
0.0003,3.4419445991516113,,,0.019132211804389954,35399,29.383785247802734,35500,,,,0.008465569466352463,-38.70074818,100.0
0.0003,-2.0003316402435303,100.0,976,0.021286357194185257,35499,29.598535537719727,35600,356,36,-41.703231290000005,0.008494711481034756,,
0.0003,-0.09177273511886597,,,0.021361995488405228,35899,30.064956665039062,36000,,,,0.008655846118927002,-38.06174882,100.0
,,100.0,988,,,,36000,360,36,-41.65001041000001,,,
0.0003,-0.07495200634002686,100.0,993,0.020167149603366852,36299,29.88823699951172,36400,364,36,-41.52899315,0.008659202605485916,,
0.0003,-0.9081336259841919,,,0.02078656479716301,36399,29.73343849182129,36500,,,,0.008649051189422607,-36.322992840000005,100.0
0.0003,1.9068653583526611,100.0,1006,0.020746760070323944,36699,30.409542083740234,36800,368,36,-41.42379848,0.008745718747377396,,
0.0003,-1.0681381225585938,,,0.01894274353981018,36899,30.089269638061523,37000,,,,0.008832444436848164,-37.975711839999995,100.0
0.0003,-0.37055864930152893,100.0,1018,0.018748344853520393,37099,30.146108627319336,37200,372,36,-41.84105872999999,0.008809815160930157,,
0.0003,2.0644824504852295,,,0.01807657815515995,37399,30.50688934326172,37500,,,,0.008760985918343067,-37.44526134,100.0
0.0003,-1.1479579210281372,100.0,1031,0.019342578947544098,37499,30.82718276977539,37600,376,36,-42.10291812,0.008779148571193218,,
0.0003,-0.1054086685180664,,,0.01823529228568077,37899,30.515079498291016,38000,,,,0.008848256431519985,-36.635858999999996,100.0
,,100.0,1043,,,,38000,380,36,-41.38072826999999,,,
0.0003,0.5688462853431702,100.0,1048,0.0209139846265316,38299,30.510101318359375,38400,384,36,-41.099557319999995,0.008881033398211002,,
0.0003,2.0792417526245117,,,0.019016019999980927,38399,30.583242416381836,38500,,,,0.008902856148779392,-36.33121416,100.0
0.0003,-1.5600144863128662,100.0,1061,0.017029687762260437,38699,30.836536407470703,38800,388,36,-41.06652467,0.008895422331988811,,
0.0003,2.462273597717285,,,0.019190382212400436,38899,31.346481323242188,39000,,,,0.008786184713244438,-36.92694324,100.0
0.0003,1.7605164051055908,100.0,1073,0.021015122532844543,39099,31.24089813232422,39200,392,36,-40.92236763,0.008786951191723347,,
0.0003,-1.2681411504745483,,,0.029116079211235046,39399,31.385482788085938,39500,,,,0.008764090947806835,-36.071117400000006,100.0
0.0003,-0.6693671941757202,100.0,1086,0.02071910910308361,39499,31.323013305664062,39600,396,36,-40.698358309999996,0.008763439022004604,,
0.0003,-1.0325074195861816,,,0.017521260306239128,39899,31.613021850585938,40000,,,,0.008715618401765823,-35.51357148,100.0
,,100.0,1098,,,,40000,400,36,-40.54215787,,,
0.0003,1.2603307962417603,100.0,1103,0.022672798484563828,40299,31.46223258972168,40400,404,36,-40.21738508,0.008755031041800976,,
0.0003,1.8304803371429443,,,0.017527811229228973,40399,31.667648315429688,40500,,,,0.008754805661737919,-36.31378868,100.0
0.0003,0.7883175611495972,100.0,1116,0.01982433721423149,40699,31.871862411499023,40800,408,36,-39.56764135,0.008695324882864952,,
0.0003,0.9263749122619629,,,0.01957130804657936,40899,31.319786071777344,41000,,,,0.008730663917958736,-35.86831304,100.0
0.0003,-0.04616305232048035,100.0,1129,0.019405944272875786,41099,32.257423400878906,41200,412,36,-39.05039415,0.008736047893762589,,
0.0003,0.9430677890777588,,,0.022900644689798355,41399,32.18737030029297,41500,,,,0.008653885684907436,-36.91621016,100.0
0.0003,-0.15406449139118195,100.0,1141,0.018908048048615456,41499,31.472808837890625,41600,416,36,-38.94877159999999,0.008653663098812103,,
0.0003,-0.5798366069793701,,,0.02085084840655327,41899,32.01298522949219,42000,,,,0.008628878742456436,-37.011272899999994,100.0
,,100.0,1154,,,,42000,420,36,-39.07799007,,,
0.0003,0.30055415630340576,100.0,1159,0.022938231006264687,42299,31.996965408325195,42400,424,36,-39.12890935,0.008512718603014946,,
0.0003,0.15297463536262512,,,0.022276781499385834,42399,32.6143798828125,42500,,,,0.008562234230339527,-36.074390580000006,100.0
0.0003,1.6374906301498413,100.0,1171,0.02703193947672844,42699,32.02448654174805,42800,428,36,-38.74828757000001,0.008605929091572762,,
0.0003,-0.3288796544075012,,,0.022351043298840523,42899,32.99652099609375,43000,,,,0.00860395934432745,-37.27687428,100.0
0.0003,-2.3277945518493652,100.0,1184,0.03077739290893078,43099,32.80445098876953,43200,432,36,-38.83030994999999,0.00870816595852375,,
0.0003,0.741726815700531,,,0.020746761932969093,43399,32.64735412597656,43500,,,,0.008597057312726974,-37.48167614,100.0
0.0003,-0.43110889196395874,100.0,1196,0.019531358033418655,43499,32.62432098388672,43600,436,36,-38.69503446,0.008621977642178535,,
0.0003,-0.34623658657073975,,,0.021623294800519943,43899,32.70984649658203,44000,,,,0.008646354079246521,-37.72176734,100.0
,,100.0,1209,,,,44000,440,36,-38.31069803,,,
0.0003,1.2161281108856201,100.0,1214,0.019985057413578033,44299,33.0603141784668,44400,444,36,-37.97697545999999,0.008577881380915642,,
0.0003,1.1748515367507935,,,0.02187630534172058,44399,32.89683532714844,44500,,,,0.00855372566729784,-37.296499299999994,100.0
0.0003,-0.8680086731910706,100.0,1226,0.021645845845341682,44699,33.5283203125,44800,448,36,-38.20057386999999,0.008540337905287743,,
0.0003,0.5857864618301392,,,0.021383296698331833,44899,32.562156677246094,45000,,,,0.008533971384167671,-37.495113499999995,100.0
0.0003,1.575728416442871,100.0,1239,0.024807140231132507,45099,33.42312240600586,45200,452,36,-38.476463409999994,0.008514988236129284,,
0.0003,0.33256638050079346,,,0.027322761714458466,45399,33.331581115722656,45500,,,,0.008587941527366638,-37.211043260000004,100.0
0.0003,-0.6015073657035828,100.0,1251,0.015958033502101898,45499,33.2001953125,45600,456,36,-37.72998649,0.00861783791333437,,
0.0003,-0.9781928062438965,,,0.027974851429462433,45899,34.23548889160156,46000,,,,0.00867968238890171,-36.809126060000004,100.0
,,100.0,1264,,,,46000,460,36,-37.87833868999999,,,
0.0003,-2.9182708263397217,100.0,1269,0.023367688059806824,46299,33.509033203125,46400,464,36,-38.39753837,0.008737602271139622,,
0.0003,-0.6959920525550842,,,0.02378612756729126,46399,33.8979606628418,46500,,,,0.008701471611857414,-37.38909302,100.0
0.0003,-0.08310295641422272,100.0,1281,0.02129918895661831,46699,34.08000183105469,46800,468,36,-38.363209479999995,0.008696950040757656,,
0.0003,-1.9525680541992188,,,0.023084769025444984,46899,33.623069763183594,47000,,,,0.008640814572572708,-36.67506102,100.0
0.0003,-2.1152734756469727,100.0,1294,0.020161017775535583,47099,34.415435791015625,47200,472,36,-38.35673214,0.008544794283807278,,
0.0003,-0.9793683886528015,,,0.023241005837917328,47399,34.00859832763672,47500,,,,0.008509821258485317,-36.99455172,100.0
0.0003,-1.4508426189422607,100.0,1306,0.021786432713270187,47499,34.792362213134766,47600,476,36,-38.48784918,0.008485428988933563,,
0.0003,-0.41696926951408386,,,0.025450386106967926,47899,34.4364013671875,48000,,,,0.008478185161948204,-41.07501516,100.0
,,100.0,1319,,,,48000,480,36,-38.77799896,,,
0.0003,-1.492351770401001,100.0,1324,0.024095598608255386,48299,34.20915222167969,48400,484,36,-39.2245483,0.008518265560269356,,
0.0003,0.4700806736946106,,,0.03804279491305351,48399,33.231903076171875,48500,,,,0.008519874885678291,-41.86655276,100.0
0.0003,-0.2947778105735779,100.0,1336,0.04538838565349579,48699,34.84101867675781,48800,488,36,-39.439016349999996,0.008561016991734505,,
0.0003,-1.8893821239471436,,,0.030200177803635597,48899,34.34185791015625,49000,,,,0.008611368015408516,-43.332226039999995,100.0
0.0003,0.22439923882484436,100.0,1349,0.030721820890903473,49099,34.673362731933594,49200,492,36,-39.51445004,0.008740352466702461,,
0.0003,0.4368978440761566,,,0.025565441697835922,49399,34.380943298339844,49500,,,,0.00869682151824236,-39.354620280000006,100.0
0.0003,0.24424214661121368,100.0,1361,0.025878941640257835,49499,33.909584045410156,49600,496,36,-39.928294619999996,0.008722424507141113,,
0.0003,-1.2623767852783203,,,0.02983781322836876,49899,34.464969635009766,50000,,,,0.008664088323712349,-41.56454446000001,100.0
