time/time_elapsed,train/n_updates,train/ent_coef,train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,rollout/ep_len_mean,time/episodes,train/actor_loss,time/fps,train/ent_coef_loss,eval/mean_ep_length,eval/mean_reward
5937,217499,0.009074579924345016,0.0003,-27.694136079999993,217600,0.04725390672683716,100.0,2176,28.865121841430664,36,-0.198354110121727,,
,217899,0.009102949872612953,0.0003,,218000,0.04055814817547798,,,28.46814727783203,,0.6746610999107361,100.0,-26.5762705
5949,,,,-27.872121320000005,218000,,100.0,2180,,36,,,
5954,218299,0.00915487203747034,0.0003,-27.958420050000004,218400,0.06608124077320099,100.0,2184,28.627517700195312,36,-0.08349160850048065,,
,218399,0.009124374017119408,0.0003,,218500,0.04915660619735718,,,29.157508850097656,,-1.0709766149520874,100.0,-27.19571438
5966,218699,0.009053877554833889,0.0003,-27.949142559999995,218800,0.05091043561697006,100.0,2188,28.79644775390625,36,-0.2230817675590515,,
,218899,0.00918650534003973,0.0003,,219000,0.058875489979982376,,,29.3859806060791,,0.1568487286567688,100.0,-26.777318620000003
5979,219099,0.009226173162460327,0.0003,-27.994341219999995,219200,0.053445570170879364,100.0,2192,28.505977630615234,36,-1.7751647233963013,,
,219399,0.00929447915405035,0.0003,,219500,0.04502197727560997,,,28.887042999267578,,-0.9850106835365295,100.0,-30.03703102
5991,219499,0.009293078444898129,0.0003,-28.095181760000006,219600,0.040668830275535583,100.0,2196,28.81911277770996,36,-0.13677886128425598,,
,219899,0.00936675164848566,0.0003,,220000,0.049672532826662064,,,29.004663467407227,,0.3979628384113312,100.0,-26.71000094
6003,,,,-28.060908870000002,220000,,100.0,2200,,36,,,
6008,220299,0.009381962940096855,0.0003,-28.101880389999998,220400,0.04188576340675354,100.0,2204,28.29996681213379,36,0.20669132471084595,,
,220399,0.009353616274893284,0.0003,,220500,0.04130403697490692,,,27.86902618408203,,0.5913670063018799,100.0,-26.482405939999992
6021,220699,0.009332418441772461,0.0003,-27.77488134,220800,0.0491689033806324,100.0,2208,28.726879119873047,36,-0.35941094160079956,,
,220899,0.009358277544379234,0.0003,,221000,0.050160057842731476,,,28.894512176513672,,0.12156665325164795,100.0,-26.694943399999996
6033,221099,0.009370633400976658,0.0003,-27.83496659,221200,0.04076141119003296,100.0,2212,28.593204498291016,36,0.8463462591171265,,
,221399,0.009388049133121967,0.0003,,221500,0.06664284318685532,,,28.731029510498047,,-0.19241058826446533,100.0,-26.241408300000003
6045,221499,0.009311464615166187,0.0003,-27.75823679999999,221600,0.0469396598637104,100.0,2216,28.699586868286133,36,0.6424596309661865,,
,221899,0.009297656826674938,0.0003,,222000,0.043603502213954926,,,28.700111389160156,,0.4254632294178009,100.0,-26.06090248
6058,,,,-27.722618090000005,222000,,100.0,2220,,36,,,
6063,222299,0.00947741698473692,0.0003,-27.56460239,222400,0.04751662164926529,100.0,2224,28.36408233642578,36,-0.15825119614601135,,
,222399,0.009409695863723755,0.0003,,222500,0.04831583797931671,,,28.418563842773438,,1.0253692865371704,100.0,-25.742931040000002
6075,222699,0.009216913022100925,0.0003,-27.6526817,222800,0.053581029176712036,100.0,2228,29.19596290588379,36,0.604860782623291,,
,222899,0.009368390776216984,0.0003,,223000,0.062474556267261505,,,28.788951873779297,,-0.04210996627807617,100.0,-25.14139766
6088,223099,0.009328285232186317,0.0003,-27.506176569999997,223200,0.04856429249048233,100.0,2232,28.548673629760742,36,-0.49758797883987427,,
,223399,0.009350997395813465,0.0003,,223500,0.056081242859363556,,,28.94296646118164,,-0.0009526908397674561,100.0,-26.342608060000003
6100,223499,0.009384294040501118,0.0003,-27.57092435,223600,0.04683581739664078,100.0,2236,28.361129760742188,36,0.6226742267608643,,
,223899,0.009245228953659534,0.0003,,224000,0.03342270851135254,,,28.30280113220215,,0.329720675945282,100.0,-25.0167777
6112,,,,-27.361571930000004,224000,,100.0,2240,,36,,,
6117,224299,0.00927096139639616,0.0003,-27.36899654,224400,0.04491078108549118,100.0,2244,29.036407470703125,36,-0.3920589089393616,,
,224399,0.009291018359363079,0.0003,,224500,0.05525442957878113,,,29.31671714782715,,-1.054304838180542,100.0,-25.381269559999996
6130,224699,0.009298557415604591,0.0003,-27.334301330000002,224800,0.045861825346946716,100.0,2248,28.495861053466797,36,-0.2543574571609497,,
,224899,0.009237464517354965,0.0003,,225000,0.04989326745271683,,,28.074199676513672,,1.0224413871765137,100.0,-26.72930652
6142,225099,0.0091711999848485,0.0003,-27.41909917,225200,0.05513899773359299,100.0,2252,28.60053253173828,36,-0.1279277801513672,,
,225399,0.009191825985908508,0.0003,,225500,0.05729933828115463,,,28.78107452392578,,-0.3974818289279938,100.0,-27.289437760000002
6154,225499,0.009223793633282185,0.0003,-27.36564976,225600,0.057934924960136414,100.0,2256,28.819965362548828,36,-1.0355751514434814,,
,225899,0.009412837214767933,0.0003,,226000,0.05248541384935379,,,28.603166580200195,,0.4240204691886902,100.0,-26.300832459999995
6167,,,,-27.4585462,226000,,100.0,2260,,36,,,
6172,226299,0.009198438376188278,0.0003,-27.35404767,226400,0.05520772188901901,100.0,2264,28.88773536682129,36,-0.497251033782959,,
,226399,0.009244034998118877,0.0003,,226500,0.04007983207702637,,,28.26300048828125,,0.32366421818733215,100.0,-25.080147540000002
6184,226699,0.009247531183063984,0.0003,-27.608163989999998,226800,0.050024665892124176,100.0,2268,28.548175811767578,36,-0.007273197174072266,,
,226899,0.009237543679773808,0.0003,,227000,0.047832269221544266,,,28.565181732177734,,-0.08328953385353088,100.0,-25.909353059999994
6197,227099,0.00935965683311224,0.0003,-27.56541733,227200,0.04413195699453354,100.0,2272,28.349454879760742,36,-0.19043374061584473,,
,227399,0.009274560958147049,0.0003,,227500,0.04588530585169792,,,28.81403923034668,,0.48919135332107544,100.0,-27.03205382
6209,227499,0.00930732674896717,0.0003,-27.652137240000002,227600,0.03396989405155182,100.0,2276,28.268077850341797,36,-1.135888695716858,,
,227899,0.009289086796343327,0.0003,,228000,0.05679996684193611,,,29.029956817626953,,-1.146148920059204,100.0,-29.543284999999997
6221,,,,-27.536984490000005,228000,,100.0,2280,,36,,,
6226,228299,0.009264969266951084,0.0003,-27.295123800000006,228400,0.04206036776304245,100.0,2284,29.00942611694336,36,0.07843133807182312,,
,228399,0.009257095865905285,0.0003,,228500,0.04594363272190094,,,28.75043487548828,,0.6590641736984253,100.0,-25.041047860000003
6239,228699,0.009193223901093006,0.0003,-27.208021100000007,228800,0.06055406853556633,100.0,2288,29.240520477294922,36,0.7512866854667664,,
,228899,0.009323508478701115,0.0003,,229000,0.03709501028060913,,,28.113731384277344,,0.9798552989959717,100.0,-26.35859042
6251,229099,0.00928906537592411,0.0003,-27.21981871,229200,0.04570299759507179,100.0,2292,28.20462989807129,36,0.13789862394332886,,
,229399,0.009319189004600048,0.0003,,229500,0.05685117095708847,,,29.21502685546875,,-0.726256251335144,100.0,-25.297923179999998
6263,229499,0.009309972636401653,0.0003,-27.058241480000003,229600,0.04482821375131607,100.0,2296,28.334415435791016,36,-0.2939976453781128,,
,229899,0.009502015076577663,0.0003,,230000,0.049029577523469925,,,28.224645614624023,,-0.6779201030731201,100.0,-25.8935565
6275,,,,-27.130273310000003,230000,,100.0,2300,,36,,,
6281,230299,0.009337163530290127,0.0003,-27.115098370000002,230400,0.040176454931497574,100.0,2304,28.528072357177734,36,0.03542234003543854,,
,230399,0.009385265409946442,0.0003,,230500,0.043837059289216995,,,28.84560775756836,,0.2680085003376007,100.0,-26.311308340000004
6293,230699,0.009435697458684444,0.0003,-27.138888010000002,230800,0.06443893164396286,100.0,2308,28.758695602416992,36,0.27219974994659424,,
,230899,0.009423494338989258,0.0003,,231000,0.03946615755558014,,,28.375368118286133,,-0.104148730635643,100.0,-25.371995499999997
6306,231099,0.009342784062027931,0.0003,-27.08665594,231200,0.04101850837469101,100.0,2312,28.51163101196289,36,0.059040144085884094,,
,231399,0.00943728070706129,0.0003,,231500,0.042488373816013336,,,28.308881759643555,,-0.01652565598487854,100.0,-24.98271056
6318,231499,0.009458423592150211,0.0003,-27.263022960000004,231600,0.04522985965013504,100.0,2316,28.538719177246094,36,-0.5411980152130127,,
,231899,0.009507734328508377,0.0003,,232000,0.0370568186044693,,,29.020647048950195,,0.3401855230331421,100.0,-26.224785240000003
6330,,,,-27.258157500000006,232000,,100.0,2320,,36,,,
6336,232299,0.009513543918728828,0.0003,-27.3518326,232400,0.03732098639011383,100.0,2324,28.36458396911621,36,0.4386930465698242,,
,232399,0.00944124162197113,0.0003,,232500,0.04219399392604828,,,28.935592651367188,,-0.5134237408638,100.0,-25.895927240000006
6348,232699,0.009376282803714275,0.0003,-27.29687605,232800,0.053181491792201996,100.0,2328,28.74309539794922,36,-0.1853003203868866,,
,232899,0.009430321864783764,0.0003,,233000,0.058188848197460175,,,28.18305778503418,,1.2474061250686646,100.0,-24.904733739999998
6360,233099,0.009417114779353142,0.0003,-27.332557090000005,233200,0.05532972514629364,100.0,2332,28.76772689819336,36,1.1228728294372559,,
,233399,0.009283693507313728,0.0003,,233500,0.044870030134916306,,,27.9532470703125,,1.178018569946289,100.0,-26.52473618
6372,233499,0.009258472360670567,0.0003,-27.20648658,233600,0.06393233686685562,100.0,2336,28.52118682861328,36,0.2643813490867615,,
,233899,0.009384812787175179,0.0003,,234000,0.0490361824631691,,,28.43751335144043,,-1.995680809020996,100.0,-25.765966359999997
6384,,,,-27.145229720000003,234000,,100.0,2340,,36,,,
6389,234299,0.009190111421048641,0.0003,-27.02263198,234400,0.05009421706199646,100.0,2344,28.385915756225586,36,0.2500675618648529,,
,234399,0.009240218438208103,0.0003,,234500,0.04743580520153046,,,27.564960479736328,,-0.2585288882255554,100.0,-25.704446719999996
6402,234699,0.009266484528779984,0.0003,-27.01631814,234800,0.04611057788133621,100.0,2348,28.28002166748047,36,-0.364790141582489,,
,234899,0.009364058263599873,0.0003,,235000,0.04456346109509468,,,28.466861724853516,,1.3882979154586792,100.0,-27.81734888
6414,235099,0.009427938610315323,0.0003,-27.07230054,235200,0.041807323694229126,100.0,2352,28.435203552246094,36,0.38443729281425476,,
,235399,0.0094098299741745,0.0003,,235500,0.03835682570934296,,,28.579586029052734,,0.7406943440437317,100.0,-25.885534699999997
6426,235499,0.009415804408490658,0.0003,-26.99192463,235600,0.05556242913007736,100.0,2356,28.499114990234375,36,-0.38908910751342773,,
,235899,0.009434334002435207,0.0003,,236000,0.04610355943441391,,,28.349884033203125,,0.24947071075439453,100.0,-25.52186476
6439,,,,-26.854287760000002,236000,,100.0,2360,,36,,,
6444,236299,0.00944716390222311,0.0003,-27.241684990000003,236400,0.06484004110097885,100.0,2364,28.497072219848633,36,0.3441193103790283,,
,236399,0.009458879008889198,0.0003,,236500,0.05877198278903961,,,28.584224700927734,,0.26382213830947876,100.0,-26.358041019999995
6456,236699,0.009455600753426552,0.0003,-27.05124671,236800,0.041269056499004364,100.0,2368,28.701824188232422,36,-1.7998921871185303,,
,236899,0.009420744143426418,0.0003,,237000,0.053688544780015945,,,28.564393997192383,,-0.42487895488739014,100.0,-25.412204700000004
6469,237099,0.009579659439623356,0.0003,-27.469560640000005,237200,0.04540162533521652,100.0,2372,28.36798095703125,36,0.10038591921329498,,
,237399,0.00955879781395197,0.0003,,237500,0.04306606948375702,,,28.576913833618164,,-0.028585121035575867,100.0,-25.6321014
6481,237499,0.00947689637541771,0.0003,-27.397525679999998,237600,0.047796837985515594,100.0,2376,28.368457794189453,36,0.29816120862960815,,
,237899,0.009486572816967964,0.0003,,238000,0.05103453993797302,,,28.349153518676758,,-0.27586492896080017,100.0,-25.29138512
6493,,,,-27.49249459999999,238000,,100.0,2380,,36,,,
6498,238299,0.009374060668051243,0.0003,-27.45867113,238400,0.039531923830509186,100.0,2384,28.197341918945312,36,-0.1943904310464859,,
,238399,0.009407891891896725,0.0003,,238500,0.045079976320266724,,,28.809022903442383,,-0.9745296239852905,100.0,-29.02489766
6511,238699,0.00949194747954607,0.0003,-27.442635069999998,238800,0.03657642379403114,100.0,2388,28.4556941986084,36,0.11984418332576752,,
,238899,0.009467316791415215,0.0003,,239000,0.04997854679822922,,,28.964954376220703,,0.3980568051338196,100.0,-24.70736602
6523,239099,0.00957838911563158,0.0003,-27.379743099999995,239200,0.045143965631723404,100.0,2392,28.608856201171875,36,0.37857019901275635,,
,239399,0.009599385783076286,0.0003,,239500,0.044219210743904114,,,28.074377059936523,,1.089582085609436,100.0,-26.6852434
6535,239499,0.009509348310530186,0.0003,-27.418706129999997,239600,0.05358698219060898,100.0,2396,28.257137298583984,36,-0.05858136713504791,,
,239899,0.009580728597939014,0.0003,,240000,0.04996975138783455,,,28.624544143676758,,-0.30409708619117737,100.0,-25.17683086
6548,,,,-27.460982039999998,240000,,100.0,2400,,36,,,
6553,240299,0.009539454244077206,0.0003,-27.324560990000005,240400,0.060466114431619644,100.0,2404,28.40889549255371,36,0.5827691555023193,,
,240399,0.0095891198143363,0.0003,,240500,0.05254512280225754,,,28.009052276611328,,0.7291215062141418,100.0,-25.272462280000003
6565,240699,0.0096215745434165,0.0003,-27.26830914,240800,0.0496220663189888,100.0,2408,28.48379898071289,36,0.12851321697235107,,
,240899,0.009590784087777138,0.0003,,241000,0.04825546592473984,,,28.519432067871094,,0.5168823003768921,100.0,-24.807326020000005
6578,241099,0.009505177848041058,0.0003,-27.35331972,241200,0.05162297934293747,100.0,2412,28.86876678466797,36,0.2439282238483429,,
,241399,0.009485459886491299,0.0003,,241500,0.053218740969896317,,,28.210195541381836,,-0.1296800971031189,100.0,-25.12652404
6590,241499,0.009562531486153603,0.0003,-27.235910829999998,241600,0.05032791942358017,100.0,2416,28.19283676147461,36,-0.19022929668426514,,
,241899,0.009599761106073856,0.0003,,242000,0.04277496784925461,,,28.228439331054688,,1.0542705059051514,100.0,-25.684307920000002
6602,,,,-27.244575699999995,242000,,100.0,2420,,36,,,
6607,242299,0.009466057643294334,0.0003,-27.155172569999994,242400,0.04887043684720993,100.0,2424,28.47211265563965,36,-0.5530868172645569,,
,242399,0.0094361063092947,0.0003,,242500,0.05534173548221588,,,28.119483947753906,,0.8347588777542114,100.0,-26.195054039999995
6619,242699,0.009467470459640026,0.0003,-27.226797370000003,242800,0.06760373711585999,100.0,2428,28.68517303466797,36,0.12494683265686035,,
,242899,0.009570121765136719,0.0003,,243000,0.048793643712997437,,,28.660602569580078,,0.4861593246459961,100.0,-26.318690920000005
6632,243099,0.009525446221232414,0.0003,-27.50213111,243200,0.042287133634090424,100.0,2432,28.430553436279297,36,0.4988928437232971,,
,243399,0.009630704298615456,0.0003,,243500,0.05384691059589386,,,28.59234619140625,,1.2055007219314575,100.0,-24.823950479999997
6644,243499,0.009615722112357616,0.0003,-27.534886380000003,243600,0.06537138670682907,100.0,2436,28.15838050842285,36,0.1504879891872406,,
,243899,0.009588566608726978,0.0003,,244000,0.04787367954850197,,,28.590038299560547,,0.13329941034317017,100.0,-26.56870238
6657,,,,-27.620414690000004,244000,,100.0,2440,,36,,,
6662,244299,0.00961124338209629,0.0003,-27.623381900000005,244400,0.042212944477796555,100.0,2444,28.430980682373047,36,0.30788323283195496,,
,244399,0.009668772108852863,0.0003,,244500,0.038853488862514496,,,27.692209243774414,,0.01964619755744934,100.0,-26.00138624
6674,244699,0.009549162350594997,0.0003,-27.558830739999998,244800,0.04987803101539612,100.0,2448,28.314525604248047,36,0.9416185617446899,,
,244899,0.009660186246037483,0.0003,,245000,0.0396408811211586,,,27.88412857055664,,-0.2790810763835907,100.0,-26.22621176
6686,245099,0.009540027938783169,0.0003,-27.449020989999998,245200,0.06200530380010605,100.0,2452,28.83869171142578,36,0.17527490854263306,,
,245399,0.00939012598246336,0.0003,,245500,0.053371455520391464,,,28.049827575683594,,-1.0782784223556519,100.0,-24.639946400000003
6699,245499,0.009399480186402798,0.0003,-27.52227006,245600,0.04199352115392685,100.0,2456,27.51183319091797,36,-0.1400727778673172,,
,245899,0.009648285806179047,0.0003,,246000,0.048321034759283066,,,27.86285400390625,,-0.6156928539276123,100.0,-24.859229560000003
6711,,,,-27.475682699999997,246000,,100.0,2460,,36,,,
6716,246299,0.009371473453938961,0.0003,-27.094281919999993,246400,0.040587447583675385,100.0,2464,28.049022674560547,36,0.9333553910255432,,
,246399,0.009471985511481762,0.0003,,246500,0.05403666943311691,,,28.331119537353516,,1.3654650449752808,100.0,-25.53233862
6729,246699,0.009456930682063103,0.0003,-27.245506140000003,246800,0.03881910443305969,100.0,2468,28.371410369873047,36,-0.162027508020401,,
,246899,0.009453242644667625,0.0003,,247000,0.04447918385267258,,,28.112281799316406,,-0.6224611401557922,100.0,-26.317731740000003
6741,247099,0.009360705502331257,0.0003,-27.0021306,247200,0.04162406548857689,100.0,2472,27.630176544189453,36,0.8594073057174683,,
,247399,0.009326011873781681,0.0003,,247500,0.25912442803382874,,,28.105236053466797,,0.6079363822937012,100.0,-28.16584612
6753,247499,0.009240173734724522,0.0003,-27.031958479999993,247600,0.04716624319553375,100.0,2476,28.389619827270508,36,-0.6707653403282166,,
,247899,0.009432444348931313,0.0003,,248000,0.04796946048736572,,,28.605985641479492,,-0.8004137873649597,100.0,-24.45455322
6766,,,,-26.95010628,248000,,100.0,2480,,36,,,
6771,248299,0.009257395751774311,0.0003,-26.964693939999997,248400,0.03950129449367523,100.0,2484,27.78619956970215,36,-0.6110621094703674,,
,248399,0.009269246831536293,0.0003,,248500,0.04849020391702652,,,27.801027297973633,,-0.059262990951538086,100.0,-27.5341417
6784,248699,0.00933723896741867,0.0003,-27.029776150000007,248800,0.052475325763225555,100.0,2488,28.142959594726562,36,0.6752392649650574,,
,248899,0.009365134872496128,0.0003,,249000,0.04231840372085571,,,27.908845901489258,,-0.22477702796459198,100.0,-27.43590052
6796,249099,0.009462013840675354,0.0003,-27.109134229999995,249200,0.045287225395441055,100.0,2492,27.82805633544922,36,0.01949101686477661,,
,249399,0.00943850539624691,0.0003,,249500,0.03971991688013077,,,28.026752471923828,,-0.8833446502685547,100.0,-26.168526019999998
6808,249499,0.009393001906573772,0.0003,-26.92410661,249600,0.04898224025964737,100.0,2496,27.7166748046875,36,0.2784799039363861,,
,249899,0.0092609329149127,0.0003,,250000,0.037127334624528885,,,28.156230926513672,,1.0304895639419556,100.0,-29.138742280000002
6820,,,,-26.820415500000003,250000,,100.0,2500,,36,,,
6825,250299,0.009309950284659863,0.0003,-26.932033120000007,250400,0.04089350253343582,100.0,2504,27.427471160888672,36,-1.062152624130249,,
,250399,0.009287222288548946,0.0003,,250500,0.05043673515319824,,,27.6175537109375,,0.6868830323219299,100.0,-27.36317706
6838,250699,0.00938135851174593,0.0003,-26.977072510000003,250800,0.04800654202699661,100.0,2508,28.39614486694336,36,-0.9819678068161011,,
,250899,0.00934100616723299,0.0003,,251000,0.04775165021419525,,,27.35280418395996,,0.4285881817340851,100.0,-26.59316336
6850,251099,0.009304589591920376,0.0003,-26.87210377000001,251200,0.04585689678788185,100.0,2512,27.70140838623047,36,-1.641719102859497,,
,251399,0.009224039502441883,0.0003,,251500,0.05477191507816315,,,27.949569702148438,,-0.6359533071517944,100.0,-28.0008878
6862,251499,0.009249506518244743,0.0003,-26.87261799000001,251600,0.042015790939331055,100.0,2516,27.828725814819336,36,-0.8165557384490967,,
,251899,0.009374159388244152,0.0003,,252000,0.04926075041294098,,,27.170883178710938,,-0.49139899015426636,100.0,-26.70386654
6875,,,,-26.994039369999996,252000,,100.0,2520,,36,,,
6880,252299,0.00916949100792408,0.0003,-27.085168049999996,252400,0.04639875143766403,100.0,2524,27.083114624023438,36,-0.418737530708313,,
,252399,0.00912561360746622,0.0003,,252500,0.05760407820343971,,,27.310436248779297,,0.4230923056602478,100.0,-26.816008500000002
6892,252699,0.009197166189551353,0.0003,-27.01753987,252800,0.05146847665309906,100.0,2528,27.699573516845703,36,-2.067595958709717,,
,252899,0.009180988185107708,0.0003,,253000,0.03966613858938217,,,27.845458984375,,-1.0925253629684448,100.0,-28.666781580000002
6904,253099,0.009236055426299572,0.0003,-26.58786515,253200,0.048236943781375885,100.0,2532,27.476295471191406,36,-0.3647410273551941,,
,253399,0.009154732339084148,0.0003,,253500,0.044249340891838074,,,27.031845092773438,,-0.1436551809310913,100.0,-27.483453100000006
6917,253499,0.009139719419181347,0.0003,-26.70705215,253600,0.04699832946062088,100.0,2536,27.08864402770996,36,-0.42928019165992737,,
,253899,0.009016047231853008,0.0003,,254000,0.03609214723110199,,,26.94112777709961,,-0.23850810527801514,100.0,-27.59829366
6929,,,,-26.673691639999994,254000,,100.0,2540,,36,,,
6934,254299,0.00907428190112114,0.0003,-26.59553078,254400,0.03310912474989891,100.0,2544,27.350791931152344,36,-0.40347206592559814,,
,254399,0.009062688797712326,0.0003,,254500,0.033929742872714996,,,26.677772521972656,,0.6285993456840515,100.0,-25.96540962
6947,254699,0.009037275798618793,0.0003,-26.634550410000003,254800,0.03518611192703247,100.0,2548,27.174118041992188,36,1.4116687774658203,,
,254899,0.009039560332894325,0.0003,,255000,0.03480228781700134,,,27.57196807861328,,-1.4764528274536133,100.0,-26.80227564
6959,255099,0.009163969196379185,0.0003,-26.66345267,255200,0.03826535865664482,100.0,2552,27.449539184570312,36,0.2098844349384308,,
,255399,0.009192250669002533,0.0003,,255500,0.040845923125743866,,,27.449918746948242,,-0.5059892535209656,100.0,-26.601044319999996
6971,255499,0.00909295491874218,0.0003,-26.66570484,255600,0.040460772812366486,100.0,2556,27.063282012939453,36,-0.7490646243095398,,
,255899,0.009130737744271755,0.0003,,256000,0.03285893425345421,,,27.456939697265625,,0.47267216444015503,100.0,-27.606383060000002
6984,,,,-26.71829932,256000,,100.0,2560,,36,,,
6989,256299,0.009000411257147789,0.0003,-26.73711665999999,256400,0.0462835356593132,100.0,2564,27.510894775390625,36,0.8556967973709106,,
,256399,0.009070834144949913,0.0003,,256500,0.04542774334549904,,,27.149858474731445,,-0.2248343974351883,100.0,-26.4050009
7001,256699,0.009047231636941433,0.0003,-27.15652638,256800,0.03633328154683113,100.0,2568,27.290546417236328,36,-0.1745322048664093,,
,256899,0.009104347787797451,0.0003,,257000,0.030884744599461555,,,26.75551414489746,,0.21042275428771973,100.0,-25.407653420000003
7014,257099,0.009133283980190754,0.0003,-26.98118747,257200,0.0417742058634758,100.0,2572,28.00400733947754,36,0.8067437410354614,,
,257399,0.009106765501201153,0.0003,,257500,0.04618177190423012,,,27.436412811279297,,-0.8879526257514954,100.0,-25.4249701
7026,257499,0.009089434519410133,0.0003,-26.934951129999998,257600,0.043778516352176666,100.0,2576,27.320070266723633,36,-1.1129980087280273,,
,257899,0.009114142507314682,0.0003,,258000,0.03390784561634064,,,26.604354858398438,,0.3299105167388916,100.0,-26.636511799999997
7038,,,,-26.91101246,258000,,100.0,2580,,36,,,
7043,258299,0.009082606062293053,0.0003,-26.90160219,258400,0.0368897020816803,100.0,2584,26.956899642944336,36,-0.7521841526031494,,
,258399,0.009067725390195847,0.0003,,258500,0.034375425428152084,,,27.179668426513672,,0.21082711219787598,100.0,-25.67972922
7056,258699,0.009121233597397804,0.0003,-26.76840013,258800,0.04014335945248604,100.0,2588,26.958316802978516,36,1.0787400007247925,,
,258899,0.009220759384334087,0.0003,,259000,0.03928181901574135,,,27.939807891845703,,0.11649103462696075,100.0,-25.2092735
7068,259099,0.009225131012499332,0.0003,-26.910160140000002,259200,0.037695854902267456,100.0,2592,26.966951370239258,36,-0.9383794069290161,,
,259399,0.009232761338353157,0.0003,,259500,0.04116445034742355,,,27.28443145751953,,0.26186326146125793,100.0,-28.740290320000003
7081,259499,0.009270732291042805,0.0003,-26.847993470000002,259600,0.03488333523273468,100.0,2596,27.708053588867188,36,0.7980380058288574,,
,259899,0.009162496775388718,0.0003,,260000,0.03613764047622681,,,28.325319290161133,,-1.3086605072021484,100.0,-24.845448599999994
7093,,,,-26.92051945,260000,,100.0,2600,,36,,,
7099,260299,0.0092097083106637,0.0003,-26.798035859999995,260400,0.037105295807123184,100.0,2604,27.31317138671875,36,0.28446879982948303,,
,260399,0.00923441257327795,0.0003,,260500,0.04795397073030472,,,26.78907585144043,,0.43560755252838135,100.0,-25.500224179999996
7111,260699,0.00930395070463419,0.0003,-26.75637795,260800,0.0420171394944191,100.0,2608,27.218074798583984,36,-0.14790800213813782,,
,260899,0.009250759147107601,0.0003,,261000,0.03378993272781372,,,27.553504943847656,,0.5903536081314087,100.0,-25.22879802
7123,261099,0.009191260673105717,0.0003,-26.85094714,261200,0.042559802532196045,100.0,2612,26.966711044311523,36,-0.4347308874130249,,
,261399,0.00904475525021553,0.0003,,261500,0.033559650182724,,,26.557586669921875,,0.11331374943256378,100.0,-25.24012628
7135,261499,0.009057051502168179,0.0003,-26.778336150000005,261600,0.04091358184814453,100.0,2616,27.396543502807617,36,-0.0734805315732956,,
,261899,0.009101347997784615,0.0003,,262000,0.03735531494021416,,,27.91952896118164,,-1.1358481645584106,100.0,-23.87589954
7148,,,,-26.674787880000007,262000,,100.0,2620,,36,,,
7153,262299,0.009301670826971531,0.0003,-26.532072820000003,262400,0.03571351245045662,100.0,2624,27.478235244750977,36,0.5116751194000244,,
,262399,0.009340080432593822,0.0003,,262500,0.04624798893928528,,,27.428874969482422,,-0.7323574423789978,100.0,-24.6345217
7166,262699,0.009253689087927341,0.0003,-26.480446899999997,262800,0.03984437510371208,100.0,2628,27.367961883544922,36,0.6498024463653564,,
,262899,0.009200766682624817,0.0003,,263000,0.05086170881986618,,,26.992305755615234,,-0.7155305743217468,100.0,-25.140827160000004
7178,263099,0.009136267937719822,0.0003,-26.42324626,263200,0.025055106729269028,100.0,2632,26.570781707763672,36,-0.3771626949310303,,
,263399,0.009112047962844372,0.0003,,263500,0.038911666721105576,,,27.128643035888672,,-0.04997776448726654,100.0,-24.252832940000005
7190,263499,0.00916755385696888,0.0003,-26.296261949999995,263600,0.034079670906066895,100.0,2636,27.17578125,36,-0.3557886481285095,,
,263899,0.009162706322968006,0.0003,,264000,0.056199416518211365,,,27.152803421020508,,1.2357053756713867,100.0,-24.582491339999997
7202,,,,-26.397379419999993,264000,,100.0,2640,,36,,,
7208,264299,0.009065606631338596,0.0003,-26.481460530000007,264400,0.04545857384800911,100.0,2644,27.382535934448242,36,-0.7111936807632446,,
,264399,0.009051136672496796,0.0003,,264500,0.04674185812473297,,,27.28094482421875,,0.7162588834762573,100.0,-24.91329844
7220,264699,0.009085902944207191,0.0003,-26.390922790000005,264800,0.047118332237005234,100.0,2648,27.369726181030273,36,0.5376642942428589,,
,264899,0.009196612983942032,0.0003,,265000,0.03758158162236214,,,27.632583618164062,,-0.5086028575897217,100.0,-25.082280620000002
7232,265099,0.009222786873579025,0.0003,-26.27492406,265200,0.048497237265110016,100.0,2652,27.912822723388672,36,-0.6791651844978333,,
,265399,0.009191339835524559,0.0003,,265500,0.03295322507619858,,,26.865001678466797,,-0.3006308972835541,100.0,-24.210544079999995
7245,265499,0.0091642364859581,0.0003,-26.24167905,265600,0.033979497849941254,100.0,2656,27.218547821044922,36,-0.6026760339736938,,
,265899,0.0090866694226861,0.0003,,266000,0.04377537593245506,,,26.778942108154297,,0.7386243343353271,100.0,-24.133447840000002
7257,,,,-26.15984366,266000,,100.0,2660,,36,,,
7262,266299,0.009100975468754768,0.0003,-26.147391119999998,266400,0.040617287158966064,100.0,2664,27.30119514465332,36,-1.0343149900436401,,
,266399,0.009091965854167938,0.0003,,266500,0.055593736469745636,,,28.040678024291992,,-0.43122345209121704,100.0,-23.760174060000004
7275,266699,0.00907897762954235,0.0003,-25.6147866,266800,0.03993527218699455,100.0,2668,27.133174896240234,36,0.8019801378250122,,
,266899,0.009098072536289692,0.0003,,267000,0.04326580464839935,,,26.740657806396484,,0.32256144285202026,100.0,-23.717002060000006
