train/ent_coef,train/learning_rate,train/n_updates,train/critic_loss,rollout/ep_len_mean,train/actor_loss,time/fps,train/ent_coef_loss,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,eval/mean_ep_length,eval/mean_reward
0.27739861607551575,0.0003,4299,0.058071672916412354,100.0,-19.87104034423828,47,-14.369043350219727,44,-137.4071835,93,4400,,
0.269376277923584,0.0003,4399,0.04980061203241348,,-19.574068069458008,,-14.797765731811523,,,,4500,100.0,-50.056158079999996
0.24673207104206085,0.0003,4699,0.037441376596689224,100.0,-18.98760223388672,46,-15.419819831848145,48,-135.4874514375,103,4800,,
0.2327500879764557,0.0003,4899,0.053343359380960464,,-18.50457000732422,,-15.963617324829102,,,,5000,100.0,-51.49559789999999
0.21960365772247314,0.0003,5099,0.04038082808256149,100.0,-17.91652488708496,45,-16.539688110351562,52,-133.28835898076923,114,5200,,
0.20132483541965485,0.0003,5399,0.03723796457052231,,-17.20943260192871,,-17.05866813659668,,,,5500,100.0,-51.9612784
0.1955985575914383,0.0003,5499,0.040915533900260925,100.0,-16.88190460205078,45,-17.486658096313477,56,-130.95755791071429,124,5600,,
0.17434486746788025,0.0003,5899,0.028788935393095016,,-15.759635925292969,,-17.852005004882812,,,,6000,100.0,-49.000936859999996
,,,,100.0,,44,,60,-128.70693676666667,134,6000,,
0.1555452048778534,0.0003,6299,0.026758331805467606,100.0,-14.588300704956055,46,-18.94829559326172,64,-126.23322585937501,138,6400,,
0.15118934214115143,0.0003,6399,0.028214095160365105,,-14.319727897644043,,-18.71064567565918,,,,6500,100.0,-47.107765359999995
0.1388886421918869,0.0003,6699,0.023639323189854622,100.0,-13.358709335327148,45,-19.695526123046875,68,-123.75596158823531,148,6800,,
0.13128775358200073,0.0003,6899,0.02574518509209156,,-12.662543296813965,,-19.308574676513672,,,,7000,100.0,-45.97254326
0.12412583827972412,0.0003,7099,0.027668513357639313,100.0,-11.863245010375977,45,-20.04907989501953,72,-121.43129241666666,159,7200,,
0.11416135728359222,0.0003,7399,0.0176248736679554,,-10.953195571899414,,-20.226219177246094,,,,7500,100.0,-45.83212618
0.11103131622076035,0.0003,7499,0.024033084511756897,100.0,-10.725456237792969,44,-20.516613006591797,76,-118.95454561842105,169,7600,,
0.09940169006586075,0.0003,7899,0.01796635240316391,,-9.475882530212402,,-20.931556701660156,,,,8000,100.0,-46.032674420000006
,,,,100.0,,44,,80,-116.52112711250001,179,8000,,
0.08906782418489456,0.0003,8299,0.016093941405415535,100.0,-7.9880266189575195,45,-20.160335540771484,84,-114.31270646428572,183,8400,,
0.08666612952947617,0.0003,8399,0.017835620790719986,,-7.537074089050293,,-20.212966918945312,,,,8500,100.0,-45.5400475
0.0798715204000473,0.0003,8699,0.01725165918469429,100.0,-6.86989688873291,45,-20.31576156616211,88,-112.22658846590912,192,8800,,
0.07564983516931534,0.0003,8899,0.014450520277023315,,-6.235013961791992,,-20.687767028808594,,,,9000,100.0,-44.40802322
0.07166238129138947,0.0003,9099,0.015204080380499363,100.0,-5.5012311935424805,45,-20.89959144592285,92,-110.16795667391307,200,9200,,
0.06609553843736649,0.0003,9399,0.014769572764635086,,-4.5845627784729,,-20.474193572998047,,,,9500,100.0,-44.493045099999996
0.06434095650911331,0.0003,9499,0.01276412419974804,100.0,-4.508986949920654,45,-20.555683135986328,96,-108.29947572916667,209,9600,,
0.05779764801263809,0.0003,9899,0.011474994011223316,,-3.226531982421875,,-19.849199295043945,,,,10000,100.0,-43.825539719999995
,,,,100.0,,45,,100,-106.42143369000001,217,10000,,
0.051954906433820724,0.0003,10299,0.013809099793434143,100.0,-1.6330318450927734,47,-20.210830688476562,104,-102.60105709000001,220,10400,,
0.05059565603733063,0.0003,10399,0.013248272240161896,,-1.5756642818450928,,-20.111915588378906,,,,10500,100.0,-43.62111456
0.04673926532268524,0.0003,10699,0.013355597853660583,100.0,-0.7866212129592896,47,-19.919525146484375,108,-98.80532533000003,229,10800,,
0.04434327781200409,0.0003,10899,0.012042326852679253,,-0.22543179988861084,,-19.505891799926758,,,,11000,100.0,-41.775693800000006
0.04208385944366455,0.0003,11099,0.013110524043440819,100.0,0.4290013015270233,47,-19.605606079101562,112,-94.84196811,237,11200,,
0.038923077285289764,0.0003,11399,0.013291982002556324,,1.1871623992919922,,-18.77737808227539,,,,11500,100.0,-41.20553642
0.03792658820748329,0.0003,11499,0.014104876667261124,100.0,1.685347557067871,47,-18.298870086669922,116,-91.22738642000002,245,11600,,
0.03421816602349281,0.0003,11899,0.01268916204571724,,2.789860248565674,,-18.762596130371094,,,,12000,100.0,-43.228155459999996
,,,,100.0,,47,,120,-87.47878654,254,12000,,
0.030907709151506424,0.0003,12299,0.012668787501752377,100.0,3.564089298248291,48,-17.42366600036621,124,-83.99152473,257,12400,,
0.030133798718452454,0.0003,12399,0.009922461584210396,,3.740557909011841,,-17.592424392700195,,,,12500,100.0,-41.0563132
0.02795546129345894,0.0003,12699,0.009547093883156776,100.0,4.487660884857178,48,-17.271650314331055,128,-80.61582503,266,12800,,
0.026597676798701286,0.0003,12899,0.010189875029027462,,5.023748397827148,,-16.575496673583984,,,,13000,100.0,-41.7035112
0.025313612073659897,0.0003,13099,0.010452591814100742,100.0,5.334650993347168,48,-16.150466918945312,132,-77.34403619999999,274,13200,,
0.023515088483691216,0.0003,13399,0.013762328773736954,,6.243952751159668,,-15.166913986206055,,,,13500,100.0,-41.0141629
0.02294740080833435,0.0003,13499,0.010926520451903343,100.0,6.073603630065918,48,-14.816459655761719,136,-74.63434389999999,282,13600,,
0.02082674205303192,0.0003,13899,0.013674547895789146,,7.4650421142578125,,-13.992279052734375,,,,14000,100.0,-39.51869724
,,,,100.0,,48,,140,-71.53828893,291,14000,,
0.018931956961750984,0.0003,14299,0.009716751985251904,100.0,8.061524391174316,48,-13.209169387817383,144,-68.78326448,294,14400,,
0.018493318930268288,0.0003,14399,0.010147102177143097,,8.397462844848633,,-14.060341835021973,,,,14500,100.0,-39.52825502
0.01725180819630623,0.0003,14699,0.011286512017250061,100.0,8.822456359863281,48,-12.101125717163086,148,-66.03582238,303,14800,,
0.01648263819515705,0.0003,14899,0.010961741209030151,,9.222352981567383,,-9.885763168334961,,,,15000,100.0,-38.33489606
0.015761589631438255,0.0003,15099,0.0100338039919734,100.0,9.743353843688965,48,-11.58015251159668,152,-63.53072244999999,311,15200,,
0.014754220843315125,0.0003,15399,0.012269428931176662,,10.121007919311523,,-10.549262046813965,,,,15500,100.0,-38.58512126
0.01443849503993988,0.0003,15499,0.010672182776033878,100.0,10.234268188476562,48,-9.454524993896484,156,-61.35776310999999,320,15600,,
0.013270399533212185,0.0003,15899,0.010870685800909996,,11.246703147888184,,-8.328168869018555,,,,16000,100.0,-42.41106254
,,,,100.0,,48,,160,-59.06579807999999,328,16000,,
0.012255428358912468,0.0003,16299,0.010448590852320194,100.0,11.932599067687988,49,-7.187882900238037,164,-57.26100801,332,16400,,
0.012021654285490513,0.0003,16399,0.010426743887364864,,11.811656951904297,,-6.669140815734863,,,,16500,100.0,-41.39627598
0.011368725448846817,0.0003,16699,0.013274885714054108,100.0,12.403921127319336,49,-6.931507110595703,168,-55.82245545999999,340,16800,,
0.010971126146614552,0.0003,16899,0.009799659252166748,,12.626092910766602,,-5.373550891876221,,,,17000,100.0,-38.33756726000001
0.01060500554740429,0.0003,17099,0.009562958963215351,100.0,13.17593002319336,49,-5.664732933044434,172,-54.15795469,348,17200,,
0.01011695433408022,0.0003,17399,0.011284656822681427,,13.506546020507812,,-4.12303352355957,,,,17500,100.0,-39.81923434
0.009967446327209473,0.0003,17499,0.010976573452353477,100.0,13.889041900634766,49,-5.381904125213623,176,-52.92364875000001,357,17600,,
0.009430371224880219,0.0003,17899,0.015270479023456573,,14.230091094970703,,-2.156006336212158,,,,18000,100.0,-39.37130434
,,,,100.0,,49,,180,-51.909330589999996,365,18000,,
0.009011886082589626,0.0003,18299,0.011042848229408264,100.0,14.772479057312012,49,-2.1819581985473633,184,-50.63110561999999,369,18400,,
0.008921495638787746,0.0003,18399,0.012658054940402508,,14.750648498535156,,-1.7016644477844238,,,,18500,100.0,-38.42561826
0.008686932735145092,0.0003,18699,0.008690008893609047,100.0,15.168079376220703,49,-2.3238062858581543,188,-49.67480396,377,18800,,
0.008544614538550377,0.0003,18899,0.012291887775063515,,15.589608192443848,,-0.7863511443138123,,,,19000,100.0,-40.183237520000006
0.00842110812664032,0.0003,19099,0.011650730855762959,100.0,15.927358627319336,49,0.5611296892166138,192,-48.7876788,386,19200,,
0.008285998366773129,0.0003,19399,0.009961279109120369,,15.967869758605957,,-0.10506057739257812,,,,19500,100.0,-39.3225093
0.008250491693615913,0.0003,19499,0.01084420271217823,100.0,16.162443161010742,49,0.576049268245697,196,-47.71357661,394,19600,,
0.008163890801370144,0.0003,19899,0.010950436815619469,,17.06502342224121,,-0.014579147100448608,,,,20000,100.0,-38.06172278
,,,,100.0,,49,,200,-47.11263645,403,20000,,
0.008141867816448212,0.0003,20299,0.010801000520586967,100.0,17.066829681396484,50,-0.7648037672042847,204,-46.52865662,406,20400,,
0.008141269907355309,0.0003,20399,0.011778542771935463,,17.25517463684082,,-0.9912312626838684,,,,20500,100.0,-38.003143419999994
0.00817133765667677,0.0003,20699,0.0099381348118186,100.0,17.67605972290039,50,-0.3906628489494324,208,-45.993033750000016,415,20800,,
0.008242013864219189,0.0003,20899,0.01601654663681984,,17.755626678466797,,-1.409356713294983,,,,21000,100.0,-37.89619251999999
0.008272772654891014,0.0003,21099,0.011402660980820656,100.0,17.97968864440918,50,0.19422581791877747,212,-45.361266990000004,423,21200,,
0.008294845931231976,0.0003,21399,0.012559772469103336,,18.41010284423828,,0.8268457651138306,,,,21500,100.0,-39.34054882
0.008305703289806843,0.0003,21499,0.010080017149448395,100.0,18.63477325439453,49,0.020606398582458496,216,-44.86173363999999,432,21600,,
0.008418338373303413,0.0003,21899,0.011356780305504799,,18.916433334350586,,-1.3694418668746948,,,,22000,100.0,-39.38527896
,,,,100.0,,49,,220,-44.48652973000001,440,22000,,
0.008470797911286354,0.0003,22299,0.010637308470904827,100.0,19.433256149291992,50,0.13686496019363403,224,-43.95464659000001,444,22400,,
0.008468697778880596,0.0003,22399,0.013733891770243645,,19.466033935546875,,0.5752569437026978,,,,22500,100.0,-38.11732422
0.00849995855242014,0.0003,22699,0.012589812278747559,100.0,20.052776336669922,50,-0.0862354040145874,228,-43.805158920000004,452,22800,,
0.008515662513673306,0.0003,22899,0.013296596705913544,,19.842117309570312,,0.5056755542755127,,,,23000,100.0,-39.34260708
0.00849897414445877,0.0003,23099,0.010995354503393173,100.0,20.261396408081055,50,1.5945777893066406,232,-43.30151747,460,23200,,
0.00852135382592678,0.0003,23399,0.010440632700920105,,20.783309936523438,,0.454614520072937,,,,23500,100.0,-39.34252676
0.008521487936377525,0.0003,23499,0.011917879804968834,100.0,20.853261947631836,50,-0.09196609258651733,236,-42.74411688,469,23600,,
0.008527429774403572,0.0003,23899,0.00959093403071165,,20.900714874267578,,0.11205388605594635,,,,24000,100.0,-37.290576
,,,,100.0,,50,,240,-42.49730917,477,24000,,
0.008539498783648014,0.0003,24299,0.009848169982433319,100.0,21.484325408935547,50,-0.03757584095001221,244,-42.283162919999995,481,24400,,
0.008535314351320267,0.0003,24399,0.011376182548701763,,21.548023223876953,,-0.0635376125574112,,,,24500,100.0,-38.68200108
0.008587224408984184,0.0003,24699,0.01152400579303503,100.0,21.74390411376953,50,-0.8230361938476562,248,-42.008505940000006,489,24800,,
0.008571327663958073,0.0003,24899,0.012110208161175251,,22.011444091796875,,0.21948805451393127,,,,25000,100.0,-37.300291
0.008566525764763355,0.0003,25099,0.0117797227576375,100.0,22.02507781982422,50,1.6221823692321777,252,-41.91658039,498,25200,,
0.008573310449719429,0.0003,25399,0.011657146736979485,,22.59487533569336,,1.6743265390396118,,,,25500,100.0,-39.286722280000006
0.008525657467544079,0.0003,25499,0.013283416628837585,100.0,22.45944595336914,50,-0.8822019100189209,256,-41.50847746,506,25600,,
0.008653427474200726,0.0003,25899,0.011376157402992249,,22.81418228149414,,0.5247355103492737,,,,26000,100.0,-38.661480080000004
,,,,100.0,,50,,260,-41.557116109999996,515,26000,,
0.008631939999759197,0.0003,26299,0.011458851397037506,100.0,23.179922103881836,50,-0.40962767601013184,264,-41.51678946999999,518,26400,,
0.008618401363492012,0.0003,26399,0.010527028702199459,,23.406633377075195,,-0.1333467662334442,,,,26500,100.0,-38.20144828
0.008584420196712017,0.0003,26699,0.011556962504982948,100.0,23.76821517944336,50,-0.9221517443656921,268,-41.28601129999999,527,26800,,
0.008601301349699497,0.0003,26899,0.009402213618159294,,23.936725616455078,,0.2546994686126709,,,,27000,100.0,-37.764412439999994
0.008566249161958694,0.0003,27099,0.01215999573469162,100.0,23.895339965820312,50,0.8727258443832397,272,-41.50230457999999,535,27200,,
0.008573976345360279,0.0003,27399,0.013554252684116364,,24.574995040893555,,0.23615193367004395,,,,27500,100.0,-36.72325674
0.008616096340119839,0.0003,27499,0.013259898871183395,100.0,24.487625122070312,50,-0.16870829463005066,276,-41.39887134,543,27600,,
0.008578273467719555,0.0003,27899,0.011917641386389732,,24.709796905517578,,-1.4869405031204224,,,,28000,100.0,-37.96607056
,,,,100.0,,50,,280,-41.22721241,552,28000,,
0.008510365150868893,0.0003,28299,0.013577737845480442,100.0,25.443790435791016,51,0.6705313920974731,284,-41.26456939,555,28400,,
0.008537638001143932,0.0003,28399,0.012925492599606514,,25.08036994934082,,-0.7698284387588501,,,,28500,100.0,-39.150737240000005
0.008513888344168663,0.0003,28699,0.013451655395328999,100.0,25.217742919921875,51,0.44426849484443665,288,-41.14470528999999,563,28800,,
0.008591066114604473,0.0003,28899,0.00945129431784153,,25.470218658447266,,0.6938441395759583,,,,29000,100.0,-37.85898522
0.008533279411494732,0.0003,29099,0.010664593428373337,100.0,25.612356185913086,51,-0.4619567394256592,292,-40.951973699999996,572,29200,,
0.008541201241314411,0.0003,29399,0.011972431093454361,,25.971590042114258,,-0.6094233393669128,,,,29500,100.0,-36.947770399999996
0.008508303202688694,0.0003,29499,0.010510832071304321,100.0,26.059215545654297,50,1.609580397605896,296,-40.85612842,580,29600,,
0.008541608229279518,0.0003,29899,0.011988596059381962,,26.044071197509766,,0.8117014169692993,,,,30000,100.0,-37.648487960000004
,,,,100.0,,50,,300,-40.616844439999994,589,30000,,
0.008515962399542332,0.0003,30299,0.009488720446825027,100.0,26.676071166992188,51,-0.8755502104759216,304,-40.2535715,592,30400,,
0.008507958613336086,0.0003,30399,0.010738055221736431,,26.736848831176758,,1.301533579826355,,,,30500,100.0,-36.90474348000001
0.008494909852743149,0.0003,30699,0.010855823755264282,100.0,27.05949592590332,51,1.3197693824768066,308,-40.06920412,601,30800,,
0.008588637225329876,0.0003,30899,0.012211453169584274,,27.070728302001953,,-0.6195650696754456,,,,31000,100.0,-36.75137038
0.008543229661881924,0.0003,31099,0.011102290824055672,100.0,27.079370498657227,51,-0.3104516565799713,312,-40.06929062,609,31200,,
0.00854445993900299,0.0003,31399,0.010174067690968513,,27.378108978271484,,0.19885358214378357,,,,31500,100.0,-37.74174838
0.008540281094610691,0.0003,31499,0.014213554561138153,100.0,27.63538360595703,51,2.0631282329559326,316,-39.8524523,618,31600,,
0.00858799833804369,0.0003,31899,0.011275304481387138,,27.871116638183594,,0.4654049575328827,,,,32000,100.0,-37.767293679999995
,,,,100.0,,51,,320,-39.49393317,626,32000,,
0.008562850765883923,0.0003,32299,0.011760825291275978,100.0,28.005233764648438,51,-0.12360849976539612,324,-39.73871559,630,32400,,
0.008604325354099274,0.0003,32399,0.012648845091462135,,28.28449249267578,,0.049605563282966614,,,,32500,100.0,-37.47917392
0.008650754578411579,0.0003,32699,0.020180320367217064,100.0,28.429725646972656,51,0.9243476986885071,328,-39.542965089999996,638,32800,,
0.008664390072226524,0.0003,32899,0.011362088844180107,,28.276504516601562,,-0.2980187237262726,,,,33000,100.0,-37.595952
0.008608967065811157,0.0003,33099,0.01293215062469244,100.0,28.688488006591797,51,0.40096545219421387,332,-39.59477248,647,33200,,
0.008684455417096615,0.0003,33399,0.012993370182812214,,28.939590454101562,,0.7679508924484253,,,,33500,100.0,-36.556010359999995
0.008695224300026894,0.0003,33499,0.016972150653600693,100.0,28.67235565185547,51,1.0067269802093506,336,-39.45463463000001,655,33600,,
0.008714060299098492,0.0003,33899,0.012501872144639492,,29.156845092773438,,-1.5896110534667969,,,,34000,100.0,-37.120183000000004
,,,,100.0,,51,,340,-39.53689731000001,664,34000,,
0.00864613987505436,0.0003,34299,0.013435745611786842,100.0,29.502004623413086,51,-0.7366546988487244,344,-39.372450820000005,667,34400,,
0.008631903678178787,0.0003,34399,0.013949012383818626,,29.542747497558594,,0.14866170287132263,,,,34500,100.0,-37.27385058
0.008677203208208084,0.0003,34699,0.012037514708936214,100.0,29.52271842956543,51,-0.7495994567871094,348,-39.33559357,676,34800,,
0.008674513548612595,0.0003,34899,0.014245212078094482,,29.635704040527344,,0.8684612512588501,,,,35000,100.0,-38.06218867999999
0.00867079570889473,0.0003,35099,0.013339889235794544,100.0,29.74146842956543,51,-0.22848109900951385,352,-39.23990313,684,35200,,
0.008640946820378304,0.0003,35399,0.014724950306117535,,30.299823760986328,,-0.4060044288635254,,,,35500,100.0,-38.11326363999999
0.008635584264993668,0.0003,35499,0.011846804991364479,100.0,30.210033416748047,51,-0.015554845333099365,356,-39.45364568,693,35600,,
0.008687271736562252,0.0003,35899,0.011053197085857391,,30.281166076660156,,-0.40418291091918945,,,,36000,100.0,-39.13807714
,,,,100.0,,51,,360,-39.26663843,701,36000,,
0.008626274764537811,0.0003,36299,0.013903236016631126,100.0,30.617351531982422,51,0.6019662618637085,364,-39.05316248999999,705,36400,,
0.008637630380690098,0.0003,36399,0.015758579596877098,,30.599822998046875,,1.1562950611114502,,,,36500,100.0,-38.51369036
0.008725477382540703,0.0003,36699,0.010340830311179161,100.0,30.825105667114258,51,-2.082317352294922,368,-39.06779593,713,36800,,
0.008761921897530556,0.0003,36899,0.012079616077244282,,30.609905242919922,,-0.526765763759613,,,,37000,100.0,-38.94877758
0.008753265254199505,0.0003,37099,0.0126472944393754,100.0,30.894268035888672,51,1.6993625164031982,372,-38.954344649999996,722,37200,,
0.008734202943742275,0.0003,37399,0.01294342614710331,,30.805212020874023,,0.31740719079971313,,,,37500,100.0,-39.487486200000006
0.008690755814313889,0.0003,37499,0.014945884235203266,100.0,30.985767364501953,51,1.5236083269119263,376,-38.94795624,730,37600,,
0.008781312964856625,0.0003,37899,0.013944406993687153,,31.417423248291016,,-1.0329608917236328,,,,38000,100.0,-39.46294028
,,,,100.0,,51,,380,-38.785931999999995,739,38000,,
0.008808664977550507,0.0003,38299,0.01457186695188284,100.0,31.776670455932617,51,1.0805243253707886,384,-38.71705368,742,38400,,
0.008836274035274982,0.0003,38399,0.015028931200504303,,31.627426147460938,,0.20536679029464722,,,,38500,100.0,-37.93510886
0.00886186957359314,0.0003,38699,0.012242295779287815,100.0,31.48369789123535,51,-0.3716910481452942,388,-38.40994078,751,38800,,
0.008791619911789894,0.0003,38899,0.012918240390717983,,31.796039581298828,,0.11230389773845673,,,,39000,100.0,-36.70074224
0.008815445937216282,0.0003,39099,0.015925761312246323,100.0,32.06816864013672,51,-1.192021131515503,392,-38.579981090000004,759,39200,,
0.008887509815394878,0.0003,39399,0.013772822916507721,,32.238609313964844,,1.6477470397949219,,,,39500,100.0,-37.444990260000004
0.008907675743103027,0.0003,39499,0.013354688882827759,100.0,32.149620056152344,51,-1.3305623531341553,396,-38.74696942,768,39600,,
0.008913097903132439,0.0003,39899,0.01336606964468956,,32.52464294433594,,-1.1387927532196045,,,,40000,100.0,-37.4395147
,,,,100.0,,51,,400,-38.67225406,776,40000,,
0.00898153055459261,0.0003,40299,0.013620690442621708,100.0,32.19445037841797,51,-0.4303615689277649,404,-38.94620071,779,40400,,
0.009032773785293102,0.0003,40399,0.013829916715621948,,32.02843475341797,,0.030084341764450073,,,,40500,100.0,-37.00441404
0.009092066437005997,0.0003,40699,0.015390919521450996,100.0,32.636390686035156,51,-0.8015501499176025,408,-38.916712059999995,788,40800,,
0.009115098975598812,0.0003,40899,0.012810307554900646,,32.344970703125,,1.1410613059997559,,,,41000,100.0,-36.46477135999999
0.009147091768682003,0.0003,41099,0.014471293427050114,100.0,32.588844299316406,51,1.7301698923110962,412,-38.75668130999999,796,41200,,
0.009120502509176731,0.0003,41399,0.01876537874341011,,33.12022399902344,,0.6186813116073608,,,,41500,100.0,-37.71422880000001
0.009151048958301544,0.0003,41499,0.020669404417276382,100.0,33.041603088378906,51,-1.0859955549240112,416,-38.61947427,805,41600,,
0.009082295000553131,0.0003,41899,0.015065062791109085,,32.94832992553711,,0.5063307285308838,,,,42000,100.0,-35.98634646
,,,,100.0,,51,,420,-38.523251939999994,813,42000,,
0.009115954861044884,0.0003,42299,0.015559916384518147,100.0,33.38714599609375,51,1.361241340637207,424,-38.65254092,816,42400,,
0.009120537899434566,0.0003,42399,0.02009470760822296,,33.06514358520508,,-0.16854801774024963,,,,42500,100.0,-35.887996720000004
0.00918111577630043,0.0003,42699,0.02051166072487831,100.0,33.46469497680664,51,-0.5397726893424988,428,-38.4917774,825,42800,,
0.009162667207419872,0.0003,42899,0.01667170599102974,,33.43328857421875,,0.9525279402732849,,,,43000,100.0,-36.08483044
0.009177551604807377,0.0003,43099,0.017336102202534676,100.0,33.581092834472656,51,0.17173334956169128,432,-38.547555440000004,833,43200,,
0.009118094108998775,0.0003,43399,0.01828625798225403,,33.795265197753906,,0.34086787700653076,,,,43500,100.0,-35.86570574
0.009138943627476692,0.0003,43499,0.014462936669588089,100.0,33.569915771484375,51,0.08950410783290863,436,-38.387970689999996,842,43600,,
0.009187530726194382,0.0003,43899,0.016512945294380188,,33.81660461425781,,-1.205108880996704,,,,44000,100.0,-36.29997278
,,,,100.0,,51,,440,-38.35347205,850,44000,,
0.009163838811218739,0.0003,44299,0.014405163004994392,100.0,34.04557800292969,51,-0.4806574583053589,444,-38.402897419999995,854,44400,,
0.009188271127641201,0.0003,44399,0.014472318813204765,,34.03425598144531,,-0.6707650423049927,,,,44500,100.0,-35.894312459999995
0.009157312102615833,0.0003,44699,0.013366731815040112,100.0,33.9019660949707,51,-0.05293682962656021,448,-38.28576339,862,44800,,
0.009172476828098297,0.0003,44899,0.017151672393083572,,33.999420166015625,,1.5210038423538208,,,,45000,100.0,-35.52657096
0.009271470829844475,0.0003,45099,0.01651495136320591,100.0,34.598289489746094,51,0.7178059816360474,452,-38.15579767,871,45200,,
0.009334145113825798,0.0003,45399,0.01712789013981819,,34.48244094848633,,0.23915418982505798,,,,45500,100.0,-36.27579568
0.009357564151287079,0.0003,45499,0.01508704200387001,100.0,34.71128845214844,51,1.9156430959701538,456,-37.91029109000001,879,45600,,
0.009336277842521667,0.0003,45899,0.015489581041038036,,34.81134796142578,,-0.7757505774497986,,,,46000,100.0,-36.30316856
,,,,100.0,,51,,460,-37.97751419000001,888,46000,,
0.009322828613221645,0.0003,46299,0.01659085415303707,100.0,34.776466369628906,52,1.4725069999694824,464,-38.243656949999995,891,46400,,
0.00932089053094387,0.0003,46399,0.014364791102707386,,34.52839279174805,,1.2109711170196533,,,,46500,100.0,-36.616512920000005
0.009376255795359612,0.0003,46699,0.01479044184088707,100.0,34.38029479980469,51,0.961582601070404,468,-37.947034720000005,900,46800,,
0.009326266124844551,0.0003,46899,0.01478189043700695,,34.59789276123047,,-0.9139920473098755,,,,47000,100.0,-36.7816742
0.009342694655060768,0.0003,47099,0.01661914959549904,100.0,34.503379821777344,51,0.05171072483062744,472,-37.71320172,908,47200,,
0.009391787461936474,0.0003,47399,0.015572190284729004,,34.54814910888672,,-0.7995873689651489,,,,47500,100.0,-36.008445099999996
0.009416203945875168,0.0003,47499,0.018646299839019775,100.0,34.79669189453125,51,-0.7064728140830994,476,-37.62756693,916,47600,,
0.009388447739183903,0.0003,47899,0.015633095055818558,,35.40317916870117,,-0.5425201654434204,,,,48000,100.0,-37.08756844
,,,,100.0,,51,,480,-37.835628959999994,925,48000,,
0.009425511583685875,0.0003,48299,0.02086258865892887,100.0,35.21675109863281,52,-0.35019686818122864,484,-37.768494309999994,929,48400,,
0.009434675797820091,0.0003,48399,0.014928663149476051,,35.07786178588867,,0.020862996578216553,,,,48500,100.0,-38.091897960000004
0.009492043405771255,0.0003,48699,0.019878452643752098,100.0,35.273780822753906,52,0.7050679922103882,488,-38.11628889000001,937,48800,,
0.009508677758276463,0.0003,48899,0.017728086560964584,,35.18670654296875,,-1.483901858329773,,,,49000,100.0,-37.99440938
0.009467854164540768,0.0003,49099,0.017197374254465103,100.0,35.91203308105469,52,0.2498599886894226,492,-38.05463185000001,946,49200,,
0.009456767700612545,0.0003,49399,0.01600748300552368,,35.47486877441406,,-1.0764620304107666,,,,49500,100.0,-37.63050818
0.009428141638636589,0.0003,49499,0.012836333364248276,100.0,35.21088409423828,51,-0.5212543606758118,496,-37.97666856000001,954,49600,,
0.009445317089557648,0.0003,49899,0.01856222003698349,,35.35622787475586,,0.9325541853904724,,,,50000,100.0,-37.53684974
,,,,100.0,,51,,500,-38.126339460000004,962,50000,,
