train/critic_loss,time/total_timesteps,train/actor_loss,eval/mean_ep_length,train/learning_rate,train/n_updates,eval/mean_reward,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/episodes,time/time_elapsed
58.33183288574219,34500,-2056.183837890625,1000.0,0.001,34399,36438.796776619994,,,,,
35.12640380859375,35000,-2054.868896484375,1000.0,0.001,34899,36405.63106354001,,,,,
159.09808349609375,35500,-2036.0740966796875,1000.0,0.001,35399,36309.64612884,,,,,
113.82884979248047,36000,-2086.13037109375,1000.0,0.001,35899,36301.908832500005,,,,,
,36000,,,,,,36862.57249102778,8,1000.0,36,4461
210.17544555664062,36500,-2069.341064453125,1000.0,0.001,36399,36301.908832500005,,,,,
74.88037109375,37000,-2088.20654296875,1000.0,0.001,36899,36480.400106559995,,,,,
93.32901000976562,37500,-2132.615478515625,1000.0,0.001,37399,36480.400106559995,,,,,
115.96674346923828,38000,-2122.953369140625,1000.0,0.001,37899,36480.400106559995,,,,,
80.72578430175781,38500,-2168.844482421875,1000.0,0.001,38399,36480.400106559995,,,,,
143.46124267578125,39000,-2166.857421875,1000.0,0.001,38899,36480.400106559995,,,,,
49.647186279296875,39500,-2183.930419921875,1000.0,0.001,39399,36483.3192323,,,,,
67.87376403808594,40000,-2203.27587890625,1000.0,0.001,39899,36427.15291382,,,,,
,40000,,,,,,36829.497359375004,8,1000.0,40,4989
180.06289672851562,40500,-2233.8046875,1000.0,0.001,40399,36381.52344414,,,,,
562.5574951171875,41000,-2215.119140625,1000.0,0.001,40899,36465.43918866,,,,,
109.37234497070312,41500,-2221.07421875,1000.0,0.001,41399,36477.17228352,,,,,
112.06523895263672,42000,-2218.36962890625,1000.0,0.001,41899,36475.247591299994,,,,,
83.70976257324219,42500,-2250.65673828125,1000.0,0.001,42399,36465.43918866,,,,,
115.2432861328125,43000,-2264.86669921875,1000.0,0.001,42899,36465.43918866,,,,,
70.11276245117188,43500,-2284.831787109375,1000.0,0.001,43399,36465.43918866,,,,,
158.00460815429688,44000,-2300.71044921875,1000.0,0.001,43899,36465.43918866,,,,,
,44000,,,,,,36811.22766431818,7,1000.0,44,5512
67.02145385742188,44500,-2309.2734375,1000.0,0.001,44399,36465.43918866,,,,,
140.73046875,45000,-2333.56884765625,1000.0,0.001,44899,36465.43918866,,,,,
112.52251434326172,45500,-2341.760498046875,1000.0,0.001,45399,36465.43918866,,,,,
102.99588012695312,46000,-2341.09912109375,1000.0,0.001,45899,36465.43918866,,,,,
335.86956787109375,46500,-2368.197509765625,1000.0,0.001,46399,36465.43918866,,,,,
72.53777313232422,47000,-2368.730712890625,1000.0,0.001,46899,36465.43918866,,,,,
146.7864990234375,47500,-2376.25537109375,1000.0,0.001,47399,36465.43918866,,,,,
71.15131378173828,48000,-2390.7998046875,1000.0,0.001,47899,36465.43918866,,,,,
,48000,,,,,,36792.94745454167,7,1000.0,48,6038
42.340599060058594,48500,-2403.1328125,1000.0,0.001,48399,36465.43918866,,,,,
143.93853759765625,49000,-2403.772705078125,1000.0,0.001,48899,36465.43918866,,,,,
50.99340057373047,49500,-2425.358642578125,1000.0,0.001,49399,36465.43918866,,,,,
67.98643493652344,50000,-2433.16552734375,1000.0,0.001,49899,36465.43918866,,,,,
67.04056549072266,50500,-2448.873291015625,1000.0,0.001,50399,36465.43918866,,,,,
324.6648254394531,51000,-2462.33056640625,1000.0,0.001,50899,36465.43918866,,,,,
156.68704223632812,51500,-2468.514404296875,1000.0,0.001,51399,36465.43918866,,,,,
338.2281494140625,52000,-2474.074462890625,1000.0,0.001,51899,36465.43918866,,,,,
,52000,,,,,,36758.30125665385,7,1000.0,52,6563
66.42765808105469,52500,-2468.384765625,1000.0,0.001,52399,36465.43918866,,,,,
133.40599060058594,53000,-2473.375,1000.0,0.001,52899,36465.43918866,,,,,
41.55342483520508,53500,-2525.920654296875,1000.0,0.001,53399,36465.43918866,,,,,
