train/learning_rate,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,train/actor_loss,rollout/ep_len_mean,time/episodes,time/fps,train/critic_loss,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
,,-44.76204195999999,20000,,100.0,200,74,,267,,
0.001,20299,-44.27337329,20400,26.197242736816406,100.0,204,75,0.059832070022821426,269,,
0.001,20399,,20500,26.223926544189453,,,,0.08452741801738739,,-42.47815816,100.0
0.001,20699,-43.97967301,20800,26.665800094604492,100.0,208,75,0.05086256563663483,276,,
0.001,20899,,21000,26.627120971679688,,,,0.05842238664627075,,-41.966604780000004,100.0
0.001,21099,-43.87895777000001,21200,26.798063278198242,100.0,212,75,0.06631126999855042,282,,
0.001,21399,,21500,26.900863647460938,,,,0.05066528543829918,,-41.09182646,100.0
0.001,21499,-43.56379166000001,21600,27.085769653320312,100.0,216,74,0.07839056849479675,289,,
0.001,21899,,22000,27.635433197021484,,,,0.06550942361354828,,-41.576477860000004,100.0
,,-43.26637726999999,22000,,100.0,220,74,,295,,
0.001,22299,-43.05194933999999,22400,27.690366744995117,100.0,224,75,0.061404190957546234,298,,
0.001,22399,,22500,27.975658416748047,,,,0.06416382640600204,,-41.88232558000001,100.0
0.001,22699,-42.868316639999996,22800,28.218727111816406,100.0,228,74,0.059501998126506805,304,,
0.001,22899,,23000,28.44127082824707,,,,0.07815642654895782,,-40.41661546,100.0
0.001,23099,-42.32873899000001,23200,28.17270278930664,100.0,232,74,0.05463280901312828,311,,
0.001,23399,,23500,28.790470123291016,,,,0.04759444296360016,,-41.38457756,100.0
0.001,23499,-42.31044306,23600,28.643516540527344,100.0,236,74,0.08164766430854797,317,,
0.001,23899,,24000,29.206613540649414,,,,0.06125318631529808,,-40.29077688,100.0
,,-42.149127279999995,24000,,100.0,240,74,,324,,
0.001,24299,-41.95720590999999,24400,29.092182159423828,100.0,244,74,0.0425826758146286,326,,
0.001,24399,,24500,29.286283493041992,,,,0.0544988252222538,,-42.255830599999996,100.0
0.001,24699,-41.924822719999995,24800,29.428380966186523,100.0,248,74,0.05238448828458786,333,,
0.001,24899,,25000,29.426267623901367,,,,0.05016364902257919,,-41.71745434,100.0
0.001,25099,-41.69060717,25200,29.857995986938477,100.0,252,74,0.05384647473692894,339,,
0.001,25399,,25500,30.11431884765625,,,,0.063015416264534,,-41.14017330000001,100.0
0.001,25499,-41.46016528,25600,30.4564266204834,100.0,256,73,0.059976816177368164,346,,
0.001,25899,,26000,30.280479431152344,,,,0.0465952530503273,,-42.12852132,100.0
,,-41.47635209999999,26000,,100.0,260,73,,352,,
0.001,26299,-41.49447793,26400,30.48391342163086,100.0,264,74,0.08126479387283325,355,,
0.001,26399,,26500,30.482147216796875,,,,0.09891452640295029,,-42.60107916,100.0
0.001,26699,-41.473851329999995,26800,31.373247146606445,100.0,268,74,0.060834020376205444,361,,
0.001,26899,,27000,31.213909149169922,,,,0.05507272481918335,,-43.546731499999986,100.0
0.001,27099,-41.43244522,27200,30.617176055908203,100.0,272,73,0.05476171150803566,368,,
0.001,27399,,27500,31.218605041503906,,,,0.05930469185113907,,-42.83360456,100.0
0.001,27499,-41.28637414,27600,31.353988647460938,100.0,276,73,0.062468260526657104,374,,
0.001,27899,,28000,31.639610290527344,,,,0.06306400150060654,,-42.641790500000006,100.0
,,-41.32102110000001,28000,,100.0,280,73,,380,,
0.001,28299,-41.15155447,28400,32.242366790771484,100.0,284,74,0.10563591122627258,383,,
0.001,28399,,28500,31.792194366455078,,,,0.05417419224977493,,-41.081041860000006,100.0
0.001,28699,-41.19033058,28800,32.36420440673828,100.0,288,73,0.06291518360376358,389,,
0.001,28899,,29000,32.31306076049805,,,,0.09356289356946945,,-41.737654119999995,100.0
0.001,29099,-41.17845047,29200,32.75311279296875,100.0,292,73,0.05697169899940491,396,,
0.001,29399,,29500,32.90171432495117,,,,0.05601676180958748,,-43.80546943999999,100.0
0.001,29499,-41.16171816999999,29600,32.89696502685547,100.0,296,73,0.050910480320453644,402,,
0.001,29899,,30000,32.894264221191406,,,,0.057767655700445175,,-42.82858482,100.0
,,-41.01996281999999,30000,,100.0,300,73,,409,,
0.001,30299,-41.28539299999999,30400,33.52495574951172,100.0,304,73,0.1120186448097229,411,,
0.001,30399,,30500,33.23595428466797,,,,0.07121564447879791,,-41.84756694000001,100.0
0.001,30699,-41.39933532,30800,33.50904846191406,100.0,308,73,0.10995578020811081,418,,
0.001,30899,,31000,33.71974182128906,,,,0.055982619524002075,,-43.0769842,100.0
0.001,31099,-41.31994357000001,31200,34.09543228149414,100.0,312,73,0.06591839343309402,424,,
0.001,31399,,31500,33.83244705200195,,,,0.07986892759799957,,-43.96865948,100.0
0.001,31499,-41.60560454,31600,33.800148010253906,100.0,316,73,0.06738763302564621,431,,
0.001,31899,,32000,34.10049819946289,,,,0.06860819458961487,,-42.68079728000001,100.0
,,-41.42270975,32000,,100.0,320,73,,437,,
0.001,32299,-41.629849220000004,32400,34.38720703125,100.0,324,73,0.05008457601070404,440,,
0.001,32399,,32500,34.66238784790039,,,,0.045863617211580276,,-47.81486879999999,100.0
0.001,32699,-41.85137096,32800,34.9013671875,100.0,328,73,0.059178415685892105,446,,
0.001,32899,,33000,34.554874420166016,,,,0.06814441829919815,,-44.2233583,100.0
0.001,33099,-42.109948970000005,33200,34.715904235839844,100.0,332,73,0.05540405958890915,453,,
0.001,33399,,33500,34.87591552734375,,,,0.057850245386362076,,-41.75851214,100.0
0.001,33499,-41.949280980000005,33600,35.4613151550293,100.0,336,73,0.0557248592376709,459,,
0.001,33899,,34000,35.78922653198242,,,,0.062246352434158325,,-45.20085144000001,100.0
,,-41.89110703,34000,,100.0,340,72,,466,,
0.001,34299,-41.958065919999996,34400,35.681854248046875,100.0,344,73,0.10036402940750122,468,,
0.001,34399,,34500,36.08706283569336,,,,0.07046286761760712,,-58.41404418,100.0
0.001,34699,-41.953394550000006,34800,35.958736419677734,100.0,348,73,0.07812681794166565,475,,
0.001,34899,,35000,36.09934616088867,,,,0.08003126829862595,,-42.2130979,100.0
0.001,35099,-42.01659178,35200,35.84954071044922,100.0,352,73,0.05505310744047165,482,,
0.001,35399,,35500,36.26160430908203,,,,0.07476188242435455,,-41.36520058,100.0
0.001,35499,-42.12514029,35600,36.75240707397461,100.0,356,72,0.1040898934006691,488,,
0.001,35899,,36000,37.03492736816406,,,,0.061845503747463226,,-42.35375656,100.0
,,-42.06900557,36000,,100.0,360,72,,494,,
0.001,36299,-41.92558928,36400,36.84238052368164,100.0,364,73,0.04800194129347801,497,,
0.001,36399,,36500,36.55832290649414,,,,0.06379787623882294,,-42.49242794,100.0
0.001,36699,-42.027632989999994,36800,36.88706970214844,100.0,368,73,0.1165715754032135,503,,
0.001,36899,,37000,37.05186462402344,,,,0.04854642599821091,,-42.972046840000004,100.0
0.001,37099,-42.3471423,37200,37.334564208984375,100.0,372,72,0.07226181030273438,510,,
0.001,37399,,37500,37.527584075927734,,,,0.08145944774150848,,-41.95285082,100.0
0.001,37499,-42.037076670000005,37600,37.22547912597656,100.0,376,72,0.06816551834344864,516,,
0.001,37899,,38000,37.41672897338867,,,,0.07975853979587555,,-42.39291658,100.0
,,-41.87618199999999,38000,,100.0,380,72,,523,,
0.001,38299,-41.742062669999996,38400,38.15780258178711,100.0,384,73,0.06323224306106567,525,,
0.001,38399,,38500,38.262168884277344,,,,0.07493054866790771,,-43.186282320000004,100.0
0.001,38699,-41.67530728,38800,38.11133575439453,100.0,388,72,0.07140271365642548,532,,
0.001,38899,,39000,38.473670959472656,,,,0.07023270428180695,,-44.48819788000001,100.0
0.001,39099,-41.948951040000004,39200,38.509212493896484,100.0,392,72,0.07702658325433731,538,,
0.001,39399,,39500,38.50700378417969,,,,0.061912111937999725,,-44.04349518,100.0
0.001,39499,-42.07163487,39600,38.898929595947266,100.0,396,72,0.07743129134178162,545,,
0.001,39899,,40000,38.89616394042969,,,,0.10264381766319275,,-46.88842528,100.0
,,-41.847593159999995,40000,,100.0,400,72,,551,,
0.001,40299,-41.752958989999996,40400,38.852378845214844,100.0,404,72,0.06449918448925018,554,,
0.001,40399,,40500,39.31885528564453,,,,0.05431229993700981,,-45.06418782000001,100.0
0.001,40699,-41.673457920000004,40800,39.18171691894531,100.0,408,72,0.11784374713897705,560,,
0.001,40899,,41000,39.12508010864258,,,,0.0655829906463623,,-43.262684799999995,100.0
0.001,41099,-41.793359609999996,41200,39.70075607299805,100.0,412,72,0.11510390788316727,567,,
0.001,41399,,41500,39.49222183227539,,,,0.06759369373321533,,-41.901804119999994,100.0
0.001,41499,-41.611881249999996,41600,39.34624481201172,100.0,416,72,0.0574423223733902,573,,
0.001,41899,,42000,39.84076690673828,,,,0.07136596739292145,,-43.372652259999995,100.0
,,-42.10036295,42000,,100.0,420,72,,580,,
0.001,42299,-41.97557175,42400,39.8213996887207,100.0,424,72,0.05291534960269928,582,,
0.001,42399,,42500,39.74603271484375,,,,0.05649291351437569,,-44.03575896,100.0
0.001,42699,-41.917155300000005,42800,39.953704833984375,100.0,428,72,0.09247669577598572,589,,
0.001,42899,,43000,40.35318374633789,,,,0.07029101252555847,,-47.147372000000004,100.0
0.001,43099,-42.07397547999999,43200,40.04930114746094,100.0,432,72,0.07729858160018921,595,,
0.001,43399,,43500,40.555328369140625,,,,0.05702618509531021,,-43.72182588,100.0
0.001,43499,-42.15607081000001,43600,40.40510559082031,100.0,436,72,0.07666536420583725,601,,
0.001,43899,,44000,40.84793472290039,,,,0.07868115603923798,,-44.07804754000001,100.0
,,-41.97772054,44000,,100.0,440,72,,608,,
0.001,44299,-41.935279089999995,44400,41.05625915527344,100.0,444,72,0.0621098093688488,611,,
0.001,44399,,44500,40.67467498779297,,,,0.06075121462345123,,-43.55418136,100.0
0.001,44699,-42.072387320000004,44800,40.9223747253418,100.0,448,72,0.12316259741783142,617,,
0.001,44899,,45000,41.016075134277344,,,,0.06228454038500786,,-43.55047296000001,100.0
0.001,45099,-42.13224752,45200,41.206268310546875,100.0,452,72,0.08115141093730927,623,,
0.001,45399,,45500,41.3182258605957,,,,0.08986862748861313,,-44.02692478,100.0
0.001,45499,-42.20170775999999,45600,41.40179443359375,100.0,456,72,0.07578606903553009,630,,
0.001,45899,,46000,41.15906524658203,,,,0.10968847572803497,,-45.281216019999995,100.0
,,-42.25100971,46000,,100.0,460,72,,636,,
0.001,46299,-42.56244506,46400,41.83474349975586,100.0,464,72,0.11809076368808746,639,,
0.001,46399,,46500,41.97565841674805,,,,0.07987991720438004,,-44.4694015,100.0
0.001,46699,-42.34712787,46800,42.00578308105469,100.0,468,72,0.07071004807949066,645,,
0.001,46899,,47000,41.69794845581055,,,,0.07363426685333252,,-46.848592540000006,100.0
0.001,47099,-42.163485990000005,47200,42.35660934448242,100.0,472,72,0.11303159594535828,652,,
0.001,47399,,47500,42.216529846191406,,,,0.09948162734508514,,-47.35457796,100.0
0.001,47499,-42.317084189999996,47600,42.0483283996582,100.0,476,72,0.08475498855113983,658,,
0.001,47899,,48000,42.58472442626953,,,,0.10504327714443207,,-49.74858528000001,100.0
,,-42.49523629,48000,,100.0,480,72,,665,,
0.001,48299,-42.897075859999994,48400,42.81633377075195,100.0,484,72,0.1297878921031952,667,,
0.001,48399,,48500,42.46131134033203,,,,0.09154615551233292,,-51.17995252000001,100.0
0.001,48699,-43.24688433,48800,42.768741607666016,100.0,488,72,0.10009488463401794,674,,
0.001,48899,,49000,42.915771484375,,,,0.0838012844324112,,-51.64006622,100.0
0.001,49099,-43.41973606999999,49200,42.76505661010742,100.0,492,72,0.1765882819890976,680,,
0.001,49399,,49500,43.17845916748047,,,,0.07272371649742126,,-46.444188479999994,100.0
0.001,49499,-43.120208659999996,49600,42.997406005859375,100.0,496,72,0.07763735949993134,686,,
0.001,49899,,50000,43.015586853027344,,,,0.0823180079460144,,-48.631308600000004,100.0
,,-43.33428376,50000,,100.0,500,72,,693,,
0.001,50299,-43.32633928999999,50400,43.28874206542969,100.0,504,72,0.07789398729801178,695,,
0.001,50399,,50500,43.43976593017578,,,,0.09638094902038574,,-48.503848000000005,100.0
0.001,50699,-43.56219669,50800,43.75035858154297,100.0,508,72,0.06400741636753082,702,,
0.001,50899,,51000,43.462677001953125,,,,0.0648467019200325,,-45.48748714000001,100.0
0.001,51099,-43.788215529999995,51200,43.75559997558594,100.0,512,72,0.0602196529507637,708,,
0.001,51399,,51500,43.771324157714844,,,,0.06353089213371277,,-44.47149446,100.0
0.001,51499,-43.82783624,51600,43.699676513671875,100.0,516,72,0.08252499997615814,715,,
0.001,51899,,52000,44.18598937988281,,,,0.06043003499507904,,-46.6440312,100.0
,,-43.40987662000001,52000,,100.0,520,72,,721,,
0.001,52299,-43.30330999000001,52400,44.06062316894531,100.0,524,72,0.06735803186893463,724,,
0.001,52399,,52500,44.30145263671875,,,,0.0597475990653038,,-45.15292356,100.0
0.001,52699,-43.21754482,52800,44.383277893066406,100.0,528,72,0.07647327333688736,730,,
0.001,52899,,53000,44.331207275390625,,,,0.077040895819664,,-45.12304991999999,100.0
0.001,53099,-42.757395960000004,53200,44.27799987792969,100.0,532,72,0.06577952206134796,736,,
0.001,53399,,53500,44.23045349121094,,,,0.12939298152923584,,-49.442929240000005,100.0
0.001,53499,-42.80277799,53600,44.65071487426758,100.0,536,72,0.07005035877227783,743,,
0.001,53899,,54000,44.6246337890625,,,,0.06487049162387848,,-49.883218219999996,100.0
,,-42.934777649999994,54000,,100.0,540,72,,749,,
0.001,54299,-43.20838588000001,54400,44.53013610839844,100.0,544,72,0.06638547778129578,752,,
0.001,54399,,54500,45.10115432739258,,,,0.06563077867031097,,-44.88706288,100.0
0.001,54699,-43.23050631,54800,44.989585876464844,100.0,548,72,0.0620281957089901,758,,
0.001,54899,,55000,45.10918426513672,,,,0.0756431370973587,,-44.055305320000016,100.0
0.001,55099,-43.60314449999999,55200,45.009742736816406,100.0,552,72,0.08360938727855682,764,,
0.001,55399,,55500,45.058982849121094,,,,0.06675605475902557,,-47.11677616000001,100.0
0.001,55499,-43.86914116,55600,45.3654899597168,100.0,556,72,0.06079882010817528,771,,
0.001,55899,,56000,45.149620056152344,,,,0.08024030923843384,,-46.221282339999995,100.0
,,-43.874446039999995,56000,,100.0,560,72,,777,,
0.001,56299,-43.64854135,56400,45.610267639160156,100.0,564,72,0.0865539014339447,780,,
0.001,56399,,56500,45.32545471191406,,,,0.07635801285505295,,-45.7669888,100.0
0.001,56699,-43.922317629999995,56800,45.48320770263672,100.0,568,72,0.06704634428024292,786,,
0.001,56899,,57000,45.65748596191406,,,,0.0906810536980629,,-47.35035282,100.0
0.001,57099,-44.18900038000001,57200,46.05982208251953,100.0,572,72,0.12189158797264099,793,,
0.001,57399,,57500,45.72461700439453,,,,0.06611475348472595,,-45.23636212,100.0
0.001,57499,-44.20357233000001,57600,45.399391174316406,100.0,576,72,0.06261922419071198,799,,
0.001,57899,,58000,46.186180114746094,,,,0.04875028505921364,,-44.9667343,100.0
,,-44.10197137,58000,,100.0,580,71,,806,,
0.001,58299,-43.94879029,58400,46.02029800415039,100.0,584,72,0.07635562121868134,808,,
0.001,58399,,58500,46.420738220214844,,,,0.06834233552217484,,-46.37875415999999,100.0
0.001,58699,-43.85844410999999,58800,46.14300537109375,100.0,588,72,0.09016938507556915,815,,
0.001,58899,,59000,46.252532958984375,,,,0.058007530868053436,,-46.22115566,100.0
0.001,59099,-43.59154292,59200,45.997039794921875,100.0,592,72,0.0575837604701519,821,,
0.001,59399,,59500,45.94268035888672,,,,0.05552069470286369,,-43.574389059999994,100.0
0.001,59499,-43.887351739999986,59600,46.1198616027832,100.0,596,71,0.07973331212997437,827,,
0.001,59899,,60000,45.89183044433594,,,,0.05975726991891861,,-41.987522719999994,100.0
,,-43.69986872,60000,,100.0,600,71,,834,,
0.001,60299,-43.58118274,60400,46.598670959472656,100.0,604,72,0.09338352829217911,837,,
0.001,60399,,60500,46.310264587402344,,,,0.058182187378406525,,-42.70430021999999,100.0
0.001,60699,-43.34685433999999,60800,46.769657135009766,100.0,608,72,0.07655057311058044,843,,
0.001,60899,,61000,46.301727294921875,,,,0.059737324714660645,,-42.44098298,100.0
0.001,61099,-43.07047968,61200,46.58755874633789,100.0,612,71,0.047098308801651,850,,
0.001,61399,,61500,46.70349884033203,,,,0.07283282279968262,,-41.72362994,100.0
0.001,61499,-42.8702755,61600,46.65251922607422,100.0,616,71,0.080817312002182,856,,
0.001,61899,,62000,46.9012565612793,,,,0.06631740927696228,,-41.75034624,100.0
,,-43.12682396,62000,,100.0,620,71,,862,,
0.001,62299,-43.24111199,62400,46.609535217285156,100.0,624,72,0.0580095537006855,865,,
0.001,62399,,62500,47.343223571777344,,,,0.09005223959684372,,-42.83084324000001,100.0
0.001,62699,-43.015555009999986,62800,47.70387268066406,100.0,628,72,0.12148520350456238,872,,
0.001,62899,,63000,47.437278747558594,,,,0.06616725772619247,,-41.55186244000001,100.0
0.001,63099,-43.42561635,63200,47.107810974121094,100.0,632,71,0.05836458504199982,878,,
0.001,63399,,63500,47.257015228271484,,,,0.07026244699954987,,-43.82314528,100.0
0.001,63499,-43.142101270000005,63600,47.39888381958008,100.0,636,71,0.05880185216665268,884,,
0.001,63899,,64000,47.4713020324707,,,,0.06040405109524727,,-42.80312774,100.0
,,-43.27285022000001,64000,,100.0,640,71,,891,,
0.001,64299,-42.88712336,64400,47.49238967895508,100.0,644,72,0.08996818959712982,894,,
0.001,64399,,64500,47.44169616699219,,,,0.056586168706417084,,-40.4744236,100.0
0.001,64699,-42.80046114999999,64800,47.45360565185547,100.0,648,71,0.06654447317123413,900,,
0.001,64899,,65000,47.228363037109375,,,,0.08626492321491241,,-40.188906939999995,100.0
0.001,65099,-42.305463769999996,65200,47.13203048706055,100.0,652,71,0.09516062587499619,906,,
0.001,65399,,65500,47.675010681152344,,,,0.07462920993566513,,-40.92359456,100.0
0.001,65499,-41.968122169999994,65600,47.61693572998047,100.0,656,71,0.07778611779212952,913,,
0.001,65899,,66000,48.12363815307617,,,,0.07221952825784683,,-40.38635416,100.0
,,-42.130166689999996,66000,,100.0,660,71,,919,,
0.001,66299,-42.076257690000006,66400,48.00225830078125,100.0,664,71,0.06847485899925232,922,,
0.001,66399,,66500,47.840293884277344,,,,0.07063284516334534,,-41.297131660000005,100.0
0.001,66699,-42.032206290000005,66800,47.90380096435547,100.0,668,71,0.07028940320014954,928,,
0.001,66899,,67000,48.08336639404297,,,,0.07103817164897919,,-41.140612860000005,100.0
0.001,67099,-41.76212909000001,67200,48.12458419799805,100.0,672,71,0.06290332973003387,935,,
0.001,67399,,67500,48.2833366394043,,,,0.08291444182395935,,-41.38484114,100.0
0.001,67499,-41.52343549000001,67600,48.343360900878906,100.0,676,71,0.1142411157488823,941,,
0.001,67899,,68000,48.290409088134766,,,,0.07039286196231842,,-40.86681902,100.0
,,-41.35696156000001,68000,,100.0,680,71,,948,,
0.001,68299,-41.29353004000001,68400,48.051910400390625,100.0,684,71,0.0702788308262825,950,,
0.001,68399,,68500,48.409141540527344,,,,0.06971248239278793,,-42.97839386,100.0
0.001,68699,-41.230367980000004,68800,48.4927978515625,100.0,688,71,0.0894235223531723,957,,
0.001,68899,,69000,48.47174072265625,,,,0.07951146364212036,,-40.93383986,100.0
0.001,69099,-41.06661523,69200,48.257041931152344,100.0,692,71,0.08497662097215652,963,,
0.001,69399,,69500,48.612422943115234,,,,0.07914529740810394,,-42.9551859,100.0
0.001,69499,-41.034394649999996,69600,49.13746643066406,100.0,696,71,0.0683169811964035,969,,
0.001,69899,,70000,48.44913864135742,,,,0.05845440924167633,,-44.182897700000005,100.0
,,-40.94029732,70000,,100.0,700,71,,976,,
0.001,70299,-40.83124765,70400,48.380126953125,100.0,704,71,0.10889347642660141,978,,
