train/learning_rate,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,train/actor_loss,rollout/ep_len_mean,time/episodes,time/fps,train/critic_loss,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
,,-41.37377109,208000,,100.0,2080,70,,2941,,
0.001,208299,-41.32685373,208400,51.30596923828125,100.0,2084,70,0.1265060305595398,2943,,
0.001,208399,,208500,50.919456481933594,,,,0.07067562639713287,,-39.8425956,100.0
0.001,208699,-41.28840365,208800,51.04252624511719,100.0,2088,70,0.09069699048995972,2950,,
0.001,208899,,209000,51.782188415527344,,,,0.0745055079460144,,-40.89779096,100.0
0.001,209099,-41.710091070000004,209200,51.35299301147461,100.0,2092,70,0.10756433010101318,2956,,
0.001,209399,,209500,51.1908073425293,,,,0.09203526377677917,,-38.24334182,100.0
0.001,209499,-41.55264314,209600,51.262123107910156,100.0,2096,70,0.09247897565364838,2963,,
0.001,209899,,210000,50.810462951660156,,,,0.08932743966579437,,-39.1670047,100.0
,,-41.676746709999996,210000,,100.0,2100,70,,2969,,
0.001,210299,-41.703105990000005,210400,51.28624725341797,100.0,2104,70,0.1183912605047226,2972,,
0.001,210399,,210500,51.03837585449219,,,,0.08889301121234894,,-40.41278824,100.0
0.001,210699,-41.22493054,210800,51.046424865722656,100.0,2108,70,0.12028510868549347,2978,,
0.001,210899,,211000,50.654197692871094,,,,0.08036420494318008,,-39.406785060000004,100.0
0.001,211099,-41.05507823,211200,51.031219482421875,100.0,2112,70,0.11411847174167633,2985,,
0.001,211399,,211500,50.83545684814453,,,,0.10374173521995544,,-40.714303959999995,100.0
0.001,211499,-41.02616274,211600,50.98553466796875,100.0,2116,70,0.07398512959480286,2991,,
0.001,211899,,212000,50.86073684692383,,,,0.077774278819561,,-41.33266017999999,100.0
,,-41.5169564,212000,,100.0,2120,70,,2998,,
0.001,212299,-41.587651980000004,212400,50.81441116333008,100.0,2124,70,0.09738322347402573,3001,,
0.001,212399,,212500,51.51554870605469,,,,0.0782577246427536,,-43.24747172,100.0
0.001,212699,-41.54939736,212800,50.83582305908203,100.0,2128,70,0.10393784940242767,3007,,
0.001,212899,,213000,51.3342170715332,,,,0.08297660946846008,,-41.377223240000006,100.0
0.001,213099,-41.79636407,213200,51.196964263916016,100.0,2132,70,0.09169845283031464,3014,,
0.001,213399,,213500,51.4029655456543,,,,0.07916617393493652,,-42.76951824,100.0
0.001,213499,-41.72831938,213600,50.99436569213867,100.0,2136,70,0.07654581218957901,3020,,
0.001,213899,,214000,50.2613639831543,,,,0.07228338718414307,,-41.53652506,100.0
,,-41.66744313,214000,,100.0,2140,70,,3027,,
0.001,214299,-41.58818578,214400,50.83570098876953,100.0,2144,70,0.09210947155952454,3029,,
0.001,214399,,214500,51.16312789916992,,,,0.09550919383764267,,-40.75338774,100.0
0.001,214699,-41.160846199999995,214800,50.95894241333008,100.0,2148,70,0.06881400942802429,3036,,
0.001,214899,,215000,50.647003173828125,,,,0.07486987113952637,,-41.124098180000004,100.0
0.001,215099,-41.01536904,215200,50.556549072265625,100.0,2152,70,0.0623827800154686,3042,,
0.001,215399,,215500,50.703086853027344,,,,0.07679497450590134,,-40.00593326,100.0
0.001,215499,-40.86085534,215600,50.785152435302734,100.0,2156,70,0.09401702880859375,3049,,
0.001,215899,,216000,50.78165817260742,,,,0.062279872596263885,,-39.62233406,100.0
,,-40.358108249999994,216000,,100.0,2160,70,,3055,,
0.001,216299,-40.42058569,216400,50.72542190551758,100.0,2164,70,0.07668021321296692,3058,,
0.001,216399,,216500,50.61735534667969,,,,0.1208471804857254,,-40.802170739999994,100.0
0.001,216699,-40.6265162,216800,50.464942932128906,100.0,2168,70,0.06589900702238083,3064,,
0.001,216899,,217000,50.95597457885742,,,,0.09316479414701462,,-41.18899124000001,100.0
0.001,217099,-40.70507802,217200,50.712066650390625,100.0,2172,70,0.09915363788604736,3071,,
0.001,217399,,217500,51.09339141845703,,,,0.15054823458194733,,-40.43586254,100.0
0.001,217499,-40.134795579999995,217600,50.7874755859375,100.0,2176,70,0.07344301044940948,3077,,
0.001,217899,,218000,50.101829528808594,,,,0.05978386104106903,,-40.851271080000004,100.0
,,-40.567624079999995,218000,,100.0,2180,70,,3084,,
0.001,218299,-40.34023649,218400,51.071693420410156,100.0,2184,70,0.08008218556642532,3086,,
0.001,218399,,218500,50.69337463378906,,,,0.06798341870307922,,-39.80413806,100.0
0.001,218699,-40.20891055,218800,51.13452911376953,100.0,2188,70,0.08430661261081696,3093,,
0.001,218899,,219000,50.907257080078125,,,,0.07322366535663605,,-39.979752780000005,100.0
0.001,219099,-40.10037926,219200,50.40312957763672,100.0,2192,70,0.11655350029468536,3099,,
0.001,219399,,219500,51.18229675292969,,,,0.09867081791162491,,-41.03886132,100.0
0.001,219499,-40.07373093,219600,50.57461929321289,100.0,2196,70,0.09251951426267624,3106,,
0.001,219899,,220000,51.203369140625,,,,0.07908543944358826,,-41.14083686000001,100.0
,,-40.03074537,220000,,100.0,2200,70,,3112,,
0.001,220299,-40.025456909999996,220400,50.79676055908203,100.0,2204,70,0.0747252032160759,3115,,
0.001,220399,,220500,50.51661682128906,,,,0.08809859305620193,,-42.239801,100.0
0.001,220699,-40.32802482,220800,49.578712463378906,100.0,2208,70,0.08581666648387909,3121,,
0.001,220899,,221000,50.232017517089844,,,,0.06961077451705933,,-40.097110099999995,100.0
0.001,221099,-40.119661380000004,221200,50.503135681152344,100.0,2212,70,0.06664091348648071,3128,,
0.001,221399,,221500,50.445560455322266,,,,0.09130614995956421,,-40.628019640000005,100.0
0.001,221499,-40.25297891,221600,50.737327575683594,100.0,2216,70,0.21668745577335358,3134,,
0.001,221899,,222000,50.14292907714844,,,,0.07548212260007858,,-42.506216620000004,100.0
,,-39.91637311,222000,,100.0,2220,70,,3141,,
0.001,222299,-39.84864836999999,222400,50.88858413696289,100.0,2224,70,0.08001825213432312,3143,,
0.001,222399,,222500,50.415306091308594,,,,0.08525842428207397,,-42.921714,100.0
0.001,222699,-39.682109139999994,222800,50.14539337158203,100.0,2228,70,0.061742253601551056,3150,,
0.001,222899,,223000,50.50550079345703,,,,0.08727093040943146,,-43.679278540000006,100.0
0.001,223099,-39.39099881,223200,50.48565673828125,100.0,2232,70,0.07267805933952332,3156,,
0.001,223399,,223500,50.72512435913086,,,,0.07138814777135849,,-42.22409606,100.0
0.001,223499,-39.20826961000001,223600,50.20306396484375,100.0,2236,70,0.11544053256511688,3163,,
0.001,223899,,224000,50.43879699707031,,,,0.06821892410516739,,-42.62188396,100.0
,,-39.17641701,224000,,100.0,2240,70,,3169,,
0.001,224299,-39.21912577,224400,51.09423828125,100.0,2244,70,0.1394728720188141,3172,,
0.001,224399,,224500,49.90275192260742,,,,0.07284127175807953,,-41.27190664,100.0
0.001,224699,-39.35437931999999,224800,50.73896026611328,100.0,2248,70,0.07246648520231247,3178,,
0.001,224899,,225000,49.93989562988281,,,,0.07664996385574341,,-40.86000112,100.0
0.001,225099,-39.3747084,225200,50.67660903930664,100.0,2252,70,0.12841781973838806,3185,,
0.001,225399,,225500,50.21839904785156,,,,0.04997118189930916,,-41.06920268,100.0
0.001,225499,-39.557092919999995,225600,50.227813720703125,100.0,2256,70,0.09248146414756775,3192,,
0.001,225899,,226000,50.036434173583984,,,,0.0654301568865776,,-40.3330299,100.0
,,-40.01180656,226000,,100.0,2260,70,,3198,,
0.001,226299,-39.96918365,226400,49.789459228515625,100.0,2264,70,0.06772233545780182,3200,,
0.001,226399,,226500,49.89445495605469,,,,0.07586634904146194,,-39.36699318,100.0
0.001,226699,-39.98192992,226800,50.052589416503906,100.0,2268,70,0.059097252786159515,3207,,
0.001,226899,,227000,50.210166931152344,,,,0.055075034499168396,,-39.2539901,100.0
0.001,227099,-39.86144549,227200,50.59416580200195,100.0,2272,70,0.08036338537931442,3213,,
0.001,227399,,227500,50.24322509765625,,,,0.06849347054958344,,-39.46341786,100.0
0.001,227499,-39.96298994,227600,50.51332092285156,100.0,2276,70,0.052866749465465546,3220,,
0.001,227899,,228000,49.91162109375,,,,0.08459200710058212,,-38.71142262000001,100.0
,,-39.7544074,228000,,100.0,2280,70,,3226,,
0.001,228299,-39.85715268,228400,50.162803649902344,100.0,2284,70,0.09638755768537521,3229,,
0.001,228399,,228500,50.18004608154297,,,,0.05687093362212181,,-39.21368346,100.0
0.001,228699,-40.00082451,228800,50.12504577636719,100.0,2288,70,0.05538834631443024,3235,,
0.001,228899,,229000,49.544490814208984,,,,0.059531860053539276,,-38.61279872,100.0
0.001,229099,-39.76080247,229200,50.22056579589844,100.0,2292,70,0.07396827638149261,3242,,
0.001,229399,,229500,49.97292709350586,,,,0.0530252605676651,,-38.39005496,100.0
0.001,229499,-39.9446805,229600,50.19008255004883,100.0,2296,70,0.06907040625810623,3248,,
0.001,229899,,230000,49.50093078613281,,,,0.05908510461449623,,-38.626868540000004,100.0
,,-39.896651840000004,230000,,100.0,2300,70,,3255,,
0.001,230299,-39.95633032,230400,49.70830154418945,100.0,2304,70,0.05692330002784729,3257,,
0.001,230399,,230500,49.5038948059082,,,,0.04585890471935272,,-38.95042968,100.0
0.001,230699,-39.83751896,230800,49.95632553100586,100.0,2308,70,0.05809471383690834,3264,,
0.001,230899,,231000,49.49656677246094,,,,0.0650845393538475,,-38.809103300000004,100.0
0.001,231099,-40.01926106,231200,49.955055236816406,100.0,2312,70,0.0714903473854065,3270,,
0.001,231399,,231500,50.11989212036133,,,,0.049074992537498474,,-37.984383179999995,100.0
0.001,231499,-39.806611309999994,231600,49.968196868896484,100.0,2316,70,0.05304476618766785,3277,,
0.001,231899,,232000,49.61011505126953,,,,0.04403349757194519,,-38.501678919999996,100.0
,,-39.84485865,232000,,100.0,2320,70,,3283,,
0.001,232299,-39.673159930000004,232400,49.76873016357422,100.0,2324,70,0.06029430776834488,3286,,
0.001,232399,,232500,49.47307205200195,,,,0.04339393973350525,,-37.74291282,100.0
0.001,232699,-39.662289310000006,232800,50.034034729003906,100.0,2328,70,0.06446774303913116,3292,,
0.001,232899,,233000,50.01325988769531,,,,0.06674794852733612,,-39.07835351999999,100.0
0.001,233099,-39.471151430000006,233200,49.28754425048828,100.0,2332,70,0.09038655459880829,3299,,
0.001,233399,,233500,49.23584747314453,,,,0.049494728446006775,,-39.47262196,100.0
0.001,233499,-39.63072393,233600,49.42407989501953,100.0,2336,70,0.0660107284784317,3306,,
0.001,233899,,234000,50.05701446533203,,,,0.04205363243818283,,-40.049239359999994,100.0
,,-39.562922930000006,234000,,100.0,2340,70,,3312,,
0.001,234299,-39.27095348,234400,49.383018493652344,100.0,2344,70,0.06284446269273758,3315,,
0.001,234399,,234500,49.65666961669922,,,,0.051793813705444336,,-37.60632512,100.0
0.001,234699,-39.13651418,234800,49.651390075683594,100.0,2348,70,0.04777322709560394,3321,,
0.001,234899,,235000,49.33111572265625,,,,0.04436776041984558,,-39.43397438,100.0
0.001,235099,-39.10322018,235200,48.957393646240234,100.0,2352,70,0.04942420497536659,3328,,
0.001,235399,,235500,49.90795135498047,,,,0.04675886407494545,,-39.8031013,100.0
0.001,235499,-38.964402220000004,235600,49.506832122802734,100.0,2356,70,0.06522215157747269,3334,,
0.001,235899,,236000,49.48565673828125,,,,0.04225781559944153,,-40.03793164,100.0
,,-38.764978879999994,236000,,100.0,2360,70,,3341,,
0.001,236299,-38.82467922,236400,49.52106475830078,100.0,2364,70,0.047016773372888565,3343,,
0.001,236399,,236500,49.48027801513672,,,,0.0764707401394844,,-38.76733812,100.0
0.001,236699,-38.85485807,236800,49.46971893310547,100.0,2368,70,0.044489167630672455,3350,,
0.001,236899,,237000,49.30817413330078,,,,0.06392006576061249,,-37.06300012,100.0
0.001,237099,-38.97332894,237200,49.315818786621094,100.0,2372,70,0.05434626340866089,3356,,
0.001,237399,,237500,49.465457916259766,,,,0.054895296692848206,,-39.290825999999996,100.0
0.001,237499,-39.112462029999996,237600,49.490970611572266,100.0,2376,70,0.0687810406088829,3363,,
0.001,237899,,238000,49.174903869628906,,,,0.05141771584749222,,-39.0421502,100.0
,,-39.0511795,238000,,100.0,2380,70,,3370,,
0.001,238299,-39.01152083,238400,49.773258209228516,100.0,2384,70,0.07128135859966278,3372,,
0.001,238399,,238500,49.34966278076172,,,,0.052926454693078995,,-37.50416518,100.0
0.001,238699,-38.86195831,238800,48.64363098144531,100.0,2388,70,0.06486737728118896,3379,,
0.001,238899,,239000,48.78559875488281,,,,0.05899209529161453,,-37.05874987999999,100.0
0.001,239099,-38.92867622999999,239200,49.365997314453125,100.0,2392,70,0.03598383069038391,3385,,
0.001,239399,,239500,49.16691589355469,,,,0.03814960643649101,,-38.17050884,100.0
0.001,239499,-38.874092590000004,239600,49.04810333251953,100.0,2396,70,0.057442598044872284,3392,,
0.001,239899,,240000,48.61065673828125,,,,0.04334556311368942,,-38.849750480000004,100.0
,,-38.74594529,240000,,100.0,2400,70,,3398,,
0.001,240299,-38.80570408,240400,49.15373992919922,100.0,2404,70,0.07586454600095749,3401,,
0.001,240399,,240500,49.291656494140625,,,,0.04821551591157913,,-37.537301119999995,100.0
0.001,240699,-39.00887196000001,240800,48.63036346435547,100.0,2408,70,0.0585642084479332,3407,,
0.001,240899,,241000,48.99726867675781,,,,0.03842047229409218,,-41.47674466,100.0
0.001,241099,-39.06114618,241200,49.502254486083984,100.0,2412,70,0.05169046297669411,3414,,
0.001,241399,,241500,48.864402770996094,,,,0.04949326440691948,,-38.876154920000005,100.0
0.001,241499,-39.06213921,241600,49.023231506347656,100.0,2416,70,0.07563994824886322,3420,,
0.001,241899,,242000,48.92621994018555,,,,0.04543183743953705,,-38.8658976,100.0
,,-38.73678028,242000,,100.0,2420,70,,3427,,
0.001,242299,-38.80093708,242400,48.609962463378906,100.0,2424,70,0.03709220886230469,3429,,
0.001,242399,,242500,49.05681610107422,,,,0.04651776701211929,,-38.318143559999996,100.0
0.001,242699,-38.60149538,242800,48.9875373840332,100.0,2428,70,0.059108488261699677,3436,,
0.001,242899,,243000,48.53024673461914,,,,0.049824196845293045,,-38.24760744,100.0
0.001,243099,-38.489393920000005,243200,48.53769302368164,100.0,2432,70,0.054224878549575806,3443,,
0.001,243399,,243500,48.835411071777344,,,,0.052608899772167206,,-39.26493124,100.0
0.001,243499,-38.45477601,243600,49.215736389160156,100.0,2436,70,0.06904944777488708,3449,,
0.001,243899,,244000,49.240997314453125,,,,0.04384235292673111,,-38.2880624,100.0
,,-38.44090309,244000,,100.0,2440,70,,3456,,
0.001,244299,-38.47791883,244400,47.97096633911133,100.0,2444,70,0.0693654865026474,3458,,
0.001,244399,,244500,48.83596420288086,,,,0.04407387226819992,,-38.51730158,100.0
0.001,244699,-38.32008750000001,244800,49.12770462036133,100.0,2448,70,0.06780022382736206,3465,,
0.001,244899,,245000,48.975547790527344,,,,0.045836880803108215,,-38.22608232,100.0
0.001,245099,-38.298045280000004,245200,48.67350387573242,100.0,2452,70,0.0469488799571991,3471,,
0.001,245399,,245500,48.463043212890625,,,,0.06281528621912003,,-36.97903308,100.0
0.001,245499,-38.23515759,245600,48.390750885009766,100.0,2456,70,0.06652329862117767,3478,,
0.001,245899,,246000,48.61115264892578,,,,0.07171961665153503,,-37.90332438,100.0
,,-38.22481682,246000,,100.0,2460,70,,3484,,
0.001,246299,-38.07939476,246400,48.717002868652344,100.0,2464,70,0.04146936535835266,3487,,
0.001,246399,,246500,48.19449234008789,,,,0.0485195517539978,,-36.96387676,100.0
0.001,246699,-37.906947020000004,246800,48.93046569824219,100.0,2468,70,0.04763488471508026,3493,,
0.001,246899,,247000,48.34083557128906,,,,0.04492004215717316,,-36.4814202,100.0
0.001,247099,-37.69332014,247200,48.53007888793945,100.0,2472,70,0.06182537227869034,3500,,
0.001,247399,,247500,48.7967529296875,,,,0.059432052075862885,,-38.52020660000001,100.0
0.001,247499,-37.45617932,247600,48.87979507446289,100.0,2476,70,0.05587166175246239,3506,,
0.001,247899,,248000,49.07623291015625,,,,0.04750676453113556,,-38.13395274,100.0
,,-37.412186780000006,248000,,100.0,2480,70,,3513,,
0.001,248299,-37.46615774000001,248400,49.12318420410156,100.0,2484,70,0.04341049864888191,3515,,
0.001,248399,,248500,48.24726486206055,,,,0.0420602485537529,,-35.9693842,100.0
0.001,248699,-37.57919068,248800,48.366455078125,100.0,2488,70,0.042979076504707336,3522,,
0.001,248899,,249000,48.62614440917969,,,,0.06470085680484772,,-37.5507503,100.0
0.001,249099,-37.5802776,249200,48.411800384521484,100.0,2492,70,0.11065882444381714,3528,,
0.001,249399,,249500,48.05207061767578,,,,0.05326509848237038,,-38.42049104,100.0
0.001,249499,-37.52502571,249600,48.72284698486328,100.0,2496,70,0.05027911067008972,3535,,
0.001,249899,,250000,48.22993469238281,,,,0.06736332923173904,,-38.13561508,100.0
,,-37.402717380000006,250000,,100.0,2500,70,,3541,,
0.001,250299,-37.48700771,250400,48.13515853881836,100.0,2504,70,0.0797688215970993,3544,,
0.001,250399,,250500,48.51879119873047,,,,0.05821916460990906,,-37.369026080000005,100.0
0.001,250699,-37.286148299999994,250800,48.78485870361328,100.0,2508,70,0.06884083151817322,3550,,
0.001,250899,,251000,48.74174118041992,,,,0.054276809096336365,,-38.076860700000005,100.0
0.001,251099,-37.25859156,251200,47.617881774902344,100.0,2512,70,0.05257485806941986,3557,,
0.001,251399,,251500,48.08757781982422,,,,0.06315763294696808,,-37.38578146,100.0
0.001,251499,-37.3174364,251600,48.59709548950195,100.0,2516,70,0.05611541122198105,3564,,
0.001,251899,,252000,48.013675689697266,,,,0.04766589030623436,,-38.39219174,100.0
,,-37.54101189,252000,,100.0,2520,70,,3570,,
0.001,252299,-37.413111990000004,252400,48.792755126953125,100.0,2524,70,0.040995195508003235,3572,,
0.001,252399,,252500,48.93532943725586,,,,0.060700464993715286,,-39.34314996,100.0
0.001,252699,-37.348746399999996,252800,48.32960891723633,100.0,2528,70,0.045140743255615234,3579,,
0.001,252899,,253000,48.48064422607422,,,,0.06747721135616302,,-38.21573866,100.0
0.001,253099,-37.3050146,253200,47.89982604980469,100.0,2532,70,0.06515885889530182,3585,,
0.001,253399,,253500,48.426422119140625,,,,0.0496562123298645,,-37.432087259999996,100.0
0.001,253499,-37.229441879999996,253600,47.61071014404297,100.0,2536,70,0.05074336379766464,3592,,
0.001,253899,,254000,48.326210021972656,,,,0.04849187657237053,,-38.56405996,100.0
,,-37.31269683000001,254000,,100.0,2540,70,,3598,,
0.001,254299,-37.23783733,254400,48.27035140991211,100.0,2544,70,0.04121394082903862,3601,,
0.001,254399,,254500,48.083648681640625,,,,0.04701007157564163,,-37.05972896,100.0
0.001,254699,-37.19907349,254800,48.646934509277344,100.0,2548,70,0.05313277989625931,3607,,
0.001,254899,,255000,48.37400436401367,,,,0.04581638425588608,,-37.403601519999995,100.0
0.001,255099,-37.08242734,255200,47.827362060546875,100.0,2552,70,0.062323492020368576,3614,,
0.001,255399,,255500,47.965579986572266,,,,0.05435362830758095,,-36.965649219999996,100.0
0.001,255499,-36.922309250000005,255600,48.12252426147461,100.0,2556,70,0.06912259757518768,3620,,
0.001,255899,,256000,48.35597229003906,,,,0.053505510091781616,,-37.501414,100.0
,,-36.72735949,256000,,100.0,2560,70,,3627,,
0.001,256299,-36.81079848,256400,48.35087585449219,100.0,2564,70,0.04595930874347687,3629,,
0.001,256399,,256500,47.9631233215332,,,,0.03866685926914215,,-37.51909766,100.0
0.001,256699,-36.83923669,256800,47.851112365722656,100.0,2568,70,0.06063314527273178,3636,,
0.001,256899,,257000,48.23982238769531,,,,0.059386566281318665,,-37.73359082,100.0
0.001,257099,-36.97287978,257200,47.93138122558594,100.0,2572,70,0.04783885180950165,3642,,
0.001,257399,,257500,48.6273307800293,,,,0.06554722040891647,,-37.593319820000005,100.0
0.001,257499,-37.20082836,257600,48.39268493652344,100.0,2576,70,0.05241001397371292,3649,,
0.001,257899,,258000,48.50189971923828,,,,0.04586615413427353,,-37.71422906,100.0
,,-37.14184207,258000,,100.0,2580,70,,3655,,
0.001,258299,-37.00873695,258400,48.306617736816406,100.0,2584,70,0.06841224431991577,3658,,
0.001,258399,,258500,47.87959289550781,,,,0.04014705866575241,,-38.56964802,100.0
0.001,258699,-36.762877669999995,258800,47.736793518066406,100.0,2588,70,0.0464511513710022,3664,,
0.001,258899,,259000,47.73536682128906,,,,0.0674358606338501,,-38.85406266,100.0
0.001,259099,-36.81672586,259200,48.36505889892578,100.0,2592,70,0.06964337080717087,3671,,
0.001,259399,,259500,48.385250091552734,,,,0.050088584423065186,,-39.686576439999996,100.0
0.001,259499,-36.7263763,259600,48.00072479248047,100.0,2596,70,0.07699431478977203,3677,,
0.001,259899,,260000,48.31500244140625,,,,0.05133277177810669,,-39.96768204,100.0
,,-36.92378721000001,260000,,100.0,2600,70,,3684,,
0.001,260299,-36.95136418999999,260400,48.37998962402344,100.0,2604,70,0.0653534010052681,3686,,
0.001,260399,,260500,48.16250991821289,,,,0.06591957807540894,,-40.11546082,100.0
0.001,260699,-37.2782197,260800,48.281585693359375,100.0,2608,70,0.057358190417289734,3693,,
0.001,260899,,261000,47.95683670043945,,,,0.0620877742767334,,-43.20256702,100.0
0.001,261099,-37.059020860000004,261200,48.56007766723633,100.0,2612,70,0.06690739095211029,3700,,
0.001,261399,,261500,48.11614227294922,,,,0.10785382241010666,,-45.75907934,100.0
0.001,261499,-37.47946659,261600,47.827667236328125,100.0,2616,70,0.07733655720949173,3706,,
0.001,261899,,262000,48.1939697265625,,,,0.14999131858348846,,-40.420867060000006,100.0
,,-37.22524305,262000,,100.0,2620,70,,3713,,
0.001,262299,-37.311669650000006,262400,47.88274002075195,100.0,2624,70,0.07332216203212738,3715,,
0.001,262399,,262500,47.38990020751953,,,,0.06393800675868988,,-39.835593859999996,100.0
0.001,262699,-37.45179811,262800,48.40205383300781,100.0,2628,70,0.05951946973800659,3722,,
0.001,262899,,263000,47.97075653076172,,,,0.07309949398040771,,-38.74118562,100.0
0.001,263099,-37.70063212,263200,48.160316467285156,100.0,2632,70,0.07687871158123016,3728,,
0.001,263399,,263500,47.993629455566406,,,,0.05561375990509987,,-39.05320534,100.0
0.001,263499,-37.73775726,263600,47.82482147216797,100.0,2636,70,0.0687241181731224,3735,,
0.001,263899,,264000,47.739898681640625,,,,0.06523177027702332,,-40.39759182,100.0
,,-37.654071380000005,264000,,100.0,2640,70,,3741,,
0.001,264299,-37.79447039,264400,48.211021423339844,100.0,2644,70,0.05750886723399162,3744,,
0.001,264399,,264500,47.71558380126953,,,,0.06402011960744858,,-38.4829004,100.0
0.001,264699,-37.915568809999996,264800,48.00313949584961,100.0,2648,70,0.05236438661813736,3750,,
0.001,264899,,265000,48.27766418457031,,,,0.05143981799483299,,-38.38562972,100.0
0.001,265099,-38.04474732,265200,48.426025390625,100.0,2652,70,0.05183878168463707,3757,,
0.001,265399,,265500,48.05070495605469,,,,0.052251193672418594,,-38.51548038,100.0
0.001,265499,-38.2787277,265600,48.240638732910156,100.0,2656,70,0.06320834904909134,3763,,
0.001,265899,,266000,48.158443450927734,,,,0.059291988611221313,,-38.35080934,100.0
,,-38.41256595,266000,,100.0,2660,70,,3770,,
0.001,266299,-38.27360881,266400,47.991634368896484,100.0,2664,70,0.050245147198438644,3772,,
0.001,266399,,266500,48.5762939453125,,,,0.04770129173994064,,-38.87259328,100.0
0.001,266699,-38.16588676999999,266800,47.8060188293457,100.0,2668,70,0.10931329429149628,3779,,
0.001,266899,,267000,48.28052520751953,,,,0.04804615676403046,,-38.59325976,100.0
0.001,267099,-38.069993700000005,267200,47.713966369628906,100.0,2672,70,0.05182462930679321,3785,,
0.001,267399,,267500,48.70795822143555,,,,0.05390072986483574,,-38.12647904,100.0
0.001,267499,-37.86707703,267600,48.36073303222656,100.0,2676,70,0.044185612350702286,3792,,
0.001,267899,,268000,47.91642761230469,,,,0.055328093469142914,,-37.25048988,100.0
,,-37.91977372,268000,,100.0,2680,70,,3798,,
0.001,268299,-37.80015278,268400,48.32643127441406,100.0,2684,70,0.07131659239530563,3801,,
0.001,268399,,268500,47.987457275390625,,,,0.07021334767341614,,-37.49695292,100.0
0.001,268699,-37.676281849999995,268800,48.8729248046875,100.0,2688,70,0.06423940509557724,3807,,
0.001,268899,,269000,47.879844665527344,,,,0.07399029284715652,,-38.94323454,100.0
0.001,269099,-37.50548760999999,269200,48.28871154785156,100.0,2692,70,0.057345662266016006,3814,,
0.001,269399,,269500,48.543888092041016,,,,0.07769231498241425,,-37.17931366,100.0
0.001,269499,-37.638051770000004,269600,47.88808059692383,100.0,2696,70,0.045593321323394775,3821,,
0.001,269899,,270000,47.61311721801758,,,,0.05615200474858284,,-38.2021753,100.0
,,-37.64971173000001,270000,,100.0,2700,70,,3827,,
0.001,270299,-37.47567239,270400,48.760623931884766,100.0,2704,70,0.03871931880712509,3830,,
0.001,270399,,270500,48.084259033203125,,,,0.06136290356516838,,-38.736229,100.0
0.001,270699,-37.32887981000001,270800,48.47453689575195,100.0,2708,70,0.05180879682302475,3836,,
0.001,270899,,271000,48.157169342041016,,,,0.06634989380836487,,-38.190906580000004,100.0
0.001,271099,-37.46668149,271200,48.06929016113281,100.0,2712,70,0.1558448076248169,3843,,
0.001,271399,,271500,48.091163635253906,,,,0.07268880307674408,,-38.60437692,100.0
0.001,271499,-36.93448973,271600,48.139381408691406,100.0,2716,70,0.0654657706618309,3849,,
0.001,271899,,272000,48.3629264831543,,,,0.05723269283771515,,-38.21395648,100.0
,,-37.108140039999995,272000,,100.0,2720,70,,3856,,
0.001,272299,-37.01992024,272400,48.30182647705078,100.0,2724,70,0.09447695314884186,3858,,
0.001,272399,,272500,47.936744689941406,,,,0.034067217260599136,,-38.32210218,100.0
0.001,272699,-36.9692905,272800,48.512603759765625,100.0,2728,70,0.05259488523006439,3864,,
0.001,272899,,273000,48.053993225097656,,,,0.0780249759554863,,-38.77014199999999,100.0
0.001,273099,-37.06380336,273200,47.920257568359375,100.0,2732,70,0.04149922728538513,3871,,
0.001,273399,,273500,47.79255676269531,,,,0.04742839187383652,,-38.659101140000004,100.0
0.001,273499,-37.061796,273600,47.7110595703125,100.0,2736,70,0.06044650450348854,3878,,
0.001,273899,,274000,48.00177001953125,,,,0.04362105578184128,,-38.12413602,100.0
,,-37.12576491,274000,,100.0,2740,70,,3884,,
0.001,274299,-37.21080459,274400,48.390899658203125,100.0,2744,70,0.09156853705644608,3887,,
0.001,274399,,274500,48.18902587890625,,,,0.050837285816669464,,-40.08126764000001,100.0
0.001,274699,-37.41325579,274800,48.01166534423828,100.0,2748,70,0.04329752177000046,3893,,
0.001,274899,,275000,47.49463653564453,,,,0.05219686031341553,,-38.61111496,100.0
0.001,275099,-37.159623800000006,275200,47.618492126464844,100.0,2752,70,0.05927790328860283,3900,,
0.001,275399,,275500,47.93961715698242,,,,0.06695140898227692,,-38.17461212,100.0
0.001,275499,-37.14649749,275600,48.26100158691406,100.0,2756,70,0.05408830940723419,3906,,
0.001,275899,,276000,47.52205276489258,,,,0.05517183989286423,,-38.97876668,100.0
,,-37.23520948,276000,,100.0,2760,70,,3913,,
0.001,276299,-37.25620582,276400,47.65616989135742,100.0,2764,70,0.05257689207792282,3915,,
0.001,276399,,276500,47.91697311401367,,,,0.05905842036008835,,-41.15657526,100.0
0.001,276699,-37.317578170000004,276800,47.83557891845703,100.0,2768,70,0.07641024887561798,3922,,
0.001,276899,,277000,47.965614318847656,,,,0.08026644587516785,,-38.64077545999999,100.0
0.001,277099,-37.110059330000006,277200,48.922637939453125,100.0,2772,70,0.061308883130550385,3928,,
0.001,277399,,277500,47.88855743408203,,,,0.06033235415816307,,-41.21653054,100.0
0.001,277499,-37.2219757,277600,48.19159698486328,100.0,2776,70,0.05913408100605011,3935,,
