time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef_loss,train/ent_coef,eval/mean_reward,eval/mean_ep_length
3570,821.00315692,1264,34,166.33,121500,,,,,,,,
,,,,,122000,0.0003,-175.184326171875,37.278076171875,121899,0.1347414255142212,0.021658429875969887,578.68340848,123.74
3589,836.5331537500001,1268,34,169.35,122353,0.0003,-179.3531494140625,33.01326370239258,122252,0.3491671085357666,0.021961936727166176,,
,,,,,122500,0.0003,-174.7320556640625,33.820167541503906,122399,1.651696801185608,0.02172567881643772,824.6608633200001,168.16
3609,831.4301160499999,1272,34,168.35,122931,0.0003,-166.86630249023438,26.922304153442383,122830,-3.1978230476379395,0.02194855734705925,,
,,,,,123000,0.0003,-168.26116943359375,36.754032135009766,122899,-2.280877113342285,0.0219182837754488,682.6820812800001,148.88
,,,,,123500,0.0003,-172.23187255859375,36.06100082397461,123399,-2.7857258319854736,0.02241629920899868,767.6478263600001,157.42
3642,842.41943466,1276,33,170.59,123569,0.0003,-179.05462646484375,30.912002563476562,123468,-1.7182334661483765,0.02247503213584423,,
,,,,,124000,0.0003,-178.1649169921875,34.771568298339844,123899,1.0104806423187256,0.022404277697205544,739.3293985199999,151.02
3662,831.5600187800001,1280,33,168.25,124252,0.0003,-193.17523193359375,39.75157928466797,124151,-4.337963104248047,0.022226180881261826,,
,,,,,124500,0.0003,-179.0979766845703,34.397193908691406,124399,-2.0487794876098633,0.021967153996229172,691.8787518000001,144.36
3681,823.3087061099999,1284,33,166.9,124817,0.0003,-192.0774383544922,30.207103729248047,124716,2.997039794921875,0.022481538355350494,,
,,,,,125000,0.0003,-185.32211303710938,33.92649841308594,124899,1.4489567279815674,0.022400079295039177,719.9374441399999,149.0
3701,829.7916104800001,1288,33,168.38,125477,0.0003,-184.37973022460938,29.876991271972656,125376,4.6018266677856445,0.0219445638358593,,
,,,,,125500,0.0003,-175.5181884765625,38.571136474609375,125399,-0.4068073630332947,0.021924132481217384,662.85814074,138.24
,,,,,126000,0.0003,-181.1942138671875,34.1728515625,125899,-2.955421209335327,0.022188222035765648,904.5854043,180.44
3737,841.5080147900001,1292,33,171.19,126288,0.0003,-181.6344757080078,36.642208099365234,126187,1.563515305519104,0.02234736643731594,,
,,,,,126500,0.0003,-179.11102294921875,29.446731567382812,126399,1.2618818283081055,0.022238975390791893,882.4425493200001,180.3
,,,,,127000,0.0003,-177.4659881591797,32.44202423095703,126899,3.3159093856811523,0.022056657820940018,996.1204264399998,200.56
3780,860.5647545400002,1296,33,175.47,127295,0.0003,-177.88279724121094,30.076885223388672,127194,-1.9504351615905762,0.022314198315143585,,
,,,,,127500,0.0003,-185.41607666015625,38.22962951660156,127399,1.8397847414016724,0.02250618487596512,740.88805478,146.26
3800,865.7191879200001,1300,33,176.35,127977,0.0003,-176.82327270507812,36.206878662109375,127876,0.8649194240570068,0.02225269190967083,,
,,,,,128000,0.0003,-181.7222900390625,29.497020721435547,127899,-3.9539995193481445,0.02224406599998474,839.0337068399999,177.02
,,,,,128500,0.0003,-174.38771057128906,28.08049774169922,128399,-3.8474016189575195,0.02252449281513691,874.6372157800001,173.52
3835,863.3653445900002,1304,33,175.8,128549,0.0003,-174.82223510742188,33.00950622558594,128448,-3.473144769668579,0.02253459021449089,,
,,,,,129000,0.0003,-177.72061157226562,38.912784576416016,128899,-5.72629451751709,0.022742990404367447,1176.91958884,236.62
3864,870.95780989,1308,33,176.93,129311,0.0003,-179.44122314453125,31.779504776000977,129210,-0.42802706360816956,0.022452082484960556,,
,,,,,129500,0.0003,-198.31063842773438,28.275856018066406,129399,1.3198628425598145,0.02251698635518551,834.3804060800001,169.32
3884,857.2812850299998,1312,33,174.44,129881,0.0003,-184.0187225341797,33.67658233642578,129780,-0.20000454783439636,0.02283703349530697,,
,,,,,130000,0.0003,-187.49110412597656,37.55192565917969,129899,2.7272019386291504,0.0227646641433239,1080.21433666,219.2
,,,,,130500,0.0003,-193.15472412109375,32.41623306274414,130399,0.8797155022621155,0.022308629006147385,1001.68124634,206.0
3930,874.37153605,1316,33,177.52,130858,0.0003,-188.24127197265625,33.127220153808594,130757,-2.2306652069091797,0.02257036790251732,,
,,,,,131000,0.0003,-172.9101104736328,33.15058135986328,130899,0.7486568689346313,0.022826021537184715,866.3214420800002,177.92
,,,,,131500,0.0003,-182.19479370117188,33.9128532409668,131399,-1.5112416744232178,0.023316817358136177,931.7360580200001,190.5
3967,873.9491747000002,1320,33,177.7,131551,0.0003,-192.15130615234375,34.886444091796875,131450,-0.17113864421844482,0.023261623457074165,,
,,,,,132000,0.0003,-187.91436767578125,46.67866516113281,131899,1.8249459266662598,0.02314458228647709,771.6828926400001,164.4
3991,888.7977911399998,1324,33,180.96,132496,0.0003,-182.17559814453125,29.956180572509766,132395,2.203270673751831,0.023242497816681862,,
,,,,,132500,0.0003,-178.15940856933594,38.151161193847656,132399,2.4647419452667236,0.023252274841070175,933.46369508,191.54
,,,,,133000,0.0003,-179.29013061523438,39.81324005126953,132899,2.800502300262451,0.02369007281959057,830.8962458800002,166.04
4028,899.4605436099998,1328,33,183.4,133227,0.0003,-176.6890869140625,31.342655181884766,133126,-2.3764266967773438,0.023409370332956314,,
,,,,,133500,0.0003,-182.3099822998047,31.18067169189453,133399,-3.2148733139038086,0.023248128592967987,971.0902896400002,194.08
4051,884.44539326,1332,33,180.4,133882,0.0003,-181.21005249023438,34.87837600708008,133781,-1.85102379322052,0.023136360570788383,,
,,,,,134000,0.0003,-186.72666931152344,36.32667541503906,133899,-0.11959320306777954,0.023052453994750977,920.1996983599998,192.46
,,,,,134500,0.0003,-200.2238311767578,36.35164260864258,134399,8.487808227539062,0.023026006296277046,904.65506926,189.6
4093,894.8472521099998,1336,32,182.33,134824,0.0003,-194.7945098876953,36.05995178222656,134723,2.7116360664367676,0.023135308176279068,,
,,,,,135000,0.0003,-190.4288787841797,36.70429229736328,134899,1.5037463903427124,0.023357121273875237,728.9435745000001,151.52
4112,881.9206585500001,1340,32,180.02,135320,0.0003,-183.22671508789062,36.660118103027344,135219,0.7023435235023499,0.02355567365884781,,
,,,,,135500,0.0003,-184.06092834472656,34.07684326171875,135399,1.6768710613250732,0.023492271080613136,1000.3305548000001,199.2
,,,,,136000,0.0003,-177.62179565429688,37.44746017456055,135899,1.933532953262329,0.023380890488624573,817.7098783799999,159.7
4152,896.94991967,1344,32,183.32,136340,0.0003,-192.89404296875,30.376544952392578,136239,-0.33821916580200195,0.023233899846673012,,
,,,,,136500,0.0003,-187.84799194335938,34.42120361328125,136399,1.5258122682571411,0.023642078042030334,1044.98810028,209.98
4177,894.95885936,1348,32,182.76,136917,0.0003,-191.26535034179688,38.15400695800781,136816,0.07906687259674072,0.023793399333953857,,
,,,,,137000,0.0003,-182.56549072265625,36.53114318847656,136899,0.9223766326904297,0.024007072672247887,994.4010542,198.26
,,,,,137500,0.0003,-191.47254943847656,41.70267868041992,137399,-2.0602598190307617,0.02422102354466915,986.1932914800001,201.62
4218,898.48009339,1352,32,183.63,137738,0.0003,-188.04579162597656,34.97608947753906,137637,2.8139195442199707,0.024139102548360825,,
,,,,,138000,0.0003,-179.7572021484375,45.843406677246094,137899,1.8742878437042236,0.024045510217547417,1095.5770373999999,215.54
4244,901.60302836,1356,32,183.97,138434,0.0003,-197.81546020507812,37.96141052246094,138333,-1.4235715866088867,0.023754578083753586,,
,,,,,138500,0.0003,-194.2939910888672,34.328041076660156,138399,-3.281845808029175,0.02371622808277607,1062.06733142,212.26
,,,,,139000,0.0003,-180.12432861328125,45.750701904296875,138899,-7.022100925445557,0.0240809116512537,1003.03475046,195.06
4286,899.01139521,1360,32,183.26,139151,0.0003,-180.88156127929688,39.824302673339844,139050,2.609088659286499,0.02423153445124626,,
,,,,,139500,0.0003,-195.85894775390625,37.6837043762207,139399,-1.0959908962249756,0.024110527709126472,894.1308878399999,175.82
,,,,,140000,0.0003,-195.77798461914062,47.09709167480469,139899,-4.132432460784912,0.024078600108623505,974.3478194799999,191.52
4327,916.05783977,1364,32,186.52,140152,0.0003,-185.407470703125,36.806419372558594,140051,0.2670068144798279,0.024424776434898376,,
,,,,,140500,0.0003,-192.13571166992188,37.07577133178711,140399,2.6891183853149414,0.024343501776456833,795.15025822,152.0
4349,916.5991658,1368,32,186.29,140982,0.0003,-192.08782958984375,32.90074157714844,140881,-2.161381959915161,0.024119270965456963,,
,,,,,141000,0.0003,-181.6321563720703,38.25703430175781,140899,-2.6606574058532715,0.02408483438193798,893.14565668,178.38
,,,,,141500,0.0003,-180.08169555664062,34.870201110839844,141399,-0.24896696209907532,0.023999473080039024,1000.7060175400002,200.96
4389,928.6076446,1372,32,188.38,141769,0.0003,-191.3931427001953,33.189697265625,141668,-3.268110513687134,0.024134084582328796,,
,,,,,142000,0.0003,-189.88870239257812,34.61034393310547,141899,1.902657389640808,0.024113493040204048,1256.36413018,251.84
,,,,,142500,0.0003,-198.45184326171875,36.24422836303711,142399,1.7094042301177979,0.024192415177822113,812.2607646399998,161.0
4433,939.7708000299999,1376,32,190.32,142601,0.0003,-181.69894409179688,31.102630615234375,142500,-1.2050893306732178,0.024023305624723434,,
,,,,,143000,0.0003,-193.55601501464844,37.91108703613281,142899,0.470537006855011,0.02432975545525551,998.08418648,198.14
4460,948.1311703399999,1380,32,192.04,143456,0.0003,-179.9135284423828,43.98854064941406,143355,1.0151722431182861,0.024298667907714844,,
,,,,,143500,0.0003,-173.08743286132812,43.209075927734375,143399,-1.3413996696472168,0.024304786697030067,1267.03709168,250.0
,,,,,144000,0.0003,-183.86843872070312,38.334495544433594,143899,-3.683640956878662,0.02399641089141369,904.4325075199998,184.94
4507,967.3420742299999,1384,32,195.62,144379,0.0003,-199.40487670898438,39.829315185546875,144278,3.025376319885254,0.024740071967244148,,
,,,,,144500,0.0003,-194.39845275878906,32.8078498840332,144399,-5.184845924377441,0.024895986542105675,998.14679414,198.36
4528,959.3880019,1388,31,193.93,144870,0.0003,-196.16241455078125,41.2451171875,144769,0.4357614517211914,0.024923453107476234,,
,,,,,145000,0.0003,-192.5683135986328,44.273475646972656,144899,-0.0060874223709106445,0.02483448013663292,1188.31954822,234.54
,,,,,145500,0.0003,-200.90908813476562,38.329254150390625,145399,-4.764338493347168,0.024644510820508003,1300.1205215,266.86
4577,954.1134099700002,1392,31,192.48,145536,0.0003,-193.09808349609375,38.264076232910156,145435,2.100705146789551,0.024695083498954773,,
,,,,,146000,0.0003,-202.92581176757812,38.714927673339844,145899,-0.32357585430145264,0.023922529071569443,735.4541486800001,143.44
,,,,,146500,0.0003,-185.57540893554688,42.260406494140625,146399,3.2884116172790527,0.02412278577685356,1365.8466884599998,271.74
4625,965.8719879700001,1396,31,194.53,146748,0.0003,-194.37567138671875,35.417110443115234,146647,-1.4417743682861328,0.02398858033120632,,
,,,,,147000,0.0003,-189.09022521972656,41.20085525512695,146899,2.511643886566162,0.02458944171667099,1046.4997312,208.28
4651,966.1377819100001,1400,31,195.08,147485,0.0003,-190.10305786132812,39.80332946777344,147384,1.5970823764801025,0.02478373423218727,,
,,,,,147500,0.0003,-202.59829711914062,32.31951904296875,147399,2.6952946186065674,0.024763032793998718,1129.1076977399998,232.3
,,,,,148000,0.0003,-206.6329345703125,42.601104736328125,147899,1.1127136945724487,0.02503042295575142,966.1261646800001,192.36
4692,966.4729873400001,1404,31,194.98,148047,0.0003,-191.67147827148438,31.262882232666016,147946,-1.2175103425979614,0.025139648467302322,,
,,,,,148500,0.0003,-196.13487243652344,36.778785705566406,148399,2.169703960418701,0.02478089928627014,1397.9070690600001,277.94
,,,,,149000,0.0003,-189.1575469970703,46.75774383544922,148899,-3.533189296722412,0.024509884417057037,1247.94431896,247.98
4750,989.88174381,1408,31,199.52,149263,0.0003,-191.05633544921875,34.270545959472656,149162,-5.509146690368652,0.02470869943499565,,
,,,,,149500,0.0003,-179.204833984375,43.508026123046875,149399,-6.127089977264404,0.024770468473434448,1020.6268118799999,201.48
,,,,,150000,0.0003,-197.44918823242188,33.16942596435547,149899,-0.7110762596130371,0.02519879676401615,1150.00746628,229.3
4796,1007.22554042,1412,31,202.99,150180,0.0003,-201.18702697753906,35.677886962890625,150079,1.3060083389282227,0.025187145918607712,,
,,,,,150500,0.0003,-188.7583770751953,29.064903259277344,150399,-4.736746788024902,0.025368912145495415,1022.5337054799999,210.34
,,,,,151000,0.0003,-199.40121459960938,45.24360656738281,150899,2.0940213203430176,0.025284158065915108,1083.75274252,217.74
4842,999.2300717300002,1416,31,201.48,151006,0.0003,-192.97952270507812,37.84465026855469,150905,-3.401273250579834,0.02529127709567547,,
,,,,,151500,0.0003,-199.67572021484375,34.850059509277344,151399,0.4075596332550049,0.02487661875784397,1080.56625588,221.28
4872,1013.6370337300001,1420,31,204.03,151954,0.0003,-201.43760681152344,38.72956085205078,151853,0.8776386976242065,0.02527047134935856,,
,,,,,152000,0.0003,-184.49868774414062,34.891876220703125,151899,1.9651285409927368,0.02524692565202713,761.77910136,151.76
,,,,,152500,0.0003,-195.6590576171875,46.946441650390625,152399,-3.417214870452881,0.02491680532693863,1415.2449847799999,292.44
4919,1010.78754088,1424,31,203.38,152834,0.0003,-196.56773376464844,33.02888107299805,152733,3.197946310043335,0.024745402857661247,,
,,,,,153000,0.0003,-201.18495178222656,38.434288024902344,152899,-1.4586005210876465,0.02468949742615223,1282.0053593999999,262.04
,,,,,153500,0.0003,-194.28390502929688,41.997947692871094,153399,1.6458375453948975,0.0255443025380373,1349.3945186400001,273.68
4977,1032.4594742000002,1428,30,207.26,153953,0.0003,-189.45733642578125,36.48333740234375,153852,-1.9307525157928467,0.02559448778629303,,
,,,,,154000,0.0003,-196.72381591796875,37.341651916503906,153899,-0.9429951906204224,0.025449126958847046,1129.6622067200003,223.02
,,,,,154500,0.0003,-192.05557250976562,40.22174072265625,154399,5.0917463302612305,0.025416817516088486,1660.8816586599999,345.56
,,,,,155000,0.0003,-203.37060546875,43.274147033691406,154899,3.540740489959717,0.025591837242245674,1148.75513834,225.78
5057,1062.6610732799998,1432,30,213.42,155224,0.0003,-204.44940185546875,37.193084716796875,155123,-0.0857245922088623,0.02539774961769581,,
,,,,,155500,0.0003,-186.8125762939453,39.379005432128906,155399,3.4229190349578857,0.025185193866491318,1196.2258978,246.16
,,,,,156000,0.0003,-187.81735229492188,30.82581901550293,155899,-0.7775120735168457,0.025944847613573074,948.20930836,185.88
5103,1062.3688169599998,1436,30,213.75,156199,0.0003,-194.91981506347656,40.93031311035156,156098,3.4938855171203613,0.02590775489807129,,
,,,,,156500,0.0003,-202.0626220703125,34.946258544921875,156399,0.4277927875518799,0.025743667036294937,1808.6846885,366.72
,,,,,157000,0.0003,-193.8234100341797,40.68409729003906,156899,0.7571927309036255,0.025338156148791313,954.9545478599998,189.66
5162,1087.7359766900001,1440,30,219.29,157249,0.0003,-203.64044189453125,43.35789108276367,157148,2.0550644397735596,0.025258606299757957,,
,,,,,157500,0.0003,-200.23313903808594,34.28974151611328,157399,-2.2149267196655273,0.025099653750658035,1268.95701878,255.6
,,,,,158000,0.0003,-193.85720825195312,38.012786865234375,157899,4.203219413757324,0.02524549886584282,1261.02842552,261.5
5218,1094.4609692000001,1444,30,220.41,158381,0.0003,-193.0855712890625,36.38484191894531,158280,-1.0557212829589844,0.025237344205379486,,
,,,,,158500,0.0003,-199.72640991210938,42.61737823486328,158399,-0.3772198557853699,0.025122644379734993,1060.39039524,208.42
,,,,,159000,0.0003,-188.3800811767578,40.44842529296875,158899,1.5217249393463135,0.025731302797794342,1116.19022828,222.34
,,,,,159500,0.0003,-210.2339324951172,39.13185501098633,159399,-4.432024002075195,0.026475587859749794,860.2502776200001,169.18
5280,1121.1089130700002,1448,30,225.97,159514,0.0003,-194.17405700683594,37.3656005859375,159413,-4.935476303100586,0.026440823450684547,,
,,,,,160000,0.0003,-203.8647003173828,39.79230880737305,159899,3.152287006378174,0.026139844208955765,1137.49459684,226.24
5309,1124.20014789,1452,30,226.4,160378,0.0003,-197.5986785888672,42.196319580078125,160277,5.581709384918213,0.026409372687339783,,
,,,,,160500,0.0003,-197.16485595703125,39.511505126953125,160399,1.8954691886901855,0.026541436091065407,1214.0278710999999,243.36
,,,,,161000,0.0003,-198.65139770507812,40.064727783203125,160899,-3.857805013656616,0.026236211881041527,992.1573254,196.8
,,,,,161500,0.0003,-195.0204315185547,40.78767395019531,161399,-1.0208566188812256,0.026222463697195053,1225.15244794,243.04
5381,1158.03190506,1456,30,233.21,161755,0.0003,-197.37799072265625,40.56810760498047,161654,1.4014811515808105,0.02573002688586712,,
,,,,,162000,0.0003,-214.02076721191406,45.855430603027344,161899,3.605647087097168,0.02601262554526329,1235.03531558,250.44
,,,,,162500,0.0003,-196.7703399658203,39.743377685546875,162399,-0.8926070928573608,0.026107650250196457,1534.65391648,313.52
,,,,,163000,0.0003,-198.36212158203125,44.37274932861328,162899,-0.7810759544372559,0.026286035776138306,1236.90368644,252.5
5464,1187.4845966,1460,29,239.59,163110,0.0003,-200.039306640625,74.6182861328125,163009,-2.9523112773895264,0.026438435539603233,,
,,,,,163500,0.0003,-214.19390869140625,39.089378356933594,163399,0.013086557388305664,0.02658027410507202,1128.0170178399999,234.34
,,,,,164000,0.0003,-194.412353515625,38.016815185546875,163899,0.20774996280670166,0.026232320815324783,1169.9483608,234.22
5513,1184.23855042,1464,29,239.1,164062,0.0003,-202.07745361328125,43.09016418457031,163961,5.1596574783325195,0.02633446455001831,,
,,,,,164500,0.0003,-202.2522735595703,49.90618133544922,164399,-1.5313498973846436,0.02625456266105175,1426.9805330199995,292.64
,,,,,165000,0.0003,-207.23526000976562,36.00535583496094,164899,0.05377006530761719,0.026265650987625122,1677.7456960000002,338.86
,,,,,165500,0.0003,-198.07740783691406,43.68834686279297,165399,0.3151179552078247,0.026685064658522606,1305.07024928,262.68
5606,1218.01546963,1468,29,246.95,165677,0.0003,-196.5392608642578,34.79536437988281,165576,-1.9272739887237549,0.026608051732182503,,
,,,,,166000,0.0003,-201.48960876464844,42.14823913574219,165899,-2.143371105194092,0.026492031291127205,1042.39303068,211.72
,,,,,166500,0.0003,-195.29644775390625,43.256229400634766,166399,4.005177974700928,0.026101352646946907,1227.41592076,254.82
5656,1226.6058087099998,1472,29,248.76,166645,0.0003,-204.16680908203125,43.86838150024414,166544,-0.08084797859191895,0.026133719831705093,,
,,,,,167000,0.0003,-215.1114044189453,50.73305130004883,166899,-0.7386356592178345,0.02673853561282158,1334.4826623400002,269.78
,,,,,167500,0.0003,-206.1593017578125,46.14662170410156,167399,1.5361969470977783,0.027111446484923363,1153.96314226,242.04
,,,,,168000,0.0003,-211.91668701171875,48.032859802246094,167899,4.446671009063721,0.026864947751164436,1296.70195296,259.1
5738,1258.92962056,1476,29,255.74,168175,0.0003,-212.88613891601562,48.97916793823242,168074,-5.506026744842529,0.02712893672287464,,
,,,,,168500,0.0003,-213.21090698242188,40.94232940673828,168399,-1.5986825227737427,0.026916025206446648,1141.77921462,226.68
,,,,,169000,0.0003,-203.75424194335938,40.57773208618164,168899,-1.4205511808395386,0.02719937451183796,1048.39788116,207.8
5786,1275.54682766,1480,29,258.95,169351,0.0003,-215.19427490234375,37.869422912597656,169250,0.7933812141418457,0.027099348604679108,,
,,,,,169500,0.0003,-212.4560546875,43.33409881591797,169399,0.3577834367752075,0.027102507650852203,1753.8776151199997,355.12
,,,,,170000,0.0003,-208.54063415527344,55.26673126220703,169899,2.776606559753418,0.026863520964980125,1808.3167657,358.48
,,,,,170500,0.0003,-205.569091796875,43.872528076171875,170399,-2.3519673347473145,0.027066778391599655,1508.5099768600003,312.22
5885,1291.7884189400002,1484,28,262.34,170613,0.0003,-215.50808715820312,44.760536193847656,170512,-4.034529685974121,0.027022721245884895,,
,,,,,171000,0.0003,-215.5400390625,41.50335693359375,170899,1.2836377620697021,0.027371682226657867,1410.8151513799999,282.98
,,,,,171500,0.0003,-212.65635681152344,54.563209533691406,171399,-0.9283862113952637,0.028117457404732704,1821.90301166,373.7
5957,1335.01388829,1488,28,271.29,171999,0.0003,-222.22549438476562,61.169212341308594,171898,-1.3066623210906982,0.02698845975100994,,
,,,,,172000,0.0003,-213.8555908203125,49.261409759521484,171899,-0.6980457305908203,0.02698924019932747,1390.30939496,279.76
,,,,,172500,0.0003,-208.36871337890625,40.375335693359375,172399,-0.7968044877052307,0.026755917817354202,2339.9029198000003,476.06
,,,,,173000,0.0003,-211.7191925048828,43.46904754638672,172899,0.4786505699157715,0.02694590389728546,1773.9590086599999,359.5
6062,1356.7674738799997,1492,28,275.95,173131,0.0003,-203.9607696533203,43.12763977050781,173030,1.1143451929092407,0.026985300704836845,,
,,,,,173500,0.0003,-214.1022491455078,51.12690734863281,173399,1.6261539459228516,0.027544286102056503,1762.6510787399998,354.2
,,,,,174000,0.0003,-221.3425750732422,38.9542236328125,173899,-4.482280731201172,0.027761802077293396,1617.4980536799994,324.82
,,,,,174500,0.0003,-210.03326416015625,45.279109954833984,174399,-0.5998850464820862,0.02809987962245941,1293.86150704,260.82
6156,1362.1857389699999,1496,28,277.56,174504,0.0003,-209.36672973632812,43.22338104248047,174403,2.916482448577881,0.028086785227060318,,
,,,,,175000,0.0003,-216.10194396972656,49.853797912597656,174899,2.085179090499878,0.02768394723534584,1657.9363975200001,336.38
,,,,,175500,0.0003,-215.62789916992188,42.62928009033203,175399,-2.6124472618103027,0.028128379955887794,1118.0924683800001,219.66
,,,,,176000,0.0003,-197.10537719726562,46.43048095703125,175899,-1.3425787687301636,0.028241440653800964,1418.1378037999998,282.46
6245,1404.15614401,1500,28,286.04,176089,0.0003,-217.00985717773438,37.40560531616211,175988,-1.4629220962524414,0.027868304401636124,,
,,,,,176500,0.0003,-206.43011474609375,47.97517395019531,176399,1.9782195091247559,0.027898820117115974,2022.5597499600003,408.18
,,,,,177000,0.0003,-204.78790283203125,42.66069793701172,176899,2.954332113265991,0.027753431349992752,2115.96871136,422.5
6330,1442.6732412399997,1504,28,293.89,177436,0.0003,-217.81700134277344,38.72962951660156,177335,-5.241454124450684,0.028204161673784256,,
,,,,,177500,0.0003,-215.76702880859375,45.516845703125,177399,-4.541679382324219,0.02803446725010872,1587.60697518,318.12
,,,,,178000,0.0003,-216.14427185058594,44.432655334472656,177899,3.7931151390075684,0.028208427131175995,1834.8967377600002,363.74
,,,,,178500,0.0003,-210.547119140625,56.753273010253906,178399,1.9900367259979248,0.0289003886282444,1946.5972125199999,384.3
,,,,,179000,0.0003,-220.173095703125,45.01514434814453,178899,-2.7089760303497314,0.0284549742937088,2252.01869618,450.72
6475,1463.65002664,1508,27,298.13,179076,0.0003,-223.1837158203125,49.602760314941406,178975,-0.13291716575622559,0.028296390548348427,,
,,,,,179500,0.0003,-218.39779663085938,44.02157211303711,179399,2.2603061199188232,0.028362704440951347,2097.25030068,425.68
,,,,,180000,0.0003,-197.5623016357422,36.80527114868164,179899,-0.7559494972229004,0.027985157445073128,2457.83496472,494.42
,,,,,180500,0.0003,-221.29672241210938,45.118804931640625,180399,3.6633870601654053,0.028655102476477623,2433.49323358,493.26
6610,1490.9343895899997,1512,27,303.47,180527,0.0003,-219.06967163085938,40.1328125,180426,5.8495635986328125,0.02859487012028694,,
,,,,,181000,0.0003,-219.9144744873047,61.59783935546875,180899,1.5088911056518555,0.028931213542819023,1633.4294424600002,333.6
,,,,,181500,0.0003,-228.3385467529297,40.69638442993164,181399,-3.1219675540924072,0.02887379750609398,1332.62811266,273.74
6676,1519.15800471,1516,27,309.26,181932,0.0003,-222.20692443847656,40.13724899291992,181831,1.1463786363601685,0.028315218165516853,,
,,,,,182000,0.0003,-220.97589111328125,47.96813201904297,181899,0.20590656995773315,0.02838490717113018,2035.42083972,417.28
,,,,,182500,0.0003,-227.83120727539062,44.56615447998047,182399,3.095890760421753,0.02828202396631241,1437.61565928,295.68
,,,,,183000,0.0003,-229.96298217773438,56.17211151123047,182899,3.162177562713623,0.028629789128899574,916.4371447799999,198.92
,,,,,183500,0.0003,-206.79476928710938,45.57345199584961,183399,2.10160756111145,0.0282706581056118,2424.9692490600005,500.44
,,,,,184000,0.0003,-216.08969116210938,48.79395294189453,183899,-5.710280418395996,0.02826140634715557,916.7845962200001,192.82
6835,1574.90651763,1520,26,320.62,184016,0.0003,-215.08560180664062,43.317649841308594,183915,-0.22782760858535767,0.028211278840899467,,
,,,,,184500,0.0003,-213.77230834960938,52.43643569946289,184399,-1.2642967700958252,0.02846035547554493,1998.7096017600002,409.26
,,,,,185000,0.0003,-212.01443481445312,47.509002685546875,184899,-0.5856618881225586,0.02914874628186226,1885.6171685000002,391.28
6909,1587.23272826,1524,26,322.95,185129,0.0003,-218.68202209472656,46.3656120300293,185028,6.368974208831787,0.02944973297417164,,
,,,,,185500,0.0003,-222.4210205078125,42.79033660888672,185399,1.943617820739746,0.029017271474003792,2527.16121832,501.6
,,,,,186000,0.0003,-225.30136108398438,43.932579040527344,185899,3.3773281574249268,0.028968898579478264,3009.1271920000004,615.7
,,,,,186500,0.0003,-220.10934448242188,45.52447509765625,186399,-0.11195331811904907,0.028906818479299545,2057.1205249199998,413.86
,,,,,187000,0.0003,-223.59548950195312,48.650062561035156,186899,-2.870481491088867,0.029024219140410423,2091.88989662,423.64
7063,1625.1317154899998,1528,26,331.14,187067,0.0003,-214.72799682617188,49.09845733642578,186966,-1.6580833196640015,0.029177796095609665,,
,,,,,187500,0.0003,-228.01937866210938,45.0522346496582,187399,-0.12521398067474365,0.029039958491921425,1865.4954040999999,379.46
,,,,,188000,0.0003,-220.26649475097656,43.91105651855469,187899,3.194125175476074,0.02924450859427452,3096.47946366,623.34
,,,,,188500,0.0003,-236.229736328125,46.73650360107422,188399,1.2296816110610962,0.029181065037846565,2718.1263419800002,543.96
,,,,,189000,0.0003,-225.81715393066406,52.74347686767578,188899,-0.06726929545402527,0.029076969251036644,2462.7417695800004,510.12
,,,,,189500,0.0003,-226.05487060546875,48.09678268432617,189399,1.7244491577148438,0.029086884111166,2283.6059208199995,457.68
7262,1697.92303475,1532,26,345.48,189772,0.0003,-221.63638305664062,43.238582611083984,189671,3.5994834899902344,0.029146689921617508,,
,,,,,190000,0.0003,-217.81265258789062,49.770790100097656,189899,-1.4249088764190674,0.028931012377142906,2628.93790592,520.68
,,,,,190500,0.0003,-233.0010528564453,48.44171905517578,190399,-2.3668787479400635,0.029039446264505386,2309.64145624,477.28
,,,,,191000,0.0003,-228.55995178222656,56.17414855957031,190899,-3.0629472732543945,0.029460027813911438,2367.60485872,475.26
7379,1730.49317325,1536,25,352.21,191420,0.0003,-227.55419921875,58.306007385253906,191319,1.4476497173309326,0.03002796322107315,,
,,,,,191500,0.0003,-236.69644165039062,53.607208251953125,191399,-2.495396375656128,0.030155260115861893,2644.08492702,534.72
,,,,,192000,0.0003,-222.980712890625,50.12514114379883,191899,-5.1079325675964355,0.02961776778101921,2297.29423296,463.4
,,,,,192500,0.0003,-232.20252990722656,54.69495391845703,192399,0.8201695680618286,0.029282860457897186,2463.06511582,485.24
,,,,,193000,0.0003,-227.1964874267578,47.204044342041016,192899,-0.5890927314758301,0.029602598398923874,3300.1179590200004,677.74
7546,1771.6502207600001,1540,25,360.29,193278,0.0003,-226.513916015625,63.9625358581543,193177,-3.316058397293091,0.029403984546661377,,
,,,,,193500,0.0003,-233.4261474609375,54.29392623901367,193399,0.13982439041137695,0.03005809895694256,2418.0051452999996,487.36
,,,,,194000,0.0003,-228.4182891845703,53.54327392578125,193899,3.83821964263916,0.029563255608081818,2255.2215434199998,453.14
,,,,,194500,0.0003,-226.2098388671875,52.40731430053711,194399,3.485865831375122,0.030233634635806084,1749.7160008799997,349.88
