time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef_loss,train/ent_coef,eval/mean_reward,eval/mean_ep_length
,,,,,801000,0.0003,-452.55108642578125,24.365127563476562,800899,-3.068734884262085,0.01882254146039486,5290.74198952,1000.0
,,,,,801500,0.0003,-436.5416564941406,49.95700454711914,801399,4.719020843505859,0.01929844729602337,5240.72420986,985.84
,,,,,802000,0.0003,-450.0372314453125,20.722610473632812,801899,-6.424687385559082,0.01934901811182499,5071.812540540001,979.42
,,,,,802500,0.0003,-453.6271057128906,24.023380279541016,802399,-1.8969043493270874,0.019156889989972115,4441.5283398,887.06
,,,,,803000,0.0003,-444.75286865234375,47.12918472290039,802899,7.855734348297119,0.01980399899184704,5154.9487987,982.72
,,,,,803500,0.0003,-442.9427185058594,34.08844757080078,803399,-0.5277170538902283,0.01930706948041916,4239.85392168,837.44
84640,4886.10793938,2256,9,918.69,803985,0.0003,-445.0997619628906,57.99250793457031,803884,4.730075359344482,0.019772375002503395,,
,,,,,804000,0.0003,-441.5004577636719,23.90646743774414,803899,-7.8553290367126465,0.019786857068538666,5469.25827666,1000.0
,,,,,804500,0.0003,-458.8079833984375,29.695072174072266,804399,-8.496787071228027,0.020166557282209396,3582.076565,713.1
,,,,,805000,0.0003,-449.28741455078125,33.915069580078125,804899,6.719039440155029,0.021278830245137215,4554.050362020001,882.24
,,,,,805500,0.0003,-454.90692138671875,91.97418212890625,805399,-3.5358431339263916,0.02229703962802887,4830.15203502,948.32
,,,,,806000,0.0003,-456.5705871582031,77.11591339111328,805899,-0.7617702484130859,0.02281796932220459,3673.96907656,747.48
,,,,,806500,0.0003,-444.640380859375,51.54901885986328,806399,1.2234896421432495,0.025376353412866592,644.28342232,144.64
,,,,,807000,0.0003,-450.573974609375,48.805030822753906,806899,3.792243003845215,0.02846352569758892,2086.48495988,428.4
84993,4885.64318697,2260,9,919.45,807047,0.0003,-452.8892822265625,40.159610748291016,806946,0.18009191751480103,0.028829654678702354,,
,,,,,807500,0.0003,-444.212646484375,72.51558685302734,807399,4.647467613220215,0.032219573855400085,1514.41088934,312.06
,,,,,808000,0.0003,-463.9874267578125,49.89521026611328,807899,1.7379980087280273,0.036149196326732635,2994.70276832,596.66
,,,,,808500,0.0003,-453.92236328125,69.9354248046875,808399,4.131864070892334,0.040511857718229294,2807.53255214,566.4
,,,,,809000,0.0003,-462.8163146972656,57.507957458496094,808899,5.411832809448242,0.04294933006167412,3520.3832235799996,685.84
,,,,,809500,0.0003,-455.3940734863281,67.16004180908203,809399,-2.345604658126831,0.04427127540111542,3328.55693572,658.3
85207,4802.633140579999,2264,9,905.59,809661,0.0003,-468.0273132324219,76.16429901123047,809560,-6.621018409729004,0.04364994913339615,,
,,,,,810000,0.0003,-472.3711853027344,64.16900634765625,809899,-0.02141299843788147,0.04364755377173424,1660.5638566400003,355.6
,,,,,810500,0.0003,-466.30352783203125,78.06417846679688,810399,-1.1845976114273071,0.041167158633470535,2348.89773384,473.84
85271,4639.8021011499995,2268,9,875.98,810700,0.0003,-477.55596923828125,65.42691040039062,810599,1.2433457374572754,0.04172695055603981,,
,,,,,811000,0.0003,-461.3048400878906,63.38227462768555,810899,5.427918434143066,0.04141197353601456,905.1207836999998,202.02
,,,,,811500,0.0003,-468.0596923828125,54.87922286987305,811399,-1.430469274520874,0.04159608110785484,538.4259697399999,116.88
,,,,,812000,0.0003,-473.12408447265625,67.17670440673828,811899,-1.773898720741272,0.03899042680859566,1483.0837936399998,315.92
85329,4503.6421516,2272,9,851.53,812255,0.0003,-471.7607116699219,94.1652603149414,812154,-2.393418788909912,0.03793347254395485,,
,,,,,812500,0.0003,-466.65118408203125,83.32684326171875,812399,1.6875927448272705,0.036860108375549316,794.2467148399999,167.48
85348,4325.0130871,2276,9,818.4,812942,0.0003,-477.6916809082031,62.47417449951172,812841,-7.2693963050842285,0.0354207344353199,,
,,,,,813000,0.0003,-462.97711181640625,75.03923034667969,812899,-6.141582012176514,0.03479410335421562,1154.9906536000003,244.96
,,,,,813500,0.0003,-455.8561706542969,55.92411804199219,813399,-2.0891194343566895,0.03440422937273979,2230.0048735399996,462.92
,,,,,814000,0.0003,-458.9400939941406,68.46126556396484,813899,0.5057072639465332,0.0335746705532074,833.9489929999999,179.18
,,,,,814500,0.0003,-452.5909729003906,51.91071319580078,814399,1.629276156425476,0.03330507501959801,3930.2899941999995,801.6
,,,,,815000,0.0003,-466.6620788574219,44.470497131347656,814899,-3.8173274993896484,0.03335435688495636,3608.69961106,682.1
85533,4213.893899649999,2280,9,800.26,815128,0.0003,-466.3045654296875,67.81498718261719,815027,0.4519878029823303,0.03268049284815788,,
,,,,,815500,0.0003,-458.04547119140625,64.76364135742188,815399,3.252885580062866,0.03248584270477295,5033.9156453000005,951.46
,,,,,816000,0.0003,-470.83538818359375,76.11510467529297,815899,-2.687164783477783,0.03194718435406685,4590.71400728,911.42
,,,,,816500,0.0003,-455.8227233886719,37.39867401123047,816399,4.330516338348389,0.03130898252129555,4603.20526702,915.06
,,,,,817000,0.0003,-470.55621337890625,45.09554672241211,816899,-5.606274604797363,0.03173244372010231,3436.7951718399995,687.22
,,,,,817500,0.0003,-469.00469970703125,64.49671936035156,817399,-6.366085052490234,0.030467910692095757,4864.86902348,929.9
,,,,,818000,0.0003,-472.5958251953125,34.304012298583984,817899,-3.8159382343292236,0.02915439009666443,3825.0935225599997,743.46
,,,,,818500,0.0003,-477.20233154296875,27.893871307373047,818399,-6.9719085693359375,0.02993141859769821,4174.97875028,824.68
85968,4175.44870337,2284,9,794.71,818573,0.0003,-470.8004150390625,54.994632720947266,818472,2.5030460357666016,0.029607461765408516,,
,,,,,819000,0.0003,-462.64508056640625,55.53466796875,818899,2.0516066551208496,0.028532380238175392,4989.668101619999,985.86
,,,,,819500,0.0003,-457.9407958984375,48.57091522216797,819399,2.903630495071411,0.028070906177163124,4644.63353258,933.2
,,,,,820000,0.0003,-478.1097412109375,37.06462860107422,819899,-10.660285949707031,0.026767028495669365,5096.1055903,982.16
,,,,,820500,0.0003,-463.6287841796875,36.399993896484375,820399,-8.919441223144531,0.02721831016242504,4766.969318920001,929.06
,,,,,821000,0.0003,-462.5439758300781,46.89743423461914,820899,-7.23676872253418,0.02542111463844776,5182.29024288,1000.0
,,,,,821500,0.0003,-472.20733642578125,36.68754577636719,821399,-4.634278297424316,0.024791501462459564,4440.943964980001,912.98
86389,4127.9908571,2288,9,787.5,821852,0.0003,-459.11505126953125,42.376155853271484,821751,3.725712299346924,0.02569929137825966,,
,,,,,822000,0.0003,-477.88446044921875,44.34063720703125,821899,-3.2143664360046387,0.026044778525829315,5149.93427934,997.84
,,,,,822500,0.0003,-469.8827819824219,33.3031005859375,822399,-2.6873600482940674,0.02571508102118969,5098.987362360001,1000.0
,,,,,823000,0.0003,-459.073486328125,33.984832763671875,822899,-0.8454949259757996,0.02506297267973423,5193.337579880001,986.72
,,,,,823500,0.0003,-457.541259765625,65.64703369140625,823399,2.760059356689453,0.025270037353038788,4885.449390180001,947.86
,,,,,824000,0.0003,-456.9034118652344,36.45048522949219,823899,1.334282636642456,0.024752672761678696,5179.18220882,993.56
,,,,,824500,0.0003,-456.8418273925781,49.688697814941406,824399,3.4637014865875244,0.024768376722931862,5027.01037386,983.88
,,,,,825000,0.0003,-477.37518310546875,61.74921417236328,824899,-5.684382438659668,0.02442293055355549,5248.11504524,1000.0
,,,,,825500,0.0003,-466.6449279785156,43.838191986083984,825399,1.9630074501037598,0.02378040738403797,4455.107146400001,892.78
86950,4121.40617189,2292,9,787.5,825852,0.0003,-449.3004150390625,31.88601303100586,825751,0.16397792100906372,0.02371426671743393,,
,,,,,826000,0.0003,-468.1932373046875,36.057533264160156,825899,1.3802844285964966,0.023916101083159447,5254.37820678,981.94
,,,,,826500,0.0003,-458.055908203125,32.52068328857422,826399,-0.13650989532470703,0.023955928161740303,5215.6657195,981.92
,,,,,827000,0.0003,-460.47210693359375,41.89129638671875,826899,2.0248680114746094,0.02310028113424778,5185.30139262,981.38
,,,,,827500,0.0003,-449.382568359375,44.70478820800781,827399,1.8918706178665161,0.022133558988571167,5299.914948839999,993.84
,,,,,828000,0.0003,-458.64202880859375,39.93324661254883,827899,3.627439498901367,0.02161162532866001,5254.81031328,1000.0
,,,,,828500,0.0003,-461.7439880371094,65.37456512451172,828399,8.991340637207031,0.021779391914606094,5157.527176079999,1000.0
,,,,,829000,0.0003,-455.18939208984375,40.74108123779297,828899,3.7747740745544434,0.022218819707632065,5280.125456580001,1000.0
,,,,,829500,0.0003,-456.64111328125,36.2621955871582,829399,3.0912160873413086,0.0226256363093853,4845.6051714800005,917.46
87511,4135.338128010001,2296,9,790.2,829852,0.0003,-459.244140625,35.27000045776367,829751,1.0885519981384277,0.022680610418319702,,
,,,,,830000,0.0003,-444.1460876464844,41.386329650878906,829899,8.96451473236084,0.022662967443466187,4902.895519680001,945.32
,,,,,830500,0.0003,-459.1132507324219,43.22431564331055,830399,-0.8119938373565674,0.02142667956650257,5319.6209297,1000.0
,,,,,831000,0.0003,-456.3714904785156,32.65078353881836,830899,-1.1798360347747803,0.021918006241321564,5208.11436198,1000.0
,,,,,831500,0.0003,-452.6905822753906,35.71498107910156,831399,-2.267855644226074,0.022149890661239624,5273.3760994,1000.0
,,,,,832000,0.0003,-456.79266357421875,27.936237335205078,831899,-8.868690490722656,0.020585831254720688,5102.8896670799995,993.24
,,,,,832500,0.0003,-439.7458190917969,53.60456848144531,832399,2.240316390991211,0.02079491689801216,5090.063788539999,975.34
,,,,,833000,0.0003,-455.46234130859375,48.27534484863281,832899,2.612793207168579,0.021138986572623253,5400.76736406,1000.0
,,,,,833500,0.0003,-452.70111083984375,35.292030334472656,833399,-2.265246868133545,0.022283772006630898,5252.5111553,981.84
88076,4183.75275441,2300,9,799.15,833852,0.0003,-445.376708984375,38.91854476928711,833751,-2.146683931350708,0.02126672863960266,,
,,,,,834000,0.0003,-448.164306640625,57.35143280029297,833899,6.538492202758789,0.02099420316517353,4875.10254928,902.1
,,,,,834500,0.0003,-454.5680847167969,36.942298889160156,834399,-1.695414423942566,0.020913485437631607,5320.3283734,990.68
,,,,,835000,0.0003,-456.292236328125,38.83863067626953,834899,6.139777183532715,0.020777201279997826,5392.34480516,995.36
,,,,,835500,0.0003,-452.62078857421875,29.335193634033203,835399,0.5876145362854004,0.020384730771183968,5312.09355,1000.0
,,,,,836000,0.0003,-459.08453369140625,53.39973068237305,835899,-2.8498642444610596,0.02029677852988243,5287.44571908,982.6
,,,,,836500,0.0003,-457.98419189453125,55.826805114746094,836399,-1.6411964893341064,0.020122922956943512,5184.84456548,1000.0
,,,,,837000,0.0003,-447.9903564453125,46.56764221191406,836899,10.636321067810059,0.02000664733350277,4365.8700443,839.22
,,,,,837500,0.0003,-453.0664367675781,33.52068328857422,837399,-3.596562385559082,0.020470667630434036,5111.8909676,972.44
88622,4213.70394535,2304,9,804.95,837852,0.0003,-463.7960510253906,25.876562118530273,837751,-2.1177892684936523,0.020348405465483665,,
,,,,,838000,0.0003,-456.31964111328125,28.78891372680664,837899,-4.246098518371582,0.01988082192838192,5389.88700518,1000.0
,,,,,838500,0.0003,-456.304443359375,39.6856689453125,838399,-6.816657066345215,0.01953926496207714,5136.93912748,982.72
,,,,,839000,0.0003,-457.7597351074219,41.89842224121094,838899,-0.8803333044052124,0.01996161788702011,5460.117546379999,1000.0
,,,,,839500,0.0003,-463.6710205078125,43.625823974609375,839399,-2.574155807495117,0.020073585212230682,5491.432982500001,1000.0
,,,,,840000,0.0003,-443.162841796875,44.1841926574707,839899,-6.786876201629639,0.020043738186359406,5302.55046938,1000.0
,,,,,840500,0.0003,-459.28021240234375,31.07094383239746,840399,-1.3924928903579712,0.019817503169178963,5226.2927479400005,993.64
,,,,,841000,0.0003,-457.51251220703125,41.52774429321289,840899,-8.11275863647461,0.02048567123711109,5158.81207768,986.3
,,,,,841500,0.0003,-457.5989685058594,46.33390808105469,841399,-7.23041296005249,0.020080795511603355,5155.7899494,1000.0
89201,4281.753158389999,2308,9,817.65,841852,0.0003,-458.631103515625,28.989845275878906,841751,-7.4106950759887695,0.019795265048742294,,
,,,,,842000,0.0003,-449.44769287109375,49.39065933227539,841899,0.8558263778686523,0.0197763629257679,5289.80976458,988.84
,,,,,842500,0.0003,-463.9609680175781,35.238197326660156,842399,2.3994483947753906,0.020365532487630844,5311.79841414,1000.0
,,,,,843000,0.0003,-457.3904113769531,42.069244384765625,842899,-0.6011748313903809,0.019256766885519028,5205.572788179999,1000.0
,,,,,843500,0.0003,-457.271728515625,34.45410919189453,843399,4.020613670349121,0.019076047465205193,5151.1568773,983.24
,,,,,844000,0.0003,-457.1078186035156,28.434375762939453,843899,-1.2319753170013428,0.019524112343788147,5309.201835699999,1000.0
,,,,,844500,0.0003,-455.1856689453125,33.723392486572266,844399,-4.068271636962891,0.019090944901108742,5383.84255228,1000.0
,,,,,845000,0.0003,-460.5528259277344,29.57345199584961,844899,-1.119265079498291,0.018816350027918816,5348.36785472,1000.0
,,,,,845500,0.0003,-447.80816650390625,30.441696166992188,845399,-1.2639641761779785,0.019233141094446182,5151.798680179999,981.04
89792,4279.531964569999,2312,9,817.65,845852,0.0003,-455.81036376953125,28.990434646606445,845751,1.7454636096954346,0.020342782139778137,,
,,,,,846000,0.0003,-449.89892578125,41.84259033203125,845899,2.580549716949463,0.020402362570166588,5374.38362116,1000.0
,,,,,846500,0.0003,-448.6109313964844,56.258583068847656,846399,7.303692817687988,0.020273946225643158,5437.08620248,1000.0
,,,,,847000,0.0003,-450.62481689453125,23.462867736816406,846899,-6.87295389175415,0.020679812878370285,4670.096377700001,894.32
,,,,,847500,0.0003,-449.3238830566406,31.060606002807617,847399,-3.287917137145996,0.01971898414194584,5403.78383212,1000.0
,,,,,848000,0.0003,-454.6278076171875,25.220539093017578,847899,-3.102639675140381,0.019623108208179474,5222.05492108,1000.0
,,,,,848500,0.0003,-452.8837585449219,34.120975494384766,848399,-2.3990752696990967,0.01986350491642952,5404.91265066,1000.0
,,,,,849000,0.0003,-438.7875671386719,82.53974914550781,848899,6.270922660827637,0.02001088298857212,5249.5026181,1000.0
,,,,,849500,0.0003,-451.165771484375,28.422649383544922,849399,3.213125467300415,0.01951601170003414,4598.41173798,877.82
90363,4312.43527389,2316,9,824.32,849852,0.0003,-451.97711181640625,38.548126220703125,849751,3.3342809677124023,0.01902603916823864,,
,,,,,850000,0.0003,-449.82843017578125,21.299299240112305,849899,-6.179085731506348,0.019021006301045418,5229.86330784,985.48
,,,,,850500,0.0003,-449.294921875,34.161293029785156,850399,0.14648079872131348,0.018996866419911385,5310.648664339999,973.7
,,,,,851000,0.0003,-455.7583923339844,30.527626037597656,850899,1.2093091011047363,0.019188305363059044,5000.8629086,932.14
,,,,,851500,0.0003,-445.4945373535156,32.28824996948242,851399,6.50921106338501,0.0199007336050272,5381.359929900001,1000.0
,,,,,852000,0.0003,-457.9523010253906,20.62895393371582,851899,-8.295581817626953,0.01919398456811905,4180.6853566,787.74
,,,,,852500,0.0003,-452.31781005859375,34.173500061035156,852399,-0.20776593685150146,0.01857796683907509,5346.120080039999,1000.0
,,,,,853000,0.0003,-451.08111572265625,36.16896057128906,852899,0.17921197414398193,0.01887751929461956,5337.6183196,1000.0
,,,,,853500,0.0003,-444.1122131347656,38.731910705566406,853399,1.8510191440582275,0.018776394426822662,5355.14604506,1000.0
90921,4313.150370969999,2320,9,824.32,853852,0.0003,-456.80291748046875,27.7674560546875,853751,8.704578399658203,0.018399711698293686,,
,,,,,854000,0.0003,-451.3072509765625,38.50043487548828,853899,-1.3369725942611694,0.018410708755254745,5334.562117840001,1000.0
,,,,,854500,0.0003,-437.76727294921875,56.87693405151367,854399,12.695610046386719,0.018695086240768433,5495.63935488,1000.0
,,,,,855000,0.0003,-452.61138916015625,36.346561431884766,854899,-2.343413829803467,0.018849624320864677,5371.64354718,1000.0
,,,,,855500,0.0003,-451.7104187011719,25.224212646484375,855399,2.488529920578003,0.01980074681341648,5426.30311858,996.54
,,,,,856000,0.0003,-452.5915222167969,52.59635925292969,855899,6.6843132972717285,0.019706299528479576,5483.284385780001,1000.0
,,,,,856500,0.0003,-443.2071533203125,25.807558059692383,856399,3.3867509365081787,0.019291503354907036,5295.843915619999,1000.0
,,,,,857000,0.0003,-448.8154296875,56.77035140991211,856899,1.2261133193969727,0.019126243889331818,5440.4727208,1000.0
,,,,,857500,0.0003,-454.03094482421875,25.239879608154297,857399,3.7315549850463867,0.019443869590759277,5417.842483600001,1000.0
91494,4323.06471034,2324,9,826.87,857852,0.0003,-448.277099609375,41.942264556884766,857751,2.284195899963379,0.019072500988841057,,
,,,,,858000,0.0003,-450.3203125,34.700172424316406,857899,3.461337089538574,0.01890220306813717,4887.28954566,939.78
,,,,,858500,0.0003,-441.66650390625,39.65400695800781,858399,-0.7387419939041138,0.019589129835367203,5267.49839652,1000.0
,,,,,859000,0.0003,-449.13299560546875,18.73202896118164,858899,-0.19729602336883545,0.018663831055164337,5294.51226592,1000.0
,,,,,859500,0.0003,-440.62005615234375,25.46223258972168,859399,8.293882369995117,0.01865467056632042,5243.21028192,1000.0
,,,,,860000,0.0003,-451.2119445800781,29.940919876098633,859899,2.8956050872802734,0.019276747480034828,5306.35783978,979.3
,,,,,860500,0.0003,-460.28668212890625,26.13295555114746,860399,-3.244361400604248,0.018900126218795776,5288.2513981600005,1000.0
,,,,,861000,0.0003,-454.7767333984375,25.191997528076172,860899,-9.289361953735352,0.01917354390025139,5309.80092094,1000.0
,,,,,861500,0.0003,-452.0306091308594,23.662059783935547,861399,7.165003776550293,0.01934432052075863,5273.24367948,1000.0
92072,4410.4313036799995,2328,9,843.23,861852,0.0003,-453.2479248046875,25.36125373840332,861751,-3.5948734283447266,0.019494032487273216,,
,,,,,862000,0.0003,-451.25360107421875,30.563335418701172,861899,-2.6680169105529785,0.019369030371308327,5263.0887923,1000.0
,,,,,862500,0.0003,-446.40582275390625,30.836605072021484,862399,-2.3382365703582764,0.019242970272898674,5438.2625049,1000.0
,,,,,863000,0.0003,-438.17230224609375,31.94754409790039,862899,7.188875198364258,0.01844175159931183,5192.106688000001,1000.0
,,,,,863500,0.0003,-452.6235656738281,26.239612579345703,863399,2.229644298553467,0.01879192888736725,5220.346945,991.04
,,,,,864000,0.0003,-457.69580078125,22.879507064819336,863899,1.138792634010315,0.019008442759513855,5259.803714799999,1000.0
,,,,,864500,0.0003,-454.65740966796875,32.411354064941406,864399,-3.754621982574463,0.01929507590830326,5092.8600319199995,991.8
,,,,,865000,0.0003,-451.8026428222656,36.724891662597656,864899,6.60323429107666,0.020041530951857567,5306.642403760001,1000.0
,,,,,865500,0.0003,-453.59259033203125,28.27633285522461,865399,-2.0966577529907227,0.01995890401303768,5479.199055880001,1000.0
92673,4411.52694032,2332,9,843.23,865852,0.0003,-451.28076171875,39.59980392456055,865751,1.6963413953781128,0.019893955439329147,,
,,,,,866000,0.0003,-452.48919677734375,36.46597671508789,865899,8.583250045776367,0.01942656747996807,5331.098808759999,1000.0
,,,,,866500,0.0003,-464.4157409667969,34.47943115234375,866399,-6.347249984741211,0.01908186636865139,5188.64479256,985.2
,,,,,867000,0.0003,-449.1653747558594,26.57470703125,866899,2.183497905731201,0.01895112358033657,5260.269154960001,983.4
,,,,,867500,0.0003,-461.14300537109375,18.49715805053711,867399,-2.8749489784240723,0.018775850534439087,5283.658034000001,982.14
,,,,,868000,0.0003,-454.1131286621094,29.14590835571289,867899,0.7220826745033264,0.01756446063518524,5248.39496446,1000.0
,,,,,868500,0.0003,-443.0381774902344,57.46476745605469,868399,2.518355369567871,0.017655113711953163,5345.04758714,1000.0
,,,,,869000,0.0003,-450.1011657714844,36.28632736206055,868899,-2.912130832672119,0.017617279663681984,5353.506449580001,1000.0
,,,,,869500,0.0003,-452.04791259765625,29.10335922241211,869399,3.282834053039551,0.017833873629570007,4871.81611266,938.22
93257,4442.244482749999,2336,9,849.11,869852,0.0003,-445.4163513183594,19.96485710144043,869751,1.5687406063079834,0.018225599080324173,,
,,,,,870000,0.0003,-452.48297119140625,37.63362503051758,869899,-2.6855578422546387,0.018106909468770027,5241.9953833,993.1
,,,,,870500,0.0003,-449.34759521484375,44.03200149536133,870399,-2.206202745437622,0.01788049191236496,5427.845240079999,1000.0
,,,,,871000,0.0003,-450.7430114746094,55.83378601074219,870899,11.858040809631348,0.018634311854839325,5445.759588780001,1000.0
,,,,,871500,0.0003,-451.27154541015625,28.7601318359375,871399,-3.883317708969116,0.019792446866631508,5205.862537800001,1000.0
,,,,,872000,0.0003,-465.17401123046875,28.85749053955078,871899,-4.008082389831543,0.020103922113776207,5268.8734559,1000.0
,,,,,872500,0.0003,-461.80377197265625,25.802947998046875,872399,-10.56098747253418,0.019537072628736496,5255.96236346,1000.0
,,,,,873000,0.0003,-458.0919494628906,27.09532928466797,872899,-3.1656601428985596,0.019155828282237053,5389.17427978,1000.0
,,,,,873500,0.0003,-438.8876953125,31.779680252075195,873399,-1.356665849685669,0.018678832799196243,5309.5185229,1000.0
93848,4437.12397305,2340,9,849.11,873852,0.0003,-466.69775390625,29.860368728637695,873751,-0.5886032581329346,0.0183399748057127,,
,,,,,874000,0.0003,-459.5082092285156,24.544261932373047,873899,-6.5301055908203125,0.01850263401865959,5308.48147258,1000.0
,,,,,874500,0.0003,-442.5679016113281,33.285682678222656,874399,10.163193702697754,0.0181870199739933,5344.102291239999,1000.0
,,,,,875000,0.0003,-453.54180908203125,18.36170196533203,874899,-8.798397064208984,0.018108030781149864,5323.5819860599995,1000.0
,,,,,875500,0.0003,-451.1578674316406,34.77994918823242,875399,-0.11830830574035645,0.018143154680728912,5123.1962296599995,948.04
,,,,,876000,0.0003,-449.568603515625,23.158756256103516,875899,-4.01970911026001,0.017992207780480385,5279.0334477199995,995.08
,,,,,876500,0.0003,-455.95196533203125,28.434932708740234,876399,0.21458101272583008,0.018159635365009308,5298.76128092,985.14
,,,,,877000,0.0003,-439.4647216796875,34.6333122253418,876899,3.1824939250946045,0.01818758435547352,5324.272482800001,1000.0
,,,,,877500,0.0003,-459.3253173828125,17.22030258178711,877399,-11.410768508911133,0.01867399737238884,4820.2448037,924.58
94425,4470.91083,2344,9,855.6,877852,0.0003,-452.394775390625,30.887256622314453,877751,6.258913040161133,0.018347159028053284,,
,,,,,878000,0.0003,-459.45367431640625,34.74298858642578,877899,-1.8044719696044922,0.01828857697546482,5249.73644832,972.0
,,,,,878500,0.0003,-449.30194091796875,31.440248489379883,878399,-6.2351274490356445,0.018184972926974297,5281.00133546,994.46
,,,,,879000,0.0003,-460.69207763671875,19.82982635498047,878899,-7.189360618591309,0.017086410894989967,5336.3009216400005,985.72
,,,,,879500,0.0003,-446.785400390625,44.085113525390625,879399,7.561225891113281,0.0182933546602726,5314.101533960001,999.32
,,,,,880000,0.0003,-443.62091064453125,45.4312744140625,879899,2.5901830196380615,0.017915986478328705,5424.73172086,1000.0
,,,,,880500,0.0003,-445.1461181640625,32.81308364868164,880399,2.5199408531188965,0.017998436465859413,5351.64390892,991.54
,,,,,881000,0.0003,-445.8589782714844,44.973045349121094,880899,2.5467824935913086,0.01853964664041996,5305.531400860001,1000.0
,,,,,881500,0.0003,-457.1700439453125,30.611927032470703,881399,-2.779218912124634,0.01825939305126667,5429.702872819999,1000.0
95002,4470.54148318,2348,9,855.6,881852,0.0003,-460.436767578125,33.30414962768555,881751,-2.7805233001708984,0.018081283196806908,,
,,,,,882000,0.0003,-460.38092041015625,27.974441528320312,881899,-3.497889518737793,0.017986100167036057,5405.741946360001,1000.0
,,,,,882500,0.0003,-455.99029541015625,31.255496978759766,882399,-3.18204402923584,0.018657654523849487,5136.724700379999,980.46
,,,,,883000,0.0003,-454.46502685546875,23.38513946533203,882899,2.2649168968200684,0.018786754459142685,5409.18092036,1000.0
,,,,,883500,0.0003,-450.46710205078125,31.25990867614746,883399,2.375640869140625,0.018565138801932335,5330.0293242,987.16
,,,,,884000,0.0003,-451.1577453613281,22.267658233642578,883899,-5.070871829986572,0.018663538619875908,5381.13706308,1000.0
,,,,,884500,0.0003,-445.2555847167969,15.648582458496094,884399,-8.423086166381836,0.017611391842365265,5295.109048560001,1000.0
,,,,,885000,0.0003,-457.9463195800781,23.380706787109375,884899,-3.752218723297119,0.017853902652859688,5305.39129722,1000.0
,,,,,885500,0.0003,-456.49200439453125,27.989410400390625,885399,-0.4279654026031494,0.01794641837477684,5363.99004286,1000.0
95584,4474.29552405,2352,9,855.6,885852,0.0003,-453.19183349609375,56.198265075683594,885751,8.431333541870117,0.018330810591578484,,
,,,,,886000,0.0003,-452.84326171875,26.230560302734375,885899,-6.564303874969482,0.018098223954439163,5259.269175339999,991.42
,,,,,886500,0.0003,-460.00732421875,29.421306610107422,886399,-0.4925406575202942,0.01751561649143696,4807.96072712,934.56
,,,,,887000,0.0003,-455.40283203125,28.5650691986084,886899,-0.6741442680358887,0.018315652385354042,5376.457573639999,1000.0
,,,,,887500,0.0003,-454.97430419921875,37.829158782958984,887399,0.4184145927429199,0.018046589568257332,5334.387931479999,1000.0
,,,,,888000,0.0003,-467.23309326171875,22.499805450439453,887899,0.3765697479248047,0.01877831295132637,5291.24809706,1000.0
,,,,,888500,0.0003,-449.2659606933594,24.188156127929688,888399,-6.668649673461914,0.018200093880295753,5170.39318456,992.96
,,,,,889000,0.0003,-445.28546142578125,34.11040496826172,888899,2.9601871967315674,0.01700679212808609,5205.80693624,1000.0
,,,,,889500,0.0003,-447.80718994140625,34.74490737915039,889399,11.504938125610352,0.017645416781306267,5386.02433494,1000.0
96161,4494.875661800001,2356,9,858.67,889852,0.0003,-455.6396179199219,44.40865707397461,889751,9.651603698730469,0.017862757667899132,,
,,,,,890000,0.0003,-450.49566650390625,22.09549903869629,889899,-1.4059569835662842,0.01818200573325157,5180.038425299999,1000.0
,,,,,890500,0.0003,-449.79046630859375,26.583133697509766,890399,2.9178786277770996,0.017747648060321808,4537.174692,890.16
,,,,,891000,0.0003,-440.5358581542969,24.469093322753906,890899,5.834720611572266,0.017059195786714554,5352.454391279999,1000.0
,,,,,891500,0.0003,-456.3812255859375,37.393310546875,891399,1.0151563882827759,0.01805221661925316,5182.19079932,1000.0
,,,,,892000,0.0003,-453.69476318359375,21.25514793395996,891899,1.5544874668121338,0.018124565482139587,5122.196130339999,995.66
,,,,,892500,0.0003,-452.2056884765625,30.4340763092041,892399,-6.078536033630371,0.018743282184004784,5271.96742126,987.3
,,,,,893000,0.0003,-455.81964111328125,39.47222900390625,892899,-5.930088043212891,0.01825198531150818,5223.1824462,994.22
,,,,,893500,0.0003,-461.85552978515625,25.096933364868164,893399,-8.41825008392334,0.018100062385201454,5071.632973899999,970.24
96734,4548.78724588,2360,9,868.05,893852,0.0003,-451.75213623046875,29.204879760742188,893751,-0.11011898517608643,0.017843740060925484,,
,,,,,894000,0.0003,-465.9095764160156,20.335596084594727,893899,-4.946370601654053,0.01781071536242962,4810.75016094,955.52
,,,,,894500,0.0003,-465.4879455566406,21.28696060180664,894399,-9.764043807983398,0.018565084785223007,5350.6735364,988.54
,,,,,895000,0.0003,-450.1141357421875,38.1054801940918,894899,1.3359804153442383,0.018178634345531464,5334.057183159999,987.2
,,,,,895500,0.0003,-458.81170654296875,25.74300765991211,895399,-8.636244773864746,0.017803404480218887,5353.414773919999,991.94
,,,,,896000,0.0003,-459.5460205078125,31.193899154663086,895899,2.4510927200317383,0.017828311771154404,5059.7723864,983.16
,,,,,896500,0.0003,-453.25244140625,24.857097625732422,896399,5.489813804626465,0.016953371465206146,5429.40363594,1000.0
