train/learning_rate,time/time_elapsed,train/actor_loss,train/critic_loss,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/ent_coef,train/n_updates,train/ent_coef_loss,time/fps,eval/mean_ep_length,eval/mean_reward
0.0003,200,-12.40233039855957,0.021063530817627907,100.0,7200,72,-119.63783524999998,0.12418139725923538,7099,-19.851787567138672,35,,
0.0003,,-11.401138305664062,0.018386099487543106,,7500,,,0.11419467628002167,7399,-19.90353012084961,,100.0,-46.6544788
0.0003,213,-11.165617942810059,0.015654463320970535,100.0,7600,76,-117.63680089473682,0.11105450987815857,7499,-20.152727127075195,35,,
0.0003,,-9.678315162658691,0.018462782725691795,,8000,,,0.0993792787194252,7899,-20.3386287689209,,100.0,-47.0386749
,225,,,100.0,8000,80,-115.54469253749998,,,,35,,
0.0003,230,-8.501852035522461,0.012857044115662575,100.0,8400,84,-113.62961005952378,0.08900325000286102,8299,-20.226139068603516,36,,
0.0003,,-8.216415405273438,0.01631258800625801,,8500,,,0.08659279346466064,8399,-20.512474060058594,,100.0,-48.716049260000005
0.0003,243,-7.401512145996094,0.013895595446228981,100.0,8800,88,-111.94602525,0.07976219803094864,8699,-20.699176788330078,36,,
0.0003,,-6.529943466186523,0.013240774162113667,,9000,,,0.07552287727594376,8899,-21.077442169189453,,100.0,-45.87006780000001
0.0003,256,-5.831394672393799,0.013221295550465584,100.0,9200,92,-110.24706901086958,0.07152452319860458,9099,-20.341278076171875,35,,
0.0003,,-5.210836410522461,0.011774292215704918,,9500,,,0.06594321876764297,9399,-21.052824020385742,,100.0,-42.69669937999999
0.0003,268,-4.871314525604248,0.012205269187688828,100.0,9600,96,-108.26309429166668,0.06418591737747192,9499,-20.82491683959961,35,,
0.0003,,-3.5802130699157715,0.010465942323207855,,10000,,,0.057656191289424896,9899,-20.764984130859375,,100.0,-41.739782940000005
,281,,,100.0,10000,100,-106.50535538000004,,,,35,,
0.0003,286,-2.249087333679199,0.01164834201335907,100.0,10400,104,-102.81411765000001,0.05182189121842384,10299,-20.513582229614258,36,,
0.0003,,-1.9740561246871948,0.012701875530183315,,10500,,,0.05046621710062027,10399,-20.600170135498047,,100.0,-40.777038
0.0003,298,-1.1960582733154297,0.01090949960052967,100.0,10800,108,-99.08405877000001,0.04662207141518593,10699,-19.48316192626953,36,,
0.0003,,-0.4822256565093994,0.014308782294392586,,11000,,,0.044242847710847855,10899,-20.022506713867188,,100.0,-39.69122494
0.0003,311,0.07782673090696335,0.012705430388450623,100.0,11200,112,-95.39204124,0.041997749358415604,11099,-19.433963775634766,35,,
0.0003,,0.9733853936195374,0.01284793671220541,,11500,,,0.03886277973651886,11399,-17.997867584228516,,100.0,-39.820693899999995
0.0003,323,1.2553294897079468,0.013230523094534874,100.0,11600,116,-91.75314786000001,0.03787835314869881,11499,-18.817848205566406,35,,
0.0003,,2.1322221755981445,0.01315650250762701,,12000,,,0.034202735871076584,11899,-17.808345794677734,,100.0,-38.97720336
,336,,,100.0,12000,120,-87.97464138000001,,,,35,,
0.0003,341,2.9943501949310303,0.013076052069664001,100.0,12400,124,-84.45605089,0.030918505042791367,12299,-17.361671447753906,36,,
0.0003,,3.2067313194274902,0.016130372881889343,,12500,,,0.030154727399349213,12399,-17.163589477539062,,100.0,-38.96166334
0.0003,353,3.987205982208252,0.017770275473594666,100.0,12800,128,-81.00935196,0.02799347974359989,12699,-15.88428020477295,36,,
0.0003,,4.624904632568359,0.011869359761476517,,13000,,,0.026649389415979385,12899,-15.700427055358887,,100.0,-39.180777479999996
0.0003,365,4.781903266906738,0.011795466765761375,100.0,13200,132,-77.60356062,0.025381485000252724,13099,-15.276857376098633,36,,
0.0003,,5.848701000213623,0.01648779585957527,,13500,,,0.023617645725607872,13399,-15.250858306884766,,100.0,-39.383583619999996
0.0003,378,5.803199768066406,0.012573180720210075,100.0,13600,136,-74.66863977999998,0.023063553497195244,13499,-14.240180969238281,35,,
0.0003,,6.686702728271484,0.013786101713776588,,14000,,,0.020984426140785217,13899,-13.560928344726562,,100.0,-39.24375932000001
,390,,,100.0,14000,140,-71.55863387999999,,,,35,,
0.0003,395,7.455557823181152,0.016604356467723846,100.0,14400,144,-68.68517456999999,0.01912517659366131,14299,-11.971624374389648,36,,
0.0003,,7.669186115264893,0.013667425140738487,,14500,,,0.018686944618821144,14399,-11.940818786621094,,100.0,-39.64294558
0.0003,408,8.305292129516602,0.011621786281466484,100.0,14800,148,-66.34963686,0.017467206344008446,14699,-11.17904281616211,36,,
0.0003,,8.398704528808594,0.011830504983663559,,15000,,,0.016705341637134552,14899,-10.609468460083008,,100.0,-39.142877760000005
0.0003,420,8.929878234863281,0.01161363534629345,100.0,15200,152,-63.89851882,0.015988267958164215,15099,-10.346494674682617,36,,
0.0003,,9.678424835205078,0.012644204311072826,,15500,,,0.01498771645128727,15399,-9.539590835571289,,100.0,-41.71420438
0.0003,433,9.527775764465332,0.015132739208638668,100.0,15600,156,-61.566900749999995,0.01467259880155325,15499,-9.620010375976562,35,,
0.0003,,10.546350479125977,0.016092080622911453,,16000,,,0.013502053916454315,15899,-7.2279133796691895,,100.0,-40.77073254
,445,,,100.0,16000,160,-59.35725042,,,,35,,
0.0003,450,11.094099044799805,0.014001486822962761,100.0,16400,164,-57.61362769,0.012492218054831028,16299,-5.9851813316345215,36,,
0.0003,,11.193016052246094,0.014110207557678223,,16500,,,0.012260431423783302,16399,-6.181312561035156,,100.0,-39.15835268
0.0003,463,12.054346084594727,0.013894005678594112,100.0,16800,168,-56.03185039,0.011611918918788433,16699,-6.747004985809326,36,,
0.0003,,12.117101669311523,0.015057412907481194,,17000,,,0.011221310123801231,16899,-5.427678108215332,,100.0,-38.36306707999999
0.0003,476,12.370964050292969,0.013529669493436813,100.0,17200,172,-54.205787550000004,0.010864056646823883,17099,-5.059563636779785,36,,
0.0003,,12.776769638061523,0.012562701478600502,,17500,,,0.010371420532464981,17399,-3.409221649169922,,100.0,-37.517540679999996
0.0003,488,12.667699813842773,0.011078504845499992,100.0,17600,176,-52.67866301,0.010227491147816181,17499,-3.940481662750244,36,,
0.0003,,13.465415000915527,0.014309700578451157,,18000,,,0.00969295110553503,17899,-3.771566390991211,,100.0,-37.59095382
,500,,,100.0,18000,180,-51.17015802,,,,35,,
0.0003,505,14.15475082397461,0.011916857212781906,100.0,18400,184,-49.84021082000001,0.009258030913770199,18299,-2.687742233276367,36,,
0.0003,,13.983135223388672,0.013212328776717186,,18500,,,0.009154841303825378,18399,-3.0287351608276367,,100.0,-37.34403872
0.0003,518,14.484930038452148,0.014964944683015347,100.0,18800,188,-48.28210584000001,0.008893966674804688,18699,-1.6008021831512451,36,,
0.0003,,14.942452430725098,0.013998601585626602,,19000,,,0.008764170110225677,18899,-1.2389718294143677,,100.0,-36.67887288
0.0003,530,15.094289779663086,0.015373637899756432,100.0,19200,192,-47.05237299,0.00863881316035986,19099,0.14244326949119568,36,,
0.0003,,15.560113906860352,0.014799614436924458,,19500,,,0.008500887081027031,19399,-0.9456877708435059,,100.0,-37.95340068
0.0003,543,15.727884292602539,0.012383883818984032,100.0,19600,196,-46.11452700000001,0.00847361795604229,19499,-1.1512980461120605,36,,
0.0003,,16.370452880859375,0.017952164635062218,,20000,,,0.008375464007258415,19899,-1.4376392364501953,,100.0,-37.64532516
,555,,,100.0,20000,200,-45.01100294,,,,36,,
0.0003,560,16.649993896484375,0.012700626626610756,100.0,20400,204,-44.19807269999998,0.008323448710143566,20299,0.7541945576667786,36,,
0.0003,,16.820716857910156,0.010028794407844543,,20500,,,0.008307992480695248,20399,-0.7489302754402161,,100.0,-37.763797100000005
0.0003,572,17.22563934326172,0.011139979586005211,100.0,20800,208,-43.34932528999999,0.008326584473252296,20699,0.5577603578567505,36,,
0.0003,,17.522106170654297,0.015515581704676151,,21000,,,0.008334985934197903,20899,2.408273935317993,,100.0,-38.54009788
0.0003,585,17.76317596435547,0.011429782025516033,100.0,21200,212,-42.78391771,0.008329197764396667,21099,-1.0318647623062134,36,,
0.0003,,17.909685134887695,0.013452021405100822,,21500,,,0.008353300392627716,21399,-0.3522017300128937,,100.0,-38.345557080000006
0.0003,597,18.497333526611328,0.011058887466788292,100.0,21600,216,-42.2645136,0.00835033692419529,21499,-0.055129893124103546,36,,
0.0003,,18.88480567932129,0.014651715755462646,,22000,,,0.0083078658208251,21899,1.0251299142837524,,100.0,-37.780097340000005
,610,,,100.0,22000,220,-41.69090525000001,,,,36,,
0.0003,615,19.065940856933594,0.012151157483458519,100.0,22400,224,-41.417270339999995,0.00835359562188387,22299,1.3484108448028564,36,,
0.0003,,19.560211181640625,0.010981898754835129,,22500,,,0.008357818238437176,22399,-0.5096364617347717,,100.0,-37.646545180000004
0.0003,627,19.819971084594727,0.01443955022841692,100.0,22800,228,-41.18882256,0.008307184092700481,22699,-1.8383314609527588,36,,
0.0003,,19.866310119628906,0.013001487590372562,,23000,,,0.008332116529345512,22899,-0.8162461519241333,,100.0,-37.88747294
0.0003,640,19.95800018310547,0.010838034562766552,100.0,23200,232,-40.93260677000001,0.008331270888447762,23099,0.8617725968360901,36,,
0.0003,,20.12730598449707,0.011676830239593983,,23500,,,0.008373870514333248,23399,-0.6587005257606506,,100.0,-37.26436392
0.0003,652,20.29336166381836,0.011080793105065823,100.0,23600,236,-40.5156128,0.008350728079676628,23499,-0.9927854537963867,36,,
0.0003,,21.16661262512207,0.014145375229418278,,24000,,,0.008408774621784687,23899,-1.00082266330719,,100.0,-37.1829222
,665,,,100.0,24000,240,-40.26147865,,,,36,,
0.0003,670,21.212265014648438,0.013895705342292786,100.0,24400,244,-40.21113632,0.008359248749911785,24299,-1.2461950778961182,36,,
0.0003,,21.5583438873291,0.0140299703925848,,24500,,,0.008349955081939697,24399,0.5607028603553772,,100.0,-37.49818765999999
0.0003,682,21.641536712646484,0.011681409552693367,100.0,24800,248,-39.83113208,0.008276880718767643,24699,1.9586677551269531,36,,
0.0003,,22.096519470214844,0.01407347247004509,,25000,,,0.008327498100697994,24899,0.7652368545532227,,100.0,-37.00023332
0.0003,695,21.918825149536133,0.0140014523640275,100.0,25200,252,-39.688628550000004,0.008359309285879135,25099,1.0819060802459717,36,,
0.0003,,22.379871368408203,0.016111528500914574,,25500,,,0.00839034654200077,25399,-0.3880014717578888,,100.0,-37.03517598
0.0003,707,22.386337280273438,0.012478007934987545,100.0,25600,256,-39.73563146,0.00843462347984314,25499,0.2644616365432739,36,,
0.0003,,22.635236740112305,0.012641028501093388,,26000,,,0.00845262873917818,25899,1.014080286026001,,100.0,-36.56719126
,720,,,100.0,26000,260,-39.446624439999994,,,,36,,
0.0003,725,23.228500366210938,0.013803869485855103,100.0,26400,264,-39.34954822,0.008423257619142532,26299,1.6667671203613281,36,,
0.0003,,23.23763656616211,0.011747022159397602,,26500,,,0.008436808362603188,26399,0.2836834192276001,,100.0,-37.42506308
0.0003,737,23.71112632751465,0.017043262720108032,100.0,26800,268,-39.07205975,0.008421454578638077,26699,-0.718584418296814,36,,
0.0003,,23.37091064453125,0.012235221453011036,,27000,,,0.008476107381284237,26899,0.40113765001296997,,100.0,-36.724899640000004
0.0003,750,24.062854766845703,0.012357733212411404,100.0,27200,272,-39.184431870000004,0.008477295748889446,27099,-0.9484096765518188,36,,
0.0003,,24.19741439819336,0.012167313136160374,,27500,,,0.008489099331200123,27399,0.008045889437198639,,100.0,-37.588507099999994
0.0003,762,24.366893768310547,0.01299718115478754,100.0,27600,276,-39.26930632,0.008481302298605442,27499,-0.04848244786262512,36,,
0.0003,,24.56905174255371,0.01616496406495571,,28000,,,0.008532213978469372,27899,-1.6251029968261719,,100.0,-36.82812024
,775,,,100.0,28000,280,-39.32392898,,,,36,,
0.0003,780,24.969371795654297,0.012689769268035889,100.0,28400,284,-39.311290979999995,0.008565917611122131,28299,1.4391281604766846,36,,
0.0003,,25.12548065185547,0.015481669455766678,,28500,,,0.00856770295649767,28399,1.0772888660430908,,100.0,-36.66347872
0.0003,793,25.293376922607422,0.01777040772140026,100.0,28800,288,-39.35511879,0.008627006784081459,28699,0.5541669130325317,36,,
0.0003,,25.318805694580078,0.014585861936211586,,29000,,,0.008655177429318428,28899,-0.27150779962539673,,100.0,-37.50838448
0.0003,805,25.522783279418945,0.013466063886880875,100.0,29200,292,-39.06798223,0.0086533697322011,29099,-0.004628907889127731,36,,
0.0003,,25.414060592651367,0.010958189144730568,,29500,,,0.008656428195536137,29399,-1.3820760250091553,,100.0,-36.75536116
0.0003,818,25.51187515258789,0.019728265702724457,100.0,29600,296,-38.88627697,0.008679205551743507,29499,0.987729012966156,36,,
0.0003,,26.197866439819336,0.014560956507921219,,30000,,,0.008825359866023064,29899,0.743431806564331,,100.0,-36.8867197
,830,,,100.0,30000,300,-38.906253729999996,,,,36,,
0.0003,835,26.239437103271484,0.013605749234557152,100.0,30400,304,-39.049847019999994,0.00882258266210556,30299,1.6654868125915527,36,,
0.0003,,25.906768798828125,0.010311853140592575,,30500,,,0.008868269622325897,30399,0.12699466943740845,,100.0,-36.7474913
0.0003,848,26.497493743896484,0.015898756682872772,100.0,30800,308,-39.08329599999999,0.008764754980802536,30699,-1.2126617431640625,36,,
0.0003,,26.875232696533203,0.014501737430691719,,31000,,,0.008747274056077003,30899,0.5812081098556519,,100.0,-37.31134058
0.0003,861,27.040481567382812,0.011775171384215355,100.0,31200,312,-39.01793079,0.008768890053033829,31099,-0.6425940990447998,36,,
0.0003,,27.312152862548828,0.012536956928670406,,31500,,,0.00884738378226757,31399,1.6772761344909668,,100.0,-37.17944662
0.0003,873,27.71720314025879,0.013193897902965546,100.0,31600,316,-39.10994045,0.00885008368641138,31499,0.6771249771118164,36,,
0.0003,,27.568986892700195,0.013748731464147568,,32000,,,0.008785019628703594,31899,0.09474259614944458,,100.0,-37.61838582
,886,,,100.0,32000,320,-39.20398599,,,,36,,
0.0003,891,27.20009994506836,0.01235626544803381,100.0,32400,324,-39.07212357,0.008783938363194466,32299,-0.09912502765655518,36,,
0.0003,,27.676128387451172,0.01469268649816513,,32500,,,0.008772582747042179,32399,-0.6390917897224426,,100.0,-37.261646160000005
0.0003,904,27.878210067749023,0.012071997858583927,100.0,32800,328,-39.105164189999996,0.008766376413404942,32699,0.8647192716598511,36,,
0.0003,,27.921730041503906,0.014825594611465931,,33000,,,0.008758200332522392,32899,0.5969196557998657,,100.0,-37.95672526
0.0003,917,28.121885299682617,0.011719934642314911,100.0,33200,332,-39.07546308,0.008697058074176311,33099,-0.15380322933197021,36,,
0.0003,,28.323333740234375,0.011678055860102177,,33500,,,0.008694913238286972,33399,2.1318302154541016,,100.0,-36.63569836
0.0003,929,28.216392517089844,0.013750586658716202,100.0,33600,336,-39.13291244000001,0.008688775822520256,33499,-0.7444021701812744,36,,
0.0003,,29.09029769897461,0.02447374165058136,,34000,,,0.008663634769618511,33899,0.03288465738296509,,100.0,-37.45229053999999
,941,,,100.0,34000,340,-39.215781050000004,,,,36,,
0.0003,946,28.986474990844727,0.014219294302165508,100.0,34400,344,-39.34494117,0.008630869910120964,34299,-0.6119406223297119,36,,
0.0003,,29.08066177368164,0.0150814950466156,,34500,,,0.008602917194366455,34399,-0.6421324610710144,,100.0,-38.97560891999999
0.0003,959,28.630550384521484,0.012333421967923641,100.0,34800,348,-39.25789149,0.008524495176970959,34699,0.020956754684448242,36,,
0.0003,,29.155241012573242,0.014003410935401917,,35000,,,0.008560079149901867,34899,-2.2951254844665527,,100.0,-37.031251100000006
0.0003,972,29.256214141845703,0.017106125131249428,100.0,35200,352,-39.278842569999995,0.008623580448329449,35099,-2.0919981002807617,36,,
0.0003,,29.787189483642578,0.015720680356025696,,35500,,,0.008554668165743351,35399,1.7601063251495361,,100.0,-37.05303512
0.0003,984,29.65459632873535,0.01727496087551117,100.0,35600,356,-39.18887475,0.008581039495766163,35499,0.18587633967399597,36,,
0.0003,,29.696847915649414,0.011796127073466778,,36000,,,0.008600722998380661,35899,-1.0410799980163574,,100.0,-36.72966382
,997,,,100.0,36000,360,-39.25217983,,,,36,,
0.0003,1002,30.52536964416504,0.011650322005152702,100.0,36400,364,-39.15311671,0.00850299559533596,36299,0.9026920199394226,36,,
0.0003,,30.558944702148438,0.014525169506669044,,36500,,,0.008537312038242817,36399,0.6813028454780579,,100.0,-37.51894634
0.0003,1015,30.359539031982422,0.015193091705441475,100.0,36800,368,-39.3259712,0.008565325289964676,36699,0.24707043170928955,36,,
0.0003,,30.52301025390625,0.011861609295010567,,37000,,,0.00855525117367506,36899,-0.7770861387252808,,100.0,-37.16905334
0.0003,1027,30.519302368164062,0.012937323190271854,100.0,37200,372,-39.214673080000004,0.008480319753289223,37099,0.013968169689178467,36,,
0.0003,,31.028526306152344,0.012567040510475636,,37500,,,0.008535155095160007,37399,-0.23721155524253845,,100.0,-36.84235220000001
0.0003,1040,30.56450653076172,0.013333161361515522,100.0,37600,376,-38.80251844,0.008509444072842598,37499,0.5511502623558044,36,,
0.0003,,31.291873931884766,0.015093173831701279,,38000,,,0.008634933270514011,37899,-0.7897981405258179,,100.0,-36.77748510000001
,1052,,,100.0,38000,380,-38.99252833,,,,36,,
0.0003,1057,31.427196502685547,0.013139729388058186,100.0,38400,384,-38.858644510000005,0.00866451021283865,38299,-1.0270582437515259,36,,
0.0003,,31.212066650390625,0.013760330155491829,,38500,,,0.008681697770953178,38399,-2.0740904808044434,,100.0,-36.907975779999994
0.0003,1069,31.624267578125,0.014470511116087437,100.0,38800,388,-38.65718588,0.008615368977189064,38699,-0.5477879047393799,36,,
0.0003,,31.609941482543945,0.013894169591367245,,39000,,,0.008570893667638302,38899,-0.6465435028076172,,100.0,-36.858938859999995
0.0003,1082,31.421762466430664,0.01793430745601654,100.0,39200,392,-38.73152435,0.008629487827420235,39099,0.012783706188201904,36,,
0.0003,,31.65463638305664,0.015248791314661503,,39500,,,0.008615352213382721,39399,0.027440890669822693,,100.0,-37.0502167
0.0003,1094,32.007606506347656,0.015717606991529465,100.0,39600,396,-38.960817379999995,0.008599000982940197,39499,-0.46989667415618896,36,,
0.0003,,32.13288497924805,0.018130678683519363,,40000,,,0.008610300719738007,39899,0.16789919137954712,,100.0,-37.567710260000005
,1107,,,100.0,40000,400,-39.00776608,,,,36,,
0.0003,1111,32.133331298828125,0.015385786071419716,100.0,40400,404,-39.04323857999999,0.008577169850468636,40299,-0.6634116172790527,36,,
0.0003,,31.98919677734375,0.014467097818851471,,40500,,,0.008564063347876072,40399,0.17302347719669342,,100.0,-37.304884720000004
0.0003,1124,32.483882904052734,0.01577192358672619,100.0,40800,408,-39.48839004,0.008540406823158264,40699,0.15993815660476685,36,,
0.0003,,32.602203369140625,0.017508164048194885,,41000,,,0.008610937744379044,40899,-1.1240060329437256,,100.0,-37.44824542
0.0003,1136,32.543174743652344,0.015727397054433823,100.0,41200,412,-39.54536815,0.008556544780731201,41099,-1.0772640705108643,36,,
0.0003,,32.79551315307617,0.012967567890882492,,41500,,,0.008602937683463097,41399,-1.0944623947143555,,100.0,-37.10812574
0.0003,1149,32.74250030517578,0.015947241336107254,100.0,41600,416,-39.44279213,0.008598480373620987,41499,0.9388715028762817,36,,
0.0003,,33.0714111328125,0.011446140706539154,,42000,,,0.00867228489369154,41899,-1.3638746738433838,,100.0,-38.376743299999994
,1161,,,100.0,42000,420,-39.669679630000005,,,,36,,
0.0003,1166,32.80352020263672,0.019665174186229706,100.0,42400,424,-40.02819101,0.008672715164721012,42299,-0.2514667510986328,36,,
0.0003,,33.06622314453125,0.020347634330391884,,42500,,,0.008693508803844452,42399,-0.8131347894668579,,100.0,-37.7060307
0.0003,1179,32.80498504638672,0.01704932376742363,100.0,42800,428,-40.012343640000005,0.008732629008591175,42699,0.49873441457748413,36,,
0.0003,,33.2056999206543,0.015019458718597889,,43000,,,0.00862390547990799,42899,0.4546215534210205,,100.0,-38.14600576
0.0003,1191,33.37373352050781,0.019289765506982803,100.0,43200,432,-40.047719189999995,0.008625233545899391,43099,-0.9602837562561035,36,,
0.0003,,33.305904388427734,0.0179622583091259,,43500,,,0.008609081618487835,43399,-0.4805336594581604,,100.0,-42.32473376
0.0003,1204,33.1595458984375,0.014432813040912151,100.0,43600,436,-40.02421585,0.008653420023620129,43499,1.0769046545028687,36,,
0.0003,,33.915428161621094,0.021052710711956024,,44000,,,0.008637350052595139,43899,-0.23860308527946472,,100.0,-42.30003732
,1216,,,100.0,44000,440,-39.87176248,,,,36,,
0.0003,1221,33.780296325683594,0.01724851131439209,100.0,44400,444,-40.49663258,0.00862976349890232,44299,-0.2057819664478302,36,,
0.0003,,33.832420349121094,0.019063562154769897,,44500,,,0.008612005040049553,44399,-0.24689461290836334,,100.0,-45.645646899999996
0.0003,1234,33.69658660888672,0.015458915382623672,100.0,44800,448,-40.67965389,0.008583392947912216,44699,-2.6585941314697266,36,,
0.0003,,34.039215087890625,0.018307164311408997,,45000,,,0.008525458164513111,44899,-0.9472745060920715,,100.0,-49.170955400000004
0.0003,1246,33.83118438720703,0.016909180209040642,100.0,45200,452,-40.960669630000005,0.008535693399608135,45099,-0.881820797920227,36,,
0.0003,,34.11592102050781,0.017609629780054092,,45500,,,0.008528821170330048,45399,-0.11041197180747986,,100.0,-72.52916048
0.0003,1259,34.470584869384766,0.024170275777578354,100.0,45600,456,-41.641238509999994,0.008556229993700981,45499,-0.2739757299423218,36,,
0.0003,,34.114925384521484,0.02017589658498764,,46000,,,0.008495396003127098,45899,0.9895206689834595,,100.0,-86.49731096
,1272,,,100.0,46000,460,-41.58762140000001,,,,36,,
0.0003,1276,34.79737854003906,0.0240778885781765,100.0,46400,464,-43.03658191,0.008426928892731667,46299,-0.0006390213966369629,36,,
0.0003,,34.71211242675781,0.02313314564526081,,46500,,,0.008428878150880337,46399,0.02126649022102356,,100.0,-64.7168853
0.0003,1289,34.36470031738281,0.02187950164079666,100.0,46800,468,-43.917834680000006,0.008458314463496208,46699,-0.05502605438232422,36,,
0.0003,,34.16291046142578,0.020866399630904198,,47000,,,0.008504742756485939,46899,0.1363084316253662,,100.0,-48.178058439999994
0.0003,1302,34.64199447631836,0.01974562555551529,100.0,47200,472,-44.21362790999999,0.00846435409039259,47099,0.17385390400886536,36,,
0.0003,,34.39982604980469,0.032145000994205475,,47500,,,0.008424093015491962,47399,0.7628884315490723,,100.0,-41.277480399999995
0.0003,1314,34.84880828857422,0.02775869518518448,100.0,47600,476,-45.18698651,0.008421883918344975,47499,-1.1958353519439697,36,,
0.0003,,35.00851821899414,0.017858657985925674,,48000,,,0.008554570376873016,47899,0.07449889183044434,,100.0,-41.66743688
,1327,,,100.0,48000,480,-44.90680497,,,,36,,
0.0003,1332,34.948760986328125,0.01811579428613186,100.0,48400,484,-45.163052050000005,0.008527889847755432,48299,0.7227265238761902,36,,
0.0003,,34.857749938964844,0.023733649402856827,,48500,,,0.008547931909561157,48399,0.9967654943466187,,100.0,-41.2894514
0.0003,1344,35.00673294067383,0.019652128219604492,100.0,48800,488,-45.69359718999999,0.008586516603827477,48699,0.6380642056465149,36,,
0.0003,,34.86029815673828,0.020586872473359108,,49000,,,0.008582119829952717,48899,0.6671922206878662,,100.0,-39.280265719999996
0.0003,1357,35.24549865722656,0.017294984310865402,100.0,49200,492,-46.01507144999999,0.00850872602313757,49099,-1.0977668762207031,36,,
0.0003,,35.50511169433594,0.023730486631393433,,49500,,,0.008561907336115837,49399,0.6709775328636169,,100.0,-41.380499279999995
0.0003,1369,35.55717468261719,0.014111559838056564,100.0,49600,496,-45.91691132,0.008546925149857998,49499,-0.0025332868099212646,36,,
0.0003,,35.24486541748047,0.0253452118486166,,50000,,,0.008626965805888176,49899,0.9705349206924438,,100.0,-39.510549340000004
,1382,,,100.0,50000,500,-46.40037959,,,,36,,
