train/ent_coef,train/critic_loss,time/episodes,time/fps,time/time_elapsed,train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,train/n_updates,eval/mean_reward,eval/mean_ep_length
0.91445392370224,0.24797695875167847,4,112,3,-1.0530846118927002,100.0,400,-10.012239456176758,0.0003,-152.073973,299,,
0.8874271512031555,0.19147807359695435,,,,-1.4031081199645996,,500,-10.922063827514648,0.0003,,399,-61.38860057999998,100.0
0.8111416101455688,0.12175077944993973,8,50,15,-2.4551947116851807,100.0,800,-13.282519340515137,0.0003,-152.84528275,699,,
0.7639957666397095,0.1469230204820633,,,,-3.14784836769104,,1000,-14.615848541259766,0.0003,,899,-49.32298514,100.0
0.7195820212364197,0.13608528673648834,12,42,28,-3.859890937805176,100.0,1200,-15.856313705444336,0.0003,-153.09522333333334,1099,,
0.6577047109603882,0.1574093997478485,,,,-4.903194427490234,,1500,-17.626949310302734,0.0003,,1399,-49.97021178,100.0
0.6382696032524109,0.11200118064880371,16,39,40,-5.262302398681641,100.0,1600,-18.06428337097168,0.0003,-153.07759225,1499,,
0.5661249160766602,0.0940203070640564,,,,-6.664383888244629,,2000,-19.400875091552734,0.0003,,1899,-46.95299494000001,100.0
,,20,37,53,,100.0,2000,,,-151.71259830000002,,,
0.5021708011627197,0.08833549916744232,24,41,58,-8.060264587402344,100.0,2400,-20.35930633544922,0.0003,-150.886974625,2299,,
0.4873526394367218,0.08605276793241501,,,,-8.392932891845703,,2500,-20.42269515991211,0.0003,,2399,-45.81338918,100.0
0.44551602005958557,0.07873772829771042,28,39,70,-9.4530611038208,100.0,2800,-20.91753387451172,0.0003,-149.3365537142857,2699,,
0.41967928409576416,0.08495409041643143,,,,-10.106765747070312,,3000,-21.002105712890625,0.0003,,2899,-43.31878264,100.0
0.3953664302825928,0.07076455652713776,32,38,83,-10.753303527832031,100.0,3200,-21.044994354248047,0.0003,-146.7793714375,3099,,
0.3615928292274475,0.06625478714704514,,,,-11.71314811706543,,3500,-21.027786254882812,0.0003,,3399,-45.53967779999999,100.0
0.3510104715824127,0.07676057517528534,36,37,95,-12.025601387023926,100.0,3600,-20.74243927001953,0.0003,-145.3457908611111,3499,,
0.31179079413414,0.057094328105449677,,,,-13.211841583251953,,4000,-20.540414810180664,0.0003,,3899,-49.76236054000001,100.0
,,40,37,107,,100.0,4000,,,-143.19193669999999,,,
0.27714651823043823,0.0573800690472126,44,38,113,-14.507011413574219,100.0,4400,-19.645021438598633,0.0003,-140.46422068181818,4299,,
0.26912781596183777,0.06403486430644989,,,,-14.614224433898926,,4500,-19.417680740356445,0.0003,,4399,-48.92211103999999,100.0
0.2465147078037262,0.05117284879088402,48,38,125,-15.543869018554688,100.0,4800,-19.093191146850586,0.0003,-137.91400174999998,4699,,
0.23254996538162231,0.04941319674253464,,,,-15.898943901062012,,5000,-18.363576889038086,0.0003,,4899,-49.83810748,100.0
0.21942627429962158,0.041379835456609726,52,37,137,-16.31196403503418,100.0,5200,-18.055381774902344,0.0003,-135.7837266346154,5099,,
