train/ent_coef,train/critic_loss,time/episodes,time/fps,time/time_elapsed,train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,train/n_updates,eval/mean_reward,eval/mean_ep_length
0.2011857032775879,0.040943413972854614,,,,-17.223159790039062,,5500,-17.0421142578125,0.0003,,5399,-47.52811021999999,100.0
0.19546286761760712,0.03545058146119118,56,37,150,-17.50798988342285,100.0,5600,-16.79703140258789,0.0003,-133.49819855357143,5499,,
0.17423351109027863,0.030045628547668457,,,,-18.26417350769043,,6000,-15.728050231933594,0.0003,,5899,-46.779351999999996,100.0
,,60,36,162,,100.0,6000,,,-131.15569369999997,,,
0.1554517149925232,0.02921818569302559,64,38,168,-19.02936553955078,100.0,6400,-14.542928695678711,0.0003,-128.366236765625,6299,,
0.15110516548156738,0.028350908309221268,,,,-18.811813354492188,,6500,-14.053084373474121,0.0003,,6399,-46.230301280000006,100.0
0.13883669674396515,0.02798832207918167,68,37,180,-19.579261779785156,100.0,6800,-13.154336929321289,0.0003,-125.83419808823528,6699,,
0.13124778866767883,0.0226226095110178,,,,-19.59261703491211,,7000,-12.612056732177734,0.0003,,6899,-46.24756318,100.0
0.12410340458154678,0.03191722184419632,72,37,192,-20.299861907958984,100.0,7200,-11.748369216918945,0.0003,-123.44621254166665,7099,,
0.1141434833407402,0.034265004098415375,,,,-19.840749740600586,,7500,-10.977592468261719,0.0003,,7399,-44.40582405999999,100.0
0.11101369559764862,0.022865988314151764,76,37,205,-20.165130615234375,100.0,7600,-10.456071853637695,0.0003,-121.29054877631579,7499,,
0.0993899405002594,0.024571817368268967,,,,-20.101154327392578,,8000,-9.408220291137695,0.0003,,7899,-42.81584338000002,100.0
,,80,36,217,,100.0,8000,,,-118.63305271249999,,,
0.08906364440917969,0.021413572132587433,84,37,222,-20.305593490600586,100.0,8400,-8.26402759552002,0.0003,-116.25611467857141,8299,,
0.08666645735502243,0.02041580155491829,,,,-20.92279052734375,,8500,-7.736137390136719,0.0003,,8399,-44.47187764,100.0
0.07986599951982498,0.02557530626654625,88,37,234,-20.660091400146484,100.0,8800,-6.55511474609375,0.0003,-113.79225843181817,8699,,
0.07565293461084366,0.01983879692852497,,,,-20.045452117919922,,9000,-6.173061370849609,0.0003,,8899,-43.42684439999999,100.0
0.07166942209005356,0.02262277714908123,92,37,247,-20.36328125,100.0,9200,-5.3067426681518555,0.0003,-111.76880396739129,9099,,
0.06609578430652618,0.01974881812930107,,,,-19.948497772216797,,9500,-4.757577896118164,0.0003,,9399,-39.70390386,100.0
0.06434373557567596,0.01970866695046425,96,36,259,-20.058130264282227,100.0,9600,-3.97300124168396,0.0003,-109.67655691666668,9499,,
0.057810228317976,0.017763173207640648,,,,-19.927474975585938,,10000,-3.2028584480285645,0.0003,,9899,-40.6487123,100.0
,,100,36,272,,100.0,10000,,,-107.53902388,,,
0.051979925483465195,0.0218596663326025,104,37,277,-19.494083404541016,100.0,10400,-1.9577550888061523,0.0003,-103.62595373,10299,,
0.05062340572476387,0.017294149845838547,,,,-19.788837432861328,,10500,-1.5033091306686401,0.0003,,10399,-39.90589918,100.0
0.04677589610219002,0.020984284579753876,108,37,289,-19.99333953857422,100.0,10800,-0.9633241891860962,0.0003,-99.63237663999999,10699,,
0.044381268322467804,0.017924677580595016,,,,-19.22662925720215,,11000,-0.1810496747493744,0.0003,,10899,-39.14830476,100.0
0.04212680459022522,0.01924564689397812,112,37,301,-19.235782623291016,100.0,11200,0.0446300208568573,0.0003,-95.66092072,11099,,
0.038972098380327225,0.016987843438982964,,,,-19.2025146484375,,11500,0.8448579907417297,0.0003,,11399,-39.39551488,100.0
0.037980709224939346,0.015202097594738007,116,36,314,-18.135604858398438,100.0,11600,1.3372381925582886,0.0003,-91.6018827,11499,,
0.03429329767823219,0.01485491544008255,,,,-16.945066452026367,,12000,2.113396167755127,0.0003,,11899,-41.29066404,100.0
,,120,36,326,,100.0,12000,,,-87.77307065999999,,,
0.03100672736763954,0.01920950785279274,124,37,330,-17.147319793701172,100.0,12400,3.3718976974487305,0.0003,-83.70579724,12299,,
0.030241865664720535,0.0168831255286932,,,,-17.11266326904297,,12500,3.204572916030884,0.0003,,12399,-38.31599882,100.0
0.028078723698854446,0.020181935280561447,128,37,343,-16.480329513549805,100.0,12800,4.224117279052734,0.0003,-79.93483924,12699,,
0.026733646169304848,0.014986813068389893,,,,-15.903478622436523,,13000,4.489458084106445,0.0003,,12899,-41.09956628,100.0
0.02545861527323723,0.01420394517481327,132,37,355,-15.630073547363281,100.0,13200,5.615316390991211,0.0003,-76.68030343000001,13099,,
0.02367052249610424,0.019995911046862602,,,,-14.940855979919434,,13500,5.437630653381348,0.0003,,13399,-42.74678616,100.0
0.023109398782253265,0.018900230526924133,136,36,368,-15.314191818237305,100.0,13600,5.721951961517334,0.0003,-73.19960614000001,13499,,
0.021003810688853264,0.01346283033490181,,,,-12.756753921508789,,14000,6.884627342224121,0.0003,,13899,-39.99146494,100.0
,,140,36,380,,100.0,14000,,,-70.30521513,,,
0.019135428592562675,0.016390180215239525,144,37,385,-12.446924209594727,100.0,14400,7.288120746612549,0.0003,-67.48463769,14299,,
0.018699806183576584,0.014881929382681847,,,,-12.264664649963379,,14500,7.768786907196045,0.0003,,14399,-39.33059548,100.0
0.017471397295594215,0.01611047238111496,148,37,397,-10.619209289550781,100.0,14800,8.270624160766602,0.0003,-64.86610693,14699,,
0.01670445129275322,0.018232589587569237,,,,-10.855318069458008,,15000,8.653651237487793,0.0003,,14899,-39.810122,100.0
0.015980463474988937,0.013840733096003532,152,37,410,-10.963420867919922,100.0,15200,8.95018196105957,0.0003,-62.38250462,15099,,
0.014976207166910172,0.014008876867592335,,,,-10.4169921875,,15500,9.452481269836426,0.0003,,15399,-40.27452616000001,100.0
0.014659282751381397,0.015681134536862373,156,36,422,-8.481403350830078,100.0,15600,10.03677749633789,0.0003,-59.882297059999985,15499,,
0.013494928367435932,0.015337478369474411,,,,-8.26882266998291,,16000,10.481496810913086,0.0003,,15899,-38.39024566,100.0
,,160,36,434,,100.0,16000,,,-57.607328849999995,,,
0.012476400472223759,0.014684079214930534,164,37,440,-6.710291862487793,100.0,16400,11.182821273803711,0.0003,-55.98280064000001,16299,,
0.012240348383784294,0.012730564922094345,,,,-6.250514507293701,,16500,11.15593433380127,0.0003,,16399,-38.61325136,100.0
0.011574305593967438,0.011946598067879677,168,37,452,-7.182803153991699,100.0,16800,11.75486946105957,0.0003,-54.37372094000001,16699,,
0.011169656179845333,0.01259022019803524,,,,-6.840662002563477,,17000,12.010120391845703,0.0003,,16899,-39.88517143999999,100.0
0.010791124776005745,0.012484436854720116,172,36,464,-6.500351905822754,100.0,17200,12.045411109924316,0.0003,-52.538720360000006,17099,,
0.01027598511427641,0.012747053056955338,,,,-3.744704008102417,,17500,12.463133811950684,0.0003,,17399,-38.4491678,100.0
0.01011613942682743,0.01237801369279623,176,36,477,-3.820115089416504,100.0,17600,12.753278732299805,0.0003,-50.84181289,17499,,
0.009544027037918568,0.013368632644414902,,,,-4.062671661376953,,18000,13.586743354797363,0.0003,,17899,-38.30211422,100.0
,,180,36,489,,100.0,18000,,,-49.984478480000014,,,
0.009067789651453495,0.011716713197529316,184,37,494,-2.2245874404907227,100.0,18400,13.855493545532227,0.0003,-48.77424654000001,18299,,
0.008969666436314583,0.013091128319501877,,,,-0.2425926923751831,,18500,14.50615119934082,0.0003,,18399,-37.97528228,100.0
0.008724167943000793,0.010511720553040504,188,37,507,-0.02513083815574646,100.0,18800,14.503100395202637,0.0003,-47.94808941,18699,,
0.008581170812249184,0.012718787416815758,,,,-0.7553845643997192,,19000,15.129796981811523,0.0003,,18899,-37.71214392,100.0
0.008466590195894241,0.01259288378059864,192,36,519,-2.1390585899353027,100.0,19200,15.001314163208008,0.0003,-46.82907284000001,19099,,
0.008335812948644161,0.012570555321872234,,,,-0.3160738945007324,,19500,15.338930130004883,0.0003,,19399,-37.61478028,100.0
0.008301952853798866,0.011713279411196709,196,36,531,-0.7439866065979004,100.0,19600,15.77680778503418,0.0003,-46.00229458999999,19499,,
0.008230334147810936,0.013004893437027931,,,,0.7007215023040771,,20000,16.303056716918945,0.0003,,19899,-37.751459620000006,100.0
,,200,36,544,,100.0,20000,,,-45.29063001,,,
0.008197477087378502,0.012726834043860435,204,37,549,-0.18420809507369995,100.0,20400,16.737916946411133,0.0003,-44.67185296,20299,,
0.008199713192880154,0.009662984870374203,,,,0.8649399280548096,,20500,16.453914642333984,0.0003,,20399,-37.291106619999994,100.0
0.008232571184635162,0.012141766026616096,208,37,562,1.755417823791504,100.0,20800,17.200115203857422,0.0003,-43.96541214999999,20699,,
0.008233788423240185,0.015140704810619354,,,,-0.6474867463111877,,21000,17.472702026367188,0.0003,,20899,-38.49472342,100.0
0.008252376690506935,0.013111621141433716,212,36,574,0.6026074290275574,100.0,21200,17.413501739501953,0.0003,-43.482470750000005,21099,,
0.008289484307169914,0.012738683260977268,,,,0.5955897569656372,,21500,17.972795486450195,0.0003,,21399,-37.045368739999994,100.0
0.008289551362395287,0.011777263134717941,216,36,586,-0.44285064935684204,100.0,21600,18.12258529663086,0.0003,-42.84776176,21499,,
0.008260592818260193,0.013206282630562782,,,,0.2916666269302368,,22000,18.363689422607422,0.0003,,21899,-37.83595462,100.0
,,220,36,599,,100.0,22000,,,-42.31662743,,,
0.008264734409749508,0.00991230458021164,224,37,604,-0.21577294170856476,100.0,22400,18.723041534423828,0.0003,-42.117621899999996,22299,,
0.008280773647129536,0.009100849740207195,,,,0.2738799750804901,,22500,18.860855102539062,0.0003,,22399,-37.186083200000006,100.0
0.008227857761085033,0.011082461103796959,228,36,616,2.3132002353668213,100.0,22800,19.108184814453125,0.0003,-41.88501864999999,22699,,
0.008277235552668571,0.010742118582129478,,,,-0.8709801435470581,,23000,19.658306121826172,0.0003,,22899,-36.915620219999994,100.0
0.008256777189671993,0.01354391872882843,232,36,629,0.01111946627497673,100.0,23200,19.64993667602539,0.0003,-41.735867719999995,23099,,
0.008308649994432926,0.013784850016236305,,,,-1.4694112539291382,,23500,20.203937530517578,0.0003,,23399,-36.733657380000004,100.0
0.00825454480946064,0.01158081367611885,236,36,641,1.5846736431121826,100.0,23600,20.180309295654297,0.0003,-41.306201200000004,23499,,
0.008319469168782234,0.009340333752334118,,,,1.014464020729065,,24000,20.462018966674805,0.0003,,23899,-37.096039680000004,100.0
,,240,36,653,,100.0,24000,,,-40.59912423,,,
0.00830127578228712,0.01070001907646656,244,37,658,0.7737907767295837,100.0,24400,20.615535736083984,0.0003,-40.37516961,24299,,
0.008276675827801228,0.012708046473562717,,,,-1.560328722000122,,24500,21.494434356689453,0.0003,,24399,-37.21129818,100.0
0.008300247602164745,0.010065878741443157,248,36,671,-0.7362490892410278,100.0,24800,21.30108070373535,0.0003,-40.072020939999994,24699,,
0.008321051485836506,0.013891047798097134,,,,-0.7017349004745483,,25000,21.246936798095703,0.0003,,24899,-36.8202158,100.0
0.008241420611739159,0.011873534880578518,252,36,683,0.13114792108535767,100.0,25200,21.902389526367188,0.0003,-39.70589652,25099,,
0.008246618323028088,0.011128107085824013,,,,0.9419361352920532,,25500,21.88278579711914,0.0003,,25399,-36.926547060000004,100.0
0.00827370397746563,0.016092028468847275,256,36,696,-0.2635117769241333,100.0,25600,22.019451141357422,0.0003,-39.54714857000001,25499,,
0.00828524399548769,0.010407248511910439,,,,-0.6788394451141357,,26000,22.474231719970703,0.0003,,25899,-36.98037538,100.0
,,260,36,708,,100.0,26000,,,-39.532767820000004,,,
0.00817468948662281,0.011277644895017147,264,37,713,-1.3278486728668213,100.0,26400,23.291091918945312,0.0003,-39.245200530000005,26299,,
0.00817086175084114,0.00991465151309967,,,,-1.2964136600494385,,26500,22.93389892578125,0.0003,,26399,-36.74912064000001,100.0
0.008165327832102776,0.011674458160996437,268,36,725,-0.8895500898361206,100.0,26800,23.615238189697266,0.0003,-39.00604895000001,26699,,
0.008177156560122967,0.008859545923769474,,,,-0.35963812470436096,,27000,23.42252540588379,0.0003,,26899,-36.97053538,100.0
0.008210797794163227,0.012392197735607624,272,36,738,0.08068829774856567,100.0,27200,23.481796264648438,0.0003,-39.05537185,27099,,
0.008189850486814976,0.010495983064174652,,,,1.046448826789856,,27500,23.73660659790039,0.0003,,27399,-36.82222768,100.0
0.008185368031263351,0.011919332668185234,276,36,750,-0.973286509513855,100.0,27600,23.764638900756836,0.0003,-38.91523089,27499,,
0.008151517249643803,0.010415835306048393,,,,0.4282988905906677,,28000,23.80227279663086,0.0003,,27899,-36.352561720000004,100.0
,,280,36,763,,100.0,28000,,,-38.62568639,,,
0.008103766478598118,0.010418425314128399,284,36,768,0.06946706771850586,100.0,28400,24.506643295288086,0.0003,-38.58568564,28299,,
0.008133032359182835,0.012145619839429855,,,,0.5116444230079651,,28500,24.988143920898438,0.0003,,28399,-37.21984861999999,100.0
0.00811710860580206,0.011812456883490086,288,36,780,-1.0446215867996216,100.0,28800,24.84390640258789,0.0003,-38.46582597,28699,,
0.008105972781777382,0.008938902989029884,,,,0.9246800541877747,,29000,24.992801666259766,0.0003,,28899,-37.81682556,100.0
0.008045404218137264,0.012471581809222698,292,36,792,-0.13572043180465698,100.0,29200,24.914644241333008,0.0003,-38.396240750000004,29099,,
0.008055584505200386,0.010286375880241394,,,,0.5741031169891357,,29500,25.498580932617188,0.0003,,29399,-37.11949756,100.0
0.008086292073130608,0.008024626411497593,296,36,805,0.745549201965332,100.0,29600,24.958724975585938,0.0003,-38.25965998000001,29499,,
0.008031096309423447,0.010637141764163971,,,,-2.1354527473449707,,30000,25.816150665283203,0.0003,,29899,-37.18126332,100.0
,,300,36,817,,100.0,30000,,,-38.2744055,,,
0.008016755804419518,0.010230401530861855,304,36,822,-0.5570056438446045,100.0,30400,25.842844009399414,0.0003,-38.37764989,30299,,
0.008038627915084362,0.014331993646919727,,,,0.08154326677322388,,30500,26.189294815063477,0.0003,,30399,-37.33002216,100.0
0.008001677691936493,0.01927170157432556,308,36,835,0.7310596108436584,100.0,30800,26.0476131439209,0.0003,-38.568799430000006,30699,,
0.008045407943427563,0.010151148773729801,,,,0.08450323343276978,,31000,26.42436408996582,0.0003,,30899,-36.90355904,100.0
0.008084856905043125,0.01209487859159708,312,36,847,1.1097948551177979,100.0,31200,26.33511734008789,0.0003,-38.27114747,31099,,
0.008069166913628578,0.011299019679427147,,,,0.05672813951969147,,31500,26.77672576904297,0.0003,,31399,-36.95845284000001,100.0
0.00808155070990324,0.012101291678845882,316,36,859,-0.3822040557861328,100.0,31600,26.699478149414062,0.0003,-38.33774688,31499,,
0.008100941777229309,0.012204274535179138,,,,-0.1589307188987732,,32000,27.398571014404297,0.0003,,31899,-36.3645621,100.0
,,320,36,872,,100.0,32000,,,-38.23852621,,,
0.008099810220301151,0.008062692359089851,324,36,877,0.23110419511795044,100.0,32400,27.519319534301758,0.0003,-38.05291259,32299,,
0.008111056871712208,0.01343330554664135,,,,-1.2097184658050537,,32500,27.52254295349121,0.0003,,32399,-36.38018306,100.0
0.008025973103940487,0.010282961651682854,328,36,889,-1.3234885931015015,100.0,32800,27.843822479248047,0.0003,-37.89399938,32699,,
0.008034834638237953,0.00856138113886118,,,,-0.24431580305099487,,33000,27.87569236755371,0.0003,,32899,-36.49523807999999,100.0
0.008004291914403439,0.010740211233496666,332,36,901,-0.9515184760093689,100.0,33200,28.134990692138672,0.0003,-37.65119766,33099,,
0.008087078109383583,0.012335600331425667,,,,-1.0292108058929443,,33500,28.10491943359375,0.0003,,33399,-35.825832299999995,100.0
0.008105659857392311,0.011745337396860123,336,36,914,-1.3264433145523071,100.0,33600,28.087997436523438,0.0003,-37.71031929,33499,,
0.008036413230001926,0.010651676915585995,,,,-0.4411667585372925,,34000,28.356929779052734,0.0003,,33899,-35.976993900000004,100.0
,,340,36,926,,100.0,34000,,,-37.85814018000001,,,
0.008079789578914642,0.010996315628290176,344,36,931,0.3493000566959381,100.0,34400,28.475688934326172,0.0003,-37.821972,34299,,
0.008075903169810772,0.01573314517736435,,,,-0.8760759234428406,,34500,28.563657760620117,0.0003,,34399,-36.44130457999999,100.0
0.008119508624076843,0.011812439188361168,348,36,943,1.4665474891662598,100.0,34800,28.76881980895996,0.0003,-37.89441110999999,34699,,
0.008110566064715385,0.011420128867030144,,,,-0.8124191761016846,,35000,29.422134399414062,0.0003,,34899,-36.05762438,100.0
0.00810781680047512,0.011675765737891197,352,36,956,-1.5398294925689697,100.0,35200,28.964426040649414,0.0003,-37.95252511,35099,,
0.00818407628685236,0.010831840336322784,,,,1.9375262260437012,,35500,29.533126831054688,0.0003,,35399,-36.53549286,100.0
0.008186860010027885,0.00938136875629425,356,36,968,1.7655329704284668,100.0,35600,29.337284088134766,0.0003,-37.87377915,35499,,
0.008157042786478996,0.011532816104590893,,,,-0.1552874594926834,,36000,29.64419937133789,0.0003,,35899,-36.07895284,100.0
,,360,36,981,,100.0,36000,,,-37.652774150000006,,,
0.008163400925695896,0.010569753125309944,364,36,986,-0.732890784740448,100.0,36400,29.56153106689453,0.0003,-37.65161271,36299,,
0.008161995559930801,0.012159486301243305,,,,-0.40268951654434204,,36500,29.72378921508789,0.0003,,36399,-35.97205166,100.0
0.008125895634293556,0.011087644845247269,368,36,998,1.575111985206604,100.0,36800,29.84223175048828,0.0003,-37.62787455,36699,,
0.008103067055344582,0.012817857787013054,,,,-2.055152177810669,,37000,29.500286102294922,0.0003,,36899,-35.84261732,100.0
0.008054732345044613,0.011205008253455162,372,36,1011,0.7946937084197998,100.0,37200,30.52490234375,0.0003,-37.59256281,37099,,
0.008077405393123627,0.013292509131133556,,,,1.6218558549880981,,37500,30.31243324279785,0.0003,,37399,-35.71496652,100.0
0.00808730162680149,0.011313331313431263,376,36,1023,0.14182321727275848,100.0,37600,30.252885818481445,0.0003,-37.56234344,37499,,
0.008041388355195522,0.01451418548822403,,,,1.4393072128295898,,38000,30.295265197753906,0.0003,,37899,-35.52397518,100.0
,,380,36,1036,,100.0,38000,,,-37.33787061,,,
0.008036098442971706,0.018913183361291885,384,36,1041,1.6057579517364502,100.0,38400,30.264333724975586,0.0003,-37.33261363,38299,,
0.008052036166191101,0.012547875754535198,,,,0.4240652918815613,,38500,30.58465003967285,0.0003,,38399,-35.79998276,100.0
0.008054439909756184,0.01470254547894001,388,36,1053,-1.9660539627075195,100.0,38800,30.919588088989258,0.0003,-37.48535719,38699,,
0.008061298169195652,0.01877814531326294,,,,-0.9213427901268005,,39000,30.774709701538086,0.0003,,38899,-35.91009992,100.0
0.008009534329175949,0.014032011851668358,392,36,1066,0.8534016609191895,100.0,39200,31.084430694580078,0.0003,-37.56990984000001,39099,,
0.00802983995527029,0.01208796538412571,,,,-0.736571192741394,,39500,30.962324142456055,0.0003,,39399,-35.925354160000005,100.0
0.007978061214089394,0.015931714326143265,396,36,1078,0.3118587136268616,100.0,39600,31.41907501220703,0.0003,-37.56325862,39499,,
0.007940036244690418,0.01457892544567585,,,,1.0917075872421265,,40000,31.414657592773438,0.0003,,39899,-35.9315512,100.0
,,400,36,1090,,100.0,40000,,,-37.48404706,,,
0.007938699796795845,0.014607634395360947,404,36,1095,-0.622171938419342,100.0,40400,31.545536041259766,0.0003,-37.42395534,40299,,
0.0079130157828331,0.012530826963484287,,,,0.29999226331710815,,40500,31.659116744995117,0.0003,,40399,-35.9958463,100.0
0.007884098216891289,0.010844038799405098,408,36,1108,1.0542207956314087,100.0,40800,31.344627380371094,0.0003,-37.19408584999999,40699,,
0.007875449024140835,0.011051857843995094,,,,1.798458218574524,,41000,31.503726959228516,0.0003,,40899,-36.02888266,100.0
0.00786866620182991,0.010076677426695824,412,36,1120,0.5608798265457153,100.0,41200,31.62706756591797,0.0003,-37.352607580000004,41099,,
0.007804743945598602,0.011676822789013386,,,,-1.3444688320159912,,41500,31.85505485534668,0.0003,,41399,-36.13596524,100.0
0.007795274257659912,0.01362253725528717,416,36,1132,1.8052538633346558,100.0,41600,32.00796890258789,0.0003,-37.301322109999994,41499,,
0.007757078856229782,0.011275016702711582,,,,0.8774709105491638,,42000,32.20146560668945,0.0003,,41899,-36.43833394000001,100.0
,,420,36,1145,,100.0,42000,,,-37.426995240000004,,,
0.0077308169566094875,0.012997930869460106,424,36,1150,0.27179908752441406,100.0,42400,32.40874481201172,0.0003,-37.4399871,42299,,
0.007740495726466179,0.012401961721479893,,,,1.7224094867706299,,42500,32.13603973388672,0.0003,,42399,-35.92679608,100.0
0.007735662627965212,0.012280531227588654,428,36,1162,-2.666569709777832,100.0,42800,32.3707275390625,0.0003,-37.559413559999996,42699,,
0.0077017019502818584,0.014824277721345425,,,,0.29004526138305664,,43000,32.48491668701172,0.0003,,42899,-35.937873980000006,100.0
0.007736407220363617,0.015142006799578667,432,36,1174,0.31602931022644043,100.0,43200,32.502498626708984,0.0003,-37.47792412,43099,,
0.00775382062420249,0.017114700749516487,,,,-0.9330160617828369,,43500,32.46388244628906,0.0003,,43399,-36.17788374,100.0
0.007702697534114122,0.014853325672447681,436,36,1187,-1.1658332347869873,100.0,43600,32.824398040771484,0.0003,-37.571270330000004,43499,,
0.00759570486843586,0.011822646483778954,,,,1.587867259979248,,44000,32.835289001464844,0.0003,,43899,-36.43141598,100.0
,,440,36,1199,,100.0,44000,,,-37.56382702,,,
0.00758762564510107,0.010803180746734142,444,36,1204,1.479888677597046,100.0,44400,33.00581359863281,0.0003,-37.617085949999996,44299,,
0.007636459544301033,0.01955876685678959,,,,-0.41480904817581177,,44500,32.618804931640625,0.0003,,44399,-36.127494,100.0
0.0076432423666119576,0.013457661494612694,448,36,1217,-0.960200309753418,100.0,44800,32.909873962402344,0.0003,-37.52233894,44699,,
0.007613825611770153,0.01600751280784607,,,,2.5242366790771484,,45000,33.00476837158203,0.0003,,44899,-35.862601059999996,100.0
0.007653961889445782,0.010412480682134628,452,36,1229,-0.39111989736557007,100.0,45200,32.993492126464844,0.0003,-37.45289585999999,45099,,
0.0076685561798512936,0.012244272977113724,,,,-1.4481464624404907,,45500,33.41948699951172,0.0003,,45399,-36.28776173999999,100.0
0.007580978330224752,0.013891886919736862,456,36,1242,0.35688677430152893,100.0,45600,33.50199508666992,0.0003,-37.574860580000006,45499,,
0.007548229768872261,0.012029604986310005,,,,1.7234768867492676,,46000,33.636383056640625,0.0003,,45899,-36.604282579999996,100.0
,,460,36,1254,,100.0,46000,,,-37.724622600000004,,,
0.007529221475124359,0.015030133537948132,464,36,1259,-0.5851302146911621,100.0,46400,33.55769348144531,0.0003,-37.58022513,46299,,
0.0075604054145514965,0.015179754234850407,,,,0.29595908522605896,,46500,33.852813720703125,0.0003,,46399,-37.37897052,100.0
0.007633921690285206,0.01403014361858368,468,36,1272,-1.1398429870605469,100.0,46800,33.476558685302734,0.0003,-37.37843558,46699,,
0.00763957342132926,0.009591599926352501,,,,-0.43445783853530884,,47000,33.65945053100586,0.0003,,46899,-63.140728579999994,100.0
0.007599454838782549,0.015488223172724247,472,36,1284,0.19992895424365997,100.0,47200,33.619407653808594,0.0003,-37.513202070000006,47099,,
0.007539988961070776,0.011652297340333462,,,,-1.4411826133728027,,47500,33.969966888427734,0.0003,,47399,-51.57735436,100.0
0.007527002599090338,0.014716153964400291,476,36,1297,-0.5359451174736023,100.0,47600,34.23059844970703,0.0003,-38.74747187,47499,,
0.00748382369056344,0.01749807968735695,,,,-0.6690824627876282,,48000,33.68043899536133,0.0003,,47899,-41.88476356,100.0
,,480,36,1309,,100.0,48000,,,-38.77249035,,,
0.007444395218044519,0.014008233323693275,484,36,1314,1.3797087669372559,100.0,48400,34.13212585449219,0.0003,-38.69198844,48299,,
0.007482885383069515,0.012528326362371445,,,,-0.5448605418205261,,48500,33.81045150756836,0.0003,,48399,-38.52571552,100.0
0.007406668271869421,0.013962081633508205,488,36,1326,1.4476191997528076,100.0,48800,34.37074279785156,0.0003,-38.52606383,48699,,
0.007411214988678694,0.015256830491125584,,,,1.0913070440292358,,49000,34.51372528076172,0.0003,,48899,-41.32149948,100.0
0.007377335336059332,0.01812068000435829,492,36,1339,-0.3928225636482239,100.0,49200,34.44871520996094,0.0003,-38.39485719999999,49099,,
0.007332787849009037,0.013643478974699974,,,,0.09985517710447311,,49500,34.349945068359375,0.0003,,49399,-41.583383000000005,100.0
0.007345644757151604,0.014038994908332825,496,36,1351,-1.40169095993042,100.0,49600,33.93548583984375,0.0003,-38.52538946,49499,,
0.007365872617810965,0.013508650474250317,,,,-1.5201985836029053,,50000,34.72053527832031,0.0003,,49899,-43.421192180000006,100.0
,,500,36,1363,,100.0,50000,,,-38.54478964,,,
