time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,time/fps,train/actor_loss,time/total_timesteps,train/n_updates,time/episodes,rollout/ep_len_mean,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
8941,-33.85982698,,36,,326000,,3260,100.0,,,,,
8946,-33.7917307,0.008864014409482479,36,30.926185607910156,326400,326299,3264,100.0,0.008068879134953022,-0.41344141960144043,0.0003,,
,,0.008975513279438019,,30.904401779174805,326500,326399,,,0.008154370822012424,0.13464027643203735,0.0003,100.0,-31.670203179999998
8959,-33.752130859999994,0.008430139161646366,36,31.270240783691406,326800,326699,3268,100.0,0.008284825831651688,0.8470540046691895,0.0003,,
,,0.009784236550331116,,30.669565200805664,327000,326899,,,0.00818838644772768,0.79832524061203,0.0003,100.0,-31.59002568
8971,-33.25805602,0.009586612693965435,36,30.545848846435547,327200,327099,3272,100.0,0.008125721476972103,0.5598801970481873,0.0003,,
,,0.011186561547219753,,32.017127990722656,327500,327399,,,0.008103426545858383,0.2465573400259018,0.0003,100.0,-31.632890120000003
8984,-33.38442403,0.007481708191335201,36,31.534236907958984,327600,327499,3276,100.0,0.008107960224151611,0.29564279317855835,0.0003,,
,,0.014299517497420311,,30.909683227539062,328000,327899,,,0.008083014748990536,-0.39270806312561035,0.0003,100.0,-32.24270718
8996,-33.49964536,,36,,328000,,3280,100.0,,,,,
9001,-33.34319097,0.010106749832630157,36,31.20661735534668,328400,328299,3284,100.0,0.00808588694781065,-1.2173001766204834,0.0003,,
,,0.008839228190481663,,31.21695327758789,328500,328399,,,0.008065908215939999,-0.5718981027603149,0.0003,100.0,-31.5846101
9014,-33.355483670000005,0.008829701691865921,36,31.006484985351562,328800,328699,3288,100.0,0.008077932521700859,1.279085397720337,0.0003,,
,,0.008117839694023132,,31.175931930541992,329000,328899,,,0.008115406148135662,0.4987752437591553,0.0003,100.0,-31.623707499999995
9026,-33.53759251,0.010372281074523926,36,31.24193572998047,329200,329099,3292,100.0,0.008036152459681034,0.6324906945228577,0.0003,,
,,0.00990607962012291,,30.879323959350586,329500,329399,,,0.008197207003831863,0.694488525390625,0.0003,100.0,-32.06437466
9039,-33.510373560000005,0.009885113686323166,36,31.069904327392578,329600,329499,3296,100.0,0.008239341899752617,-1.2058714628219604,0.0003,,
,,0.009875094518065453,,31.490650177001953,330000,329899,,,0.008064359426498413,0.3773444890975952,0.0003,100.0,-32.95394042
9051,-33.624440889999995,,36,,330000,,3300,100.0,,,,,
9057,-33.83606588,0.008619456551969051,36,30.980316162109375,330400,330299,3304,100.0,0.008083685301244259,-0.07158897817134857,0.0003,,
,,0.008808223530650139,,30.762331008911133,330500,330399,,,0.008051575161516666,0.6271411776542664,0.0003,100.0,-31.571621920000005
9069,-33.97571778,0.014052420854568481,36,30.788070678710938,330800,330699,3308,100.0,0.008131410926580429,1.4530465602874756,0.0003,,
,,0.008532071486115456,,30.621845245361328,331000,330899,,,0.00813031755387783,0.26089221239089966,0.0003,100.0,-31.53465874
9082,-33.98419675,0.01020850334316492,36,31.002004623413086,331200,331099,3312,100.0,0.008178860880434513,0.03264278173446655,0.0003,,
,,0.01093100756406784,,30.95275115966797,331500,331399,,,0.008086769841611385,0.3299248218536377,0.0003,100.0,-31.566851659999994
9095,-34.12921398,0.009127497673034668,36,30.61763572692871,331600,331499,3316,100.0,0.00813875813037157,0.007444724440574646,0.0003,,
,,0.011929717846214771,,31.25409507751465,332000,331899,,,0.008098999038338661,0.6125526428222656,0.0003,100.0,-31.873201039999994
9107,-34.1568646,,36,,332000,,3320,100.0,,,,,
9112,-34.14267454,0.008512590080499649,36,31.268573760986328,332400,332299,3324,100.0,0.008131458424031734,0.560474157333374,0.0003,,
,,0.008432560600340366,,31.195674896240234,332500,332399,,,0.007997512817382812,0.4794308543205261,0.0003,100.0,-31.94701458
9125,-33.99812201,0.011443857103586197,36,31.476303100585938,332800,332699,3328,100.0,0.007922518998384476,-0.6995850205421448,0.0003,,
,,0.008557206951081753,,30.61185646057129,333000,332899,,,0.00807875394821167,-1.2713176012039185,0.0003,100.0,-31.739552760000002
9138,-34.11580835000001,0.012115467339754105,36,31.113834381103516,333200,333099,3332,100.0,0.008025158196687698,0.4817512035369873,0.0003,,
,,0.0068739596754312515,,30.940128326416016,333500,333399,,,0.007939078845083714,-0.1786932796239853,0.0003,100.0,-31.6129405
9150,-33.94245095,0.005854406394064426,36,30.97456169128418,333600,333499,3336,100.0,0.00794360414147377,-0.29423367977142334,0.0003,,
,,0.007596345618367195,,31.05592155456543,334000,333899,,,0.008160727098584175,-0.23407112061977386,0.0003,100.0,-31.917713020000004
9162,-33.68896765,,36,,334000,,3340,100.0,,,,,
9167,-33.67223195,0.008996639400720596,36,31.187559127807617,334400,334299,3344,100.0,0.008066639304161072,0.05721355974674225,0.0003,,
,,0.00911531038582325,,30.619272232055664,334500,334399,,,0.008122122846543789,-0.941139817237854,0.0003,100.0,-31.8344708
9180,-33.878826630000006,0.008910257369279861,36,30.93838882446289,334800,334699,3348,100.0,0.008123788051307201,0.11475598812103271,0.0003,,
,,0.009413309395313263,,30.855823516845703,335000,334899,,,0.008095018565654755,-2.0773355960845947,0.0003,100.0,-31.881417619999997
9192,-33.88950369,0.009590806439518929,36,31.300134658813477,335200,335099,3352,100.0,0.008012169972062111,0.01731005311012268,0.0003,,
,,0.007845758460462093,,30.752033233642578,335500,335399,,,0.00809770543128252,-0.6017398834228516,0.0003,100.0,-31.501565480000004
9205,-33.810781670000004,0.010092262178659439,36,31.116981506347656,335600,335499,3356,100.0,0.008126143366098404,0.4644663631916046,0.0003,,
,,0.007972422055900097,,30.16897201538086,336000,335899,,,0.008160162717103958,-0.46807652711868286,0.0003,100.0,-32.41636518
9217,-33.8229268,,36,,336000,,3360,100.0,,,,,
9222,-33.951861179999995,0.009300809353590012,36,30.808883666992188,336400,336299,3364,100.0,0.00811542198061943,-1.6915619373321533,0.0003,,
,,0.0078141363337636,,30.942352294921875,336500,336399,,,0.008117236196994781,0.17277324199676514,0.0003,100.0,-31.46444894
9234,-34.165767,0.008497746661305428,36,30.659439086914062,336800,336699,3368,100.0,0.00806321669369936,0.22209613025188446,0.0003,,
,,0.007191717159003019,,30.8753662109375,337000,336899,,,0.008113211952149868,0.07579387724399567,0.0003,100.0,-31.416667940000004
9247,-34.242208500000004,0.007179534062743187,36,30.782527923583984,337200,337099,3372,100.0,0.00809814129024744,-1.3738666772842407,0.0003,,
,,0.006108309142291546,,30.36894989013672,337500,337399,,,0.008143956772983074,0.5371346473693848,0.0003,100.0,-31.64466912
9259,-34.24816343,0.007792320102453232,36,30.356216430664062,337600,337499,3376,100.0,0.008104098960757256,0.7168483138084412,0.0003,,
,,0.011077551171183586,,30.947908401489258,338000,337899,,,0.008096002973616123,-1.4575809240341187,0.0003,100.0,-31.71348946
9272,-34.2454616,,36,,338000,,3380,100.0,,,,,
9277,-34.091515769999994,0.007530856411904097,36,30.85845184326172,338400,338299,3384,100.0,0.00816912017762661,-1.1636497974395752,0.0003,,
,,0.008007736876606941,,30.801433563232422,338500,338399,,,0.008159399963915348,0.21223101019859314,0.0003,100.0,-31.61728694
9289,-34.09816724,0.006887651048600674,36,30.210235595703125,338800,338699,3388,100.0,0.008288168348371983,0.16514551639556885,0.0003,,
,,0.010244659148156643,,31.16513442993164,339000,338899,,,0.008320635184645653,-0.1324213743209839,0.0003,100.0,-32.225185939999996
9302,-33.783083469999994,0.009454422630369663,36,30.963218688964844,339200,339099,3392,100.0,0.008246307261288166,2.016450881958008,0.0003,,
,,0.006224717944860458,,30.887514114379883,339500,339399,,,0.008232755586504936,-0.10082432627677917,0.0003,100.0,-32.10100146
9314,-33.865816630000005,0.009875506162643433,36,31.053325653076172,339600,339499,3396,100.0,0.008195952512323856,-0.1783635914325714,0.0003,,
,,0.008932026103138924,,31.151050567626953,340000,339899,,,0.008258509449660778,0.34981170296669006,0.0003,100.0,-32.40344794
9327,-34.133886079999996,,36,,340000,,3400,100.0,,,,,
9332,-34.132453489999996,0.008370003663003445,36,30.71677017211914,340400,340299,3404,100.0,0.008326838724315166,0.32312649488449097,0.0003,,
,,0.007934296503663063,,30.327299118041992,340500,340399,,,0.008341172710061073,0.25914302468299866,0.0003,100.0,-31.855752980000002
9344,-34.23816053,0.0060859620571136475,36,30.355735778808594,340800,340699,3408,100.0,0.008228026330471039,0.585542619228363,0.0003,,
,,0.006847969256341457,,30.603710174560547,341000,340899,,,0.00826969649642706,-0.03702239692211151,0.0003,100.0,-32.30703134
9357,-34.12634821,0.006965441629290581,36,31.275163650512695,341200,341099,3412,100.0,0.008185653015971184,0.24720877408981323,0.0003,,
,,0.008224024437367916,,30.72897720336914,341500,341399,,,0.008294766768813133,-0.5693274736404419,0.0003,100.0,-31.913471160000004
9369,-33.98450316,0.007768130861222744,36,30.684749603271484,341600,341499,3416,100.0,0.0082301776856184,-0.12243558466434479,0.0003,,
,,0.0064203618094325066,,30.99344253540039,342000,341899,,,0.008172069676220417,-0.04231676459312439,0.0003,100.0,-31.9490076
9382,-33.8071547,,36,,342000,,3420,100.0,,,,,
9386,-33.902604409999995,0.008895994164049625,36,30.59685516357422,342400,342299,3424,100.0,0.00833539105951786,-0.18687623739242554,0.0003,,
,,0.00945863127708435,,30.82386016845703,342500,342399,,,0.008373347111046314,0.8601018786430359,0.0003,100.0,-31.95590076
9399,-34.09558227,0.007989994250237942,36,30.91330909729004,342800,342699,3428,100.0,0.00834612175822258,0.871358335018158,0.0003,,
,,0.007697833236306906,,30.8171329498291,343000,342899,,,0.008364113979041576,-0.1440821886062622,0.0003,100.0,-31.90621012
9411,-34.01189497,0.011069539934396744,36,30.859394073486328,343200,343099,3432,100.0,0.00841734278947115,-0.6244895458221436,0.0003,,
,,0.00966106727719307,,31.265077590942383,343500,343399,,,0.008366825990378857,1.1933181285858154,0.0003,100.0,-32.18811976
9424,-34.01801853,0.008402522653341293,36,31.071521759033203,343600,343499,3436,100.0,0.008365817368030548,-0.07316254079341888,0.0003,,
,,0.009222069755196571,,31.06614112854004,344000,343899,,,0.00840526632964611,-1.988699197769165,0.0003,100.0,-31.59560896
9437,-34.23239466,,36,,344000,,3440,100.0,,,,,
9442,-34.273244520000006,0.007043703459203243,36,30.667713165283203,344400,344299,3444,100.0,0.008368849754333496,-0.7439644932746887,0.0003,,
,,0.00929796602576971,,30.67418670654297,344500,344399,,,0.008399921469390392,1.28987455368042,0.0003,100.0,-31.716380240000003
9454,-34.1538258,0.006604778114706278,36,30.313751220703125,344800,344699,3448,100.0,0.008411773480474949,0.23593515157699585,0.0003,,
,,0.011192578822374344,,30.444631576538086,345000,344899,,,0.00833939854055643,1.2063140869140625,0.0003,100.0,-32.20802778
9467,-34.09232547999999,0.008389728143811226,36,31.022825241088867,345200,345099,3452,100.0,0.008451343514025211,-0.7924401760101318,0.0003,,
,,0.007938788272440434,,30.73912811279297,345500,345399,,,0.008466602303087711,0.42554259300231934,0.0003,100.0,-31.787704220000002
9479,-34.10358577,0.009492514654994011,36,31.112194061279297,345600,345499,3456,100.0,0.008357753977179527,0.03501927852630615,0.0003,,
,,0.007515680976212025,,30.835002899169922,346000,345899,,,0.008371982723474503,-0.9921934604644775,0.0003,100.0,-31.69508312
9492,-34.05441962999999,,36,,346000,,3460,100.0,,,,,
9497,-33.999751739999994,0.008670417591929436,36,30.382617950439453,346400,346299,3464,100.0,0.008290227502584457,-0.5388708114624023,0.0003,,
,,0.0073564425110816956,,30.282184600830078,346500,346399,,,0.008354897610843182,0.19292490184307098,0.0003,100.0,-32.20006899999999
9509,-33.909279379999994,0.00841088779270649,36,30.68811798095703,346800,346699,3468,100.0,0.00836215540766716,0.37580376863479614,0.0003,,
,,0.009097326546907425,,31.26181411743164,347000,346899,,,0.00828686822205782,-0.16589227318763733,0.0003,100.0,-31.834133680000004
9522,-34.037962140000005,0.00922531820833683,36,30.93898582458496,347200,347099,3472,100.0,0.008147208020091057,-0.16717752814292908,0.0003,,
,,0.00788484700024128,,30.701995849609375,347500,347399,,,0.008198418654501438,0.8540432453155518,0.0003,100.0,-31.600716759999997
9534,-33.971795809999996,0.00879240408539772,36,31.182960510253906,347600,347499,3476,100.0,0.008293259888887405,0.5269057750701904,0.0003,,
,,0.0063009136356413364,,30.245882034301758,348000,347899,,,0.008315657265484333,-0.7967574596405029,0.0003,100.0,-31.444968239999998
9547,-34.06739213,,36,,348000,,3480,100.0,,,,,
9551,-34.238868419999996,0.010924594476819038,36,30.589027404785156,348400,348299,3484,100.0,0.008215630427002907,-0.4919390380382538,0.0003,,
,,0.013044106774032116,,30.594255447387695,348500,348399,,,0.00821301806718111,-0.7296873331069946,0.0003,100.0,-31.5045914
9564,-34.13737521,0.008850064128637314,36,30.16632080078125,348800,348699,3488,100.0,0.008314277976751328,-0.49465471506118774,0.0003,,
,,0.0071130311116576195,,30.48942756652832,349000,348899,,,0.00830728281289339,-0.08141915500164032,0.0003,100.0,-31.606872640000002
9577,-34.39799042,0.010474005714058876,36,30.845006942749023,349200,349099,3492,100.0,0.008290271274745464,-0.31053707003593445,0.0003,,
,,0.012063058093190193,,30.313596725463867,349500,349399,,,0.008416307158768177,-1.278002142906189,0.0003,100.0,-31.8485727
9589,-34.28384274,0.009906208142638206,36,30.9951171875,349600,349499,3496,100.0,0.008303734473884106,-1.3568731546401978,0.0003,,
,,0.010111873969435692,,31.04568862915039,350000,349899,,,0.008393839001655579,-1.079505443572998,0.0003,100.0,-31.53411284
9602,-33.8749513,,36,,350000,,3500,100.0,,,,,
9607,-33.88372961,0.006914754398167133,36,30.911518096923828,350400,350299,3504,100.0,0.00850846990942955,0.16275718808174133,0.0003,,
,,0.008004194125533104,,31.07208251953125,350500,350399,,,0.008493099361658096,-1.5290684700012207,0.0003,100.0,-31.62707198
9619,-33.85885086,0.009960039518773556,36,30.557661056518555,350800,350699,3508,100.0,0.008496594615280628,1.070716142654419,0.0003,,
,,0.008068801835179329,,31.707233428955078,351000,350899,,,0.00846023391932249,-0.0062869638204574585,0.0003,100.0,-31.595632739999996
9632,-33.79258764,0.007727059070020914,36,30.568504333496094,351200,351099,3512,100.0,0.008437814190983772,0.9922037124633789,0.0003,,
,,0.0060803028754889965,,31.230363845825195,351500,351399,,,0.008338448591530323,0.5070554614067078,0.0003,100.0,-31.52775038
9644,-33.788251009999996,0.009100662544369698,36,30.782207489013672,351600,351499,3516,100.0,0.0082853389903903,0.7600303888320923,0.0003,,
,,0.007957476191222668,,29.95551109313965,352000,351899,,,0.00840169657021761,0.34504881501197815,0.0003,100.0,-31.953430479999998
9657,-33.879126299999996,,36,,352000,,3520,100.0,,,,,
9662,-33.8529485,0.009545492008328438,36,30.752790451049805,352400,352299,3524,100.0,0.008353200741112232,-1.1614326238632202,0.0003,,
,,0.011715933680534363,,31.26596450805664,352500,352399,,,0.00840128306299448,0.5467506051063538,0.0003,100.0,-31.439046779999998
9675,-33.77222398000001,0.007376879453659058,36,30.051090240478516,352800,352699,3528,100.0,0.008391030132770538,0.9413213729858398,0.0003,,
,,0.010380631312727928,,31.26250457763672,353000,352899,,,0.008327163755893707,-1.4832921028137207,0.0003,100.0,-31.63452092
9687,-33.84433301,0.008790908381342888,36,30.84109878540039,353200,353099,3532,100.0,0.008275412954390049,-0.051759496331214905,0.0003,,
,,0.0074500227347016335,,31.046951293945312,353500,353399,,,0.008299292996525764,-0.2462896704673767,0.0003,100.0,-31.759738180000003
9700,-33.72356608999999,0.008298360742628574,36,30.772438049316406,353600,353499,3536,100.0,0.008380805142223835,0.1840941160917282,0.0003,,
,,0.010777944698929787,,30.60102081298828,354000,353899,,,0.008291002362966537,-0.09840754419565201,0.0003,100.0,-31.4872793
9712,-33.69578788,,36,,354000,,3540,100.0,,,,,
9717,-33.497140640000005,0.007838962599635124,36,30.461647033691406,354400,354299,3544,100.0,0.008402653969824314,0.9684207439422607,0.0003,,
,,0.008238138630986214,,30.624313354492188,354500,354399,,,0.008315871469676495,-1.072129249572754,0.0003,100.0,-31.4999377
9730,-33.490774550000005,0.007916949689388275,36,30.20279312133789,354800,354699,3548,100.0,0.008525284007191658,-0.5380367040634155,0.0003,,
,,0.009843612089753151,,30.9100341796875,355000,354899,,,0.008419964462518692,0.3783651292324066,0.0003,100.0,-31.777457180000003
9742,-33.56216542,0.007614064030349255,36,30.55984878540039,355200,355099,3552,100.0,0.008429039269685745,0.9621928930282593,0.0003,,
,,0.008616769686341286,,30.4395694732666,355500,355399,,,0.008398243226110935,1.2635499238967896,0.0003,100.0,-31.760698120000008
9755,-33.57579519,0.00778204295784235,36,30.340091705322266,355600,355499,3556,100.0,0.008424952626228333,-0.2143181562423706,0.0003,,
,,0.009579329751431942,,30.536466598510742,356000,355899,,,0.00843590684235096,-0.857104480266571,0.0003,100.0,-32.13536932
9768,-33.63049815,,36,,356000,,3560,100.0,,,,,
9772,-33.653692789999994,0.009531304240226746,36,31.44144058227539,356400,356299,3564,100.0,0.008231146261096,-0.0608484148979187,0.0003,,
,,0.008681759238243103,,30.479137420654297,356500,356399,,,0.00828991923481226,-1.5169965028762817,0.0003,100.0,-31.8710579
9785,-33.56137192999999,0.00836542434990406,36,30.308168411254883,356800,356699,3568,100.0,0.00825745053589344,0.14488664269447327,0.0003,,
,,0.008116789162158966,,30.501514434814453,357000,356899,,,0.00833181943744421,0.5372677445411682,0.0003,100.0,-31.45827088
9798,-33.53556904,0.007907778024673462,36,30.296783447265625,357200,357099,3572,100.0,0.008263496682047844,1.1592614650726318,0.0003,,
,,0.010688933543860912,,30.696884155273438,357500,357399,,,0.008287310600280762,0.254745215177536,0.0003,100.0,-32.1268167
9810,-33.65722939,0.007613158319145441,36,30.97585678100586,357600,357499,3576,100.0,0.008296056650578976,0.27144110202789307,0.0003,,
,,0.007590515539050102,,30.34939193725586,358000,357899,,,0.008283502422273159,0.4347698390483856,0.0003,100.0,-31.430529540000002
9823,-33.5145355,,36,,358000,,3580,100.0,,,,,
9828,-33.42696416,0.008757317438721657,36,30.53936767578125,358400,358299,3584,100.0,0.008301770314574242,-0.45030462741851807,0.0003,,
,,0.007763119414448738,,30.405071258544922,358500,358399,,,0.00831579603254795,-0.9309714436531067,0.0003,100.0,-32.02802186
9840,-33.53454551,0.008492892608046532,36,30.96188735961914,358800,358699,3588,100.0,0.008307908661663532,-0.3000938296318054,0.0003,,
,,0.011147627606987953,,30.54813575744629,359000,358899,,,0.008373826742172241,-0.7680376172065735,0.0003,100.0,-32.4964329
9853,-33.55317361,0.009203539229929447,36,30.645706176757812,359200,359099,3592,100.0,0.008455382660031319,1.1235042810440063,0.0003,,
,,0.01075355987995863,,31.18598175048828,359500,359399,,,0.0084651168435812,0.22793640196323395,0.0003,100.0,-32.22421034
9865,-33.51702249,0.006142929196357727,36,29.905498504638672,359600,359499,3596,100.0,0.008361050859093666,1.0164310932159424,0.0003,,
,,0.009952452033758163,,30.02157974243164,360000,359899,,,0.008467765524983406,-0.9928854703903198,0.0003,100.0,-33.05767628
9878,-33.53206231000001,,36,,360000,,3600,100.0,,,,,
9883,-33.43298632,0.007637409493327141,36,30.361772537231445,360400,360299,3604,100.0,0.008396313525736332,-0.9374130964279175,0.0003,,
,,0.007812151685357094,,31.093059539794922,360500,360399,,,0.008318512700498104,-0.6870864033699036,0.0003,100.0,-31.97249634
9895,-33.28953888,0.0064870878122746944,36,30.696989059448242,360800,360699,3608,100.0,0.008268048986792564,-0.9433524012565613,0.0003,,
,,0.010294901207089424,,30.754531860351562,361000,360899,,,0.008381457068026066,0.5570101141929626,0.0003,100.0,-31.952912860000005
9908,-33.383638569999995,0.008666669018566608,36,30.496929168701172,361200,361099,3612,100.0,0.008360018953680992,0.37294378876686096,0.0003,,
,,0.009845111519098282,,30.0285587310791,361500,361399,,,0.008354009129106998,-0.12409903854131699,0.0003,100.0,-32.09389062
9920,-33.4547601,0.007185968570411205,36,30.4556941986084,361600,361499,3616,100.0,0.008377345278859138,-0.2099284529685974,0.0003,,
,,0.008447017520666122,,30.547813415527344,362000,361899,,,0.008375979028642178,-0.23007330298423767,0.0003,100.0,-31.523415200000002
9933,-33.679222630000005,,36,,362000,,3620,100.0,,,,,
9938,-33.696947660000006,0.008468491956591606,36,30.475933074951172,362400,362299,3624,100.0,0.008211197331547737,0.9971203207969666,0.0003,,
,,0.015259145759046078,,30.632680892944336,362500,362399,,,0.008189982734620571,1.2583322525024414,0.0003,100.0,-31.58940258
9950,-33.78266087,0.008350633084774017,36,30.46479606628418,362800,362699,3628,100.0,0.008270706050097942,0.9937984347343445,0.0003,,
,,0.01604543812572956,,31.041086196899414,363000,362899,,,0.008316006511449814,-0.26006853580474854,0.0003,100.0,-31.848931600000004
9963,-33.76519778,0.00832334440201521,36,30.24346160888672,363200,363099,3632,100.0,0.008355005644261837,-0.37671715021133423,0.0003,,
,,0.0072832233272492886,,30.767030715942383,363500,363399,,,0.008313127793371677,-0.05996018648147583,0.0003,100.0,-31.5520039
9976,-33.751127849999996,0.009385285899043083,36,30.848247528076172,363600,363499,3636,100.0,0.00826419796794653,-0.2679719626903534,0.0003,,
,,0.009095950983464718,,31.350868225097656,364000,363899,,,0.008355383761227131,-0.4113836884498596,0.0003,100.0,-31.57425538
9988,-33.55429319,,36,,364000,,3640,100.0,,,,,
9993,-33.47224449,0.008663463406264782,36,30.382728576660156,364400,364299,3644,100.0,0.008263878524303436,-0.026731308549642563,0.0003,,
,,0.00889044813811779,,30.11301040649414,364500,364399,,,0.00830318033695221,-0.6904929280281067,0.0003,100.0,-31.58769906
10006,-33.430192670000004,0.0077909985557198524,36,31.056331634521484,364800,364699,3648,100.0,0.008284944109618664,-0.19026455283164978,0.0003,,
,,0.01064244657754898,,30.169700622558594,365000,364899,,,0.00832904689013958,0.7980837821960449,0.0003,100.0,-31.866624820000002
10019,-33.413502949999994,0.006828857585787773,36,31.041744232177734,365200,365099,3652,100.0,0.008341880515217781,0.6613776683807373,0.0003,,
,,0.007745092734694481,,30.08395767211914,365500,365399,,,0.008330432698130608,-0.8687647581100464,0.0003,100.0,-31.580469540000003
10031,-33.277920810000005,0.014263037592172623,36,30.471240997314453,365600,365499,3656,100.0,0.008205967955291271,0.5454425811767578,0.0003,,
,,0.008184663951396942,,30.555849075317383,366000,365899,,,0.008390242233872414,-0.5888030529022217,0.0003,100.0,-31.606201320000004
10044,-33.222153920000004,,36,,366000,,3660,100.0,,,,,
10048,-33.25097921,0.009348188526928425,36,30.347789764404297,366400,366299,3664,100.0,0.00835010688751936,-0.8118202686309814,0.0003,,
,,0.008513350039720535,,31.529064178466797,366500,366399,,,0.008322241716086864,-0.5271554589271545,0.0003,100.0,-31.242500199999995
10061,-33.28728401,0.007400635164231062,36,30.21512794494629,366800,366699,3668,100.0,0.008218600414693356,-1.4515914916992188,0.0003,,
,,0.007054441142827272,,30.767126083374023,367000,366899,,,0.008256422355771065,0.07418709993362427,0.0003,100.0,-31.512668160000004
10074,-33.138505959999996,0.008567631244659424,36,30.046560287475586,367200,367099,3672,100.0,0.008254489861428738,-0.2900441884994507,0.0003,,
,,0.007562499959021807,,30.503643035888672,367500,367399,,,0.008276727050542831,0.5705910921096802,0.0003,100.0,-31.533231419999996
10086,-33.096458059999996,0.006921927444636822,36,30.018840789794922,367600,367499,3676,100.0,0.008278017863631248,-0.23373758792877197,0.0003,,
,,0.00682127894833684,,30.76490020751953,368000,367899,,,0.00828052032738924,-0.3201414942741394,0.0003,100.0,-31.765149800000003
10099,-33.167730150000004,,36,,368000,,3680,100.0,,,,,
10103,-33.04033393,0.009494692087173462,36,30.73731803894043,368400,368299,3684,100.0,0.008263551630079746,0.6195819973945618,0.0003,,
,,0.009005822241306305,,30.028934478759766,368500,368399,,,0.008296864107251167,-0.8892602920532227,0.0003,100.0,-31.470104359999997
10116,-32.95617559,0.0068183038383722305,36,29.94536590576172,368800,368699,3688,100.0,0.008335208520293236,-0.6637904644012451,0.0003,,
,,0.007209250703454018,,30.53494644165039,369000,368899,,,0.008337180130183697,0.8545899391174316,0.0003,100.0,-31.21710742
10128,-32.94490073,0.009063318371772766,36,30.341747283935547,369200,369099,3692,100.0,0.008272946812212467,0.31010866165161133,0.0003,,
,,0.008327978663146496,,30.4039363861084,369500,369399,,,0.008230408653616905,-0.7751995325088501,0.0003,100.0,-31.475793599999996
10141,-32.9890878,0.006921489257365465,36,30.332740783691406,369600,369499,3696,100.0,0.008194975554943085,0.8100017309188843,0.0003,,
,,0.005640002433210611,,30.033231735229492,370000,369899,,,0.008110330440104008,-0.7959320545196533,0.0003,100.0,-31.583684599999998
10154,-33.123672600000006,,36,,370000,,3700,100.0,,,,,
10158,-32.964868530000004,0.0057803732343018055,36,29.930374145507812,370400,370299,3704,100.0,0.00825493037700653,-0.10606090724468231,0.0003,,
,,0.008928493596613407,,31.072500228881836,370500,370399,,,0.008260604925453663,0.036069005727767944,0.0003,100.0,-31.340232580000002
10171,-32.9825769,0.008019160479307175,36,30.430496215820312,370800,370699,3708,100.0,0.00812231283634901,0.3296807110309601,0.0003,,
,,0.008507040329277515,,30.861454010009766,371000,370899,,,0.008139255456626415,-0.08758611977100372,0.0003,100.0,-31.547916880000002
10184,-33.19071428,0.010460341349244118,36,29.71654510498047,371200,371099,3712,100.0,0.008131810463964939,0.6863389611244202,0.0003,,
,,0.006153269205242395,,30.598440170288086,371500,371399,,,0.008167083375155926,0.8906154036521912,0.0003,100.0,-31.707224079999996
10196,-33.194470530000004,0.010069053620100021,36,29.774831771850586,371600,371499,3716,100.0,0.008151823654770851,0.4673095643520355,0.0003,,
,,0.010672795586287975,,30.557071685791016,372000,371899,,,0.008167438209056854,0.12260448187589645,0.0003,100.0,-31.91021806
10209,-32.818101049999996,,36,,372000,,3720,100.0,,,,,
10214,-32.59040669,0.008329031988978386,36,30.3054141998291,372400,372299,3724,100.0,0.008249402046203613,-0.05298435688018799,0.0003,,
,,0.008793064393103123,,30.246204376220703,372500,372399,,,0.008264710195362568,1.124895453453064,0.0003,100.0,-31.380364
10227,-32.56548031,0.009485697373747826,36,30.328262329101562,372800,372699,3728,100.0,0.008174626156687737,0.23143665492534637,0.0003,,
,,0.011043032631278038,,29.88453483581543,373000,372899,,,0.008199912495911121,-0.23978020250797272,0.0003,100.0,-31.358013460000002
10239,-32.4068603,0.009023487567901611,36,30.55475616455078,373200,373099,3732,100.0,0.008266488090157509,-0.529222309589386,0.0003,,
,,0.0065470305271446705,,29.951152801513672,373500,373399,,,0.008054647594690323,0.07604265213012695,0.0003,100.0,-31.130748780000005
10252,-32.44605989000001,0.007848337292671204,36,29.740182876586914,373600,373499,3736,100.0,0.008116993121802807,0.14573583006858826,0.0003,,
,,0.008599527180194855,,30.699851989746094,374000,373899,,,0.00823441706597805,-0.10724829137325287,0.0003,100.0,-31.07914474
10264,-32.47235387999999,,36,,374000,,3740,100.0,,,,,
10269,-32.50194117,0.009822877123951912,36,30.245498657226562,374400,374299,3744,100.0,0.008197695948183537,1.3027889728546143,0.0003,,
,,0.010564166121184826,,29.96527099609375,374500,374399,,,0.008186504244804382,0.2295263111591339,0.0003,100.0,-31.361866200000005
10282,-32.54291438,0.005885555408895016,36,29.965415954589844,374800,374699,3748,100.0,0.008083504624664783,-0.08617383241653442,0.0003,,
,,0.006546638906002045,,30.817123413085938,375000,374899,,,0.008116803131997585,1.177343487739563,0.0003,100.0,-31.362179600000005
10294,-32.427350360000005,0.007481361739337444,36,29.74190902709961,375200,375099,3752,100.0,0.00808047130703926,1.5026636123657227,0.0003,,
,,0.008209317922592163,,30.048858642578125,375500,375399,,,0.008085794746875763,0.9343032240867615,0.0003,100.0,-31.278530639999996
