train/learning_rate,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,train/actor_loss,rollout/ep_len_mean,time/episodes,time/fps,train/critic_loss,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
0.001,23099,-45.60234438,23200,27.210132598876953,100.0,232,101,0.062362220138311386,229,,
0.001,23399,,23500,27.48301887512207,,,,0.07405845820903778,,-44.46962568,100.0
0.001,23499,-45.22855539999998,23600,27.557161331176758,100.0,236,101,0.06031827628612518,233,,
0.001,23899,,24000,27.746299743652344,,,,0.05426153913140297,,-42.88506018,100.0
,,-45.089231049999995,24000,,100.0,240,100,,237,,
0.001,24299,-44.977197319999995,24400,28.112510681152344,100.0,244,101,0.056478146463632584,239,,
0.001,24399,,24500,28.66341781616211,,,,0.07735699415206909,,-43.65122344,100.0
0.001,24699,-44.60489309,24800,28.32998275756836,100.0,248,101,0.06403190642595291,243,,
0.001,24899,,25000,28.81287384033203,,,,0.05559207499027252,,-41.650667659999996,100.0
0.001,25099,-44.42300461,25200,28.520233154296875,100.0,252,101,0.05967544764280319,248,,
0.001,25399,,25500,28.98554039001465,,,,0.07608942687511444,,-44.21565510000001,100.0
0.001,25499,-44.053187259999994,25600,28.926563262939453,100.0,256,101,0.061957817524671555,252,,
0.001,25899,,26000,29.06171417236328,,,,0.06606658548116684,,-44.16713756,100.0
,,-44.31789517,26000,,100.0,260,101,,256,,
0.001,26299,-44.4299397,26400,29.351329803466797,100.0,264,102,0.0647575855255127,258,,
0.001,26399,,26500,29.750598907470703,,,,0.06463533639907837,,-43.48288318,100.0
0.001,26699,-44.39078832999999,26800,29.84744644165039,100.0,268,101,0.056972794234752655,263,,
0.001,26899,,27000,29.75442123413086,,,,0.0935736745595932,,-47.60057284,100.0
0.001,27099,-44.64803157,27200,30.32290267944336,100.0,272,101,0.06899567693471909,267,,
0.001,27399,,27500,30.433670043945312,,,,0.07959135621786118,,-44.66130072000001,100.0
0.001,27499,-44.81343836999999,27600,30.2993221282959,100.0,276,101,0.12103231251239777,271,,
0.001,27899,,28000,30.488134384155273,,,,0.06667618453502655,,-44.32425838,100.0
,,-44.57902343999999,28000,,100.0,280,101,,276,,
0.001,28299,-44.35791072999999,28400,31.270761489868164,100.0,284,102,0.0867452397942543,277,,
0.001,28399,,28500,31.15740203857422,,,,0.07103560119867325,,-42.982981820000006,100.0
0.001,28699,-44.238378929999996,28800,30.95309829711914,100.0,288,102,0.08219632506370544,282,,
0.001,28899,,29000,31.71424102783203,,,,0.088655486702919,,-42.42856386000001,100.0
0.001,29099,-43.78301135999998,29200,31.39252471923828,100.0,292,101,0.06800715625286102,286,,
0.001,29399,,29500,31.644826889038086,,,,0.1067131757736206,,-43.50856304,100.0
0.001,29499,-43.60652133000001,29600,31.811588287353516,100.0,296,101,0.10510572791099548,290,,
0.001,29899,,30000,32.05121994018555,,,,0.10066649317741394,,-41.5719651,100.0
,,-43.38788163,30000,,100.0,300,101,,295,,
0.001,30299,-43.13944103,30400,32.306026458740234,100.0,304,102,0.1266334503889084,297,,
0.001,30399,,30500,32.400733947753906,,,,0.12374848127365112,,-40.67278496,100.0
0.001,30699,-43.00265981,30800,33.08475112915039,100.0,308,102,0.11562946438789368,301,,
0.001,30899,,31000,32.71784210205078,,,,0.14680565893650055,,-41.701560879999995,100.0
0.001,31099,-42.962232979999996,31200,32.606651306152344,100.0,312,102,0.07614459842443466,305,,
0.001,31399,,31500,33.183860778808594,,,,0.08815837651491165,,-44.19254219999999,100.0
0.001,31499,-42.91556744999999,31600,33.040225982666016,100.0,316,101,0.08870378136634827,310,,
0.001,31899,,32000,32.75446319580078,,,,0.09036491811275482,,-44.55892952,100.0
,,-42.57605999,32000,,100.0,320,101,,314,,
0.001,32299,-42.902688680000004,32400,33.34832000732422,100.0,324,102,0.07699072360992432,316,,
0.001,32399,,32500,33.727787017822266,,,,0.09258079528808594,,-41.68629076,100.0
0.001,32699,-42.820328530000005,32800,33.739112854003906,100.0,328,102,0.07554560899734497,320,,
0.001,32899,,33000,33.75707244873047,,,,0.08530541509389877,,-39.59934222,100.0
0.001,33099,-42.88128643,33200,33.381919860839844,100.0,332,102,0.09598612785339355,325,,
0.001,33399,,33500,34.05327606201172,,,,0.09453175216913223,,-45.37266872,100.0
0.001,33499,-42.80208184,33600,34.259422302246094,100.0,336,102,0.09078581631183624,329,,
0.001,33899,,34000,34.53490447998047,,,,0.11125140637159348,,-44.98388292,100.0
,,-42.85420739000001,34000,,100.0,340,101,,333,,
0.001,34299,-42.93992133999999,34400,34.74889373779297,100.0,344,102,0.08719456195831299,335,,
0.001,34399,,34500,34.51415252685547,,,,0.08360598981380463,,-42.68359254,100.0
0.001,34699,-42.89560431000001,34800,34.78176498413086,100.0,348,102,0.08163686096668243,339,,
0.001,34899,,35000,34.84965896606445,,,,0.08595111966133118,,-43.3815352,100.0
0.001,35099,-42.878316000000005,35200,34.68421936035156,100.0,352,102,0.08880989253520966,344,,
0.001,35399,,35500,35.200714111328125,,,,0.0619126558303833,,-39.66066488,100.0
0.001,35499,-43.070036030000004,35600,35.141517639160156,100.0,356,102,0.08681131899356842,348,,
0.001,35899,,36000,35.31596374511719,,,,0.11110126972198486,,-43.36584684,100.0
,,-42.69033252,36000,,100.0,360,102,,352,,
0.001,36299,-42.17039706,36400,35.29928207397461,100.0,364,102,0.1143064796924591,354,,
0.001,36399,,36500,35.66436767578125,,,,0.11786285042762756,,-42.11029786,100.0
0.001,36699,-42.074135150000004,36800,36.1475944519043,100.0,368,102,0.10623838007450104,359,,
0.001,36899,,37000,35.832054138183594,,,,0.09119020402431488,,-42.6364355,100.0
0.001,37099,-41.842602850000006,37200,36.178218841552734,100.0,372,102,0.08769487589597702,363,,
0.001,37399,,37500,35.964717864990234,,,,0.06769107282161713,,-41.9130538,100.0
0.001,37499,-41.46858833,37600,36.2938232421875,100.0,376,102,0.0806988999247551,367,,
0.001,37899,,38000,36.259437561035156,,,,0.08845241367816925,,-42.90417637999999,100.0
,,-41.24236269000001,38000,,100.0,380,102,,372,,
0.001,38299,-41.067428160000006,38400,36.937042236328125,100.0,384,102,0.08347363770008087,373,,
0.001,38399,,38500,36.82942199707031,,,,0.08017779886722565,,-42.66218116,100.0
0.001,38699,-40.686797930000004,38800,36.669677734375,100.0,388,102,0.0749933049082756,378,,
0.001,38899,,39000,37.20612335205078,,,,0.06435081362724304,,-42.38641068,100.0
0.001,39099,-40.81862503,39200,37.095252990722656,100.0,392,102,0.07130106538534164,382,,
0.001,39399,,39500,37.07209014892578,,,,0.07902170717716217,,-40.59429360000001,100.0
0.001,39499,-40.87256336,39600,37.38180923461914,100.0,396,102,0.09868595004081726,386,,
0.001,39899,,40000,37.982818603515625,,,,0.09512170404195786,,-42.9478361,100.0
,,-40.90373016,40000,,100.0,400,102,,391,,
0.001,40299,-41.05716651999999,40400,37.61377716064453,100.0,404,102,0.09328895062208176,393,,
0.001,40399,,40500,37.39145278930664,,,,0.08518840372562408,,-41.23001444,100.0
0.001,40699,-41.07031543,40800,37.54784393310547,100.0,408,102,0.1039063110947609,397,,
0.001,40899,,41000,37.84014892578125,,,,0.06412653625011444,,-40.661320960000005,100.0
0.001,41099,-40.96347841000001,41200,37.677978515625,100.0,412,102,0.0621197447180748,401,,
0.001,41399,,41500,37.83073425292969,,,,0.08726521581411362,,-40.56965918,100.0
0.001,41499,-40.69448304,41600,37.881954193115234,100.0,416,102,0.09705206751823425,405,,
0.001,41899,,42000,38.26167678833008,,,,0.06787174195051193,,-40.47824086,100.0
,,-40.617825370000006,42000,,100.0,420,102,,410,,
0.001,42299,-40.557572400000005,42400,38.07933044433594,100.0,424,102,0.06293154507875443,412,,
0.001,42399,,42500,38.25704574584961,,,,0.06321856379508972,,-42.37436736000001,100.0
0.001,42699,-40.37396437,42800,38.19858932495117,100.0,428,102,0.1346777081489563,416,,
0.001,42899,,43000,38.59184646606445,,,,0.07016337662935257,,-43.2844853,100.0
0.001,43099,-40.44928857,43200,38.313411712646484,100.0,432,102,0.0812290757894516,420,,
0.001,43399,,43500,38.58763885498047,,,,0.07962682843208313,,-43.443760620000006,100.0
0.001,43499,-40.30562439999999,43600,39.1204833984375,100.0,436,102,0.07368497550487518,424,,
0.001,43899,,44000,38.715354919433594,,,,0.06797127425670624,,-45.20853811999999,100.0
,,-40.156073729999996,44000,,100.0,440,102,,429,,
0.001,44299,-39.981159549999994,44400,39.36647033691406,100.0,444,103,0.09888282418251038,430,,
0.001,44399,,44500,39.28566360473633,,,,0.15854960680007935,,-44.696946600000004,100.0
0.001,44699,-40.06161247000001,44800,39.307533264160156,100.0,448,102,0.06593577563762665,435,,
0.001,44899,,45000,39.27977752685547,,,,0.0809025764465332,,-42.82715712,100.0
0.001,45099,-39.97265398,45200,39.28997039794922,100.0,452,102,0.07235921919345856,439,,
0.001,45399,,45500,39.63238525390625,,,,0.06190445274114609,,-40.97959026,100.0
0.001,45499,-40.00043634,45600,39.47138977050781,100.0,456,102,0.09036315232515335,444,,
0.001,45899,,46000,39.72603225708008,,,,0.09152288734912872,,-42.27702762,100.0
,,-40.145830679999996,46000,,100.0,460,102,,448,,
0.001,46299,-40.60986243999999,46400,39.903282165527344,100.0,464,103,0.11608918756246567,450,,
0.001,46399,,46500,39.58294677734375,,,,0.0924823135137558,,-45.028442080000005,100.0
0.001,46699,-40.452119030000006,46800,40.16694641113281,100.0,468,102,0.14415958523750305,454,,
0.001,46899,,47000,40.14875030517578,,,,0.13503015041351318,,-47.81125618,100.0
0.001,47099,-40.67555223,47200,40.04451370239258,100.0,472,102,0.11404554545879364,458,,
0.001,47399,,47500,40.01478958129883,,,,0.1304769515991211,,-55.23779651999999,100.0
0.001,47499,-41.50622249,47600,40.28520965576172,100.0,476,102,0.11543077975511551,463,,
0.001,47899,,48000,40.754608154296875,,,,0.12113972008228302,,-52.09929421999999,100.0
,,-42.07999478,48000,,100.0,480,102,,467,,
0.001,48299,-42.1085552,48400,40.76598358154297,100.0,484,103,0.08689318597316742,469,,
0.001,48399,,48500,40.661800384521484,,,,0.10779568552970886,,-49.84452512,100.0
0.001,48699,-42.871321679999994,48800,40.37181091308594,100.0,488,103,0.11745820194482803,473,,
0.001,48899,,49000,40.83002471923828,,,,0.10085314512252808,,-53.0952273,100.0
0.001,49099,-43.114698049999994,49200,40.894920349121094,100.0,492,102,0.10985937714576721,478,,
0.001,49399,,49500,40.78666687011719,,,,0.08454299718141556,,-54.891131539999996,100.0
0.001,49499,-43.577137040000004,49600,41.452449798583984,100.0,496,102,0.09729030728340149,482,,
0.001,49899,,50000,41.14589309692383,,,,0.11954183131456375,,-46.31742573999999,100.0
,,-43.98492262,50000,,100.0,500,102,,486,,
0.001,50299,-44.10768577000001,50400,41.0184326171875,100.0,504,103,0.12505829334259033,488,,
0.001,50399,,50500,41.58208465576172,,,,0.09388066083192825,,-45.464113100000006,100.0
0.001,50699,-44.21485756999999,50800,41.40631103515625,100.0,508,102,0.09364394098520279,493,,
0.001,50899,,51000,41.36885070800781,,,,0.10111789405345917,,-45.147844760000005,100.0
0.001,51099,-44.53256306000001,51200,41.914764404296875,100.0,512,102,0.0916261374950409,497,,
0.001,51399,,51500,41.804039001464844,,,,0.10694636404514313,,-44.88766836,100.0
0.001,51499,-44.78326405999999,51600,41.270259857177734,100.0,516,102,0.08062811195850372,501,,
0.001,51899,,52000,41.58741760253906,,,,0.10798858106136322,,-45.690959199999995,100.0
,,-45.33085389000001,52000,,100.0,520,102,,506,,
0.001,52299,-45.2956898,52400,41.85053634643555,100.0,524,103,0.09727655351161957,508,,
0.001,52399,,52500,42.245784759521484,,,,0.10408252477645874,,-46.438816620000004,100.0
0.001,52699,-45.5809918,52800,42.09657287597656,100.0,528,103,0.09376592934131622,512,,
0.001,52899,,53000,42.297767639160156,,,,0.10592225193977356,,-40.40722716,100.0
0.001,53099,-45.421411590000005,53200,42.26118850708008,100.0,532,102,0.09106504172086716,516,,
0.001,53399,,53500,42.192962646484375,,,,0.10068987309932709,,-49.53906682000001,100.0
0.001,53499,-45.79337442,53600,42.57280731201172,100.0,536,102,0.0930669829249382,521,,
0.001,53899,,54000,42.675933837890625,,,,0.12102848291397095,,-39.968326819999994,100.0
,,-45.957310070000005,54000,,100.0,540,102,,525,,
0.001,54299,-46.07617136,54400,42.47115707397461,100.0,544,103,0.10271359980106354,527,,
0.001,54399,,54500,42.40633010864258,,,,0.10901914536952972,,-45.074673759999996,100.0
0.001,54699,-46.06239563,54800,43.02478790283203,100.0,548,103,0.13432839512825012,531,,
0.001,54899,,55000,42.59939956665039,,,,0.09353525191545486,,-41.43419788,100.0
0.001,55099,-46.13466012999999,55200,43.05878448486328,100.0,552,102,0.11993807554244995,536,,
0.001,55399,,55500,42.62509536743164,,,,0.08722275495529175,,-51.61068536,100.0
0.001,55499,-46.430824949999995,55600,42.90357208251953,100.0,556,102,0.09162266552448273,540,,
0.001,55899,,56000,42.93196105957031,,,,0.09537308663129807,,-48.7630389,100.0
,,-46.60487872999999,56000,,100.0,560,102,,544,,
0.001,56299,-46.44364383000001,56400,43.24364471435547,100.0,564,103,0.08829980343580246,546,,
0.001,56399,,56500,42.96052932739258,,,,0.10159163177013397,,-44.67920386,100.0
0.001,56699,-46.429587979999994,56800,43.685821533203125,100.0,568,103,0.13358476758003235,550,,
0.001,56899,,57000,43.42559051513672,,,,0.07716380059719086,,-41.58199754,100.0
0.001,57099,-45.94876845000001,57200,43.68408966064453,100.0,572,102,0.09586620330810547,555,,
0.001,57399,,57500,43.31517028808594,,,,0.08616044372320175,,-40.751102880000005,100.0
0.001,57499,-45.482016300000005,57600,43.24095153808594,100.0,576,102,0.081233449280262,559,,
0.001,57899,,58000,43.50230026245117,,,,0.07168275862932205,,-42.148203439999996,100.0
,,-45.12677458,58000,,100.0,580,102,,564,,
0.001,58299,-45.176432299999995,58400,44.20680236816406,100.0,584,103,0.07707144320011139,565,,
0.001,58399,,58500,44.154659271240234,,,,0.07812201976776123,,-39.06669066,100.0
0.001,58699,-44.704347,58800,43.9472541809082,100.0,588,103,0.08902399241924286,570,,
0.001,58899,,59000,43.786643981933594,,,,0.08079072088003159,,-38.6024486,100.0
0.001,59099,-44.40470966,59200,43.86035919189453,100.0,592,102,0.10673743486404419,574,,
0.001,59399,,59500,44.14657211303711,,,,0.07415977120399475,,-43.68319422,100.0
0.001,59499,-43.84715695999999,59600,44.16748046875,100.0,596,102,0.08804340660572052,579,,
0.001,59899,,60000,44.22734832763672,,,,0.08408378064632416,,-42.92785006,100.0
,,-43.605802969999985,60000,,100.0,600,102,,583,,
0.001,60299,-43.47674836,60400,44.61402130126953,100.0,604,103,0.07445873320102692,585,,
0.001,60399,,60500,44.53581619262695,,,,0.09400515258312225,,-40.4567204,100.0
0.001,60699,-43.367159570000005,60800,44.48747253417969,100.0,608,103,0.09020046889781952,589,,
0.001,60899,,61000,44.63685607910156,,,,0.09922118484973907,,-42.699704780000005,100.0
0.001,61099,-43.06601874999999,61200,44.38931655883789,100.0,612,103,0.09079466760158539,594,,
0.001,61399,,61500,44.93009567260742,,,,0.0791957676410675,,-38.15401406,100.0
0.001,61499,-43.01461444999999,61600,44.982139587402344,100.0,616,102,0.09117446094751358,598,,
0.001,61899,,62000,44.480899810791016,,,,0.06544514000415802,,-42.296281439999994,100.0
,,-42.56295289,62000,,100.0,620,102,,603,,
0.001,62299,-42.653276770000005,62400,44.88349533081055,100.0,624,103,0.06966770440340042,604,,
0.001,62399,,62500,44.651756286621094,,,,0.07653340697288513,,-42.951057840000004,100.0
0.001,62699,-42.664189189999995,62800,45.28746795654297,100.0,628,103,0.08562001585960388,609,,
0.001,62899,,63000,45.038089752197266,,,,0.08642686903476715,,-40.922480160000006,100.0
0.001,63099,-42.73353727000001,63200,45.0540657043457,100.0,632,103,0.08342999219894409,613,,
0.001,63399,,63500,45.49361801147461,,,,0.08636109530925751,,-41.481515259999995,100.0
0.001,63499,-42.41531293,63600,45.33087158203125,100.0,636,102,0.07914303243160248,617,,
0.001,63899,,64000,45.53915023803711,,,,0.0832444429397583,,-42.03844422,100.0
,,-42.30355886,64000,,100.0,640,102,,622,,
0.001,64299,-41.98579726,64400,45.552452087402344,100.0,644,103,0.08521589636802673,624,,
0.001,64399,,64500,45.30243682861328,,,,0.09542794525623322,,-41.21427126,100.0
0.001,64699,-42.11435832000001,64800,45.3197021484375,100.0,648,103,0.11057179421186447,628,,
0.001,64899,,65000,45.38227462768555,,,,0.06719139218330383,,-41.087047000000005,100.0
0.001,65099,-42.071106360000016,65200,45.47669982910156,100.0,652,103,0.06355733424425125,632,,
0.001,65399,,65500,45.36817932128906,,,,0.08696199953556061,,-43.9508097,100.0
0.001,65499,-41.57486259,65600,45.60921096801758,100.0,656,102,0.05962912738323212,637,,
0.001,65899,,66000,45.91450881958008,,,,0.07866557687520981,,-42.836028199999994,100.0
,,-41.198081710000004,66000,,100.0,660,102,,641,,
0.001,66299,-41.38227439,66400,46.01976776123047,100.0,664,103,0.09963905811309814,643,,
0.001,66399,,66500,45.838905334472656,,,,0.09549061954021454,,-42.225814639999996,100.0
0.001,66699,-41.5674971,66800,45.558990478515625,100.0,668,103,0.07390803098678589,647,,
0.001,66899,,67000,45.95697021484375,,,,0.07053723186254501,,-40.2803995,100.0
0.001,67099,-41.88293031999999,67200,45.92387390136719,100.0,672,103,0.09248960018157959,651,,
0.001,67399,,67500,46.00945281982422,,,,0.11550884693861008,,-41.755253360000005,100.0
0.001,67499,-41.58017269,67600,46.175933837890625,100.0,676,103,0.11471574008464813,656,,
0.001,67899,,68000,46.079071044921875,,,,0.11450397223234177,,-41.3324289,100.0
,,-41.58589429,68000,,100.0,680,102,,660,,
0.001,68299,-41.68965916,68400,46.09547805786133,100.0,684,103,0.08839838206768036,662,,
0.001,68399,,68500,46.0318603515625,,,,0.0816131979227066,,-40.7373778,100.0
0.001,68699,-41.54493788,68800,46.27715301513672,100.0,688,103,0.11935028433799744,666,,
0.001,68899,,69000,46.163055419921875,,,,0.11307282000780106,,-41.184909899999994,100.0
0.001,69099,-41.49795162,69200,46.34033966064453,100.0,692,103,0.10209360718727112,671,,
0.001,69399,,69500,46.12835693359375,,,,0.09585598111152649,,-39.96296778,100.0
0.001,69499,-41.80473577000001,69600,46.46440887451172,100.0,696,103,0.0966634452342987,675,,
0.001,69899,,70000,46.00598907470703,,,,0.15214477479457855,,-40.365104380000005,100.0
,,-41.46438243000001,70000,,100.0,700,102,,679,,
0.001,70299,-41.29894731,70400,46.420745849609375,100.0,704,103,0.11569289863109589,681,,
