rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/n_updates,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/fps,eval/mean_reward,eval/mean_ep_length
100.0,77,9.311609268188477,5499,0.001,0.026377074420452118,-62.399280392857136,5600,56,72,,
,,9.888935089111328,5899,0.001,0.01944793574512005,,6000,,,-50.495702040000005,100.0
100.0,84,,,,,-62.063071833333325,6000,60,71,,
100.0,86,10.365245819091797,6299,0.001,0.020234979689121246,-60.98058428125,6400,64,73,,
,,10.50653076171875,6399,0.001,0.026513749733567238,,6500,,,-52.208846460000004,100.0
100.0,93,10.941732406616211,6699,0.001,0.02260269969701767,-60.38488448529412,6800,68,73,,
,,11.1547269821167,6899,0.001,0.031843848526477814,,7000,,,-52.57471032,100.0
100.0,99,11.6572265625,7099,0.001,0.027718156576156616,-59.854329458333346,7200,72,72,,
,,11.793534278869629,7399,0.001,0.026798278093338013,,7500,,,-50.95661477999999,100.0
100.0,106,12.121591567993164,7499,0.001,0.028730543330311775,-59.48330755263158,7600,76,71,,
,,12.52273941040039,7899,0.001,0.042383380234241486,,8000,,,-48.26039829999999,100.0
100.0,112,,,,,-59.048069350000006,8000,80,70,,
100.0,115,13.141424179077148,8299,0.001,0.028134077787399292,-58.460755547619044,8400,84,72,,
,,13.218613624572754,8399,0.001,0.03661510348320007,,8500,,,-52.00882702,100.0
100.0,121,13.687919616699219,8699,0.001,0.03473329544067383,-58.02226726136364,8800,88,72,,
,,13.943700790405273,8899,0.001,0.03068317100405693,,9000,,,-55.614617579999994,100.0
100.0,128,14.250505447387695,9099,0.001,0.0672903060913086,-57.73154533695652,9200,92,71,,
,,14.55770492553711,9399,0.001,0.03432174026966095,,9500,,,-54.99378308,100.0
100.0,134,14.695816993713379,9499,0.001,0.046541452407836914,-57.474335625,9600,96,71,,
,,15.258304595947266,9899,0.001,0.05148303508758545,,10000,,,-49.097450339999995,100.0
100.0,141,,,,,-57.170998139999995,10000,100,70,,
100.0,143,15.71245002746582,10299,0.001,0.04282999783754349,-54.32717264,10400,104,72,,
,,15.919931411743164,10399,0.001,0.04391312226653099,,10500,,,-47.311670760000005,100.0
100.0,150,16.30801773071289,10699,0.001,0.05143459886312485,-53.30432223999999,10800,108,71,,
,,16.558130264282227,10899,0.001,0.0513264462351799,,11000,,,-48.03996956,100.0
100.0,156,16.76601791381836,11099,0.001,0.07917429506778717,-52.50035401000002,11200,112,71,,
,,17.260154724121094,11399,0.001,0.06365948915481567,,11500,,,-50.91824626,100.0
100.0,163,17.291488647460938,11499,0.001,0.06499335914850235,-52.02490473000001,11600,116,70,,
,,17.785608291625977,11899,0.001,0.05647594481706619,,12000,,,-46.46130284,100.0
100.0,170,,,,,-51.461807949999994,12000,120,70,,
100.0,172,18.114627838134766,12299,0.001,0.060469165444374084,-50.72985626,12400,124,71,,
,,18.26727867126465,12399,0.001,0.06372258067131042,,12500,,,-48.1942119,100.0
100.0,179,18.650611877441406,12699,0.001,0.05974841117858887,-50.156291540000005,12800,128,71,,
,,18.902982711791992,12899,0.001,0.07430122792720795,,13000,,,-46.51642354,100.0
100.0,185,19.18426513671875,13099,0.001,0.052923623472452164,-49.706444809999994,13200,132,71,,
,,19.276872634887695,13399,0.001,0.08251029998064041,,13500,,,-47.871265199999996,100.0
100.0,192,19.405044555664062,13499,0.001,0.09718818962574005,-49.43895028,13600,136,70,,
,,20.100570678710938,13899,0.001,0.07951872795820236,,14000,,,-47.62958626,100.0
100.0,198,,,,,-49.11819048,14000,140,70,,
100.0,201,20.374954223632812,14299,0.001,0.059743497520685196,-48.55610266000001,14400,144,71,,
,,20.54638671875,14399,0.001,0.06141507625579834,,14500,,,-49.405102,100.0
100.0,207,20.79659080505371,14699,0.001,0.05644804984331131,-48.57121579,14800,148,71,,
,,21.023479461669922,14899,0.001,0.0695091187953949,,15000,,,-48.186012500000004,100.0
100.0,214,21.56340789794922,15099,0.001,0.09252287447452545,-48.27039516999999,15200,152,70,,
,,21.554893493652344,15399,0.001,0.05182052403688431,,15500,,,-45.4784498,100.0
100.0,220,21.591934204101562,15499,0.001,0.06364446133375168,-47.783654219999995,15600,156,70,,
,,22.227069854736328,15899,0.001,0.08290684968233109,,16000,,,-45.908730539999986,100.0
100.0,227,,,,,-47.249555519999994,16000,160,70,,
100.0,229,22.666051864624023,16299,0.001,0.07735544443130493,-47.34203023999999,16400,164,71,,
,,22.542892456054688,16399,0.001,0.0791371613740921,,16500,,,-48.614813020000014,100.0
100.0,236,23.004365921020508,16699,0.001,0.06843802332878113,-47.36076869999999,16800,168,71,,
,,23.055898666381836,16899,0.001,0.0897347629070282,,17000,,,-45.83788602,100.0
100.0,242,23.491756439208984,17099,0.001,0.07116538286209106,-46.98738851000001,17200,172,70,,
,,23.930362701416016,17399,0.001,0.07086940854787827,,17500,,,-47.96400221999999,100.0
100.0,249,23.737163543701172,17499,0.001,0.06081897020339966,-46.857357279999995,17600,176,70,,
,,24.22351837158203,17899,0.001,0.06809434294700623,,18000,,,-49.945906719999996,100.0
100.0,255,,,,,-46.710972569999996,18000,180,70,,
100.0,258,24.64434814453125,18299,0.001,0.0577605739235878,-46.837894829999996,18400,184,71,,
,,24.685169219970703,18399,0.001,0.08022661507129669,,18500,,,-47.82998353999999,100.0
100.0,264,25.145774841308594,18699,0.001,0.07969364523887634,-46.55819191999999,18800,188,70,,
,,25.47093391418457,18899,0.001,0.07359276711940765,,19000,,,-46.25319258,100.0
100.0,271,25.31372833251953,19099,0.001,0.08394494652748108,-46.503656330000005,19200,192,70,,
,,25.657352447509766,19399,0.001,0.061510056257247925,,19500,,,-46.893244679999995,100.0
100.0,277,25.714923858642578,19499,0.001,0.0664246529340744,-46.16871478000001,19600,196,70,,
,,25.890989303588867,19899,0.001,0.05643131211400032,,20000,,,-45.72967236,100.0
100.0,284,,,,,-45.811727839999996,20000,200,70,,
100.0,286,26.567626953125,20299,0.001,0.052241403609514236,-45.71350053000001,20400,204,71,,
,,26.861391067504883,20399,0.001,0.05012272298336029,,20500,,,-45.4996295,100.0
100.0,292,26.800395965576172,20699,0.001,0.05810626596212387,-45.41585847,20800,208,70,,
,,26.694438934326172,20899,0.001,0.08975019305944443,,21000,,,-44.5980379,100.0
100.0,299,27.039520263671875,21099,0.001,0.09282706677913666,-45.329921049999996,21200,212,70,,
,,27.474206924438477,21399,0.001,0.04547366499900818,,21500,,,-46.00016208000001,100.0
100.0,306,27.37790298461914,21499,0.001,0.07174569368362427,-45.13701291000001,21600,216,70,,
,,27.51485252380371,21899,0.001,0.05383741855621338,,22000,,,-43.85943064,100.0
100.0,312,,,,,-44.793638439999995,22000,220,70,,
100.0,315,28.141014099121094,22299,0.001,0.061010196805000305,-44.721990070000004,22400,224,71,,
,,28.393146514892578,22399,0.001,0.058296553790569305,,22500,,,-44.9400034,100.0
100.0,321,28.46465301513672,22699,0.001,0.04903929680585861,-44.72747378,22800,228,70,,
,,28.71336555480957,22899,0.001,0.04808792471885681,,23000,,,-45.42460914,100.0
100.0,328,28.655485153198242,23099,0.001,0.06367311626672745,-44.68374788999999,23200,232,70,,
,,29.05353355407715,23399,0.001,0.053228408098220825,,23500,,,-44.247039839999985,100.0
100.0,334,29.136531829833984,23499,0.001,0.05423060804605484,-44.525075490000006,23600,236,70,,
,,29.529977798461914,23899,0.001,0.05808377265930176,,24000,,,-41.44538925999999,100.0
100.0,341,,,,,-44.452566239999996,24000,240,70,,
100.0,343,29.364543914794922,24299,0.001,0.06508622318506241,-44.60678330999999,24400,244,70,,
,,29.679492950439453,24399,0.001,0.04169220104813576,,24500,,,-43.50346815999999,100.0
100.0,350,29.823495864868164,24699,0.001,0.07391613721847534,-44.21342299999999,24800,248,70,,
,,29.91533851623535,24899,0.001,0.06385122239589691,,25000,,,-45.42589011999999,100.0
100.0,356,30.253124237060547,25099,0.001,0.08815319836139679,-44.16221713000001,25200,252,70,,
,,30.47996711730957,25399,0.001,0.06289830803871155,,25500,,,-51.35090674,100.0
100.0,363,30.552478790283203,25499,0.001,0.05807223916053772,-44.25433106,25600,256,70,,
,,30.481487274169922,25899,0.001,0.1101953536272049,,26000,,,-47.671389739999995,100.0
100.0,369,,,,,-44.24948745000002,26000,260,70,,
100.0,372,31.097742080688477,26299,0.001,0.0616314560174942,-44.34519717000001,26400,264,70,,
,,30.93556022644043,26399,0.001,0.1060071587562561,,26500,,,-49.77526346,100.0
100.0,378,30.770429611206055,26699,0.001,0.06269191205501556,-44.19034438000001,26800,268,70,,
,,31.258380889892578,26899,0.001,0.04773251712322235,,27000,,,-45.05413288,100.0
100.0,385,31.367660522460938,27099,0.001,0.07263682037591934,-44.406380070000004,27200,272,70,,
,,31.54155731201172,27399,0.001,0.055133771151304245,,27500,,,-47.71592798,100.0
100.0,391,31.851539611816406,27499,0.001,0.0918106734752655,-44.52311968,27600,276,70,,
,,31.793848037719727,27899,0.001,0.05952116847038269,,28000,,,-44.60835716,100.0
100.0,398,,,,,-44.447312419999996,28000,280,70,,
100.0,400,32.27106475830078,28299,0.001,0.05362140014767647,-44.28931186,28400,284,70,,
,,32.73093795776367,28399,0.001,0.09296910464763641,,28500,,,-46.70615642,100.0
100.0,407,32.13868713378906,28699,0.001,0.05801846832036972,-44.381488929999996,28800,288,70,,
,,32.775169372558594,28899,0.001,0.060198601335287094,,29000,,,-44.7688183,100.0
100.0,413,32.66698455810547,29099,0.001,0.06714531034231186,-43.99567338,29200,292,70,,
,,32.726287841796875,29399,0.001,0.04386841505765915,,29500,,,-41.73807302,100.0
100.0,420,32.75901794433594,29499,0.001,0.04654928296804428,-43.77716023999999,29600,296,70,,
,,33.06214141845703,29899,0.001,0.05373045802116394,,30000,,,-45.0706091,100.0
100.0,426,,,,,-43.79032841,30000,300,70,,
100.0,429,33.49519729614258,30299,0.001,0.0762297511100769,-43.90266472999999,30400,304,70,,
,,33.39979553222656,30399,0.001,0.05512519180774689,,30500,,,-43.086143660000005,100.0
100.0,435,33.765838623046875,30699,0.001,0.06431138515472412,-44.07605422,30800,308,70,,
,,33.60129928588867,30899,0.001,0.06427140533924103,,31000,,,-42.2863327,100.0
100.0,442,33.727691650390625,31099,0.001,0.04695798456668854,-43.91505005000001,31200,312,70,,
,,33.9444694519043,31399,0.001,0.054520539939403534,,31500,,,-44.484199079999996,100.0
100.0,448,33.85104751586914,31499,0.001,0.05595599114894867,-44.01940946,31600,316,70,,
,,34.80396270751953,31899,0.001,0.14650240540504456,,32000,,,-46.057202600000004,100.0
100.0,455,,,,,-44.274215940000005,32000,320,70,,
100.0,457,34.704994201660156,32299,0.001,0.06201212853193283,-44.367284770000005,32400,324,70,,
,,34.403343200683594,32399,0.001,0.06364712119102478,,32500,,,-48.25237078,100.0
100.0,464,34.36454772949219,32699,0.001,0.06060046702623367,-44.49716804,32800,328,70,,
,,34.93427276611328,32899,0.001,0.06988764554262161,,33000,,,-48.525217579999996,100.0
100.0,470,34.85553741455078,33099,0.001,0.07888394594192505,-44.6888598,33200,332,70,,
,,35.11021423339844,33399,0.001,0.05066651850938797,,33500,,,-48.04058474000001,100.0
100.0,477,35.173255920410156,33499,0.001,0.07082026451826096,-44.87826563999999,33600,336,70,,
,,35.49043273925781,33899,0.001,0.0531606562435627,,34000,,,-46.22474741999999,100.0
100.0,483,,,,,-44.912163920000005,34000,340,70,,
100.0,486,35.49700927734375,34299,0.001,0.06825010478496552,-45.1322843,34400,344,70,,
,,35.84696578979492,34399,0.001,0.06240154802799225,,34500,,,-44.449638160000006,100.0
100.0,492,35.843074798583984,34699,0.001,0.059485942125320435,-45.06111845999999,34800,348,70,,
,,35.78999710083008,34899,0.001,0.0628587007522583,,35000,,,-47.490595160000005,100.0
100.0,499,36.01300048828125,35099,0.001,0.07578236609697342,-45.00533567,35200,352,70,,
,,35.964324951171875,35399,0.001,0.07309366762638092,,35500,,,-46.47280766,100.0
100.0,505,35.986568450927734,35499,0.001,0.04994187504053116,-44.74967811999999,35600,356,70,,
,,36.31861877441406,35899,0.001,0.09990885853767395,,36000,,,-42.29580766,100.0
100.0,512,,,,,-44.49493089999999,36000,360,70,,
100.0,514,36.63928985595703,36299,0.001,0.06700322031974792,-44.206420550000004,36400,364,70,,
,,36.79640197753906,36399,0.001,0.08107811212539673,,36500,,,-41.06154282000001,100.0
100.0,521,37.02145004272461,36699,0.001,0.06482197344303131,-44.18528878,36800,368,70,,
,,36.99107360839844,36899,0.001,0.06980481743812561,,37000,,,-47.04934088,100.0
100.0,527,36.96763229370117,37099,0.001,0.0782720297574997,-43.977750750000006,37200,372,70,,
,,37.24200439453125,37399,0.001,0.07655325531959534,,37500,,,-47.09989554,100.0
100.0,534,36.8695068359375,37499,0.001,0.08741806447505951,-43.46353177000001,37600,376,70,,
,,37.60081481933594,37899,0.001,0.09960038959980011,,38000,,,-43.14198638,100.0
100.0,540,,,,,-43.53119461,38000,380,70,,
100.0,542,37.53532791137695,38299,0.001,0.0694875717163086,-43.351955170000004,38400,384,70,,
,,37.4051513671875,38399,0.001,0.07413283735513687,,38500,,,-41.60579416,100.0
100.0,549,37.74248504638672,38699,0.001,0.05611258000135422,-43.04200995,38800,388,70,,
,,37.84770965576172,38899,0.001,0.05945802479982376,,39000,,,-39.821573959999995,100.0
100.0,555,38.007781982421875,39099,0.001,0.10419858992099762,-42.96623163,39200,392,70,,
,,38.17530059814453,39399,0.001,0.10873088985681534,,39500,,,-39.95124146,100.0
100.0,562,38.221797943115234,39499,0.001,0.07826927304267883,-43.13050871999999,39600,396,70,,
,,37.84288787841797,39899,0.001,0.12348785996437073,,40000,,,-40.23415644,100.0
100.0,568,,,,,-43.0504602,40000,400,70,,
100.0,571,38.3564453125,40299,0.001,0.075813427567482,-42.842988080000005,40400,404,70,,
,,38.74445724487305,40399,0.001,0.08657508343458176,,40500,,,-40.27517312,100.0
100.0,577,38.93421173095703,40699,0.001,0.08354127407073975,-43.006141310000004,40800,408,70,,
,,39.07147216796875,40899,0.001,0.07866087555885315,,41000,,,-39.57560452,100.0
100.0,584,38.89580535888672,41099,0.001,0.07899843901395798,-42.91491876,41200,412,70,,
,,39.394676208496094,41399,0.001,0.08714622259140015,,41500,,,-39.36976236,100.0
100.0,590,38.997894287109375,41499,0.001,0.07862196862697601,-42.65347267,41600,416,70,,
,,39.19228744506836,41899,0.001,0.09456954896450043,,42000,,,-40.467146,100.0
100.0,597,,,,,-42.453054249999994,42000,420,70,,
100.0,599,39.356964111328125,42299,0.001,0.09145613014698029,-42.447573819999995,42400,424,70,,
,,39.688072204589844,42399,0.001,0.07424318045377731,,42500,,,-38.68916358,100.0
100.0,606,39.714576721191406,42699,0.001,0.10434575378894806,-42.122808289999995,42800,428,70,,
,,39.90343475341797,42899,0.001,0.10564671456813812,,43000,,,-40.860592319999995,100.0
100.0,612,39.9437370300293,43099,0.001,0.08469843864440918,-41.699722550000004,43200,432,70,,
,,40.135223388671875,43399,0.001,0.08137577772140503,,43500,,,-40.27234334,100.0
100.0,619,40.12605285644531,43499,0.001,0.09966105222702026,-41.29483251,43600,436,70,,
,,40.42870330810547,43899,0.001,0.09174270182847977,,44000,,,-41.83912544,100.0
100.0,625,,,,,-40.95665195,44000,440,70,,
100.0,628,40.80653381347656,44299,0.001,0.13734741508960724,-40.80472166999999,44400,444,70,,
,,40.81134033203125,44399,0.001,0.11452576518058777,,44500,,,-41.86930717999999,100.0
100.0,634,40.84349060058594,44699,0.001,0.11502321064472198,-40.62908708999999,44800,448,70,,
,,40.7843017578125,44899,0.001,0.12616707384586334,,45000,,,-41.01713858,100.0
100.0,641,41.07818603515625,45099,0.001,0.08063884824514389,-40.54732626,45200,452,70,,
,,41.373390197753906,45399,0.001,0.07018794119358063,,45500,,,-41.77454452,100.0
100.0,647,41.060096740722656,45499,0.001,0.08403266966342926,-40.53263744,45600,456,70,,
,,40.826416015625,45899,0.001,0.08028988540172577,,46000,,,-39.94388742,100.0
100.0,653,,,,,-40.49412373,46000,460,70,,
100.0,656,41.651580810546875,46299,0.001,0.08327275514602661,-40.40773101,46400,464,70,,
,,41.69078826904297,46399,0.001,0.12063166499137878,,46500,,,-42.74662124,100.0
100.0,663,41.675662994384766,46699,0.001,0.09500673413276672,-40.322621469999994,46800,468,70,,
,,41.63587188720703,46899,0.001,0.07605748623609543,,47000,,,-41.25669102,100.0
100.0,669,41.73179626464844,47099,0.001,0.08989421278238297,-40.114706899999995,47200,472,70,,
,,42.02354431152344,47399,0.001,0.08178478479385376,,47500,,,-43.36174282000001,100.0
100.0,676,41.733184814453125,47499,0.001,0.08910764008760452,-40.46996514,47600,476,70,,
,,42.07251739501953,47899,0.001,0.07249186933040619,,48000,,,-40.94124632,100.0
100.0,682,,,,,-40.082951779999995,48000,480,70,,
100.0,685,42.320831298828125,48299,0.001,0.1201682984828949,-40.16929157,48400,484,70,,
,,42.22492218017578,48399,0.001,0.08441001176834106,,48500,,,-41.0318192,100.0
100.0,691,42.22184753417969,48699,0.001,0.08089041709899902,-40.41676303,48800,488,70,,
,,42.44575881958008,48899,0.001,0.07694362848997116,,49000,,,-41.42199856,100.0
100.0,697,42.59070587158203,49099,0.001,0.08325321227312088,-40.57049387,49200,492,70,,
,,42.87337112426758,49399,0.001,0.07425098121166229,,49500,,,-41.38782818,100.0
100.0,704,42.59458923339844,49499,0.001,0.11335387080907822,-40.26641885,49600,496,70,,
,,42.875213623046875,49899,0.001,0.08919881284236908,,50000,,,-43.51283755999999,100.0
100.0,710,,,,,-40.58350015999999,50000,500,70,,
100.0,713,43.02635192871094,50299,0.001,0.0692991241812706,-40.567253259999994,50400,504,70,,
,,43.15470886230469,50399,0.001,0.08328904211521149,,50500,,,-44.86466404,100.0
100.0,719,43.16514587402344,50699,0.001,0.07716333121061325,-40.23552835000001,50800,508,70,,
,,43.68266296386719,50899,0.001,0.08947183936834335,,51000,,,-47.011043300000004,100.0
100.0,726,43.35273361206055,51099,0.001,0.0798538327217102,-40.14806551000001,51200,512,70,,
,,43.41075134277344,51399,0.001,0.0841352641582489,,51500,,,-44.75312684000001,100.0
100.0,732,43.19275665283203,51499,0.001,0.08241775631904602,-39.9657263,51600,516,70,,
,,43.170902252197266,51899,0.001,0.12328436225652695,,52000,,,-41.44002478,100.0
100.0,739,,,,,-40.095213609999995,52000,520,70,,
100.0,741,43.19935989379883,52299,0.001,0.08277665078639984,-39.71810324,52400,524,70,,
,,43.78382110595703,52399,0.001,0.10542357712984085,,52500,,,-40.84889636,100.0
100.0,748,43.799163818359375,52699,0.001,0.10043780505657196,-39.69544532,52800,528,70,,
,,44.27019500732422,52899,0.001,0.09161747992038727,,53000,,,-40.62300566,100.0
100.0,754,43.60581970214844,53099,0.001,0.08478730916976929,-39.72707808,53200,532,70,,
,,44.49721145629883,53399,0.001,0.11211436986923218,,53500,,,-41.63166808,100.0
100.0,760,44.27711486816406,53499,0.001,0.12445712089538574,-39.60975112,53600,536,70,,
,,44.49249267578125,53899,0.001,0.1423092782497406,,54000,,,-40.80610472,100.0
100.0,767,,,,,-39.51657212,54000,540,70,,
100.0,770,44.22465515136719,54299,0.001,0.09615503251552582,-39.37535072,54400,544,70,,
,,43.79690170288086,54399,0.001,0.0953349694609642,,54500,,,-40.3365138,100.0
100.0,776,44.44635772705078,54699,0.001,0.1047159880399704,-39.311817839999996,54800,548,70,,
,,44.49629211425781,54899,0.001,0.07121001929044724,,55000,,,-40.77437114,100.0
100.0,783,44.41564178466797,55099,0.001,0.11198915541172028,-39.07409683,55200,552,70,,
,,44.63556671142578,55399,0.001,0.10925303399562836,,55500,,,-41.49991704,100.0
100.0,789,44.510711669921875,55499,0.001,0.08905881643295288,-39.27842589,55600,556,70,,
,,44.4368782043457,55899,0.001,0.1162300854921341,,56000,,,-40.5293413,100.0
100.0,795,,,,,-39.44392541,56000,560,70,,
100.0,798,45.06513214111328,56299,0.001,0.10927696526050568,-39.51459581,56400,564,70,,
,,44.733455657958984,56399,0.001,0.09004829823970795,,56500,,,-41.72599876,100.0
100.0,804,44.52913284301758,56699,0.001,0.1309763640165329,-39.35660399000001,56800,568,70,,
,,45.322330474853516,56899,0.001,0.07397612929344177,,57000,,,-39.640181559999995,100.0
100.0,811,45.23921585083008,57099,0.001,0.09602996706962585,-39.677068029999994,57200,572,70,,
,,44.93818283081055,57399,0.001,0.15085925161838531,,57500,,,-39.73855468,100.0
100.0,817,45.32243728637695,57499,0.001,0.1278119534254074,-39.467155840000004,57600,576,70,,
,,45.51607894897461,57899,0.001,0.1467672735452652,,58000,,,-40.993472080000004,100.0
100.0,824,,,,,-39.86833673,58000,580,70,,
100.0,826,45.48115539550781,58299,0.001,0.08786240220069885,-39.63398488,58400,584,70,,
,,45.3592529296875,58399,0.001,0.09781062602996826,,58500,,,-39.8624604,100.0
100.0,833,45.5861930847168,58699,0.001,0.10929074883460999,-39.38292114,58800,588,70,,
,,45.48821258544922,58899,0.001,0.1470152884721756,,59000,,,-39.35242524,100.0
100.0,839,45.853553771972656,59099,0.001,0.11954579502344131,-39.18372659,59200,592,70,,
,,45.88605880737305,59399,0.001,0.12314951419830322,,59500,,,-39.63668244,100.0
100.0,846,45.6092529296875,59499,0.001,0.09213662147521973,-39.27648428,59600,596,70,,
,,46.218650817871094,59899,0.001,0.11016954481601715,,60000,,,-39.65608548,100.0
100.0,852,,,,,-38.93263108,60000,600,70,,
100.0,855,45.93301773071289,60299,0.001,0.1514105200767517,-38.77197943,60400,604,70,,
,,45.86781311035156,60399,0.001,0.12137211859226227,,60500,,,-39.732205240000006,100.0
100.0,861,45.736228942871094,60699,0.001,0.10429219156503677,-38.742225,60800,608,70,,
,,45.84314727783203,60899,0.001,0.08968079835176468,,61000,,,-42.64768232,100.0
100.0,868,46.07426071166992,61099,0.001,0.08634711056947708,-38.77225755,61200,612,70,,
,,46.44045639038086,61399,0.001,0.12066139280796051,,61500,,,-43.751189180000004,100.0
100.0,874,46.360595703125,61499,0.001,0.1004968136548996,-39.2715429,61600,616,70,,
,,46.480918884277344,61899,0.001,0.09424985945224762,,62000,,,-44.88137772,100.0
100.0,880,,,,,-39.08105247,62000,620,70,,
100.0,883,46.636741638183594,62299,0.001,0.08342859894037247,-39.550809539999996,62400,624,70,,
,,46.534366607666016,62399,0.001,0.10094624757766724,,62500,,,-44.93309172,100.0
100.0,890,46.32530975341797,62699,0.001,0.1130027323961258,-39.74149009,62800,628,70,,
,,46.48555374145508,62899,0.001,0.08840905874967575,,63000,,,-42.78939496,100.0
100.0,896,46.70055389404297,63099,0.001,0.11589637398719788,-39.62285045,63200,632,70,,
,,46.467681884765625,63399,0.001,0.09351855516433716,,63500,,,-43.71499736,100.0
100.0,903,46.59788513183594,63499,0.001,0.18767327070236206,-39.66181222000001,63600,636,70,,
,,46.88872528076172,63899,0.001,0.12278775125741959,,64000,,,-44.01369464000001,100.0
100.0,909,,,,,-39.993411370000004,64000,640,70,,
100.0,912,46.72288513183594,64299,0.001,0.09392303228378296,-40.79866879000001,64400,644,70,,
,,46.839195251464844,64399,0.001,0.10472194105386734,,64500,,,-39.21849396,100.0
100.0,918,46.68888854980469,64699,0.001,0.08051830530166626,-40.767215910000004,64800,648,70,,
,,46.836692810058594,64899,0.001,0.08885403722524643,,65000,,,-43.831607319999996,100.0
100.0,925,46.92825698852539,65099,0.001,0.07996540516614914,-40.927280149999994,65200,652,70,,
,,47.39248275756836,65399,0.001,0.17282944917678833,,65500,,,-40.930442119999995,100.0
100.0,931,47.19740676879883,65499,0.001,0.08177001029253006,-40.8677339,65600,656,70,,
,,47.496315002441406,65899,0.001,0.11736531555652618,,66000,,,-40.95615738,100.0
100.0,938,,,,,-41.015937050000005,66000,660,70,,
100.0,940,47.62799072265625,66299,0.001,0.09610921144485474,-40.97316938,66400,664,70,,
,,47.26689910888672,66399,0.001,0.08620020747184753,,66500,,,-39.168588320000005,100.0
100.0,947,47.441192626953125,66699,0.001,0.10817155241966248,-40.85810274000001,66800,668,70,,
,,47.460758209228516,66899,0.001,0.07098890841007233,,67000,,,-37.730643380000004,100.0
100.0,953,47.386260986328125,67099,0.001,0.07657168805599213,-40.62522671999999,67200,672,70,,
,,47.45707702636719,67399,0.001,0.0677291601896286,,67500,,,-39.84040308,100.0
100.0,959,47.56428527832031,67499,0.001,0.09187384694814682,-40.39222304999999,67600,676,70,,
,,47.512454986572266,67899,0.001,0.08636976778507233,,68000,,,-39.76059238,100.0
100.0,966,,,,,-40.30039699,68000,680,70,,
100.0,968,47.983829498291016,68299,0.001,0.10584746301174164,-40.33259746,68400,684,70,,
,,47.65986633300781,68399,0.001,0.07997488975524902,,68500,,,-42.854357300000004,100.0
100.0,975,47.53468322753906,68699,0.001,0.07725812494754791,-40.30872113000001,68800,688,70,,
,,47.74260330200195,68899,0.001,0.1566118597984314,,69000,,,-41.24754312,100.0
100.0,981,48.07035446166992,69099,0.001,0.09585247933864594,-40.306869559999996,69200,692,70,,
,,47.917015075683594,69399,0.001,0.09364808350801468,,69500,,,-40.6492507,100.0
100.0,987,47.96888732910156,69499,0.001,0.09240426868200302,-40.39821550999999,69600,696,70,,
,,47.97062301635742,69899,0.001,0.08552132546901703,,70000,,,-40.009742579999994,100.0
100.0,994,,,,,-40.36334728,70000,700,70,,
100.0,996,48.130775451660156,70299,0.001,0.0814049243927002,-40.17756395,70400,704,70,,
,,48.01909637451172,70399,0.001,0.08603636920452118,,70500,,,-38.9684994,100.0
