train/ent_coef,train/learning_rate,train/n_updates,train/critic_loss,rollout/ep_len_mean,train/actor_loss,time/fps,train/ent_coef_loss,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,eval/mean_ep_length,eval/mean_reward
,,,,100.0,,37,,80,-117.8287707875,215,8000,,
0.08909543603658676,0.0003,8299,0.02351457253098488,100.0,-8.362823486328125,38,-20.236289978027344,84,-115.46356386904762,220,8400,,
0.08669765293598175,0.0003,8399,0.018946345895528793,,-7.859997749328613,,-20.97776985168457,,,,8500,100.0,-40.274019900000006
0.07990942895412445,0.0003,8699,0.022431474179029465,100.0,-6.72799825668335,37,-20.437908172607422,88,-112.96061961363635,232,8800,,
0.07569755613803864,0.0003,8899,0.020949432626366615,,-6.333675861358643,,-20.09153938293457,,,,9000,100.0,-39.63065
0.07171817123889923,0.0003,9099,0.017472509294748306,100.0,-5.410712718963623,37,-19.997840881347656,92,-110.88633678260867,245,9200,,
0.06615234166383743,0.0003,9399,0.019787471741437912,,-4.9159979820251465,,-20.098861694335938,,,,9500,100.0,-40.37241334
0.06440018117427826,0.0003,9499,0.01818973198533058,100.0,-4.157059192657471,37,-20.245359420776367,96,-108.86522368749998,257,9600,,
0.057860493659973145,0.0003,9899,0.015523511916399002,,-3.314603805541992,,-20.060516357421875,,,,10000,100.0,-41.76939118
,,,,100.0,,36,,100,-106.71521415,270,10000,,
0.05201425030827522,0.0003,10299,0.022808007895946503,100.0,-2.137885093688965,37,-19.982803344726562,104,-102.83476958,275,10400,,
0.05065053701400757,0.0003,10399,0.015289291739463806,,-1.7184269428253174,,-19.79278564453125,,,,10500,100.0,-39.7262207
0.04678412899374962,0.0003,10699,0.01962900534272194,100.0,-1.034381628036499,37,-19.710182189941406,108,-98.82173627999998,287,10800,,
0.044386960566043854,0.0003,10899,0.015345031395554543,,-0.37815940380096436,,-19.210079193115234,,,,11000,100.0,-39.79000604
0.04212086647748947,0.0003,11099,0.019624803215265274,100.0,-0.06006651371717453,37,-19.584793090820312,112,-94.80057547,299,11200,,
0.038948480039834976,0.0003,11399,0.01422998495399952,,0.6525338888168335,,-18.867332458496094,,,,11500,100.0,-39.96924444
0.03795049712061882,0.0003,11499,0.01717212051153183,100.0,1.1585438251495361,37,-18.019603729248047,116,-90.82099462000001,312,11600,,
0.03425031900405884,0.0003,11899,0.01467515341937542,,2.070211172103882,,-17.65213394165039,,,,12000,100.0,-41.518292759999994
,,,,100.0,,36,,120,-87.07216863,324,12000,,
0.03095041774213314,0.0003,12299,0.016496019437909126,100.0,3.122873544692993,37,-16.817245483398438,124,-83.06275165000001,329,12400,,
0.03018551506102085,0.0003,12399,0.015651779249310493,,3.1456103324890137,,-17.23097038269043,,,,12500,100.0,-40.417278960000004
0.028020327910780907,0.0003,12699,0.017238814383745193,100.0,4.078555107116699,37,-16.528684616088867,128,-79.40367123000001,341,12800,,
0.02667703665792942,0.0003,12899,0.013796302489936352,,4.411703109741211,,-16.565841674804688,,,,13000,100.0,-41.03607142
0.02541022002696991,0.0003,13099,0.01422194391489029,100.0,5.425622463226318,37,-15.726068496704102,132,-76.17388295,354,13200,,
0.023645056411623955,0.0003,13399,0.01672346144914627,,5.455282688140869,,-15.507499694824219,,,,13500,100.0,-39.600800039999996
0.02308599278330803,0.0003,13499,0.013200487941503525,100.0,5.6894659996032715,37,-14.26608657836914,136,-72.84863996000001,366,13600,,
0.021011224016547203,0.0003,13899,0.012851804494857788,,6.680720329284668,,-12.728336334228516,,,,14000,100.0,-40.17762404
,,,,100.0,,36,,140,-70.02368657999999,379,14000,,
0.019148997962474823,0.0003,14299,0.015744291245937347,100.0,7.1553802490234375,37,-12.159561157226562,144,-67.21272664,383,14400,,
0.0187136922031641,0.0003,14399,0.013131825253367424,,7.552374839782715,,-11.964555740356445,,,,14500,100.0,-40.06794692
0.01748555712401867,0.0003,14699,0.015410753898322582,100.0,8.134496688842773,37,-10.243490219116211,148,-64.60974244,396,14800,,
0.016721615567803383,0.0003,14899,0.014553828164935112,,8.353987693786621,,-10.571773529052734,,,,15000,100.0,-39.15325404
0.01599757932126522,0.0003,15099,0.014420300722122192,100.0,8.853904724121094,37,-10.160680770874023,152,-62.19414959000001,408,15200,,
0.014993743039667606,0.0003,15399,0.01271628588438034,,9.343125343322754,,-8.769777297973633,,,,15500,100.0,-39.864038719999996
0.01467906404286623,0.0003,15499,0.013467924669384956,100.0,9.848917007446289,37,-9.377962112426758,156,-59.77294645999999,420,15600,,
0.013500578701496124,0.0003,15899,0.014757003635168076,,10.325756072998047,,-8.535402297973633,,,,16000,100.0,-39.07378172
,,,,100.0,,36,,160,-57.522647729999996,433,16000,,
0.012465055100619793,0.0003,16299,0.015321058221161366,100.0,11.07889175415039,37,-7.449583530426025,164,-55.841476039999996,438,16400,,
0.012226459570229053,0.0003,16399,0.013469712808728218,,11.100923538208008,,-6.773641586303711,,,,16500,100.0,-38.77463099999999
0.011555506847798824,0.0003,16699,0.013706782832741737,100.0,11.717876434326172,37,-7.317995548248291,168,-54.268819489999984,450,16800,,
0.011139126494526863,0.0003,16899,0.013300818391144276,,11.994162559509277,,-5.672651290893555,,,,17000,100.0,-39.114739039999996
0.01075712963938713,0.0003,17099,0.015723375603556633,100.0,12.164322853088379,37,-6.481735706329346,172,-52.405140389999985,463,17200,,
0.010234648361802101,0.0003,17399,0.013711078092455864,,12.457823753356934,,-4.255009651184082,,,,17500,100.0,-38.2240376
0.010077522136271,0.0003,17499,0.015115799382328987,100.0,12.786693572998047,36,-3.6346328258514404,176,-50.75704001,476,17600,,
0.009506043046712875,0.0003,17899,0.014219650067389011,,13.520116806030273,,-4.257437229156494,,,,18000,100.0,-37.781954240000005
,,,,100.0,,36,,180,-49.87966284,488,18000,,
0.009046627208590508,0.0003,18299,0.013759581372141838,100.0,13.898194313049316,37,-3.025465965270996,184,-48.73562323,493,18400,,
0.00895061157643795,0.0003,18399,0.014472682029008865,,14.346942901611328,,-0.042762115597724915,,,,18500,100.0,-38.53625418
0.008697778917849064,0.0003,18699,0.012369898147881031,100.0,14.632406234741211,37,-0.25054752826690674,188,-48.02414361000001,505,18800,,
0.008573085069656372,0.0003,18899,0.013804375194013119,,15.134737014770508,,-1.2579247951507568,,,,19000,100.0,-38.54179054000001
0.008459202013909817,0.0003,19099,0.013759598135948181,100.0,15.09865665435791,37,-0.6489214897155762,192,-47.00804905,518,19200,,
0.008340575732290745,0.0003,19399,0.012700755149126053,,15.516273498535156,,-2.469780921936035,,,,19500,100.0,-38.211905099999996
0.008307013660669327,0.0003,19499,0.01368778571486473,100.0,15.850531578063965,36,-1.1362366676330566,196,-46.183947700000004,530,19600,,
0.00821972917765379,0.0003,19899,0.014858873561024666,,16.417930603027344,,0.6236228346824646,,,,20000,100.0,-38.04617702
,,,,100.0,,36,,200,-45.6000257,543,20000,,
0.008191529661417007,0.0003,20299,0.014284417033195496,100.0,16.89942169189453,37,0.9950881600379944,204,-44.969904930000006,548,20400,,
0.008202028460800648,0.0003,20399,0.01709906756877899,,16.825599670410156,,-0.07322932779788971,,,,20500,100.0,-38.07142312
0.008223849348723888,0.0003,20699,0.01639508828520775,100.0,17.284364700317383,37,0.5077462792396545,208,-44.35074868000002,560,20800,,
0.008244686760008335,0.0003,20899,0.014234384521842003,,17.60192108154297,,-0.23035413026809692,,,,21000,100.0,-37.8430802
0.008256749249994755,0.0003,21099,0.020788133144378662,100.0,17.56876564025879,37,-0.18626245856285095,212,-43.931793580000004,572,21200,,
0.008295748382806778,0.0003,21399,0.01632806845009327,,18.116165161132812,,1.4288618564605713,,,,21500,100.0,-38.601082180000006
0.008321658708155155,0.0003,21499,0.0194818414747715,100.0,18.20452117919922,36,-0.2271496057510376,216,-43.338349879999996,585,21600,,
0.008395393379032612,0.0003,21899,0.02050791308283806,,18.507862091064453,,1.2999705076217651,,,,22000,100.0,-38.84385902
,,,,100.0,,36,,220,-42.7874136,597,22000,,
0.00844776164740324,0.0003,22299,0.017005741596221924,100.0,19.05672264099121,37,-0.0639018565416336,224,-42.55769952000001,602,22400,,
0.008406304754316807,0.0003,22399,0.019739577546715736,,19.002803802490234,,-0.16311109066009521,,,,22500,100.0,-37.83957407999999
0.00837839674204588,0.0003,22699,0.023213226348161697,100.0,19.32318115234375,37,-0.004038572311401367,228,-42.21583871000001,614,22800,,
0.008319889195263386,0.0003,22899,0.019316188991069794,,19.699283599853516,,-0.40401825308799744,,,,23000,100.0,-36.89600384
0.00836760364472866,0.0003,23099,0.027737081050872803,100.0,19.93585968017578,36,0.7133400440216064,232,-42.09930791,627,23200,,
0.008335649967193604,0.0003,23399,0.02257978729903698,,20.26955223083496,,0.2839961647987366,,,,23500,100.0,-86.96288440000001
0.008383819833397865,0.0003,23499,0.028234170749783516,100.0,20.022693634033203,36,1.1179581880569458,236,-43.20169027,639,23600,,
0.008558662608265877,0.0003,23899,0.02278752252459526,,20.299039840698242,,0.6781367063522339,,,,24000,100.0,-75.48663496
,,,,100.0,,36,,240,-44.14172086000001,652,24000,,
0.008596389554440975,0.0003,24299,0.024819795042276382,100.0,20.080718994140625,37,0.8794687390327454,244,-45.43257737,657,24400,,
0.008634188212454319,0.0003,24399,0.0239007119089365,,21.112789154052734,,0.011381864547729492,,,,24500,100.0,-80.1074047
0.008662741631269455,0.0003,24699,0.025242839008569717,100.0,20.753833770751953,37,0.5505463480949402,248,-46.81453782,669,24800,,
0.008671962656080723,0.0003,24899,0.02375129982829094,,20.690406799316406,,-1.115556001663208,,,,25000,100.0,-66.4279384
0.00865818653255701,0.0003,25099,0.025316786020994186,100.0,21.191360473632812,36,-0.9293925166130066,252,-47.730156789999995,682,25200,,
0.008567261509597301,0.0003,25399,0.021065212786197662,,21.30177116394043,,1.2884804010391235,,,,25500,100.0,-64.02930192
0.008596770465373993,0.0003,25499,0.019893547520041466,100.0,21.257766723632812,36,-1.4886579513549805,256,-48.76137065000001,694,25600,,
0.008574241772294044,0.0003,25899,0.017122451215982437,,21.623767852783203,,0.04296623170375824,,,,26000,100.0,-61.544072740000004
,,,,100.0,,36,,260,-49.97503450999999,706,26000,,
0.008604303933680058,0.0003,26299,0.02043887972831726,100.0,22.528778076171875,37,-1.434899926185608,264,-50.86686671,711,26400,,
0.008597606793045998,0.0003,26399,0.024230236187577248,,22.340131759643555,,-0.1321849524974823,,,,26500,100.0,-62.99867066000001
0.008616231381893158,0.0003,26699,0.02346319705247879,100.0,22.875503540039062,37,0.7698742747306824,268,-51.663282900000006,723,26800,,
0.008611306548118591,0.0003,26899,0.018564138561487198,,22.64088249206543,,-0.3413417935371399,,,,27000,100.0,-56.948117780000004
0.008656197227537632,0.0003,27099,0.016436289995908737,100.0,22.599937438964844,36,-0.8339249491691589,272,-52.608224,736,27200,,
0.008698824793100357,0.0003,27399,0.017455732449889183,,22.974365234375,,-0.5863474011421204,,,,27500,100.0,-56.931844659999996
0.008706334978342056,0.0003,27499,0.020934417843818665,100.0,22.962257385253906,36,-0.9979862570762634,276,-53.184512809999994,748,27600,,
0.008639216423034668,0.0003,27899,0.013437657617032528,,22.826126098632812,,-0.5244937539100647,,,,28000,100.0,-59.672212419999994
,,,,100.0,,36,,280,-53.87345453999999,761,28000,,
0.008647198788821697,0.0003,28299,0.020730135962367058,100.0,23.649532318115234,37,-0.207408607006073,284,-54.565984,766,28400,,
0.008652688935399055,0.0003,28399,0.020409027114510536,,24.27075958251953,,-0.6920082569122314,,,,28500,100.0,-52.76809176
0.008679479360580444,0.0003,28699,0.01697622239589691,100.0,23.80047035217285,36,0.16414663195610046,288,-55.082083440000005,778,28800,,
0.008636118844151497,0.0003,28899,0.019405661150813103,,24.10419273376465,,-0.64382004737854,,,,29000,100.0,-49.74510258
0.00862041488289833,0.0003,29099,0.017055131494998932,100.0,23.932933807373047,36,1.4742674827575684,292,-55.693921839999994,791,29200,,
0.00865639466792345,0.0003,29399,0.01980499178171158,,24.508485794067383,,-1.326416015625,,,,29500,100.0,-53.90522868
0.008621417917311192,0.0003,29499,0.018533695489168167,100.0,24.147350311279297,36,1.133979320526123,296,-56.15709565,803,29600,,
0.008610961958765984,0.0003,29899,0.01899484172463417,,24.95333480834961,,-1.2910815477371216,,,,30000,100.0,-49.10300306
,,,,100.0,,36,,300,-56.58018986,816,30000,,
0.008576367981731892,0.0003,30299,0.01623266562819481,100.0,24.935440063476562,37,1.0757381916046143,304,-57.243955020000016,820,30400,,
0.008581629022955894,0.0003,30399,0.01938023418188095,,25.302852630615234,,0.38007646799087524,,,,30500,100.0,-48.068747759999994
0.008518967777490616,0.0003,30699,0.02455245703458786,100.0,25.275711059570312,36,-1.5798287391662598,308,-58.00436487000001,833,30800,,
0.008444088511168957,0.0003,30899,0.015896696597337723,,25.479501724243164,,1.7308368682861328,,,,31000,100.0,-44.01519472000001
0.00842833612114191,0.0003,31099,0.018340643495321274,100.0,25.49192237854004,36,-0.355743944644928,312,-57.905398919999996,845,31200,,
0.00840352289378643,0.0003,31399,0.017063505947589874,,25.93248748779297,,0.1619541049003601,,,,31500,100.0,-41.56903154
0.008366850204765797,0.0003,31499,0.020565323531627655,100.0,25.889251708984375,36,-0.820841908454895,316,-58.12361653000001,858,31600,,
0.008336694911122322,0.0003,31899,0.025093726813793182,,26.28595542907715,,-0.5124635100364685,,,,32000,100.0,-41.2650709
,,,,100.0,,36,,320,-58.164598960000006,870,32000,,
0.00831652618944645,0.0003,32299,0.01732548326253891,100.0,26.88718032836914,37,0.6240885853767395,324,-58.082451330000005,875,32400,,
0.008308020420372486,0.0003,32399,0.02055838704109192,,26.570926666259766,,-1.378383994102478,,,,32500,100.0,-39.4409975
0.008301054127514362,0.0003,32699,0.019548121839761734,100.0,27.02484893798828,36,-2.1633172035217285,328,-58.08182134,888,32800,,
0.00825528521090746,0.0003,32899,0.022552404552698135,,26.937137603759766,,0.9136825799942017,,,,33000,100.0,-39.87377732
0.008299182169139385,0.0003,33099,0.01908235438168049,100.0,27.224578857421875,36,1.5118498802185059,332,-57.973112740000005,900,33200,,
0.00832313485443592,0.0003,33399,0.01687796041369438,,27.332260131835938,,-0.4801998734474182,,,,33500,100.0,-38.256321199999995
0.008299336768686771,0.0003,33499,0.02126547321677208,100.0,27.284381866455078,36,-0.8021881580352783,336,-56.62386931000001,912,33600,,
0.008335276506841183,0.0003,33899,0.020068824291229248,,27.51228141784668,,0.41799014806747437,,,,34000,100.0,-39.53960312
,,,,100.0,,36,,340,-55.22268099000001,925,34000,,
0.008283684030175209,0.0003,34299,0.0161963552236557,100.0,27.64004898071289,36,0.0814530998468399,344,-53.80903034,930,34400,,
0.008297191932797432,0.0003,34399,0.020808618515729904,,27.76083755493164,,-0.2559368312358856,,,,34500,100.0,-39.80308538
0.008289117366075516,0.0003,34699,0.017242692410945892,100.0,28.060598373413086,36,1.3238619565963745,348,-52.31417540999999,942,34800,,
0.008224450051784515,0.0003,34899,0.016582120209932327,,28.622587203979492,,-0.03330051898956299,,,,35000,100.0,-39.11761586
0.008184895850718021,0.0003,35099,0.01872190088033676,100.0,28.44207000732422,36,-0.04709210246801376,352,-51.228551509999996,955,35200,,
0.008196276612579823,0.0003,35399,0.015652596950531006,,28.89468765258789,,-1.3064179420471191,,,,35500,100.0,-38.52034476
0.008175612427294254,0.0003,35499,0.017275024205446243,100.0,28.44390106201172,36,0.34530481696128845,356,-50.02091729,967,35600,,
0.008213483728468418,0.0003,35899,0.01678067073225975,,29.131580352783203,,1.6386281251907349,,,,36000,100.0,-38.30044074
,,,,100.0,,36,,360,-48.64847234,979,36000,,
0.008250893093645573,0.0003,36299,0.015190167352557182,100.0,28.834789276123047,36,-1.4558371305465698,364,-47.572612910000004,984,36400,,
0.008244077675044537,0.0003,36399,0.018981121480464935,,29.187639236450195,,-0.23541897535324097,,,,36500,100.0,-38.42183188
0.008245599456131458,0.0003,36699,0.0188424214720726,100.0,29.36627197265625,36,1.4087889194488525,368,-46.51634722,997,36800,,
0.008281528018414974,0.0003,36899,0.01968199759721756,,29.123531341552734,,0.10687150806188583,,,,37000,100.0,-37.35396314
0.008241239935159683,0.0003,37099,0.01897476240992546,100.0,29.919368743896484,36,-0.8606199026107788,372,-45.70446198,1009,37200,,
0.00826413556933403,0.0003,37399,0.017912141978740692,,29.83822250366211,,1.0892918109893799,,,,37500,100.0,-37.33058286
0.008231554180383682,0.0003,37499,0.01976294070482254,100.0,29.84042739868164,36,0.3581528067588806,376,-44.97933569,1021,37600,,
0.008170869201421738,0.0003,37899,0.015138176269829273,,29.974010467529297,,0.33935585618019104,,,,38000,100.0,-37.34197592
,,,,100.0,,36,,380,-43.82355369,1034,38000,,
0.008150149136781693,0.0003,38299,0.019039679318666458,100.0,29.968730926513672,36,1.9797900915145874,384,-43.05254280000001,1039,38400,,
0.00820536445826292,0.0003,38399,0.015843186527490616,,30.20792579650879,,-1.6256401538848877,,,,38500,100.0,-37.08951228
0.00823799055069685,0.0003,38699,0.015699703246355057,100.0,30.839502334594727,36,-2.5342612266540527,388,-42.57862928,1051,38800,,
0.008188007399439812,0.0003,38899,0.02367352321743965,,30.39543914794922,,-0.1339084357023239,,,,39000,100.0,-37.02148144
0.008213918656110764,0.0003,39099,0.01973542384803295,100.0,30.876903533935547,36,-1.0968683958053589,392,-41.99975089,1063,39200,,
0.00824655033648014,0.0003,39399,0.01667989045381546,,30.848182678222656,,-0.6810001134872437,,,,39500,100.0,-37.24139305999999
0.008331016637384892,0.0003,39499,0.015518657863140106,100.0,31.2285213470459,36,0.35692209005355835,396,-41.4090802,1075,39600,,
0.008316565304994583,0.0003,39899,0.01810578815639019,,31.038284301757812,,0.9025335907936096,,,,40000,100.0,-38.03942626
,,,,100.0,,36,,400,-40.902847269999995,1088,40000,,
0.008266700431704521,0.0003,40299,0.015743710100650787,100.0,31.252559661865234,36,-0.5298980474472046,404,-40.276208200000006,1093,40400,,
0.008298537693917751,0.0003,40399,0.01743125356733799,,31.417232513427734,,0.9626690149307251,,,,40500,100.0,-38.87721348
0.008271909318864346,0.0003,40699,0.01840740628540516,100.0,31.502052307128906,36,-0.7173718214035034,408,-39.567065709999994,1105,40800,,
0.00833152886480093,0.0003,40899,0.02052220143377781,,31.348312377929688,,0.10689046233892441,,,,41000,100.0,-38.52260034
0.008313317783176899,0.0003,41099,0.014756365679204464,100.0,31.509559631347656,36,-0.7425481081008911,412,-39.53034948,1118,41200,,
0.00834275595843792,0.0003,41399,0.01888856664299965,,32.11592483520508,,0.3561483323574066,,,,41500,100.0,-37.62675588
0.008349034935235977,0.0003,41499,0.013382312841713428,100.0,31.974262237548828,36,-0.23477749526500702,416,-39.299247570000006,1130,41600,,
0.008297421038150787,0.0003,41899,0.019377848133444786,,32.26276397705078,,1.6809749603271484,,,,42000,100.0,-38.00349739999999
,,,,100.0,,36,,420,-39.293612530000004,1143,42000,,
0.00832930114120245,0.0003,42299,0.014758467674255371,100.0,32.487884521484375,36,-1.0471491813659668,424,-39.30149086,1148,42400,,
0.008292516693472862,0.0003,42399,0.016007445752620697,,32.12723922729492,,-1.135459065437317,,,,42500,100.0,-37.6892263
0.00823826901614666,0.0003,42699,0.016475852578878403,100.0,32.53820037841797,36,-0.7860257029533386,428,-39.361452459999995,1160,42800,,
0.00822916068136692,0.0003,42899,0.019779402762651443,,32.676788330078125,,-0.2681350111961365,,,,43000,100.0,-37.41300522
0.00818723440170288,0.0003,43099,0.014040250331163406,100.0,32.5280876159668,36,0.427980899810791,432,-39.19224843000001,1172,43200,,
0.00823346246033907,0.0003,43399,0.01532919704914093,,32.67216491699219,,0.5559089779853821,,,,43500,100.0,-37.78714213999999
0.008230376988649368,0.0003,43499,0.01742752268910408,100.0,32.70002365112305,36,-0.15586251020431519,436,-39.271908159999995,1185,43600,,
0.00818699225783348,0.0003,43899,0.017187541350722313,,32.95634460449219,,-0.4621767997741699,,,,44000,100.0,-37.39223682
,,,,100.0,,36,,440,-39.24924052,1197,44000,,
0.008187687024474144,0.0003,44299,0.01473376527428627,100.0,33.407772064208984,36,0.9752248525619507,444,-39.236122200000004,1202,44400,,
0.00821848213672638,0.0003,44399,0.02269003540277481,,32.89961624145508,,1.295663833618164,,,,44500,100.0,-37.49989024
0.008234950713813305,0.0003,44699,0.020006364211440086,100.0,33.28144836425781,36,-1.6315172910690308,448,-39.11048569,1215,44800,,
0.008215328678488731,0.0003,44899,0.014056644402444363,,33.5743408203125,,0.544136643409729,,,,45000,100.0,-37.75360184
0.008211310021579266,0.0003,45099,0.015169739723205566,100.0,33.2960205078125,36,1.4834890365600586,452,-38.968105769999994,1227,45200,,
0.00812583789229393,0.0003,45399,0.017549917101860046,,33.78275680541992,,2.129451274871826,,,,45500,100.0,-37.91805728
0.008124740794301033,0.0003,45499,0.020052267238497734,100.0,33.691810607910156,36,1.3567261695861816,456,-38.95316435,1240,45600,,
0.00811222568154335,0.0003,45899,0.022176111117005348,,34.166542053222656,,0.3146984577178955,,,,46000,100.0,-38.18784392
,,,,100.0,,36,,460,-39.05363697,1252,46000,,
0.008116993121802807,0.0003,46299,0.014015663415193558,100.0,33.85394287109375,36,0.08854777365922928,464,-38.84079742,1257,46400,,
0.00811124686151743,0.0003,46399,0.01575547084212303,,34.251007080078125,,0.41347837448120117,,,,46500,100.0,-38.23320436
0.008183889091014862,0.0003,46699,0.014781799167394638,100.0,33.900352478027344,36,-0.17166776955127716,468,-38.56740612,1269,46800,,
0.008198841474950314,0.0003,46899,0.017968978732824326,,34.08854675292969,,-1.1783664226531982,,,,47000,100.0,-38.28370864
0.008156171068549156,0.0003,47099,0.014404591172933578,100.0,34.24159622192383,36,0.6488380432128906,472,-38.600643930000004,1282,47200,,
0.008219686336815357,0.0003,47399,0.014184233732521534,,34.4399528503418,,-1.408301830291748,,,,47500,100.0,-38.37681724
0.008215348236262798,0.0003,47499,0.01554875634610653,100.0,34.57497024536133,36,-1.3218339681625366,476,-38.753014560000004,1294,47600,,
0.008256591856479645,0.0003,47899,0.01304113119840622,,34.11322021484375,,-1.7145662307739258,,,,48000,100.0,-38.10263068
,,,,100.0,,36,,480,-38.79717444,1307,48000,,
0.008238100446760654,0.0003,48299,0.0156838521361351,100.0,34.80341720581055,36,1.5792012214660645,484,-38.79920175,1312,48400,,
0.008313029073178768,0.0003,48399,0.016325537115335464,,34.23678970336914,,1.0625367164611816,,,,48500,100.0,-38.20206712
0.008215579204261303,0.0003,48699,0.015600008890032768,100.0,34.96533203125,36,0.03894686698913574,488,-38.609717599999996,1324,48800,,
0.008180768229067326,0.0003,48899,0.011397377587854862,,35.22893524169922,,0.41212764382362366,,,,49000,100.0,-39.066886180000004
0.008249237202107906,0.0003,49099,0.017802070826292038,100.0,35.05989074707031,36,-0.9975839257240295,492,-38.48665378,1337,49200,,
0.008309240452945232,0.0003,49399,0.016188478097319603,,34.859127044677734,,-0.22550582885742188,,,,49500,100.0,-37.51750808
0.008302103728055954,0.0003,49499,0.014257701113820076,100.0,34.771705627441406,36,0.21373766660690308,496,-38.561261740000006,1349,49600,,
0.008350217714905739,0.0003,49899,0.012989513576030731,,35.24517059326172,,0.14670538902282715,,,,50000,100.0,-37.55303634
,,,,100.0,,36,,500,-38.62583654,1361,50000,,
