train/ent_coef,train/critic_loss,time/episodes,time/fps,time/time_elapsed,train/ent_coef_loss,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,train/n_updates,eval/mean_reward,eval/mean_ep_length
0.9144220352172852,0.23508021235466003,4,105,3,-1.055356740951538,100.0,400,-10.046932220458984,0.0003,-154.11380549999998,299,,
0.8873912692070007,0.20433221757411957,,,,-1.39884352684021,,500,-10.782350540161133,0.0003,,399,-59.64010712,100.0
0.81107097864151,0.15180331468582153,8,49,16,-2.451007843017578,100.0,800,-13.110649108886719,0.0003,-152.76745262499998,699,,
0.7639070153236389,0.15462937951087952,,,,-3.1788456439971924,,1000,-14.614883422851562,0.0003,,899,-54.540905820000006,100.0
0.7194562554359436,0.11900963634252548,12,41,28,-3.866372585296631,100.0,1200,-15.806142807006836,0.0003,-153.47434366666667,1099,,
0.6575673818588257,0.09101283550262451,,,,-4.914536476135254,,1500,-17.246742248535156,0.0003,,1399,-53.27152736000001,100.0
0.638139009475708,0.09198793768882751,16,38,41,-5.26431131362915,100.0,1600,-17.840248107910156,0.0003,-151.5864779375,1499,,
0.5660142302513123,0.08975562453269958,,,,-6.6500043869018555,,2000,-19.211246490478516,0.0003,,1899,-49.03286562,100.0
,,20,37,53,,100.0,2000,,,-150.5607081,,,
0.5021369457244873,0.08842223882675171,24,40,59,-8.059755325317383,100.0,2400,-20.12767219543457,0.0003,-148.53856516666667,2299,,
0.48735281825065613,0.10478139668703079,,,,-8.383781433105469,,2500,-20.388328552246094,0.0003,,2399,-45.001483179999994,100.0
0.44560644030570984,0.08743186295032501,28,39,71,-9.353803634643555,100.0,2800,-20.94302749633789,0.0003,-145.84736132142856,2699,,
0.41982051730155945,0.0678350031375885,,,,-10.039836883544922,,3000,-20.844844818115234,0.0003,,2899,-45.043159159999995,100.0
0.3955680727958679,0.0789613276720047,32,38,84,-10.72988224029541,100.0,3200,-20.786014556884766,0.0003,-143.96304934375001,3099,,
0.361857533454895,0.06293094158172607,,,,-11.694276809692383,,3500,-20.79560089111328,0.0003,,3399,-47.76434561999999,100.0
0.35128968954086304,0.06894226372241974,36,37,96,-12.06109619140625,100.0,3600,-20.843616485595703,0.0003,-141.39858269444446,3499,,
0.31209737062454224,0.04777170717716217,,,,-13.235588073730469,,4000,-20.48157501220703,0.0003,,3899,-47.49696272,100.0
,,40,36,109,,100.0,4000,,,-139.56798765000002,,,
0.2774263918399811,0.05930560454726219,44,38,114,-14.365928649902344,100.0,4400,-19.877710342407227,0.0003,-137.18920175,4299,,
0.26940643787384033,0.05602627247571945,,,,-14.765100479125977,,4500,-19.62624740600586,0.0003,,4399,-49.91095128,100.0
0.2467656284570694,0.04242273420095444,48,37,126,-15.45376205444336,100.0,4800,-19.053863525390625,0.0003,-135.26094808333332,4699,,
0.23278485238552094,0.04926915094256401,,,,-15.918170928955078,,5000,-18.606794357299805,0.0003,,4899,-51.54221012,100.0
0.21964417397975922,0.045895762741565704,52,37,139,-16.508647918701172,100.0,5200,-18.01995849609375,0.0003,-133.047877,5099,,
0.20136836171150208,0.038451164960861206,,,,-16.995140075683594,,5500,-17.29448699951172,0.0003,,5399,-50.799015659999995,100.0
0.19564104080200195,0.038460101932287216,56,36,151,-17.441303253173828,100.0,5600,-17.02599334716797,0.0003,-130.77275405357142,5499,,
0.1743929386138916,0.027494307607412338,,,,-17.807048797607422,,6000,-15.835490226745605,0.0003,,5899,-48.15270692,100.0
,,60,36,164,,100.0,6000,,,-128.48289233333333,,,
0.15560093522071838,0.029219191521406174,64,37,169,-18.98046112060547,100.0,6400,-14.686163902282715,0.0003,-125.97242603125,6299,,
0.15124499797821045,0.03126881644129753,,,,-18.690174102783203,,6500,-14.416143417358398,0.0003,,6399,-45.76816398,100.0
0.1389477550983429,0.023415742442011833,68,37,182,-19.53943634033203,100.0,6800,-13.448259353637695,0.0003,-123.46937497058825,6699,,
0.1313452273607254,0.025082619860768318,,,,-19.272991180419922,,7000,-12.716278076171875,0.0003,,6899,-44.50602662,100.0
0.124177485704422,0.02550831437110901,72,36,194,-20.05550765991211,100.0,7200,-11.959343910217285,0.0003,-121.1036222638889,7099,,
0.1142103374004364,0.0174778513610363,,,,-20.108535766601562,,7500,-11.067256927490234,0.0003,,7399,-43.51851958,100.0
0.1110798791050911,0.01866023615002632,76,36,207,-20.345550537109375,100.0,7600,-10.811590194702148,0.0003,-118.63659213157895,7499,,
0.09945555031299591,0.019567683339118958,,,,-20.894855499267578,,8000,-9.543815612792969,0.0003,,7899,-43.46230618,100.0
,,80,36,219,,100.0,8000,,,-116.18239642500001,,,
0.08913306146860123,0.01729653775691986,84,37,224,-20.209766387939453,100.0,8400,-8.073175430297852,0.0003,-113.90384867857144,8299,,
