train/n_updates,train/learning_rate,train/critic_loss,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,time/episodes,eval/mean_ep_length,eval/mean_reward
254299,0.001,0.10565009713172913,254400,3701,68,-41.59812819,48.78544616699219,100.0,2544,,
254399,0.001,0.059144314378499985,254500,,,,48.736351013183594,,,100.0,-44.38879359999999
254699,0.001,0.0758856013417244,254800,3708,68,-41.59085092,48.92782974243164,100.0,2548,,
254899,0.001,0.06226250156760216,255000,,,,48.88995361328125,,,100.0,-43.81217266000001
255099,0.001,0.06698587536811829,255200,3715,68,-41.60071790000001,48.502113342285156,100.0,2552,,
255399,0.001,0.0670534074306488,255500,,,,48.661643981933594,,,100.0,-43.06603343999999
255499,0.001,0.07141168415546417,255600,3721,68,-41.48099671,48.667884826660156,100.0,2556,,
255899,0.001,0.048372942954301834,256000,,,,48.869842529296875,,,100.0,-41.77206056
,,,256000,3728,68,-41.445404010000004,,100.0,2560,,
256299,0.001,0.0638059675693512,256400,3730,68,-41.60027784,48.85538864135742,100.0,2564,,
256399,0.001,0.04803815484046936,256500,,,,48.77505874633789,,,100.0,-40.05577218
256699,0.001,0.050290435552597046,256800,3737,68,-41.56278325,48.425140380859375,100.0,2568,,
256899,0.001,0.0739341527223587,257000,,,,48.866241455078125,,,100.0,-40.043503380000004
257099,0.001,0.07404698431491852,257200,3743,68,-41.572547879999995,48.40684509277344,100.0,2572,,
257399,0.001,0.07131864130496979,257500,,,,49.16650390625,,,100.0,-38.48556338
257499,0.001,0.045892126858234406,257600,3750,68,-41.616070810000004,48.89207458496094,100.0,2576,,
257899,0.001,0.06894545257091522,258000,,,,48.980648040771484,,,100.0,-37.78361814
,,,258000,3757,68,-41.380861810000006,,100.0,2580,,
258299,0.001,0.05561808496713638,258400,3760,68,-41.074700439999994,48.77693176269531,100.0,2584,,
258399,0.001,0.042512089014053345,258500,,,,48.28921890258789,,,100.0,-37.57887207999999
258699,0.001,0.05578014627099037,258800,3766,68,-40.814585920000006,48.373321533203125,100.0,2588,,
258899,0.001,0.11921463906764984,259000,,,,47.970558166503906,,,100.0,-37.66221238
259099,0.001,0.06993058323860168,259200,3773,68,-40.70176187,48.61839294433594,100.0,2592,,
259399,0.001,0.09173235297203064,259500,,,,49.12516403198242,,,100.0,-39.53249536
259499,0.001,0.05393851548433304,259600,3780,68,-40.311095099999996,48.51582336425781,100.0,2596,,
259899,0.001,0.04620303213596344,260000,,,,48.700958251953125,,,100.0,-36.6457851
,,,260000,3786,68,-40.36474959,,100.0,2600,,
260299,0.001,0.05639440938830376,260400,3789,68,-40.099716150000006,48.553436279296875,100.0,2604,,
260399,0.001,0.052517734467983246,260500,,,,48.40113830566406,,,100.0,-36.911296379999996
260699,0.001,0.08289696276187897,260800,3796,68,-40.02971145000001,48.42593765258789,100.0,2608,,
260899,0.001,0.043401703238487244,261000,,,,48.24250030517578,,,100.0,-37.069263379999995
261099,0.001,0.05944801867008209,261200,3803,68,-39.442164229999996,48.58137512207031,100.0,2612,,
261399,0.001,0.061944086104631424,261500,,,,48.287410736083984,,,100.0,-37.25472884
261499,0.001,0.06739743053913116,261600,3809,68,-39.30164917,47.9612922668457,100.0,2616,,
261899,0.001,0.09971648454666138,262000,,,,48.3692626953125,,,100.0,-37.45944832
,,,262000,3815,68,-39.00459685,,100.0,2620,,
262299,0.001,0.07663921266794205,262400,3818,68,-38.86695793,48.046173095703125,100.0,2624,,
262399,0.001,0.061238065361976624,262500,,,,47.61540603637695,,,100.0,-37.86344396
262699,0.001,0.06003297492861748,262800,3825,68,-38.776380329999995,48.452003479003906,100.0,2628,,
262899,0.001,0.05922139808535576,263000,,,,48.09929656982422,,,100.0,-38.055386420000005
263099,0.001,0.06266281008720398,263200,3831,68,-38.696037780000005,48.33633804321289,100.0,2632,,
263399,0.001,0.047620221972465515,263500,,,,47.75556564331055,,,100.0,-40.89059948
263499,0.001,0.05803323909640312,263600,3838,68,-38.48335834,47.9659309387207,100.0,2636,,
263899,0.001,0.061589207500219345,264000,,,,47.56727600097656,,,100.0,-41.360961520000004
,,,264000,3845,68,-38.26992029999999,,100.0,2640,,
264299,0.001,0.07076086848974228,264400,3847,68,-38.05484977,48.341026306152344,100.0,2644,,
264399,0.001,0.0764712244272232,264500,,,,47.528221130371094,,,100.0,-39.6909319
264699,0.001,0.08283241093158722,264800,3854,68,-37.984599180000004,47.67113494873047,100.0,2648,,
264899,0.001,0.043243419378995895,265000,,,,48.089046478271484,,,100.0,-38.1353
265099,0.001,0.05260542035102844,265200,3861,68,-37.79321511999999,48.31224822998047,100.0,2652,,
265399,0.001,0.05200202018022537,265500,,,,48.03221130371094,,,100.0,-38.644761280000004
265499,0.001,0.06109963729977608,265600,3867,68,-37.732737439999994,48.11878204345703,100.0,2656,,
265899,0.001,0.050461895763874054,266000,,,,47.84419250488281,,,100.0,-42.0504994
,,,266000,3874,68,-37.715647309999994,,100.0,2660,,
266299,0.001,0.0882824957370758,266400,3876,68,-37.7900308,47.681243896484375,100.0,2664,,
266399,0.001,0.09931496530771255,266500,,,,48.15491485595703,,,100.0,-50.09356142000001
266699,0.001,0.09211817383766174,266800,3883,68,-37.8831575,47.739601135253906,100.0,2668,,
266899,0.001,0.07105734199285507,267000,,,,47.98497772216797,,,100.0,-40.76818106
267099,0.001,0.12116912007331848,267200,3890,68,-38.005525979999994,47.44556427001953,100.0,2672,,
267399,0.001,0.08352822065353394,267500,,,,48.25579833984375,,,100.0,-39.46876808
267499,0.001,0.06304021179676056,267600,3896,68,-37.88360867,48.21575164794922,100.0,2676,,
267899,0.001,0.070606529712677,268000,,,,47.46726989746094,,,100.0,-38.522776
,,,268000,3903,68,-37.938687709999996,,100.0,2680,,
268299,0.001,0.059814535081386566,268400,3905,68,-37.82230206,47.79736328125,100.0,2684,,
268399,0.001,0.0769370049238205,268500,,,,47.68120574951172,,,100.0,-38.06304416
268699,0.001,0.08283567428588867,268800,3912,68,-37.714654499999995,48.3604736328125,100.0,2688,,
268899,0.001,0.060475945472717285,269000,,,,47.34242630004883,,,100.0,-39.025442860000005
269099,0.001,0.07050969451665878,269200,3918,68,-37.65475741,47.82579040527344,100.0,2692,,
269399,0.001,0.06841737776994705,269500,,,,48.08444595336914,,,100.0,-39.112714860000004
269499,0.001,0.11755065619945526,269600,3925,68,-37.88118292,47.429649353027344,100.0,2696,,
269899,0.001,0.07169678807258606,270000,,,,47.299560546875,,,100.0,-40.18757704
,,,270000,3932,68,-37.91442298,,100.0,2700,,
270299,0.001,0.0715487003326416,270400,3935,68,-38.10883062,48.249473571777344,100.0,2704,,
270399,0.001,0.10296360403299332,270500,,,,48.04533386230469,,,100.0,-38.67839422
270699,0.001,0.08999644219875336,270800,3941,68,-38.349130450000004,48.007816314697266,100.0,2708,,
270899,0.001,0.05432542413473129,271000,,,,47.77104949951172,,,100.0,-39.86776054
271099,0.001,0.15443702042102814,271200,3948,68,-38.665703750000006,47.913543701171875,100.0,2712,,
271399,0.001,0.09275270998477936,271500,,,,47.8375358581543,,,100.0,-40.06688704
271499,0.001,0.06901279091835022,271600,3954,68,-38.61264337000001,47.83721160888672,100.0,2716,,
271899,0.001,0.09741885960102081,272000,,,,48.29391860961914,,,100.0,-40.62723358
,,,272000,3961,68,-38.794333570000006,,100.0,2720,,
272299,0.001,0.10693207383155823,272400,3963,68,-38.77016896999999,48.345401763916016,100.0,2724,,
272399,0.001,0.0872054398059845,272500,,,,47.64276885986328,,,100.0,-38.41700056
272699,0.001,0.07458773255348206,272800,3970,68,-38.72935341,48.16839599609375,100.0,2728,,
272899,0.001,0.11799777299165726,273000,,,,48.01728820800781,,,100.0,-39.76050558
273099,0.001,0.0905260518193245,273200,3977,68,-38.8860555,47.66216278076172,100.0,2732,,
273399,0.001,0.11739083379507065,273500,,,,47.657264709472656,,,100.0,-40.61391336
273499,0.001,0.10496275871992111,273600,3984,68,-38.97479257,47.51145935058594,100.0,2736,,
273899,0.001,0.09535707533359528,274000,,,,47.88306427001953,,,100.0,-38.735290299999996
,,,274000,3990,68,-39.053485370000004,,100.0,2740,,
274299,0.001,0.12881387770175934,274400,3993,68,-39.19813937000001,48.087364196777344,100.0,2744,,
274399,0.001,0.11710020899772644,274500,,,,47.96076965332031,,,100.0,-40.47084282
274699,0.001,0.10870005190372467,274800,3999,68,-39.59057069,47.86170959472656,100.0,2748,,
274899,0.001,0.11771824210882187,275000,,,,47.466468811035156,,,100.0,-40.642026279999996
275099,0.001,0.2546600103378296,275200,4006,68,-39.60542478,47.51171112060547,100.0,2752,,
275399,0.001,0.11722976714372635,275500,,,,47.985633850097656,,,100.0,-40.50004786
275499,0.001,0.11556713283061981,275600,4013,68,-39.785056319999995,47.93415451049805,100.0,2756,,
275899,0.001,0.15191493928432465,276000,,,,47.55470275878906,,,100.0,-40.06143262
,,,276000,4020,68,-39.90163033,,100.0,2760,,
276299,0.001,0.09813982993364334,276400,4022,68,-39.61763833,47.3836555480957,100.0,2764,,
276399,0.001,0.11013050377368927,276500,,,,47.856109619140625,,,100.0,-40.63411278
276699,0.001,0.12796363234519958,276800,4029,68,-39.52944721,47.68158721923828,100.0,2768,,
276899,0.001,0.1200052797794342,277000,,,,47.853912353515625,,,100.0,-41.33304796
277099,0.001,0.08882270753383636,277200,4035,68,-39.23659639,48.545711517333984,100.0,2772,,
277399,0.001,0.1334725022315979,277500,,,,47.60875701904297,,,100.0,-40.7886855
277499,0.001,0.1298447549343109,277600,4043,68,-39.311337810000005,47.69499969482422,100.0,2776,,
277899,0.001,0.11515145003795624,278000,,,,48.114013671875,,,100.0,-39.1972657
,,,278000,4049,68,-39.36756445,,100.0,2780,,
278299,0.001,0.09654983133077621,278400,4051,68,-39.477321370000006,47.901268005371094,100.0,2784,,
278399,0.001,0.17455363273620605,278500,,,,47.75758743286133,,,100.0,-41.40983368
278699,0.001,0.11301533877849579,278800,4058,68,-39.753482500000004,47.65776062011719,100.0,2788,,
278899,0.001,0.08951850235462189,279000,,,,47.77041244506836,,,100.0,-40.53542608
279099,0.001,0.1254168301820755,279200,4065,68,-39.92833202,48.311588287353516,100.0,2792,,
279399,0.001,0.10141098499298096,279500,,,,47.78426742553711,,,100.0,-38.999639040000005
279499,0.001,0.0951978862285614,279600,4071,68,-39.84153258,48.35296630859375,100.0,2796,,
279899,0.001,0.10199327021837234,280000,,,,47.4619026184082,,,100.0,-40.01039078
,,,280000,4078,68,-39.89749952,,100.0,2800,,
280299,0.001,0.09519633650779724,280400,4080,68,-39.60358314,47.68294143676758,100.0,2804,,
280399,0.001,0.08910182863473892,280500,,,,47.46563720703125,,,100.0,-38.04477348
280699,0.001,0.10980743169784546,280800,4087,68,-39.48788907,47.6940803527832,100.0,2808,,
280899,0.001,0.08825819194316864,281000,,,,47.45816421508789,,,100.0,-38.78723122
281099,0.001,0.0893591046333313,281200,4094,68,-39.35703063999999,47.21731948852539,100.0,2812,,
281399,0.001,0.09804590791463852,281500,,,,47.62588119506836,,,100.0,-51.141842700000005
281499,0.001,0.08840906620025635,281600,4100,68,-39.36534384000001,48.154823303222656,100.0,2816,,
281899,0.001,0.08938588201999664,282000,,,,47.24903869628906,,,100.0,-44.61710292
,,,282000,4107,68,-40.76838918000001,,100.0,2820,,
282299,0.001,0.09617654234170914,282400,4110,68,-40.964178700000005,47.824493408203125,100.0,2824,,
282399,0.001,0.3348344564437866,282500,,,,47.76487731933594,,,100.0,-38.74322444
282699,0.001,0.07962577790021896,282800,4117,68,-41.31297077,47.422462463378906,100.0,2828,,
282899,0.001,0.10606551170349121,283000,,,,47.366355895996094,,,100.0,-38.6212174
283099,0.001,0.09154937416315079,283200,4123,68,-41.18177415,47.357261657714844,100.0,2832,,
283399,0.001,0.07993923127651215,283500,,,,47.388275146484375,,,100.0,-39.423869859999996
283499,0.001,0.07572408020496368,283600,4130,68,-41.11710342000001,47.34965515136719,100.0,2836,,
283899,0.001,0.08521221578121185,284000,,,,46.906097412109375,,,100.0,-38.427735000000006
,,,284000,4136,68,-40.98468559,,100.0,2840,,
284299,0.001,0.07937832176685333,284400,4139,68,-40.64568095,47.9650764465332,100.0,2844,,
284399,0.001,0.08619718253612518,284500,,,,47.39193344116211,,,100.0,-39.56356828
284699,0.001,0.11192972958087921,284800,4145,68,-40.39489124999999,47.168670654296875,100.0,2848,,
284899,0.001,0.06646760553121567,285000,,,,47.709407806396484,,,100.0,-39.80601314
285099,0.001,0.08084043860435486,285200,4152,68,-40.57927753,47.26116943359375,100.0,2852,,
285399,0.001,0.08815143257379532,285500,,,,47.208290100097656,,,100.0,-37.66218512
285499,0.001,0.08158405870199203,285600,4159,68,-40.49630407000001,47.09080123901367,100.0,2856,,
285899,0.001,0.07972746342420578,286000,,,,47.407615661621094,,,100.0,-37.68931952
,,,286000,4166,68,-40.48657263,,100.0,2860,,
286299,0.001,0.06012605130672455,286400,4168,68,-40.34628533,47.34967041015625,100.0,2864,,
286399,0.001,0.0578329972922802,286500,,,,47.42205810546875,,,100.0,-37.012260039999994
286699,0.001,0.06672003865242004,286800,4175,68,-40.24402499,47.532379150390625,100.0,2868,,
286899,0.001,0.0693063959479332,287000,,,,47.082374572753906,,,100.0,-37.29497195999999
287099,0.001,0.06622537970542908,287200,4181,68,-40.28128471,47.262664794921875,100.0,2872,,
287399,0.001,0.07178983092308044,287500,,,,47.327659606933594,,,100.0,-37.18156151999999
287499,0.001,0.04145495966076851,287600,4188,68,-40.09214977,47.63410186767578,100.0,2876,,
287899,0.001,0.05836804583668709,288000,,,,47.4636116027832,,,100.0,-37.503134800000005
,,,288000,4195,68,-40.087226619999996,,100.0,2880,,
288299,0.001,0.05104629695415497,288400,4197,68,-40.03862523,47.82073211669922,100.0,2884,,
288399,0.001,0.09406983852386475,288500,,,,47.57365417480469,,,100.0,-37.646471219999995
288699,0.001,0.06344804167747498,288800,4204,68,-40.07788329,47.08498001098633,100.0,2888,,
288899,0.001,0.061127495020627975,289000,,,,47.834190368652344,,,100.0,-39.536470439999995
289099,0.001,0.06754183024168015,289200,4211,68,-39.907406449999996,47.62904357910156,100.0,2892,,
289399,0.001,0.07391408830881119,289500,,,,47.21508026123047,,,100.0,-39.59605956
289499,0.001,0.07253716886043549,289600,4217,68,-39.82727364,47.54568862915039,100.0,2896,,
289899,0.001,0.06794551759958267,290000,,,,47.175907135009766,,,100.0,-37.78019156
,,,290000,4224,68,-39.68936782,,100.0,2900,,
290299,0.001,0.09415999054908752,290400,4226,68,-39.720832210000005,47.34172058105469,100.0,2904,,
290399,0.001,0.06846775114536285,290500,,,,47.181373596191406,,,100.0,-40.2555701
290699,0.001,0.08198358118534088,290800,4233,68,-39.4921396,46.92112731933594,100.0,2908,,
290899,0.001,0.06921754777431488,291000,,,,47.47452926635742,,,100.0,-37.99231938
291099,0.001,0.06429436802864075,291200,4240,68,-39.42915260999999,47.26856231689453,100.0,2912,,
291399,0.001,0.05442329868674278,291500,,,,47.67029571533203,,,100.0,-39.136754100000005
291499,0.001,0.05935195833444595,291600,4247,68,-39.32603947,47.38652801513672,100.0,2916,,
291899,0.001,0.06575796008110046,292000,,,,47.16800308227539,,,100.0,-38.38032216
,,,292000,4254,68,-37.76386284,,100.0,2920,,
292299,0.001,0.07243897020816803,292400,4256,68,-37.850861779999995,47.522056579589844,100.0,2924,,
292399,0.001,0.054286930710077286,292500,,,,47.11153793334961,,,100.0,-40.53535522
292699,0.001,0.05978035181760788,292800,4263,68,-37.65667122,47.394737243652344,100.0,2928,,
292899,0.001,0.05323672294616699,293000,,,,47.04846954345703,,,100.0,-39.70935404
293099,0.001,0.05465102195739746,293200,4269,68,-37.600586140000004,46.717926025390625,100.0,2932,,
293399,0.001,0.05155427008867264,293500,,,,47.31217956542969,,,100.0,-39.71069617999999
293499,0.001,0.058308813720941544,293600,4275,68,-37.57208103000001,47.301902770996094,100.0,2936,,
293899,0.001,0.04905759543180466,294000,,,,47.434669494628906,,,100.0,-38.78849147999999
,,,294000,4282,68,-37.80575967,,100.0,2940,,
294299,0.001,0.04912450909614563,294400,4285,68,-37.926820029999995,47.128753662109375,100.0,2944,,
294399,0.001,0.05075822025537491,294500,,,,46.86381530761719,,,100.0,-39.691454119999996
294699,0.001,0.06306205689907074,294800,4292,68,-37.93217675,47.16010284423828,100.0,2948,,
294899,0.001,0.05118968337774277,295000,,,,46.88163757324219,,,100.0,-39.22921418000001
295099,0.001,0.04634205251932144,295200,4299,68,-37.86875129,46.96953582763672,100.0,2952,,
295399,0.001,0.06020953506231308,295500,,,,47.26118850708008,,,100.0,-40.158605859999994
295499,0.001,0.05590207129716873,295600,4305,68,-37.73325825,47.477455139160156,100.0,2956,,
295899,0.001,0.049373552203178406,296000,,,,47.29969787597656,,,100.0,-38.727913179999994
,,,296000,4312,68,-37.687186430000004,,100.0,2960,,
296299,0.001,0.0736539363861084,296400,4315,68,-38.10684424000001,47.16706085205078,100.0,2964,,
296399,0.001,0.06712886691093445,296500,,,,46.649383544921875,,,100.0,-39.32280234000001
296699,0.001,0.057590506970882416,296800,4321,68,-38.15990413,46.95893096923828,100.0,2968,,
296899,0.001,0.05332797020673752,297000,,,,47.03676223754883,,,100.0,-40.06271852
297099,0.001,0.048270754516124725,297200,4328,68,-38.406735850000004,47.15803527832031,100.0,2972,,
297399,0.001,0.06138630956411362,297500,,,,46.83604431152344,,,100.0,-39.31118418
297499,0.001,0.04033273458480835,297600,4335,68,-38.67474708,46.864013671875,100.0,2976,,
297899,0.001,0.038730718195438385,298000,,,,46.63881301879883,,,100.0,-37.89592968
,,,298000,4341,68,-38.53258073999999,,100.0,2980,,
298299,0.001,0.0630442351102829,298400,4344,68,-38.755960769999994,47.1140251159668,100.0,2984,,
298399,0.001,0.03439909592270851,298500,,,,46.781497955322266,,,100.0,-37.19027056
298699,0.001,0.04695633426308632,298800,4350,68,-38.51635255,47.07603454589844,100.0,2988,,
298899,0.001,0.04990571737289429,299000,,,,47.17341995239258,,,100.0,-37.80483626
299099,0.001,0.03864849731326103,299200,4357,68,-38.530342149999996,46.984344482421875,100.0,2992,,
299399,0.001,0.0490255132317543,299500,,,,46.62848663330078,,,100.0,-37.477463959999994
299499,0.001,0.04361790418624878,299600,4363,68,-38.426582620000005,47.16547393798828,100.0,2996,,
299899,0.001,0.04472419247031212,300000,,,,47.36135482788086,,,100.0,-37.15662508
,,,300000,4370,68,-38.476164,,100.0,3000,,
300299,0.001,0.0386534221470356,300400,4373,68,-38.4766766,46.70185470581055,100.0,3004,,
300399,0.001,0.041940830647945404,300500,,,,46.836692810058594,,,100.0,-36.920125420000005
300699,0.001,0.03764638677239418,300800,4380,68,-38.58487203,46.985782623291016,100.0,3008,,
300899,0.001,0.04357177019119263,301000,,,,46.7828369140625,,,100.0,-37.13539228
301099,0.001,0.05260797217488289,301200,4387,68,-38.84397463,46.78221893310547,100.0,3012,,
301399,0.001,0.03241455927491188,301500,,,,46.6812744140625,,,100.0,-36.56770274
301499,0.001,0.04169100150465965,301600,4393,68,-38.688583169999994,47.17774200439453,100.0,3016,,
301899,0.001,0.04099453613162041,302000,,,,47.273040771484375,,,100.0,-37.27852404
