time/time_elapsed,rollout/ep_rew_mean,train/critic_loss,time/fps,train/actor_loss,time/total_timesteps,train/n_updates,time/episodes,rollout/ep_len_mean,train/ent_coef,train/ent_coef_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
7519,-33.83668734999999,,36,,274000,,2740,100.0,,,,,
7524,-33.79285996,0.010235248133540154,36,32.98366928100586,274400,274299,2744,100.0,0.007992739789187908,-0.1975727677345276,0.0003,,
,,0.01244240440428257,,32.22792053222656,274500,274399,,,0.007980347611010075,-0.09716463088989258,0.0003,100.0,-32.05735026
7536,-33.88727004,0.01322087086737156,36,32.87480926513672,274800,274699,2748,100.0,0.008075722493231297,-0.024158090353012085,0.0003,,
,,0.013398207724094391,,32.89500045776367,275000,274899,,,0.008026150055229664,-0.3615972399711609,0.0003,100.0,-32.122814680000005
7549,-33.96092078000001,0.0094466432929039,36,32.38897705078125,275200,275099,2752,100.0,0.008045281283557415,0.008274376392364502,0.0003,,
,,0.010968717746436596,,33.064064025878906,275500,275399,,,0.00792904943227768,0.5603951811790466,0.0003,100.0,-32.26210122
7562,-33.88666031,0.010311441496014595,36,32.4953727722168,275600,275499,2756,100.0,0.007882737554609776,-0.2741527259349823,0.0003,,
,,0.011766374111175537,,32.907798767089844,276000,275899,,,0.007924732752144337,0.19942942261695862,0.0003,100.0,-32.35179857999999
7574,-33.87994947,,36,,276000,,2760,100.0,,,,,
7579,-33.79444516,0.01099456287920475,36,32.67671203613281,276400,276299,2764,100.0,0.007937795482575893,-0.09562698006629944,0.0003,,
,,0.012305974960327148,,32.54967498779297,276500,276399,,,0.00795276090502739,-0.7877117395401001,0.0003,100.0,-32.01875022
7592,-33.713221090000005,0.011505572125315666,36,32.716739654541016,276800,276699,2768,100.0,0.0081013860180974,1.1698644161224365,0.0003,,
,,0.014431830495595932,,32.4724006652832,277000,276899,,,0.008059696294367313,-0.7401182055473328,0.0003,100.0,-32.29712776
7604,-33.921367479999994,0.011439640074968338,36,33.03147888183594,277200,277099,2772,100.0,0.0080029908567667,-0.5380645990371704,0.0003,,
,,0.008376466110348701,,31.74810028076172,277500,277399,,,0.008026046678423882,0.2637232840061188,0.0003,100.0,-32.22649908
7617,-33.937616649999995,0.011418167501688004,36,32.4512825012207,277600,277499,2776,100.0,0.008039114996790886,-0.01393100619316101,0.0003,,
,,0.016361569985747337,,32.388755798339844,278000,277899,,,0.007993273437023163,-1.0952781438827515,0.0003,100.0,-32.063370660000004
7629,-33.80526303,,36,,278000,,2780,100.0,,,,,
7634,-33.588010569999994,0.01103607565164566,36,32.65290451049805,278400,278299,2784,100.0,0.008099563419818878,-0.38010019063949585,0.0003,,
,,0.011345401406288147,,32.982269287109375,278500,278399,,,0.00799614004790783,-0.011617571115493774,0.0003,100.0,-32.27052128
7647,-33.40490466,0.010307522490620613,36,32.857120513916016,278800,278699,2788,100.0,0.0080708097666502,-1.1772364377975464,0.0003,,
,,0.01697101816534996,,32.68928146362305,279000,278899,,,0.008064547553658485,0.5783547759056091,0.0003,100.0,-32.20357488
7660,-33.26098286999999,0.008983977138996124,36,32.4594612121582,279200,279099,2792,100.0,0.008102135732769966,0.052375227212905884,0.0003,,
,,0.010109026916325092,,32.505706787109375,279500,279399,,,0.008045995607972145,0.4518525302410126,0.0003,100.0,-32.321570140000006
7672,-32.97550169,0.008516363799571991,36,32.08136749267578,279600,279499,2796,100.0,0.008128597401082516,1.368800401687622,0.0003,,
,,0.011255627498030663,,32.3032112121582,280000,279899,,,0.008136395364999771,0.12589101493358612,0.0003,100.0,-32.620250899999995
7685,-32.960693420000005,,36,,280000,,2800,100.0,,,,,
7690,-32.903021960000004,0.010654815472662449,36,32.21492385864258,280400,280299,2804,100.0,0.008181240409612656,0.29248371720314026,0.0003,,
,,0.00833117961883545,,32.066375732421875,280500,280399,,,0.008113711141049862,0.6416730880737305,0.0003,100.0,-32.63859164
7702,-32.99040657,0.012692765332758427,36,32.38249206542969,280800,280699,2808,100.0,0.0080952113494277,0.21053621172904968,0.0003,,
,,0.012267920188605785,,32.556297302246094,281000,280899,,,0.008077342994511127,0.8772891163825989,0.0003,100.0,-32.43956463999999
7715,-33.07037752,0.010814053937792778,36,32.391326904296875,281200,281099,2812,100.0,0.008103967644274235,-0.3748680651187897,0.0003,,
,,0.01563873700797558,,32.40345001220703,281500,281399,,,0.008205768652260303,0.4607905149459839,0.0003,100.0,-32.424942859999994
7727,-32.94388945,0.010601207613945007,36,32.76866149902344,281600,281499,2816,100.0,0.008293667808175087,-0.5563771724700928,0.0003,,
,,0.01013699360191822,,32.136940002441406,282000,281899,,,0.008199787698686123,0.18301072716712952,0.0003,100.0,-31.779334580000004
7740,-33.06746880000001,,36,,282000,,2820,100.0,,,,,
7745,-33.246900620000005,0.011365095153450966,36,32.565513610839844,282400,282299,2824,100.0,0.008241617120802402,-0.955394983291626,0.0003,,
,,0.010798336938023567,,32.52227020263672,282500,282399,,,0.008230934850871563,0.4549650251865387,0.0003,100.0,-32.847868940000005
7757,-33.48095266,0.015795260667800903,36,32.490413665771484,282800,282699,2828,100.0,0.008186551742255688,-0.06350979208946228,0.0003,,
,,0.011524253524839878,,32.134063720703125,283000,282899,,,0.008163945749402046,-0.08428196609020233,0.0003,100.0,-32.4438334
7770,-33.36092774000001,0.010709005407989025,36,32.918312072753906,283200,283099,2832,100.0,0.008273539133369923,0.5893437266349792,0.0003,,
,,0.011804931797087193,,32.302642822265625,283500,283399,,,0.008338631130754948,-1.0661545991897583,0.0003,100.0,-32.33982066
7782,-33.370447510000005,0.011589276604354382,36,32.19536590576172,283600,283499,2836,100.0,0.00832363497465849,-1.201695203781128,0.0003,,
,,0.011706016957759857,,31.97631072998047,284000,283899,,,0.008259454742074013,0.16076576709747314,0.0003,100.0,-32.14670618
7794,-33.67726638999999,,36,,284000,,2840,100.0,,,,,
7799,-33.777525409999996,0.010466965846717358,36,32.79118347167969,284400,284299,2844,100.0,0.008335351943969727,-0.3511319160461426,0.0003,,
,,0.008949054405093193,,32.09425354003906,284500,284399,,,0.008353443816304207,-0.6685118675231934,0.0003,100.0,-32.69580078
7812,-33.68360488,0.01482987031340599,36,32.720741271972656,284800,284699,2848,100.0,0.00831751711666584,-0.8624387383460999,0.0003,,
,,0.01224722433835268,,32.20153045654297,285000,284899,,,0.008321158587932587,0.9119850993156433,0.0003,100.0,-32.00590306
7824,-33.67855394,0.011177292093634605,36,32.65522766113281,285200,285099,2852,100.0,0.00830958504229784,1.040374994277954,0.0003,,
,,0.010432804003357887,,32.246089935302734,285500,285399,,,0.008317053318023682,0.5811039805412292,0.0003,100.0,-32.58565548
7837,-33.82450787,0.012038899585604668,36,32.23694610595703,285600,285499,2856,100.0,0.008305342867970467,-1.0274713039398193,0.0003,,
,,0.010972235351800919,,32.10598373413086,286000,285899,,,0.008241935633122921,-0.28573545813560486,0.0003,100.0,-32.55306002
7849,-33.828947959999994,,36,,286000,,2860,100.0,,,,,
7854,-33.88685991,0.010427812114357948,36,32.713531494140625,286400,286299,2864,100.0,0.00830110628157854,-0.13630759716033936,0.0003,,
,,0.01093779131770134,,32.37164306640625,286500,286399,,,0.008237063884735107,0.31861749291419983,0.0003,100.0,-32.6145468
7866,-33.87366050999999,0.012050529941916466,36,32.309120178222656,286800,286699,2868,100.0,0.008383643813431263,0.06529171764850616,0.0003,,
,,0.016844559460878372,,32.4734992980957,287000,286899,,,0.008213558234274387,0.251749724149704,0.0003,100.0,-32.29772758
7879,-33.57800987,0.013599485158920288,36,32.00928497314453,287200,287099,2872,100.0,0.008191869594156742,-0.33230218291282654,0.0003,,
,,0.010532931424677372,,32.52324676513672,287500,287399,,,0.008216727524995804,-0.07789522409439087,0.0003,100.0,-32.162463380000005
7892,-33.63704156,0.009145575575530529,36,32.317787170410156,287600,287499,2876,100.0,0.008238980546593666,1.574916124343872,0.0003,,
,,0.014903970994055271,,31.935565948486328,288000,287899,,,0.008351213298738003,-0.36623233556747437,0.0003,100.0,-32.1816878
7904,-33.64032881,,36,,288000,,2880,100.0,,,,,
7909,-33.61489313,0.015213031321763992,36,32.2010498046875,288400,288299,2884,100.0,0.008204327896237373,-0.34666943550109863,0.0003,,
,,0.008834472857415676,,32.45035934448242,288500,288399,,,0.008182679302990437,0.7785707116127014,0.0003,100.0,-32.1204136
7921,-33.62157096,0.010818539187312126,36,32.42420959472656,288800,288699,2888,100.0,0.008282380178570747,0.4015827178955078,0.0003,,
,,0.01278676837682724,,33.018463134765625,289000,288899,,,0.00831166934221983,0.5259919762611389,0.0003,100.0,-32.08060602
7934,-33.83655102,0.012084001675248146,36,31.97855567932129,289200,289099,2892,100.0,0.008279525674879551,-0.8322697877883911,0.0003,,
,,0.008352739736437798,,32.398826599121094,289500,289399,,,0.008338925428688526,0.5352208614349365,0.0003,100.0,-32.408260219999995
7947,-33.92352154999999,0.00945160910487175,36,32.241249084472656,289600,289499,2896,100.0,0.008364895358681679,-0.23695524036884308,0.0003,,
,,0.008092731237411499,,32.321380615234375,290000,289899,,,0.008112872019410133,-0.8896726369857788,0.0003,100.0,-32.040403839999996
7959,-33.89549304,,36,,290000,,2900,100.0,,,,,
7964,-34.04075097,0.013954589143395424,36,32.35060119628906,290400,290299,2904,100.0,0.008097728714346886,0.4911124110221863,0.0003,,
,,0.013795360922813416,,32.43675231933594,290500,290399,,,0.008106761611998081,0.31958580017089844,0.0003,100.0,-32.01328326
7977,-33.998027900000004,0.008883696049451828,36,32.103878021240234,290800,290699,2908,100.0,0.008170952089130878,0.6947060823440552,0.0003,,
,,0.013867110013961792,,32.56890106201172,291000,290899,,,0.008211369626224041,0.21668851375579834,0.0003,100.0,-32.580630500000005
7989,-34.00756464,0.007489877752959728,36,31.972000122070312,291200,291099,2912,100.0,0.008250475861132145,1.0137819051742554,0.0003,,
,,0.008662145584821701,,32.0540771484375,291500,291399,,,0.008325719274580479,0.6693326234817505,0.0003,100.0,-32.46256754
8002,-34.087750230000005,0.011032622307538986,36,32.54001998901367,291600,291499,2916,100.0,0.008331600576639175,-0.04201921820640564,0.0003,,
,,0.011290504597127438,,32.837364196777344,292000,291899,,,0.008327080868184566,-0.3703244924545288,0.0003,100.0,-32.2984855
8014,-34.13389819,,36,,292000,,2920,100.0,,,,,
8019,-34.10444743,0.007627234328538179,36,31.967060089111328,292400,292299,2924,100.0,0.00831547100096941,-0.7935894727706909,0.0003,,
,,0.008408807218074799,,32.27116012573242,292500,292399,,,0.008244643919169903,-0.5944652557373047,0.0003,100.0,-31.879432719999997
8032,-34.064931550000004,0.009257364086806774,36,32.39501190185547,292800,292699,2928,100.0,0.008219913579523563,-0.4480974078178406,0.0003,,
,,0.011088434606790543,,32.65217590332031,293000,292899,,,0.008261214941740036,0.8795795440673828,0.0003,100.0,-32.396249239999996
8044,-34.120813829999996,0.011755404993891716,36,31.787687301635742,293200,293099,2932,100.0,0.00825946219265461,1.9992601871490479,0.0003,,
,,0.008715866133570671,,32.107948303222656,293500,293399,,,0.008299950510263443,-0.5203555822372437,0.0003,100.0,-31.85107678
8057,-34.085228439999995,0.010446524247527122,36,32.098297119140625,293600,293499,2936,100.0,0.008277662098407745,0.5857780575752258,0.0003,,
,,0.013363426551222801,,32.032684326171875,294000,293899,,,0.008220398798584938,0.08065402507781982,0.0003,100.0,-31.90976666
8070,-33.92368174999999,,36,,294000,,2940,100.0,,,,,
8074,-33.93071594,0.011135411448776722,36,32.35878372192383,294400,294299,2944,100.0,0.008276442997157574,1.2975949048995972,0.0003,,
,,0.01031067967414856,,32.269100189208984,294500,294399,,,0.008294929750263691,0.5138695240020752,0.0003,100.0,-32.187202240000005
8087,-33.939775340000004,0.011550091207027435,36,32.43088912963867,294800,294699,2948,100.0,0.008241663686931133,-0.12444961071014404,0.0003,,
,,0.00982529204338789,,31.596923828125,295000,294899,,,0.0082634212449193,-0.05212968587875366,0.0003,100.0,-33.23633376
8099,-33.745906809999994,0.010395471006631851,36,32.47639083862305,295200,295099,2952,100.0,0.008257076144218445,-0.20752137899398804,0.0003,,
,,0.011732984334230423,,31.87386703491211,295500,295399,,,0.008183780126273632,0.5466423630714417,0.0003,100.0,-31.676112459999995
8112,-33.66698399999999,0.008509604260325432,36,31.981857299804688,295600,295499,2956,100.0,0.008180670440196991,-0.519953727722168,0.0003,,
,,0.0072832535952329636,,31.60145378112793,296000,295899,,,0.008239283226430416,0.5251802802085876,0.0003,100.0,-31.909638140000002
8124,-33.727422700000005,,36,,296000,,2960,100.0,,,,,
8129,-33.770406939999994,0.00990217737853527,36,31.85184097290039,296400,296299,2964,100.0,0.008408613502979279,0.8068558573722839,0.0003,,
,,0.010473137721419334,,32.81300354003906,296500,296399,,,0.008394179865717888,0.022026225924491882,0.0003,100.0,-32.105554639999994
8142,-33.70721216,0.009531977586448193,36,32.27119445800781,296800,296699,2968,100.0,0.008118311874568462,0.031116724014282227,0.0003,,
,,0.008465074002742767,,32.73055648803711,297000,296899,,,0.008279114961624146,0.23985785245895386,0.0003,100.0,-32.42056896
8154,-34.044003010000004,0.009354131296277046,36,32.15005111694336,297200,297099,2972,100.0,0.008288053795695305,-0.5372661352157593,0.0003,,
,,0.01022438146173954,,32.332763671875,297500,297399,,,0.008167368359863758,-0.4607350528240204,0.0003,100.0,-32.3261114
8167,-34.09477704,0.009651344269514084,36,32.32090759277344,297600,297499,2976,100.0,0.008196933194994926,0.3398112654685974,0.0003,,
,,0.007734810467809439,,32.055294036865234,298000,297899,,,0.00824339035898447,-0.13129281997680664,0.0003,100.0,-32.681060220000006
8180,-34.05621493,,36,,298000,,2980,100.0,,,,,
8184,-34.17473532000001,0.01097792387008667,36,32.065467834472656,298400,298299,2984,100.0,0.008207341656088829,-0.3588958978652954,0.0003,,
,,0.009145327843725681,,32.42949676513672,298500,298399,,,0.008218157105147839,0.8167496919631958,0.0003,100.0,-32.25306862
8197,-34.19218445,0.009331628680229187,36,31.962360382080078,298800,298699,2988,100.0,0.008311768993735313,0.8514344096183777,0.0003,,
,,0.00958908163011074,,32.16925048828125,299000,298899,,,0.0083192503079772,0.7143857479095459,0.0003,100.0,-32.274068379999996
8210,-34.07961018,0.009618006646633148,36,31.780235290527344,299200,299099,2992,100.0,0.008205987513065338,0.8661839365959167,0.0003,,
,,0.009482305496931076,,32.584259033203125,299500,299399,,,0.008263169787824154,-0.2059716433286667,0.0003,100.0,-32.203787080000005
8222,-34.22646045,0.008462103083729744,36,31.565885543823242,299600,299499,2996,100.0,0.008319650776684284,0.27113765478134155,0.0003,,
,,0.008609926328063011,,32.31455993652344,300000,299899,,,0.008287990465760231,-0.7899177074432373,0.0003,100.0,-32.49156068
8235,-34.37229858,,36,,300000,,3000,100.0,,,,,
8240,-34.44149791,0.010594943538308144,36,32.054054260253906,300400,300299,3004,100.0,0.008210777305066586,-0.8136357069015503,0.0003,,
,,0.007909168489277363,,32.069618225097656,300500,300399,,,0.008214971981942654,0.163353830575943,0.0003,100.0,-32.034547780000004
8252,-34.398230819999995,0.010365862399339676,36,31.719173431396484,300800,300699,3008,100.0,0.008267102763056755,-0.09621454775333405,0.0003,,
,,0.009396061301231384,,31.535980224609375,301000,300899,,,0.008229867555201054,0.9881688952445984,0.0003,100.0,-32.37319336
8265,-34.28786639,0.01133206021040678,36,32.08790588378906,301200,301099,3012,100.0,0.008277970366179943,0.6157033443450928,0.0003,,
,,0.011486096307635307,,31.991743087768555,301500,301399,,,0.00824650377035141,-0.2241155207157135,0.0003,100.0,-32.66783154
8278,-34.27861175,0.012516267597675323,36,31.85175132751465,301600,301499,3016,100.0,0.00826401636004448,0.917698323726654,0.0003,,
,,0.007569362409412861,,32.31592559814453,302000,301899,,,0.008265376091003418,-1.2142502069473267,0.0003,100.0,-31.953948240000003
8290,-34.163079380000006,,36,,302000,,3020,100.0,,,,,
8295,-34.09015637,0.008485999889671803,36,32.13667678833008,302400,302299,3024,100.0,0.00811957847326994,-0.9615570306777954,0.0003,,
,,0.007346601225435734,,31.611980438232422,302500,302399,,,0.008238418959081173,1.1441625356674194,0.0003,100.0,-31.804199819999997
8308,-33.98289292,0.010081011801958084,36,32.070838928222656,302800,302699,3028,100.0,0.008333861827850342,-0.5492710471153259,0.0003,,
,,0.008735700510442257,,32.613922119140625,303000,302899,,,0.008253434672951698,-0.26859644055366516,0.0003,100.0,-32.37404736
8320,-34.075264250000004,0.008462605997920036,36,32.23219680786133,303200,303099,3032,100.0,0.008283158764243126,-0.17063598334789276,0.0003,,
,,0.009978169575333595,,32.047035217285156,303500,303399,,,0.008183632045984268,0.15194500982761383,0.0003,100.0,-33.24589732
8333,-34.20417068,0.012931347824633121,36,32.41401672363281,303600,303499,3036,100.0,0.008157404139637947,0.1676619052886963,0.0003,,
,,0.013483228161931038,,32.075443267822266,304000,303899,,,0.008188163861632347,0.6636418104171753,0.0003,100.0,-33.36821534
8345,-34.304552019999996,,36,,304000,,3040,100.0,,,,,
8350,-34.28255098,0.008122756145894527,36,32.37213134765625,304400,304299,3044,100.0,0.008045898750424385,0.7909163236618042,0.0003,,
,,0.009110500104725361,,32.102294921875,304500,304399,,,0.008055511862039566,0.9907885193824768,0.0003,100.0,-32.231351759999995
8363,-34.100977619999995,0.011886528693139553,36,32.089599609375,304800,304699,3048,100.0,0.008182593621313572,1.4179236888885498,0.0003,,
,,0.009973965585231781,,32.046424865722656,305000,304899,,,0.00813259743154049,-0.13293588161468506,0.0003,100.0,-32.71207786
8376,-34.15664805,0.00784643180668354,36,32.39925003051758,305200,305099,3052,100.0,0.008140885271131992,0.03328019380569458,0.0003,,
,,0.009267538785934448,,32.43832015991211,305500,305399,,,0.008231292478740215,0.2840099036693573,0.0003,100.0,-32.16257915999999
8388,-34.054446129999995,0.007497718557715416,36,31.91146469116211,305600,305499,3056,100.0,0.008186317048966885,0.07149094343185425,0.0003,,
,,0.008343515917658806,,31.893144607543945,306000,305899,,,0.008159076794981956,1.37214994430542,0.0003,100.0,-32.18415956
8401,-34.093587340000006,,36,,306000,,3060,100.0,,,,,
8405,-33.97955295,0.006911929696798325,36,32.21110916137695,306400,306299,3064,100.0,0.008205212652683258,-0.5754870772361755,0.0003,,
,,0.009671531617641449,,32.06742858886719,306500,306399,,,0.008079989813268185,-1.036910057067871,0.0003,100.0,-32.6307823
8418,-34.045188319999994,0.010735247284173965,36,31.77613067626953,306800,306699,3068,100.0,0.008129271678626537,-0.8807687759399414,0.0003,,
,,0.009484592825174332,,31.84390640258789,307000,306899,,,0.008181165903806686,0.189952552318573,0.0003,100.0,-32.17987566
8430,-33.88885005,0.0072279819287359715,36,31.98611831665039,307200,307099,3072,100.0,0.008113463409245014,0.733992874622345,0.0003,,
,,0.007664089556783438,,31.888050079345703,307500,307399,,,0.008197246119379997,0.5013654828071594,0.0003,100.0,-33.45235562
8443,-33.81652261,0.008663163520395756,36,31.630565643310547,307600,307499,3076,100.0,0.008178451098501682,0.07641616463661194,0.0003,,
,,0.010548228397965431,,31.694183349609375,308000,307899,,,0.008021416142582893,0.7176468372344971,0.0003,100.0,-32.01536694
8456,-33.88030726,,36,,308000,,3080,100.0,,,,,
8460,-33.795301800000004,0.01022214163094759,36,31.894145965576172,308400,308299,3084,100.0,0.008134912699460983,-0.15672487020492554,0.0003,,
,,0.010767510160803795,,32.123741149902344,308500,308399,,,0.00809911172837019,0.12709873914718628,0.0003,100.0,-32.0412068
8473,-33.89533432,0.007646015379577875,36,32.60157012939453,308800,308699,3088,100.0,0.008172822184860706,1.2786999940872192,0.0003,,
,,0.01187409833073616,,31.670978546142578,309000,308899,,,0.008098404854536057,0.18625271320343018,0.0003,100.0,-32.68922454
8486,-34.031438109999996,0.009126897901296616,36,31.642789840698242,309200,309099,3092,100.0,0.008100563660264015,-1.6505231857299805,0.0003,,
,,0.009305734187364578,,32.074283599853516,309500,309399,,,0.008059472776949406,0.27709725499153137,0.0003,100.0,-32.5310031
8498,-33.97034604,0.01017779391258955,36,31.87859344482422,309600,309499,3096,100.0,0.008062114007771015,-0.6167281270027161,0.0003,,
,,0.02742445096373558,,31.850013732910156,310000,309899,,,0.008106742054224014,0.43604153394699097,0.0003,100.0,-32.16483162
8511,-34.06609554999999,,36,,310000,,3100,100.0,,,,,
8515,-34.02879043,0.01113255973905325,36,32.06648254394531,310400,310299,3104,100.0,0.008127817884087563,-0.4882763624191284,0.0003,,
,,0.009781179949641228,,32.00227355957031,310500,310399,,,0.00817771814763546,-0.5338934659957886,0.0003,100.0,-34.980237280000004
8528,-34.04052756,0.01394788920879364,36,32.42316436767578,310800,310699,3108,100.0,0.008217127062380314,0.5353924036026001,0.0003,,
,,0.009702669456601143,,32.24217224121094,311000,310899,,,0.008114763535559177,-0.5265107154846191,0.0003,100.0,-32.44982564
8541,-34.15833722,0.009137216955423355,36,31.418058395385742,311200,311099,3112,100.0,0.00814304780215025,-0.4828425347805023,0.0003,,
,,0.00911901704967022,,32.348876953125,311500,311399,,,0.008185407146811485,-0.102702796459198,0.0003,100.0,-32.32832632
8553,-34.095257800000006,0.010301347821950912,36,31.70108413696289,311600,311499,3116,100.0,0.008208041079342365,-0.2512274980545044,0.0003,,
,,0.0074244006536901,,31.93268585205078,312000,311899,,,0.008156201802194118,0.05543907731771469,0.0003,100.0,-31.77588832
8566,-34.24138055,,36,,312000,,3120,100.0,,,,,
8570,-34.29976765000001,0.009070469066500664,36,31.69403839111328,312400,312299,3124,100.0,0.00827688816934824,0.3954068422317505,0.0003,,
,,0.010037194006145,,31.83245086669922,312500,312399,,,0.008192307315766811,-0.010943323373794556,0.0003,100.0,-32.02062852
8583,-34.39982345000001,0.009297466836869717,36,32.42741394042969,312800,312699,3128,100.0,0.008212312124669552,-1.4305223226547241,0.0003,,
,,0.0073717995546758175,,32.36106872558594,313000,312899,,,0.008243334479629993,-1.1078510284423828,0.0003,100.0,-32.07617768
8595,-34.16571989000001,0.009673676453530788,36,31.995834350585938,313200,313099,3132,100.0,0.00811846274882555,-0.31688058376312256,0.0003,,
,,0.008867355063557625,,31.79196548461914,313500,313399,,,0.00810516532510519,-0.5812625885009766,0.0003,100.0,-31.747310180000003
8608,-33.99731582000001,0.0070821670815348625,36,32.075164794921875,313600,313499,3136,100.0,0.008139864541590214,-0.6170621514320374,0.0003,,
,,0.0073774526827037334,,31.668964385986328,314000,313899,,,0.008230569772422314,1.217394471168518,0.0003,100.0,-32.07190016
8621,-33.76581067,,36,,314000,,3140,100.0,,,,,
8625,-33.92614013,0.011183994822204113,36,32.0500602722168,314400,314299,3144,100.0,0.008114422671496868,-0.31325045228004456,0.0003,,
,,0.009324681013822556,,32.44944763183594,314500,314399,,,0.008151463232934475,0.7310013175010681,0.0003,100.0,-31.86906106
8638,-33.8596601,0.01078711822628975,36,31.952110290527344,314800,314699,3148,100.0,0.008157248608767986,0.20951198041439056,0.0003,,
,,0.008337190374732018,,31.73613166809082,315000,314899,,,0.00823998637497425,0.7430888414382935,0.0003,100.0,-31.82030502
8650,-33.90590815,0.01232932135462761,36,32.30158233642578,315200,315099,3152,100.0,0.008139577694237232,0.7308974266052246,0.0003,,
,,0.009856557473540306,,32.55791473388672,315500,315399,,,0.008214490488171577,-0.4389455318450928,0.0003,100.0,-32.27797984
8663,-34.112977550000004,0.009211059659719467,36,32.120872497558594,315600,315499,3156,100.0,0.008256351575255394,0.4054311215877533,0.0003,,
,,0.008757984265685081,,31.719457626342773,316000,315899,,,0.008164389058947563,0.484902560710907,0.0003,100.0,-31.905519820000006
8676,-34.03558658000001,,36,,316000,,3160,100.0,,,,,
8680,-34.17653370000001,0.009093454107642174,36,31.801189422607422,316400,316299,3164,100.0,0.008118932135403156,-1.0933246612548828,0.0003,,
,,0.008028281852602959,,31.976062774658203,316500,316399,,,0.0080417450517416,-0.08483804762363434,0.0003,100.0,-31.92310826
8693,-34.065366059999995,0.008155868388712406,36,32.34081268310547,316800,316699,3168,100.0,0.008223622106015682,0.8339152932167053,0.0003,,
,,0.007140832021832466,,31.291648864746094,317000,316899,,,0.008109270595014095,-1.4195657968521118,0.0003,100.0,-32.063664900000006
8706,-34.06379932000001,0.010061855427920818,36,31.63582420349121,317200,317099,3172,100.0,0.00812365673482418,0.2591506540775299,0.0003,,
,,0.00808374211192131,,31.38382339477539,317500,317399,,,0.008197672665119171,1.1590601205825806,0.0003,100.0,-31.81734324
8718,-34.176976610000004,0.009165538474917412,36,31.924161911010742,317600,317499,3176,100.0,0.008215649984776974,1.6640961170196533,0.0003,,
,,0.007628830149769783,,31.98177719116211,318000,317899,,,0.00823572464287281,0.3349117338657379,0.0003,100.0,-31.981214180000002
8731,-34.057921220000004,,36,,318000,,3180,100.0,,,,,
8736,-34.26130416000001,0.009485023096203804,36,32.03345489501953,318400,318299,3184,100.0,0.008131942711770535,0.30481696128845215,0.0003,,
,,0.007904842495918274,,32.40312194824219,318500,318399,,,0.008149500004947186,-0.7019338011741638,0.0003,100.0,-32.12530142
8748,-34.13581001000001,0.00855455081909895,36,31.584346771240234,318800,318699,3188,100.0,0.008208421058952808,0.40230071544647217,0.0003,,
,,0.009792816825211048,,32.00393295288086,319000,318899,,,0.00834538135677576,0.21091949939727783,0.0003,100.0,-32.03322691999999
8761,-34.03896886,0.010573101229965687,36,31.988632202148438,319200,319099,3192,100.0,0.008281255140900612,-0.12659084796905518,0.0003,,
,,0.00839872844517231,,31.923355102539062,319500,319399,,,0.008209497667849064,0.9207346439361572,0.0003,100.0,-31.750781200000002
8774,-34.04095981,0.011617195792496204,36,31.421566009521484,319600,319499,3196,100.0,0.008242351934313774,1.2834092378616333,0.0003,,
,,0.011736087501049042,,32.10326385498047,320000,319899,,,0.008065743371844292,0.7301687002182007,0.0003,100.0,-32.167816120000005
8786,-33.95325177000001,,36,,320000,,3200,100.0,,,,,
8791,-33.82797941,0.009529468603432178,36,31.819721221923828,320400,320299,3204,100.0,0.008196257054805756,-1.410555362701416,0.0003,,
,,0.007698630914092064,,31.947473526000977,320500,320399,,,0.008096512407064438,0.39694923162460327,0.0003,100.0,-31.71802478
8803,-34.05138053,0.007936090230941772,36,31.89274787902832,320800,320699,3208,100.0,0.008151373825967312,0.12882354855537415,0.0003,,
,,0.0114495400339365,,31.67007827758789,321000,320899,,,0.008086920715868473,-0.319420725107193,0.0003,100.0,-31.978155339999997
8816,-33.933102119999994,0.009967968799173832,36,31.864818572998047,321200,321099,3212,100.0,0.008188906125724316,0.07331445813179016,0.0003,,
,,0.017792819067835808,,32.17029571533203,321500,321399,,,0.008070860058069229,-0.6844927072525024,0.0003,100.0,-31.985244380000005
8828,-34.053421039999996,0.00978345237672329,36,31.756729125976562,321600,321499,3216,100.0,0.008096994832158089,-0.06447252631187439,0.0003,,
,,0.010838884860277176,,31.743473052978516,322000,321899,,,0.008244553580880165,0.7567937970161438,0.0003,100.0,-32.00253564
8841,-33.81917471,,36,,322000,,3220,100.0,,,,,
8845,-33.95544271,0.010715091601014137,36,31.84807777404785,322400,322299,3224,100.0,0.008219031617045403,-0.7026779055595398,0.0003,,
,,0.012180791236460209,,31.7056827545166,322500,322399,,,0.008170386776328087,0.6223207116127014,0.0003,100.0,-31.827916759999997
8858,-33.80980388,0.012108196504414082,36,31.7081298828125,322800,322699,3228,100.0,0.008126085624098778,-0.40794533491134644,0.0003,,
,,0.01083449088037014,,31.988554000854492,323000,322899,,,0.008240800350904465,0.9330918788909912,0.0003,100.0,-31.936089220000003
8870,-33.88464327,0.0075857676565647125,36,31.554723739624023,323200,323099,3232,100.0,0.00822293572127819,-1.0641850233078003,0.0003,,
,,0.009059281088411808,,32.1472053527832,323500,323399,,,0.008216856978833675,-0.32127436995506287,0.0003,100.0,-32.00173944
8883,-33.942707399999996,0.011630251072347164,36,31.904525756835938,323600,323499,3236,100.0,0.008190951310098171,-0.47283995151519775,0.0003,,
