time/episodes,rollout/ep_len_mean,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,time/fps,time/time_elapsed,train/n_updates,eval/mean_ep_length,eval/mean_reward
,,59.56005096435547,0.001,,547500,0.11662578582763672,,,547399,100.0,-47.73746536000001
5476,100.0,58.994667053222656,0.001,-48.761771209999985,547600,0.1400812268257141,70,7744,547499,,
,,59.27873992919922,0.001,,548000,0.15694421529769897,,,547899,100.0,-44.8018646
5480,100.0,,,-48.43465790000001,548000,,70,7750,,,
5484,100.0,60.435401916503906,0.001,-48.24021248,548400,0.14669018983840942,70,7753,548299,,
,,59.28911209106445,0.001,,548500,0.14220291376113892,,,548399,100.0,-54.37935022
5488,100.0,59.50252914428711,0.001,-48.03294064,548800,0.1486625224351883,70,7759,548699,,
,,59.33427429199219,0.001,,549000,0.292421817779541,,,548899,100.0,-48.17092352
5492,100.0,59.792388916015625,0.001,-47.38865259999999,549200,0.21705345809459686,70,7765,549099,,
,,60.263938903808594,0.001,,549500,0.18718774616718292,,,549399,100.0,-46.65511265999999
5496,100.0,59.555946350097656,0.001,-46.992986759999994,549600,0.2561245858669281,70,7772,549499,,
,,59.80856704711914,0.001,,550000,0.21815621852874756,,,549899,100.0,-51.25986674
5500,100.0,,,-46.70406204,550000,,70,7778,,,
5504,100.0,59.247100830078125,0.001,-46.479093840000004,550400,0.2007540911436081,70,7781,550299,,
,,59.45402145385742,0.001,,550500,0.40929433703422546,,,550399,100.0,-46.9595521
5508,100.0,59.01896667480469,0.001,-46.841796859999995,550800,0.17644478380680084,70,7787,550699,,
,,59.93211364746094,0.001,,551000,0.17854028940200806,,,550899,100.0,-62.75093932
5512,100.0,58.56637191772461,0.001,-48.28888802,551200,0.18849967420101166,70,7793,551099,,
,,59.36617660522461,0.001,,551500,0.23131096363067627,,,551399,100.0,-99.25437993999999
5516,100.0,59.32674026489258,0.001,-50.167646129999994,551600,0.20961865782737732,70,7799,551499,,
,,58.817649841308594,0.001,,552000,0.35431569814682007,,,551899,100.0,-46.92701303999999
5520,100.0,,,-50.56937523,552000,,70,7805,,,
5524,100.0,58.45660400390625,0.001,-52.28956132000001,552400,0.2224515676498413,70,7808,552299,,
,,58.4384765625,0.001,,552500,0.19066151976585388,,,552399,100.0,-50.58760384
5528,100.0,58.56903839111328,0.001,-52.60559378,552800,0.24357987940311432,70,7814,552699,,
,,58.71895217895508,0.001,,553000,0.25327029824256897,,,552899,100.0,-68.06061288
5532,100.0,58.77084732055664,0.001,-52.729565550000004,553200,0.2201414406299591,70,7821,553099,,
,,58.39427947998047,0.001,,553500,0.2166302502155304,,,553399,100.0,-51.299145599999996
5536,100.0,58.715972900390625,0.001,-53.51962033000001,553600,0.3081669509410858,70,7827,553499,,
,,57.75796890258789,0.001,,554000,0.2375752031803131,,,553899,100.0,-85.63360052
5540,100.0,,,-53.72497881,554000,,70,7833,,,
5544,100.0,57.88755798339844,0.001,-53.70374754,554400,0.3545611500740051,70,7836,554299,,
,,58.536895751953125,0.001,,554500,0.27067458629608154,,,554399,100.0,-57.15541498
5548,100.0,58.15614318847656,0.001,-54.08591040000001,554800,0.23504871129989624,70,7842,554699,,
,,57.70685577392578,0.001,,555000,0.18244914710521698,,,554899,100.0,-67.69509926
5552,100.0,57.776512145996094,0.001,-54.413085300000006,555200,0.19396862387657166,70,7848,555099,,
,,58.384544372558594,0.001,,555500,0.29750537872314453,,,555399,100.0,-50.305664699999994
5556,100.0,57.672607421875,0.001,-55.152148370000006,555600,0.22283649444580078,70,7854,555499,,
,,58.355167388916016,0.001,,556000,0.16365113854408264,,,555899,100.0,-58.17342162
5560,100.0,,,-56.105209290000005,556000,,70,7861,,,
5564,100.0,57.58867645263672,0.001,-56.439107780000015,556400,0.18285110592842102,70,7863,556299,,
,,58.08960723876953,0.001,,556500,0.17318998277187347,,,556399,100.0,-52.79492446000001
5568,100.0,57.853851318359375,0.001,-56.37564478,556800,0.2021443396806717,70,7870,556699,,
,,58.06584167480469,0.001,,557000,0.20967307686805725,,,556899,100.0,-50.889477500000005
5572,100.0,57.778099060058594,0.001,-56.771972000000005,557200,0.1705077588558197,70,7876,557099,,
,,57.898529052734375,0.001,,557500,0.20138636231422424,,,557399,100.0,-50.1134261
5576,100.0,57.9967155456543,0.001,-56.76840566000001,557600,0.17230017483234406,70,7882,557499,,
,,57.10334777832031,0.001,,558000,0.16702678799629211,,,557899,100.0,-50.39410244
5580,100.0,,,-56.78044148000001,558000,,70,7888,,,
5584,100.0,57.4841194152832,0.001,-56.47169977000001,558400,0.1900947540998459,70,7891,558299,,
,,57.84467697143555,0.001,,558500,0.15444613993167877,,,558399,100.0,-49.09145686
5588,100.0,57.39195251464844,0.001,-56.53872068999999,558800,0.2629285156726837,70,7897,558699,,
,,57.751495361328125,0.001,,559000,0.1785382330417633,,,558899,100.0,-49.80301492
5592,100.0,57.91600799560547,0.001,-56.53629306000002,559200,0.15898802876472473,70,7903,559099,,
,,57.000755310058594,0.001,,559500,0.17172200977802277,,,559399,100.0,-56.35522407999999
5596,100.0,56.82674789428711,0.001,-56.412161239999996,559600,0.17347589135169983,70,7910,559499,,
,,57.50088119506836,0.001,,560000,0.21671926975250244,,,559899,100.0,-52.18370618
5600,100.0,,,-56.55609831999999,560000,,70,7916,,,
5604,100.0,57.04048156738281,0.001,-56.41437803999998,560400,0.16054493188858032,70,7919,560299,,
,,57.110443115234375,0.001,,560500,0.12686565518379211,,,560399,100.0,-47.206592920000006
5608,100.0,56.97984313964844,0.001,-56.284170780000004,560800,0.1447669267654419,70,7925,560699,,
,,57.42402648925781,0.001,,561000,0.16513068974018097,,,560899,100.0,-47.95559966
5612,100.0,56.76041030883789,0.001,-54.855843570000005,561200,0.12488637119531631,70,7931,561099,,
,,57.03764343261719,0.001,,561500,0.13469186425209045,,,561399,100.0,-48.77980152000001
5616,100.0,57.27094268798828,0.001,-53.46827874999999,561600,0.1028537005186081,70,7937,561499,,
,,56.787357330322266,0.001,,562000,0.11578173190355301,,,561899,100.0,-47.536125639999995
5620,100.0,,,-53.396112450000004,562000,,70,7943,,,
5624,100.0,57.253021240234375,0.001,-51.75633497999999,562400,0.15646012127399445,70,7946,562299,,
,,56.7581787109375,0.001,,562500,0.12370657920837402,,,562399,100.0,-46.6189936
5628,100.0,56.66834259033203,0.001,-51.304376389999995,562800,0.15431107580661774,70,7952,562699,,
,,56.841068267822266,0.001,,563000,0.11239488422870636,,,562899,100.0,-47.160253460000014
5632,100.0,56.63502883911133,0.001,-51.339340059999984,563200,0.17044495046138763,70,7959,563099,,
,,56.79981994628906,0.001,,563500,0.14275339245796204,,,563399,100.0,-46.51567822
5636,100.0,56.00557327270508,0.001,-50.58472079999999,563600,0.138601154088974,70,7965,563499,,
,,56.43982696533203,0.001,,564000,0.1464807689189911,,,563899,100.0,-46.97764971999999
5640,100.0,,,-50.16885684000001,564000,,70,7971,,,
5644,100.0,56.53190612792969,0.001,-50.06062193,564400,0.14518213272094727,70,7974,564299,,
,,56.853485107421875,0.001,,564500,0.12293973565101624,,,564399,100.0,-49.73291885999999
5648,100.0,56.70698165893555,0.001,-49.665802250000006,564800,0.13436506688594818,70,7980,564699,,
,,56.923255920410156,0.001,,565000,0.15637582540512085,,,564899,100.0,-46.363886859999994
5652,100.0,56.742820739746094,0.001,-49.72420822999999,565200,0.16998058557510376,70,7986,565099,,
,,56.368858337402344,0.001,,565500,0.1279250830411911,,,565399,100.0,-48.46093909999999
5656,100.0,56.86272048950195,0.001,-49.02088074,565600,0.14673537015914917,70,7992,565499,,
,,56.4554443359375,0.001,,566000,0.13449066877365112,,,565899,100.0,-45.44635924
5660,100.0,,,-48.137285219999995,566000,,70,7999,,,
5664,100.0,56.35346984863281,0.001,-47.877495460000006,566400,0.15615034103393555,70,8001,566299,,
,,56.454689025878906,0.001,,566500,0.20527562499046326,,,566399,100.0,-45.384414340000006
5668,100.0,56.50065612792969,0.001,-47.42227790999999,566800,0.1512477695941925,70,8008,566699,,
,,56.75986862182617,0.001,,567000,0.2132001519203186,,,566899,100.0,-47.997638079999994
5672,100.0,56.8905143737793,0.001,-47.32657499000001,567200,0.1538034975528717,70,8014,567099,,
,,56.48907470703125,0.001,,567500,0.20546571910381317,,,567399,100.0,-46.04868168
5676,100.0,56.60020446777344,0.001,-46.99361236000001,567600,0.14789360761642456,70,8020,567499,,
,,56.477603912353516,0.001,,568000,0.1737060248851776,,,567899,100.0,-46.220732979999994
5680,100.0,,,-46.857083280000005,568000,,70,8026,,,
5684,100.0,56.937171936035156,0.001,-46.473646290000005,568400,0.17910853028297424,70,8029,568299,,
,,56.99718475341797,0.001,,568500,0.19666622579097748,,,568399,100.0,-47.2666831
5688,100.0,57.013607025146484,0.001,-46.42654593000001,568800,0.17046332359313965,70,8035,568699,,
,,56.93324661254883,0.001,,569000,0.19121617078781128,,,568899,100.0,-46.734281460000005
5692,100.0,56.72429656982422,0.001,-46.45393333999999,569200,0.14619484543800354,70,8042,569099,,
,,56.520423889160156,0.001,,569500,0.12335297465324402,,,569399,100.0,-46.70111974
5696,100.0,56.43501281738281,0.001,-46.51151320000001,569600,0.20278459787368774,70,8048,569499,,
,,57.0789794921875,0.001,,570000,0.1322154849767685,,,569899,100.0,-48.823042459999996
5700,100.0,,,-46.335418329999996,570000,,70,8054,,,
5704,100.0,57.10194778442383,0.001,-46.56639914999999,570400,0.20997007191181183,70,8057,570299,,
,,56.92510223388672,0.001,,570500,0.18167875707149506,,,570399,100.0,-46.696135559999995
5708,100.0,56.61652374267578,0.001,-46.301792199999994,570800,0.1565335988998413,70,8063,570699,,
,,57.20682907104492,0.001,,571000,0.18746401369571686,,,570899,100.0,-48.1446118
5712,100.0,57.05873489379883,0.001,-46.39021648999999,571200,0.18133124709129333,70,8070,571099,,
,,56.840736389160156,0.001,,571500,0.13663390278816223,,,571399,100.0,-47.62004994
5716,100.0,57.35699462890625,0.001,-45.779047469999995,571600,0.18445128202438354,70,8076,571499,,
,,57.20292663574219,0.001,,572000,0.11823233962059021,,,571899,100.0,-46.73390612
5720,100.0,,,-45.51380794,572000,,70,8082,,,
5724,100.0,57.29730224609375,0.001,-45.42975232,572400,0.14971739053726196,70,8085,572299,,
,,56.94468688964844,0.001,,572500,0.2166176736354828,,,572399,100.0,-50.79522208
5728,100.0,56.52153015136719,0.001,-45.53220107,572800,0.1977921724319458,70,8091,572699,,
,,57.04064178466797,0.001,,573000,0.23386701941490173,,,572899,100.0,-47.077588580000004
5732,100.0,57.553863525390625,0.001,-45.528851809999985,573200,0.24121828377246857,70,8097,573099,,
,,57.21791076660156,0.001,,573500,0.17581164836883545,,,573399,100.0,-44.943068460000006
5736,100.0,58.02906799316406,0.001,-45.53979906999999,573600,0.17166411876678467,70,8104,573499,,
,,57.54612731933594,0.001,,574000,0.1921652853488922,,,573899,100.0,-45.54306788000001
5740,100.0,,,-45.49297513000001,574000,,70,8110,,,
5744,100.0,57.091758728027344,0.001,-45.125146099999995,574400,0.24651050567626953,70,8113,574299,,
,,57.2337646484375,0.001,,574500,0.24101535975933075,,,574399,100.0,-43.912620239999995
5748,100.0,57.506893157958984,0.001,-45.19498251,574800,0.3247983157634735,70,8119,574699,,
,,57.56376647949219,0.001,,575000,0.15074294805526733,,,574899,100.0,-45.96961458
5752,100.0,57.290042877197266,0.001,-45.34914791,575200,0.2284494787454605,70,8125,575099,,
,,57.77641296386719,0.001,,575500,0.18837399780750275,,,575399,100.0,-47.820073699999995
5756,100.0,57.88418960571289,0.001,-45.27275826,575600,0.2198706567287445,70,8132,575499,,
,,57.46238708496094,0.001,,576000,0.2144646942615509,,,575899,100.0,-48.1224749
5760,100.0,,,-45.37948124999999,576000,,70,8138,,,
5764,100.0,58.049869537353516,0.001,-45.52188558000001,576400,0.23737812042236328,70,8141,576299,,
,,57.285057067871094,0.001,,576500,0.26199373602867126,,,576399,100.0,-49.467205679999985
5768,100.0,57.46335983276367,0.001,-45.839691450000004,576800,0.27194687724113464,70,8147,576699,,
,,57.583457946777344,0.001,,577000,0.23662516474723816,,,576899,100.0,-48.941223300000004
5772,100.0,57.18408966064453,0.001,-45.76510098999999,577200,0.22147007286548615,70,8153,577099,,
,,58.11892318725586,0.001,,577500,0.2690521478652954,,,577399,100.0,-55.19102846
5776,100.0,57.980690002441406,0.001,-45.83515216000001,577600,0.34362342953681946,70,8160,577499,,
,,58.359596252441406,0.001,,578000,0.30096882581710815,,,577899,100.0,-56.782111140000005
5780,100.0,,,-46.18902689000001,578000,,70,8166,,,
5784,100.0,58.30431365966797,0.001,-46.86041859000001,578400,0.19212232530117035,70,8169,578299,,
,,57.08192443847656,0.001,,578500,0.21085727214813232,,,578399,100.0,-57.70885208000001
5788,100.0,57.77674102783203,0.001,-47.10455187,578800,0.3661741614341736,70,8175,578699,,
,,57.944183349609375,0.001,,579000,0.30700868368148804,,,578899,100.0,-66.23088258
5792,100.0,57.39297103881836,0.001,-47.82289194999999,579200,0.4054715633392334,70,8181,579099,,
,,57.65119934082031,0.001,,579500,0.29195648431777954,,,579399,100.0,-60.23455738
5796,100.0,57.557193756103516,0.001,-48.42386938999999,579600,0.23834103345870972,70,8188,579499,,
,,57.83951187133789,0.001,,580000,0.23645219206809998,,,579899,100.0,-72.29437134
5800,100.0,,,-49.11349222,580000,,70,8194,,,
5804,100.0,57.17792510986328,0.001,-49.757111419999994,580400,0.20215961337089539,70,8197,580299,,
,,58.12785339355469,0.001,,580500,0.2136581391096115,,,580399,100.0,-63.59325186
5808,100.0,57.18083190917969,0.001,-50.95760477999999,580800,0.3047106862068176,70,8203,580699,,
,,57.4838981628418,0.001,,581000,0.21009507775306702,,,580899,100.0,-64.64417402
5812,100.0,57.93731689453125,0.001,-51.40390938,581200,0.2050628364086151,70,8209,581099,,
,,58.073081970214844,0.001,,581500,0.4739854037761688,,,581399,100.0,-70.15220934000001
5816,100.0,57.449974060058594,0.001,-51.903970720000004,581600,0.19021642208099365,70,8216,581499,,
,,57.47776412963867,0.001,,582000,0.20803788304328918,,,581899,100.0,-56.58817262
5820,100.0,,,-52.61816143000001,582000,,70,8222,,,
5824,100.0,57.74235534667969,0.001,-53.39436947,582400,0.21638602018356323,70,8225,582299,,
,,57.179710388183594,0.001,,582500,0.19600394368171692,,,582399,100.0,-55.50238379999999
5828,100.0,57.96102523803711,0.001,-53.71750586,582800,0.25038743019104004,70,8231,582699,,
,,57.683616638183594,0.001,,583000,0.19794254004955292,,,582899,100.0,-55.2502041
5832,100.0,58.02042770385742,0.001,-53.91201206999999,583200,0.2933509349822998,70,8238,583099,,
,,57.140281677246094,0.001,,583500,0.2391337901353836,,,583399,100.0,-52.18515654000001
5836,100.0,57.813438415527344,0.001,-54.34492115999999,583600,0.15365177392959595,70,8244,583499,,
,,57.198692321777344,0.001,,584000,0.8842042684555054,,,583899,100.0,-53.7487027
5840,100.0,,,-54.79776304999999,584000,,70,8250,,,
5844,100.0,56.913116455078125,0.001,-55.468904759999994,584400,0.21029072999954224,70,8253,584299,,
,,57.65346145629883,0.001,,584500,0.2203867882490158,,,584399,100.0,-53.647193259999995
5848,100.0,57.47675704956055,0.001,-55.59177167000001,584800,0.18076191842556,70,8259,584699,,
,,57.889671325683594,0.001,,585000,0.19596382975578308,,,584899,100.0,-49.616121220000004
5852,100.0,57.5870361328125,0.001,-55.37234104000001,585200,0.2593674063682556,70,8266,585099,,
,,57.18370056152344,0.001,,585500,0.1724099963903427,,,585399,100.0,-53.38294296
5856,100.0,57.46968078613281,0.001,-55.78789322000001,585600,0.24437741935253143,70,8272,585499,,
,,57.66985321044922,0.001,,586000,0.14709527790546417,,,585899,100.0,-48.39618834000001
5860,100.0,,,-55.57392915999999,586000,,70,8278,,,
5864,100.0,57.1656494140625,0.001,-55.365986959999994,586400,0.21927621960639954,70,8281,586299,,
,,57.68133544921875,0.001,,586500,0.19740787148475647,,,586399,100.0,-49.34398391999999
5868,100.0,57.21345520019531,0.001,-55.462520520000005,586800,0.1724802553653717,70,8288,586699,,
,,57.10575866699219,0.001,,587000,0.3048325777053833,,,586899,100.0,-45.956919799999994
5872,100.0,57.58921432495117,0.001,-55.325679689999994,587200,0.1929328292608261,70,8294,587099,,
,,57.51350784301758,0.001,,587500,0.14850535988807678,,,587399,100.0,-45.84630490000001
5876,100.0,56.45682144165039,0.001,-55.175956979999995,587600,0.17136932909488678,70,8300,587499,,
,,57.40959548950195,0.001,,588000,0.1526673287153244,,,587899,100.0,-45.455347200000006
5880,100.0,,,-54.74825826,588000,,70,8307,,,
5884,100.0,56.727787017822266,0.001,-54.39918905,588400,0.16103197634220123,70,8310,588299,,
,,56.47768783569336,0.001,,588500,0.1573704034090042,,,588399,100.0,-46.98856357999999
5888,100.0,57.08258056640625,0.001,-54.08557331,588800,0.11858950555324554,70,8316,588699,,
,,57.08600616455078,0.001,,589000,0.16559430956840515,,,588899,100.0,-45.58591144
5892,100.0,56.425575256347656,0.001,-53.47209811,589200,0.09126418828964233,70,8322,589099,,
,,56.85423278808594,0.001,,589500,0.1584891527891159,,,589399,100.0,-45.98704779999999
5896,100.0,56.70831298828125,0.001,-52.86561901,589600,0.17856696248054504,70,8329,589499,,
,,56.503013610839844,0.001,,590000,0.171059250831604,,,589899,100.0,-54.765582139999985
5900,100.0,,,-51.91166372000001,590000,,70,8335,,,
5904,100.0,56.04181671142578,0.001,-51.32531858,590400,0.11753583699464798,70,8338,590299,,
,,56.63507843017578,0.001,,590500,0.1497056782245636,,,590399,100.0,-48.320925720000005
5908,100.0,56.936458587646484,0.001,-50.347119930000005,590800,0.15032270550727844,70,8344,590699,,
,,56.60274887084961,0.001,,591000,0.1469176858663559,,,590899,100.0,-44.55380661999999
5912,100.0,56.421749114990234,0.001,-49.503313639999995,591200,0.6287182569503784,70,8351,591099,,
,,56.70493698120117,0.001,,591500,0.12264998257160187,,,591399,100.0,-45.21110706
5916,100.0,56.822837829589844,0.001,-49.35423599,591600,0.1034666895866394,70,8357,591499,,
,,55.321250915527344,0.001,,592000,0.09796327352523804,,,591899,100.0,-47.21024832
5920,100.0,,,-48.66325152000001,592000,,70,8363,,,
5924,100.0,56.66625213623047,0.001,-48.04425691,592400,0.14962518215179443,70,8366,592299,,
,,56.63949203491211,0.001,,592500,0.11477155238389969,,,592399,100.0,-45.66213830000001
5928,100.0,57.207862854003906,0.001,-47.61884462999999,592800,0.10132430493831635,70,8372,592699,,
,,56.38454055786133,0.001,,593000,0.10822704434394836,,,592899,100.0,-44.401620859999994
5932,100.0,57.30031967163086,0.001,-47.14142621999999,593200,0.11089728772640228,70,8379,593099,,
,,56.75312805175781,0.001,,593500,0.11726583540439606,,,593399,100.0,-44.525778
5936,100.0,56.55299377441406,0.001,-46.89494297,593600,0.09938983619213104,70,8385,593499,,
,,56.257415771484375,0.001,,594000,0.11454924941062927,,,593899,100.0,-43.90807678
5940,100.0,,,-46.30844798000001,594000,,70,8392,,,
5944,100.0,56.94378662109375,0.001,-46.101755510000004,594400,0.14842437207698822,70,8394,594299,,
,,56.057716369628906,0.001,,594500,0.20073947310447693,,,594399,100.0,-46.08062224
5948,100.0,56.923362731933594,0.001,-46.025894959999995,594800,0.1821593940258026,70,8401,594699,,
,,56.78791046142578,0.001,,595000,0.12365201115608215,,,594899,100.0,-45.736352939999996
5952,100.0,56.60308074951172,0.001,-45.988338999999996,595200,0.10540086030960083,70,8407,595099,,
,,56.488189697265625,0.001,,595500,0.22019296884536743,,,595399,100.0,-47.22080756
5956,100.0,57.099464416503906,0.001,-45.98446379999999,595600,0.1298840045928955,70,8414,595499,,
,,56.660396575927734,0.001,,596000,0.12392744421958923,,,595899,100.0,-46.22747131999999
5960,100.0,,,-46.15049524999999,596000,,70,8420,,,
5964,100.0,56.881561279296875,0.001,-46.516904409999995,596400,0.23399344086647034,70,8423,596299,,
,,56.636192321777344,0.001,,596500,0.1433953195810318,,,596399,100.0,-47.12274224
5968,100.0,57.82099533081055,0.001,-46.38146224,596800,0.21486493945121765,70,8429,596699,,
,,57.145782470703125,0.001,,597000,0.2289333939552307,,,596899,100.0,-49.0036339
5972,100.0,57.17380905151367,0.001,-46.58608844000001,597200,0.15079909563064575,70,8435,597099,,
,,56.70091247558594,0.001,,597500,0.17080193758010864,,,597399,100.0,-44.70354136
5976,100.0,57.6431884765625,0.001,-47.08220576000001,597600,0.17311576008796692,70,8442,597499,,
,,56.804832458496094,0.001,,598000,0.1752472221851349,,,597899,100.0,-46.07921682
5980,100.0,,,-47.157684419999995,598000,,70,8448,,,
5984,100.0,57.099735260009766,0.001,-47.19509688999999,598400,0.1277574598789215,70,8451,598299,,
,,57.4230842590332,0.001,,598500,0.21358664333820343,,,598399,100.0,-47.47834898
5988,100.0,57.49799346923828,0.001,-46.91480260000001,598800,0.3385770320892334,70,8457,598699,,
,,57.85242462158203,0.001,,599000,0.22041437029838562,,,598899,100.0,-44.57077886
5992,100.0,57.17558288574219,0.001,-46.936972450000006,599200,0.15208177268505096,70,8463,599099,,
,,57.19718933105469,0.001,,599500,0.2425798922777176,,,599399,100.0,-46.9398499
5996,100.0,57.58911895751953,0.001,-46.987388849999995,599600,0.33962586522102356,70,8469,599499,,
,,57.72412872314453,0.001,,600000,0.20816338062286377,,,599899,100.0,-47.49235624
6000,100.0,,,-47.24930673,600000,,70,8476,,,
6004,100.0,57.55015182495117,0.001,-47.03570726,600400,0.3676847517490387,70,8478,600299,,
,,57.93145751953125,0.001,,600500,0.1253265142440796,,,600399,100.0,-46.7040704
6008,100.0,58.26002502441406,0.001,-47.12879716999999,600800,0.17618772387504578,70,8485,600699,,
,,58.11406326293945,0.001,,601000,0.17781956493854523,,,600899,100.0,-48.246876119999996
6012,100.0,58.30487823486328,0.001,-47.47850431999999,601200,0.2079993635416031,70,8491,601099,,
,,58.19369125366211,0.001,,601500,0.21935956180095673,,,601399,100.0,-46.36515206
6016,100.0,58.3201904296875,0.001,-47.36120940000001,601600,0.22463995218276978,70,8497,601499,,
,,58.327972412109375,0.001,,602000,0.2445860505104065,,,601899,100.0,-42.37020828000001
6020,100.0,,,-47.75235839999999,602000,,70,8504,,,
6024,100.0,59.07722473144531,0.001,-47.95693581,602400,0.6589940786361694,70,8506,602299,,
,,58.83783721923828,0.001,,602500,0.3690389394760132,,,602399,100.0,-44.42291894
6028,100.0,58.56023025512695,0.001,-47.98148595000001,602800,0.3711579442024231,70,8513,602699,,
,,58.24832534790039,0.001,,603000,0.2378963679075241,,,602899,100.0,-44.75159917999999
6032,100.0,58.14697265625,0.001,-48.24574715999999,603200,0.3126338720321655,70,8519,603099,,
,,59.346153259277344,0.001,,603500,0.3322548270225525,,,603399,100.0,-50.5341693
6036,100.0,59.49919128417969,0.001,-48.22719617,603600,0.2999582886695862,70,8525,603499,,
,,59.113792419433594,0.001,,604000,0.2489684373140335,,,603899,100.0,-55.99841998
6040,100.0,,,-48.93999121000001,604000,,70,8532,,,
6044,100.0,59.147361755371094,0.001,-49.116835560000006,604400,0.29538100957870483,70,8534,604299,,
,,59.06129455566406,0.001,,604500,0.24741774797439575,,,604399,100.0,-47.38760764
6048,100.0,59.49637222290039,0.001,-49.41561882999999,604800,0.2547643482685089,70,8541,604699,,
,,59.45566940307617,0.001,,605000,0.3624427318572998,,,604899,100.0,-43.313209699999994
6052,100.0,59.15034103393555,0.001,-49.44935781000001,605200,0.2868129014968872,70,8547,605099,,
,,59.69196701049805,0.001,,605500,0.2732003331184387,,,605399,100.0,-51.81447314
6056,100.0,59.09093475341797,0.001,-49.36935026000001,605600,0.38172656297683716,70,8553,605499,,
,,59.345577239990234,0.001,,606000,0.3922809064388275,,,605899,100.0,-46.434377700000006
6060,100.0,,,-49.09227176,606000,,70,8559,,,
6064,100.0,60.44342803955078,0.001,-48.74473654000001,606400,0.5324047803878784,70,8562,606299,,
,,60.183509826660156,0.001,,606500,0.6806002259254456,,,606399,100.0,-47.0445959
6068,100.0,60.42251968383789,0.001,-48.725976769999995,606800,0.37129443883895874,70,8568,606699,,
,,60.019107818603516,0.001,,607000,0.36542677879333496,,,606899,100.0,-48.812671339999994
6072,100.0,60.17490005493164,0.001,-48.880130900000005,607200,0.3786787986755371,70,8575,607099,,
,,60.02782440185547,0.001,,607500,0.40418073534965515,,,607399,100.0,-45.19469862
6076,100.0,60.024169921875,0.001,-48.622224460000005,607600,0.3934456706047058,70,8581,607499,,
,,59.75712585449219,0.001,,608000,0.36741000413894653,,,607899,100.0,-45.154528039999995
6080,100.0,,,-48.51139204000001,608000,,70,8587,,,
6084,100.0,59.116851806640625,0.001,-48.2978947,608400,0.38586747646331787,70,8590,608299,,
,,59.26899337768555,0.001,,608500,0.4898366630077362,,,608399,100.0,-46.03496450000001
6088,100.0,59.5428466796875,0.001,-48.24904119,608800,0.35418060421943665,70,8596,608699,,
,,60.016883850097656,0.001,,609000,0.3217957019805908,,,608899,100.0,-45.39374594000001
6092,100.0,59.821617126464844,0.001,-48.15329834999999,609200,0.47815245389938354,70,8602,609099,,
,,60.46269226074219,0.001,,609500,0.4435786306858063,,,609399,100.0,-47.064600399999996
6096,100.0,60.16161346435547,0.001,-48.073154439999996,609600,0.40985777974128723,70,8609,609499,,
,,59.69991683959961,0.001,,610000,0.31749045848846436,,,609899,100.0,-69.7899845
6100,100.0,,,-48.235278369999996,610000,,70,8615,,,
6104,100.0,60.087249755859375,0.001,-49.169905639999996,610400,0.4477469027042389,70,8618,610299,,
,,60.36981964111328,0.001,,610500,0.5998371243476868,,,610399,100.0,-64.35665352
6108,100.0,60.35111618041992,0.001,-49.73003591,610800,0.4842054545879364,70,8624,610699,,
,,61.18558883666992,0.001,,611000,0.321502149105072,,,610899,100.0,-82.33030122
6112,100.0,60.98585891723633,0.001,-51.032643900000004,611200,0.33572328090667725,70,8630,611099,,
,,60.912208557128906,0.001,,611500,0.339059054851532,,,611399,100.0,-79.84059556
6116,100.0,61.1076774597168,0.001,-52.41350021,611600,0.41449135541915894,70,8636,611499,,
,,62.40441131591797,0.001,,612000,0.38396918773651123,,,611899,100.0,-80.35573274
6120,100.0,,,-53.54486176999999,612000,,70,8643,,,
6124,100.0,60.93605041503906,0.001,-54.401967729999996,612400,0.30583977699279785,70,8646,612299,,
,,61.04780578613281,0.001,,612500,0.39761483669281006,,,612399,100.0,-66.12196893999999
6128,100.0,62.2489013671875,0.001,-55.69669043000001,612800,0.4114301800727844,70,8652,612699,,
,,61.87832260131836,0.001,,613000,0.3177948594093323,,,612899,100.0,-74.59847280000001
6132,100.0,62.30925750732422,0.001,-55.923091410000005,613200,0.28569549322128296,70,8658,613099,,
,,62.273338317871094,0.001,,613500,0.32897329330444336,,,613399,100.0,-63.99333832
6136,100.0,61.500587463378906,0.001,-56.50971097000001,613600,0.3760520815849304,70,8664,613499,,
,,62.2725830078125,0.001,,614000,0.29563724994659424,,,613899,100.0,-72.45348018
6140,100.0,,,-57.29726296,614000,,70,8670,,,
6144,100.0,62.33235168457031,0.001,-58.28407418999999,614400,0.3508610129356384,70,8673,614299,,
,,61.96738052368164,0.001,,614500,0.24850907921791077,,,614399,100.0,-93.22118014000002
6148,100.0,62.62396240234375,0.001,-59.729068119999994,614800,0.28569018840789795,70,8680,614699,,
,,62.049434661865234,0.001,,615000,0.34170234203338623,,,614899,100.0,-82.62468936
6152,100.0,62.3414421081543,0.001,-61.337231460000005,615200,0.3679748475551605,70,8686,615099,,
,,62.923095703125,0.001,,615500,0.3828994631767273,,,615399,100.0,-65.20960718
6156,100.0,62.250274658203125,0.001,-62.057830599999996,615600,0.34636828303337097,70,8692,615499,,
,,62.50563049316406,0.001,,616000,0.3236556053161621,,,615899,100.0,-57.919569800000005
6160,100.0,,,-63.02527434,616000,,70,8698,,,
