time/episodes,rollout/ep_len_mean,train/actor_loss,train/learning_rate,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,time/fps,time/time_elapsed,train/n_updates,eval/mean_ep_length,eval/mean_reward
1468,100.0,54.39757537841797,0.001,-42.91714820999999,146800,0.09384606778621674,70,2075,146699,,
,,53.8455810546875,0.001,,147000,0.07468627393245697,,,146899,100.0,-43.60448212
1472,100.0,53.89701461791992,0.001,-43.01802383000001,147200,0.09833765029907227,70,2082,147099,,
,,53.939308166503906,0.001,,147500,0.20572730898857117,,,147399,100.0,-44.08336276
1476,100.0,54.094749450683594,0.001,-43.2561795,147600,0.08898197114467621,70,2088,147499,,
,,54.24727249145508,0.001,,148000,0.08761745691299438,,,147899,100.0,-44.16145113999999
1480,100.0,,,-43.09468744,148000,,70,2095,,,
1484,100.0,54.37351989746094,0.001,-42.92220002,148400,0.12074903398752213,70,2097,148299,,
,,54.21209716796875,0.001,,148500,0.07589315623044968,,,148399,100.0,-42.07155874000001
1488,100.0,54.82908248901367,0.001,-42.67912308,148800,0.07643619179725647,70,2104,148699,,
,,54.412811279296875,0.001,,149000,0.081138476729393,,,148899,100.0,-42.168763
1492,100.0,53.835079193115234,0.001,-42.485341430000005,149200,0.04565207660198212,70,2110,149099,,
,,54.529579162597656,0.001,,149500,0.08157100528478622,,,149399,100.0,-42.77759562
1496,100.0,53.695343017578125,0.001,-42.20602145,149600,0.07235375046730042,70,2117,149499,,
,,53.94504165649414,0.001,,150000,0.08467630296945572,,,149899,100.0,-43.20693068
1500,100.0,,,-42.15245906999999,150000,,70,2123,,,
1504,100.0,54.196659088134766,0.001,-42.40973595,150400,0.06215614825487137,70,2126,150299,,
,,54.06636428833008,0.001,,150500,0.10862462222576141,,,150399,100.0,-43.17904402
1508,100.0,54.0338020324707,0.001,-42.618994810000004,150800,0.0746207982301712,70,2132,150699,,
,,54.027931213378906,0.001,,151000,0.05768092721700668,,,150899,100.0,-42.91071057999999
1512,100.0,53.9012451171875,0.001,-42.50102159,151200,0.059479884803295135,70,2139,151099,,
,,53.63677215576172,0.001,,151500,0.058390259742736816,,,151399,100.0,-42.932573059999996
1516,100.0,53.45354461669922,0.001,-42.83115738999999,151600,0.06424260139465332,70,2145,151499,,
,,54.281734466552734,0.001,,152000,0.07966606318950653,,,151899,100.0,-44.67302073999999
1520,100.0,,,-42.89316516000001,152000,,70,2152,,,
1524,100.0,54.03435516357422,0.001,-42.576055589999996,152400,0.0530451200902462,70,2154,152299,,
,,54.04865264892578,0.001,,152500,0.14346788823604584,,,152399,100.0,-42.23145196
1528,100.0,53.810157775878906,0.001,-42.295308490000004,152800,0.07401411235332489,70,2161,152699,,
,,53.89592742919922,0.001,,153000,0.05918840691447258,,,152899,100.0,-42.255925399999995
1532,100.0,54.527587890625,0.001,-42.21667619000001,153200,0.04311707243323326,70,2167,153099,,
,,54.31821823120117,0.001,,153500,0.06363429129123688,,,153399,100.0,-43.339812380000005
1536,100.0,53.49818420410156,0.001,-41.79746192999999,153600,0.07447749376296997,70,2174,153499,,
,,53.73558807373047,0.001,,154000,0.05784621089696884,,,153899,100.0,-43.58215524
1540,100.0,,,-41.787083110000005,154000,,70,2180,,,
1544,100.0,53.42170715332031,0.001,-41.67395844,154400,0.05543876066803932,70,2183,154299,,
,,53.075687408447266,0.001,,154500,0.07900398224592209,,,154399,100.0,-42.73184847999999
1548,100.0,53.502628326416016,0.001,-41.640966639999995,154800,0.050316158682107925,70,2189,154699,,
,,53.697574615478516,0.001,,155000,0.0815422385931015,,,154899,100.0,-42.07979738
1552,100.0,53.209617614746094,0.001,-41.5267004,155200,0.06097586452960968,70,2196,155099,,
,,53.251365661621094,0.001,,155500,0.05770495906472206,,,155399,100.0,-42.43909357999999
1556,100.0,53.817691802978516,0.001,-41.40294223,155600,0.06904660165309906,70,2202,155499,,
,,53.90583038330078,0.001,,156000,0.06338147819042206,,,155899,100.0,-42.58896344
1560,100.0,,,-41.75689982,156000,,70,2209,,,
1564,100.0,53.613468170166016,0.001,-41.31880405,156400,0.04166249558329582,70,2211,156299,,
,,53.10015106201172,0.001,,156500,0.0939314216375351,,,156399,100.0,-41.87484191999999
1568,100.0,53.665042877197266,0.001,-41.085679209999995,156800,0.05750046670436859,70,2218,156699,,
,,54.12926483154297,0.001,,157000,0.048445992171764374,,,156899,100.0,-43.211109699999994
1572,100.0,53.52474594116211,0.001,-41.06698399,157200,0.06042785197496414,70,2224,157099,,
,,53.871246337890625,0.001,,157500,0.05795329436659813,,,157399,100.0,-42.626723240000004
1576,100.0,53.52991485595703,0.001,-40.90493918,157600,0.07766899466514587,70,2231,157499,,
,,53.532169342041016,0.001,,158000,0.07193714380264282,,,157899,100.0,-42.56082362
1580,100.0,,,-40.72449645,158000,,70,2237,,,
1584,100.0,53.48377990722656,0.001,-40.75371,158400,0.057193174958229065,70,2239,158299,,
,,53.638023376464844,0.001,,158500,0.06125843897461891,,,158399,100.0,-40.896577719999996
1588,100.0,54.30281066894531,0.001,-40.75518425,158800,0.05378248170018196,70,2246,158699,,
,,53.19676971435547,0.001,,159000,0.06922438740730286,,,158899,100.0,-41.97950496000001
1592,100.0,53.47808074951172,0.001,-40.976544839999995,159200,0.05744674429297447,70,2253,159099,,
,,53.53175354003906,0.001,,159500,0.06590098142623901,,,159399,100.0,-42.706796559999994
1596,100.0,53.207183837890625,0.001,-40.791655569999996,159600,0.08051129430532455,70,2259,159499,,
,,53.341033935546875,0.001,,160000,0.06613613665103912,,,159899,100.0,-43.43788472
1600,100.0,,,-40.87051731,160000,,70,2266,,,
1604,100.0,53.47335433959961,0.001,-40.6478955,160400,0.0637911707162857,70,2268,160299,,
,,53.72657775878906,0.001,,160500,0.06612620502710342,,,160399,100.0,-44.11440611999999
1608,100.0,53.607444763183594,0.001,-40.61120219,160800,0.04948689788579941,70,2275,160699,,
,,53.42326354980469,0.001,,161000,0.05591408908367157,,,160899,100.0,-51.99881982
1612,100.0,53.8004150390625,0.001,-40.79624244000001,161200,0.08507618308067322,70,2281,161099,,
,,53.68985366821289,0.001,,161500,0.054644130170345306,,,161399,100.0,-42.01597408
1616,100.0,53.11978530883789,0.001,-40.42743163000001,161600,0.07898057997226715,70,2288,161499,,
,,53.37921905517578,0.001,,162000,0.05693432688713074,,,161899,100.0,-44.1458821
1620,100.0,,,-40.56110276,162000,,70,2294,,,
1624,100.0,54.029701232910156,0.001,-40.83241739,162400,0.048440173268318176,70,2297,162299,,
,,53.27950668334961,0.001,,162500,0.0541006401181221,,,162399,100.0,-43.131280239999995
1628,100.0,53.75977325439453,0.001,-41.05129613,162800,0.07988733798265457,70,2303,162699,,
,,53.10041046142578,0.001,,163000,0.06049349159002304,,,162899,100.0,-43.94422598
1632,100.0,53.06678771972656,0.001,-41.18690027,163200,0.04860280081629753,70,2310,163099,,
,,53.72785949707031,0.001,,163500,0.04855714738368988,,,163399,100.0,-42.40840948
1636,100.0,53.17439270019531,0.001,-41.709669909999995,163600,0.052468396723270416,70,2316,163499,,
,,53.25857162475586,0.001,,164000,0.08272292464971542,,,163899,100.0,-43.77741416
1640,100.0,,,-41.61975670999999,164000,,70,2323,,,
1644,100.0,53.398292541503906,0.001,-41.645619450000005,164400,0.18795926868915558,70,2325,164299,,
,,53.11506652832031,0.001,,164500,0.0707254558801651,,,164399,100.0,-44.83703658
1648,100.0,52.5648307800293,0.001,-41.98440832999999,164800,0.07255184650421143,70,2332,164699,,
,,53.495635986328125,0.001,,165000,0.07660360634326935,,,164899,100.0,-45.639420300000005
1652,100.0,53.12666320800781,0.001,-41.84666679,165200,0.06861083954572678,70,2338,165099,,
,,53.08358383178711,0.001,,165500,0.10500460863113403,,,165399,100.0,-43.46573346
1656,100.0,53.619598388671875,0.001,-42.14796034000001,165600,0.0789533406496048,70,2345,165499,,
,,53.520843505859375,0.001,,166000,0.06233817711472511,,,165899,100.0,-44.95840206
1660,100.0,,,-41.902665289999995,166000,,70,2351,,,
1664,100.0,53.154762268066406,0.001,-42.25200197999999,166400,0.07767820358276367,70,2354,166299,,
,,53.39910125732422,0.001,,166500,0.1034180074930191,,,166399,100.0,-44.42153472
1668,100.0,53.603702545166016,0.001,-42.89972779000001,166800,0.08762641251087189,70,2360,166699,,
,,53.91694641113281,0.001,,167000,0.12015613168478012,,,166899,100.0,-46.105650239999996
1672,100.0,52.614131927490234,0.001,-42.921532789999986,167200,0.05946030467748642,70,2367,167099,,
,,53.93976593017578,0.001,,167500,0.0782194435596466,,,167399,100.0,-44.669633139999995
1676,100.0,53.63272476196289,0.001,-42.96062762,167600,0.07137070596218109,70,2373,167499,,
,,53.01890182495117,0.001,,168000,0.0483570396900177,,,167899,100.0,-44.149315060000006
1680,100.0,,,-43.24795800000001,168000,,70,2380,,,
1684,100.0,53.08925247192383,0.001,-43.37297383999999,168400,0.05946318060159683,70,2382,168299,,
,,53.280372619628906,0.001,,168500,0.09532389044761658,,,168399,100.0,-44.14828708
1688,100.0,54.076690673828125,0.001,-43.64134355,168800,0.07602022588253021,70,2389,168699,,
,,53.997344970703125,0.001,,169000,0.05659009516239166,,,168899,100.0,-44.62893061999999
1692,100.0,54.05522537231445,0.001,-43.579870680000006,169200,0.07204775512218475,70,2395,169099,,
,,53.66240310668945,0.001,,169500,0.07696763426065445,,,169399,100.0,-45.47929316
1696,100.0,53.469444274902344,0.001,-43.83048296999999,169600,0.055585652589797974,70,2402,169499,,
,,53.220314025878906,0.001,,170000,0.06724587082862854,,,169899,100.0,-47.35328664000001
1700,100.0,,,-43.54526510999999,170000,,70,2408,,,
1704,100.0,53.373512268066406,0.001,-43.549288389999994,170400,0.07468079030513763,70,2411,170299,,
,,53.23291778564453,0.001,,170500,0.07582278549671173,,,170399,100.0,-44.88913966
1708,100.0,53.80978012084961,0.001,-43.32180382000001,170800,0.06239926069974899,70,2417,170699,,
,,53.83096694946289,0.001,,171000,0.05746705085039139,,,170899,100.0,-44.99146782
1712,100.0,53.559104919433594,0.001,-43.52393744999999,171200,0.06031857430934906,70,2424,171099,,
,,53.30668640136719,0.001,,171500,0.10420893132686615,,,171399,100.0,-45.168905259999995
1716,100.0,53.24949645996094,0.001,-44.002404690000006,171600,0.0755583792924881,70,2430,171499,,
,,53.33061981201172,0.001,,172000,0.05897321552038193,,,171899,100.0,-47.625743760000006
1720,100.0,,,-44.30588295999999,172000,,70,2437,,,
1724,100.0,53.79240417480469,0.001,-44.42653979999999,172400,0.07756367325782776,70,2439,172299,,
,,54.35649108886719,0.001,,172500,0.07990296930074692,,,172399,100.0,-48.99672472
1728,100.0,53.632179260253906,0.001,-44.793116180000005,172800,0.07597017288208008,70,2446,172699,,
,,54.117523193359375,0.001,,173000,0.07327345013618469,,,172899,100.0,-44.650307559999995
1732,100.0,53.397457122802734,0.001,-44.6870835,173200,0.07300077378749847,70,2452,173099,,
,,53.19587707519531,0.001,,173500,0.0950174629688263,,,173399,100.0,-46.25219804
1736,100.0,53.537845611572266,0.001,-44.45183566000001,173600,0.07277427613735199,70,2458,173499,,
,,53.695289611816406,0.001,,174000,0.10542463511228561,,,173899,100.0,-44.498666959999994
1740,100.0,,,-44.59443481000001,174000,,70,2465,,,
1744,100.0,52.65406799316406,0.001,-44.52863250999999,174400,0.0936095267534256,70,2467,174299,,
,,53.209476470947266,0.001,,174500,0.06926513463258743,,,174399,100.0,-45.87307351999999
1748,100.0,53.492958068847656,0.001,-44.320726979999996,174800,0.08488214015960693,70,2474,174699,,
,,53.325904846191406,0.001,,175000,0.08835379779338837,,,174899,100.0,-42.90800484
1752,100.0,52.970069885253906,0.001,-44.58005642999999,175200,0.07498840987682343,70,2480,175099,,
,,53.931766510009766,0.001,,175500,0.08924370259046555,,,175399,100.0,-44.903220440000005
1756,100.0,53.50834655761719,0.001,-44.2757904,175600,0.09030582755804062,70,2487,175499,,
,,53.2301025390625,0.001,,176000,0.07740984112024307,,,175899,100.0,-43.97248548
1760,100.0,,,-44.04997788,176000,,70,2493,,,
1764,100.0,53.494651794433594,0.001,-43.816945079999996,176400,0.06285026669502258,70,2496,176299,,
,,53.54729461669922,0.001,,176500,0.08027169108390808,,,176399,100.0,-42.81798618
1768,100.0,53.398651123046875,0.001,-43.67474115000001,176800,0.07173939049243927,70,2502,176699,,
,,53.50660705566406,0.001,,177000,0.062834233045578,,,176899,100.0,-45.50329564
1772,100.0,53.7559814453125,0.001,-43.66354264999999,177200,0.058745890855789185,70,2509,177099,,
,,53.429969787597656,0.001,,177500,0.061252303421497345,,,177399,100.0,-43.370100439999995
1776,100.0,53.270912170410156,0.001,-44.15463497,177600,0.060176245868206024,70,2515,177499,,
,,53.41170883178711,0.001,,178000,0.05546741932630539,,,177899,100.0,-44.30571161999999
1780,100.0,,,-43.950100830000004,178000,,70,2522,,,
1784,100.0,53.726539611816406,0.001,-43.98993288,178400,0.0676390528678894,70,2524,178299,,
,,53.96691131591797,0.001,,178500,0.052911415696144104,,,178399,100.0,-42.50457966
1788,100.0,53.52183532714844,0.001,-43.84854369000001,178800,0.07031922787427902,70,2531,178699,,
,,53.89958572387695,0.001,,179000,0.07334700971841812,,,178899,100.0,-43.19590894
1792,100.0,53.13532257080078,0.001,-43.83412131000001,179200,0.055904097855091095,70,2537,179099,,
,,53.53746795654297,0.001,,179500,0.05323735624551773,,,179399,100.0,-45.989554479999995
1796,100.0,53.74523162841797,0.001,-44.04052575,179600,0.07187772542238235,70,2544,179499,,
,,54.04851531982422,0.001,,180000,0.07750833034515381,,,179899,100.0,-44.5611287
1800,100.0,,,-44.17355858,180000,,70,2550,,,
1804,100.0,53.63915252685547,0.001,-44.49958659,180400,0.06557522714138031,70,2552,180299,,
,,53.438232421875,0.001,,180500,0.09825246036052704,,,180399,100.0,-42.96995228
1808,100.0,53.52220153808594,0.001,-44.63841093,180800,0.04904190078377724,70,2559,180699,,
,,53.12886428833008,0.001,,181000,0.05021316558122635,,,180899,100.0,-43.06527328
1812,100.0,53.26961135864258,0.001,-44.649756440000004,181200,0.05581020936369896,70,2565,181099,,
,,53.596744537353516,0.001,,181500,0.08164031058549881,,,181399,100.0,-42.268723959999996
1816,100.0,53.605995178222656,0.001,-44.43193289,181600,0.059237293899059296,70,2572,181499,,
,,53.529052734375,0.001,,182000,0.06426582485437393,,,181899,100.0,-42.369249419999996
1820,100.0,,,-44.214584869999996,182000,,70,2578,,,
1824,100.0,53.68167495727539,0.001,-43.66168881999999,182400,0.07280053198337555,70,2581,182299,,
,,53.676170349121094,0.001,,182500,0.05145644769072533,,,182399,100.0,-43.72408237999999
1828,100.0,53.632930755615234,0.001,-43.438619630000005,182800,0.09182771295309067,70,2587,182699,,
,,53.32225036621094,0.001,,183000,0.12296271324157715,,,182899,100.0,-42.34321632
1832,100.0,54.37782287597656,0.001,-43.58596929000001,183200,0.05685332790017128,70,2594,183099,,
,,53.41945266723633,0.001,,183500,0.10923056304454803,,,183399,100.0,-42.722938000000006
1836,100.0,53.303550720214844,0.001,-43.84465840000001,183600,0.06748108565807343,70,2600,183499,,
,,53.538360595703125,0.001,,184000,0.0908154845237732,,,183899,100.0,-44.068551600000006
1840,100.0,,,-43.49306582,184000,,70,2607,,,
1844,100.0,53.34392547607422,0.001,-43.276602999999994,184400,0.07023207098245621,70,2609,184299,,
,,53.982872009277344,0.001,,184500,0.051552511751651764,,,184399,100.0,-43.48303311999999
1848,100.0,53.88043212890625,0.001,-43.147097110000004,184800,0.11793084442615509,70,2616,184699,,
,,53.58003234863281,0.001,,185000,0.09122694283723831,,,184899,100.0,-45.37690748000001
1852,100.0,53.462345123291016,0.001,-43.38052799000001,185200,0.06013384461402893,70,2622,185099,,
,,53.84861373901367,0.001,,185500,0.06545303016901016,,,185399,100.0,-42.53986438
1856,100.0,53.33125686645508,0.001,-43.43293264999999,185600,0.0905446857213974,70,2628,185499,,
,,52.859710693359375,0.001,,186000,0.11459226161241531,,,185899,100.0,-43.88051664
1860,100.0,,,-43.83244568999999,186000,,70,2635,,,
1864,100.0,54.169071197509766,0.001,-43.670401690000006,186400,0.07471691071987152,70,2637,186299,,
,,54.04899215698242,0.001,,186500,0.09290898591279984,,,186399,100.0,-47.412250560000004
1868,100.0,53.6342658996582,0.001,-43.27733046,186800,0.09264436364173889,70,2644,186699,,
,,53.60235595703125,0.001,,187000,0.17188768088817596,,,186899,100.0,-43.37843534
1872,100.0,53.61328887939453,0.001,-43.28496437,187200,0.05997100844979286,70,2650,187099,,
,,53.36360549926758,0.001,,187500,0.10936857759952545,,,187399,100.0,-45.071222739999996
1876,100.0,53.45266342163086,0.001,-42.766519530000004,187600,0.055778779089450836,70,2657,187499,,
,,53.15085983276367,0.001,,188000,0.06537408381700516,,,187899,100.0,-43.11486922
1880,100.0,,,-42.78882952,188000,,70,2663,,,
1884,100.0,53.42395782470703,0.001,-42.820917460000004,188400,0.11222143471240997,70,2666,188299,,
,,54.07160568237305,0.001,,188500,0.07325059175491333,,,188399,100.0,-42.862487959999996
1888,100.0,53.69845199584961,0.001,-42.86390099000001,188800,0.07535047829151154,70,2672,188699,,
,,53.3576774597168,0.001,,189000,0.06234457716345787,,,188899,100.0,-42.8858741
1892,100.0,53.86090087890625,0.001,-43.084587690000006,189200,0.052817367017269135,70,2679,189099,,
,,53.26707077026367,0.001,,189500,0.07957717776298523,,,189399,100.0,-44.37248611999999
1896,100.0,53.74103546142578,0.001,-43.007056940000005,189600,0.0916786789894104,70,2685,189499,,
,,53.506439208984375,0.001,,190000,0.09493584930896759,,,189899,100.0,-43.389669139999995
1900,100.0,,,-42.90335830000001,190000,,70,2692,,,
1904,100.0,53.24288558959961,0.001,-42.65857825999999,190400,0.07138438522815704,70,2694,190299,,
,,53.571327209472656,0.001,,190500,0.055777356028556824,,,190399,100.0,-43.149718400000005
1908,100.0,53.39649963378906,0.001,-42.26783627,190800,0.07688405364751816,70,2701,190699,,
,,53.227012634277344,0.001,,191000,0.07982124388217926,,,190899,100.0,-43.08348495999999
1912,100.0,53.68925857543945,0.001,-41.84959175,191200,0.05672309920191765,70,2707,191099,,
,,53.50732421875,0.001,,191500,0.06043960154056549,,,191399,100.0,-43.14825833999999
1916,100.0,53.66632843017578,0.001,-41.810505429999985,191600,0.06531281024217606,70,2714,191499,,
,,53.703834533691406,0.001,,192000,0.13160273432731628,,,191899,100.0,-43.27576322000001
1920,100.0,,,-41.71531132,192000,,70,2720,,,
1924,100.0,53.71031951904297,0.001,-42.00399951,192400,0.0908823311328888,70,2723,192299,,
,,54.09861755371094,0.001,,192500,0.05945851653814316,,,192399,100.0,-42.55657524
1928,100.0,53.183860778808594,0.001,-41.86197956,192800,0.0704207569360733,70,2729,192699,,
,,54.166961669921875,0.001,,193000,0.05213676393032074,,,192899,100.0,-42.38535637999999
1932,100.0,53.73279571533203,0.001,-41.68866462000001,193200,0.06367843598127365,70,2736,193099,,
,,53.37181854248047,0.001,,193500,0.065030038356781,,,193399,100.0,-42.3834299
1936,100.0,53.08977127075195,0.001,-41.52726556999999,193600,0.07253005355596542,70,2742,193499,,
,,53.703460693359375,0.001,,194000,0.06594160199165344,,,193899,100.0,-42.78600616000001
1940,100.0,,,-41.8581577,194000,,70,2748,,,
1944,100.0,53.4132080078125,0.001,-42.080949679999996,194400,0.05753407999873161,70,2751,194299,,
,,53.33795166015625,0.001,,194500,0.07781953364610672,,,194399,100.0,-43.347704359999994
1948,100.0,53.21807098388672,0.001,-42.13873683,194800,0.06319363415241241,70,2757,194699,,
,,53.63814163208008,0.001,,195000,0.1004243940114975,,,194899,100.0,-43.196915139999994
1952,100.0,53.444374084472656,0.001,-41.85034691999999,195200,0.05580049008131027,70,2764,195099,,
,,53.7602653503418,0.001,,195500,0.07914811372756958,,,195399,100.0,-55.224787379999995
1956,100.0,53.50428009033203,0.001,-41.948816889999996,195600,0.07305250316858292,70,2771,195499,,
,,53.25029373168945,0.001,,196000,0.1597737967967987,,,195899,100.0,-54.60147059999999
1960,100.0,,,-42.042842949999994,196000,,70,2777,,,
1964,100.0,53.407875061035156,0.001,-42.534669339999994,196400,0.1901685893535614,70,2780,196299,,
,,53.01634979248047,0.001,,196500,0.26656875014305115,,,196399,100.0,-51.69459676
1968,100.0,53.68238067626953,0.001,-42.735526060000005,196800,0.26330673694610596,70,2786,196699,,
,,53.55175018310547,0.001,,197000,0.12284611910581589,,,196899,100.0,-44.510713499999994
1972,100.0,53.32249450683594,0.001,-42.793488870000004,197200,0.12237241864204407,70,2793,197099,,
,,52.822776794433594,0.001,,197500,0.16555845737457275,,,197399,100.0,-43.31497901999999
1976,100.0,52.72162628173828,0.001,-42.83342048,197600,0.06836377084255219,70,2799,197499,,
,,54.18935775756836,0.001,,198000,0.12546996772289276,,,197899,100.0,-44.25476202
1980,100.0,,,-42.98483326999999,198000,,70,2805,,,
1984,100.0,53.15738296508789,0.001,-43.20861887,198400,0.08771611750125885,70,2808,198299,,
,,53.728092193603516,0.001,,198500,0.08394503593444824,,,198399,100.0,-43.89043804000001
1988,100.0,53.46034622192383,0.001,-43.33220391,198800,0.0772467851638794,70,2814,198699,,
,,52.88760757446289,0.001,,199000,0.08767350763082504,,,198899,100.0,-43.08151454
1992,100.0,53.73398208618164,0.001,-43.23956847999999,199200,0.062252823263406754,70,2821,199099,,
,,53.600467681884766,0.001,,199500,0.08264397829771042,,,199399,100.0,-44.043051379999994
1996,100.0,53.02911376953125,0.001,-43.06351954000001,199600,0.078643798828125,70,2827,199499,,
,,53.892189025878906,0.001,,200000,0.07636944949626923,,,199899,100.0,-40.418128
2000,100.0,,,-43.090280820000004,200000,,70,2834,,,
2004,100.0,53.68096923828125,0.001,-42.82439346,200400,0.09041707962751389,70,2836,200299,,
,,53.70667266845703,0.001,,200500,0.0890028327703476,,,200399,100.0,-43.6882835
2008,100.0,53.15485382080078,0.001,-42.95185463000001,200800,0.07385452836751938,70,2843,200699,,
,,53.6921272277832,0.001,,201000,0.06542786955833435,,,200899,100.0,-40.435652919999995
2012,100.0,53.5013313293457,0.001,-43.206653159999995,201200,0.10386937856674194,70,2849,201099,,
,,53.42597198486328,0.001,,201500,0.10787493735551834,,,201399,100.0,-46.146092120000006
2016,100.0,53.528587341308594,0.001,-43.2940599,201600,0.09088544547557831,70,2856,201499,,
,,53.834224700927734,0.001,,202000,0.10735982656478882,,,201899,100.0,-45.718180380000014
2020,100.0,,,-43.66720267000001,202000,,70,2862,,,
2024,100.0,53.27756118774414,0.001,-43.97168596999999,202400,0.07697395235300064,70,2865,202299,,
,,54.061683654785156,0.001,,202500,0.12414132058620453,,,202399,100.0,-44.9243454
2028,100.0,53.201446533203125,0.001,-43.977342629999995,202800,0.08712901920080185,70,2871,202699,,
,,53.635719299316406,0.001,,203000,0.08344969898462296,,,202899,100.0,-45.27548494
2032,100.0,53.213157653808594,0.001,-43.97220461,203200,0.1065945103764534,70,2878,203099,,
,,53.96760559082031,0.001,,203500,0.11006017029285431,,,203399,100.0,-45.668174560000004
2036,100.0,53.80027770996094,0.001,-44.12823506000001,203600,0.08761513978242874,70,2884,203499,,
,,53.29628372192383,0.001,,204000,0.07061013579368591,,,203899,100.0,-46.427485499999996
2040,100.0,,,-43.94736953999999,204000,,70,2891,,,
2044,100.0,53.78971862792969,0.001,-44.12535975,204400,0.12549400329589844,70,2893,204299,,
,,53.74974822998047,0.001,,204500,0.10728278756141663,,,204399,100.0,-47.701115279999996
2048,100.0,53.888160705566406,0.001,-44.05362078,204800,0.10195083171129227,70,2900,204699,,
,,53.53713607788086,0.001,,205000,0.1676991581916809,,,204899,100.0,-43.787317460000004
2052,100.0,53.54759216308594,0.001,-43.984397640000005,205200,0.1946943700313568,70,2906,205099,,
,,53.83481979370117,0.001,,205500,0.16848580539226532,,,205399,100.0,-48.86421729999999
2056,100.0,53.878997802734375,0.001,-44.254521919999995,205600,0.17768487334251404,70,2913,205499,,
,,53.85737609863281,0.001,,206000,0.09010054171085358,,,205899,100.0,-49.906260919999994
2060,100.0,,,-44.26510786,206000,,70,2919,,,
2064,100.0,53.531044006347656,0.001,-44.145254230000006,206400,0.29897862672805786,70,2922,206299,,
,,53.601741790771484,0.001,,206500,0.10369813442230225,,,206399,100.0,-47.60842366000001
2068,100.0,54.09222412109375,0.001,-44.04250409,206800,0.1763414740562439,70,2928,206699,,
,,53.55029296875,0.001,,207000,0.09633845090866089,,,206899,100.0,-46.07123446
2072,100.0,53.71161651611328,0.001,-43.87945425,207200,0.10721652954816818,70,2935,207099,,
,,53.24652099609375,0.001,,207500,0.10364650189876556,,,207399,100.0,-45.975422619999996
2076,100.0,53.51460266113281,0.001,-44.19497373,207600,0.06910187005996704,70,2941,207499,,
,,53.31157302856445,0.001,,208000,0.09866349399089813,,,207899,100.0,-45.34074588000001
2080,100.0,,,-44.21815811999999,208000,,70,2948,,,
2084,100.0,53.84403991699219,0.001,-43.75227855999999,208400,0.10258907079696655,70,2950,208299,,
,,53.47157287597656,0.001,,208500,0.10368789732456207,,,208399,100.0,-45.25669164
2088,100.0,53.69036865234375,0.001,-43.750710680000005,208800,0.11446844786405563,70,2957,208699,,
,,53.679718017578125,0.001,,209000,0.13810691237449646,,,208899,100.0,-46.88513480000002
2092,100.0,53.864559173583984,0.001,-44.16530241999999,209200,0.09387613087892532,70,2963,209099,,
,,53.89324188232422,0.001,,209500,0.14558453857898712,,,209399,100.0,-46.05391764
2096,100.0,53.47810745239258,0.001,-44.75416041,209600,0.11803887784481049,70,2970,209499,,
,,53.724395751953125,0.001,,210000,0.11416919529438019,,,209899,100.0,-45.51456487999999
2100,100.0,,,-44.64064157000001,210000,,70,2976,,,
2104,100.0,53.603721618652344,0.001,-44.80427786,210400,0.11588360369205475,70,2979,210299,,
,,53.922977447509766,0.001,,210500,0.10004360973834991,,,210399,100.0,-45.92031078
2108,100.0,53.40935516357422,0.001,-44.93694182999999,210800,0.11335300654172897,70,2985,210699,,
,,53.726837158203125,0.001,,211000,0.11078345030546188,,,210899,100.0,-43.97646741999999
2112,100.0,53.97800827026367,0.001,-44.79205037999999,211200,0.11490932106971741,70,2992,211099,,
,,53.725669860839844,0.001,,211500,0.09596889466047287,,,211399,100.0,-43.09898700000001
2116,100.0,54.25657653808594,0.001,-44.628413869999996,211600,0.11917319893836975,70,2998,211499,,
,,53.30644989013672,0.001,,212000,0.08131801337003708,,,211899,100.0,-43.083643040000005
2120,100.0,,,-44.51729053,212000,,70,3005,,,
2124,100.0,54.094688415527344,0.001,-44.097126509999995,212400,0.11393868178129196,70,3007,212299,,
,,54.0338249206543,0.001,,212500,0.21124304831027985,,,212399,100.0,-43.72477384
2128,100.0,53.35222244262695,0.001,-43.97931513,212800,0.08268191665410995,70,3014,212699,,
,,53.821388244628906,0.001,,213000,0.1411968469619751,,,212899,100.0,-44.24252404
2132,100.0,54.16473388671875,0.001,-44.55668568,213200,0.0868673324584961,70,3020,213099,,
,,54.63225555419922,0.001,,213500,0.16836315393447876,,,213399,100.0,-43.364846820000004
2136,100.0,54.40272903442383,0.001,-44.22064589000001,213600,0.08705924451351166,70,3026,213499,,
,,54.72545623779297,0.001,,214000,0.14121878147125244,,,213899,100.0,-44.498668900000006
2140,100.0,,,-44.08727423000001,214000,,70,3033,,,
2144,100.0,53.86747741699219,0.001,-44.06984375000002,214400,0.1611764281988144,70,3035,214299,,
,,53.761878967285156,0.001,,214500,0.12270370125770569,,,214399,100.0,-44.308364360000006
2148,100.0,54.04668426513672,0.001,-44.445171,214800,0.10162311792373657,70,3042,214699,,
,,53.56982421875,0.001,,215000,0.08501288294792175,,,214899,100.0,-43.6633616
2152,100.0,55.41069793701172,0.001,-44.39366777,215200,0.09209001064300537,70,3048,215099,,
,,53.72035217285156,0.001,,215500,0.14954982697963715,,,215399,100.0,-43.71047278
