train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/n_updates,train/actor_loss,time/total_timesteps,time/episodes,time/fps,rollout/ep_rew_mean,train/ent_coef,eval/mean_reward,eval/mean_ep_length
0.0003,-0.5432121753692627,100.0,1025,0.014041520655155182,37499,32.74571228027344,37600,376,36,-43.52756436,0.00855628028512001,,
0.0003,0.4568508267402649,,,0.018480153754353523,37899,32.945526123046875,38000,,,,0.00848702248185873,-37.406474900000006,100.0
,,100.0,1037,,,,38000,380,36,-43.091060129999995,,,
0.0003,0.26203620433807373,100.0,1042,0.012376498430967331,38299,32.709190368652344,38400,384,36,-43.077072199999996,0.008510320447385311,,
0.0003,0.0178142711520195,,,0.014361750334501266,38399,32.92346954345703,38500,,,,0.00849849171936512,-36.41228028,100.0
0.0003,0.048400312662124634,100.0,1055,0.014661991968750954,38699,33.17683410644531,38800,388,36,-42.48474694000001,0.008491297252476215,,
0.0003,-0.8394931554794312,,,0.02039235457777977,38899,32.948204040527344,39000,,,,0.008438123390078545,-35.908788400000006,100.0
0.0003,0.2200380265712738,100.0,1067,0.015437444671988487,39099,33.221561431884766,39200,392,36,-42.09352367,0.00838969461619854,,
0.0003,-0.7436435222625732,,,0.014988228678703308,39399,33.28721618652344,39500,,,,0.008442820981144905,-38.349071699999996,100.0
0.0003,0.14733973145484924,100.0,1080,0.014005133882164955,39499,33.18355941772461,39600,396,36,-41.6241849,0.00846129935234785,,
0.0003,-1.008669376373291,,,0.016214489936828613,39899,33.9437255859375,40000,,,,0.008443315513432026,-39.49700136,100.0
,,100.0,1092,,,,40000,400,36,-41.607691190000004,,,
0.0003,0.4453001618385315,100.0,1097,0.01342786941677332,40299,33.65327835083008,40400,404,36,-41.35711682,0.008527938276529312,,
0.0003,-0.08711690455675125,,,0.014416554942727089,40399,33.98811340332031,40500,,,,0.008489917032420635,-39.245720260000006,100.0
0.0003,-0.17058858275413513,100.0,1110,0.019869845360517502,40699,33.65363693237305,40800,408,36,-41.02474262,0.008517282083630562,,
0.0003,-0.4382403492927551,,,0.01813400909304619,40899,34.11880874633789,41000,,,,0.008563781157135963,-38.06079886,100.0
0.0003,-1.189932107925415,100.0,1123,0.01547542866319418,41099,33.982688903808594,41200,412,36,-40.85968317,0.00854357611387968,,
0.0003,-1.3695266246795654,,,0.01584424450993538,41399,34.22639465332031,41500,,,,0.008538782596588135,-37.67965576,100.0
0.0003,-0.3092779517173767,100.0,1135,0.01378596667200327,41499,34.23468017578125,41600,416,36,-40.398528309999996,0.008514732122421265,,
0.0003,-0.5062243938446045,,,0.017838455736637115,41899,34.313636779785156,42000,,,,0.008591926656663418,-37.95427462,100.0
,,100.0,1147,,,,42000,420,36,-40.34584514,,,
0.0003,-0.4573892652988434,100.0,1152,0.018828855827450752,42299,34.19401168823242,42400,424,36,-40.32566174,0.008645633235573769,,
0.0003,0.00643487274646759,,,0.015398094430565834,42399,34.08879852294922,42500,,,,0.008628022857010365,-37.38104468,100.0
0.0003,0.8257299661636353,100.0,1165,0.018870553001761436,42699,34.41193389892578,42800,428,36,-40.124965270000004,0.008641914464533329,,
0.0003,1.1555922031402588,,,0.02643023431301117,42899,34.664249420166016,43000,,,,0.008589194156229496,-36.109358019999995,100.0
0.0003,-0.715688169002533,100.0,1177,0.01798238605260849,43099,34.61578369140625,43200,432,36,-39.960053650000006,0.008601244539022446,,
0.0003,0.3508226275444031,,,0.01878785341978073,43399,34.97952651977539,43500,,,,0.008542267605662346,-38.478477420000004,100.0
0.0003,0.5731291770935059,100.0,1190,0.0183271411806345,43499,35.138160705566406,43600,436,36,-40.121125760000005,0.008585591800510883,,
0.0003,1.493818759918213,,,0.017524143680930138,43899,35.222991943359375,44000,,,,0.008492431603372097,-37.78572894,100.0
,,100.0,1202,,,,44000,440,36,-39.676076630000004,,,
0.0003,0.12931856513023376,100.0,1207,0.01640300266444683,44299,35.38196563720703,44400,444,36,-39.77785237,0.00856474507600069,,
0.0003,0.6700239777565002,,,0.01758866012096405,44399,35.117095947265625,44500,,,,0.008566710166633129,-38.56257628,100.0
0.0003,-0.9596177339553833,100.0,1220,0.017476573586463928,44699,35.59416580200195,44800,448,36,-39.583555059999995,0.00860561802983284,,
0.0003,0.5041362047195435,,,0.024393441155552864,44899,35.295654296875,45000,,,,0.008569725789129734,-38.65644586,100.0
0.0003,0.5997993350028992,100.0,1232,0.016023166477680206,45099,35.56462097167969,45200,452,36,-39.59677204,0.008526360616087914,,
0.0003,0.9285757541656494,,,0.015986770391464233,45399,35.46277618408203,45500,,,,0.008519032970070839,-37.74567648,100.0
0.0003,0.9146915674209595,100.0,1245,0.017431732267141342,45499,35.769012451171875,45600,456,36,-39.709051939999995,0.0085346270352602,,
0.0003,0.8979120850563049,,,0.02021835558116436,45899,35.427696228027344,46000,,,,0.008518188260495663,-38.50676244,100.0
,,100.0,1257,,,,46000,460,36,-39.53315129,,,
0.0003,-0.13167372345924377,100.0,1262,0.01972123049199581,46299,36.02961730957031,46400,464,36,-39.57769014,0.008503161370754242,,
0.0003,-2.981570243835449,,,0.016908109188079834,46399,35.738555908203125,46500,,,,0.00846696924418211,-41.80316458,100.0
0.0003,-0.4009379744529724,100.0,1274,0.019991321489214897,46699,35.452972412109375,46800,468,36,-39.73426826,0.008359982632100582,,
0.0003,0.3836827576160431,,,0.021721169352531433,46899,35.86675262451172,47000,,,,0.008393451571464539,-43.36849492,100.0
0.0003,-0.8103538751602173,100.0,1287,0.01961030811071396,47099,35.54278564453125,47200,472,36,-39.88809349,0.008290567435324192,,
0.0003,0.7735767960548401,,,0.021471749991178513,47399,35.729774475097656,47500,,,,0.008212300948798656,-42.754286820000004,100.0
0.0003,-2.0823476314544678,100.0,1299,0.02127040922641754,47499,35.98628234863281,47600,476,36,-39.98004108,0.008173979818820953,,
0.0003,1.3275082111358643,,,0.019123924896121025,47899,35.8134651184082,48000,,,,0.008178251795470715,-43.74384822000001,100.0
,,100.0,1312,,,,48000,480,36,-40.363512609999994,,,
0.0003,-1.9415531158447266,100.0,1317,0.018934717401862144,48299,36.1223030090332,48400,484,36,-40.38798638,0.008079146035015583,,
0.0003,3.811941385269165,,,0.02007817104458809,48399,36.140899658203125,48500,,,,0.00804732646793127,-43.45242234000001,100.0
0.0003,-1.3066602945327759,100.0,1329,0.02193881943821907,48699,35.915924072265625,48800,488,36,-40.85175804,0.008069705218076706,,
0.0003,0.8444417715072632,,,0.023447997868061066,48899,35.762027740478516,49000,,,,0.008083130232989788,-42.69672966,100.0
0.0003,-0.44372254610061646,100.0,1342,0.024958103895187378,49099,36.14153289794922,49200,492,36,-41.08491879,0.008182637393474579,,
0.0003,-1.7061327695846558,,,0.018469661474227905,49399,36.11813735961914,49500,,,,0.008173924870789051,-41.76126944,100.0
0.0003,-0.43928590416908264,100.0,1354,0.016713835299015045,49499,35.955535888671875,49600,496,36,-41.37001361000001,0.00816892646253109,,
0.0003,0.5090396404266357,,,0.01977476105093956,49899,36.53004455566406,50000,,,,0.00815049558877945,-42.24372748,100.0
